,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualDilutedAverageShares,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingTotalRevenue,annualOtherCurrentAssets,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualLongTermDebt,annualNetIncome,quarterlyBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherNonCashItems,annualDilutedEPS,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,annualBasicEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1128038400,1121000.0,,36452000.0,,,,67024000.0,,168331000.0,,,,1097678000.0,,,0.42,739000.0,,,,,-262011000.0,12533000.0,,,,,,,,51591000.0,,,,51591000.0,,,,75444000.0,,287851000.0,9095000.0,,,,,,111911000.0,,,,542906000.0,57718000.0,,,,,,941043000.0,,,,67585000.0,-47107000.0,3661000.0,,,,,,,,,,57322000.0,679032000.0,,18401000.0,,,,,,3806000.0,15139000.0,,,,,,,67585000.0,,,78928000.0,,,,10611000.0,,744813000.0,,,,,485404000.0,,,895413000.0,168331000.0,,,,,,,1662010000.0,,48623000.0,,,,766597000.0,,,,0.43,,,,13943000.0,,,,,564332000.0,,87565000.0,,,,,,,,0.0,235916000.0,,,,48623000.0,48623000.0,,25468000.0,-46240000.0,39517000.0,113830000.0,51591000.0,,,,,-561000.0,,715257000.0,,,64787000.0,,72791000.0,,306990000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,1124000.0,,51591000.0,,309752000.0,,62810000.0,,168217000.0,14472000.0,,,1145769000.0,31384000.0,-37644000.0,,93000.0,80897000.0,,,18107000.0,-274533000.0,21808000.0,,69028000.0,113385000.0,992899000.0,,2025000.0,803244000.0,31384000.0,,,,31384000.0,,,639979000.0,75313000.0,,292667000.0,-86321000.0,,42516000.0,639979000.0,,,,,,,514964000.0,30215000.0,,-205159000.0,,,,992899000.0,111613000.0,164266000.0,,63231000.0,-55558000.0,4137000.0,-62157000.0,-269073000.0,,,5062000.0,,,,,80897000.0,718366000.0,,23303000.0,,1124000.0,,,,4288000.0,-20207000.0,0.0,892503000.0,726390000.0,-274533000.0,,,63231000.0,-671000.0,568130000.0,82449000.0,-27973000.0,18709000.0,8163000.0,-25343000.0,,784320000.0,252524000.0,-2704000.0,2045318000.0,,485681000.0,,784320000.0,910655000.0,168217000.0,,,,31384000.0,86803000.0,75313000.0,1713899000.0,1713899000.0,39507000.0,251069000.0,,21808000.0,803244000.0,1152815000.0,25461000.0,164266000.0,,292667000.0,,,14472000.0,,,,,568130000.0,,84878000.0,,,,3517000.0,1.45,1145769000.0,,0.0,231448000.0,31384000.0,57228000.0,34353000.0,39507000.0,39507000.0,,25461000.0,-54559000.0,42516000.0,,31384000.0,1.47,910655000.0,,73849000.0,3059000.0,,726390000.0,,82449000.0,34353000.0,485681000.0,73849000.0,84878000.0,283516000.0,213322000.0,,718366000.0,,,164266000.0,,,,,,,,,,,,,,,,,,,
1143763200,1132000.0,,31384000.0,,,,64514000.0,,168462000.0,,,,1206472000.0,,,0.35,0.0,,,,,-287576000.0,17739000.0,,,,,,,,55290000.0,,,,55290000.0,,,,75154000.0,,312509000.0,16368000.0,,,,,,112523000.0,,,,536547000.0,56932000.0,,,,,,1038221000.0,,,,64966000.0,-47450000.0,13680000.0,,,,,,,,,,43514000.0,750645000.0,,23950000.0,,,,,,8724000.0,23906000.0,,,,,,,64966000.0,,,87955000.0,,,,9482000.0,,824884000.0,,,,,508567000.0,,,963002000.0,168462000.0,,,,,,,1802994000.0,,40564000.0,,,,839992000.0,,,,0.36,,,,19637000.0,,,,,596522000.0,,89347000.0,,,,,,,,5141000.0,233428000.0,,,,40564000.0,40564000.0,,25436000.0,-46706000.0,42882000.0,114615000.0,55290000.0,,,,,-452000.0,,755026000.0,,,66522000.0,,134947000.0,,303119000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,1134000.0,,55290000.0,,,,78398000.0,,182692000.0,,,,1261702000.0,,,0.43,1533000.0,,,,,-300867000.0,15211000.0,,,,,,,,55247000.0,,,,55247000.0,,,,265000.0,,358090000.0,17555000.0,,,,,,113253000.0,,,,591199000.0,66868000.0,,,,,,1108717000.0,,,,78236000.0,-71986000.0,3821000.0,,,,,,,,,,57734000.0,807850000.0,,29085000.0,,,,,,3526000.0,-43000.0,,,,,,,78236000.0,,,167806000.0,,,,-5118000.0,,874197000.0,,,,,486818000.0,,,1015863000.0,182692000.0,,,,,,,1916326000.0,,49313000.0,,,,900463000.0,,,,0.44,,,,22319000.0,,,,,654624000.0,,92613000.0,,,,,,,,885000.0,260928000.0,,,,49313000.0,49313000.0,,100678000.0,-70732000.0,44809000.0,115196000.0,55247000.0,,,,,162000.0,,800459000.0,,,67610000.0,,144946000.0,,330271000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,1136000.0,,55247000.0,,,,75356000.0,,188242000.0,,,,1316079000.0,,,0.42,159000.0,,,,,-316000000.0,17253000.0,,,,,,,,40823000.0,,,,40823000.0,,,,307000.0,,341375000.0,-11861000.0,,,,,,113464000.0,,,,597144000.0,35995000.0,,,,,,1162664000.0,,,,75084000.0,-55431000.0,4709000.0,,,,,,,,,,49072000.0,846664000.0,,27500000.0,,,,,,3807000.0,-14424000.0,,,,,,,75084000.0,,,173600000.0,,,,-19436000.0,,922053000.0,,,,,456189000.0,,,1006204000.0,188242000.0,,,,,,,1945868000.0,,47856000.0,,,,939664000.0,,,,0.42,,,,31353000.0,,,,,629789000.0,,93000000.0,,,,,,,,990000.0,263326000.0,,,,47856000.0,47856000.0,,100548000.0,-55128000.0,41699000.0,115026000.0,40823000.0,,,,,272000.0,,816661000.0,,,65435000.0,,130629000.0,,333818000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,1139000.0,,40823000.0,,347253000.0,,63997000.0,,185000000.0,31275000.0,,,1364096000.0,29903000.0,-1481000.0,,1103000.0,75173000.0,,,37792000.0,-331759000.0,28997000.0,,31384000.0,115119000.0,1214854000.0,,2699000.0,976820000.0,29903000.0,,,,29903000.0,,,724396000.0,309000.0,,318404000.0,-90981000.0,,38171000.0,724396000.0,,,,,,,558332000.0,26133000.0,,-228871000.0,,,,1214854000.0,113253000.0,178085000.0,,64029000.0,-54004000.0,15582000.0,-91427000.0,-225201000.0,,,4322000.0,,,,,75173000.0,883095000.0,,23645000.0,,1139000.0,,,,4436000.0,-10920000.0,8538000.0,1006711000.0,812938000.0,-331759000.0,,,64029000.0,-1017000.0,613400000.0,179616000.0,-68919000.0,20493000.0,-42943000.0,-27871000.0,,962405000.0,282315000.0,2795000.0,2283222000.0,,433784000.0,,962405000.0,1000676000.0,185000000.0,,,,29903000.0,104180000.0,309000.0,1977496000.0,1977496000.0,40352000.0,282265000.0,,28997000.0,976820000.0,1276511000.0,110170000.0,178085000.0,,318404000.0,,,31275000.0,,,,,613400000.0,,93725000.0,,,,11029000.0,1.55,1364096000.0,,1522000.0,249029000.0,29903000.0,64938000.0,34119000.0,40352000.0,40352000.0,,110170000.0,-52635000.0,38171000.0,,29903000.0,1.57,1000676000.0,,128838000.0,2717000.0,,812938000.0,,179616000.0,34119000.0,433784000.0,128838000.0,93725000.0,309303000.0,185928000.0,,883095000.0,,,178085000.0,,,,,,,,,,,,,,,,,,,
1175299200,1141000.0,,29903000.0,,,,77182000.0,,192089000.0,,,,1420485000.0,,,0.42,0.0,,,,,-345319000.0,21129000.0,,,,,,,,90217000.0,,,,90217000.0,,,,312000.0,,372061000.0,80224000.0,,,,,,113936000.0,,,,613145000.0,128631000.0,,,,,,1276410000.0,,,,77192000.0,-64089000.0,-4181000.0,,,,,,,,,,44996000.0,931091000.0,,28775000.0,,,,,,4177000.0,60314000.0,,,,,,,77192000.0,,,175628000.0,,,,64542000.0,,1010812000.0,,,,,497515000.0,,,1070689000.0,192089000.0,,,,,,,2093628000.0,,48407000.0,,,,1022939000.0,,,,0.42,,,,42941000.0,,,,,673143000.0,,91848000.0,,,,,,,,1418000.0,269281000.0,,,,48407000.0,48407000.0,,100390000.0,-64136000.0,32297000.0,115537000.0,90217000.0,,,,,-10000.0,,825206000.0,,,70035000.0,,134137000.0,,343864000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,1148000.0,,90217000.0,,,,82339000.0,,205627000.0,,,,1492563000.0,,,0.45,465000.0,,,,,-361391000.0,19971000.0,,,,,,,,92484000.0,,,,92484000.0,,,,25315000.0,,393916000.0,11400000.0,,,,,,114533000.0,,,,643108000.0,63299000.0,,,,,,1349332000.0,,,,81558000.0,-76533000.0,13536000.0,,,,,,,,,,47475000.0,987941000.0,,30440000.0,,,,,,9652000.0,2267000.0,,,,,,,81558000.0,,,150934000.0,,,,-13234000.0,,1062711000.0,,,,,541207000.0,,,1106623000.0,205627000.0,,,49499000.0,,,,2184704000.0,,51899000.0,,,,1078081000.0,,,,0.45,,,,49957000.0,,,,,692141000.0,,40641000.0,,,,,,,,3961000.0,287185000.0,,,,51899000.0,51899000.0,,75311000.0,-74568000.0,25666000.0,116111000.0,92484000.0,,,,,781000.0,,853127000.0,,,69721000.0,,141041000.0,,355923000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,1151000.0,,92484000.0,,,,83472000.0,,210985000.0,,,,1553171000.0,,,0.46,856000.0,,,,,-370630000.0,22478000.0,,,,,,,,109783000.0,,,,109783000.0,,,,25317000.0,,401308000.0,36891000.0,,,,,,114946000.0,,,,661778000.0,89978000.0,,,,,,1416573000.0,,,,82716000.0,-79008000.0,5092000.0,,,,,,,,,,48074000.0,1045943000.0,,30385000.0,,,,,,4380000.0,17299000.0,,,,,,,82716000.0,,,153427000.0,,,,10970000.0,,1115798000.0,,,,,553952000.0,,,1125835000.0,210985000.0,,,49857000.0,,,,2260550000.0,,53087000.0,,,,1134715000.0,,,,0.46,,,,52301000.0,,,,,707379000.0,,38915000.0,,,,,,,,791000.0,293701000.0,,,,53087000.0,53087000.0,,75230000.0,-77771000.0,25896000.0,116306000.0,109783000.0,,,,,756000.0,,856586000.0,,,69954000.0,,136988000.0,,368077000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,1153000.0,,109783000.0,,384094000.0,,64495000.0,,206608000.0,55894000.0,,,1592477000.0,47555000.0,17652000.0,,413000.0,79503000.0,,,18552000.0,-389619000.0,40483000.0,,29903000.0,116080000.0,1479779000.0,,1983000.0,1177433000.0,47555000.0,,,,47555000.0,,,815309000.0,25320000.0,,380683000.0,-113471000.0,,27241000.0,815309000.0,,,,,,-6800000.0,604288000.0,17510000.0,,-282655000.0,,,,1479779000.0,114667000.0,193988000.0,-21724000.0,63685000.0,-63025000.0,4105000.0,-68823000.0,-300318000.0,,,3723000.0,,50447000.0,,,79503000.0,1090160000.0,,23900000.0,,1153000.0,,,,3518000.0,-62228000.0,6835000.0,1120460000.0,881761000.0,-389619000.0,,,63685000.0,-6341000.0,687260000.0,158284000.0,15044000.0,21727000.0,16763000.0,-45515000.0,,1156393000.0,305151000.0,1734000.0,2522319000.0,-6800000.0,528976000.0,,1156393000.0,1102304000.0,206608000.0,,,50447000.0,47555000.0,113500000.0,25320000.0,2279737000.0,2279737000.0,40595000.0,307488000.0,,40483000.0,1177433000.0,1401859000.0,75149000.0,193988000.0,,380683000.0,,,55894000.0,,,,,687260000.0,,36826000.0,,,,12777000.0,1.67,1592477000.0,,665000.0,270293000.0,47555000.0,78943000.0,37235000.0,40595000.0,40595000.0,,75149000.0,-83843000.0,27241000.0,,47555000.0,1.69,1102304000.0,,84242000.0,456000.0,,881761000.0,,158284000.0,37235000.0,528976000.0,84242000.0,36826000.0,333995000.0,299418000.0,,1090160000.0,,,193988000.0,,,,,,,,,,,,,,,,,,,
1206921600,1155000.0,,47555000.0,,,,73706000.0,,214338000.0,,,,1651013000.0,,,0.4,1241000.0,,,,,-408856000.0,20331000.0,,,,,,,,113287000.0,,,,113287000.0,,,,25323000.0,,417128000.0,72523000.0,,,,,,115386000.0,,,-1039000.0,646220000.0,118854000.0,,,,,,1534819000.0,,,,74156000.0,-59186000.0,3456000.0,,,,,,,,,,61530000.0,1125963000.0,,27375000.0,,,,,,2986000.0,65732000.0,,,,,,,74156000.0,,,158397000.0,,,,59668000.0,,1202724000.0,,,,,588326000.0,,,1166617000.0,214338000.0,,,50583000.0,,,,2397736000.0,,46331000.0,,,,1231119000.0,,,,0.4,,,,56678000.0,,,,,746723000.0,,54573000.0,,,,,,,,549000.0,288494000.0,,,,46331000.0,46331000.0,,75068000.0,-56578000.0,26651000.0,116291000.0,113287000.0,,,,,-450000.0,,892583000.0,,,73981000.0,,93123000.0,,357726000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,1158000.0,,113287000.0,,,,89063000.0,,228709000.0,,,,1717239000.0,,,0.48,-3367000.0,,,,,-429403000.0,20182000.0,,,,,,,,117214000.0,,,,117214000.0,,,,311000.0,,446013000.0,,,,,,,115696000.0,,,528000.0,704430000.0,96614000.0,,,,,,1601180000.0,,,,88388000.0,-66166000.0,-23352000.0,,,,,,,,,,55909000.0,1171777000.0,,33275000.0,,,,,,1705000.0,3927000.0,,,,,,,88388000.0,,,162618000.0,,,,30448000.0,,1258512000.0,,,,,582910000.0,,,1181305000.0,228709000.0,,,51145000.0,,,,2462767000.0,,55788000.0,,,,1281462000.0,,,,0.48,,,,60026000.0,,,,,745528000.0,,58540000.0,,,,,,,,23000.0,317097000.0,,,,55788000.0,55788000.0,,75000000.0,-69335000.0,27592000.0,116509000.0,117214000.0,,,,,675000.0,,904152000.0,,,69912000.0,,97186000.0,,387333000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,1345000.0,,117214000.0,,,,71149000.0,,414735000.0,,,,2190493000.0,,,0.31,4442000.0,,,,,-455813000.0,41848000.0,,,,,,,,26410000.0,,,,26410000.0,10860000.0,,,8257000.0,,757080000.0,,,,,,,132196000.0,,,-984000.0,1111272000.0,73829000.0,,,,,,1860550000.0,,,,92471000.0,-134872000.0,-1784000.0,,,,,,,,,,183763000.0,1404737000.0,,29750000.0,,,,,,11750000.0,-90804000.0,,,,,,,92471000.0,,,781451000.0,,,,-61043000.0,,1299911000.0,,,,,1053203000.0,,,1802349000.0,414735000.0,,,655886000.0,,,,4025147000.0,,41399000.0,,,,2222798000.0,,,,0.31,,,,124320000.0,,,,,1834654000.0,,131442000.0,,,,,,,,-50563000.0,507206000.0,,,,41399000.0,41399000.0,,657131000.0,-162849000.0,,133081000.0,26410000.0,,,,,-10462000.0,,1517744000.0,,,104103000.0,,108661000.0,,604066000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,1348000.0,,26410000.0,-590187000.0,441668000.0,,68614000.0,,434527000.0,133034000.0,,,2282218000.0,31301000.0,-16254000.0,,4287000.0,209185000.0,,,52801000.0,-489639000.0,108177000.0,,47555000.0,125413000.0,1939532000.0,,-10132000.0,2317884000.0,31301000.0,,,,31301000.0,13068000.0,,1292309000.0,8131000.0,,736986000.0,-183010000.0,,0.0,1292309000.0,-33767000.0,,,,,-11513000.0,1114631000.0,9245000.0,,-341679000.0,,,,1939532000.0,124526000.0,186232000.0,0.0,80602000.0,-81455000.0,74481000.0,-142333000.0,-367597000.0,,,26138000.0,,720508000.0,,13554000.0,209185000.0,1449893000.0,,25900000.0,-7437000.0,1348000.0,,,,6554000.0,4891000.0,946000.0,1627926000.0,1570144000.0,-489639000.0,,,73655000.0,11031000.0,1911099000.0,857598000.0,-37231000.0,22995000.0,-43137000.0,-72210000.0,,1342625000.0,335617000.0,6603000.0,3576553000.0,-11513000.0,1053501000.0,,1342625000.0,1875433000.0,434527000.0,,,720508000.0,31301000.0,116300000.0,8131000.0,4193317000.0,4193317000.0,42714000.0,302532000.0,,108177000.0,2317884000.0,1948627000.0,724564000.0,186232000.0,,736986000.0,,,133034000.0,,,,,1911099000.0,,125935000.0,,,,8226000.0,1.48,2282218000.0,,50937000.0,515129000.0,31301000.0,112998000.0,99199000.0,42714000.0,42714000.0,,724564000.0,-78835000.0,0.0,,31301000.0,1.5,1875433000.0,,165811000.0,-2105000.0,,1570144000.0,50410000.0,857598000.0,99199000.0,1053501000.0,165811000.0,125935000.0,599502000.0,298542000.0,,1449893000.0,,,186232000.0,,,,,,,,,,,,,,,,,,,
1238457600,1354000.0,,31301000.0,,,,102185000.0,,429334000.0,,,,2365476000.0,,,0.46,-495000.0,,,-3512000.0,,-522809000.0,54927000.0,,,,,,,,37404000.0,,,,37404000.0,12060000.0,,,8310000.0,,760613000.0,,,,,,,135043000.0,,,-11432000.0,1163749000.0,86550000.0,,,26579000.0,,,2095397000.0,,,,113336000.0,-151262000.0,70145000.0,,,,,,,,,,206514000.0,1572588000.0,,39350000.0,,,,,,10356000.0,6103000.0,,,,,,,114245000.0,,,915469000.0,,,,-64712000.0,,1405460000.0,,,,,1096849000.0,,,1956569000.0,429334000.0,,,722306000.0,,,,4377794000.0,,62835000.0,,,,2421225000.0,,,,0.47,,,,132811000.0,,,,,2012318000.0,,90895000.0,,,,,,,,2025000.0,542670000.0,,,,62835000.0,62835000.0,,782658000.0,-150592000.0,,136234000.0,37404000.0,,,,,483000.0,,1626199000.0,,,94833000.0,,162435000.0,,621079000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,1361000.0,,37404000.0,,,,139465000.0,,454094000.0,,,,2477440000.0,,,0.62,-898000.0,,,-2219000.0,,-556837000.0,32721000.0,,,,,,,,41024000.0,,,,41024000.0,10961000.0,,,10752000.0,,818873000.0,,,,,,,135773000.0,,,-9685000.0,1251377000.0,66213000.0,,,6901000.0,,,2180931000.0,,,,149675000.0,-79910000.0,18015000.0,,,,,,,,,,223669000.0,1624094000.0,,53950000.0,,,,,,16061000.0,3620000.0,,,,,,,150426000.0,,,939657000.0,,,,-13697000.0,,1490975000.0,,,,,1150385000.0,,,2085770000.0,454094000.0,,,744749000.0,,,,4567482000.0,,85515000.0,,,,2481712000.0,,,,0.63,,,,153789000.0,,,,,2090042000.0,,81658000.0,,,,,,,,3273000.0,603769000.0,,,,85515000.0,85515000.0,,785868000.0,-80608000.0,0.0,137548000.0,41024000.0,,,,,390000.0,,1736140000.0,,,90190000.0,,183266000.0,,647608000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,1371000.0,,41024000.0,,,,139275000.0,,461359000.0,,,,2599247000.0,,,0.63,1171000.0,,,-30581000.0,,-591637000.0,34082000.0,,,,,,,,29535000.0,,,,29535000.0,11086000.0,,,10157000.0,,889030000.0,,,,,,,136774000.0,,,-9339000.0,1258239000.0,136217000.0,,,0.0,,,2263873000.0,,,,149196000.0,-86023000.0,-64075000.0,,,,,,,,,,218792000.0,1672236000.0,,52050000.0,,,,,,24587000.0,-11489000.0,,,,,,,150361000.0,,,864553000.0,,,,50194000.0,,1578200000.0,,,,,1217311000.0,,,2174660000.0,461359000.0,,,744375000.0,,,,4681111000.0,,87225000.0,,,,2506451000.0,,,,0.64,,,,166109000.0,,,,,2081864000.0,,76558000.0,,,,,,,,4095000.0,610555000.0,,,,87225000.0,87225000.0,,693516000.0,-83631000.0,4928000.0,138704000.0,29535000.0,,,,,825000.0,,1856049000.0,,,99332000.0,,178650000.0,,647684000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,1375000.0,,29535000.0,-613598000.0,690253000.0,,115973000.0,,444122000.0,161870000.0,,,2685865000.0,26935000.0,-4366000.0,,52000.0,211361000.0,,-577286000.0,121095000.0,-626861000.0,29635000.0,,31301000.0,137882000.0,2353240000.0,,2912000.0,2554752000.0,26935000.0,,,,26935000.0,11069000.0,,1788909000.0,106708000.0,,818153000.0,,,18321000.0,1788909000.0,,,,,,-7962000.0,1173697000.0,-3780000.0,,-414779000.0,8068000.0,,,2353240000.0,136230000.0,307498000.0,0.0,125412000.0,-97584000.0,97010000.0,-339742000.0,-410661000.0,,,45176000.0,,744313000.0,,21413000.0,211361000.0,1726379000.0,,44050000.0,-9714000.0,1375000.0,,,,8504000.0,-2600000.0,420000.0,2326528000.0,1913218000.0,-626861000.0,,,127042000.0,50381000.0,2095606000.0,864231000.0,-258768000.0,59508000.0,-129579000.0,-101364000.0,,1650123000.0,537619000.0,-170000.0,4847062000.0,-7962000.0,1231375000.0,,1650123000.0,2226719000.0,444122000.0,,,744313000.0,26935000.0,189400000.0,106708000.0,4781471000.0,4781471000.0,71923000.0,496898000.0,,29635000.0,2554752000.0,2520534000.0,684040000.0,307498000.0,,818153000.0,,,161870000.0,,,,,2095606000.0,,71579000.0,,8068000.0,,8739000.0,2.23,2685865000.0,,-8973000.0,569534000.0,26935000.0,148179000.0,87085000.0,71923000.0,71923000.0,,684040000.0,-95830000.0,18321000.0,,26935000.0,2.26,2226719000.0,,170997000.0,1214000.0,,1913218000.0,79824000.0,864231000.0,87085000.0,1231375000.0,170997000.0,71579000.0,604163000.0,285200000.0,,1726379000.0,,,307498000.0,,,,,,,,,,,,,,,,,,,
1269993600,1379000.0,,26935000.0,,,,158476000.0,,449902000.0,,,,2800318000.0,,,0.7,-1186000.0,,,-210763000.0,,-663988000.0,37331000.0,,,,,1272000.0,,,29872000.0,-17424000.0,,,29872000.0,10879000.0,,,105790000.0,,794676000.0,7324000.0,18287000.0,,,,,137583000.0,,,-7067000.0,1280067000.0,170646000.0,,,35060000.0,,,2448289000.0,,,,168445000.0,-90725000.0,-77452000.0,,,,,,,,,,216965000.0,1784301000.0,,61000000.0,,,4114000.0,1558000.0,,8836000.0,2937000.0,,,,,,,209290000.0,,,782743000.0,,,,79921000.0,,1747599000.0,,,,,1254804000.0,,,2231558000.0,449902000.0,,,743824000.0,,,,4837865000.0,,97476000.0,,,,2606307000.0,,,,0.71,,,,162307000.0,,39935000.0,,,2037547000.0,,66974000.0,-23509000.0,,,,,,,1775000.0,618347000.0,,,,97476000.0,97476000.0,,596710000.0,-90257000.0,23726000.0,139612000.0,29872000.0,,,,,514000.0,10110000.0,1903108000.0,,,102313000.0,,187191000.0,,661720000.0,,,,,,,,,,,,,,,,,,,,,,,,,
