,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualGoodwill,quarterlyTaxProvision,trailingNetIncome,annualChangeInInventory,trailingCashDividendsPaid,quarterlyInventory,quarterlyNetPPE,trailingNetOtherInvestingChanges,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualDilutedAverageShares,annualCurrentLiabilities,annualNetPPE,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyBasicAverageShares,annualOtherNonCurrentLiabilities,annualOperatingIncome,quarterlyBasicEPS,quarterlyFreeCashFlow,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,annualRepaymentOfDebt,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingEndCashPosition,annualBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,trailingPurchaseOfInvestment,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualGrossPPE,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualBasicEPS,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyGrossPPE,annualCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyEndCashPosition,trailingBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,quarterlyChangeInInventory,quarterlyOtherNonCashItems,annualDilutedEPS,annualCurrentAssets,annualResearchAndDevelopment,annualEbitda,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGoodwill,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyStockholdersEquity,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,annualCashDividendsPaid,quarterlyRepaymentOfDebt,annualBeginningCashPosition,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1317340800,,,998215406.78,,,,,-42314654.05,,,0.055,,28165708514.46,,1055992714.51,,,,853831468.35,606055521.11,,344555526.68,,,,192936430376.88,2177705994.27,,22823152432.98,,998215406.78,6051688851.68,,,,,,995080616.19,,-6897058866.68,,,,329888524.51,,10995210218.0,40046769950.21,,11019191293.0,,,0.055,-5363542289.99,,,,,,,,,,,606055521.11,283205805806.24,,,,,,11379670890.36,921008220.1,33899446885.85,,,,33899446885.85,,,30585386.44,,3205963.73,-408152503.97,3267842294.41,,223652053634.26,,,,,,,20510853332.21,,,,1165029033.5,2177705994.27,,9319531146.09,,-231636152.13,,33149711083.53,,,,,,,,,,-1391417485.16,,1201592958.76,,15954673461.98,,,271826134915.88,51097540.82,,,194654158193.11,28997895441.15,1198386995.03,2102813260.91,,,746745985.23,,,1133728980.88,,46895708484.82,,136840670.73,,,,-5720946399.94,,,0.0,,,,11019191293.0,,85440941.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,778906118.75,226652482.36,1102076036.88,,52967795010.41,,-4075842283.38,-95206292.38,1514813781.1,137326799.14,,-1195068075.6,26822358964.24,-5652567740.05,463792750.0,,,,7493257209.1,6040965094.02,,2662429557.97,,-64093766132.86,,208335493569.16,2301415327.51,,21845829338.08,3389424571.92,1102076036.88,26183744344.62,,-7688386307.92,10937358259.0,200724160315.26,2301415327.51,1514813781.1,435474310.08,464400439.78,28554586198.55,208335493569.16,34239514295.08,435474310.08,,10995210218.0,33149711083.53,,,50476084.77,15640810407.5,,4789597068.07,10995210218.0,71782749800.68,,-19974613437.08,,-347864816.06,-1482823892.44,21845829338.08,,10937358259.0,6040965094.02,296208440030.05,33614111523.31,,15805882420.32,,,13561785174.86,1724446469.54,34239514295.08,,29777063416.53,,34239514295.08,,,104150881.24,2301415327.51,1057473868.14,-388655071.98,16290636232.83,5134989704.56,228375901483.02,463792750.0,,12913775791.05,,,,29777063416.53,11599606211.77,0.88,34239514295.08,9829754804.91,2301415327.51,-261560892.0,42474380577.45,,-2312905164.31,3904944000.0,33614111523.31,,1252354086.35,,,,0.88,282646654855.19,,17195563305.81,-1027011411.99,27651741167.76,11213160635.21,9624875268.23,18934617430.43,3127863679.92,228375901483.02,282646654855.19,-1084213752.68,3904944000.0,,200724160315.26,27651741167.76,10155686767.07,6460881427.92,,43228163602.13,778906118.75,,,2174269148.75,18934617430.43,52967795010.41,296208440030.05,-849460766.24,4206276208.55,1724446469.54,-5271599375.93,-5756667037.14,35096935415.75,26822358964.24,0.0,9624875268.23,0.0,509812978.62,,13561785174.86,50476084.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,66613274.98,,,,,-39047319.5,,,0.13,,37118035468.03,,14400000.0,,,,1530546766.23,1395936766.18,,527596047.91,,,,214701089352.32,2431300981.14,,15759399300.28,,66613274.98,6022296925.45,,,,,,1254167201.01,,4728566983.24,,,,434403307.02,,10995210218.0,33614111523.31,,10737975124.0,,,0.13,1241073331.05,,,,,,,,,,,1395936766.18,310436504322.24,,,,,,13745456068.18,2044944769.32,39054424566.76,,,,39054424566.76,,,12550000.0,,129311168.56,-71450000.0,4323614685.4,,241315797685.36,,,,,,,28223693829.62,,,,2088512869.08,2431300981.14,,10345911610.85,,-169495119.76,,38342678506.55,,,,,,,,,,-1063878492.93,,2187453982.7,,20330554196.61,,,296691048254.06,-149580200.21,,,203348130231.32,37967667454.04,2058142814.14,2235101816.32,,,782098327.85,,,1088693119.57,,54358307744.88,,78003573.79,,,,-7957740541.92,,,0.0,,,,10737975124.0,,67533658.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,65600000.0,,,,,-40414331.36,,,,,42605549731.91,,276700000.0,,,,3004930869.68,2329148313.15,,985598304.32,,,,226360863597.22,2491782365.24,,15505731930.01,,65600000.0,13252148270.0,,,,,,1140477551.74,,7377049090.63,,,,463174170.15,,10995210218.0,38342678506.55,,,,,,1498660774.94,,,,,,,,,,,2329148313.15,330401184008.97,,,,,,14159077947.47,4800111122.97,47012188240.68,,,,47012188240.68,,,39134481.63,,659069826.05,-60000000.0,7124931334.97,,260567210333.74,,,,,,,28956926426.27,,,,3977167536.78,2491782365.24,,20377079604.97,,-694946087.54,,45719727597.18,,,,,,,,,,-1361904921.82,,4649599000.05,,21230325181.42,,,316242106061.5,-685568335.34,,,217101120675.57,43466089658.17,3990529174.0,3147763798.19,,,787966697.12,,,993490212.25,,55099815265.48,,51252083.0,,,,-5840683835.19,,,0.0,,,,,,72573229.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,759436725.55,,,,,-32804003.4,,,0.12,,41704262833.1,,239400000.0,,,,1610694520.66,1354801982.84,,506616974.56,,,,246708454387.2,2592123529.68,,14122710751.39,,759436725.55,9611095020.62,,,,,,1352490629.96,,-13579919967.91,,,,496921131.09,,10995441718.0,45719727597.18,,11290016524.0,,,0.12,-6342550933.74,,,,,,,,,,,1354801982.84,347774599925.45,,,,,,16054782765.57,4483636536.7,33307397473.86,,,,33307397473.86,,,117187359.07,,246701917.39,-219000000.0,5794135364.51,,276133737595.01,,,,,,,33755699171.89,,,,2226018187.35,2592123529.68,,15405230385.13,,-1157841553.65,,32139807628.81,,,,,,,,,,-3184192740.13,,2364013412.61,,22585127164.26,,,331719817159.88,-1230221582.72,,,233554999680.37,42578737914.64,2117311495.22,3568117177.16,,,796683005.14,201689835.8,,1619259322.63,,56321762857.4,,206803119.64,,,,-7530514053.5,,,0.0,,,,11290016524.0,,77792076.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,733812757.71,179175850.82,2099473519.23,,63825553925.3,,-2860842969.57,-38401982.37,1886548523.49,182621025.17,,-500450000.0,36036070366.26,-2453451737.29,218492000.0,,,,9516416266.49,7471295330.06,201689835.8,3387785388.26,,-38870391689.38,,255164112985.07,2663376028.15,,25624959204.23,3725958472.52,2099473519.23,36536074131.93,,-11324177913.94,11009809116.0,259833566711.09,2663376028.15,1886548523.49,426846899.52,18980416321.61,37694630788.42,255164112985.07,52291542055.49,426846899.52,,10995553118.0,32139807628.81,,,59970252.21,20941647553.32,,7178107663.64,10995553118.0,103116245136.42,,-26864417454.25,,877799552.09,17506112427.57,25624959204.23,,11009809116.0,7471295330.06,378801615075.37,51120223950.88,,21070185138.11,,,16027877740.0,9932400240.5,52291542055.49,,49838127152.19,,52291542055.49,,,10304010.12,2663376028.15,1068999892.61,-150000000.0,20451949403.54,5836685698.0,296663420087.27,218492000.0,,16752983235.1,,,,49838127152.19,15662588423.06,1.14,52291542055.49,12649948960.11,2663376028.15,-150667636.63,56988023535.47,,-431168976.34,2991123519.76,51120223950.88,,1739414272.94,,,,1.14,362773737335.37,,22992220436.22,-139630535.83,36829853376.18,13973201547.36,12551182392.23,26688098566.77,3575290835.89,296663420087.27,362773737335.37,-795472851.3,2991123519.76,,259833566711.09,36829853376.18,12904201654.75,7802000443.43,,65421614348.0,733812757.71,201689835.8,,2135243043.55,26688098566.77,63825553925.3,378801615075.37,541740775.66,5407596715.05,9932400240.5,-5749606690.71,-5535479023.64,33614111523.31,36036070366.26,0.0,12551182392.23,0.0,764757191.68,,16027877740.0,59970252.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,432752103.81,,,,,-24458619.7,,,0.15,,33235360260.2,,419692521.58,,,,1789369229.66,1613904228.33,,605516273.76,,,,289765724060.82,2727970073.68,,30958487640.33,,347700000.0,8801586374.7,,,,,,1818703512.65,,-159351719.4,,,,425765015.79,,11006757559.0,51120223950.79,,10759361522.0,,,0.15,-2407719390.07,,,,,,,,,,,1613904228.33,417894248034.75,,,,,,16794936093.69,13108054428.03,52258688500.11,,,,52258688500.11,,,110382675.11,,299501235.0,-121260000.0,5198319501.43,,333267820796.2801,,,,,,,50895098591.52,,,,2674923988.99,2727970073.68,,13999905876.13,,-702237825.75,,50960872231.39,,,,,,,,,,-1687258871.7,,2694386738.42,,28302002795.1,,,401099311941.06,-825065402.66,,,299237121799.42,34030698996.8601,2394885503.42,2523395512.44,,,719838907.88,201689835.8,,1196134151.15,,65578003059.72,,157507723.23,,,,-11872320012.4,,,0.0,,,,10759361522.0,,75499828.7801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,594706976.19,,,,,-24034254.65,,,,,29282030828.62,,485540000.0,,,,3546522068.93,2942400678.56,,1192004733.16,,,,311143507991.61,2863662473.56,,32865773426.42,,679759080.0,18687292674.9,,,,,,1748303836.67,,-14713358863.32,,,,421828659.28,,11013724969.0,50960872231.39,,,,,,-7433172793.85,,,,,,,,,,,2942400678.56,432241960220.85,,,,,,19072933546.77,11988616839.68,37603625994.77,,,,37603625994.77,,,690902363.2,,379102658.83,-1768803179.02,8703147016.69,,344176478004.65,,,,,,,59261263120.77,,,,4493957099.63,2863662473.56,,27390439691.59,,-1035376771.02,,36247513367.9,,,,,,,,,,-3340836555.67,,5117629460.92,,29263002703.09,,,413169026674.08,-120511111.42,,,314101301063.91,30075176940.74,4738526802.09,4209189917.06,,,700776308.49,201689835.8,,1427178054.95,,66644627234.02,,113740809.39,,,,-11549562955.96,,,0.0,,,,,,92369803.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,3327534608.02,,,,,-35357008.45,,,0.15,,35812363060.04,,4400000.0,,,,2141252593.13,1603913974.09,,726369371.42,,,,338834053099.04,2948691750.97,,26380524129.86,,3327534608.02,15541911238.97,,,,,,1432473333.67,,-303400207.86,,,,419169473.39,,11014872119.0,36247513367.9,,10692759827.0,,,0.15,-2303717104.19,,,,,,,,,,,1603913974.09,461137800353.88,,,,,,19498019658.74,12522737995.52,37063558411.45,,,,37063558411.45,,,161878081.46,,450629948.15,-369385760.98,6483061379.68,,366771261630.37,,,,,,,60537238751.24,,,,3161059787.04,2948691750.97,,22024972618.65,,-83542528.99,,35944113160.04,,,,,,,,,,-1184794149.48,,3318251912.7,,30866916677.18,,,441639780695.14,-75759761.82,,,330162699156.98,36608562473.39,2867621964.55,3322001592.64,,,696902857.26,201689835.8,,1579462973.34,,68265637977.17,,117502589.71,,,,-12105003709.58,,,0.0,,,,10692759827.0,,99296556.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,672715687.44,1480963119.77,-1171457917.58,,76895983339.7,,-1238623660.25,-2355541993.51,3078969781.37,179235500.15,,-6554187216.47,44081520352.55,-7954417194.85,5080619213.82,,,,10820405979.52,8958330524.8,201689835.8,3469570999.72,,-75798277962.97,,331133223278.99,3043434640.46,,27521791569.9,1923868889.89,-1171457917.58,49766860474.24,,-16007548384.03,11035437522.0,328921832209.92,3043434640.46,3078969781.37,430074183.12,7060036012.23,42621140317.54,331133223278.99,44365409795.23,430074183.12,,11014968919.0,35944113160.04,,,89831842.0,24208591045.13,,11629086301.69,11014968919.0,135418791080.35,,-48430256803.17,,604926747.49,-8116074778.35,27521791569.9,,11035437522.0,8958330524.8,479205323490.54,43004149172.53,,24291011249.3,,,37158738290.93,5102514631.14,44365409795.23,,78742359085.15,,44365409795.23,,,517800000.0,3043434640.46,670093281.22,-4294738276.47,22236612419.74,6867551133.59,373765900091.91,5080619213.82,,18412549272.41,,,,78742359085.15,18297549871.24,1.37,44365409795.23,13878650169.47,3043434640.46,-2439391876.31,72003472893.98,,-6133260069.09,3183535770.44,43004149172.53,,1495501870.93,,,,1.37,442046585199.61,,25965748620.38,-1887256713.19,44844067881.99,14960070260.46,15118549405.78,36706888864.08,-515522986.42,373765900091.91,442046585199.61,-217287384.35,3183535770.44,,328921832209.92,44844067881.99,14289976979.24,8357962250.27,,92797650762.81,672715687.44,201689835.8,,2664775954.15,36706888864.08,76895983339.7,479205323490.54,216175625.16,5993461378.06,5102514631.14,-8100146290.04,-12903370125.23,51120223950.88,44081520352.55,0.0,15118549405.78,0.0,891715053.49,,37158738290.93,89831842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,437771754.93,,,,,-52252566.71,,,0.14,,51241115234.66,,4879934407.62,,,,1638330423.87,1529479377.61,,400867449.88,,,,340564884966.94,3060760329.16,,23530931156.43,,437771754.93,5706277172.09,,,,,,2926167656.32,,-6613017345.91,,,,485395362.56,,11014968919.0,43004149172.53,,10924852697.0,,,0.14,-5631383075.06,,,,,,,,,,,1529479377.61,495118977268.6,,,,,,37354549786.1,4376777764.69,37525817692.8,,,,37525817692.8,,,4581000.0,,183481549.77,-1029217463.02,3790939409.86,,393368005532.22,,,,,,,69636124421.55,,,,1509886330.29,3060760329.16,,9497216581.95,,-1201597262.55,,36391131826.62,,,,,,,,,,-1649713658.41,,2222679423.52,,33720230984.95,,,457764427482.5,-483675528.13,,,341351899587.52,52016105944.7,2039197873.75,2281053079.57,,,663827658.35,201689835.8,,1375795858.31,,73543695950.63,,-393491752.78,,,,-14321855016.83,,,0.0,,,,10924852697.0,,111163051.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,449319999.47,,,,,-767964141.22,,,,,59111417028.59,,5505158875.28,,,,3854149502.65,3279758742.54,,1229127369.39,,,,341667664762.27,2765253297.11,,15699221236.5201,,449319999.47,22592136967.56,,,,,,2210244418.33,,5321192388.85,,,,637793525.2,,11015027119.0,36391131826.62,,,,,,8243848528.62,,,,,,,,,,,3279758742.54,501774293462.21,,,,,,40027308451.56,6582434941.6,42861721091.89,,,,42861721091.89,,,148476079.28,,619634917.13,-442579426.03,8872548545.2,,396054413569.37,,,,,,,76276788783.12,,,,4461995632.7,2765253297.11,,31464685512.76,,-345295719.12,,41712324215.47,,,,,,,,,,-6059793506.85,,5702911789.17,,36999989727.44,,,461746985010.65,-13896625.06,,,336160914777.0901,59893498792.2799,5083276872.04,4410552912.5,,,660269955.91,201689835.8,,1575582683.98,,76888474622.63,,63841059.93,,,,-11250927899.8,,,0.0,,,,,,121811807.7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,15500000.0,,,,,-200865366.24,,,0.15,,56745338490.0,,6248927023.21,,,,2112517484.32,1648895305.81,,595780823.37,,,,351234702363.24,2611321374.57,,13834961784.86,,15500000.0,15858691443.6,,,,,,1738411713.24,,6108442255.35,,,,650506215.34,,11017065969.0,41712324215.47,,10992635372.0,,,0.15,13570952797.32,,,,,,,,,,,1648895305.81,519974136115.25,,,,,,43042697538.0,6028636535.35,48741855059.14,,,,48741855059.14,,,182758569.11,,206627407.89,-1265880483.05,6318999025.18,,413791622756.4,,,,,,,81676486887.99,,,,2612736313.97,2611321374.57,,22177690468.78,,-1364783582.39,,47820766470.82,,,,,,,,,,-1482056287.06,,2914925715.58,,38648885033.25,,,476931438577.25,-43230189.0,,,356126594906.02,57665027850.38,2708298307.69,3706262711.21,,,792726696.08,201689835.8,,1716739748.8,,78529485024.96,,-52762310.31,,,,-6669314194.23,,,0.0,,,,10992635372.0,,126962664.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,590299321.85,375665294.65,-1679588070.05,,88164569909.35,,-683207810.33,-809663501.03,1894071801.08,548904324.49,,-2612465182.89,46148943972.55,-3487370938.83,6679072047.43,,,,11682526617.24,9287320718.74,201689835.8,3739063562.77,,-6039623523.17,,317726378468.22,4141832266.48,,20449288272.85,41724819113.36,1519793073.64,58399958147.86,,25487098023.75,11010807094.0,345654030971.64,4141832266.48,1894071801.08,877547482.32,13832553195.48,43830940767.33,317726378468.22,62715253375.94,877547482.32,,11037507242.0,47820766470.82,,,121864229.64,22239687738.12,,23710655287.28,11037507242.0,146388004498.44,,-42936209815.24,,-4395556079.44,18649170493.77,20449288272.85,,11010807094.0,9287320718.74,508408755415.65,61653319666.3,,25252363233.49,,,43603057962.47,2383069704.65,62715253375.94,,88339093630.71,,62715253375.94,,,39849646.26,4141832266.48,943412356.07,125212189.21,24848453787.09,8424507165.31,392515138495.68,6679072047.43,,21591253029.21,,,,88339093630.71,19287524028.08,1.43,62715253375.94,13655069461.16,4141832266.48,-1830745575.2,83248411934.95,,-575694374.77,-776996315.65,61653319666.3,,1546798225.27,,,,1.43,464805697453.18,,27348065783.25,-1459259656.92,46861107524.04,16365002536.08,15745454144.7,41992839682.3,39894073538.16,392515138495.68,464805697453.18,-142405468.14,2422384828.04,,345654030971.64,46861107524.04,15421590180.01,11193384325.93,,102557063731.11,590299321.85,201689835.8,,3756388874.22,41992839682.3,88164569909.35,508408755415.65,-4013143076.28,5964839205.41,2383069704.65,-10650823109.24,-10694112704.38,43004149172.53,46148943972.55,4076000000.0,15745454144.7,4076000000.0,640839545.38,,43603057962.47,121864229.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,596327815.7,,,,,-16607929.07,,,0.059,,39804545305.19,,6378116922.58,,,,908026223.47,650232416.58,,276238897.46,,,,336621027400.9,4095108063.11,,22610337628.02,,596327815.7,5870110226.47,31666282.82,,,,,1614707133.67,,-23597813740.21,,,,902277601.2,,11046108081.0,61653319666.3,,11020888417.0,,,0.059,-15361029381.08,,,,,,,,,,,650232416.58,526040441430.28,,,,,,44841840582.21,1023304449.5,38889714570.47,,,,38921380853.29,,,94033907.4,,44343329.94,-372489913.92,3024227930.67,,409836918646.66,,,,,,,90417155776.25,,,,870240985.36,4095108063.11,,8894338157.14,,-1266872171.91,,38055505926.09,,,,,,,,,,-1478013880.47,,1228608450.87,,42643072098.88,,,481198600848.07,-324714826.15,,,369307805281.06,40529113365.6,1184265120.93,2153986945.31,,,585989229.81,201689835.8,,1400096093.35,,88877231658.13,,-653411463.76,,,,-7358560177.77,,,5156400000.0,,,,11020888417.0,,138578830.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,395368583.22,,,,,-254468507.84,,,,,39408644924.7,,5654897118.88,,,,5881455645.78,4196046648.87,,1711286930.68,,,,333046699797.02,4557750832.86,,23315470943.54,,954351669.37,29090704572.44,,,,,,1897732013.09,,5715019340.01,,,,953212984.14,,11048058100.0,38055505926.09,,,,,,8281597209.64,,,,,,,,,,,4196046648.87,536937642517.23,,,,,,46946109049.94,476645418.03,44612562238.72,,,,44612562238.72,,,719905561.75,,740480190.95,-2303142987.81,12281755262.95,,419137785852.01,,,,,,,85257808239.68,,,,7057087939.57,4557750832.86,,41372459835.39,,-2263785630.62,,43770525266.1,,,,,,,,,,-805208270.59,,8333222767.41,,41318570667.27,,,489991533467.29,-104724842.96,,,378967586452.18,40170199399.83,7592742576.46,5224667323.38,,,588957412.53,201689835.8,,1566822559.14,,87272694622.76,,-316025901.32,,,,-3634955866.17,,,5636000000.0,,,,,,155019384.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,127061537.09,,,,,-325367442.98,,,0.18,,46839594457.78,,6752203080.24,,,,2749142150.83,2008178842.85,,968292002.21,,,,351392371154.3,4598494505.07,,23408917119.68,,303061537.09,21506343305.38,,,,,,1508193169.43,,-1700403506.31,,,,1004161194.08,,11049610300.0,43770525266.1,,11156549127.0,,,0.18,1799990091.63,,,,,,,,,,,2008178842.85,570793421050.7,,,,,,50792117789.83,763032757.23,42734555138.81,,,,42734555138.81,,,377947064.45,,241305252.44,-1363585028.11,7823068699.0,,449668202241.14,,,,,,,95088319938.7,,,,3341538305.08,4598494505.07,,29329412004.38,,-3452963784.6,,42070121759.79,,,,,,,,,,-6764223459.04,,3958739405.48,,43326749510.12,,,520001303260.87,-1320298015.11,,,402084474770.06,47583727471.08,3717434153.04,4481530393.92,,,553003877.94,201689835.8,,1970131321.14,,88926075003.29,,-881110709.52,,,,-4409833406.12,,,5359140000.0,,,,11156549127.0,,191129135.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,558430814.88,1813298354.15,1152625596.05,,100183517822.33,,-5162583291.46,-1466557457.63,2510653269.96,715806286.73,,-11713434030.0,52844396564.24,-20947481175.17,6486961264.31,,,,16410814006.23,11264948340.97,201689835.8,4897361762.44,,-11174577175.9,,368121930513.33,5515838066.76,,24746404056.97,16046020691.5,2442305193.85,81683470571.95,,-6439890549.35,11048418445.0,420061826880.58,5515838066.76,2510653269.96,1044991088.26,9677499406.15,57398501344.66,368121930513.33,53180381016.34,1044991088.26,,11051612300.0,42070121759.79,,,1521296108.57,30534551109.81,,19262461433.79,11051612300.0,195549130020.9,,-25028576387.68,,-4070564585.36,-9905698500.36,24746404056.97,,11048418445.0,11264948340.97,611295567689.29,51747621165.94,,33802617619.1,,,64271191822.95,1900087965.52,53180381016.34,,108191191327.69,,53180381016.34,,,621411820.55,5515838066.76,1437940951.48,-7674216100.16,34269449452.04,8883523387.74,474985950368.27,6486961264.31,,26863950234.85,,,,108191191327.69,25949438026.31,1.64,53180381016.34,19265683879.8,5515838066.76,-2063001337.52,115952920023.99,,-13963859588.04,2271383532.06,51747621165.94,,1778973541.7,,,,1.64,547024375866.34,,36297397447.53,-1709158241.91,54924123487.69,22746116720.15,18119406249.27,52597854095.89,13983019353.98,474985950368.27,547024375866.34,-3412845607.24,4296046216.01,,420061826880.58,54924123487.69,21308175768.67,15003765572.24,,138150628676.24,558430814.88,201689835.8,,3946473414.11,52597854095.89,100183517822.33,611295567689.29,-2220016510.76,7853179592.79,1900087965.52,-10756603852.01,-9625226937.62,61653319666.3,52844396564.24,7956600000.0,18119406249.27,7956600000.0,477735809.6,,64271191822.95,1521296108.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
