date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
1996-06-30,,,3796000000.0,,452000000.0,,,452000000.0,-2812000000.0,,,,,,,,,,1766000000.0,,,,184000000.0,,,,,,0.31,,-665000000.0,,,,8391000000.0,41123000000.0,,,,,,,-16000000.0,,-109000000.0,,,,,,,4970000000.0,,5629000000.0,,1462462000.0,,,,,,,,-2608000000.0,,,,16593000000.0,309000000.0,3718000000.0,,,107647000000.0,-402000000.0,452000000.0,,441000000.0,,,99692000000.0,2773000000.0,,,,,,636000000.0,0.32,,,3003000000.0,,,,,,,,4970000000.0,-1649000000.0,,,-1736000000.0,,,,,,,,,,,,636000000.0,,3348000000.0,,,,356000000.0,1308000000.0,7955000000.0,,,-5775000000.0,,,3735000000.0,,-78000000.0,,,,,,1462462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,-755000000.0,,458000000.0,,,458000000.0,985000000.0,,,,,,,,,,1666000000.0,,,,163000000.0,,,,,,0.32,,-61000000.0,,,,8233000000.0,39306000000.0,,,,,,,181000000.0,,-108000000.0,,,,,,,4884000000.0,,4970000000.0,,1447147000.0,,,,,,,,-3040000000.0,,,,16901000000.0,269000000.0,-888000000.0,,,106667000000.0,-668000000.0,458000000.0,,486000000.0,,,98424000000.0,2761000000.0,,,,,,621000000.0,0.33,,,-2439000000.0,,,,,,,,4884000000.0,-291000000.0,,,121000000.0,,,,,,,,,,,,621000000.0,,3566000000.0,,,,1045000000.0,1266000000.0,8243000000.0,,,-3571000000.0,,,3787000000.0,,-133000000.0,,,,,,1447147000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,11207000000.0,1044000000.0,,594000000.0,-5002000000.0,1461261000.0,594000000.0,1564000000.0,2212000000.0,6552000000.0,,,266000000.0,,,8528000000.0,,1675000000.0,3756000000.0,,,249000000.0,,108512000000.0,-452000000.0,,,,,-2214000000.0,,,-10896000000.0,6552000000.0,38339000000.0,,1.3,,,,,64000000.0,297000000.0,-106000000.0,1456800000.0,,,,1675000000.0,4939000000.0,2677000000.0,,4884000000.0,2677000000.0,,,2664000000.0,,,,,-4875000000.0,-2881000000.0,,,2677000000.0,18402000000.0,247000000.0,905000000.0,38339000000.0,2664000000.0,108512000000.0,1139000000.0,594000000.0,,297000000.0,,,99984000000.0,2489000000.0,,,-438000000.0,,8723000000.0,843000000.0,,,,461000000.0,,,,,,,,2677000000.0,-4822000000.0,763000000.0,-97000000.0,-4291000000.0,1895000000.0,,-515000000.0,,,-17384000000.0,15121000000.0,1116000000.0,,,,843000000.0,4501000000.0,3756000000.0,,,99984000000.0,-75000000.0,4853000000.0,8528000000.0,,560000000.0,-3003000000.0,,,4008000000.0,,-139000000.0,,,3200000000.0,1901000000.0,1.3,,18402000000.0,1901000000.0,-436000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,1329000000.0,,454000000.0,,,454000000.0,-455000000.0,,,,,,,,,,1568000000.0,,,,186000000.0,,,,,,0.31,,505000000.0,,,,6331000000.0,38140000000.0,,,,,,,94000000.0,,-106000000.0,,,,,,,3170000000.0,,2677000000.0,,1447748000.0,,,,,,,,-2529000000.0,,,,17324000000.0,195000000.0,1274000000.0,,,108105000000.0,110000000.0,454000000.0,,84000000.0,,,99723000000.0,2262000000.0,,,,,,640000000.0,0.32,,,257000000.0,,,,,,,,3170000000.0,-369000000.0,,,-47000000.0,,,,,,,,,,,,640000000.0,,3796000000.0,,,,524000000.0,2221000000.0,8382000000.0,,,-3369000000.0,,,3969000000.0,,-55000000.0,,,,,,1447748000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,1123000000.0,,520000000.0,,,520000000.0,1725000000.0,,,,,,,,,,1595000000.0,,,,182000000.0,,,,,,0.36,,328000000.0,,,,7571000000.0,39185000000.0,,,,,,,47000000.0,,-106000000.0,,,,,,,3472000000.0,,3170000000.0,,1439940000.0,,,,,,,,-1392000000.0,,,,17971000000.0,238000000.0,997000000.0,,,113927000000.0,188000000.0,520000000.0,,302000000.0,,,105103000000.0,1084000000.0,,,,,,702000000.0,0.37,,,-751000000.0,,,,,,,,3472000000.0,-2520000000.0,,,-2086000000.0,,,,,,,,,,,,702000000.0,,3970000000.0,,,,1307000000.0,2339000000.0,8824000000.0,,,-2443000000.0,,,4184000000.0,,-126000000.0,,,,,,1439940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,1725000000.0,,524000000.0,,,524000000.0,604000000.0,,,,,,,,,,1584000000.0,,,,194000000.0,,,,,,0.37,,1226000000.0,,,,8080000000.0,39182000000.0,,,,,,,59000000.0,,-106000000.0,,,,,,,4614000000.0,,3472000000.0,,1433033000.0,,,,,,,,-1819000000.0,,,,18511000000.0,241000000.0,1657000000.0,,,117642000000.0,361000000.0,524000000.0,,447000000.0,,,108524000000.0,1697000000.0,,,,,,718000000.0,0.38,,,864000000.0,,,,,,,,4614000000.0,-1103000000.0,,,-913000000.0,,,,,,,,,,,,718000000.0,,4106000000.0,,,,278000000.0,2403000000.0,9118000000.0,,,-907000000.0,,,4259000000.0,,-68000000.0,,,,,,1433033000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,6605000000.0,993000000.0,,493000000.0,-7221000000.0,1437000000.0,493000000.0,1926000000.0,2307000000.0,7873000000.0,,,187000000.0,,,9574000000.0,,1533000000.0,4188000000.0,,,197000000.0,,120003000000.0,3800000000.0,,,,,-310000000.0,,,-7898000000.0,7873000000.0,39648000000.0,,1.383333,,,,,-13000000.0,482000000.0,-105000000.0,1392000000.0,,,,1533000000.0,5170000000.0,4179000000.0,,4614000000.0,4179000000.0,,,2750000000.0,,,,,-5585000000.0,-2158000000.0,,,4179000000.0,20570000000.0,250000000.0,899000000.0,39648000000.0,2750000000.0,120003000000.0,264000000.0,493000000.0,,482000000.0,,,110429000000.0,1562000000.0,,,-343000000.0,,9474000000.0,690000000.0,,,,315000000.0,,,,,,,,4179000000.0,-3229000000.0,759000000.0,923000000.0,-2539000000.0,1991000000.0,,1749000000.0,,,-11604000000.0,16836000000.0,924000000.0,,,,690000000.0,4827000000.0,4188000000.0,,,110429000000.0,198000000.0,2510000000.0,9574000000.0,,685000000.0,-4885000000.0,,,4424000000.0,,-94000000.0,,,2677000000.0,1991000000.0,1.43,,20570000000.0,1991000000.0,-423000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,1454000000.0,,460000000.0,,,460000000.0,-2318000000.0,,,,,,,,,,1522000000.0,,,,154000000.0,,,,,,0.33,,253000000.0,,,,8140000000.0,39876000000.0,,,,,,,63000000.0,,-105000000.0,,,,,,,4342000000.0,,4179000000.0,,1383483000.0,,,,,,,,-2499000000.0,,,,18151000000.0,226000000.0,1343000000.0,,,120303000000.0,-11000000.0,460000000.0,,464000000.0,,,110878000000.0,2289000000.0,,,,,,614000000.0,0.33,,,245000000.0,,,,,,,,4342000000.0,1117000000.0,,,1438000000.0,,,,,,,,,,,,614000000.0,,4068000000.0,,,,812000000.0,2218000000.0,9425000000.0,,,-1710000000.0,,,4295000000.0,,-111000000.0,,,,,,1383483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,2469000000.0,,578000000.0,,,578000000.0,-1606000000.0,,,,,,,,,,1517000000.0,,,,222000000.0,,,,,,0.41,,-896000000.0,,,,7832000000.0,40602000000.0,,,,,,,-54000000.0,,-104000000.0,,,,,,,3501000000.0,,4342000000.0,,1370270000.0,,,,,,,,-2901000000.0,,,,18009000000.0,250000000.0,2134000000.0,,,120986000000.0,-226000000.0,578000000.0,,468000000.0,,,111689000000.0,2216000000.0,,,,,,800000000.0,0.42,,,461000000.0,,,,,,,,3501000000.0,-1759000000.0,,,-739000000.0,,,,,,,,,,,,800000000.0,,3927000000.0,,,,1359000000.0,2105000000.0,9297000000.0,,,-2084000000.0,,,4511000000.0,,-335000000.0,,,,,,1397297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,887000000.0,,574000000.0,,,574000000.0,3065000000.0,,,,,,,,,,1541000000.0,,,,225000000.0,,,,,,0.42,,3142000000.0,,,,7324000000.0,40365000000.0,,,,,,,155000000.0,,-103000000.0,,,,,,,6594000000.0,,3501000000.0,,1356156000.0,,,,,,,,-1305000000.0,,,,21047000000.0,256000000.0,743000000.0,,,120914000000.0,-31000000.0,574000000.0,,576000000.0,,,111011000000.0,1796000000.0,,,,,,799000000.0,0.42,,,48000000.0,,,,,,,,6594000000.0,-810000000.0,,,-1157000000.0,,,,,,,,,,,,799000000.0,,3952000000.0,,,,438000000.0,2565000000.0,9403000000.0,,,-2298000000.0,,,4531000000.0,,-144000000.0,,,,,,1380180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,8987000000.0,-397000000.0,,530000000.0,-4648000000.0,1389000000.0,530000000.0,1064000000.0,2491000000.0,7019000000.0,,,212000000.0,,,10198000000.0,,1637000000.0,4148000000.0,,,183000000.0,,126933000000.0,205000000.0,,,,,-2529000000.0,,500000000.0,-10176000000.0,7019000000.0,41299000000.0,,1.543333,,,,,48000000.0,471000000.0,-102000000.0,1362000000.0,,,500000000.0,1637000000.0,4413000000.0,4092000000.0,,6594000000.0,4092000000.0,,,2925000000.0,,,,,-2597000000.0,-3471000000.0,,,4092000000.0,22605000000.0,267000000.0,-669000000.0,41299000000.0,2925000000.0,126933000000.0,415000000.0,530000000.0,,471000000.0,,,116735000000.0,2686000000.0,,,-862000000.0,,10478000000.0,713000000.0,,,,-761000000.0,,,,,,,,4092000000.0,-3196000000.0,784000000.0,147000000.0,-2139000000.0,2141000000.0,,-30000000.0,,,-7426000000.0,18133000000.0,999000000.0,,,,713000000.0,3551000000.0,4148000000.0,,,116735000000.0,-118000000.0,2732000000.0,10198000000.0,,-7000000.0,-1334000000.0,,,4796000000.0,,-272000000.0,,,4179000000.0,2141000000.0,1.57,,22605000000.0,2141000000.0,-414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,1565000000.0,,575000000.0,,,575000000.0,-680000000.0,,,,,,,,,,1732000000.0,,,,216000000.0,,,,,,0.42,,1363000000.0,,,,7676000000.0,40776000000.0,,,,,,,66000000.0,,-101000000.0,,,,,,,5438000000.0,,4092000000.0,,1344444000.0,,,,,,,,-2367000000.0,,,,22242000000.0,234000000.0,1350000000.0,,,128297000000.0,86000000.0,575000000.0,,273000000.0,,,118512000000.0,2675000000.0,,,,,,791000000.0,0.43,,,348000000.0,,,,,,,,5438000000.0,478000000.0,,,385000000.0,,,,,,,,,,,,791000000.0,,4312000000.0,,,,576000000.0,2636000000.0,9785000000.0,,,-2991000000.0,,,4737000000.0,,-215000000.0,,,,,,1369970000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,2893000000.0,,646000000.0,,,646000000.0,667000000.0,,,,,,,,,,1795000000.0,,,,249000000.0,,,,,,0.47,,620000000.0,,,,7005000000.0,42247000000.0,,,,,,,78000000.0,,-101000000.0,,,,,,,6096000000.0,,5438000000.0,,1343544000.0,,,,,,,,-4167000000.0,,,,24785000000.0,255000000.0,2749000000.0,,,132452000000.0,183000000.0,646000000.0,,-110000000.0,,,122690000000.0,2082000000.0,,,,,,895000000.0,0.48,,,1608000000.0,,,,,,,,6096000000.0,-2940000000.0,,,-711000000.0,,,,,,,,,,,,895000000.0,,4559000000.0,,,,561000000.0,2749000000.0,9762000000.0,,,-3102000000.0,,,5043000000.0,,-144000000.0,,,,,,1372673000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,1701000000.0,,648000000.0,,,648000000.0,294000000.0,,,,,,,,,,1908000000.0,,,,259000000.0,,,,,,0.47,,-937000000.0,,,,6720000000.0,42183000000.0,,,,,,,13000000.0,,-101000000.0,,,,,,,5102000000.0,,6096000000.0,,1339339000.0,,,,,,,,-3128000000.0,,,,24683000000.0,262000000.0,1498000000.0,,,132616000000.0,175000000.0,648000000.0,,-396000000.0,,,122872000000.0,2811000000.0,,,,,,907000000.0,0.48,,,469000000.0,,,,,,,,5102000000.0,-2932000000.0,,,-2412000000.0,,,,,,,,,,,,907000000.0,,4777000000.0,,,,571000000.0,2789000000.0,9744000000.0,,,-3633000000.0,,,5049000000.0,,-203000000.0,,,,,,1370571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,8310000000.0,1226000000.0,,606000000.0,-11746000000.0,1368000000.0,606000000.0,7433000000.0,2392000000.0,6495000000.0,,,13000000.0,,,10095000000.0,,1996000000.0,5033000000.0,,,239000000.0,,148517000000.0,7714000000.0,,,,,2307000000.0,,268000000.0,-11287000000.0,6495000000.0,43052000000.0,,1.806667,,,,,-144000000.0,-402000000.0,-101000000.0,1341000000.0,,,268000000.0,1996000000.0,7385000000.0,7471000000.0,,5102000000.0,7471000000.0,,,3438000000.0,,,,,-7950000000.0,-1625000000.0,,,7471000000.0,30627000000.0,301000000.0,969000000.0,43052000000.0,3438000000.0,148517000000.0,-229000000.0,606000000.0,,-402000000.0,,,138422000000.0,742000000.0,,,-819000000.0,,11142000000.0,845000000.0,,,,80000000.0,,,,,,,,7471000000.0,-6352000000.0,963000000.0,215000000.0,-5212000000.0,2475000000.0,,3353000000.0,,,-12049000000.0,20227000000.0,1051000000.0,,,,845000000.0,6566000000.0,5033000000.0,,,138422000000.0,684000000.0,2968000000.0,10095000000.0,,2505000000.0,-2323000000.0,,,5397000000.0,,-257000000.0,,,4092000000.0,2475000000.0,1.846667,,30627000000.0,2475000000.0,-404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,2710000000.0,,656000000.0,,,656000000.0,-2708000000.0,,,,,,,,,,2084000000.0,,,,264000000.0,,,,,,0.48,,-27000000.0,,,,5670000000.0,42534000000.0,,,,,,,67000000.0,,-101000000.0,,,,267000000.0,,,7425000000.0,,7471000000.0,,1331000000.0,,,,,,,,-2120000000.0,,,,29342000000.0,299000000.0,2535000000.0,,,150662000000.0,-134000000.0,656000000.0,,-465000000.0,,,140409000000.0,2520000000.0,,,,,,920000000.0,0.49,,,1376000000.0,,,,,,,,7425000000.0,-29000000.0,,,-242000000.0,,,,,,,,,,,,920000000.0,,5160000000.0,,,,611000000.0,2947000000.0,10253000000.0,,,-6398000000.0,,,5358000000.0,,-175000000.0,,,,,,1362000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,3369000000.0,,740000000.0,,,740000000.0,-2423000000.0,,,,,,,,,,2190000000.0,,,,306000000.0,,,,,,0.54,,-634000000.0,,,,5336000000.0,42838000000.0,,,,,,,240000000.0,,-105000000.0,,,,267000000.0,,,6841000000.0,,7425000000.0,,1328000000.0,,,,,,,,-1866000000.0,,,,26170000000.0,345000000.0,3177000000.0,,,148553000000.0,-32000000.0,740000000.0,,-602000000.0,,,138044000000.0,1305000000.0,,,,,,1046000000.0,0.56,,,1716000000.0,,,,,,,,6841000000.0,-1580000000.0,,,-839000000.0,,,,,,,,,,,,1046000000.0,,5535000000.0,,,,673000000.0,3060000000.0,10509000000.0,,,-5741000000.0,,,5625000000.0,,-192000000.0,,,,,,1361000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,193000000.0,,737000000.0,,,737000000.0,4300000000.0,,,,,,,,,,2327000000.0,,,,292000000.0,,,,,,0.54,,2075000000.0,,,,5089000000.0,42437000000.0,,,,,,,16000000.0,,-107000000.0,,,,266000000.0,,,8959000000.0,,6841000000.0,,1326000000.0,,,,,,,,-2303000000.0,,,,31034000000.0,352000000.0,-140000000.0,,,153626000000.0,162000000.0,737000000.0,,-402000000.0,,,142413000000.0,2970000000.0,,,,,,1029000000.0,0.56,,,-1256000000.0,,,,,,,,8959000000.0,-2418000000.0,,,-2752000000.0,,,,,,,,,,,,1029000000.0,,5916000000.0,,,,696000000.0,3081000000.0,11213000000.0,,,-1486000000.0,,,5629000000.0,,-333000000.0,,,,,,1361000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,8412000000.0,81000000.0,,677000000.0,-9003000000.0,1360000000.0,677000000.0,4474000000.0,2697000000.0,5211000000.0,,,393000000.0,,,11684000000.0,,2506000000.0,6198000000.0,,,236000000.0,,154423000000.0,3643000000.0,,,,,-421000000.0,,265000000.0,-9121000000.0,5211000000.0,43747000000.0,,2.07,,,,,70000000.0,-218000000.0,-108000000.0,1327000000.0,,,265000000.0,2506000000.0,6353000000.0,8487000000.0,,8959000000.0,8487000000.0,,,3908000000.0,,,,,-7375000000.0,-2832000000.0,,,8487000000.0,36030000000.0,357000000.0,-138000000.0,43747000000.0,3908000000.0,154423000000.0,-49000000.0,677000000.0,,-218000000.0,,,142739000000.0,1617000000.0,,,-919000000.0,,12094000000.0,913000000.0,,,,-1383000000.0,,,,,,,,8487000000.0,-4976000000.0,1098000000.0,-53000000.0,-3542000000.0,2810000000.0,,993000000.0,,,-15362000000.0,22321000000.0,1354000000.0,,,,913000000.0,5434000000.0,6198000000.0,,,142739000000.0,717000000.0,3008000000.0,11684000000.0,,453000000.0,-1737000000.0,,,5709000000.0,,-219000000.0,,,7471000000.0,2810000000.0,2.12,,36030000000.0,2810000000.0,-421000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,1745000000.0,,538000000.0,,,538000000.0,-5237000000.0,,,,,,,,,,2569000000.0,,,,203000000.0,,,,,,0.4,,-453000000.0,,,,5411000000.0,43668000000.0,,,,,,,201000000.0,,-106000000.0,,,,265000000.0,,,8064000000.0,,8487000000.0,,1323000000.0,,,,,,,,-2768000000.0,,,,31170000000.0,361000000.0,1570000000.0,,,146218000000.0,112000000.0,538000000.0,,50000000.0,,,134254000000.0,3185000000.0,,,,,,741000000.0,0.41,,,204000000.0,,,,,,,,8064000000.0,3039000000.0,,,2951000000.0,,,,,,,,,,,,741000000.0,,6172000000.0,,,,802000000.0,3059000000.0,11964000000.0,,,-3336000000.0,,,5358000000.0,,-175000000.0,,,,,,1344000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,2934000000.0,,178000000.0,,,178000000.0,38000000.0,,,,,,,,,,2635000000.0,,,,-25000000.0,,,,,,0.13,,455000000.0,,,,8205000000.0,45100000000.0,,,,,,,-180000000.0,,-107000000.0,,,,265000000.0,,,8481000000.0,,8064000000.0,,1321000000.0,,,,,,,,-6776000000.0,,,,30564000000.0,412000000.0,2749000000.0,,,152190000000.0,193000000.0,178000000.0,,-11000000.0,,,140429000000.0,4606000000.0,,,,,,153000000.0,0.13,,,1194000000.0,,,,,,,,8481000000.0,-2517000000.0,,,-160000000.0,,,,,,,,,,,,153000000.0,,6043000000.0,,,,1784000000.0,3192000000.0,11761000000.0,,,-3397000000.0,,,4856000000.0,,-185000000.0,,,,,,1336000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,473000000.0,,298000000.0,,,298000000.0,-909000000.0,,,,,,,,,,2716000000.0,,,,56000000.0,,,,,,0.22,,1658000000.0,,,,7658000000.0,45291000000.0,,,,,,,1185000000.0,,-107000000.0,,,,267000000.0,,,9860000000.0,,8481000000.0,,1324000000.0,,,,,,,,-4548000000.0,,,,30808000000.0,385000000.0,265000000.0,,,145557000000.0,407000000.0,298000000.0,,258000000.0,,,133329000000.0,5365000000.0,,,,,,354000000.0,0.23,,,-1293000000.0,,,,,,,,9860000000.0,2094000000.0,,,1490000000.0,,,,,,,,,,,,354000000.0,,6230000000.0,,,,241000000.0,3013000000.0,12228000000.0,,,-3389000000.0,,,5339000000.0,,-208000000.0,,,,,,1335000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
