date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
2016-12-31,,2527000000.0,3338000000.0,,825000000.0,1868000000.0,935000000.0,825000000.0,3721000000.0,2280000000.0,46966000000.0,99000000.0,,1095000000.0,,1411000000.0,20501000000.0,254000000.0,4433000000.0,10371000000.0,2927000000.0,46841000000.0,336000000.0,2927000000.0,158893000000.0,-7532000000.0,,1382000000.0,,46841000000.0,-1312000000.0,,181000000.0,-2162000000.0,46966000000.0,3981000000.0,,5.65,868000000.0,868000000.0,3000000000.0,177000000.0,285000000.0,-2784000000.0,-315000000.0,933000000.0,1072000000.0,11190000000.0,181000000.0,4433000000.0,8224000000.0,25208000000.0,,26520000000.0,25208000000.0,,,8096000000.0,,,,9578000000.0,145000000.0,-807000000.0,,,25208000000.0,7836000000.0,413000000.0,2938000000.0,3981000000.0,8096000000.0,158893000000.0,0.0,702000000.0,-954000000.0,-2784000000.0,,9578000000.0,138392000000.0,1267000000.0,-1132000000.0,-5145000000.0,-1375000000.0,,9211000000.0,1161000000.0,,,,1595000000.0,11190000000.0,-4431000000.0,,,,-56000000.0,1411000000.0,25208000000.0,-8262000000.0,2688000000.0,0.0,572000000.0,5285000000.0,,2446000000.0,64000000.0,1382000000.0,-9848000000.0,25411000000.0,1704000000.0,,2100000000.0,,1161000000.0,6849000000.0,10371000000.0,,,138392000000.0,689000000.0,2483000000.0,20501000000.0,3000000000.0,573000000.0,-499000000.0,,,5972000000.0,-5145000000.0,-400000000.0,,,22762000000.0,5408000000.0,5.67,,7836000000.0,5408000000.0,-1207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,1160000000.0,,1237000000.0,,,1237000000.0,2205000000.0,,,31000000.0,,,,,,,4433000000.0,,,47154000000.0,580000000.0,,,,,,1.34,,4158000000.0,,,,51647000000.0,3561000000.0,,,,,,,296000000.0,,-313000000.0,,,,179000000.0,,,29366000000.0,,25208000000.0,,899000000.0,,,,795000000.0,,,,-1294000000.0,,,,3600000000.0,443000000.0,883000000.0,,,161385000000.0,0.0,1206000000.0,-926000000.0,-2470000000.0,,9838000000.0,140450000000.0,860000000.0,,,,,,1817000000000.0,1.34,,,-1043000000.0,11700000000.0,,,,,8000000.0,2706000000.0,29366000000.0,700000000.0,,,-11000000.0,,,,89000000.0,,,,,,-2069000000.0,,1817000000.0,,10633000000.0,,,,662000000.0,2027000000.0,20935000000.0,4000000000.0,,-3801000000.0,,,5761000000.0,-5405000000.0,-277000000.0,,,,,,903000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,3124000000.0,,1340000000.0,,,1340000000.0,2769000000.0,,,13000000.0,,,,,,,4445000000.0,,,48930000000.0,609000000.0,,,,,,1.47,,1076000000.0,,,,51945000000.0,3360000000.0,,,,,,,319000000.0,,-307000000.0,,,,177000000.0,,,30442000000.0,,29366000000.0,,890000000.0,,,,,,,,-474000000.0,,,,3426000000.0,522000000.0,2863000000.0,,,166997000000.0,0.0,1310000000.0,-841000000.0,-2428000000.0,,10041000000.0,145822000000.0,643000000.0,,,,,,1949000000.0,1.47,,,824000000.0,12106000000.0,,,,,-6000000.0,2503000000.0,30442000000.0,-4858000000.0,,,-1000000.0,,,,63000000.0,,,,,,1167000000.0,,1949000000.0,,10970000000.0,,,,647000000.0,2123000000.0,21175000000.0,3000000000.0,,-8548000000.0,,,6032000000.0,-5596000000.0,-261000000.0,,,,,,893000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,4297000000.0,,1356000000.0,,,1356000000.0,-2391000000.0,,,38000000.0,,,,,,,4367000000.0,,,51002000000.0,471000000.0,,,,,,1.5,,-4274000000.0,,,,48762000000.0,3250000000.0,,,,,,,338000000.0,,-305000000.0,,,,175000000.0,,,26168000000.0,,30442000000.0,,878000000.0,,,,,,,,-571000000.0,,,,2352000000.0,567000000.0,4023000000.0,,,168577000000.0,0.0,1324000000.0,-1320000000.0,-2316000000.0,,10164000000.0,147492000000.0,696000000.0,,,,,,1827000000.0,1.51,,,1837000000.0,12240000000.0,,,,,-63000000.0,2366000000.0,26168000000.0,-6312000000.0,,,-1761000000.0,,,,60000000.0,,,,,,2099000000.0,,1827000000.0,,10908000000.0,,,,829000000.0,2079000000.0,21085000000.0,3000000000.0,,-6000000000.0,,,6173000000.0,-5797000000.0,-274000000.0,,,,,,881000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,2496000000.0,4959000000.0,,-1197000000.0,-18273000000.0,886000000.0,-1197000000.0,9662000000.0,,55781000000.0,47000000.0,,1321000000.0,,1554000000.0,18227000000.0,282000000.0,4329000000.0,8273000000.0,3009000000.0,53526000000.0,3018000000.0,3009000000.0,181159000000.0,12245000000.0,,1564000000.0,-1.41,53526000000.0,6759000000.0,,172000000.0,-2612000000.0,55781000000.0,4182000000.0,,2.97,899000000.0,899000000.0,3000000000.0,129000000.0,368000000.0,-2428000000.0,-326000000.0,883000000.0,5505000000.0,14657000000.0,172000000.0,4329000000.0,13540000000.0,32927000000.0,,26168000000.0,32927000000.0,865000000.0,,,,,,9784000000.0,-31000000.0,-273000000.0,,,32927000000.0,6115000000.0,580000000.0,4709000000.0,4182000000.0,7414000000.0,181159000000.0,0.0,-1206000000.0,-1313000000.0,-2428000000.0,,9784000000.0,162932000000.0,297000000.0,783000000.0,-5455000000.0,-1062000000.0,,8751000000.0,1821000000.0,-1.41,,,4041000000.0,14657000000.0,-4400000000.0,,,,844000000.0,1554000000.0,32927000000.0,-7803000000.0,4678000000.0,,1742000000.0,2634000000.0,,7719000000.0,70000000.0,1564000000.0,-24082000000.0,24424000000.0,2112000000.0,,4308000000.0,,1821000000.0,12478000000.0,8273000000.0,,,162932000000.0,903000000.0,2585000000.0,18227000000.0,3000000000.0,5659000000.0,-5733000000.0,,,6458000000.0,-5455000000.0,-250000000.0,,-211000000.0,25208000000.0,2736000000.0,2.98,865000000.0,6115000000.0,2736000000.0,-1251000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,2063000000.0,,1634000000.0,,,1634000000.0,-2949000000.0,,,11000000.0,,,,,,,4271000000.0,,,53676000000.0,448000000.0,,,,,,1.86,,-1757000000.0,,,,52461000000.0,3388000000.0,,,,,,,348000000.0,,-324000000.0,,,,172000000.0,,,31092000000.0,,33264000000.0,,859000000.0,,,,,,,,-1215000000.0,,,,1852000000.0,621000000.0,1826000000.0,,,179956000000.0,,1600000000.0,-134000000.0,-2381000000.0,,10003000000.0,160343000000.0,886000000.0,,,,,,,1.86,,,-524000000.0,14038000000.0,,,,,-254000000.0,2435000000.0,31507000000.0,-693000000.0,,,,,,,84000000.0,,,,,,-431000000.0,,2082000000.0,,9597000000.0,,,,,2671000000.0,19613000000.0,3000000000.0,,-7203000000.0,,,6962000000.0,-5732000000.0,-237000000.0,,,,,,861000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,3033000000.0,,1623000000.0,,,1623000000.0,4184000000.0,,,38000000.0,,,,,,,4251000000.0,,,54424000000.0,468000000.0,,,,,,1.84,,-244000000.0,,,,55883000000.0,4753000000.0,,,,,,,337000000.0,,-321000000.0,,,,173000000.0,,,29743000000.0,,31507000000.0,,860000000.0,,,,,,,,-1814000000.0,,,,1972000000.0,711000000.0,2734000000.0,,,184861000000.0,,1591000000.0,-4000000.0,-2483000000.0,,10168000000.0,163969000000.0,317000000.0,,,,,,,1.85,,,109000000.0,13800000000.0,,,,,88000000.0,2222000000.0,31263000000.0,-7688000000.0,,,,,,,70000000.0,,,,,,249000000.0,,2091000000.0,,10896000000.0,,,,,2943000000.0,20892000000.0,5000000000.0,,-3039000000.0,,,7153000000.0,-5917000000.0,-299000000.0,,,,,,862000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,5086000000.0,,1654000000.0,,,1654000000.0,626000000.0,,,19000000.0,,,,,,,4295000000.0,,,54972000000.0,464000000.0,,,,,,1.88,,0.0,,,,55300000000.0,6071000000.0,,,,,,,322000000.0,,-325000000.0,,,,171000000.0,,,30231000000.0,,31263000000.0,,858000000.0,,,,,,,,-2169000000.0,,,,2292000000.0,777000000.0,4751000000.0,,,189092000000.0,,1621000000.0,-779000000.0,-2504000000.0,,10411000000.0,167632000000.0,668000000.0,,,,,,,1.89,,,2398000000.0,15605000000.0,,,,,-181000000.0,2070000000.0,31263000000.0,-5790000000.0,,,,,,,76000000.0,,,,,,2315000000.0,,2118000000.0,,11521000000.0,,,,,2992000000.0,21460000000.0,6000000000.0,,-7020000000.0,,,7287000000.0,-6116000000.0,-335000000.0,,,,,,860000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,3503000000.0,-1252000000.0,,2010000000.0,-19615000000.0,859000000.0,2010000000.0,3240000000.0,,58404000000.0,19000000.0,,1293000000.0,,1759000000.0,22290000000.0,283000000.0,4416000000.0,12499000000.0,3072000000.0,55320000000.0,-179000000.0,3072000000.0,188602000000.0,5101000000.0,,1596000000.0,2.32,55320000000.0,-3454000000.0,,170000000.0,-5434000000.0,58404000000.0,5690000000.0,,7.91,275000000.0,275000000.0,5000000000.0,87000000.0,286000000.0,-2597000000.0,-354000000.0,856000000.0,-4121000000.0,12255000000.0,170000000.0,4416000000.0,8930000000.0,27445000000.0,,31263000000.0,27808000000.0,850000000.0,,,,,,10431000000.0,,-236000000.0,,,27445000000.0,4128000000.0,834000000.0,-1691000000.0,5690000000.0,8122000000.0,188602000000.0,,1975000000.0,-768000000.0,-2597000000.0,,10431000000.0,166312000000.0,1632000000.0,455000000.0,-6015000000.0,-1310000000.0,,11720000000.0,,2.33,,,-5357000000.0,12255000000.0,-1685000000.0,,,,802000000.0,1759000000.0,27808000000.0,-5444000000.0,1201000000.0,,,6787000000.0,,-5455000000.0,53000000.0,1596000000.0,-18895000000.0,28865000000.0,2943000000.0,,-6254000000.0,,1831000000.0,7620000000.0,12499000000.0,,,166312000000.0,,3114000000.0,22290000000.0,5000000000.0,-3374000000.0,-1633000000.0,,,7463000000.0,-6015000000.0,-439000000.0,,,33263000000.0,6921000000.0,7.93,852000000.0,4128000000.0,6921000000.0,-1324000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,8547000000.0,,1550000000.0,,,1550000000.0,-83000000.0,,,19000000.0,,,,,,,4479000000.0,,,56000000000.0,408000000.0,,,,,,1.8,,5823000000.0,,,,58000000000.0,6000000000.0,,,,,,,297000000.0,,-355000000.0,,,,168000000.0,,,33000000000.0,,27808000000.0,,841000000.0,,,,,,,,-4060000000.0,,,,2000000000.0,895000000.0,8199000000.0,,,197000000000.0,,1518000000.0,-1352000000.0,-2599000000.0,,10794000000.0,175000000000.0,2227000000.0,,,,,,,1.81,,,5669000000.0,16162000000.0,,,,,137000000.0,2223000000.0,33631000000.0,-2709000000.0,,,148000000.0,,,,85000000.0,,,,,,6100000000.0,,1958000000.0,,12686000000.0,,,,,2995000000.0,22000000000.0,6000000000.0,,-3821000000.0,,,7363000000.0,-6315000000.0,-348000000.0,,,,,,843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,2930000000.0,,1761000000.0,,,1761000000.0,-1461000000.0,,,47000000.0,,,,,,,4658000000.0,,,58000000000.0,458000000.0,,,,,,2.07,,-6299000000.0,,,,58000000000.0,9000000000.0,,,,,,,286000000.0,,-347000000.0,,,,167000000.0,,,27000000000.0,,33631000000.0,,834000000.0,,,,,,,,-2250000000.0,,,,3000000000.0,891000000.0,2438000000.0,,,198000000000.0,,1729000000.0,-660000000.0,-2606000000.0,,11239000000.0,175000000000.0,199000000.0,,,,,,,2.07,,,-397000000.0,16518000000.0,,,,,348000000.0,,27332000000.0,-7790000000.0,,,0.0,,,,71000000.0,,,,,,,,2219000000.0,,13551000000.0,,,,,3140000000.0,23000000000.0,9000000000.0,,-6558000000.0,,,7623000000.0,-6581000000.0,-492000000.0,,,,,,836000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,-1041000000.0,,1755000000.0,,,1755000000.0,-398000000.0,,,11000000.0,,,,,,,4715000000.0,,,56000000000.0,511000000.0,,,,,,2.08,,-1978000000.0,,,,58000000000.0,8000000000.0,,,,,,,300000000.0,,-346000000.0,,,,165000000.0,,,24000000000.0,,27332000000.0,,825000000.0,,,,,,,,-2607000000.0,,,,3000000000.0,877000000.0,-1415000000.0,,,194000000000.0,,1723000000.0,-1451000000.0,-2661000000.0,,11396000000.0,171000000000.0,2646000000.0,,,,,,,2.09,,,-4170000000.0,12866000000.0,,,,,134000000.0,,25354000000.0,-753000000.0,,,0.0,,,,61000000.0,,,,,,,,2266000000.0,,13652000000.0,,,,,3317000000.0,23000000000.0,,,-2900000000.0,,,7817000000.0,-6681000000.0,-374000000.0,,,,,,827000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,1693000000.0,,,1693000000.0,,,58000000000.0,,,,,,23000000000.0,,,,,57000000000.0,293000000.0,,198000000000.0,,,,2.03,57000000000.0,,,,,58000000000.0,8000000000.0,,,,,,,,,,,,,,,,24000000000.0,,,,814000000.0,,,,,,,,,,,24000000000.0,6000000000.0,801000000.0,,8000000000.0,8429000000.0,198000000000.0,,1661000000.0,,,,,175000000000.0,,,,,,13025000000.0,,2.04,,,,,,,,,,,,,1670000000.0,,,6631000000.0,,,,,,30895000000.0,3464000000.0,,,,1986000000.0,,,,,175000000000.0,,3573000000.0,23000000000.0,,,,,,8092000000.0,,,,,,6759000000.0,,816000000.0,6000000000.0,6759000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
