date,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualDilutedAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualTaxProvision,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualFreeCashFlow,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualBasicAverageShares,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,annualPurchaseOfBusiness,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualCashDividendsPaid,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,annualAccountsReceivable,annualLongTermDebt,annualNetIncome,quarterlyAccountsReceivable,annualBasicEPS,quarterlyDilutedAverageShares,trailingInvestingCashFlow,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyGoodwill,quarterlyBasicEPS,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingTotalRevenue,annualOperatingIncome,quarterlyCashDividendsPaid,annualOtherIncomeExpense,quarterlyEndCashPosition,annualAccountsPayable,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCurrentDebt,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,quarterlyGrossPPE,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualNetPPE,annualCostOfRevenue,annualOtherCurrentLiabilities,trailingCapitalExpenditure,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyCapitalExpenditure,annualEbitda,annualOperatingExpense,annualGrossProfit,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentAssets,trailingGrossProfit,trailingCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,trailingOperatingExpense,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2002-12-31,1458244000.0,193494000.0,,,,,671381000.0,925296000.0,,943333000.0,4567969000.0,0.0,76549000.0,-145120000.0,649774000.0,10945000.0,,,320090000.0,291898810.0,3337512000.0,,439892000.0,-8026000.0,-58041000.0,,,,-115688000.0,6388686000.0,,145940000.0,,7123004000.0,10945000.0,-152946000.0,0.0,2424988000.0,4930327000.0,,,,,-121541000.0,,-274731000.0,-3786257000.0,1884760000.0,281833333.0,-2332180000.0,,76549000.0,3839000.0,-154209000.0,,2199313000.0,,,,-321592000.0,,,37062251000.0,2083415000,833081000.0,1748937000.0,,-193132000.0,,-18168675000.0,-39139000.0,43450937000.0,16896399000.0,1748937000.0,76549000.0,16896399000.0,0.19,,,2716860000.0,16396344000.0,,13581000.0,16715532000.0,6388686000.0,4785509000.0,,-168646000,2716860000.0,,43450937000.0,-491411000.0,0.0,,2199313000.0,265736000.0,-168646000,-1941603000.0,663355000.0,,,2548115000.0,663355000.0,-168646000,749000.0,,,154355000.0,-51040000.0,-20552000.0,663355000.0,3337512000.0,1884760000.0,,-697959000.0,2424988000.0,52034000.0,0.0,,145940000.0,643662000.0,46861000.0,-5262267000.0,,,0.19,0.0,37062251000.0,16715532000.0,,833081000.0,0.0,439892000.0,663355000.0,2548115000.0,-169272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,0.9,,-152156000.0,,,3842148000.0,,,,663355000.0,11020000.0,,,420912000.0,,3511437000.0,,537681000.0,,-37310000.0,268960870.0,,,,6702445000.0,,,,,,52430000.0,,,-677476000.0,,,,,-44048000.0,,344803000.0,953464000.0,2765936000.0,,,,,6528000.0,45757000.0,,2395378000.0,,,,299874000.0,,,,2231701000,600637000.0,1749003000.0,,,,,,45456446000.0,,,,17579330000.0,,274937778.0,,,,,-185986000.0,18220221000.0,,,,247444000,2710830000.0,0.92,,,,,,259672000.0,247444000,,,,,3243305000.0,477369000.0,247444000,-6154000.0,,,,-51074000.0,,477369000.0,,,,-742575000.0,,,15724000.0,,146438000.0,,44929000.0,-4547413000.0,,,,0.0,38754001000.0,,,600637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,1.32,,710260000.0,,,3568374000.0,,,,477369000.0,13873000.0,,,-564824000.0,,3349357000.0,,812639000.0,,6743000.0,274420741.0,,,,8178104000.0,,,,,,88169000.0,,,319276000.0,,,,,526520000.0,,502318000.0,171501000.0,2709525000.0,,,,,21419000.0,71123000.0,,2709714000.0,,,,458637000.0,,,,2625826000,978266000.0,1749069000.0,,,,,,46625754000.0,,,,17287677000.0,,280657576.0,,,,,98405000.0,20064991000.0,,,,370468000,2710830000.0,1.35,,,,,,287288000.0,370468000,,,,,3285299000.0,575774000.0,370468000,726000.0,,,,-51387000.0,,575774000.0,,,,-1406381000.0,,,22949000.0,,146039000.0,,43681000.0,-4981498000.0,,,,556887000.0,38447650000.0,,,978266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,1.22,,232508000.0,,,3891704000.0,,,,575774000.0,13903000.0,,,-131254000.0,,3175004000.0,,668375000.0,,-11400000.0,283972000.0,,,,8345956000.0,,,,,,66946000.0,,,933878000.0,,,,,-48269000.0,,466259000.0,-324942000.0,3184661000.0,,,,,15901000.0,40571000.0,,3000430000.0,,,,421911000.0,,,,2666682000,1060234000.0,1749136000.0,,,,,,47234498000.0,,,,17035219000.0,,290954918.0,,,,,-144653000.0,21057139000.0,,,,354965000,2710830000.0,1.25,,,,,,293355000.0,354965000,,,,,3615782000.0,431121000.0,354965000,-3088000.0,,,,-64111000.0,,431121000.0,,,,-1156618000.0,,,27881000.0,,145980000.0,,44348000.0,-5036922000.0,,,,0.0,38888542000.0,,,1060234000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,423345000.0,177425000.0,,,,,663355000.0,-367267000.0,,1161071000.0,4637311000.0,,1417482000.0,206050000.0,431121000.0,13962000.0,-213000.0,,21580000.0,282930539.0,3424591000.0,,719772000.0,-101705000.0,40628000.0,,,,278347000.0,8834796000.0,,545727000.0,,10689742000.0,13962000.0,70802000.0,556687000.0,4224566000.0,2087413000.0,,,,,-38997000.0,,559874000.0,-953660000.0,2927407000.0,277937647.0,-153637000.0,,1417482000.0,25602000.0,48599000.0,,3380619000.0,,,,515407000.0,,,40717997000.0,3165533000,1585429000.0,1349202000.0,,-230718000.0,,-20659675000.0,1695829000.0,49552793000.0,17108851000.0,1349202000.0,1417482000.0,17108851000.0,5.1,,,2710830000.0,15939537000.0,,130529000.0,22116485000.0,8834796000.0,2663091000.0,,444605000,2710830000.0,,49552793000.0,395206000.0,0.0,,3380619000.0,320756000.0,444605000,-4721477000.0,561650000.0,,,3489057000.0,561650000.0,444605000,-18746000.0,,,1873254000.0,-64146000.0,-27262000.0,561650000.0,3424591000.0,2927407000.0,,-1415903000.0,4224566000.0,69450000.0,-66554000.0,,545727000.0,-253586000.0,44467000.0,-6093842000.0,,,5.01,556687000.0,40717997000.0,22116485000.0,,1585429000.0,-556687000.0,719772000.0,561650000.0,3489057000.0,-1339000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,1.53,,50936000.0,,,5000677000.0,,,,561650000.0,14081000.0,,,706096000.0,,3909773000.0,,854245000.0,,6055000.0,286426282.0,,,,9396820000.0,,,,,,122541000.0,,,-862175000.0,,,,,-26320000.0,,613638000.0,1480446000.0,3932853000.0,,,,,38089000.0,55082000.0,,3762514000.0,,,,569366000.0,,,,2894858000,1172122000.0,1349268000.0,,,,,,52478549000.0,,,,17724873000.0,,292042484.0,,,,,52236000.0,24391237000.0,,,,446825000,2699525000.0,1.56,,,,,,314905000.0,446825000,,,,,4546739000.0,613886000.0,446825000,-44272000.0,,,,-64395000.0,,613886000.0,,,,-1093566000.0,,,25972000.0,,545713000.0,,44272000.0,-6100298000.0,,,,0.0,43081729000.0,,,1172122000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,1.41,,-1590870000.0,,,6044662000.0,,,,613886000.0,14117000.0,,,2307149000.0,,4240481000.0,,305538000.0,,-84859000.0,288817483.0,,,,9220473000.0,,,,,,128383000.0,,,-668527000.0,,,,,461649000.0,,587791000.0,1217216000.0,5255825000.0,,,,,26987000.0,90218000.0,,4104754000.0,,,,541392000.0,,,,3067940000,1107788000.0,1848767000.0,,,,,,53651156000.0,,,,18136115000.0,,292914184.0,,,,,49354000.0,24557092000.0,,,,413009000,2614107000.0,1.43,,,,,,309797000.0,413009000,,,,,5919065000.0,663240000.0,413009000,-46399000.0,,,,-64930000.0,,663240000.0,,,,-1520083000.0,,,27936000.0,,545740000.0,,46399000.0,-8433050000.0,,,,0.0,44430683000.0,,,1107788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,-0.05,,389263000.0,,,3302623000.0,,,,663240000.0,14138000.0,,,1416594000.0,,4446268000.0,,607838000.0,,-44017000.0,287569900.0,,,,9479573000.0,,,,,,53158000.0,,,54183000.0,,,,,-529835000.0,,99535000.0,1679635000.0,4588376000.0,,,,,16029000.0,13796000.0,,4031251000.0,,,,50538000.0,,,,3072588000,1798034000.0,1848847000.0,,,,,,54455683000.0,,,,17817117000.0,,292460544.0,,,,,-37441000.0,26339093000.0,,,,-2620000,2612449000.0,-0.05,,,,,,325629000.0,-2620000,,,,,5214175000.0,625799000.0,-2620000,-48997000.0,,,,-70772000.0,,625799000.0,,,,-1325117000.0,,,26520000.0,,145648000.0,,48997000.0,-4583723000.0,,,,-75000000.0,44976110000.0,,,1798034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-997235000.0,182984000.0,,,,,561650000.0,153436000.0,,1287599000.0,6501215000.0,,1139089000.0,-20503000.0,625799000.0,14153000.0,-474432000.0,,516469000.0,297412272.0,4548721000.0,,736426000.0,-27655000.0,-75942000.0,,,,275683000.0,9835812000.0,,146295000.0,-399432000.0,12332125000.0,14153000.0,-28399000.0,-75000000.0,4953338000.0,868361000.0,,,,,-60297000.0,,296792000.0,-148699000.0,3199169000.0,292074103.0,4228598000.0,,1139089000.0,9936000.0,-179599000.0,,4242174000.0,,,,253476000.0,,,46506624000.0,3296739000,875394000.0,1848927000.0,,-270977000.0,,-26410829000.0,1414772000.0,56342436000.0,18722096000.0,1848927000.0,1139089000.0,18722096000.0,3.9,,,2612449000.0,20849177000.0,,-91804000.0,26167226000.0,9835812000.0,-608158000.0,,281875000,2612449000.0,,56342436000.0,-154803000.0,107156000.0,,4242174000.0,337268000.0,281875000,-4801851000.0,533995000.0,,,3733164000.0,533995000.0,281875000,-43316000.0,,,1597756000.0,-70880000.0,-182984000.0,533995000.0,4548721000.0,3199169000.0,,-863085000.0,4953338000.0,91041000.0,26728000.0,,146295000.0,4946308000.0,43316000.0,-7293758000.0,,,3.83,0.0,46506624000.0,26167226000.0,,875394000.0,,736426000.0,533995000.0,3733164000.0,-198763000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,1.46,,67614000.0,,,5099957000.0,,,,533995000.0,14273000.0,,,536890000.0,,5638295000.0,,459262000.0,,-30126000.0,290622819.0,,,,9965300000.0,,,,,,119783000.0,,,-353363000.0,,,,,-27411000.0,,595490000.0,1012329000.0,2656383000.0,,,,,42777000.0,55828000.0,,4603645000.0,,,,552811000.0,,,,3155682000,1210312000.0,1849008000.0,,,,,,56964765000.0,,,,18495631000.0,,296594521.0,,,,,40123000.0,26151198000.0,,,,433028000,2608449000.0,1.49,,,,,,355537000.0,433028000,,,,,3230501000.0,574118000.0,433028000,-42679000.0,,,,-70952000.0,,574118000.0,,,,-1138963000.0,,,31245000.0,,147059000.0,,42679000.0,-6208794000.0,,,,0.0,46999465000.0,,,1210312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,1.58,,-728614000.0,,,7446043000.0,,,,574118000.0,14000000.0,,,996110000.0,,5590000000.0,,552000000.0,,-9874000.0,290062112.0,,,,10499000000.0,,,,,,128000000.0,,,-30637000.0,,,,,-49589000.0,,638000000.0,575671000.0,3104000000.0,,,,,21223000.0,34172000.0,,5005000000.0,,,,595000000.0,,,,3258000000,1095688000.0,1849000000.0,,,,,,58123000000.0,,,,18361000000.0,,295569620.0,,,,,112877000.0,27813000000.0,,,,467000000,2703000000.0,1.61,,,,,,316000000.0,467000000,,,,,3755000000.0,651000000.0,467000000,-43000000.0,,,,-71048000.0,,651000000.0,,,,-917037000.0,,,22755000.0,,147000000.0,,43000000.0,-8353206000.0,,,,0.0,47624000000.0,,,1095688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,-0.43,,-1327000000.0,,,6674000000.0,,,,651000000.0,14000000.0,,,3070000000.0,,5937000000.0,,441000000.0,,-4000000.0,260465116.0,,,,10229000000.0,,,,,,15000000.0,,,1236000000.0,,,,,-41000000.0,,-54000000.0,96000000.0,2863000000.0,,,,,28000000.0,-79000000.0,,4815000000.0,,,,-97000000.0,,,,3494000000,1193000000.0,1564000000.0,,,,,,60545000000.0,,,,19372000000.0,,260465116.0,,,,,-242000000.0,28537000000.0,,,,-112000000,2703000000.0,-0.43,,,,,,308000000.0,-112000000,,,,,3272000000.0,409000000.0,-112000000,-43000000.0,,,,-78000000.0,,409000000.0,,,,-1390000000.0,,,26000000.0,,446000000.0,,43000000.0,-8067000000.0,,,,0.0,50316000000.0,,,1193000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-1640000000.0,174000000.0,,,,,498000000.0,348000000.0,,1261000000.0,8289000000.0,,1028000000.0,-15000000.0,409000000.0,15000000.0,-249000000.0,,166000000.0,310574018.0,6231000000.0,,332000000.0,14000000.0,-102000000.0,,,,273000000.0,11812000000.0,,300000000.0,,13088000000.0,15000000.0,4000000.0,-103000000.0,4308000000.0,179000000.0,,,,,1446000000.0,,286000000.0,400000000.0,3054000000.0,305952381.0,2084000000.0,,1028000000.0,1521000000.0,-26000000.0,,4965000000.0,,,,240000000.0,,,50628000000.0,3188000000,809000000.0,1811000000.0,,-298000000.0,,-32963000000.0,1301000000.0,62440000000.0,19003000000.0,1811000000.0,1028000000.0,19003000000.0,3.36,,,2703000000.0,27509000000.0,,103000000.0,30199000000.0,11812000000.0,1031000000.0,,236000000,2703000000.0,,62440000000.0,1328000000.0,90000000.0,,4965000000.0,301000000.0,236000000,-5593000000.0,512000000.0,,,3566000000.0,512000000.0,236000000,-46000000.0,,,1475000000.0,-78000000.0,-174000000.0,512000000.0,6231000000.0,3054000000.0,,-2147000000.0,4308000000.0,1613000000.0,10000000.0,,300000000.0,4769000000.0,46000000.0,-10334000000.0,,,3.31,-103000000.0,50628000000.0,30199000000.0,,809000000.0,,332000000.0,512000000.0,3566000000.0,-146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,1.46,,28000000.0,,,9815000000.0,,,,512000000.0,15000000.0,,,-88000000.0,,6922000000.0,,250000000.0,,-73000000.0,328187919.0,,,,12157000000.0,,,,,,134000000.0,,,423000000.0,,,,,-58000000.0,,662000000.0,71000000.0,3139000000.0,,,,,26000000.0,71000000.0,,5369000000.0,,,179000000.0,619000000.0,,,,3181000000,1086000000.0,1812000000.0,,,,,,64847000000.0,,,,19483000000.0,,334931507.0,,,,,-114000000.0,31475000000.0,,,,489000000,2703000000.0,1.49,,,,,,398000000.0,485000000,,,,,3537000000.0,398000000.0,489000000,-43000000.0,,,,-84000000.0,,398000000.0,,,,-1146000000.0,,,16000000.0,,300000000.0,,43000000.0,-10888000000.0,,,,0.0,52690000000.0,,,1086000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,1.72,,348000000.0,,,10936000000.0,,,,398000000.0,15000000.0,,,60000000.0,,6373000000.0,,52000000.0,,29000000.0,327428571.0,,,,12466000000.0,,,,,,134000000.0,,,-1253000000.0,,,,,223000000.0,,752000000.0,1507000000.0,3844000000.0,,,,,11000000.0,49000000.0,,5849000000.0,,,138000000.0,707000000.0,,,,3289000000,882000000.0,1620000000.0,,,,,,65390000000.0,,,,19389000000.0,,333139535.0,,,,,154000000.0,33078000000.0,,,,573000000,2703000000.0,1.75,,,,,,340000000.0,573000000,,,,,4396000000.0,552000000.0,573000000,-45000000.0,,,,-86000000.0,,552000000.0,,,,-952000000.0,,,3000000.0,,800000000.0,,45000000.0,-11917000000.0,,,,0.0,52924000000.0,,,882000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,1.73,,-193000000.0,,,9019000000.0,,,,552000000.0,15000000.0,,,1222000000.0,,7078000000.0,,568000000.0,,-94000000.0,328409091.0,,,,13511000000.0,,,,,,130000000.0,,,272000000.0,,,,,-372000000.0,,754000000.0,532000000.0,3826000000.0,,,,,21000000.0,-31000000.0,,6334000000.0,,,166000000.0,708000000.0,,,,3389000000,1333000000.0,1632000000.0,,,,,,66433000000.0,,,,18614000000.0,,334104046.0,,,,,-8000000.0,33495000000.0,,,,578000000,2655000000.0,1.76,,,,,,353000000.0,578000000,,,,,4370000000.0,544000000.0,578000000,-46000000.0,,,,-93000000.0,,544000000.0,,,,-976000000.0,,,1000000.0,,500000000.0,,46000000.0,-9529000000.0,,,,0.0,52922000000.0,,,1333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,403000000.0,176000000.0,,,,,512000000.0,220000000.0,,1456000000.0,12759000000.0,,2305000000.0,57000000.0,544000000.0,16000000.0,-300000000.0,,-65000000.0,333574530.0,7291000000.0,,716000000.0,53000000.0,-3592000000.0,,,,522000000.0,14278000000.0,,578000000.0,0.0,13328000000.0,16000000.0,124000000.0,0.0,4105000000.0,-51000000.0,,,,,-77000000.0,,831000000.0,232000000.0,2456000000.0,328347578.0,2342000000.0,,2301000000.0,17000000.0,-32000000.0,,6906000000.0,,,156000000.0,789000000.0,,,52857000000.0,3469000000,804000000.0,1560000000.0,,-357000000.0,,-42569000000.0,2823000000.0,67135000000.0,18160000000.0,1560000000.0,2305000000.0,18160000000.0,7.02,,,2731000000.0,42529000000.0,156000000.0,21000000.0,33585000000.0,14278000000.0,-609000000.0,,665000000,2731000000.0,,67135000000.0,-284000000.0,10000000.0,,6906000000.0,365000000.0,665000000,-3770000000.0,565000000.0,,,3021000000.0,565000000.0,665000000,-42000000.0,,,2999000000.0,-94000000.0,-176000000.0,565000000.0,7291000000.0,2456000000.0,,-696000000.0,4105000000.0,75000000.0,-10000000.0,,578000000.0,1129000000.0,42000000.0,-10235000000.0,,,6.91,0.0,52857000000.0,33585000000.0,,804000000.0,,716000000.0,565000000.0,3021000000.0,-3730000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,2.1,,306000000.0,,,11239000000.0,,,,565000000.0,16000000.0,,,29000000.0,,8003000000.0,,778000000.0,,-1583000000.0,329107981.0,,,,14959000000.0,,,,,,129000000.0,,,199000000.0,,,,,424000000.0,,876000000.0,375000000.0,2658000000.0,,,,,16000000.0,-37000000.0,,7504000000.0,,,265000000.0,830000000.0,,,,3549000000,1236000000.0,2061000000.0,,,,,,69774000000.0,,,,18063000000.0,,333809524.0,,,,,74000000.0,34519000000.0,,,,701000000,2731000000.0,2.13,,,,,,356000000.0,701000000,,,,,3297000000.0,639000000.0,701000000,-46000000.0,,,,-92000000.0,,639000000.0,,,,-1590000000.0,,,2000000.0,,581000000.0,,46000000.0,-11246000000.0,,,,0.0,54815000000.0,,,1236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,1.93,,177000000.0,,,12106000000.0,,,,639000000.0,16000000.0,,,39000000.0,,9203000000.0,,403000000.0,,-600000000.0,331122449.0,,,,15184000000.0,,,,,,165000000.0,,,64000000.0,,,,,-563000000.0,,856000000.0,396000000.0,2919000000.0,,,,,30000000.0,53000000.0,,8053000000.0,,,168000000.0,814000000.0,,,,3468000000,1158000000.0,2063000000.0,,,,,,71020000000.0,,,,18004000000.0,,336269430.0,,,,,-18000000.0,35608000000.0,,,,649000000,2731000000.0,1.96,,,,,,356000000.0,649000000,,,,,3540000000.0,621000000.0,649000000,-42000000.0,,,,-93000000.0,,621000000.0,,,,-612000000.0,,,4000000.0,,85000000.0,,42000000.0,-12118000000.0,,,,0.0,55836000000.0,,,1158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,1.95,,699000000.0,,,9856000000.0,,,,621000000.0,16000000.0,,,603000000.0,,8989000000.0,,656000000.0,,1939000000.0,331313131.0,,,,16035000000.0,,,0.0,,,140000000.0,,,-775000000.0,,,,,-84000000.0,,840000000.0,1635000000.0,2940000000.0,,,,,17000000.0,-33000000.0,,8609000000.0,,,174000000.0,796000000.0,,,,3642000000,1484000000.0,2068000000.0,,,,,,71954000000.0,,,,17542000000.0,,336410256.0,,,,,-115000000.0,38116000000.0,,,,656000000,2731000000.0,1.98,,,,,,358000000.0,656000000,,,,,3446000000.0,506000000.0,656000000,-44000000.0,,,,-101000000.0,,506000000.0,,,,-1530000000.0,,,-1000000.0,,87000000.0,,44000000.0,-13325000000.0,,,,0.0,55919000000.0,,,1484000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,533000000.0,175000000.0,,,,,565000000.0,-649000000.0,,1455000000.0,12075000000.0,,2578000000.0,25000000.0,506000000.0,16000000.0,,,662000000.0,336553525.0,8575000000.0,,769000000.0,-55000000.0,-175000000.0,,,,575000000.0,16677000000.0,,372000000.0,,14154000000.0,16000000.0,141000000.0,24000000.0,4701000000.0,-148000000.0,,,,,-30000000.0,,756000000.0,358000000.0,2631000000.0,330937099.0,2764000000.0,,2578000000.0,11000000.0,42000000.0,,9080000000.0,,,111000000.0,713000000.0,,,55413000000.0,3495000000,823000000.0,1811000000.0,,-386000000.0,,-49387000000.0,3153000000.0,72090000000.0,17902000000.0,1811000000.0,2578000000.0,17902000000.0,7.79,,,2731000000.0,45276000000.0,111000000.0,4000000.0,38530000000.0,16677000000.0,-660000000.0,,572000000,2731000000.0,,72090000000.0,-253000000.0,6000000.0,,9080000000.0,385000000.0,572000000,-4530000000.0,510000000.0,,,3141000000.0,510000000.0,572000000,-43000000.0,,,3328000000.0,-100000000.0,-175000000.0,510000000.0,8575000000.0,2631000000.0,,-798000000.0,4701000000.0,74000000.0,1000000.0,,372000000.0,1333000000.0,43000000.0,-12698000000.0,,,7.66,24000000.0,55413000000.0,38530000000.0,,823000000.0,,769000000.0,510000000.0,3141000000.0,-419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
