,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
891302400,,,,,,4177000000.0,,,,,0.0,,,,535000000.0,-356000000.0,774000000.0,,,,,,,,,4357000000.0,,,0.55,,-158000000.0,0.0,-153000000.0,,,,-85000000.0,660000000.0,,,,,,,,3000000.0,,,,,381000000.0,1853000000.0,163000000.0,,,,,,,3780000000.0,,2298000000.0,1913000000.0,4447000000.0,54000000.0,,279000000.0,,,,,,2000000.0,1941000000.0,205660377.0,,,,152000000.0,,-140000000.0,,,,,,,,,-1879000000.0,134000000.0,,,,,89000000.0,108000000.0,,109000000.0,,,,,,,0.53,,0.0,995000000.0,1006000000.0,,50000000.0,,,,,,,,,1281000000.0,,,,,,24000000.0,,,1699000000.0,109000000.0,907000000.0,,,,,,,,,,,,,,508000000.0,,,,,1805000000.0,,-51000000.0,198181818.0,127000000.0,,,,,,,0.0,272000000.0,,,272000000.0,,,110000000.0,84000000.0,,,,13000000.0,,4343000000.0,,109000000.0,,8123000000.0,0.0,,240000000.0,3766000000.0,,,,,,,,,,,,,
899164800,,,,,,3304000000.0,,,,,-38000000.0,,,,1797000000.0,-282000000.0,686000000.0,,,,,,,,,3469000000.0,,,-2.47,,158000000.0,0.0,110000000.0,,,,42000000.0,7000000.0,,,,,,,,41000000.0,,,,,472000000.0,2082000000.0,-455000000.0,,,,,,,4393000000.0,,1425000000.0,1902000000.0,3839000000.0,-35000000.0,,-465000000.0,,,,,,-131000000.0,1664000000.0,195141700.0,,,,-465000000.0,,42000000.0,,,,,,,,,-1879000000.0,-198000000.0,,,,,-98000000.0,-10000000.0,,-420000000.0,,,,,,,-2.47,,,1216000000.0,994000000.0,,,,,,,,,,,1657000000.0,,,,,,28000000.0,,,1358000000.0,-482000000.0,908000000.0,,,,,,,,,,,,,,472000000.0,,,,,1368000000.0,,-50000000.0,195141700.0,-8000000.0,,,,,,,0.0,164000000.0,,,164000000.0,,,-141000000.0,180000000.0,,,,18000000.0,,3060000000.0,,-482000000.0,,7453000000.0,-826000000.0,,267000000.0,3984000000.0,,,,,,,,,,,,,
907113600,,,-44000000.0,269000000.0,58000000.0,2956000000.0,,,,,34000000.0,1306000000.0,-980000000.0,-1421000000.0,1457000000.0,-103000000.0,733000000.0,,,4096000000.0,,2956000000.0,209000000.0,,,3245000000.0,-427000000.0,1094000000.0,,0.0,0.0,0.0,-168000000.0,,134000000.0,,54000000.0,1073000000.0,,-166000000.0,-566000000.0,,,,103000000.0,,4445000000.0,1457000000.0,6752000000.0,,212000000.0,1983000000.0,192000000.0,,,-15000000.0,156000000.0,,,4096000000.0,1313000000.0,1535000000.0,1942000000.0,3697000000.0,63000000.0,,758000000.0,3074000000.0,2307000000.0,,-163000000.0,,-170000000.0,1812000000.0,,,,-40000000.0,689000000.0,,-14000000.0,,-2.16,,3925000000.0,-427000000.0,,,,-1421000000.0,-188000000.0,-109000000.0,1715000000.0,,,-57000000.0,299000000.0,-465000000.0,129000000.0,908000000.0,-202000000.0,,25000000.0,,,,,,1094000000.0,1034000000.0,,,306000000.0,,,,,3245000000.0,,,739000000.0,,7170000000.0,-252000000.0,197900000.0,,-474000000.0,-2.16,,1313000000.0,-143000000.0,908000000.0,,3697000000.0,,,,,551000000.0,1942000000.0,733000000.0,,,,,384000000.0,592000000.0,75000000.0,,103000000.0,1330000000.0,0.0,-49000000.0,,69000000.0,,1330000000.0,,197900000.0,-509000000.0,1983000000.0,0.0,103000000.0,,898000000.0,103000000.0,1535000000.0,103000000.0,129000000.0,156000000.0,1034000000.0,0.0,,23000000.0,,3074000000.0,,-143000000.0,,7170000000.0,826000000.0,,209000000.0,3925000000.0,,,,,,,,,,,,,
915062400,,,,,,2939000000.0,,,,,-96000000.0,,,,547000000.0,-56000000.0,680000000.0,,,,,,,,,2368000000.0,,,0.6,,0.0,0.0,-9000000.0,,,,-36000000.0,541000000.0,,,,,,,,20000000.0,,,,,291000000.0,2028000000.0,209000000.0,,,,,,,3230000000.0,,1518000000.0,1922000000.0,2840000000.0,75000000.0,,250000000.0,,,,,,-101000000.0,1608000000.0,193220339.0,,,,182000000.0,,-65000000.0,,,,,,,,,-1421000000.0,94000000.0,,,,,92000000.0,7000000.0,,134000000.0,,,,,,,0.59,,,1017000000.0,1012000000.0,,18000000.0,,,,,,,,,1067000000.0,,,,,,46000000.0,,,1352000000.0,114000000.0,910000000.0,,,,,,,,,,,,,,359000000.0,,,,,1333000000.0,,-48000000.0,190000000.0,68000000.0,,,,,,,103000000.0,195000000.0,,,195000000.0,,,-94000000.0,331000000.0,,,,19000000.0,,3088000000.0,,114000000.0,,6318000000.0,0.0,,237000000.0,3950000000.0,,,,,,,,,,,,,
922838400,,,,,,2984000000.0,,,,,57000000.0,,,,525000000.0,-2000000.0,741000000.0,,,,,,,,,2413000000.0,,,0.75,,0.0,0.0,-193000000.0,,,,-50000000.0,601000000.0,,,,,,,,0.0,,,,,298000000.0,2032000000.0,221000000.0,,,,,,,3188000000.0,,1563000000.0,1932000000.0,2866000000.0,78000000.0,,303000000.0,,,,,,-199000000.0,1701000000.0,193243243.0,,,,220000000.0,,27000000.0,,,,,,,,,-1421000000.0,-178000000.0,,,,,-91000000.0,280000000.0,,143000000.0,,,,,,,0.74,,,1099000000.0,1021000000.0,,18000000.0,,,,,,,,,1100000000.0,,,,,,25000000.0,,,1406000000.0,143000000.0,911000000.0,,,,,,,,,,,,,,381000000.0,,,,,1418000000.0,,-49000000.0,190666667.0,83000000.0,,,,,,,0.0,104000000.0,,,104000000.0,,,81000000.0,192000000.0,,,,24000000.0,,3189000000.0,,143000000.0,,6377000000.0,0.0,,208000000.0,3964000000.0,,,,,,,,,,,,,
930700800,,,,,,3007000000.0,,,,,9000000.0,,,,529000000.0,-53000000.0,693000000.0,,,,,,,,,2538000000.0,,,0.79,,0.0,0.0,-149000000.0,,,,11000000.0,648000000.0,,,,,,,,-27000000.0,,,,,330000000.0,1920000000.0,233000000.0,,,,,,,3129000000.0,,1586000000.0,1906000000.0,2893000000.0,83000000.0,,318000000.0,,,,,,-158000000.0,1808000000.0,194805195.0,,,,233000000.0,,-60000000.0,,,,,,,,,-1421000000.0,-82000000.0,,,,,-42000000.0,189000000.0,,150000000.0,,,,,,,0.77,,,1099000000.0,995000000.0,,79000000.0,,,,,,,,,1160000000.0,,,,,,21000000.0,,,1390000000.0,150000000.0,911000000.0,,,,,,,,,,,,,,415000000.0,,,,,1462000000.0,,-49000000.0,189873418.0,85000000.0,,,,,,,0.0,62000000.0,,,62000000.0,,,31000000.0,128000000.0,,,,21000000.0,,3235000000.0,,150000000.0,,6364000000.0,0.0,,187000000.0,3826000000.0,,,,,,,,,,,,,
938649600,,,12000000.0,123000000.0,84000000.0,3089000000.0,,,,,42000000.0,1270000000.0,-172000000.0,-1508000000.0,593000000.0,-61000000.0,843000000.0,-153000000.0,,3582000000.0,,3089000000.0,151000000.0,,,2637000000.0,562000000.0,1076000000.0,,0.0,0.0,356000000.0,-69000000.0,,308000000.0,,46000000.0,683000000.0,,233000000.0,-618000000.0,,,,,,4570000000.0,593000000.0,7043000000.0,216000000.0,351000000.0,2108000000.0,227000000.0,,,255000000.0,189000000.0,,,3582000000.0,1339000000.0,1581000000.0,1959000000.0,3034000000.0,72000000.0,,332000000.0,3122000000.0,2473000000.0,,37000000.0,,-160000000.0,1926000000.0,,,,-29000000.0,231000000.0,,135000000.0,,2.95,,4067000000.0,562000000.0,,,,-1508000000.0,-54000000.0,582000000.0,1607000000.0,,,274000000.0,397000000.0,-420000000.0,155000000.0,911000000.0,-194000000.0,,890000000.0,,,,,,1076000000.0,1048000000.0,,10000000.0,337000000.0,,,,,2637000000.0,,,1243000000.0,,6704000000.0,-220000000.0,193600000.0,,-92000000.0,2.9,,1339000000.0,155000000.0,911000000.0,,3034000000.0,,,,,873000000.0,1959000000.0,843000000.0,,,,,452000000.0,866000000.0,125000000.0,,356000000.0,1390000000.0,356000000.0,-48000000.0,,101000000.0,,1390000000.0,,190500000.0,-20000000.0,2108000000.0,0.0,356000000.0,216000000.0,1203000000.0,356000000.0,1581000000.0,356000000.0,237000000.0,189000000.0,1048000000.0,0.0,,20000000.0,,3122000000.0,,155000000.0,,6704000000.0,0.0,-153000000.0,151000000.0,4067000000.0,,,,,,,,,,,,,
946598400,,,,,,3120000000.0,,,,,-5000000.0,,,,612000000.0,-67000000.0,713000000.0,-159000000.0,,,,,,,,2680000000.0,,,0.83,,0.0,296000000.0,-53000000.0,,,,,622000000.0,,,,,,,,,,,,,297000000.0,1891000000.0,233000000.0,,,,,,,3426000000.0,,1562000000.0,1944000000.0,3138000000.0,76000000.0,,325000000.0,,,,,,-54000000.0,1660000000.0,192900000.0,,,,240000000.0,,-130000000.0,,,,,,,,,-1558000000.0,-114000000.0,,,,,-60000000.0,107000000.0,,157000000.0,,,,,,,0.81,,,992000000.0,1033000000.0,,5000000.0,,,,,,,,,1038000000.0,,,,,,13000000.0,,,1337000000.0,157000000.0,911000000.0,,,,,,,,,,,,,,382000000.0,,,,,1372000000.0,,-49000000.0,190000000.0,85000000.0,,,,,,,356000000.0,296000000.0,216000000.0,,296000000.0,,,53000000.0,186000000.0,,,,20000000.0,,3089000000.0,,157000000.0,,6515000000.0,0.0,,155000000.0,3835000000.0,,,,,,,,,,,,,
954460800,,,,,,3136000000.0,,,,,,,,,489000000.0,-44000000.0,724000000.0,-165000000.0,,,,,,,,2754000000.0,,,0.87,,-66000000.0,165000000.0,-90000000.0,,,,,649000000.0,,,,,,,,,,,,,324000000.0,1753000000.0,243000000.0,,,,,,,3255000000.0,,1558000000.0,1858000000.0,3244000000.0,79000000.0,,325000000.0,,,,,,-81000000.0,1784000000.0,192000000.0,,,,233000000.0,,-41000000.0,,,,,,,,,-1578000000.0,-243000000.0,,,,,-131000000.0,202000000.0,,164000000.0,,,,,,,0.85,,,1002000000.0,948000000.0,,9000000.0,,,,,,,,,1135000000.0,,,,,,27000000.0,,,1380000000.0,164000000.0,910000000.0,,,,,,,,,,,,,,416000000.0,,,,,1398000000.0,,-48000000.0,189500000.0,92000000.0,,,,,,,296000000.0,165000000.0,216000000.0,,165000000.0,,,121000000.0,27000000.0,,,,17000000.0,,3110000000.0,,164000000.0,,6365000000.0,0.0,,154000000.0,3611000000.0,,,,,,,,,,,,,
962323200,,,,,,3179000000.0,,,,,,,,,421000000.0,-107000000.0,729000000.0,-164000000.0,,,,,,,,2724000000.0,,,0.91,,0.0,224000000.0,-82000000.0,,,,-8000000.0,659000000.0,,,,,,,,,,,,,327000000.0,1741000000.0,252000000.0,,,,,,,3266000000.0,,1550000000.0,1897000000.0,3316000000.0,82000000.0,,332000000.0,,,,,,-72000000.0,1820000000.0,189000000.0,,,,238000000.0,,35000000.0,,,,,,,,,-1629000000.0,-158000000.0,,,,,59000000.0,299000000.0,,170000000.0,,,,,,,0.9,,,989000000.0,987000000.0,,1000000.0,,,,,,,,,1161000000.0,,,,,,32000000.0,,,1388000000.0,170000000.0,910000000.0,,,,,,,,,,,,,,421000000.0,,,,,1395000000.0,,-48000000.0,187200000.0,94000000.0,,,,,,,165000000.0,224000000.0,216000000.0,,224000000.0,,,227000000.0,23000000.0,,,,18000000.0,,3096000000.0,,170000000.0,,6362000000.0,0.0,,151000000.0,3638000000.0,,,,,,,,,,,,,
970272000,,,166000000.0,356000000.0,73000000.0,3306000000.0,,,,,,1288000000.0,-325000000.0,-1690000000.0,500000000.0,-107000000.0,806000000.0,-168000000.0,,3206000000.0,,3306000000.0,165000000.0,,,2669000000.0,636000000.0,998000000.0,,0.0,0.0,190000000.0,-224000000.0,,307000000.0,,-22000000.0,674000000.0,,-166000000.0,-315000000.0,,,,,,4547000000.0,500000000.0,7151000000.0,216000000.0,340000000.0,1820000000.0,215000000.0,,,611000000.0,16000000.0,,,3206000000.0,1266000000.0,1616000000.0,1901000000.0,3363000000.0,70000000.0,,334000000.0,3184000000.0,2604000000.0,,-208000000.0,,-108000000.0,1887000000.0,,,,-69000000.0,236000000.0,,-72000000.0,,3.38,,3721000000.0,636000000.0,,,,-1690000000.0,-155000000.0,636000000.0,1657000000.0,,1250000000.0,-34000000.0,318000000.0,-449000000.0,145000000.0,924000000.0,-192000000.0,,943000000.0,,,,,,998000000.0,977000000.0,,5000000.0,369000000.0,,1250000000.0,,,2669000000.0,,,1213000000.0,,6390000000.0,-670000000.0,189900000.0,,-3000000.0,3.35,,1266000000.0,145000000.0,924000000.0,,3363000000.0,,,,,926000000.0,1901000000.0,806000000.0,,,,,438000000.0,947000000.0,20000000.0,,190000000.0,1403000000.0,190000000.0,-47000000.0,,98000000.0,,1403000000.0,,187800000.0,69000000.0,1820000000.0,224000000.0,190000000.0,216000000.0,1316000000.0,190000000.0,1616000000.0,190000000.0,210000000.0,16000000.0,977000000.0,0.0,,18000000.0,,3184000000.0,,145000000.0,,6390000000.0,0.0,-168000000.0,165000000.0,3721000000.0,,,,,,,,,,,,,
978220800,,,,,,2273000000.0,,,,,,,,,1122000000.0,-63000000.0,472000000.0,-155000000.0,,,,,,,,2715000000.0,,,0.74,,0.0,158000000.0,-27000000.0,,,,-33000000.0,363000000.0,,,,,,,,,,,,,256000000.0,1508000000.0,102000000.0,,,,,,,2665000000.0,,1179000000.0,1705000000.0,3448000000.0,33000000.0,,174000000.0,,,,,,-29000000.0,1107000000.0,184700000.0,,,,107000000.0,,-105000000.0,,,,,,,,,-1094000000.0,325000000.0,,,,,-8000000.0,-302000000.0,,69000000.0,,,,,,,0.73,,,591000000.0,780000000.0,,5000000.0,,,740000000.0,,,,,,744000000.0,,,,,,13000000.0,,,645000000.0,134000000.0,925000000.0,,,,,,,,,,,,,,256000000.0,,,,,1251000000.0,,-47000000.0,182500000.0,67000000.0,,,,,,,166000000.0,158000000.0,216000000.0,,158000000.0,,,-331000000.0,445000000.0,,,,18000000.0,,3263000000.0,,134000000.0,,5928000000.0,0.0,,833000000.0,3213000000.0,,,,,,,,,,,,,
985996800,,,,,,2282000000.0,,,,,,,,,889000000.0,0.0,384000000.0,-179000000.0,,,,,,,,2794000000.0,,,0.68,,0.0,190000000.0,-34000000.0,,,,2000000.0,385000000.0,,,,,,,,,,,,,263000000.0,1318000000.0,102000000.0,,,,,,,2591000000.0,,1148000000.0,1503000000.0,3507000000.0,31000000.0,,192000000.0,,,,,,-39000000.0,1163000000.0,185300000.0,,,,122000000.0,,-15000000.0,,,,,,,,,-1134000000.0,-62000000.0,,,,,15000000.0,105000000.0,,71000000.0,,,,,,,0.67,,,522000000.0,579000000.0,,19000000.0,,,733000000.0,,,,,,778000000.0,,,,,,8000000.0,,,640000000.0,125000000.0,924000000.0,,,,,,,,,,,,,,263000000.0,,,,,1232000000.0,,-46000000.0,182400000.0,70000000.0,,,,,,,158000000.0,190000000.0,216000000.0,,190000000.0,,,66000000.0,412000000.0,,,,28000000.0,,3024000000.0,,125000000.0,,5615000000.0,0.0,,644000000.0,2821000000.0,,,,,,,,,,,,,
993859200,,,,,,2250000000.0,,,,,,,,,105000000.0,0.0,353000000.0,-155000000.0,,,,,,,,1606000000.0,,,0.18,,300000000.0,259000000.0,251000000.0,,,,16000000.0,236000000.0,,,,,,,,,,,,,272000000.0,969000000.0,-56000000.0,,,,,,,1759000000.0,,1088000000.0,1599000000.0,2247000000.0,-29000000.0,,34000000.0,,,,,,-50000000.0,1027000000.0,183100000.0,,,,-36000000.0,,82000000.0,,,,,,,,,-1162000000.0,-369000000.0,,,,,82000000.0,191000000.0,,-27000000.0,,,,,,,0.18,,,545000000.0,675000000.0,,18000000.0,,,656000000.0,,,,,,791000000.0,,,,,,6000000.0,,,609000000.0,34000000.0,924000000.0,,,,,,,,,,,,,,272000000.0,,,,,1210000000.0,,-47000000.0,183100000.0,70000000.0,,,,,,,190000000.0,259000000.0,216000000.0,,259000000.0,,,141000000.0,71000000.0,,,,20000000.0,,2415000000.0,,34000000.0,,4174000000.0,0.0,,117000000.0,2568000000.0,,,,,,,,,,,,,
1001808000,,,2000000.0,170000000.0,83000000.0,2168000000.0,,,,,,1041000000.0,-63000000.0,-1093000000.0,144000000.0,0.0,388000000.0,-163000000.0,,1697000000.0,,2168000000.0,110000000.0,,,1600000000.0,305000000.0,280000000.0,,0.0,-3000000.0,121000000.0,-37000000.0,,43000000.0,,12000000.0,287000000.0,189000000.0,-49000000.0,-157000000.0,,,,,,3031000000.0,144000000.0,4323000000.0,216000000.0,250000000.0,867000000.0,20000000.0,,,178000000.0,10000000.0,,,1697000000.0,600000000.0,1075000000.0,1607000000.0,2242000000.0,8000000.0,,102000000.0,2377000000.0,1292000000.0,,-163000000.0,,-39000000.0,1005000000.0,,,,-3000000.0,37000000.0,,-125000000.0,,1.67,171000000.0,2474000000.0,305000000.0,,,,-1093000000.0,-91000000.0,125000000.0,1041000000.0,,680000000.0,-138000000.0,341000000.0,153000000.0,12000000.0,922000000.0,-170000000.0,,168000000.0,,,,,,280000000.0,514000000.0,,2000000.0,272000000.0,,680000000.0,,,1600000000.0,189000000.0,,718000000.0,,4074000000.0,-197000000.0,185300000.0,,17000000.0,1.65,,600000000.0,12000000.0,922000000.0,,2242000000.0,,171000000.0,,,335000000.0,1607000000.0,388000000.0,,,,,250000000.0,251000000.0,44000000.0,,121000000.0,1192000000.0,121000000.0,-30000000.0,,65000000.0,,1192000000.0,,182900000.0,44000000.0,867000000.0,259000000.0,121000000.0,216000000.0,523000000.0,121000000.0,1075000000.0,121000000.0,302000000.0,10000000.0,514000000.0,297000000.0,,17000000.0,,2377000000.0,,12000000.0,,4074000000.0,0.0,-163000000.0,110000000.0,2474000000.0,,,,,,,,,,,,,
1009756800,,,,,,2174000000.0,,,,,,,,,147000000.0,,331000000.0,-161000000.0,,,,,,,,1569000000.0,,,-0.03,,0.0,49000000.0,-19000000.0,,,,5000000.0,292000000.0,,,,,,,,,,,,,240000000.0,800000000.0,40000000.0,,,,,,,1671000000.0,,1042000000.0,1589000000.0,2188000000.0,11000000.0,,105000000.0,,,,,,-19000000.0,938000000.0,186600000.0,,,,52000000.0,,5000000.0,,,,,,,,,-1132000000.0,-25000000.0,,,,,49000000.0,87000000.0,,29000000.0,,,,,,,-0.03,,,308000000.0,517000000.0,,4000000.0,,,610000000.0,,,,150000000.0,,646000000.0,,,,,,4000000.0,,,592000000.0,-6000000.0,922000000.0,,,,150000000.0,,,,,,,,,,240000000.0,,,,,1134000000.0,,-30000000.0,183900000.0,53000000.0,,,,,,,0.0,170000000.0,216000000.0,,170000000.0,,,68000000.0,11000000.0,,,,16000000.0,,2287000000.0,,-6000000.0,,3958000000.0,0.0,,111000000.0,2389000000.0,,,,,,,,,,,,,
1017532800,,,,,,2180000000.0,,,,,,,,,140000000.0,,359000000.0,-172000000.0,,,,,,,,1532000000.0,,,0.33,,-55000000.0,187000000.0,-83000000.0,,,,4000000.0,306000000.0,,,,,,,,,,,,,235000000.0,883000000.0,54000000.0,,,,,,,1666000000.0,,1019000000.0,1496000000.0,2115000000.0,-4000000.0,,125000000.0,,,,,,-28000000.0,965000000.0,188900000.0,,,,71000000.0,,-50000000.0,,,,,,,,,-1161000000.0,69000000.0,,,,,17000000.0,26000000.0,,58000000.0,,,,,,,0.33,,,274000000.0,469000000.0,,11000000.0,,,599000000.0,766000000.0,,,149000000.0,,659000000.0,,,,,,7000000.0,,,587000000.0,61000000.0,909000000.0,,,,118000000.0,,,,,,,,,,235000000.0,,,,,349000000.0,,-31000000.0,184500000.0,54000000.0,,,,,,,49000000.0,187000000.0,216000000.0,,187000000.0,,,-2000000.0,101000000.0,,,,17000000.0,,2245000000.0,,61000000.0,,3911000000.0,0.0,,111000000.0,2379000000.0,,,,,,,,,,,,,
1025395200,,,,,,2186000000.0,,,,,,,,,159000000.0,,370000000.0,-166000000.0,,,,,,,,1580000000.0,,,0.48,,0.0,214000000.0,-37000000.0,,,,14000000.0,325000000.0,,,,,,,,,,,,,244000000.0,1083000000.0,75000000.0,,,,,,,1779000000.0,,1006000000.0,1350000000.0,2112000000.0,-15000000.0,,128000000.0,,,,,,-24000000.0,995000000.0,190400000.0,,,,81000000.0,,33000000.0,,,,,,,,,-1180000000.0,-67000000.0,,,,,27000000.0,146000000.0,,90000000.0,,,,,,,0.47,,,506000000.0,468000000.0,,9000000.0,,,657000000.0,766000000.0,,,,,670000000.0,,,,,,11000000.0,,,589000000.0,90000000.0,760000000.0,,,,122000000.0,,,,,,,,,,244000000.0,,,,,352000000.0,,-31000000.0,185500000.0,47000000.0,,,,,,,187000000.0,214000000.0,216000000.0,,214000000.0,,,122000000.0,207000000.0,,,,17000000.0,,2234000000.0,,90000000.0,,4013000000.0,0.0,,110000000.0,2433000000.0,,,,,,,,,,,,,
