date,annualOtherNonCashItems,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,annualChangeInInventory,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingChangeInWorkingCapital,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,trailingNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingResearchAndDevelopment,trailingCostOfRevenue,annualCurrentAssets,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,annualDilutedEPS,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualBasicAverageShares,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyNetOtherInvestingChanges,annualNetIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,annualTaxProvision,quarterlyBasicAverageShares,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,annualGoodwill,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingOtherNonCashItems,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,quarterlyGoodwill
1970-01-01 00:00:01.451520000,-140104000.0,,-187532000.0,,-590671000.0,2272760000.0,29240083000.0,-344055000.0,-119736000.0,,,182450000.0,620336000.0,16.5,81434000.0,25685943000.0,121601000.0,684467000.0,,-789514000.0,2164461000.0,-2536524000.0,817765000.0,2158680000.0,1110000000.0,3282897000.0,-1118415000.0,81434000.0,-24936130000.0,2614149000.0,,-198595000.0,0.0,2685000.0,3113893000.0,,,2330924000.0,190983000.0,2672450000.0,,,13403635000.0,11667423000.0,817765000.0,513770000.0,,586759000.0,,8076920000.0,7454573000.0,,2330924000.0,19606790000.0,132485400.0,2769838000.0,84974000.0,51.25,-672343000.0,190983000.0,25678277000.0,4050034000.0,6748506000.0,41157430000.0,0.0,-2069438000.0,,22802895000.0,1038369000.0,-5741616000.0,,25678277000.0,,,,3790117000.0,6071487000.0,-1632736000.0,,2164461000.0,8110308000.0,,54554000.0,-5849516000.0,700600000.0,,7272123000.0,1038369000.0,2330924000.0,2685000.0,241255000.0,,700600000.0,6270082000.0,,6071487000.0,,,2418017000.0,,819050000.0,-19724000.0,140671000.0,7902954000.0,-119721000.0,1110000000.0,6071487000.0,,2218330000.0,4219686000.0,,11833831000.0,,-1030659000.0,6071487000.0,4651750000.0,,132208520.0,6836900000.0,6131512000.0,,,34408924000.0,-1744059000.0,166408000.0,,620336000.0,,,11667423000.0,,2330924000.0,51.0,-2790179000.0,-470935000.0,34408924000.0,,19606790000.0,131375280.0,,-1118415000.0,26419698000.0,-147285000.0,6735108000.0,0.0,2472571000.0,-132192000.0,16.25,243140000.0,190483000.0,2158888000.0,-51160000.0,679149000.0,3282897000.0,29240083000.0,2218330000.0,166408000.0,11833831000.0,2614149000.0,3683268000.0,,26419698000.0,7046261000.0,-387416000.0,6735108000.0,1801669000.0,4651750000.0,,,,114198000.0,84974000.0,9399260000.0,-1467965000.0,2021453000.0,1214910000.0,,-2223623000.0,1273408000.0,131476680.0,2272760000.0,41157430000.0,3972624000.0,114198000.0,,6748506000.0,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,,,,-1019724000.0,2261420000.0,,-244114000.0,4000.0,,,,,18.75,,,27978000.0,,,,2460794000.0,,,2501642000.0,1410000000.0,3273674000.0,,81434000.0,,,,513046000.0,0.0,,3092758000.0,,,2432514000.0,,3032294000.0,,,,,,530652000.0,,623361000.0,,,,,,20435238000.0,132569720.0,2848644000.0,,,197291000.0,421552000.0,,,7143397000.0,43238463000.0,,,,,,,,27019771000.0,,,,5501063000.0,,,,2460794000.0,,,64148000.0,-6588705000.0,924746000.0,,,,,,,,,6071487000.0,,6584533000.0,,,2867685000.0,,348047000.0,-18062000.0,257966000.0,7915356000.0,,,6584533000.0,,,4586609000.0,,12090118000.0,,,,,,,,,,,,,,,,,,12002601000.0,,2432514000.0,,-1546104000.0,-552756000.0,36095066000.0,,,,,,,,,-466972000.0,2931833000.0,,18.5,,205614000.0,,-53437000.0,,,31023981000.0,2219895000.0,87517000.0,,2416859000.0,3328747000.0,,,,-214874000.0,,1718924000.0,4582657000.0,,,,,6083000.0,,,,1095563000.0,,-2272760000.0,,131605160.0,,,,13878984000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,-1349189000.0,2320920000.0,,-262150000.0,0.0,,,,,20.75,,,-118932000.0,,,,2720608000.0,,,2784174000.0,1620000000.0,4512768000.0,,42752000.0,,,,-1327373000.0,0.0,,3286814000.0,,,2656663000.0,,3046825000.0,,0.0,,,,262651000.0,,726253000.0,,,,,,22930839000.0,131958840.0,3024664000.0,,,-76623000.0,595033000.0,,,8816060000.0,45765099000.0,,,,,,,,28187999000.0,,,,5329833000.0,,,,2720608000.0,,,76809000.0,-7886747000.0,725593000.0,,,,,,,,,6584533000.0,,5257160000.0,,,3047899000.0,,6584000.0,49846000.0,-184894000.0,8952823000.0,,,5257160000.0,,,5280350000.0,,12854283000.0,,,,,,,,,,,,,,,,,,12811331000.0,,2656663000.0,,-3317796000.0,-617059000.0,36949039000.0,,,,,,,,,-732130000.0,3124708000.0,,20.5,,233277000.0,,-70058000.0,,,32722886000.0,2772496000.0,42952000.0,,2491142000.0,3672473000.0,,,,-499635000.0,,2232451000.0,4934490000.0,,,,,200000.0,,,,1506198000.0,,-2261420000.0,,131115360.0,,,,14448972000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,,262000.0,3005010000.0,,-167964000.0,0.0,,,,,21.0,,,213873000.0,,,,2740018000.0,,,2795441000.0,1210000000.0,5798794000.0,,47287000.0,,,,-775357000.0,0.0,,3729948000.0,,,2754782000.0,,3222618000.0,,-363586000.0,,,,427177000.0,,820246000.0,,,,,,26378150000.0,132199800.0,3561984000.0,,,-181029000.0,591960000.0,,,9789632000.0,49655423000.0,,,,,,,,30859953000.0,,,,7623373000.0,,,,2740018000.0,,,89905000.0,-10555286000.0,762187000.0,,,,,,,,,5257160000.0,,4481803000.0,,,2846600000.0,,612619000.0,49766000.0,13156000.0,9211645000.0,,,4481803000.0,,,5333574000.0,,14408880000.0,,,,,,,,,,,,,,,,,,14361393000.0,,2754782000.0,,-4530695000.0,-683826000.0,39865791000.0,,,,,,,,,,2936505000.0,,20.75,,277265000.0,,-85413000.0,,,35003190000.0,2957789000.0,47487000.0,,2661949000.0,3878071000.0,,,,-1067784000.0,,2486974000.0,5526633000.0,,,,,200000.0,,,,1666728000.0,,-2320920000.0,,131101600.0,,,,15662874000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,-304605000.0,,-364486000.0,,118144000.0,3815691000.0,38191081000.0,-465799000.0,0.0,,,327515000.0,1491692000.0,28.0,33721000.0,26506337000.0,601609000.0,990131000.0,,-760365000.0,3683100000.0,-14001814000.0,1578130000.0,3711606000.0,550000000.0,4529775000.0,-1403262000.0,33721000.0,-36510762000.0,4251297000.0,,957696000.0,0.0,2676000.0,5378746000.0,,,3008397000.0,254067000.0,4593624000.0,,-900000.0,21663812000.0,19534998000.0,1578130000.0,882018000.0,,877119000.0,,15488266000.0,12956379000.0,,3008397000.0,30943214000.0,132411000.0,4912947000.0,200000.0,88.5,-1586524000.0,254067000.0,36382713000.0,-631988000.0,8112156000.0,58031860000.0,0.0,-2494940000.0,,38178844000.0,1221640000.0,-9860110000.0,,36382713000.0,,,,8052068000.0,5439499000.0,-2250507000.0,,3683100000.0,13895361000.0,,96653000.0,-11480024000.0,1396187000.0,,12628864000.0,1221640000.0,3008397000.0,2676000.0,724528000.0,,1396187000.0,4481803000.0,,5439499000.0,,,3866680000.0,,1673177000.0,-14874000.0,517861000.0,12099020000.0,4000.0,550000000.0,5439499000.0,,3219419000.0,6463279000.0,,19568919000.0,,-1140027000.0,5439499000.0,7531238000.0,,132284360.0,11792863000.0,9034948000.0,,,49919704000.0,-1646885000.0,33921000.0,,1491692000.0,,,19534998000.0,,3008397000.0,87.75,-4607219000.0,-692524000.0,49919704000.0,,30943214000.0,131269160.0,,-1403262000.0,35328812000.0,66676000.0,11604520000.0,0.0,3963333000.0,-1199102000.0,27.75,604089000.0,273975000.0,3046979000.0,-95697000.0,2640427000.0,4529775000.0,38191081000.0,3219419000.0,33921000.0,19568919000.0,4251297000.0,5635741000.0,,35328812000.0,14348239000.0,-712647000.0,11604520000.0,2596599000.0,7531238000.0,,,,87237000.0,200000.0,16515032000.0,-2546165000.0,6071487000.0,1719480000.0,,-3005010000.0,2102498000.0,131256440.0,3815691000.0,58031860000.0,5987969000.0,87237000.0,,8112156000.0,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,109563000.0,4483442000.0,,-325438000.0,500000000.0,,,,,29.75,,,32446000.0,,,,3922766000.0,,,4011180000.0,500000000.0,4264367000.0,,187191000.0,,,,-1480248000.0,0.0,,4031161000.0,,,3271816000.0,,4954212000.0,,0.0,,,,943032000.0,,924797000.0,,,,,,36183850000.0,132741880.0,3705723000.0,,,564743000.0,585815000.0,,,8669269000.0,62854594000.0,,,,,,,,40143101000.0,,,,6338500000.0,,,,3922766000.0,,,146144000.0,-11482505000.0,1579173000.0,,,,,,,,,5439499000.0,,3959251000.0,,,4771938000.0,,-265303000.0,-279046000.0,170289000.0,13640546000.0,,,3959251000.0,,,7483617000.0,,20875616000.0,,,,,,,,,,,,,,,,,,20186976000.0,,3271816000.0,,-5616986000.0,-917088000.0,54185325000.0,,,,,,,,,-163279000.0,4918082000.0,,29.5,,413420000.0,,-89505000.0,,,41619953000.0,3334432000.0,688640000.0,,3682936000.0,6156929000.0,,,,-148395000.0,,2711679000.0,6957434000.0,,,,,501249000.0,,,,1786882000.0,,-11447074000.0,,131524200.0,,,,25115808000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,-213373000.0,5377687000.0,,-433046000.0,311500000.0,,,,,22.5,,,130451000.0,,,,2972111000.0,,,2994434000.0,50000000.0,3333577000.0,,281181000.0,,,,-946751000.0,0.0,,2321367000.0,,,3564651000.0,,3697899000.0,,,,,,703465000.0,,1051477000.0,,,,,,38127979000.0,132616400.0,1888321000.0,,,266928000.0,582742000.0,,,7582572000.0,65202953000.0,,,,,,,,41140479000.0,,,,8762814000.0,,,,2972111000.0,,,170571000.0,-10343556000.0,1898547000.0,,,,,,,,,3959251000.0,,3012500000.0,,,3405370000.0,,-1479253000.0,105717000.0,334678000.0,13376048000.0,,,3012500000.0,,,6736890000.0,,20975071000.0,,,,,,,,,,,,,,,,,,20189449000.0,,3564651000.0,,-3031033000.0,-980513000.0,57620381000.0,,,,,,,,,-527821000.0,3575941000.0,,22.5,,500082000.0,,-105746000.0,,,43538025000.0,3688146000.0,785622000.0,,3403854000.0,6639158000.0,,,,-1019166000.0,,3331520000.0,6112963000.0,,,,,504241000.0,,,,2280043000.0,,-13450327000.0,,131798000.0,,,,25347548000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,-1152463000.0,5732593000.0,,-518847000.0,60000000.0,,,,,19.25,,,52731000.0,,,,2527449000.0,,,2541610000.0,50000000.0,3040685000.0,,109002000.0,,,,-436978000.0,0.0,,1655256000.0,,,3952930000.0,,2767104000.0,,-81293000.0,,,,225494000.0,,1152941000.0,,,,,,38104273000.0,132694920.0,1136409000.0,,,125160000.0,596458000.0,,,7672133000.0,66499523000.0,,,,,,,,40679795000.0,,,,13228189000.0,,,,2527449000.0,,,210791000.0,-13006503000.0,2068879000.0,,,,,,,,,3012500000.0,,2575522000.0,,,2549689000.0,,-1453173000.0,-180849000.0,191847000.0,12477789000.0,,,2575522000.0,,,5947575000.0,,20782778000.0,,,,,,,,,,,,,,,,,,20095868000.0,,3952930000.0,,-966535000.0,-735611000.0,58827390000.0,,,,,,,,,-933861000.0,2760480000.0,,19.0,,497460000.0,,-112996000.0,,,45015752000.0,3771389000.0,686910000.0,,3259524000.0,6530214000.0,,,,-588546000.0,,3397886000.0,6165997000.0,,,,,567266000.0,,,,2244945000.0,,-16133060000.0,,131766680.0,,,,30140825000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-389793000.0,,-235769000.0,,-46455000.0,6623502000.0,45732007000.0,-572115000.0,40000000.0,,,801804000.0,1410332000.0,9.75,213215000.0,38395559000.0,-25262000.0,2004263000.0,,-3896799000.0,1285613000.0,-13249291000.0,5474929000.0,1301913000.0,100000000.0,3797555000.0,-1775231000.0,213215000.0,-47370446000.0,3619725000.0,,188618000.0,0.0,2678000.0,3881454000.0,,,4362605000.0,820362000.0,1592285000.0,,-154476000.0,25912693000.0,23750114000.0,5474929000.0,290372000.0,,1242213000.0,,11889238000.0,12955615000.0,,4362605000.0,40346032000.0,132423440.0,3309339000.0,614696000.0,81.25,-391603000.0,820362000.0,43110172000.0,-2675359000.0,9083655000.0,71031415000.0,0.0,-2193614000.0,,54102019000.0,1242809000.0,-58228239000.0,,43110172000.0,,,,10066056000.0,2764140000.0,-1302728000.0,,1285613000.0,13011500000.0,,274298000.0,-12537882000.0,2442531000.0,,12153811000.0,1242809000.0,4362605000.0,2678000.0,190366000.0,,2442531000.0,2575522000.0,,2764140000.0,,,1426814000.0,,1694659000.0,-83865000.0,403973000.0,14607636000.0,911500000.0,100000000.0,2764140000.0,,4692310000.0,5744611000.0,,24596275000.0,,-1849446000.0,2764140000.0,6237969000.0,,132619120.0,10849137000.0,13758882000.0,,,61947760000.0,565228000.0,846161000.0,,1410332000.0,,,23750114000.0,,4362605000.0,80.75,-3634737000.0,-624395000.0,61947760000.0,,40346032000.0,131612480.0,,-1775231000.0,42733081000.0,-438043000.0,10707939000.0,-436630000.0,1701112000.0,-2061591000.0,9.75,1100787000.0,593301000.0,4371428000.0,-81546000.0,-1503070000.0,3797555000.0,45732007000.0,4692310000.0,846161000.0,24596275000.0,3619725000.0,8863025000.0,,42733081000.0,10039792000.0,-437507000.0,10707939000.0,4317797000.0,6237969000.0,,,,233365000.0,614696000.0,28189326000.0,-3257607000.0,5439499000.0,3075584000.0,,-17197778000.0,2162363000.0,131361120.0,6623502000.0,71031415000.0,9387454000.0,233365000.0,,9083655000.0,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,,-2779000.0,9516159000.0,,-1007725000.0,-455000000.0,,,,,5.75,,,-284907000.0,,,,751899000.0,,5121060000.0,804808000.0,150000000.0,4539250000.0,,277696000.0,,,,798117000.0,,,1904977000.0,,,4851700000.0,,1087495000.0,,,,,,282687000.0,,1458947000.0,,,,,,39610232000.0,132329600.0,897252000.0,,,-888205000.0,,,,10392534000.0,73775374000.0,,,,,,,,43337667000.0,,,,9055071000.0,,,,751899000.0,,,366436000.0,-9022946000.0,2365787000.0,,,,,,,,,8691246000.0,,3727435000.0,,,1206943000.0,,-253329000.0,26826000.0,-22254000.0,14172990000.0,,,9489363000.0,,,5953578000.0,,28710967000.0,,,,,,,,,,,,,,353869000.0,,,,27879095000.0,,4851700000.0,,-1068219000.0,-315511000.0,63382840000.0,,,,,,,,,-2328028000.0,1573379000.0,,5.75,,585655000.0,,-47931000.0,,,44488422000.0,4890544000.0,831872000.0,,4446185000.0,8219412000.0,,,,-95594000.0,,4746635000.0,7091444000.0,,,,,410323000.0,,,,3287688000.0,,-19870507000.0,,131277920.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,-291953000.0,12725741000.0,,-1665660000.0,433872000.0,,,,,16.25,,,208339000.0,,,,2106516000.0,,5676108000.0,2263050000.0,150000000.0,6626149000.0,,447148000.0,,,,-2126318000.0,,,1957927000.0,,,5460132000.0,,2683575000.0,,,,,,420525000.0,,1917426000.0,,,,,,41048622000.0,130573840.0,292267000.0,,,623889000.0,,,,13025816000.0,75400068000.0,,,,,,,,44127908000.0,,,,8203763000.0,,,,2106516000.0,,,470813000.0,-10231378000.0,2308212000.0,,,,,,,,,9489363000.0,,3079286000.0,,,2333591000.0,,-1466299000.0,231502000.0,-295359000.0,16283885000.0,,,7363045000.0,,,7245112000.0,,31170818000.0,,,,,,,,,,,,,,-555048000.0,,,,29620719000.0,,5460132000.0,,-3870175000.0,-191583000.0,62374252000.0,,,,,,,,,-3341505000.0,2804404000.0,,16.25,,618684000.0,,,,,43611502000.0,5018767000.0,1550099000.0,,3863986000.0,9038773000.0,,,,-178027000.0,,4911521000.0,6355372000.0,,,,,958965000.0,,,,2994095000.0,,-43987242000.0,,130017920.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,,-914176000.0,13645930000.0,,-3378233000.0,1139700000.0,,,,,12.5,,,244260000.0,,,,1596293000.0,,6291106000.0,1620861000.0,150000000.0,7066259000.0,,458347000.0,,,,2358462000.0,,,3617531000.0,,,8826384000.0,,2464656000.0,,,,,,843795000.0,,2260768000.0,,,,,,37658523000.0,129070520.0,239298000.0,,,-729660000.0,,,,17038235000.0,79988987000.0,,,,,,,,42436607000.0,,,,17084396000.0,,,,1596293000.0,,,570232000.0,-14031116000.0,2574525000.0,,,,,,,,,7363045000.0,,4778084000.0,,,2107278000.0,,1007412000.0,-194858000.0,420882000.0,16855303000.0,,,9721507000.0,,,7547348000.0,,35861741000.0,,,,,,,,,,,,,,-614998000.0,,,,33124259000.0,,8826384000.0,,-398900000.0,-533726000.0,62950752000.0,,,,,,,,,-1785572000.0,2677510000.0,,12.25,,663031000.0,,,,,43375843000.0,5024653000.0,2737482000.0,,4569249000.0,9307955000.0,,,,-75563000.0,,5440070000.0,7367655000.0,,,,,2111692000.0,,,,3179302000.0,,,,128437600.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,-463600000.0,,-3023491000.0,,2796327000.0,13658554000.0,45231636000.0,-834395000.0,3216112000.0,,,2083501000.0,1969396000.0,13.25,393681000.0,53026001000.0,295949000.0,2529650000.0,,457053000.0,1697699000.0,-13569515000.0,5017823000.0,1788698000.0,100000000.0,8206784000.0,-2652868000.0,393681000.0,-56148754000.0,4288500000.0,,485031000.0,,2620000.0,5935442000.0,,,8881129000.0,2464971000.0,2708372000.0,,-393801000.0,28403496000.0,35109010000.0,5017823000.0,919674000.0,,2155409000.0,,13415877000.0,9976440000.0,,8881129000.0,44575062000.0,128828960.0,5101047000.0,5385736000.0,47.5,283044000.0,2464971000.0,49964260000.0,1515292000.0,18252208000.0,86967928000.0,,-543949000.0,,67156453000.0,1231628000.0,-18761000.0,,49964260000.0,,,,18682771000.0,10206538000.0,1587419000.0,,1697699000.0,8944098000.0,,676020000.0,-25493004000.0,2384818000.0,,7892939000.0,1231628000.0,8881129000.0,2620000.0,463641000.0,,2384818000.0,9721507000.0,,5389198000.0,,,2245127000.0,,3189194000.0,-133369000.0,-188464000.0,19844275000.0,4334684000.0,100000000.0,10206538000.0,,5848463000.0,7657458000.0,,40942083000.0,,-6886013000.0,5389198000.0,7953255000.0,,130187560.0,6477417000.0,20510557000.0,,,68715720000.0,-710932000.0,5833073000.0,1273230000.0,1969396000.0,,,35109010000.0,,8881129000.0,47.25,-8232221000.0,-399374000.0,68715720000.0,,44575062000.0,129412960.0,,-2652868000.0,43997388000.0,-69899000.0,6152407000.0,-61574000.0,2921147000.0,-7516679000.0,13.25,-85195000.0,662280000.0,7792550000.0,,2476978000.0,8206784000.0,45231636000.0,5848463000.0,5833073000.0,40942083000.0,4288500000.0,12186817000.0,,43997388000.0,6529864000.0,-194765000.0,6152407000.0,5412331000.0,7953255000.0,,,,306631000.0,5385736000.0,38752957000.0,-1440194000.0,8691246000.0,3256922000.0,,0.0,2466681000.0,127971080.0,13658554000.0,86967928000.0,12718007000.0,306631000.0,,18252208000.0,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,,,,411135000.0,14134554000.0,,-1274208000.0,68611000.0,,,,,18.5,,,149305000.0,,,,2382118000.0,,4277632000.0,2463274000.0,50000000.0,9793274000.0,,600433000.0,,,,-961450000.0,,,3386574000.0,,,8981692000.0,,3732233000.0,,-392016000.0,,,,1268959000.0,,2166123000.0,,,,,,47671062000.0,129252840.0,2112366000.0,,,-773799000.0,,,,19792465000.0,91439321000.0,,,,,,,,51803120000.0,,,,18479463000.0,,,,2382118000.0,,,587342000.0,-21526795000.0,2949296000.0,,,,,,,,,10206538000.0,,4132058000.0,,,3409328000.0,,-480278000.0,303547000.0,560129000.0,18356157000.0,,,9245088000.0,,,8090963000.0,,42859060000.0,,,,,,,,,,,,,,740191000.0,,,,36229397000.0,,8981692000.0,,-4741265000.0,-413589000.0,71646856000.0,,,,,,,,,0.0,3996670000.0,,18.5,,635198000.0,,,,,47768218000.0,5149503000.0,6629663000.0,,5070886000.0,10265194000.0,,,,-31529000.0,,4681635000.0,8349947000.0,,,,,5526052000.0,,,,2515512000.0,,0.0,,128247760.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,,-1232805000.0,13553805000.0,,-595572000.0,215913000.0,,,,,23.75,,,129519000.0,,,,3071367000.0,,3966704000.0,3117868000.0,50000000.0,9866660000.0,,911522000.0,,,,-101317000.0,,,4465764000.0,,,9028089000.0,,3803046000.0,,-227229000.0,,,,685178000.0,,2062245000.0,10645000.0,,,,,50719264000.0,129896320.0,3870192000.0,,,,,,,19756878000.0,92800303000.0,,,,,,,,55551584000.0,,,,21390443000.0,,,,3071367000.0,,,642417000.0,-23886669000.0,2609491000.0,,,,,,,,,9245088000.0,,4832320000.0,,,3486216000.0,,-254381000.0,466459000.0,-339356000.0,18768999000.0,,,9143771000.0,,,8125769000.0,,41132971000.0,,,,,,,,,,,,,,310928000.0,,,,33932654000.0,,9028089000.0,,-3369900000.0,-613117000.0,73043425000.0,,,,,,,,,,4128633000.0,,23.75,,574808000.0,,,,,50951338000.0,5335315000.0,7200317000.0,,4494715000.0,10643230000.0,,,,-52790000.0,,4639553000.0,7562922000.0,,,,,5823281000.0,,,,2577308000.0,,-1144121000.0,,128852240.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,,,,732612000.0,15494839000.0,,-538470000.0,128192000.0,,,,,98.75,,,10510177000.0,,,,12730299000.0,,686749000.0,12913090000.0,50000000.0,14418332000.0,,779827000.0,,,,-2455151000.0,,,3853423000.0,,,8012078000.0,,14029743000.0,,-711229000.0,,,,1116653000.0,,2162254000.0,,,,,,58640272000.0,130170760.0,3314953000.0,,,,,,,23277797000.0,105823818000.0,,,,,,,,61381691000.0,,,,17898417000.0,,,,12730299000.0,,,703387000.0,-25019938000.0,1219413000.0,,,,,,,,,9143771000.0,,2741419000.0,,,3334771000.0,,63191000.0,-114434000.0,-105131000.0,14635690000.0,,,6688620000.0,,,7870350000.0,,41771698000.0,,,,,,,,,,,,,,83150000.0,,,,34610569000.0,,8012078000.0,,-7079382000.0,-923444000.0,82546021000.0,,,,,,,,,-7000.0,4038158000.0,,97.75,,593259000.0,,,,,63381110000.0,4797203000.0,7161129000.0,,4706696000.0,6765340000.0,,,,63196000.0,,4535579000.0,8196067000.0,,,,,5953894000.0,,,,2373325000.0,,0.0,,129028160.0,,,,,,,,,,,,,,,,,
