,quarterlyInventory,annualChangeInInventory,annualDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,trailingInterestExpense,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyTotalRevenue,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualTotalRevenue,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentAssets,annualOperatingExpense,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualStockholdersEquity,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1041292800,2760000.0,,30370000.0,,1980000.0,,54350000.0,-304322000.0,-29446000.0,37379000.0,91541000.0,,,2760000.0,4329000.0,34145000.0,26338000.0,,,31149000.0,3627000.0,,,3808000.0,,4522000.0,240254000.0,,696988000.0,34145000.0,1063000.0,,,305000.0,33415000.0,14518000.0,64103000.0,-1919000.0,37379000.0,,,0.625,1670000.0,696988000.0,110000.0,757595000.0,,,,30364000.0,,,1001310000.0,37379000.0,0.0,,16841000.0,31641000.0,-29141000.0,,,800582000.0,474771000.0,,-134000.0,,5617000.0,,,,,23706000.0,-88361000.0,-87655000.0,1063000.0,,2982000.0,1063000.0,,3627000.0,23706000.0,,1063000.0,42865000.0,,,1063000.0,,-28562000.0,15688000.0,60917000.0,12568000.0,1063000.0,30456000.0,12064000.0,,,,263151000.0,,19073000.0,597890000.0,,37379000.0,,2852000.0,22897000.0,,,38020000.0,42987000.0,197389000.0,14518000.0,,1001310000.0,,,91541000.0,-134000.0,-4289000.0,,597890000.0,786000.0,,,-304322000.0,,42987000.0,-4702000.0,6871000.0,,,,-737000.0,,-5984000.0,,149215000.0,,,-2122000.0,149215000.0,,800582000.0,23961000.0,30456000.0,,,,19073000.0,202692000.0,953000.0,23961000.0,250365000.0,19073000.0,-17157000.0,,37646000.0,-54946000.0,,757595000.0,2852000.0,2852000.0,,250365000.0,474771000.0,,202692000.0,7234000.0,,,,7234000.0,0.625,,,,,,,,,,,,,,,,,,,,,,,
1049068800,2626000.0,,,,1258000.0,,,-310257000.0,-24070000.0,32577000.0,,,,,4556000.0,34026000.0,14242000.0,,,49333000.0,,,,3642000.0,,-1321000.0,,,,,,,-0.025,9895000.0,,16009000.0,,655000.0,32577000.0,,,,-553000.0,714657000.0,,776980000.0,,,,,,,,,,,,,-14175000.0,,,815324000.0,,30364000.0,-134000.0,,,,,,,,,,1718000.0,,1063000.0,1718000.0,,3626000.0,23026000.0,,,,,,1718000.0,,-23482000.0,,51310000.0,,,,7737000.0,,,,,,,617709000.0,,,-0.025,-806000.0,,,,51310000.0,38344000.0,,,,1024914000.0,,,88791000.0,,-4308000.0,,,,,,,,,,1977000.0,,-1527000.0,,-342000.0,,7324000.0,,144139000.0,,,0.0,,,,20648000.0,33188000.0,,,,,197615000.0,,,270075000.0,,,,,,,,-768000.0,-768000.0,,,497339000.0,30364000.0,,,,,,6406000.0,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,2800000.0,,,,1517000.0,,,-316121000.0,-18213000.0,51058000.0,,,,,4480000.0,36674000.0,18752000.0,,,57132000.0,,,,4649000.0,,7899000.0,,,,,,,0.15,5243000.0,,16825000.0,,-726000.0,51058000.0,,,,3314000.0,738273000.0,,807801000.0,,,,,,,,,,,,,-12970000.0,,,855264000.0,,30364000.0,-134000.0,,,,,,,,,,992000.0,,1718000.0,992000.0,,3627000.0,28550000.0,,,,,,992000.0,,-24721000.0,,67994000.0,,,,16700000.0,,,,,,,657371000.0,,,0.15,4547000.0,,,,67994000.0,47463000.0,,,,1054394000.0,,,111298000.0,,-4308000.0,,,,,,,,,,10862000.0,,14000.0,,-168000.0,,-4067000.0,,144416000.0,,,-7529000.0,,,,28061000.0,31690000.0,,,,,197893000.0,,,270918000.0,,,,,,,,4585000.0,4585000.0,,,509239000.0,30396000.0,,,,,,5571000.0,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,2934000.0,,,,647000.0,,,-320594000.0,-11089000.0,3379000.0,,,,,4579000.0,41289000.0,-5576000.0,,,70091000.0,,,,2613000.0,,14174000.0,,,,,,,0.265,26600000.0,,16907000.0,,11404000.0,3379000.0,,,,5587000.0,742729000.0,,812653000.0,,,,,,,,,,,,,15511000.0,,,875191000.0,,32418000.0,-134000.0,,,,,,,,,,12396000.0,,992000.0,12396000.0,,3644000.0,29020000.0,,,,,,12396000.0,,-9620000.0,,88197000.0,,,,23936000.0,,,,,,,629213000.0,,,0.265,8549000.0,,,,88197000.0,62538000.0,,,,1063323000.0,,,76469000.0,,-4308000.0,,,,,,,,,,18106000.0,,88000.0,,4410000.0,,7709000.0,,148695000.0,,,0.0,,,,26438000.0,44070000.0,,,,,245978000.0,,,270909000.0,,,,,,,,8587000.0,8587000.0,,,515746000.0,32444000.0,,,,,,8086000.0,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,2957000.0,,31786000.0,,3373000.0,,32906000.0,-319477000.0,-20881000.0,7358000.0,63564000.0,,,2957000.0,3901000.0,40930000.0,5488000.0,,,35614000.0,3644000.0,,,6817000.0,,11563000.0,255207000.0,,759498000.0,40930000.0,2856000.0,,,2693000.0,44431000.0,16708000.0,66388000.0,-9540000.0,7358000.0,-27000.0,,0.605,4550000.0,759498000.0,1793000.0,829532000.0,,,,31764000.0,,,1078975000.0,7358000.0,0.0,,17517000.0,32315000.0,-18188000.0,,,873035000.0,541871000.0,,-301000.0,,6700000.0,,,,,23776000.0,-74253000.0,-75544000.0,2856000.0,,12396000.0,2856000.0,,3644000.0,23776000.0,,2856000.0,43132000.0,,,2856000.0,,-17721000.0,17721000.0,69626000.0,12898000.0,2856000.0,32430000.0,17919000.0,,,,277128000.0,,19417000.0,625036000.0,,7358000.0,,6975000.0,21921000.0,,,47705000.0,43503000.0,212075000.0,16708000.0,43781000.0,1078975000.0,,,63564000.0,-301000.0,-4800000.0,,625036000.0,2834000.0,,,-319477000.0,,43503000.0,3527000.0,12091000.0,,,,-1066000.0,,-7439000.0,,150908000.0,,,0.0,150908000.0,,873035000.0,23559000.0,32430000.0,,,,19264000.0,247999000.0,1063000.0,23559000.0,272226000.0,19417000.0,-17724000.0,,40969000.0,-29822000.0,,829532000.0,7013000.0,7013000.0,,272226000.0,541871000.0,,247999000.0,5609000.0,,,,5609000.0,0.605,,,,,,,,,,,,,,,,,,,,,,,
1080691200,2875000.0,,,,551000.0,,,-326361000.0,-11612000.0,10704000.0,,,,,4496000.0,41086000.0,1298000.0,,,53891000.0,,,,2957000.0,,2404000.0,,,,,,,0.04,9538000.0,,18127000.0,,-770000.0,10704000.0,,,,958000.0,763533000.0,,835370000.0,,,,,,,,,,,,,-2074000.0,,,873902000.0,,33864000.0,-301000.0,,,,,,,,,,2086000.0,,2856000.0,2086000.0,,3644000.0,18264000.0,,,,,,2086000.0,,-11606000.0,,60240000.0,,,,12867000.0,,,,,,,629278000.0,,,0.04,1408000.0,,,,60240000.0,38532000.0,,,,1089894000.0,,,65574000.0,,-4822000.0,,,,,,,,,,6349000.0,,,,-175000.0,,1750000.0,,147533000.0,,,0.0,,,,19198000.0,36606000.0,,,,,244624000.0,,,272042000.0,,,,,,,,1446000.0,1446000.0,,,524891000.0,33906000.0,,,,,,6258000.0,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,3225000.0,,,,573000.0,,,-331150000.0,-18017000.0,846000.0,,,,,4602000.0,51069000.0,26372000.0,,,67918000.0,,,,4224000.0,,16898000.0,,,,,,,0.295,14568000.0,,18228000.0,,22023000.0,846000.0,,,,6844000.0,775384000.0,,848359000.0,,,,,,,,,,,,,-3449000.0,,,932438000.0,,33930000.0,-301000.0,,,,,,,,,,24109000.0,,2086000.0,24109000.0,,3658000.0,28624000.0,,,,,,24109000.0,,-18917000.0,,88845000.0,,,,27448000.0,,,,,,,645681000.0,,,0.295,10016000.0,,,,88845000.0,84079000.0,,,,1106534000.0,,,65876000.0,,-4822000.0,,,,,,,,,,20927000.0,,,,11100000.0,,-13107000.0,,152764000.0,,,-900000.0,,,,36704000.0,36406000.0,,,,,286757000.0,,,271968000.0,,,,,,,,10054000.0,10054000.0,,,538780000.0,33966000.0,,,,,,6934000.0,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,3276000.0,,,,656000.0,,,-337766000.0,-19447000.0,857000.0,,,,,4365000.0,53107000.0,-574000.0,,,75556000.0,,,,4699000.0,,17839000.0,,,,,,,0.295,27227000.0,,18571000.0,,7213000.0,857000.0,10000.0,,,7050000.0,787172000.0,,861141000.0,,,,,,,,,,,,,7780000.0,,,942934000.0,,36690000.0,-301000.0,,,,,,,,,,31322000.0,,24109000.0,31322000.0,,3658000.0,26779000.0,,,,,,31322000.0,,-19440000.0,,97104000.0,,,,28066000.0,,,,,,,650597000.0,,,0.295,10751000.0,,,,97104000.0,81793000.0,,,,1124938000.0,,,65009000.0,,-5221000.0,,,,,,,,,,21548000.0,,,,1228000.0,,8698000.0,,158333000.0,,,0.0,,,,28831000.0,37373000.0,,,,,292337000.0,,,271895000.0,,,,,,,,10789000.0,10789000.0,,,544696000.0,36720000.0,,,,,,5458000.0,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,3161000.0,,35348000.0,,603000.0,,30012000.0,-343769000.0,-19497000.0,1100000.0,57212000.0,,,3161000.0,4377000.0,57547000.0,2916000.0,,,37834000.0,3659000.0,,,4341000.0,,5969000.0,293766000.0,,800305000.0,57547000.0,18820000.0,,,4078000.0,55411000.0,18678000.0,84681000.0,-12502000.0,1100000.0,625000.0,,0.73,2232000.0,800305000.0,15964000.0,872460000.0,,,,35304000.0,,,1144074000.0,1100000.0,0.0,,17840000.0,43110000.0,-15419000.0,,,942853000.0,573029000.0,,-701000.0,,2383000.0,,,,,19745000.0,-68573000.0,-69459000.0,18820000.0,,31322000.0,18820000.0,,3659000.0,19745000.0,,18820000.0,58567000.0,,,18820000.0,,-19496000.0,16221000.0,69378000.0,17084000.0,18820000.0,36367000.0,16300000.0,,,,315567000.0,,26026000.0,651773000.0,,1100000.0,,3699000.0,21801000.0,,,47577000.0,70393000.0,235199000.0,18678000.0,37538000.0,1144074000.0,,,57212000.0,-701000.0,-5218000.0,,651773000.0,17637000.0,,,-343769000.0,,70393000.0,-14358000.0,9743000.0,,,,5484000.0,,-11699000.0,,156851000.0,,,0.0,156851000.0,,942853000.0,26312000.0,36367000.0,,,,25873000.0,291080000.0,2856000.0,26312000.0,274821000.0,26026000.0,-20083000.0,,47078000.0,-13162000.0,,872460000.0,3737000.0,3737000.0,,274821000.0,573029000.0,,291080000.0,12793000.0,,,,12793000.0,0.73,,,,,,,,,,,,,,,,,,,,,,,
1112227200,3396000.0,,,,636000.0,,,-350884000.0,-17283000.0,1100000.0,,,,,4421000.0,57276000.0,-1791000.0,,,35562000.0,,,,1129000.0,,1135000.0,,,,,,,0.015,28552000.0,,19575000.0,,9478000.0,1100000.0,147000.0,,,455000.0,809515000.0,,883415000.0,,,,,,,,,,,,,11269000.0,,,950390000.0,,36742000.0,-701000.0,,,,,,,,,,28298000.0,,18820000.0,28298000.0,,3659000.0,23134000.0,,,,,,28298000.0,,-17283000.0,,60303000.0,,,,11916000.0,,,,,,,663757000.0,,,0.015,642000.0,,,,40482000.0,66975000.0,,,,1160399000.0,,,66779000.0,,-5274000.0,,,,,,,,,,4920000.0,,,,-1061000.0,,21935000.0,,152257000.0,,,0.0,,,,17048000.0,42545000.0,19821000.0,,,,286633000.0,,,274414000.0,,,,,,,,680000.0,680000.0,,,558185000.0,36806000.0,,,,,,9842000.0,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,3834000.0,,,,766000.0,,,-358184000.0,-16752000.0,1144000.0,,,,,4428000.0,59431000.0,-2448000.0,,,65056000.0,,,,5499000.0,,12739000.0,,,,,,,0.205,10238000.0,,19646000.0,,-9055000.0,1144000.0,92000.0,,,5148000.0,819088000.0,,893908000.0,,,,,,,,,,,,,-6514000.0,,,959691000.0,,36746000.0,-701000.0,,,,,,,,,,19243000.0,,28298000.0,19243000.0,,3659000.0,30096000.0,,,,,,19243000.0,,-16845000.0,,81457000.0,,,,23407000.0,,,,,,,670649000.0,,,0.205,7553000.0,,,,81457000.0,65783000.0,,,,1177272000.0,,,69108000.0,,-5275000.0,,,,,,,,,,16401000.0,,,,1377000.0,,-5675000.0,,154574000.0,,,-155000.0,,,,23323000.0,37868000.0,,,,,289042000.0,,,274538000.0,,,,,,,,7591000.0,7591000.0,,,562650000.0,36814000.0,,,,,,5782000.0,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,4017000.0,,,,1447000.0,,,-366019000.0,-23251000.0,1144000.0,,,,,4435000.0,59462000.0,-432000.0,,,76057000.0,,,,4542000.0,,22083000.0,,,,,,,0.355,27862000.0,,20329000.0,,4548000.0,1144000.0,481000.0,,,8968000.0,833662000.0,,909440000.0,,,,,,,,,,,,,4611000.0,,,984817000.0,,36768000.0,-701000.0,,,,,,,,,,23791000.0,,19243000.0,23791000.0,,3659000.0,29541000.0,,,,,,23791000.0,,-22882000.0,,101128000.0,,,,32358000.0,,,,,,,687458000.0,,,0.355,13077000.0,,,,101128000.0,75377000.0,,,,1199681000.0,,,82125000.0,,-5278000.0,,,,,,,,,,25071000.0,,,,-112000.0,,8241000.0,,162410000.0,,,0.0,,,,26644000.0,51440000.0,,,,,297359000.0,,,274361000.0,,,,,,,,13115000.0,13115000.0,,,566284000.0,36844000.0,,,,,,6654000.0,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,4182000.0,,36804000.0,,2264000.0,,-2874000.0,-372359000.0,-37231000.0,1133000.0,76816000.0,,,4182000.0,4416000.0,66535000.0,1797000.0,,,43875000.0,3659000.0,,,7303000.0,,11272000.0,300187000.0,,848505000.0,66535000.0,9533000.0,,,19607000.0,86259000.0,23777000.0,88547000.0,-14258000.0,1133000.0,0.0,,0.735,5435000.0,848505000.0,-9287000.0,944721000.0,,,,36758000.0,,,1220864000.0,1133000.0,0.0,,17700000.0,47229000.0,-17624000.0,,,996945000.0,579862000.0,,-1202000.0,,5113000.0,,,,,36120000.0,-94517000.0,-92672000.0,9533000.0,,23791000.0,9533000.0,,3659000.0,36120000.0,,9533000.0,59816000.0,,,9533000.0,,-35662000.0,18473000.0,77840000.0,20006000.0,9533000.0,39563000.0,20866000.0,,,,320728000.0,,27223000.0,699529000.0,,1133000.0,,5799000.0,20541000.0,,,57299000.0,52224000.0,240371000.0,23777000.0,720000.0,1220864000.0,,,76816000.0,-1202000.0,-5279000.0,,699529000.0,3908000.0,,,-372359000.0,,52224000.0,28647000.0,13424000.0,,,,3704000.0,,4146000.0,,162968000.0,,,0.0,162968000.0,,996945000.0,20761000.0,39563000.0,,,,27070000.0,297416000.0,18820000.0,20761000.0,274142000.0,27223000.0,-21106000.0,,48655000.0,-8258000.0,,944721000.0,5837000.0,5837000.0,,274142000.0,579862000.0,,297416000.0,6303000.0,,,,6303000.0,0.735,,,,,,,,,,,,,,,,,,,,,,,
1143763200,4284000.0,,,,528000.0,,,-379890000.0,-21406000.0,8633000.0,,,,,4472000.0,66783000.0,7642000.0,,,38466000.0,,,,5539000.0,,1378000.0,,,,,,,0.02,9280000.0,,25069000.0,,-4472000.0,8633000.0,305000.0,,,546000.0,875330000.0,,958662000.0,,,,,,,,,,,,,-12126000.0,,,1002946000.0,,36806000.0,-1202000.0,,,,,,,,,,5061000.0,,9533000.0,5061000.0,,3659000.0,28889000.0,,,,,,5061000.0,,-21394000.0,,65216000.0,,,,13031000.0,,,,,,,709722000.0,,,0.02,832000.0,,,,43788000.0,44284000.0,,,,1255220000.0,,,82276000.0,,-5328000.0,,,,,,,,,,5322000.0,,,,265000.0,,499000.0,,158472000.0,,,0.0,,,,18495000.0,44754000.0,21428000.0,,,,293224000.0,,,273768000.0,,,,,,,,832000.0,832000.0,,,584501000.0,36854000.0,,,,,,6509000.0,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,4582000.0,,,,907000.0,,,-387503000.0,-33985000.0,27133000.0,,,,,4345000.0,67797000.0,22060000.0,,,62246000.0,,,,8873000.0,,9760000.0,,,,,,,0.155,8738000.0,,24780000.0,,-2859000.0,27133000.0,87000.0,,,4050000.0,901161000.0,,984253000.0,,,,,,,,,,,,,-25247000.0,,,1034980000.0,,36814000.0,-1202000.0,,,,,,,,,,2202000.0,,5061000.0,2202000.0,,3659000.0,34177000.0,,,,,,2202000.0,,-33657000.0,,81102000.0,,,,20838000.0,,,,,,,741289000.0,,,0.155,5710000.0,,,,75444000.0,50727000.0,,,,1288664000.0,,,104788000.0,,-5330000.0,,,,,,,,,,13198000.0,,,,1025000.0,,-5314000.0,,158851000.0,,,0.0,,,,24830000.0,43478000.0,5658000.0,,,,293691000.0,,,273698000.0,,,,,,,,5710000.0,5710000.0,,,593470000.0,36854000.0,,,,,,5093000.0,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,4436000.0,,,,307000.0,,,-396090000.0,-23607000.0,2883000.0,,,,,3906000.0,67615000.0,-3809000.0,,,73557000.0,,,,6218000.0,,21265000.0,,,,,,,0.34,30016000.0,,25239000.0,,2104000.0,2883000.0,73000.0,,,8646000.0,917881000.0,,1001509000.0,,,,,,,,,,,,,6409000.0,,,1059841000.0,,36814000.0,-1202000.0,,,,,,,,,,4306000.0,,2202000.0,4306000.0,,3659000.0,37104000.0,,,,,,4306000.0,,-24103000.0,,107755000.0,,,,32582000.0,,,,,,,758788000.0,,,0.34,12619000.0,,,,98421000.0,58332000.0,,,,1313971000.0,,,97228000.0,,-5331000.0,,,,,,,,,,24864000.0,,,,-170000.0,,9851000.0,,166140000.0,,,0.0,,,,30549000.0,57241000.0,9334000.0,,,,301053000.0,,,293465000.0,,,,,,,,12619000.0,12619000.0,,,618440000.0,36848000.0,,,,,,4346000.0,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,4515000.0,,37850000.0,,1086000.0,,104381000.0,-402940000.0,-35416000.0,1778000.0,70225000.0,,,4515000.0,4246000.0,72044000.0,78488000.0,,,-29863000.0,3682000.0,,,8141000.0,,9058000.0,218553000.0,,941475000.0,72044000.0,60312000.0,,,12933000.0,60967000.0,20135000.0,86255000.0,56006000.0,1778000.0,79080000.0,,0.67,2639000.0,941475000.0,50779000.0,1055395000.0,,,,37810000.0,,,1344415000.0,1778000.0,0.0,,16969000.0,40877000.0,-22483000.0,,,1165019000.0,690522000.0,,,,2243000.0,,,,,33130000.0,-114414000.0,-114570000.0,60312000.0,,4306000.0,60312000.0,,3682000.0,33130000.0,,60312000.0,55603000.0,,,60312000.0,,-35416000.0,28771000.0,80645000.0,15297000.0,60312000.0,35317000.0,19805000.0,,,,334717000.0,,25580000.0,783242000.0,,1778000.0,,6266000.0,116164000.0,,,-17645000.0,109624000.0,162950000.0,20135000.0,79545000.0,1344415000.0,,,70225000.0,,-5977000.0,,783242000.0,3218000.0,,,-402940000.0,,109624000.0,1200000.0,12218000.0,,,,2098000.0,,-3836000.0,,166582000.0,,,0.0,166582000.0,,1165019000.0,26226000.0,35317000.0,98290000.0,,,25427000.0,381777000.0,9533000.0,26226000.0,291814000.0,25580000.0,-21966000.0,,52793000.0,-53447000.0,,1055395000.0,6419000.0,6419000.0,,291814000.0,690522000.0,,381777000.0,7230000.0,665000.0,,,7230000.0,0.67,,,,,,,,,,,,,,,,,,,,,,,
1175299200,4469000.0,,,,1291000.0,,,-411724000.0,-22534000.0,1778000.0,,,,,4426000.0,72211000.0,-2865000.0,,,39971000.0,,,,3523000.0,,2650000.0,,,,,,,0.035,8204000.0,,21900000.0,,-17218000.0,1778000.0,76000.0,,,1069000.0,952040000.0,,1067784000.0,,,,,,,,,,,,,-14330000.0,,,1155952000.0,,41318000.0,,,,,,,,,,,43095000.0,,60313000.0,43095000.0,,3682000.0,32151000.0,,,,,,43095000.0,,-22557000.0,,71570000.0,,,,14186000.0,,,,,,,778547000.0,,,0.035,1581000.0,,,,45756000.0,88168000.0,,,,1363764000.0,,,62870000.0,,-6029000.0,,,,,,,,,,5785000.0,,,,214000.0,,-1992000.0,,162135000.0,,,0.0,,,,23050000.0,28941000.0,25814000.0,,,,377405000.0,,,291379000.0,,,,,,,,1581000.0,1581000.0,,,679591000.0,41362000.0,,,,,,7086000.0,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,4742000.0,,,,1374000.0,,,-420321000.0,-28737000.0,1778000.0,,,,,4476000.0,72013000.0,2460000.0,,,42330000.0,,,,8478000.0,,13079000.0,,,,,,,0.185,13032000.0,,22008000.0,,-13252000.0,1778000.0,92000.0,,,5352000.0,974562000.0,,1090431000.0,,,,,,,,,,,,,-15705000.0,,,1174484000.0,,41332000.0,,,,,,,,,,,29842000.0,,43095000.0,29842000.0,,3682000.0,37988000.0,,,,,,29842000.0,,-28744000.0,,95782000.0,,,,24898000.0,,,,,,,795291000.0,,,0.185,7727000.0,,,,58511000.0,84053000.0,,,,1394883000.0,,,72269000.0,,-6031000.0,,,,,,,,,,16181000.0,,,,-157000.0,,-3338000.0,,163830000.0,,,0.0,,,,29184000.0,32503000.0,37271000.0,,,,379193000.0,,,291299000.0,,,,,,,,7727000.0,7727000.0,,,686852000.0,41380000.0,,,,,,5587000.0,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,4789000.0,,,,1282000.0,,,-429319000.0,-28293000.0,1832000.0,,,,,4486000.0,72058000.0,-928000.0,,,42827000.0,,,,5197000.0,,22757000.0,,,,,,,0.335,25870000.0,,22377000.0,,-3351000.0,1832000.0,102000.0,,,8948000.0,991266000.0,,1107550000.0,,,,,,,,,,,,,-2423000.0,,,1195904000.0,,41334000.0,,,,,,,,,,,26491000.0,,29842000.0,26491000.0,,3682000.0,39086000.0,,,,,,26491000.0,,-28293000.0,,113851000.0,,,,34521000.0,,,,,,,808833000.0,,,0.335,13809000.0,,,,68788000.0,88354000.0,,,,1420585000.0,,,81665000.0,,-6032000.0,,,,,,,,,,25961000.0,,,,65000.0,,3436000.0,,171607000.0,,,0.0,,,,37063000.0,40747000.0,45063000.0,,,,387071000.0,,,291051000.0,,,,,,,,13809000.0,13809000.0,,,690903000.0,41382000.0,,,,,,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,
