,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualInvestingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualBasicEPS,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,annualCurrentLiabilities,annualRetainedEarnings,trailingStockBasedCompensation,annualInventory,quarterlyGoodwill,quarterlyBasicEPS,annualGoodwill,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualGrossProfit,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,annualBasicAverageShares,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingTaxProvision,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1419984000,,5205000000.0,-408000000.0,912000000.0,3382000000.0,2448000000.0,1491000000.0,,881000000.0,,,125387000000.0,,6099000000.0,4.21,,13799000000.0,70766000000.0,139000000.0,2470000000.0,2449000000.0,2537000000.0,,4682000000.0,2834000000.0,,839000000.0,4416000000.0,,8275000000.0,26973000000.0,69868000000.0,,6093000000.0,29311000000.0,0.62,29311000000.0,2517000000.0,,6099000000.0,744000000.0,,8275000000.0,13799000000.0,10152000000.0,602000000.0,,6093000000.0,1001000000.0,5419000000.0,142000000.0,,53634000000.0,27570000000.0,0.0,15983000000.0,69868000000.0,,13862000000.0,,13023000000.0,13897000000.0,23832000000.0,839000000.0,13862000000.0,1222000000.0,1001000000.0,4.13,-8147000000.0,13023000000.0,,17658000000.0,1940000000.0,9641000000.0,,11089000000.0,-58000000.0,31428000000.0,13023000000.0,6560000000.0,,188000000.0,,,,2076000000.0,54543000000.0,12272000000.0,136000000.0,125387000000.0,1491000000.0,23832000000.0,10152000000.0,87826000000.0,4370000000.0,0.0,912000000.0,,,2076000000.0,,-3404000000.0,136000000.0,-4299000000.0,14993000000.0,31428000000.0,1545000000.0,-15445000000.0,0.61,,2530000000.0,308000000.0,2957000000.0,5419000000.0,,,69868000000.0,,37561000000.0,-367000000.0,,-6915000000.0,,,0.0,2470000000.0,70766000000.0,2834000000.0,-140000000.0,6336000000.0,4166000000.0,10210000000.0,,2470000000.0,,704000000.0,2408000000.0,13023000000.0,-2599000000.0,-919000000.0,,8938000000.0,6587000000.0,26973000000.0,329000000.0,87826000000.0,213000000.0,9086000000.0,37561000000.0,3965000000.0,,36289000000.0,54543000000.0,1545000000.0,27570000000.0,,-350000000.0,2756000000.0,,865000000.0,15983000000.0,2530000000.0,69868000000.0,308000000.0,2426000000.0,13354000000.0,10727000000.0,-835000000.0,-506000000.0,-742000000.0,,2351000000.0,,10210000000.0,6560000000.0,-15445000000.0,10493000000.0,6687000000.0,25200000000.0,-6810000000.0,329000000.0,17345000000.0,-331000000.0,,,,,,,,,,,,,,
1427760000,,1704000000.0,,14604000000.0,-6550000000.0,2306000000.0,13005000000.0,,,,,,,,,,,,,225000000.0,2446000000.0,2067000000.0,,,,,890000000.0,3980000000.0,82000000.0,8794000000.0,,,,,31069000000.0,5.4,,,,,,,,14834000000.0,26473000000.0,15000000.0,,6271000000.0,,,,,,,-6643000000.0,,,,7363000000.0,,6473000000.0,,,,,1282000000.0,,,,,,,,13023000000.0,,,,,,10279000000.0,,179000000.0,,,,,58491000000.0,,0.0,134935000000.0,13005000000.0,36262000000.0,,109225000000.0,989000000.0,-192000000.0,,,,,,,,,,,,,5.32,,3065000000.0,372000000.0,-2229000000.0,5062000000.0,,,,,,,,,,,0.0,,76376000000.0,,,,4139000000.0,,,,,,2409000000.0,6473000000.0,,-6557000000.0,,8222000000.0,5437000000.0,29053000000.0,,,-252000000.0,,25710000000.0,3282000000.0,,,,,29438000000.0,,-16020000000.0,2678000000.0,,,15421000000.0,,,372000000.0,,12202000000.0,,-715000000.0,,-1755000000.0,,2785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,2910000000.0,,13891000000.0,-1255000000.0,1856000000.0,1836000000.0,,,,,,,,,,,,,222000000.0,2451000000.0,2206000000.0,,,,,657000000.0,4487000000.0,,8750000000.0,,,,,31334000000.0,0.76,,,,,,,,13301000000.0,27569000000.0,121000000.0,,6614000000.0,,,,,,,,,,,5875000000.0,,5218000000.0,,,,,1509000000.0,,,,,,,,6473000000.0,,,,,,9973000000.0,,164000000.0,,,,,56581000000.0,,0.0,135413000000.0,1836000000.0,35894000000.0,,110667000000.0,1868000000.0,152000000.0,,,,,,,,-624000000.0,,,,,0.75,,3222000000.0,300000000.0,-259000000.0,5126000000.0,,,,,,,,,,,-115000000.0,,78764000000.0,,,,3829000000.0,,,,,,2418000000.0,5218000000.0,,-1784000000.0,,8409000000.0,6128000000.0,29389000000.0,,,146000000.0,,24746000000.0,3617000000.0,,,,,27192000000.0,,-124000000.0,2156000000.0,,,15870000000.0,,,300000000.0,,12896000000.0,,-1042000000.0,,-2450000000.0,,2281000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,3126000000.0,,14572000000.0,110000000.0,1812000000.0,1888000000.0,,,,,,,,,,,,,14044000000.0,2438000000.0,2190000000.0,,,,,736000000.0,4388000000.0,,8495000000.0,,,,,31284000000.0,0.79,,,,,,,,13412000000.0,27072000000.0,120000000.0,,6562000000.0,,,,,,,,,,,6064000000.0,,5328000000.0,,,,,1355000000.0,,,,,,,,5218000000.0,,,,,,9289000000.0,,154000000.0,,,,,56142000000.0,,0.0,132927000000.0,1888000000.0,34730000000.0,,108882000000.0,2346000000.0,7000000.0,,,,,,,,-1875000000.0,,,,,0.77,,2924000000.0,357000000.0,186000000.0,4825000000.0,,,,,,,,,,,-36000000.0,,76712000000.0,,,,3678000000.0,,,,,,2405000000.0,5328000000.0,,-753000000.0,,8097000000.0,5863000000.0,28158000000.0,,,-283000000.0,,24045000000.0,3463000000.0,,,,,27984000000.0,,-228000000.0,2169000000.0,,,15796000000.0,,,357000000.0,,12485000000.0,,-780000000.0,,-2196000000.0,,2234000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,4157000000.0,-859000000.0,1383000000.0,-654000000.0,1054000000.0,1054000000.0,,-10784000000.0,,,131556000000.0,,6355000000.0,7.4,,16327000000.0,77046000000.0,593000000.0,30000000.0,2418000000.0,2472000000.0,,5471000000.0,1961000000.0,,773000000.0,4549000000.0,,8180000000.0,23708000000.0,76156000000.0,,6226000000.0,31174000000.0,0.44,31174000000.0,428000000.0,,6355000000.0,773000000.0,,8180000000.0,16327000000.0,17780000000.0,-382000000.0,,6226000000.0,991000000.0,5668000000.0,378000000.0,,50387000000.0,30726000000.0,0.0,15982000000.0,76156000000.0,,5447000000.0,,4674000000.0,11897000000.0,34217000000.0,773000000.0,5447000000.0,1325000000.0,991000000.0,7.29,-9176000000.0,4674000000.0,,14260000000.0,-126000000.0,5328000000.0,,8977000000.0,-81000000.0,31448000000.0,4674000000.0,5574000000.0,,158000000.0,,,,1717000000.0,54434000000.0,8134000000.0,156000000.0,131556000000.0,1054000000.0,34217000000.0,17780000000.0,108711000000.0,3189000000.0,29000000.0,1383000000.0,,,1717000000.0,,-3505000000.0,156000000.0,-3654000000.0,14247000000.0,31448000000.0,1106000000.0,-15466000000.0,0.44,,2992000000.0,77000000.0,3081000000.0,5668000000.0,,,76156000000.0,,22845000000.0,-513000000.0,,-6071000000.0,,,-187000000.0,2438000000.0,77046000000.0,1961000000.0,-4000000.0,-8349000000.0,2614000000.0,17783000000.0,,30000000.0,,655000000.0,2385000000.0,4674000000.0,-3086000000.0,-1690000000.0,,8255000000.0,6578000000.0,23708000000.0,385000000.0,108711000000.0,982000000.0,8935000000.0,22845000000.0,3885000000.0,,32983000000.0,54434000000.0,1106000000.0,30726000000.0,,-135000000.0,1131000000.0,,779000000.0,15982000000.0,2992000000.0,76156000000.0,77000000.0,2403000000.0,12804000000.0,7028000000.0,-968000000.0,-482000000.0,-2775000000.0,,1677000000.0,,17783000000.0,5574000000.0,-15466000000.0,8392000000.0,13023000000.0,24006000000.0,-6643000000.0,385000000.0,17404000000.0,-16507000000.0,,,,,,,,,,,,,,
1459382400,,1542000000.0,,16277000000.0,-217000000.0,2011000000.0,2011000000.0,,,,,,,,,,,,,11484000000.0,2398000000.0,2041000000.0,,,,,629000000.0,4212000000.0,,8464000000.0,,,,,31452000000.0,0.85,,,,,,,,16465000000.0,27351000000.0,127000000.0,,6630000000.0,,,,,,,-6475000000.0,,,,5086000000.0,,4457000000.0,,,,,1369000000.0,,,,,,,,4674000000.0,,,,,,11629000000.0,,185000000.0,,,,,60559000000.0,,0.0,132448000000.0,2011000000.0,34404000000.0,,109455000000.0,833000000.0,-29000000.0,,,,,,,,-184000000.0,,,,,0.84,,2813000000.0,341000000.0,-1632000000.0,4704000000.0,,,,,,,,,,,30000000.0,,71813000000.0,,,,3906000000.0,,,,,,2379000000.0,4457000000.0,,-772000000.0,,7598000000.0,5147000000.0,27817000000.0,,,-479000000.0,,22993000000.0,3305000000.0,,,,,32742000000.0,,-414000000.0,2352000000.0,,,16248000000.0,,,341000000.0,,11810000000.0,,-709000000.0,,-1027000000.0,,2451000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,3111000000.0,,16357000000.0,579000000.0,1806000000.0,1804000000.0,,,,,,,,,,,,,11259000000.0,2401000000.0,2190000000.0,,,,,704000000.0,4451000000.0,,8606000000.0,,,,,31331000000.0,0.76,,,,,,,,16276000000.0,26904000000.0,203000000.0,,6674000000.0,,,,,,,,,,,5740000000.0,,5036000000.0,,,,,1466000000.0,,,,,,,,4457000000.0,,,,,,10092000000.0,,180000000.0,,,,,58904000000.0,,0.0,131436000000.0,1804000000.0,33412000000.0,,107714000000.0,2436000000.0,34000000.0,,,,,,,,-96000000.0,,,,,0.75,,2702000000.0,307000000.0,251000000.0,4920000000.0,,,,,,,,,,,0.0,,72456000000.0,,,,3759000000.0,,,,,,2381000000.0,5036000000.0,,-844000000.0,,8228000000.0,6135000000.0,26271000000.0,,,-153000000.0,,23722000000.0,3649000000.0,,,,,32633000000.0,,-12000000.0,2113000000.0,,,16067000000.0,,,307000000.0,,12679000000.0,,-675000000.0,,-1642000000.0,,2093000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,3231000000.0,,16078000000.0,2138000000.0,1945000000.0,1940000000.0,,,,,,,,,,,,,11635000000.0,2401000000.0,2224000000.0,,,,,611000000.0,4368000000.0,,8547000000.0,,,,,31406000000.0,0.81,,,,,,,,18259000000.0,27723000000.0,217000000.0,,6773000000.0,,,,,,,,,,,7785000000.0,,7174000000.0,,,,,1508000000.0,,,,,,,,5036000000.0,,,,,,8307000000.0,,174000000.0,,,,,58941000000.0,,0.0,134007000000.0,1940000000.0,32796000000.0,,108124000000.0,2252000000.0,-14000000.0,,,,,,,,-410000000.0,,,,,0.81,,2778000000.0,329000000.0,239000000.0,4662000000.0,,,,,,,,,,,0.0,,74984000000.0,,,,3956000000.0,,,,,,2379000000.0,7174000000.0,,-752000000.0,,7973000000.0,5704000000.0,24604000000.0,,,-322000000.0,,25883000000.0,3400000000.0,,,,,34337000000.0,,-104000000.0,2274000000.0,,,16199000000.0,,,329000000.0,,12341000000.0,,-979000000.0,,-342000000.0,,2269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,3591000000.0,-777000000.0,1458000000.0,-167000000.0,936000000.0,957000000.0,,-3441000000.0,,,130124000000.0,,6657000000.0,2.82,,17897000000.0,74832000000.0,-537000000.0,116000000.0,2395000000.0,2584000000.0,,6043000000.0,3671000000.0,,770000000.0,4489000000.0,,8202000000.0,22209000000.0,73936000000.0,,6255000000.0,30980000000.0,0.4,30980000000.0,869000000.0,,6657000000.0,671000000.0,,8202000000.0,17897000000.0,16500000000.0,-314000000.0,,6255000000.0,972000000.0,4873000000.0,-587000000.0,,49436000000.0,33024000000.0,0.0,15641000000.0,73936000000.0,,7777000000.0,,7007000000.0,11475000000.0,31340000000.0,770000000.0,7777000000.0,1700000000.0,972000000.0,2.8,-5314000000.0,7007000000.0,,14567000000.0,233000000.0,7174000000.0,,8268000000.0,-149000000.0,31296000000.0,7007000000.0,5789000000.0,,168000000.0,,,,1603000000.0,55233000000.0,7817000000.0,200000000.0,130124000000.0,957000000.0,31340000000.0,16500000000.0,105193000000.0,3075000000.0,10000000.0,1458000000.0,,,1603000000.0,,-2879000000.0,200000000.0,-419000000.0,14192000000.0,31296000000.0,1119000000.0,-15655000000.0,0.4,,2697000000.0,142000000.0,2021000000.0,4873000000.0,,,73936000000.0,,24931000000.0,-229000000.0,,-1109000000.0,,,0.0,2400000000.0,74832000000.0,3671000000.0,1000000.0,2333000000.0,2946000000.0,6712000000.0,,116000000.0,,707000000.0,2375000000.0,7007000000.0,-1696000000.0,-1073000000.0,,8117000000.0,6662000000.0,22209000000.0,287000000.0,105193000000.0,417000000.0,9039000000.0,24931000000.0,3838000000.0,,31916000000.0,55233000000.0,1119000000.0,33024000000.0,,-235000000.0,1078000000.0,,879000000.0,15641000000.0,2697000000.0,81148000000.0,142000000.0,2378000000.0,12606000000.0,6698000000.0,-516000000.0,-235000000.0,-2303000000.0,,1455000000.0,,6712000000.0,5789000000.0,-15655000000.0,8596000000.0,4674000000.0,23648000000.0,-6475000000.0,287000000.0,17520000000.0,-765000000.0,,,,,,,,,,,,,,
1490918400,,2045000000.0,,15077000000.0,565000000.0,1665000000.0,1666000000.0,,,,,,,,,,,,,13440000000.0,2389000000.0,2169000000.0,,,,,665000000.0,4105000000.0,,8234000000.0,,,,,31197000000.0,0.7,,,,,,,,22933000000.0,27722000000.0,215000000.0,,6583000000.0,,,,,,,-6495000000.0,,,,8237000000.0,,7572000000.0,,,,,1776000000.0,,,,,,,,7007000000.0,,,,,,8324000000.0,,180000000.0,,,,,64340000000.0,,0.0,131986000000.0,1666000000.0,31529000000.0,,106220000000.0,1312000000.0,-69000000.0,,,,,,,,-1058000000.0,,,,,0.7,,2712000000.0,282000000.0,-1261000000.0,4566000000.0,,,,,,,,,,,0.0,,67586000000.0,,,,3903000000.0,,,,,,2372000000.0,7572000000.0,,-1101000000.0,,7680000000.0,5758000000.0,26330000000.0,,,-53000000.0,,25766000000.0,3472000000.0,,,,,38010000000.0,,-659000000.0,1947000000.0,,,15772000000.0,,,282000000.0,,11785000000.0,,-733000000.0,,-388000000.0,,1922000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,3582000000.0,,14626000000.0,284000000.0,1979000000.0,1980000000.0,,,,,,,,,,,,,13893000000.0,2373000000.0,2062000000.0,,,,,581000000.0,4258000000.0,,8380000000.0,,,,,31606000000.0,0.84,,,,,,,,22999000000.0,27926000000.0,215000000.0,,6901000000.0,,,,,,,,,,,8437000000.0,,7856000000.0,,,,,1354000000.0,,,,,,,,7572000000.0,,,,,,7562000000.0,,192000000.0,,,,,63771000000.0,,0.0,133749000000.0,1980000000.0,31473000000.0,,107211000000.0,2988000000.0,82000000.0,,,,,,,,-1875000000.0,,,,,0.83,,2820000000.0,336000000.0,324000000.0,4691000000.0,,,,,,,,,,,0.0,,69919000000.0,,,,3861000000.0,,,,,,2354000000.0,7856000000.0,,-337000000.0,,8236000000.0,5956000000.0,26146000000.0,,,-33000000.0,,26538000000.0,3806000000.0,,,,,37625000000.0,,,2315000000.0,,,16206000000.0,,,336000000.0,,12494000000.0,,-594000000.0,,-3012000000.0,,2280000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,3586000000.0,,14060000000.0,954000000.0,2083000000.0,2081000000.0,,,,,,,,,,,,,13697000000.0,2359000000.0,2239000000.0,,,,,611000000.0,4323000000.0,,8482000000.0,,,,,31715000000.0,0.89,,,,,,,,23163000000.0,28692000000.0,262000000.0,,6954000000.0,,,,,,,,,,,9421000000.0,,8810000000.0,,,,,1478000000.0,,,,,,,,7856000000.0,,,,,,6997000000.0,,197000000.0,,-141000000.0,,,62602000000.0,,0.0,134972000000.0,2081000000.0,30836000000.0,,107506000000.0,2917000000.0,37000000.0,,,,,,,,-1398000000.0,,,,,0.88,,2609000000.0,353000000.0,381000000.0,4685000000.0,,,,,,,,,,,-123000000.0,,72311000000.0,,,,4111000000.0,,,,,,2335000000.0,8810000000.0,,-685000000.0,,8369000000.0,6012000000.0,25379000000.0,,,71000000.0,,27466000000.0,3678000000.0,,,,,37223000000.0,,-105000000.0,2436000000.0,,,16263000000.0,,,353000000.0,,12692000000.0,,-669000000.0,,-1937000000.0,,2357000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,3408000000.0,-1048000000.0,1386000000.0,50000000.0,1976000000.0,1976000000.0,,-3119000000.0,,,133079000000.0,,5168000000.0,3.28,,23224000000.0,74168000000.0,-411000000.0,107000000.0,2348000000.0,2502000000.0,,6076000000.0,4195000000.0,,625000000.0,4489000000.0,,8600000000.0,23403000000.0,,,6867000000.0,31750000000.0,0.85,31750000000.0,879000000.0,,5168000000.0,683000000.0,,8600000000.0,23224000000.0,17613000000.0,370000000.0,,6867000000.0,969000000.0,5169000000.0,58000000.0,,50135000000.0,35449000000.0,0.0,16464000000.0,73299000000.0,,9485000000.0,,8860000000.0,12621000000.0,29997000000.0,625000000.0,9485000000.0,1468000000.0,969000000.0,3.25,-7733000000.0,8860000000.0,,15852000000.0,1062000000.0,8810000000.0,,8629000000.0,-41000000.0,34010000000.0,8860000000.0,5201000000.0,,208000000.0,,-705000000.0,,1723000000.0,58852000000.0,8999000000.0,201000000.0,133079000000.0,1976000000.0,29997000000.0,17613000000.0,104871000000.0,2438000000.0,-40000000.0,1386000000.0,,,1723000000.0,,-2746000000.0,201000000.0,-1159000000.0,14997000000.0,34010000000.0,1296000000.0,-17546000000.0,0.84,874000000.0,3256000000.0,325000000.0,960000000.0,5169000000.0,,,73299000000.0,,28208000000.0,-204000000.0,,-5490000000.0,,,302000000.0,2371000000.0,74168000000.0,4195000000.0,10000000.0,1853000000.0,3977000000.0,7703000000.0,,107000000.0,,777000000.0,2322000000.0,8860000000.0,-188000000.0,-996000000.0,,8675000000.0,6605000000.0,23403000000.0,305000000.0,104871000000.0,-396000000.0,8972000000.0,28208000000.0,4041000000.0,,32960000000.0,58852000000.0,1296000000.0,35449000000.0,,-24000000.0,2301000000.0,,404000000.0,16464000000.0,3256000000.0,,325000000.0,2346000000.0,13164000000.0,7703000000.0,-970000000.0,-247000000.0,-2396000000.0,,2070000000.0,,7703000000.0,5201000000.0,-17546000000.0,9875000000.0,7007000000.0,24331000000.0,-6495000000.0,305000000.0,17175000000.0,-784000000.0,,,,,,,,,,,,,,
1522454400,,2514000000.0,,,-3047000000.0,2028000000.0,2025000000.0,,,,,,,,,,,,,,2347000000.0,2120000000.0,,,,,609000000.0,4355000000.0,,8918000000.0,,,,,34128000000.0,0.87,,,,5936000000.0,,,,23199000000.0,10521000000.0,152000000.0,,7227000000.0,,,,,,,-6966000000.0,,,,6422000000.0,,5813000000.0,,,,,,969000000.0,,,,,,,8860000000.0,,,,,,,,224000000.0,,-185000000.0,,,64313000000.0,,818000000.0,135524000000.0,2025000000.0,32122000000.0,,102473000000.0,1716000000.0,-142000000.0,,,,1755000000.0,,,,-175000000.0,,,,,0.86,161000000.0,2829000000.0,,-1028000000.0,4994000000.0,,,70222000000.0,,,,,,,,-4000000.0,,71098000000.0,,,,2633000000.0,,,,,,2326000000.0,5813000000.0,,-4095000000.0,,8574000000.0,6127000000.0,28223000000.0,,,1612000000.0,,33051000000.0,3923000000.0,,,,,36090000000.0,0.0,-3508000000.0,2409000000.0,,,16677000000.0,,,381000000.0,,12929000000.0,,-798000000.0,,-1546000000.0,,2447000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,3942000000.0,,,6633000000.0,7768000000.0,7768000000.0,,,,,,,,,,,,,,2346000000.0,2276000000.0,,,,,700000000.0,4477000000.0,,8803000000.0,,,,,35167000000.0,3.34,,,,7631000000.0,,,,22760000000.0,10359000000.0,5932000000.0,,7097000000.0,,,,,,,,,,,13146000000.0,,12446000000.0,,,,,,944000000.0,,,,,,,5813000000.0,,,,,,,,244000000.0,,-125000000.0,,,65157000000.0,,843000000.0,142058000000.0,7768000000.0,39443000000.0,,109993000000.0,3322000000.0,81000000.0,,,,1700000000.0,,,,-599000000.0,,,,,3.31,199000000.0,2833000000.0,,407000000.0,5486000000.0,,,75934000000.0,,,,,,,,-5000000.0,,76815000000.0,,,,8463000000.0,,,,,,2327000000.0,12446000000.0,,4325000000.0,,8975000000.0,6491000000.0,27943000000.0,,,-3778000000.0,,32065000000.0,4193000000.0,,,,,37214000000.0,-365000000.0,-8354000000.0,8219000000.0,,,15957000000.0,,,451000000.0,,13452000000.0,,-620000000.0,,-1530000000.0,,2484000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,4050000000.0,,,1554000000.0,1882000000.0,1623000000.0,,,,,,,,,,,,,76000000.0,2338000000.0,2147000000.0,,,,,710000000.0,3463000000.0,,8585000000.0,,,,,35042000000.0,0.7,,,,7652000000.0,,,,22605000000.0,10807000000.0,213000000.0,,6952000000.0,,,,,,,0.0,,,,14710000000.0,,14000000000.0,,,,,1365000000.0,944000000.0,,,,,,,12446000000.0,,,,,,,,229000000.0,,-156000000.0,,,64975000000.0,,1178000000.0,142994000000.0,1623000000.0,37947000000.0,,108881000000.0,3209000000.0,150000000.0,,,,1695000000.0,,,,-1013000000.0,,,,,0.69,117000000.0,2790000000.0,369000000.0,689000000.0,4970000000.0,,,77063000000.0,,,,,,169000000.0,,-10000000.0,,77938000000.0,,,,3845000000.0,,,,,,2315000000.0,14000000000.0,,-886000000.0,,7923000000.0,5684000000.0,28327000000.0,,,93000000.0,,34113000000.0,3261000000.0,,,,,36648000000.0,-1000000.0,-101000000.0,2251000000.0,,,15745000000.0,,,369000000.0,,11386000000.0,,-841000000.0,,-1466000000.0,,2239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
