,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,quarterlyCapitalExpenditure,trailingTaxProvision,trailingNetIncome,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,quarterlyBasicEPS,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
793929600,8900000.0,,15000000.0,15000000.0,,,,,,,,176200000.0,-7000000.0,,500000.0,,,28100000.0,147100000.0,,,,,,,,,,,,,,,100000.0,,50200000.0,489000000.0,,381600000.0,,,,,5300000.0,,,-900000.0,,,,,,,,,,0.205882,,,2800000.0,,,,72857143.0,10900000.0,,,,10900000.0,,17900000.0,,,,,,732600000.0,,,4300000.0,,,,,535500000.0,726400000.0,0.0,,15000000.0,,1275200000.0,3800000.0,,,,,,,,,,,,229100000.0,90300000.0,,0.0,-600000.0,,-17900000.0,,,,,,,,,31600000.0,,,,,,548800000.0,1300000.0,0.0,,,6400000.0,,-13000000.0,,,,,34100000.0,,,118400000.0,,24600000.0,,100000.0,,,542600000.0,2500000.0,,,,,608000000.0,,,9600000.0,197100000.0,,375000000.0,,,-5100000.0,,,,28800000.0,,181200000.0,,,-17300000.0,-32000000.0,,,,,72857143.0,,,,0.205882,,,,,,,,,,,,,,,,
801878400,-27000000.0,,19700000.0,19700000.0,,,,,,,,287500000.0,3300000.0,,200000.0,,,18300000.0,168400000.0,,,,,,,,,,,,,,,0.0,,54000000.0,510500000.0,,327700000.0,,,,,5600000.0,,,-800000.0,,,,,,,,,,0.269608,,,2700000.0,,,,73069091.0,14200000.0,,,,14200000.0,,0.0,,,,,,797800000.0,,,4200000.0,,,,,604700000.0,790600000.0,-100000.0,,19700000.0,,1358300000.0,-29600000.0,,,,,,,,,,,,227100000.0,103100000.0,,0.0,3800000.0,,-14600000.0,,,,,,,,,39300000.0,,,,,,567700000.0,-17500000.0,0.0,,,-10500000.0,,-24900000.0,,,,,42100000.0,,,121400000.0,,32300000.0,,,,,560500000.0,2800000.0,,,,,669200000.0,,,12600000.0,193100000.0,,393900000.0,,,-2600000.0,,,,36500000.0,,210500000.0,,,47900000.0,-34000000.0,,,,,73069091.0,,,,0.269608,,,,,,,,,,,,,,,,
809827200,600000.0,,15700000.0,15700000.0,,,,,,,,305900000.0,4200000.0,,0.0,,,26300000.0,169300000.0,,,,,,,,,,,,,,,-100000.0,,50300000.0,528300000.0,,327300000.0,,,,,4900000.0,,,-900000.0,,,,,,,,,,0.215686,,,2500000.0,,,,72790909.0,18400000.0,,,,18400000.0,,0.0,,,1000000.0,,,815400000.0,,,4700000.0,,,,,624100000.0,816800000.0,0.0,,15700000.0,,1399400000.0,-500000.0,,,,,,,,,,,,226500000.0,107000000.0,,0.0,-3700000.0,,-5100000.0,,,,,,,,,33100000.0,,,,,,582600000.0,-7700000.0,0.0,,,-10100000.0,,-18200000.0,,,,,35400000.0,,,133300000.0,,25700000.0,,,,,584000000.0,2300000.0,,,,,683500000.0,,,10000000.0,191300000.0,,408700000.0,,,-1100000.0,,,,30500000.0,,204700000.0,,,11300000.0,-35200000.0,,,,,72790909.0,,,,0.215686,,,,,,,,,,,,,,,,
817689600,4400000.0,-31200000.0,20000000.0,20000000.0,,,16300000.0,42600000.0,,607800000.0,,313900000.0,11800000.0,100000.0,300000.0,336600000.0,,26700000.0,229100000.0,,,427900000.0,141500000.0,,,504400000.0,1442400000.0,56700000.0,,,10300000.0,,,-100000.0,,42600000.0,504400000.0,-57500000.0,336600000.0,,,134800000.0,,5200000.0,189300000.0,,-900000.0,,-13100000.0,,693100000.0,,114800000.0,30200000.0,,,,1000000.0,,2300000.0,,,0.0,,30200000.0,0.955882,,,30200000.0,145100000.0,0.0,-100000.0,,-36200000.0,-1700000.0,,837600000.0,225500000.0,30200000.0,6900000.0,,,,,648300000.0,834600000.0,100000.0,115400000.0,20000000.0,,1442400000.0,3100000.0,313900000.0,,,,-8200000.0,648300000.0,,-10100000.0,10500000.0,-36200000.0,,225500000.0,114800000.0,,0.0,-7700000.0,,-1100000.0,,,0.955882,,,604800000.0,70400000.0,,42100000.0,26700000.0,,12300000.0,,73649231.0,607800000.0,-7300000.0,0.0,45000000.0,0.0,12500000.0,,20500000.0,,,19300000.0,,45000000.0,,870500000.0,141500000.0,155600000.0,32800000.0,837600000.0,0.0,-23200000.0,,604800000.0,2900000.0,,834600000.0,,,693100000.0,,0.0,12800000.0,189300000.0,-38700000.0,427900000.0,,73649231.0,-1300000.0,,,,39800000.0,-35600000.0,274100000.0,70400000.0,-3500000.0,14800000.0,-36200000.0,,,70400000.0,20800000.0,,,17900000.0,714900000.0,,,,,,,,,,,,,,,,,
825552000,3900000.0,,17200000.0,17200000.0,,,,,,,,335700000.0,-11500000.0,,600000.0,,,27900000.0,186400000.0,,,,,,,,,,,,,,,0.0,,40400000.0,620500000.0,,456000000.0,,,,,6000000.0,,,-600000.0,,,,,,,,,,0.235294,,,3000000.0,,,,73100000.0,18700000.0,,,,18700000.0,,30200000.0,,,-26700000.0,,,874300000.0,,,5900000.0,,,,,656700000.0,980400000.0,-200000.0,,17200000.0,,1605200000.0,-7900000.0,,12400000.0,,,,,,,,,,253800000.0,120400000.0,,0.0,-2200000.0,,-25700000.0,,,,,,,,,37100000.0,,,,,,624800000.0,-124100000.0,0.0,,,-98000000.0,,-15300000.0,,,,,40100000.0,,,148300000.0,,28200000.0,,-100000.0,,,730900000.0,3000000.0,,,,,832100000.0,,,11000000.0,217600000.0,,444200000.0,,,-11800000.0,,,,34100000.0,,226500000.0,,,108700000.0,-36200000.0,,,,,73100000.0,,,,0.235294,,,,,,,,,,,,,,,,
833500800,-37700000.0,,18300000.0,18300000.0,,,,,,,,337000000.0,3100000.0,,100000.0,,,22100000.0,214600000.0,,,,,,,,,,,,,,,0.0,,37500000.0,657400000.0,,508700000.0,,,,,6200000.0,,,-1100000.0,,,,,,,,,,0.25,,,3200000.0,,,,73200000.0,21900000.0,,,,21900000.0,,0.0,,,-46400000.0,,,904100000.0,,,7500000.0,,,,,687400000.0,1028300000.0,100000.0,,18300000.0,,1669400000.0,-39300000.0,,29700000.0,,,,,,,,,,256500000.0,123000000.0,,0.0,-2900000.0,,-32400000.0,,,,,,,,,40700000.0,,,,,,641100000.0,-22800000.0,0.0,,,-8000000.0,,-30500000.0,,,,,43700000.0,,,145100000.0,,30000000.0,,,,,765300000.0,3000000.0,,,,,883200000.0,,,11700000.0,216700000.0,,461600000.0,,,-1600000.0,,,,37500000.0,,258300000.0,,,63600000.0,-39800000.0,,,,,73200000.0,,,,0.25,,,,,,,,,,,,,,,,
841449600,4500000.0,,23900000.0,23900000.0,,,,,,,,348800000.0,3100000.0,,200000.0,,,31200000.0,266400000.0,,,,,,,,,,,,,,,-200000.0,,,682100000.0,,519300000.0,,,,,6500000.0,,,-900000.0,,,,,,,,,,0.323529,,,3200000.0,,,,73872727.0,24900000.0,,,,24900000.0,,0.0,,,-8200000.0,,,966200000.0,,,7800000.0,,,,,748100000.0,1059600000.0,100000.0,,23900000.0,,1725200000.0,-2100000.0,,2800000.0,,,,,,,,,,257900000.0,160300000.0,,0.0,-6300000.0,,13800000.0,,,,,,,,,50400000.0,,,,,,665600000.0,-500000.0,0.0,,,8900000.0,,-11400000.0,,,,,53700000.0,,,191500000.0,,39200000.0,,,,,759000000.0,3300000.0,,,,,868100000.0,,,15300000.0,218100000.0,,484600000.0,,,-6600000.0,,,,47200000.0,,320100000.0,,,-900000.0,-39800000.0,,,,,73872727.0,,,,0.323529,,,,,,,,,,,,,,,,
849312000,41500000.0,-175400000.0,28600000.0,28600000.0,,,48100000.0,,,695500000.0,,348000000.0,1600000.0,,100000.0,509700000.0,,26100000.0,313800000.0,,,512300000.0,212800000.0,,,699800000.0,1766000000.0,159500000.0,,,12000000.0,,,-100000.0,,,699800000.0,-119500000.0,509700000.0,,,175400000.0,,5700000.0,221300000.0,,-900000.0,,12200000.0,,857700000.0,,186700000.0,26500000.0,,,,1000000.0,,2600000.0,,,0.0,,26500000.0,1.191176,,,26500000.0,187400000.0,0.0,-100000.0,,-38200000.0,-88500000.0,,977400000.0,262800000.0,26500000.0,9800000.0,,,,,756100000.0,1070500000.0,100000.0,144300000.0,28600000.0,,1766000000.0,35200000.0,348000000.0,3200000.0,,,-16100000.0,756100000.0,,-26300000.0,12400000.0,-41500000.0,,262800000.0,186700000.0,,0.0,-4700000.0,,7500000.0,,,1.191176,,,788600000.0,88000000.0,,59400000.0,26100000.0,,-3700000.0,,73876543.0,695500000.0,-28000000.0,0.0,56300000.0,100000.0,8600000.0,,-4800000.0,,,31000000.0,,62500000.0,,1181200000.0,212800000.0,199800000.0,46900000.0,977400000.0,,-14100000.0,,788600000.0,3100000.0,,1070500000.0,,,857700000.0,,0.0,18300000.0,221300000.0,-36800000.0,512300000.0,,73876543.0,-6300000.0,,,,56800000.0,-62000000.0,376300000.0,88000000.0,-3500000.0,-11900000.0,-41500000.0,,,88000000.0,24400000.0,,,30200000.0,981400000.0,,,,,,,,,,,,,,,,,
857088000,-54000000.0,,19400000.0,19400000.0,,,,,,,,364500000.0,5200000.0,,900000.0,,,18600000.0,228000000.0,,,,,,,,,,,,,,,-100000.0,,,750100000.0,,579000000.0,,,,,5600000.0,,,-900000.0,,,,,,,,,,0.132353,,,2200000.0,,,,73409400.0,31700000.0,,,,31700000.0,,26500000.0,,,-47500000.0,,,1027700000.0,,,6700000.0,,,,,801300000.0,1129900000.0,100000.0,,19400000.0,,1845200000.0,-65000000.0,,9700000.0,,,,,,,,,,267900000.0,167800000.0,,-11700000.0,,,-58500000.0,,,,,,,,,40800000.0,,,,,,715300000.0,-19900000.0,0.0,,,20300000.0,,-47800000.0,,,,,44200000.0,,,186400000.0,,31800000.0,,100000.0,,,817500000.0,3400000.0,,,,,943500000.0,,,12400000.0,226400000.0,,530900000.0,,,-11000000.0,,,,38600000.0,,272200000.0,,,79100000.0,-41500000.0,,,,,73409400.0,,,,0.132353,,,,,,,,,,,,,,,,
865036800,-50200000.0,,22000000.0,22000000.0,,,,,,,,316400000.0,8700000.0,,600000.0,,,17000000.0,260700000.0,,,,,,,,,,,,,,,100000.0,,,838200000.0,,669400000.0,,,,,5200000.0,,,-800000.0,,,,,,,,,,0.29902,,,1900000.0,,,,73573770.0,40400000.0,,,,40400000.0,,0.0,,,-54500000.0,,,1019500000.0,,,8800000.0,,,,,781100000.0,1183300000.0,-200000.0,,22000000.0,,1925800000.0,-69600000.0,,111500000.0,,,,,,,,,,279900000.0,180500000.0,,-24500000.0,,,-60600000.0,,,,,,,,,46700000.0,,,,,,742500000.0,64400000.0,0.0,,,22900000.0,,-71100000.0,,,,,50000000.0,,,197500000.0,,36100000.0,,,,,906300000.0,3300000.0,,,,,985800000.0,,,14100000.0,238400000.0,,552000000.0,,,-19400000.0,,,,44800000.0,,310700000.0,,,-5500000.0,-41500000.0,,,,,73573770.0,,,,0.29902,,,,,,,,,,,,,,,,
872985600,-5800000.0,,28300000.0,28300000.0,,,,,,,,284300000.0,4700000.0,,600000.0,,,7500000.0,301900000.0,,,,,,,,,,,,,,,0.0,,,847100000.0,,682800000.0,,,,,6100000.0,,,-900000.0,,,,,,,,,,0.382353,,,2400000.0,,,,74015385.0,45100000.0,,,,45100000.0,,0.0,,,-4100000.0,,,1021400000.0,,,9900000.0,,,,,782300000.0,1168300000.0,-100000.0,,28300000.0,,1943800000.0,-18900000.0,,31300000.0,,,,,,,,,,280600000.0,193700000.0,,-14000000.0,,,-9100000.0,,,,,,,,,58700000.0,,,,,,775500000.0,49800000.0,0.0,,,30900000.0,,-15100000.0,,,,,62400000.0,,,201200000.0,,46400000.0,,,,,922400000.0,3700000.0,,,,,967100000.0,,,18100000.0,239100000.0,,579400000.0,,,-13100000.0,,,,56300000.0,,364300000.0,,,-39400000.0,-41500000.0,,,,,74015385.0,,,,0.382353,,,,,,,,,,,,,,,,
880848000,18900000.0,171300000.0,14700000.0,-19100000.0,,,158100000.0,,,439000000.0,,108500000.0,-16700000.0,5300000.0,700000.0,574800000.0,,22600000.0,359500000.0,,,44900000.0,221000000.0,,,807000000.0,1343300000.0,-78300000.0,,,9000000.0,,,4600000.0,,,807000000.0,-113000000.0,574800000.0,,,139900000.0,,8100000.0,8600000.0,,-700000.0,,-91100000.0,,683300000.0,,198400000.0,52900000.0,,,,2800000.0,,2500000.0,,,0.0,,52900000.0,1.093137,,,52900000.0,148900000.0,0.0,-29200000.0,,-6900000.0,148800000.0,,448800000.0,14900000.0,52900000.0,-400000.0,,,,,440200000.0,904300000.0,-68800000.0,85700000.0,14700000.0,,1343300000.0,-8400000.0,108500000.0,5600000.0,,,-30100000.0,440200000.0,,-70800000.0,15900000.0,-6300000.0,,14900000.0,198400000.0,,0.0,-18300000.0,,-2400000.0,,,1.093137,,,894500000.0,84400000.0,,2700000.0,22600000.0,,1900000.0,,77208969.0,439000000.0,77000000.0,0.0,35100000.0,-69000000.0,74700000.0,,27000000.0,,,25000000.0,,8300000.0,,1303100000.0,221000000.0,164800000.0,-28600000.0,448800000.0,5400000.0,-161900000.0,,894500000.0,5600000.0,,904300000.0,,,683300000.0,,0.0,-9500000.0,8600000.0,-130600000.0,44900000.0,,77208969.0,-27300000.0,,,,200000.0,-107000000.0,367800000.0,84400000.0,-3300000.0,-112500000.0,-6300000.0,,,50600000.0,24900000.0,,,51000000.0,1138300000.0,,,,,,,,,,,,,,,,,
888624000,-60400000.0,,16200000.0,16200000.0,,,,,,,,145600000.0,8200000.0,,2800000.0,,,0.0,391800000.0,,,,,,,,,,,,,,,0.0,,,952400000.0,,711300000.0,,,,,11300000.0,,,-700000.0,,,,,,,,,,0.147059,,,5000000.0,,,,110160000.0,70800000.0,,,,70800000.0,,62600000.0,,,-18600000.0,,7700000.0,509800000.0,,,10600000.0,,,,,501100000.0,1076800000.0,0.0,,16200000.0,,1534100000.0,-111000000.0,,,,,,,,,,,,18700000.0,212200000.0,,0.0,3000000.0,,-78900000.0,,,,,,,,,42600000.0,,,,,,457300000.0,-69800000.0,0.0,,,-600000.0,,-64700000.0,,,,,48900000.0,,,219900000.0,,27000000.0,,,,,1024300000.0,6300000.0,,,,,856900000.0,,,10800000.0,8700000.0,,60400000.0,,,-50600000.0,,,,37600000.0,,440700000.0,,,138400000.0,-10000000.0,,,,,110160000.0,,,,0.147059,,,,,,,,,,,,,,,,
896572800,-55800000.0,,25600000.0,25600000.0,,,,,,,,180500000.0,-11200000.0,,17700000.0,,,4600000.0,467600000.0,,,,,,,,,,,,,,,0.0,,,1010800000.0,,728000000.0,,,,,9400000.0,,,-600000.0,,,,,,,,,,0.230392,,,2900000.0,,,,111114894.0,59600000.0,,,,59600000.0,,0.0,,,-2900000.0,,,535000000.0,,,12400000.0,,,,,525200000.0,1108200000.0,0.0,,25600000.0,,1617200000.0,-73200000.0,,,,,,,,,,,,16100000.0,195100000.0,,0.0,6600000.0,,-87300000.0,,,,,,,,,58000000.0,,,,,,509000000.0,-17200000.0,0.0,,,700000.0,,-53300000.0,,,,,64500000.0,,,199700000.0,,42700000.0,,,,,1082200000.0,6500000.0,,,,,908500000.0,,,17100000.0,9800000.0,,85400000.0,,,-17400000.0,,,,55100000.0,,532100000.0,,,61800000.0,-6300000.0,,,,,108800000.0,,,,0.235294,,,,,,,,,,,,,,,,
904521600,10500000.0,,35100000.0,35100000.0,,,,,,,,239900000.0,25700000.0,,20400000.0,,,13400000.0,535200000.0,,,,,,,,,,,,,,,100000.0,,,1308100000.0,,803100000.0,,,,,13900000.0,,,-700000.0,,,,,,,,,,0.289216,,,5600000.0,,,,121362712.0,85300000.0,,,,85300000.0,,0.0,,,18900000.0,,,581800000.0,,,13400000.0,,,,,569900000.0,1318700000.0,0.0,,35100000.0,,1967500000.0,-120700000.0,,-800000.0,,,,,,,,,,22600000.0,262300000.0,,-35900000.0,1400000.0,,-29600000.0,,,,,,,,,77400000.0,,,,,,648800000.0,-134200000.0,0.0,,,-21100000.0,,-93100000.0,,,,,85700000.0,,,275700000.0,,58500000.0,,-100000.0,,,1385700000.0,8300000.0,,,,,1043000000.0,,,23400000.0,11900000.0,,449700000.0,,,-131200000.0,,,,71800000.0,,620900000.0,,,149400000.0,-10700000.0,,,,,117383607.0,,,,0.29902,,,,,,,,,,,,,,,,
912384000,168900000.0,-209800000.0,67200000.0,67200000.0,,,3700000.0,,,715700000.0,,280900000.0,-23700000.0,,400000.0,565500000.0,,33400000.0,681200000.0,,,186200000.0,355700000.0,,,1198600000.0,1917800000.0,145600000.0,,,24400000.0,,,100000.0,,,1198600000.0,-3400000.0,565500000.0,,,287700000.0,,18800000.0,14600000.0,,-700000.0,,63200000.0,,846400000.0,,322300000.0,61600000.0,,,,41300000.0,,10900000.0,,,0.0,,61600000.0,1.269608,,,61600000.0,312100000.0,0.0,0.0,,-800000.0,-6500000.0,,660600000.0,25900000.0,61600000.0,11200000.0,,,,,646000000.0,1202100000.0,0.0,240100000.0,67200000.0,,1917800000.0,164400000.0,280900000.0,2100000.0,,,12500000.0,646000000.0,,-203700000.0,29000000.0,-11300000.0,,25900000.0,322300000.0,,-26800000.0,1500000.0,,108900000.0,,,1.220588,,,1257200000.0,144100000.0,,134000000.0,33400000.0,,-1000000.0,,113499614.0,715700000.0,11400000.0,0.0,96000000.0,0.0,14500000.0,,98800000.0,,,47600000.0,,141900000.0,,2416900000.0,355700000.0,341100000.0,112000000.0,660600000.0,,-140500000.0,,1257200000.0,7900000.0,,1202100000.0,,,846400000.0,,-26800000.0,44800000.0,14600000.0,-86900000.0,186200000.0,,118057831.0,-4500000.0,,,,123100000.0,-112300000.0,823100000.0,144100000.0,-2700000.0,-204000000.0,-11300000.0,,,144100000.0,53400000.0,,,62600000.0,2075800000.0,,,,,,,,,,,,,,,,,
920160000,-80200000.0,,27900000.0,27900000.0,,,,,,,,286700000.0,40500000.0,,,,,16900000.0,516600000.0,,,,,,,,,,,,,,,0.0,,,1324900000.0,,713300000.0,,,,,18400000.0,,,-700000.0,,,,,,,,,,0.220588,,,9900000.0,,,,126480000.0,102100000.0,,,,102100000.0,,61600000.0,,,-1000000.0,,,645800000.0,,,9500000.0,,,,,,1329100000.0,0.0,,27900000.0,,2071900000.0,-91000000.0,,2700000.0,,,,,,,,,,,312200000.0,,-27600000.0,1600000.0,,-116500000.0,,,,,,,,,65500000.0,,,,,,742800000.0,-21800000.0,0.0,,,-12700000.0,,-109800000.0,,,,,74000000.0,,,329100000.0,,46100000.0,,,,,1426100000.0,8500000.0,,,,,1000000000.0,,,18200000.0,,,213400000.0,,,-10800000.0,,,,55600000.0,,590600000.0,,,142600000.0,,,,,,118575000.0,,,,0.235294,,,,,,,,,,,,,,,,
928108800,-25600000.0,,39600000.0,39600000.0,,,,,,,,317900000.0,-40200000.0,,,,,11100000.0,640500000.0,,,,,,,,,,,,,,,-100000.0,,,1381700000.0,,717000000.0,,,,,21400000.0,,,-700000.0,,,,,,,,,,0.308824,,,12600000.0,,,,128228571.0,61900000.0,,,,61900000.0,,0.0,,,-27300000.0,,,711900000.0,,,11000000.0,,,,,724700000.0,1366700000.0,800000.0,,39600000.0,,2148900000.0,-42100000.0,,1100000.0,,,,,,,,,,0.0,320700000.0,,-34300000.0,12400000.0,,-88700000.0,,,,,,,,,89100000.0,,,,,,782200000.0,-27100000.0,0.0,,,15600000.0,,-70900000.0,,,,,97900000.0,,,331800000.0,,65400000.0,,,,,1437000000.0,8800000.0,,,,,1034900000.0,,,25800000.0,-12800000.0,,252200000.0,,,-16500000.0,,,,76500000.0,,738400000.0,,,12400000.0,-12800000.0,,,,,118800000.0,,,,0.333333,,,,,,,,,,,,,,,,
936057600,-4900000.0,,45500000.0,45500000.0,,,,,,,,319300000.0,13500000.0,,1500000.0,,,16700000.0,707900000.0,,,,,,,,,,,,,,,0.0,,,1438200000.0,,711700000.0,,,,,22900000.0,,,-700000.0,,,,,,,,,,0.352941,,,13000000.0,,5800000.0,,128916667.0,38400000.0,,,,38400000.0,,0.0,,,18100000.0,,,698900000.0,,,13500000.0,,,,,692800000.0,1375600000.0,0.0,,45500000.0,,2204000000.0,-8400000.0,,5200000.0,,,,,,,,,,20000000.0,327900000.0,,0.0,-9000000.0,,-46400000.0,,,,,,,,,101700000.0,,,,,,828400000.0,30500000.0,75400000.0,,,10700000.0,,-53700000.0,,,,,111600000.0,,,344600000.0,,75200000.0,,200000.0,,,1505100000.0,9900000.0,,,,,1031000000.0,,,29700000.0,6100000.0,,297000000.0,,,-3500000.0,,,,88700000.0,,819500000.0,,,-12200000.0,-13900000.0,,,,,119000000.0,,,,0.382353,,,,,,,,,,,,,,,,
943920000,232000000.0,-28500000.0,59800000.0,59800000.0,,,11600000.0,,,881500000.0,,65900000.0,42800000.0,,1300000.0,776700000.0,,0.0,833900000.0,,,356100000.0,333500000.0,,,1274600000.0,2057600000.0,-36200000.0,,,47700000.0,,,100000.0,5800000.0,,1274600000.0,-13100000.0,776700000.0,,,334300000.0,,22500000.0,5900000.0,,-800000.0,,121300000.0,,842600000.0,,333500000.0,118200000.0,20100000.0,,,3300000.0,20100000.0,12200000.0,,5800000.0,118200000.0,,118200000.0,1.323529,,,118200000.0,382000000.0,75400000.0,100000.0,,-2900000.0,8100000.0,,653700000.0,19900000.0,118200000.0,14800000.0,,,,,627700000.0,1176100000.0,-400000.0,285500000.0,59800000.0,,2057600000.0,227700000.0,65900000.0,2600000.0,,,28100000.0,627700000.0,,-35100000.0,37600000.0,-14000000.0,,19900000.0,333500000.0,-6000000.0,-100000.0,23100000.0,,143900000.0,,,1.221034,,,1403900000.0,172700000.0,,125800000.0,0.0,,56600000.0,,130484444.0,881500000.0,-10100000.0,118200000.0,112800000.0,-100000.0,-5500000.0,,157000000.0,,,48900000.0,,136100000.0,,3118500000.0,333500000.0,419600000.0,98900000.0,653700000.0,,86200000.0,,1403900000.0,10300000.0,,1176100000.0,,,842600000.0,,-100000.0,39100000.0,5900000.0,-107700000.0,356100000.0,,141437518.0,-4300000.0,,,,113600000.0,-77400000.0,970000000.0,172700000.0,-2900000.0,-179000000.0,-14000000.0,,,172700000.0,85300000.0,,,61600000.0,2698900000.0,,,,,,,,,,,,,,,,,
