,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,annualDilutedAverageShares,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,annualBasicAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualTotalRevenue,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,quarterlyBasicEPS,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,trailingCommonStockIssuance,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualDilutedEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicEPS,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyOtherIntangibleAssets,annualChangeInInventory,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS,annualOtherIntangibleAssets
1088553600,,,2301129000.0,,,148185000.0,4313000.0,,,107265000.0,,,0.46,,14769000.0,14769000.0,,,94038000.0,,,,,,-7277000.0,26547000.0,,346000.0,,,,,,,759000.0,,-296511000.0,,,24380000.0,71432609.0,,,,35786000.0,162258000.0,,54993000.0,,,,,-775893000.0,,,,,,-27064000.0,,,2155000.0,85192000.0,,,,,5622079000.0,,,,,-43015000.0,,,,0.0,,4846186000.0,96429000.0,,,,,,,,15643000.0,-211319000.0,,,,,,37040000.0,,,,5004903000.0,,,,,,2311236000.0,,,,0.46,,,,,,4071000.0,,22051000.0,,,,,,,,,,41436000.0,,,,,,,,,,,-75899000.0,32482000.0,,,,-107417000.0,,,2501000.0,32859000.0,13580000.0,,35034000.0,25379000.0,,2680105000.0,,,,,,71432609.0,,-52202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,2304686000.0,,,167747000.0,-3565000.0,,,111712000.0,,,0.6,,46793000.0,46793000.0,,,-1853000.0,,,,,,-7753000.0,26776000.0,,2501000.0,,,,,,,762000.0,,-232045000.0,,,41501000.0,71985000.0,,,,-12608000.0,167573000.0,,55861000.0,,,,,-816193000.0,,,,,,-16834000.0,,,31076000.0,59715000.0,,,,,5714261000.0,,,,,-50311000.0,,,,0.0,,4898068000.0,99653000.0,,,,,,,,9176000.0,-172330000.0,,,,,,29418000.0,,,,5099962000.0,,,,,,2334707000.0,,,,0.6,,,,,,3729000.0,,22153000.0,,,,,,,,,,43792000.0,,,,,,,,,,,69843000.0,33240000.0,,,,-70140000.0,,,33577000.0,43191000.0,-2739000.0,,45366000.0,25211000.0,,2772300000.0,,,,,,71985000.0,,-52430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,2385291000.0,211045000.0,,272229000.0,-12291000.0,14657000.0,-5476000.0,106735000.0,,-49588000.0,,,14657000.0,14657000.0,,7058000.0,-1983000.0,,-29471000.0,,18074000.0,,-7096000.0,23005000.0,,33577000.0,5697144000.0,,,72275685.0,,,766000.0,,-347692000.0,86329000.0,-128238000.0,-92823000.0,,,,,20908000.0,161413000.0,-6562000.0,54678000.0,,71540678.0,-982196000.0,,-819319000.0,,430777000.0,,766000.0,648454000.0,-96536000.0,,-10528000.0,-31888000.0,80054000.0,,,131314000.0,,5697144000.0,,,-819319000.0,,10769000.0,,-74392000.0,,0.0,,4877825000.0,96291000.0,,,,,22860000.0,,,16257000.0,-267638000.0,,,639102000.0,,,37254000.0,2661465000.0,54031000.0,-706518000.0,5068281000.0,,,219745000.0,10769000.0,,2442291000.0,,-7096000.0,,,,,2442291000.0,-209095000.0,,6303000.0,,22236000.0,,-251683000.0,1582000.0,,,,5068281000.0,,,41613000.0,,217677000.0,,23005000.0,-134526000.0,2.92,,14657000.0,2385291000.0,,-176643000.0,33308000.0,41379000.0,167599000.0,,-19119000.0,,,1582000.0,111894000.0,22745000.0,37254000.0,114069000.0,41379000.0,,2661465000.0,,,,21958000.0,2.95,,,-52632000.0,4877825000.0,,0.0,,385276000.0,275678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,2412664000.0,,,129110000.0,-3116000.0,,,111548000.0,,,0.92,,17112000.0,17112000.0,,,-88176000.0,172626000.0,,,,,-5796000.0,21399000.0,,1552000.0,,,,,,,769000.0,,-274411000.0,,,-93207000.0,72510753.0,,,,-6020000.0,168711000.0,,57163000.0,,,,,-861581000.0,,,,,,-39452000.0,,,1945000.0,67827000.0,,,,,5732487000.0,,,,,26088000.0,,,,,,4870906000.0,100852000.0,,,,,,,,6333000.0,-206584000.0,,,,,,27707000.0,,,,5065269000.0,,,,,,2407396000.0,,,,0.93,,,,,,7159000.0,,31111000.0,,,,,,,,,,43689000.0,,,,,,,,,,,-394000.0,32153000.0,,,,27325000.0,,,3497000.0,67435000.0,106000.0,,69610000.0,42318000.0,,2631937000.0,,,,,,73298913.0,,-52954000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,2432443000.0,,,157980000.0,-762000.0,,,110755000.0,,,0.74,,17422000.0,17422000.0,,,47193000.0,59665000.0,,,,,-6150000.0,20311000.0,,3497000.0,,,,,,,773000.0,,-224255000.0,,,-13511000.0,72981333.0,,,,7564000.0,171877000.0,,61122000.0,,,,,-895435000.0,,,,,,-29655000.0,,,-594000.0,76942000.0,,,,,5810590000.0,,,,,28807000.0,,,,,,4915155000.0,103244000.0,,,,,,,,14918000.0,-147313000.0,,,,,,34266000.0,,,,5114706000.0,,,,,,2439249000.0,,,,0.75,,,,,,6262000.0,,28854000.0,,,,,,,,,,42122000.0,,,,,,,,,,,-50334000.0,32379000.0,,,,-64025000.0,,,2877000.0,54736000.0,4544000.0,,56911000.0,41672000.0,,2662042000.0,,,,,,73967568.0,,-53900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,2490876000.0,,,18674000.0,-6673000.0,,,112274000.0,,,1.3,,58374000.0,58374000.0,,,-1755000.0,125877000.0,,,,,-5037000.0,18308000.0,,2877000.0,,,,,,,775000.0,,-128259000.0,,,-84443000.0,73449242.0,,,,-6258000.0,169992000.0,,57718000.0,,,,,-902116000.0,,,,,,-66247000.0,,,-523000.0,67628000.0,,,,,5794396000.0,,,,,73549000.0,,0.0,,,,4892280000.0,98723000.0,,,,,,,,9961000.0,-60631000.0,,,,,,28146000.0,,,,5133101000.0,,,,,,2399361000.0,,,,1.32,,,,,,5857000.0,,25824000.0,,,,,,,,,,41005000.0,,,,,,,,,,,-315000.0,31787000.0,,,,16292000.0,,,2268000.0,96953000.0,3544000.0,,99128000.0,41064000.0,,2622761000.0,,,,,,74579231.0,,-54181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,2541663000.0,313678000.0,,104400000.0,15145000.0,54372000.0,4585000.0,114055000.0,,-43224000.0,,,54372000.0,54372000.0,,1521000.0,-486000.0,111569000.0,-282293000.0,,25761000.0,,-4470000.0,62852000.0,,2268000.0,5884085000.0,,,74507838.0,,,777000.0,,-272737000.0,107670000.0,,-91132000.0,,,,,33464000.0,174977000.0,-86558000.0,60922000.0,,72948372.0,-899662000.0,,-938297000.0,,441628000.0,,777000.0,670680000.0,-79536000.0,,4594000.0,3757000.0,94242000.0,,,127099000.0,,5884085000.0,,,-938297000.0,,115788000.0,,,,,,4945788000.0,104507000.0,,,,,28750000.0,,,5399000.0,-178495000.0,,,410164000.0,,,82564000.0,2603933000.0,36611000.0,-593023000.0,5165060000.0,,,322378000.0,115788000.0,,2366564000.0,,-4470000.0,,,,,2366564000.0,-215391000.0,,6483000.0,,29747000.0,,-19761000.0,6106000.0,,,,5165060000.0,,,43585000.0,,229052000.0,,62852000.0,-214890000.0,4.21,,54372000.0,2541663000.0,,-35515000.0,31089000.0,41942000.0,170401000.0,469737000.0,647000.0,,,6106000.0,94554000.0,1587000.0,82564000.0,96729000.0,41942000.0,,2603933000.0,,,,9781000.0,4.3,,,-54356000.0,4945788000.0,,0.0,,399453000.0,306639000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,2624535000.0,,,320936000.0,3668000.0,,,111516000.0,,,1.49,,85635000.0,85635000.0,,,-5546000.0,,,,,,-3929000.0,33035000.0,,6138000.0,,,,,,,783000.0,,-235803000.0,,,-109282000.0,73619737.0,,,,-15644000.0,173807000.0,,62291000.0,,,,,-964001000.0,,,,,,-29677000.0,,,49763000.0,73912000.0,,,,,5892577000.0,,,,,168470000.0,,,,,,4928576000.0,101910000.0,,,,,,,,12500000.0,-161891000.0,,,,,,27845000.0,,,,5169452000.0,,,,,,2299384000.0,,,,1.52,,,,,,6283000.0,,46888000.0,,,,,,,,,,5156000.0,,,,,,,,,,,-66932000.0,28664000.0,,,,85133000.0,,13166000.0,55901000.0,111902000.0,-11490000.0,,114077000.0,41207000.0,,2539406000.0,,,,,,75102013.0,,-54454000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,2641048000.0,,,251617000.0,-5793000.0,,,116253000.0,,,0.9,,43349000.0,43349000.0,,,-2137000.0,,,,,,-3285000.0,44474000.0,,55901000.0,,,,,,,784000.0,,-388773000.0,,,-17027000.0,74498901.0,,,,55338000.0,180675000.0,,64422000.0,,,,,-1018627000.0,,,,,,-17258000.0,,,-43089000.0,111094000.0,,,,,6073870000.0,,,,,178187000.0,,,,,,5055243000.0,105660000.0,,,,,,,,3151000.0,-277679000.0,,,,,,34482000.0,,,,5272440000.0,,,,,,2340051000.0,,,,0.91,,,,,,6479000.0,,37906000.0,,,,,,,,,,3045000.0,,,,,,,,,,,5792000.0,26595000.0,,,,-137156000.0,,,12780000.0,67794000.0,33462000.0,,69969000.0,50671000.0,,2625909000.0,,,,,,75326667.0,,-60088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,2635421000.0,,,-533297000.0,-858000.0,,,116613000.0,,,0.57,,186882000.0,186882000.0,,,-9495000.0,,,,,,-3799000.0,53761000.0,,12780000.0,,,,,,,786000.0,,126578000.0,,,275975000.0,73967241.0,,,,-42212000.0,187667000.0,,71054000.0,,,,,-1058148000.0,,,,,,-59805000.0,,,174505000.0,64584000.0,,,,,6252142000.0,,,,,162905000.0,,,,,,5193994000.0,192579000.0,,,,,,,,7112000.0,191162000.0,,,,,,26183000.0,,,,5591197000.0,,,,,,487025000.0,,,,0.58,,,,,,5633000.0,,45076000.0,,,,,,,,,,121525000.0,,,,,,,,,,,18986000.0,26937000.0,,,,-166054000.0,,1010000.0,186882000.0,42901000.0,-20248000.0,,45076000.0,49054000.0,,2944884000.0,,,,,,75264912.0,,-60144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,2631438000.0,269699000.0,,356634000.0,-58000.0,145556000.0,2852000.0,121774000.0,,-19525000.0,,,145556000.0,145556000.0,,5715000.0,-2347000.0,,162280000.0,,24767000.0,,-3579000.0,59232000.0,27038000.0,186882000.0,6577891000.0,,,75545938.0,,,787000.0,,-334339000.0,179840000.0,-74924000.0,12614000.0,,,,,27754000.0,193800000.0,276363000.0,72026000.0,,74093132.0,-832337000.0,,-1099834000.0,,466815000.0,,787000.0,737300000.0,-17943000.0,,-3041000.0,-178327000.0,102353000.0,,,111046000.0,,6577891000.0,,,-1099834000.0,,151714000.0,,165741000.0,,,,5478057000.0,115291000.0,,,,,25236000.0,,,3788000.0,-231986000.0,,,395890000.0,,,37236000.0,3171208000.0,26551000.0,-480394000.0,5813186000.0,,,278399000.0,151714000.0,,672508000.0,,-3579000.0,,,,,672508000.0,-234958000.0,,6372000.0,,49276000.0,,-511371000.0,8567000.0,,,,5813186000.0,,,43265000.0,,270485000.0,,59232000.0,-124683000.0,3.57,,145556000.0,2631438000.0,,318517000.0,28851000.0,42724000.0,172991000.0,,-293294000.0,,-304000.0,8567000.0,47102000.0,13935000.0,37236000.0,49277000.0,42724000.0,,3171208000.0,,,,15659000.0,3.64,,,-60272000.0,5478057000.0,,,,443476000.0,351943000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,3161207000.0,,,-388000.0,11469000.0,,,126318000.0,,,0.56,,396678000.0,356435000.0,,,-18191000.0,,,,,,-3407000.0,58844000.0,,8567000.0,,,,,,,836000.0,,-292005000.0,,,533946000.0,77798246.0,,,,3014000.0,196706000.0,,70388000.0,,,,,-1148518000.0,,,,,,21000.0,,,347868000.0,99188000.0,,,,,6903609000.0,,,,,63965000.0,,,,,,5755091000.0,120021000.0,,,,,,,,612744000.0,-192817000.0,40243000.0,,,,,29229000.0,,,,6424049000.0,,,,,,654723000.0,,,,0.57,,,,,,6780000.0,,46520000.0,,,,,,,,,,49633000.0,,,,,,,2153184000.0,,,,-18456000.0,23878000.0,,,,-285266000.0,,1090000.0,356435000.0,44345000.0,-9962000.0,,46520000.0,40243000.0,,3240892000.0,,,,,,79187500.0,,-60342000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,3149792000.0,,,592308000.0,-5246000.0,,,128108000.0,,,0.61,,396745000.0,358188000.0,,,-5408000.0,,,,,,-2669000.0,102634000.0,,356435000.0,,,,,,,837000.0,,-860648000.0,,,-53334000.0,78833871.0,,,,738000.0,201936000.0,,73828000.0,,,,,-1181799000.0,,,,,,3657000.0,,,-218441000.0,102078000.0,,,,,7171941000.0,,,,,43319000.0,,,,,,5990142000.0,120460000.0,,,,,,,,4355000.0,-758570000.0,38557000.0,,,,,187702000.0,,,,6542810000.0,,,,,,761387000.0,,,,0.62,,,,,,6642000.0,,50513000.0,,,,,,,,,,46632000.0,,,,,,,2153289000.0,,,,12096000.0,22662000.0,,,,-267185000.0,,,137770000.0,48877000.0,7491000.0,,51052000.0,38557000.0,,3368135000.0,,,,,,80126230.0,,-69785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,3100312000.0,,,312492000.0,-11144000.0,,,132930000.0,,,1.58,,310971000.0,234451000.0,,,-3189000.0,,,,,,-3056000.0,97634000.0,,137770000.0,,,,,,,827000.0,,-556206000.0,,,-55873000.0,79121250.0,,,,-14194000.0,208124000.0,,75194000.0,,,,,-1212453000.0,,,,,,-71290000.0,,,-98669000.0,92377000.0,,,,,7393831000.0,,,,,27448000.0,,,,,,6181378000.0,124286000.0,,,,,,,,2140000.0,-463829000.0,76520000.0,,,,,200857000.0,,,,6632699000.0,,,,,,1051102000.0,,,,1.6,,,,,,6645000.0,,49677000.0,,,,,,,,,,49092000.0,,,,,,,2003394000.0,,,,94338000.0,25129000.0,,,,-135173000.0,,,39042000.0,126594000.0,2171000.0,,128769000.0,46195000.0,,3509235000.0,,,,,,80122785.0,,-69856000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,42477000.0,3026654000.0,349460000.0,0.0,-817915000.0,6265000.0,21222000.0,12938000.0,-100709000.0,,-27256000.0,,,21222000.0,21222000.0,,8284000.0,-468000.0,,366360000.0,,28494000.0,0.0,-3366000.0,91580000.0,58129000.0,39042000.0,7556740000.0,6526091000.0,,79856927.0,,,813000.0,,582428000.0,247668000.0,-13841000.0,-58379000.0,,,,,70534000.0,212386000.0,-12068000.0,70393000.0,,78680043.0,-1141706000.0,,-1259558000.0,,282955000.0,,813000.0,812741000.0,69197000.0,,1344000.0,-17820000.0,162182000.0,,,,,7556740000.0,435999000.0,210393000.0,-1259558000.0,,2499000.0,,,570039000.0,-143096000.0,,6297182000.0,117571000.0,,,,,60092000.0,,0.0,1790000.0,729335000.0,57990000.0,,86497000.0,,3250679000.0,276510000.0,3686678000.0,621029000.0,-685881000.0,6736484000.0,6526091000.0,,358160000.0,2499000.0,,3208202000.0,-15127000.0,-3366000.0,0.0,,242702000.0,,3208202000.0,-271042000.0,42477000.0,8427000.0,,103291000.0,247668000.0,-809247000.0,21222000.0,1893499000.0,,,6736484000.0,,,36368000.0,,287084000.0,,91580000.0,1585000.0,4.38,1893499000.0,21222000.0,3026654000.0,-10257000.0,-100046000.0,,57990000.0,181725000.0,,-121623000.0,,57039000.0,21222000.0,129645000.0,59048000.0,276510000.0,131820000.0,57990000.0,29542000.0,3686678000.0,,210393000.0,3250679000.0,58748000.0,4.44,,57990000.0,-71059000.0,6297182000.0,435999000.0,-257929000.0,29542000.0,468809000.0,455825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,2971691000.0,,,56020000.0,-26916000.0,,,137031000.0,,,0.6,,458984000.0,398510000.0,,,-53607000.0,,,,,,-3602000.0,115631000.0,,21166000.0,,,,,,,810000.0,,-210173000.0,,,386522000.0,77125000.0,,,,-167584000.0,211838000.0,,74807000.0,,,,,-1267010000.0,,,,,,89919000.0,,,249154000.0,19577000.0,,,,,7724681000.0,,,,,-40677000.0,,,,-42159000.0,,6457671000.0,123599000.0,,,,,,,,1457000.0,-190596000.0,60474000.0,,,,,190132000.0,,,,7120103000.0,,,,,,1834961000.0,,,,0.6,,,,,,8119000.0,,46730000.0,,,,,,,,,,48792000.0,,,,,,,1843605000.0,,,,-106000.0,28005000.0,,,,-156945000.0,,,270320000.0,46275000.0,-56876000.0,,48450000.0,60474000.0,,4128760000.0,,,,,,77125000.0,,-67760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,3037551000.0,,,-59959000.0,2651000.0,,,138935000.0,,,1.61,,114329000.0,114329000.0,,,-568188000.0,,,,,,13286000.0,75380000.0,,270320000.0,,,,,,,810000.0,,-228740000.0,,,-335833000.0,76753951.0,,,,84228000.0,214222000.0,,75287000.0,,,,,-1280602000.0,,,,,,-76810000.0,,,-262091000.0,119548000.0,,,,,7811182000.0,,,,,,,,,0.0,,6530580000.0,134223000.0,,,,,,,,2013000.0,-109192000.0,,,,,,229203000.0,,,,6921776000.0,,,,,,,,,,1.63,,,,,,9383000.0,,49384000.0,,,,,,,,,,58936000.0,,,,,,,3423925000.0,,,,-5302000.0,,,,,-45806000.0,,0.0,7347000.0,125159000.0,13930000.0,,127334000.0,63435000.0,,3864952000.0,,,,,,77578617.0,,-70956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,3210639000.0,,,-22298000.0,,,,30351000.0,,,2.98,,286679000.0,286679000.0,,,-142622000.0,,,,,0.0,178311000.0,61756000.0,,7347000.0,,,,,,,811000.0,,-226178000.0,,,-67358000.0,76879070.0,,,,38815000.0,218492000.0,,103715000.0,,,,,-1301648000.0,,,,,,-13593000.0,,,71685000.0,127857000.0,,,,,7828678000.0,3795815000.0,319542000.0,,,,,,,0.0,,6527030000.0,153112000.0,,,,,,,0.0,3363000.0,-98321000.0,,,,84426000.0,68054000.0,235825000.0,,,,7091197000.0,6771655000.0,,,,,,,,,3.01,,,,,68054000.0,9318000.0,,48177000.0,,,,,,,,,,40769000.0,,,,,,,3402255000.0,,,,5408000.0,28364000.0,,,,11186000.0,134066000.0,1190000.0,79019000.0,231406000.0,,,233581000.0,56364000.0,0.0,3863869000.0,,,,,,77653020.0,,-71007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,40603000.0,2916396000.0,401033000.0,0.0,-4720000.0,,259305000.0,45435000.0,10088000.0,,-676992000.0,,,65706000.0,65706000.0,,20271000.0,87425000.0,127912000.0,-75111000.0,,42781000.0,0.0,-2932000.0,64257000.0,5307000.0,79019000.0,8002487000.0,6914069000.0,,77578852.0,,,771000.0,,-237236000.0,114378000.0,,-58442000.0,,,,,26267000.0,220353000.0,-11247000.0,61139000.0,,76783515.0,-902327000.0,,-1352744000.0,,-20313000.0,,771000.0,854208000.0,9912000.0,,,-13313000.0,119873000.0,,,114878000.0,,8002487000.0,532944000.0,259305000.0,-1352744000.0,,-21942000.0,,,613344000.0,-100000000.0,,6649743000.0,112303000.0,,,,,-18274000.0,,0.0,600000.0,-117363000.0,,,-27018000.0,149126000.0,3715060000.0,260478000.0,4248004000.0,7433000.0,-515472000.0,7173374000.0,6914069000.0,,411487000.0,-21942000.0,,3674457000.0,,-2932000.0,0.0,,240864000.0,,3674457000.0,-279192000.0,40603000.0,15960000.0,,-25522000.0,,-266309000.0,65706000.0,3550457000.0,,,7173374000.0,,,50955000.0,,633657000.0,,64257000.0,9428000.0,5.17,,259305000.0,2916396000.0,,-111247000.0,29256000.0,55025000.0,199452000.0,133259000.0,-74744000.0,71227000.0,4566000.0,65706000.0,-1806000.0,,260478000.0,2123000.0,55025000.0,29935000.0,4248004000.0,,259305000.0,3715060000.0,,5.22,,,-69469000.0,6649743000.0,532944000.0,-142159000.0,29935000.0,827807000.0,386855000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,3041363000.0,,,0.0,,,,81590000.0,,,0.59,,288846000.0,288846000.0,,,-102680000.0,26913000.0,,,,0.0,-43510000.0,57068000.0,,65706000.0,,,,,,,799000.0,,-156594000.0,,,63489000.0,78752744.0,,,,-8168000.0,219483000.0,,72748000.0,,,,,-1405309000.0,,,,,,4591000.0,,,24629000.0,90821000.0,,,,,8143692000.0,4225798000.0,288846000.0,,,,,,,,,6738383000.0,125388000.0,,,,,,,44118000.0,35000.0,-65773000.0,,,,65145000.0,6281000.0,251971000.0,,,,7273442000.0,6984596000.0,,,,,,,,,0.6,,,,,,7247000.0,,47048000.0,,,,,,,,,,52640000.0,,,,,,,3801311000.0,,,,0.0,29157000.0,,,,-129681000.0,154338000.0,3457000.0,90335000.0,47425000.0,,,47101000.0,56231000.0,0.0,4232079000.0,,,,,,79792281.0,,-68866000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,2990709000.0,,,-702000.0,,,,79858000.0,,,0.22,,483923000.0,483923000.0,,,-255267000.0,20500000.0,,,,0.0,-97860000.0,55263000.0,,90335000.0,,,,,,,799000.0,,-166174000.0,,,172922000.0,79662223.0,,,,5507000.0,222144000.0,,77106000.0,,,,,-1458917000.0,,,,,,2645000.0,,,125453000.0,98907000.0,,,,,8280442000.0,426999000.0,483923000.0,,,,,,,,,6821525000.0,130843000.0,,,,,,,39436000.0,1079000.0,-67267000.0,,,,65180000.0,4156610000.0,260954000.0,,,,7574318000.0,7090395000.0,,,,,4149888000.0,,,,0.22,,,,,6722000.0,5390000.0,,16723000.0,,,,,,,,,,53737000.0,,,,,,,4149888000.0,,,,-7929000.0,37385000.0,,,,-146376000.0,156964000.0,-22998000.0,215788000.0,17674000.0,,,16723000.0,65094000.0,0.0,4576887000.0,,,,,,80042294.0,,-71101000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
