date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1998-06-30,,378826340.0,,,,,,,,,7006803.0,580952381.0,45970568.0,,194965986.0,,,,828979592.0,,,1067959184.0,,,136055.0,,292993197,,,,3899863946.0,,,,85986394,,1023945578.0,,,,,,67006803.0,4480816327.0,,,,,,,-51995065.0,0.17688,67006803,67006803.0,,,,0.0,134013606.0,,,,,,154013605.0,,,,,,,3456870748.0,-128021360.0,388979592.0,,,-26989778.0,,92993197.0,,-7044976.0,,,2993197.0,,,194965986.0,,98979592.0,138979592.0,,500000000.0,,,,,,52993198.0,,88979592.0,,,,,,,0.0,,,3864829932.0,,388979592.0,21972789.0,388979592.0,438984843.0,,,,,-161006908.0,,,,,378826340.0,,,,35034014.0,,-628231293.0,-33945578.0,-30969933.0,,,,,109011843.0,,,,,,,,,,,4493061225.0,164965986.0,,-9090516.0,,4035953.0,,,,,-49979450.0,,3957879.0,,,,0.0,,,,131972789,0.17688,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,375151397.0,,,,,,,,,7972293.0,604979416.0,51018461.0,,214010325.0,33340.0,,,827942234.0,,,1143958701.0,,,-70707.0,,323988760,,,,3972815788.0,,,,99000196,,1041952558.0,,,,,,75998170.0,4577795204.0,,,,,,,25033653.0,0.20258,75998170,75998170.0,,,,65347.0,128994315.0,,,,,,166045873.0,,,,,,,3535842645.0,-130967118.0,401947331.0,,,-9996079.0,,105992289.0,,-1018088.0,,,3005947.0,,,198980592.0,,96974449.0,157942887.0,,499967327.0,,,,,,58942691.0,,102006142.0,,,,,,,0.0,,,3937789976.0,,401947331.0,26007972.0,401947331.0,388979592.0,,,,,-120941633.0,,,,,375151397.0,,,,35025812.0,,-603476443.0,-68027.0,-2036536.0,,,,,145975286.0,,,,,,,,,,,4541266419.0,184016206.0,,14979455.0,,3976345.0,,,,,12971633.0,,3002386.0,,,,0.0,,,,150018657,0.20258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,390012274.0,,212998256.0,,,,830027780.0,,35015182.0,32043413.0,24975458.0,611021384.0,70050181.0,,233025389.0,-34047385.0,1063053169.0,416047548.0,830027780.0,,,1193035726.0,1938110.0,,63859.0,-64603.0,368128513,-25066218.0,,416047548.0,4044253505.0,,,,108041418,,1063053169.0,300988436.0,,442987273.0,,-68027650.0,82991965.0,4655274889.0,266037858.0,300988436.0,,,,631048518.0,37009760.0,,82991965,82991965.0,,,3592221720.0,-64603.0,127979844.0,50003230.0,611021384.0,129206.0,500032302.0,53039602.0,165061457.0,300988436.0,,,,233025389.0,1193035726.0,3592221720.0,-97058168.0,416047548.0,4655274889.0,216034628.0,-5070139.0,141998837.0,89023839.0,,-8987300.0,,,2004601.0,,89023839.0,202015634.0,,106014600.0,203067056.0,,500032302.0,,3991213903.0,4044253505.0,539052910.0,0.79,95025638.0,,109980673.0,656050132.0,,,,416047548.0,,0.0,,106014600.0,3991213903.0,606046902.0,416047548.0,26988708.0,416047548.0,401947331.0,52974999.0,,4818269914.0,0.8,-112054259.0,,,,,,-14018993.0,,376235545.0,53039602.0,,-827056011.0,64604.0,-37945265.0,,127979844.0,292008528.0,,149064019.0,,56980425.0,,-362038891.0,,,-507009497.0,,202015634.0,,4818269914.0,212998256.0,,-11000529.0,,3004080.0,,-827056011.0,,,14060585.0,,7046810.0,,,,-1.0,-1.0,,,178091599,,,380998020.0,124039021.0,,,64604.0,,-52974998.0,,,,,,,0.0,1287098650.0,,,,,,,,,,,
1999-03-31,,375134537.0,,,,,,,,,8015899.0,756939384.0,116992382.0,,256972507.0,,,,849950315.0,,,1279960252.0,,,-1.0,,389996688,,,,4301821795.0,,,,117986089,,1106922822.0,,,,,,86982445.0,5058761179.0,,,,,,,106989069.0,0.23187,86982445,86982445.0,,,,-66247.0,137992714.0,,,,,,147002318.0,,,,,,,3951838357.0,-73998013.0,553958264.0,,,29016230.0,,101026830.0,,6028486.0,,,1987413.0,,,211990725.0,,102020537.0,242994370.0,,499966876.0,,,,,,125008281.0,,116992382.0,,,,,,,0.0,,,4246836701.0,,553958264.0,30009937.0,553958264.0,415965552.0,,,,,-103014243.0,,,,2981120.0,375134537.0,,,,54985094.0,,-848095396.0,-1.0,1987413.0,,,,,210003312.0,,,,,,,,,,,5094932097.0,236965883.0,,-3974826.0,,10003312.0,,,,,137992713.0,,993707.0,,,,-1.0,,,,234978471,0.23187,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,397417160.0,,,,,,,,,8999795.0,782982205.0,103979869.0,,196018272.0,,,,886957115.0,,,1325015341.0,,,0.0,,373014250,,,,4314038317.0,,,,110997477,,1082975387.0,,,,,,83998091.0,5097020522.0,,,,,,,32030499.0,0.19772,83998091,83998091.0,,,,-68180.0,141951320.0,,,,,,149042067.0,,,,,,,4014045135.0,-158973965.0,565009886.0,,,-47015821.0,,115020113.0,,6993945.0,,,2999932.0,,,220017727.0,,103020386.0,223972183.0,,524988068.0,,,,,,112974706.0,,110997477.0,,,,,,,0.0,,,4262016772.0,,565009886.0,26999386.0,565009886.0,553958264.0,,,,,-141957462.0,,,,2999932.0,424833558.0,,,,52021545.0,,-872843799.0,68182.0,-3964641.0,,,,,173987961.0,,,,,,,,,,,5134860571.0,175973273.0,,-23024560.0,,7996279.0,,,,,10981174.0,,6983384.0,,,,68180.0,,,,214977346,0.21136,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,399652057.0,,,,,,,,,7973286.0,836990596.0,88009622.0,,225977920.0,18604.0,,,894030258.0,,,1403979828.0,,,68148.0,,326018809,,,,4395870247.0,,,,104061606,,1120008178.0,,,,,,78983236.0,5232860842.0,,,,,,,33939407.0,0.19763,78983236,78983236.0,,,,1.0,140043615.0,,,,,,126005179.0,,,,,,,4112852665.0,-142999127.0,639975467.0,,,23042524.0,,99018672.0,,4968573.0,,,-68148.0,,,228976421.0,,97996456.0,200013630.0,,525010222.0,,,,,,95952024.0,,105969743.0,,,,,,,0.0,,,4343873518.0,,639975467.0,26986507.0,639975467.0,565009886.0,,,,,-166027341.0,,,,2998501.0,399652057.0,,,,51996729.0,,,-68181.0,17991948.0,,,,,199966748.0,,,,,,,,,,,4343873518.0,225977920.0,,24954954.0,,8986916.0,,,,,75027749.0,,20031632.0,,,,0.0,,,,192071228,0.19763,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,441003664.0,,304002212.0,,,,895071542.0,,29031589.0,81979677.0,9965931.0,744038156.0,76032297.0,,304002212.0,-40026886.0,1199073754.0,500034561.0,895071542.0,,,1445081911.0,-53984931.0,,-68148.0,1.0,332094359,-8018248.0,,500034561.0,4609179512.0,,,,108033785,,1199073754.0,331029239.0,,441003664.0,,-79007396.0,81063313.0,5353217668.0,419990322.0,331029239.0,,,,560033179.0,-90979298.0,,81063313,81063313.0,,,4154143914.0,1.0,133061450.0,34976153.0,744038156.0,-1.0,524987904.0,120964955.0,138062347.0,331029239.0,,,,304002212.0,1445081911.0,4154143914.0,-222079631.0,500034561.0,5353217668.0,385014170.0,-13061181.0,109974425.0,132992327.0,,-71975935.0,,,-1022216.0,,132992327.0,237022188.0,,111011267.0,194032012.0,,524987904.0,,4488214557.0,4609179512.0,702011474.0,0.83,85998227.0,,107011569.0,860993986.0,,,,500034561.0,,0.0,,111011267.0,4488214557.0,826017834.0,500034561.0,25948256.0,500034561.0,639975467.0,0.0,,5588235294.0,0.85,-209032751.0,,,,1995028.0,,-53984931.0,,389446164.0,120964955.0,,-1100020737.0,0.0,-35991218.0,,133061450.0,416050321.0,,118053453.0,,34976153.0,,-598050736.0,,,-620031797.0,,237022188.0,,5588235294.0,304002212.0,,-51940499.0,,7989646.0,,-1100020737.0,,,-140017396.0,,1022866.0,,,,0.0,0.0,,,184066082,,,398830408.0,83984240.0,,,0.0,,-19976498.0,,,,10990530.0,,,0.0,1421027165.0,,,,,,,,,,,
2000-03-31,,401544535.0,,,,,,,,,8000552.0,765018277.0,98006759.0,,286985309.0,,,,1244016829.0,,,1232981585.0,,,,,318021933,,,,4709014415.0,,,,81040073,,1531002138.0,,,,,,72004966.0,5474032692.0,,,,,,,42002897.0,0.17932,72004966,72004966.0,,,,1.0,130008967.0,,,,,,130974550.0,,,,,,,3943030554.0,-148975791.0,526036278.0,,,-14000965.0,,120973860.0,,,,,0.0,,,589006138.0,,118008138.0,187047383.0,,525001724.0,,,,,,106007310.0,,84005794.0,,,,,,,0.0,,,4594040968.0,,526036278.0,12000828.0,526036278.0,500034485.0,,,,,-134974826.0,,,,2000138.0,401544535.0,,,,114973447.0,,-1097592937.0,-2965722.0,-2000138.0,,,,,176977723.0,,,,,,,,,,,5691633905.0,286985309.0,,6965998.0,,-965584.0,,,,,26001793.0,,965584.0,,,,0.0,,,,179046832,0.17932,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,409989908.0,,,,,,,,,10000000.0,816959459.0,93006755.0,,286013514.0,,,,1330945946.0,,,1260945946.0,,,,,322972973,,,,4772837838.0,,,,78040541,,1616959459.0,,,,,,72027027.0,5589797297.0,,,,,,,16983589.0,0.17568,72027027,72027027.0,,,,-67568.0,127027028.0,,,,,,141959459.0,,,,,,,3972837838.0,-151024209.0,590000000.0,,,14479.0,,90000000.0,,,,,0.0,,,586959459.0,,137027027.0,181013514.0,,616959459.0,,,,,,102972973.0,,83040541.0,,,,,,,0.0,,,4650810811.0,,590000000.0,11013514.0,590000000.0,526036278.0,,,,,-151038688.0,,,,2027027.0,409989908.0,,,,122027027.0,,-1075270270.0,2965721.0,47000138.0,,,,,168022277.0,,,,,,,,,,,5726081081.0,286013514.0,,61029.0,,-2007389.0,,,,,63998207.0,,2007389.0,,,,0.0,,,,171047296,0.17568,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,396000000.0,,,,,,,,,7319183.0,797125557.0,75138592.0,,300086499.0,71389.0,,,1360702642.0,,,1346729656.0,,,-1263193.0,,312063344,,,,4923813960.0,,,,90491716,,1660789141.0,,,,,,85834054.0,5720939517.0,,,,,,,61447342.0,0.21958,85834054,85834054.0,,,,665379.0,127753012.0,,,,,,139064475.0,,,,,,,4060150376.0,-228311930.0,562246324.0,,,-1982640.0,,84503294.0,,1661508.0,,,665380.0,,,586200013.0,,149710560.0,172998869.0,,646749617.0,,,,,,82507153.0,,99141659.0,,,,,,,0.0,,,4810033934.0,,562246324.0,13307605.0,562246324.0,590000000.0,,,,,-111218504.0,,,,1330761.0,412000000.0,,,,113780026.0,,-1058620001.0,1.0,26861069.0,,,,,172665846.0,,,,,,,,,,,5868653935.0,300086499.0,,10272860.0,,-1019309.0,,,,,-28119635.0,,1019309.0,,,,0.0,,,,165679686,0.21958,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,366715562.0,,354047206.0,,,,1157487665.0,,6000800.0,40005334.0,9386840.0,864781971.0,72559722.0,,354047206.0,-42763127.0,1511534871.0,622749700.0,1157487665.0,,,308041072.0,32671023.0,,1330762.0,44005867.0,377352818,28003734.0,,622749700.0,3669822643.0,,,,117197963,,1511534871.0,-766102147.0,,-944125883.0,,-86678224.0,-996323719.0,4534604614.0,373383117.0,-766102147.0,,,,590078678.0,-80428494.0,,-996323719,-996323719.0,,,3023069743.0,44005867.0,146686225.0,34671290.0,864781971.0,1.0,676090145.0,105347380.0,178208294.0,-766102147.0,,,,354047206.0,308041072.0,3023069743.0,-108439637.0,622749700.0,4534604614.0,338711828.0,43972860.0,-178023736.0,70009335.0,,1310131.0,,,-1998892.0,,70009335.0,334711295.0,,128017069.0,199144524.0,,676090145.0,,3564475263.0,3669822643.0,704760635.0,-1.93,81946561.0,,-1210277989.0,740098679.0,,,,622749700.0,,0.0,,128017069.0,3564475263.0,705427390.0,622749700.0,-213954270.0,622749700.0,562246324.0,-1330177357.0,,5112681691.0,-1.93,-267523283.0,,,,677758.0,,-10001334.0,,396944118.0,105347380.0,,-1548206428.0,-666755.0,-17187112.0,,146686225.0,500066676.0,,187094789.0,,-234697960.0,,-636751567.0,,,-664755301.0,,334711295.0,,5112681691.0,354047206.0,,15371136.0,,-230705678.0,,-1548206428.0,,,60802659.0,,2008518.0,,,,0.0,0.0,,,189757685,,,396944118.0,122683024.0,,,-666755.0,,54673957.0,,,,6000800.0,,,0.0,1330177357.0,,,,,,,,,,,
2001-03-31,,396000000.0,,,,,,,,,10149064.0,867745005.0,67871868.0,,329210276.0,,,,1183000317.0,,,379955598.0,,,,,303837615,,,,3739295909.0,,,,76752299,,1512210593.0,,,,,,72312084.0,4607040913.0,,,,,,,27909927.0,0.1776,72312084,72312084.0,,,,634316.0,143989851.0,,,,,,149064383.0,,,,,,,3094830320.0,-150967333.0,664763717.0,,,-13954964.0,,29812877.0,,-12052014.0,,,634317.0,,,331747542.0,,172534095.0,154773232.0,,707262924.0,,,,,,78020933.0,,81192515.0,,,,,,,0.0,,,3632096416.0,,664763717.0,8880431.0,664763717.0,622898827.0,,,,,-137012369.0,,,,,396000000.0,,,,107199493.0,,-1472882969.0,0.0,27909927.0,,,,,164922296.0,,,,,,,,,,,5104979385.0,329210276.0,,17760863.0,,-3171583.0,,,,,41864891.0,,,,,,0.0,,,,144624167,0.1776,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,396000000.0,,,,,,,,,9914733.0,867208672.0,80849131.0,,294798070.0,,,,1197038800.0,,,401877190.0,,,,,333135039,,,,3747769185.0,,,,69403133,,1491836870.0,,,,,,66098222.0,4614977857.0,,,,,,,40171242.0,0.16525,66098222,66098222.0,,,,0.0,144094124.0,,,,,,172516359.0,,,,,,,3123140988.0,-94257070.0,680811686.0,,,-4552538.0,,25117324.0,,815316.0,,,0.0,,,327847181.0,,161279662.0,160618680.0,,725097495.0,,,,,,91215547.0,,73369026.0,,,,,,,0.0,,,3642012030.0,,680811686.0,7270804.0,680811686.0,664763717.0,,,,,-89704532.0,,,,3965893.0,396000000.0,,,,105757155.0,,-1534800714.0,-37675986.0,-19978140.0,,,,,129875774.0,,,,,,,,,,,5176812744.0,294798070.0,,-27014614.0,,-3438239.0,,,,,16301544.0,,,,,,0.0,,,,150703946,0.16525,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,396000000.0,,,,,,,,,10138774.0,832646854.0,182056518.0,,292123440.0,562344.0,,,1179266206.0,,,468284646.0,,264875483.0,,,332044864,,,,3827387365.0,,,,76674482,,1471389646.0,,,,,,65902034.0,4660034218.0,,,,,,,23167801.0,0.1711,65902034,65902034.0,,,,1.0,134972435.0,,,,,,160319371.0,,,,,,,3188644573.0,-462588790.0,439135669.0,,,9002401.0,,31683670.0,,2998944.0,,,-14574488.0,,,325074457.0,,96952031.0,171725493.0,,719219314.0,,,,,,95051011.0,,72238768.0,,,,,,,2720993600.0,,,3700019010.0,,439135669.0,6336734.0,704011152.0,680811686.0,,,,,-206715708.0,,,,5069387.0,396000000.0,,,,127368355.0,,-1471389646.0,-660983.0,-9199134.0,,,,,229883509.0,,,,,,,,,,,5171408656.0,285786706.0,,-28766653.0,,-3528952.0,,,,,-241931722.0,,-245779.0,,,,6336734.0,,,,258731000,0.1711,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,244377435.0,,496921724.0,,,,1757758512.0,158939565.0,6910416.0,130041462.0,16077383.0,1013946476.0,150438716.0,,505716799.0,-42970843.0,2263475311.0,574192738.0,1757758512.0,,,478703355.0,-63450182.0,158939565.0,,1.0,301269825,-9423294.0,107820577.0,574192738.0,6683000377.0,,,,8650928,8795075.0,2263475311.0,258198266.0,,268249780.0,,-86694308.0,54155430.0,7696946853.0,376931775.0,258198266.0,,,,660887046.0,38792492.0,,54155430,54155430.0,,,5433471542.0,1.0,378816434.0,45860033.0,1013946476.0,,792813167.0,233069481.0,179295258.0,258198266.0,,,,505716799.0,478703355.0,5433471542.0,10489409.0,574192738.0,7696946853.0,481216233.0,81807.0,10051514.0,113707752.0,,45302712.0,,,54266856.0,,113707752.0,586128911.0,,167106420.0,121974567.0,,792813167.0,,5103028019.0,6683000377.0,679105415.0,0.18,113323639.0,,42028375.0,621309210.0,,1346902877.0,1346902877.0,733132303.0,,0.0,,167106420.0,5103028019.0,725593668.0,574192738.0,-12127055.0,733132303.0,439135669.0,27013444.0,,6968212087.0,0.18,-115631344.0,,8795075.0,,4949404.0,,37064958.0,,396000000.0,233069481.0,,-1865184068.0,-1.0,-29515415.0,,378816434.0,623193869.0,,154423836.0,,-13820832.0,,-697323784.0,,,-549063953.0,,586128911.0,,6968212087.0,496921724.0,,-25429778.0,,-3682058.0,,-1865184068.0,,,134764156.0,,1207355.0,,,,0.0,0.0,,,159089644,,,396000000.0,-49001131.0,,,-1.0,,-30782762.0,,,,13820832.0,-157054906.0,,0.0,1282196256.0,,,,,,,,,,,
2002-03-31,,536000000.0,,,,,,,,,16945961.0,1088307287.0,,,502102554.0,,,,1454214523.0,,,-716751396.0,,87240319.0,627629.0,,478252683,,,,4134186908.0,,,,52093140,,1956317078.0,,,,,,45816858.0,5222494194.0,,,,,,,73432499.0,0.09,45816858,45816858.0,,,,-1.0,431808197.0,,,,,,286198456.0,,,,,,,3266177117.0,-6276282.0,753153832.0,,,-627628.0,,89750832.0,,,,,-1255256.0,,,229084290.0,,158162305.0,192054227.0,,793322036.0,,,,,,139961087.0,,47072114.0,,,,,,,0.0,,,3859913387.0,,753153832.0,1255256.0,840394151.0,574279797.0,,,,,-77825896.0,,8786795.0,,13180192.0,536000000.0,,,,274273521.0,,-1865310990.0,-1.0,33891922.0,,,,72177242.0,151258395.0,,,,,,,,,,,5725224377.0,493315760.0,,104813908.0,,,,,,,178874035.0,-116111216.0,35147179.0,,,,-1.0,,,,175108266,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,539000000.0,,,,,,,,,15838448.0,1171385204.0,,,475813370.0,,,,1422820564.0,,,-718009635.0,,29037154.0,-627630.0,,490331947,,,,4046723421.0,,,,59394178,,1898633934.0,,,,,,58734244.0,5218108625.0,,,,,,,86271850.0,0.11001,58734244,58734244.0,,,,659935.0,409159903.0,,,,,,289051673.0,,,,,,,3319474691.0,-28700290.0,886953079.0,,,3927305.0,,62693856.0,,,,,11878836.0,,,232297235.0,,192041180.0,201280274.0,,781363426.0,,,,,,141886096.0,,62033921.0,,,,,,,0.0,,,3766250907.0,,886953079.0,3299677.0,915990233.0,753153832.0,,,,,-90457612.0,,19798060.0,,15838448.0,541000000.0,,,,280472514.0,,-1959347984.0,2.0,-14093862.0,,,,57830017.0,176729462.0,,,,,,,,,,,5725598891.0,456015310.0,,-137810674.0,,,,,,,133935310.0,-109549264.0,46024866.0,,,,0.0,,,,185441825,0.11001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,540000000.0,,,,,,,,,15750016.0,1222831223.0,165450937.0,,449820450.0,204055.0,,,1434511435.0,,,-684180684.0,,,-629999.0,,473130473,,,,3987273987.0,,,,42210042,,1884331884.0,,,,,,34020034.0,5210105210.0,,,,,,,68355879.0,0.06,34020034,34020034.0,,,,0.0,433440434.0,,,,,,289170289.0,,,,,,,3325773326.0,-55113518.0,987840988.0,,,3630330.0,,63000063.0,,-956538.0,,,-3150003.0,,,234990235.0,,171990172.0,183960184.0,,766080766.0,,,,,,141750142.0,,35910036.0,,,,,,,0.0,,,3688023688.0,,987840988.0,1890002.0,987840988.0,886953079.0,,,,,-87496748.0,,32760033.0,,15120015.0,541000000.0,,,,299250299.0,,-1959301959.0,-1.0,361960.0,,,,28752900.0,155852627.0,,,,,,,,,,,5647325647.0,417060417.0,,-30003297.0,,-2880591.0,,,,,101101069.0,-136080136.0,1988038.0,,,,0.0,,,,207660979,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,274512296.0,,163944843.0,,,,1662324458.0,36220372.0,83243312.0,360932834.0,15039909.0,1328080320.0,6657822.0,,446082481.0,-58978179.0,2108406939.0,1044036347.0,1662324458.0,,,576984177.0,-44481159.0,36220372.0,15880683.0,1.0,506192435,11438012.0,,1044036347.0,6376691873.0,,,,121422143,,2108406939.0,228760247.0,,228124801.0,,-118828239.0,89530108.0,7704772193.0,547118256.0,228760247.0,34949482.0,-20969689.0,,1125373324.0,132872606.0,,89530108,89530108.0,158861282.0,,5596365254.0,1.0,353307492.0,64179958.0,1328080320.0,15250683.0,756815149.0,524242232.0,261642460.0,228760247.0,,,,446082481.0,576984177.0,5596365254.0,-30644485.0,1044036347.0,7704772193.0,482938298.0,4508005.0,-1270890.0,71805300.0,,11096570.0,,,-39962264.0,,71805300.0,552201817.0,,163944843.0,244549975.0,34949482.0,756815149.0,,3881298850.0,6376691873.0,651966703.0,0.36,123127832.0,,83224656.0,821630552.0,,1971150791.0,1971150791.0,1080256719.0,,0.0,,163944843.0,3881298850.0,757450594.0,1044036347.0,-7570896.0,1080256719.0,987840988.0,-31772256.0,,5556332211.0,0.36,-35253613.0,,,,13090018.0,,45116604.0,,635445131.0,524242232.0,,-1675033361.0,-635445.0,-81162752.0,,353307492.0,573806952.0,101123.0,168126219.0,,-59731842.0,,-120734575.0,,,-291033869.0,,552201817.0,,5556332211.0,163944843.0,,18518904.0,,-50911833.0,,-1675033361.0,,,56318982.0,-20969689.0,83229.0,,,,227489357.0,227489357.0,,,229510066,,,635445131.0,470229396.0,,,-635445.0,,-61002732.0,,,,57190062.0,,,0.0,1947003876.0,,,,,,,,,,,
