date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,,,,408800000.0,,,408800000.0,,,,,,,,,,176500000.0,,3771100000.0,,70600000.0,0.0,,,,-162000000.0,,,-28200000.0,460434783.0,10500000.0,,,,-1067700000.0,,265100000.0,,,4100000.0,,,,,219200000.0,,,,4838800000.0,84200000.0,,,,,,1806900000.0,,,,,46200000.0,,,,855400000.0,,,,,,15900000.0,,,228500000.0,,,,,,,,,,0.24,,,,,441250000.0,,,,,,,3081600000.0,535800000.0,,2662300000.0,,52200000.0,,,973500000.0,,,,,2542000000.0,,,6053800000.0,52200000.0,,,,176300000.0,,,,,3635800000.0,7117800000.0,,,105900000.0,,,4036200000.0,,,,,57200000.0,,0.23,0.0,,105900000.0,105900000.0,,450900000.0,,,,,,,,,,,,5289500000.0,,,-17600000.0,3367100000.0,,,,,,,,,-109100000.0,,0.0,2104300000.0,61300000.0,912200000.0,588000000.0,-42300000.0,764300000.0,10700000.0,,,,,,,,,,,,,,,,,,,,
,,,0.87,,440600000.0,3906900000.0,940900000.0,697300000.0,4189100000.0,3510600000.0,697300000.0,,85800000.0,2210500000.0,2200000.0,,,255300000.0,1084900000.0,3906900000.0,-118100000.0,102100000.0,0.0,,,,-258800000.0,5024200000.0,-286900000.0,7500000.0,,13100000.0,,436593407.0,,-1117300000.0,,282200000.0,362000000.0,0.0,5800000.0,,,,,297400000.0,,-787900000.0,,5024200000.0,31800000.0,-1117300000.0,-22700000.0,-953900000.0,,,1912600000.0,67000000.0,,,,67200000.0,,,-118100000.0,953600000.0,,,,,456666667.0,12800000.0,256700000.0,78600000.0,326100000.0,15100000.0,,,953600000.0,,45500000.0,,,-181100000.0,,2200000.0,27456000000.0,,1912600000.0,,985900000.0,,,,,,3315900000.0,807700000.0,256700000.0,2866200000.0,,74100000.0,343500000.0,3852100000.0,985900000.0,440600000.0,186600000.0,,,2695200000.0,239500000.0,860100000.0,8811700000.0,-4900000.0,-43600000.0,515300000.0,440600000.0,252000000.0,,,,397300000.0,3852100000.0,7505000000.0,858800000.0,,153200000.0,153000000.0,2650500000.0,4189100000.0,,,,-118100000.0,38600000.0,23945400000.0,,0.0,2425700000.0,153200000.0,153200000.0,,239500000.0,7505000000.0,3315900000.0,282200000.0,3532100000.0,918900000.0,100000.0,0.91,,224800000.0,,,7677900000.0,2866200000.0,,-19500000.0,3532100000.0,,,2695200000.0,397300000.0,,,,,-272900000.0,61900000.0,440600000.0,2210500000.0,67000000.0,918900000.0,881800000.0,-114200000.0,1133800000.0,-27900000.0,,,,,,,,,,,,,,,,,,,,
,,,,,550900000.0,,,716000000.0,,,,,,,2200000.0,,,215500000.0,,4102900000.0,,86200000.0,440600000.0,,,,-238500000.0,,,7200000.0,461785714.0,10400000.0,,,,-1167400000.0,,277300000.0,,,7200000.0,,,,,240000000.0,,,,5270300000.0,110300000.0,,,,91900000.0,,2384600000.0,,,,,53800000.0,,,-103700000.0,1041600000.0,,,,,,16600000.0,165100000.0,,274800000.0,,,,,,,,,,0.29,,,,,445862069.0,,,,,,-2700000.0,3867800000.0,608100000.0,,3426200000.0,,59600000.0,,,990600000.0,,,,,2824500000.0,,,6943500000.0,,,,,215200000.0,,,,,4416800000.0,8248000000.0,,,129300000.0,,,4380200000.0,,,,,1500000.0,,0.28,-100000.0,,129300000.0,129300000.0,,268800000.0,,,,,,,,,,,,6060600000.0,,,-5300000.0,3702900000.0,,,,,,,,,-139000000.0,,550900000.0,2706100000.0,69500000.0,921200000.0,667700000.0,-487600000.0,882900000.0,10700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,510000000.0,,,663500000.0,,,,,,,2200000.0,,,302700000.0,,4315800000.0,,121100000.0,550900000.0,,,,-276600000.0,,,46500000.0,465641026.0,10600000.0,,,,-1213400000.0,,296600000.0,,,1600000.0,,,,,168500000.0,,,,5529200000.0,-40900000.0,,,,11700000.0,,1976300000.0,,,,,-78200000.0,,,-86200000.0,1073000000.0,,,,,,22900000.0,153500000.0,,353100000.0,,,,,,,,,,0.41,,,,,442926829.0,,,,,,2900000.0,3495900000.0,646300000.0,,3049300000.0,,54800000.0,,,992200000.0,,,,,3006100000.0,,,7737000000.0,,,,,298300000.0,,,,,4041500000.0,8108300000.0,,,181600000.0,,,4612400000.0,,,,,-108100000.0,,0.39,0.0,,181600000.0,181600000.0,,298300000.0,,,,,,,,,,,,6737600000.0,,,-14300000.0,3937200000.0,,,,,,,,,-258400000.0,,510000000.0,2347600000.0,68800000.0,923400000.0,701100000.0,363200000.0,999400000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,527232000.0,,,668340000.0,,,,,,,2250000.0,,,200549000.0,,4444571000.0,,80220000.0,510000000.0,,,,-222817000.0,,,60119000.0,478750000.0,9604000.0,,,,-1258359000.0,,306671000.0,,,20234000.0,,,,,172447000.0,,,,5702930000.0,17246000.0,,,,11636000.0,,2007167000.0,,,,,-9502000.0,,,-116382000.0,954456000.0,,,,,,52663000.0,141108000.0,,255317000.0,,,,,,,,,,0.27,,,,,448113000.0,,,,,,,3447023000.0,613152000.0,,2961623000.0,,58107000.0,,,995099000.0,,,,,3126477000.0,,,6894608000.0,,,,,197210000.0,,,,,3956722000.0,8198265000.0,,,120329000.0,,,4751242000.0,,,,,-50370000.0,,0.26,0.0,,120329000.0,120329000.0,,245247000.0,,,,,,,,,,,,6026139000.0,,,-10354000.0,4107659000.0,,,,,,,,,-209998000.0,,527232000.0,2367481000.0,69764000.0,925335000.0,671259000.0,-33139000.0,868469000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,,1.35,,524505000.0,4834116000.0,1070358000.0,572531000.0,5163822000.0,4096523000.0,572531000.0,,58605000.0,2490088000.0,2236000.0,,,333636000.0,1291847000.0,4834116000.0,0.0,133454000.0,527232000.0,,9500000.0,,-490504000.0,6141389000.0,-280380000.0,-55214000.0,,8704000.0,,446255000.0,,-1307273000.0,,329706000.0,440586000.0,0.0,29568000.0,,,,,489411000.0,,-1228421000.0,,6141389000.0,-2727000.0,-1307273000.0,8264000.0,-1045664000.0,93723000.0,,2197139000.0,90391000.0,,,,122462000.0,,,-117029000.0,1197720000.0,,,,,475737000.0,6665000.0,48026000.0,83919000.0,408597000.0,58602000.0,,,1197720000.0,,39281000.0,,,,,2236000.0,32164296000.0,,2197139000.0,,880444000.0,,,,,,3470118000.0,937126000.0,48026000.0,3404359000.0,,81890000.0,420958000.0,4284803000.0,880444000.0,524505000.0,88560000.0,,,3326659000.0,233124000.0,1037450000.0,10589189000.0,,-88932000.0,631437000.0,524505000.0,326707000.0,,,,631437000.0,4284803000.0,8633940000.0,1052395000.0,9500000.0,200182000.0,-158063000.0,3059073000.0,5163822000.0,,,,-117029000.0,-1093000.0,28067773000.0,,0.0,2804676000.0,200182000.0,200182000.0,,233124000.0,8633940000.0,3470118000.0,329706000.0,4240280000.0,790053000.0,-10850000.0,1.41,-99946000.0,254397000.0,,,9243466000.0,3404359000.0,,-58978000.0,4240280000.0,,174375000.0,3326659000.0,631437000.0,,,208959000.0,,-438266000.0,98828000.0,524505000.0,2490088000.0,90391000.0,790053000.0,1019016000.0,-122841000.0,1345723000.0,0.0,,174375000.0,,,,,,,,,,,,,,,,,,
,,,,,606935000.0,,,606935000.0,,,,,,,2240000.0,,,215868000.0,,5110470000.0,,86347000.0,524505000.0,,,,-380406000.0,,,318004000.0,473920000.0,6964000.0,,,,-1356107000.0,,332382000.0,,,111000.0,,,,,118070000.0,,,,6466577000.0,82430000.0,,,,46932000.0,,2859489000.0,,,,,-84653000.0,,,-172721000.0,1308692000.0,,,,,,7952000.0,,,276530000.0,,,,,,,,,,0.29,,,,,447676000.0,,,,,,,4074905000.0,711807000.0,,4168181000.0,,64703000.0,,,913827000.0,,,,,3456180000.0,,,7637278000.0,,,,,211827000.0,,,,,5082008000.0,9517757000.0,,,129521000.0,,,5442852000.0,,,,,-262336000.0,,0.28,0.0,,129521000.0,129521000.0,,257560000.0,,,,,,,,,,,,6648941000.0,,,-11964000.0,4326786000.0,,,,,,,,,-345235000.0,,606935000.0,2993716000.0,90140000.0,823687000.0,776510000.0,-526641000.0,988337000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,511657000.0,,,537809000.0,,,,,,,2249000.0,,,294295000.0,,5375107000.0,,117718000.0,606935000.0,,15660000.0,,-347916000.0,,,-39160000.0,475488000.0,8902000.0,,,,-1418008000.0,,370390000.0,,,200932000.0,,,,,322737000.0,,,,6793115000.0,-95278000.0,,,,-26185000.0,,2536585000.0,,,,,59213000.0,,,-155297000.0,1361171000.0,,,,,,23519000.0,26152000.0,,356284000.0,,,,,,,,,,0.39,,,,,448788000.0,,,,,,,3760785000.0,742983000.0,,3913416000.0,,68916000.0,,,923233000.0,,,,,3632757000.0,,,8306309000.0,,,,,287368000.0,,,,,4836649000.0,9506282000.0,,,176577000.0,,,5745497000.0,,,,,-25179000.0,,0.38,0.0,,176577000.0,176577000.0,,241241000.0,,,,,,,,,,,,7207042000.0,,,-18943000.0,4559951000.0,,,,,,,,,-380776000.0,,511657000.0,2723367000.0,95406000.0,827827000.0,811899000.0,274367000.0,1099267000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,558576000.0,,,563502000.0,,,,,,,2253000.0,,,175428000.0,,5514694000.0,,70171000.0,511657000.0,,92400000.0,,-249973000.0,,,-65230000.0,475840000.0,9023000.0,,,,-1472112000.0,,368014000.0,,,-8976000.0,,,,,312754000.0,,,,6986806000.0,46919000.0,,,,20981000.0,,2586027000.0,,,,,124475000.0,,,-182894000.0,1209214000.0,,,,,,11066000.0,4926000.0,,257259000.0,,,,,,,,,,0.23,,,,,450195000.0,,,,,,,3693205000.0,718609000.0,,3887641000.0,,82609000.0,,,923172000.0,,,,,3738014000.0,,,7718895000.0,,,,,174650000.0,,,,,4810813000.0,9575913000.0,,,105257000.0,,,5882708000.0,,,,,62781000.0,,0.23,0.0,,105257000.0,105257000.0,,223070000.0,,,,,,,,,,,,6754347000.0,,,-4980000.0,4655250000.0,,231322000.0,,,,,,,-198409000.0,,558576000.0,2675311000.0,94878000.0,828294000.0,789898000.0,41349000.0,964548000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,322583000.0,1.29,,602585000.0,5826585000.0,1032563000.0,607584000.0,6207329000.0,4198897000.0,607584000.0,,394345000.0,2738504000.0,2259000.0,,,317890000.0,1293564000.0,5826585000.0,0.0,127156000.0,558576000.0,,194552000.0,,-469254000.0,7375174000.0,-271355000.0,180731000.0,,7135000.0,,449631000.0,,-1548589000.0,,380744000.0,524505000.0,0.0,-184948000.0,,,,,279002000.0,,-1447549000.0,,7375174000.0,44009000.0,-1548589000.0,40797000.0,-1339843000.0,-129000.0,,2727639000.0,119434000.0,,,,-59158000.0,,,-173610000.0,231078000.0,,,,,475827000.0,19463000.0,4999000.0,78080000.0,403491000.0,7119000.0,,,231078000.0,,32024000.0,,,,,2259000.0,34797037000.0,,2727639000.0,,978827000.0,,,,,,3882457000.0,1035231000.0,4999000.0,4112189000.0,,85069000.0,401392000.0,5091016000.0,978827000.0,602585000.0,39877000.0,,,3928748000.0,211601000.0,992267000.0,11134555000.0,,-43895000.0,602089000.0,602585000.0,318422000.0,,,,602089000.0,5091016000.0,10089786000.0,1003481000.0,194552000.0,190734000.0,-414986000.0,3206630000.0,6207329000.0,,322583000.0,,-173610000.0,-190252000.0,30598140000.0,,0.0,3206630000.0,190734000.0,190734000.0,,211601000.0,10089786000.0,3882457000.0,380744000.0,4882940000.0,859393000.0,,1.34,,301297000.0,636337000.0,,9987810000.0,4112189000.0,,-8008000.0,4882940000.0,636337000.0,324768000.0,3928748000.0,602089000.0,,,41599000.0,,-415423000.0,62000000.0,602585000.0,2738504000.0,119434000.0,859393000.0,828323000.0,-60430000.0,1146745000.0,0.0,,324768000.0,,,,,,,,,,,,,,,,,,
,,345800000.0,,,824471000.0,,,824471000.0,,,,,,,2262000.0,,,216093000.0,,6044415000.0,,86437000.0,602585000.0,,274041000.0,,-309560000.0,,,303235000.0,477395000.0,6238000.0,,,,-1601509000.0,,375687000.0,,,220339000.0,,,,,224732000.0,,,,7645924000.0,221886000.0,,,,4912000.0,,3391985000.0,,,,,18049000.0,,,-197705000.0,307807000.0,,,,,,9589000.0,,,289471000.0,,,,,,,,,,0.29,,,,,451990000.0,,,,,,-5668000.0,4688711000.0,816802000.0,,5010480000.0,,74117000.0,,,978813000.0,,,,,4058404000.0,,,8466553000.0,,,,,215354000.0,,,,,5989293000.0,11108813000.0,,,129656000.0,,,6420102000.0,,,,,-84828000.0,,0.28,0.0,,129656000.0,129656000.0,,203131000.0,,,,,,,,,,690847000.0,,7434397000.0,,,2354000.0,5002762000.0,,377292000.0,,,,,,,-302030000.0,,824471000.0,3283817000.0,128153000.0,850660000.0,816802000.0,-556073000.0,1032156000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,361367000.0,,,774551000.0,,,774551000.0,,,,,,,2269000.0,,,320928000.0,,6159833000.0,,128372000.0,824471000.0,,142294000.0,,-215610000.0,,,-166519000.0,479931000.0,6199000.0,,,,-1651912000.0,,416759000.0,,,-217962000.0,,,,,347405000.0,,,,7811745000.0,-49920000.0,,,,-22000.0,,3051533000.0,,,,,66578000.0,,,-199383000.0,244992000.0,,,,,,28224000.0,,,404339000.0,,,,,,,,,,0.43,,,,,452882000.0,,,,,,-4265000.0,4312756000.0,848621000.0,,4558474000.0,,85138000.0,,,978705000.0,,,,,4250960000.0,,,9382852000.0,,,,,319201000.0,,,,,5537179000.0,10889348000.0,,,192556000.0,,,6576592000.0,,,,,131795000.0,,0.41,0.0,,192556000.0,192556000.0,,205791000.0,,,,,,,,,,758288000.0,,8212030000.0,,,-24962000.0,5233997000.0,,323778000.0,,,,,,,-229853000.0,,774551000.0,3008636000.0,125076000.0,853629000.0,851621000.0,272337000.0,1170822000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
,,368243000.0,,,841114000.0,,,841114000.0,,,,,,,2273000.0,,,217283000.0,,6339200000.0,,86913000.0,774551000.0,,54804000.0,,-236432000.0,,,17212000.0,480256000.0,8643000.0,,,,-1726910000.0,,422764000.0,,,584000.0,,,,,278179000.0,,,,8066110000.0,66563000.0,,,,3000.0,,2840677000.0,,,,,77329000.0,,,-178886000.0,367025000.0,,,,,,17162000.0,,,286581000.0,,,,,,,,,,0.29,,,,,454272000.0,,,,,,-18591000.0,4385553000.0,812694000.0,,4328577000.0,,70279000.0,,,1292021000.0,,,,,4381330000.0,,,8616747000.0,,,,,216302000.0,,,,,5620598000.0,11147517000.0,,,130370000.0,,,6761964000.0,,,,,41747000.0,,0.28,0.0,,130370000.0,130370000.0,,229948000.0,,,,,,,,,,697828000.0,,7583251000.0,,,-3246000.0,5408138000.0,,289167000.0,,,,,,,-232822000.0,,841114000.0,3025324000.0,124515000.0,1167506000.0,817194000.0,-6917000.0,1033496000.0,-4500000.0,,,,,,,,,,,,,,,,,,,,
,,360515000.0,1.48,,805518000.0,6523619000.0,1018243000.0,805518000.0,6989724000.0,4779378000.0,805518000.0,,217828000.0,3127221000.0,2277000.0,,,383880000.0,1473316000.0,6523619000.0,0.0,136479000.0,841114000.0,,103774000.0,,-277003000.0,8317302000.0,-380158000.0,63900000.0,,8016000.0,,453650000.0,,-1793683000.0,,466105000.0,602585000.0,0.0,947000.0,,,,,167927000.0,,-1038605000.0,,8317302000.0,-35596000.0,-1793683000.0,12179000.0,-1033815000.0,35000.0,,2884269000.0,145925000.0,,,,-246061000.0,,,-157725000.0,347975000.0,,,,,479262000.0,11796000.0,,202933000.0,492925000.0,3908000.0,,,347975000.0,,29096000.0,,,,,2277000.0,38762499000.0,,2884269000.0,,1356563000.0,,,,,,4630539000.0,1178276000.0,,4449733000.0,,112247000.0,438201000.0,5806296000.0,1356563000.0,805518000.0,-84105000.0,,,4628731000.0,222939000.0,1131535000.0,12296347000.0,,-32987000.0,699983000.0,805518000.0,380678000.0,,,,699983000.0,5806296000.0,11620263000.0,1138184000.0,103774000.0,247401000.0,-20362000.0,3647843000.0,6989724000.0,,360515000.0,,-157725000.0,-109076000.0,33983121000.0,,0.0,3647843000.0,247401000.0,247401000.0,,222939000.0,11620263000.0,4630539000.0,466105000.0,5694237000.0,1210638000.0,,1.54,,341781000.0,753200000.0,,10753443000.0,4449733000.0,,-7133000.0,5694237000.0,753200000.0,474861000.0,4628731000.0,699983000.0,,,4928000.0,,-269110000.0,66771000.0,805518000.0,3127221000.0,145925000.0,1210638000.0,1162226000.0,-89505000.0,1542904000.0,0.0,,474861000.0,,,,,,,,,,,,,,,,,,
,,392489000.0,,,712854000.0,,,712854000.0,,,,,,,2279000.0,,,236958000.0,,6710094000.0,,91229000.0,805518000.0,,75624000.0,,-283149000.0,,,-114770000.0,478857000.0,8468000.0,,,,-1850629000.0,,455721000.0,,,1234000.0,,,,,300363000.0,,,,8560723000.0,-92664000.0,,,,,,3241358000.0,,,,,58539000.0,,,-171191000.0,385368000.0,,,,,,6028000.0,,,323413000.0,,,,,,,,,,0.32,,,,,455570000.0,,,,,,3338000.0,5069640000.0,911896000.0,,4891736000.0,,85621000.0,,,1387104000.0,,,,,4774460000.0,,,9198585000.0,,,,,237792000.0,,,,,6278840000.0,12235455000.0,,,145729000.0,,,7165815000.0,,,,,17214000.0,,0.31,0.0,,145729000.0,145729000.0,,220695000.0,,,,,,,,,,796897000.0,,8048897000.0,,,2874000.0,5835671000.0,,459892000.0,,,,,,,-275981000.0,,712854000.0,3676199000.0,151673000.0,1235431000.0,911896000.0,-552575000.0,1149688000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,405130000.0,,,1169002000.0,,,1169002000.0,,,,,,,2280000.0,,,296040000.0,,6807240000.0,,113975000.0,712854000.0,,102995000.0,,-166074000.0,,,9191000.0,478564000.0,8003000.0,,,,-1908757000.0,,474953000.0,,,1771000.0,,,,,606150000.0,,,,8715997000.0,456148000.0,,,,,,2869819000.0,,,,,318846000.0,,,-144965000.0,442709000.0,,,,,,3377000.0,,,384449000.0,,,,,,,,,,0.4,,,,,455927000.0,,,,,,-2943000.0,5060650000.0,974196000.0,,4752661000.0,,89389000.0,,,1418258000.0,,,,,4956525000.0,,,10114167000.0,,,,,295060000.0,,,,,6170919000.0,12342843000.0,,,182065000.0,,,7282193000.0,,,,,440076000.0,,0.39,0.0,,182065000.0,182065000.0,,220105000.0,,,,,,,,,,932008000.0,,8840411000.0,,,-12494000.0,6049142000.0,,453114000.0,,,,,,,-167727000.0,,1169002000.0,3218429000.0,165201000.0,1253057000.0,978696000.0,476085000.0,1273756000.0,-4500000.0,,,,,,,,,,,,,,,,,,,,
,,408713000.0,,,1289472000.0,,,1289472000.0,,,,,,,2284000.0,,,250050000.0,,6902330000.0,,96270000.0,1169002000.0,,92268000.0,,-159163000.0,,,83809000.0,479183000.0,8715000.0,,,,-1984184000.0,,496655000.0,,,1241000.0,,,,,169646000.0,,,,8886514000.0,120470000.0,,,,,816000.0,2885425000.0,,,,,-85948000.0,,,-81301000.0,447526000.0,,,,,,11510000.0,,,341485000.0,,,,,,,,,,0.34,,,,,456370000.0,,,,,,,5199846000.0,929162000.0,,4716419000.0,,91899000.0,,,1472281000.0,,,,,5110305000.0,,,9543071000.0,,,,,249586000.0,,,,,6188700000.0,12598831000.0,,,153780000.0,,,7398985000.0,,,,,10483000.0,,0.33,0.0,,153780000.0,153780000.0,,237229000.0,,,,,,,,,,882487000.0,,8358323000.0,,,-11235000.0,6285944000.0,,421972000.0,,,,,,,-152839000.0,,1289472000.0,3251173000.0,174896000.0,1297385000.0,935162000.0,4609000.0,1184748000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,
,,401357000.0,1.53,,1545439000.0,6960008000.0,1507208000.0,1545439000.0,7480150000.0,5310169000.0,1545439000.0,,-1428000.0,3339428000.0,2287000.0,,,375185000.0,1547930000.0,6960008000.0,0.0,135759000.0,1289472000.0,,47421000.0,,-202279000.0,9005426000.0,-162759000.0,20342000.0,,11734000.0,,456335000.0,,-2045418000.0,,520142000.0,805518000.0,0.0,1841000.0,,,,,431049000.0,,-810665000.0,,9005426000.0,255967000.0,-2045418000.0,68693000.0,-790588000.0,,50739000.0,3131320000.0,209835000.0,,,,4515000.0,,,-77980000.0,489356000.0,,,,,479326000.0,13752000.0,,739921000.0,498583000.0,6087000.0,,,489356000.0,,36920000.0,,,,,2287000.0,42545552000.0,,3131320000.0,,1499484000.0,,,,,,5711538000.0,1343287000.0,,5011107000.0,,124393000.0,437233000.0,6510591000.0,1499484000.0,1545439000.0,295952000.0,,,5349731000.0,270581000.0,1156628000.0,13689729000.0,,-31752000.0,721000000.0,1545439000.0,374190000.0,,,,721000000.0,6510591000.0,13191688000.0,1158233000.0,47421000.0,239426000.0,696543000.0,4153541000.0,7480150000.0,,401357000.0,,-77980000.0,228770000.0,37235383000.0,,0.0,4153541000.0,239426000.0,239426000.0,,270581000.0,13191688000.0,5711538000.0,520142000.0,6554980000.0,1289649000.0,,1.58,,391302000.0,941653000.0,,11987752000.0,5011107000.0,,-10897000.0,6554980000.0,941653000.0,556090000.0,5349731000.0,721000000.0,,,,,-194041000.0,34667000.0,1545439000.0,3339428000.0,209835000.0,1289649000.0,1327787000.0,-90878000.0,1701977000.0,0.0,,556090000.0,,,,,,,,,,,,,,,,,,
