,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
757296000,,,,,,,,,,,,,,,,1035601868280.0,,,,,,,,,,,,21.204884,,,,,,,,,,,,,1035601868280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035601868280.0,792105263.0,,,,,,,,,,,,,,,,,,,,,16796499825.0,16796499825.0,,,,,,,,,,21.204884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792105263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16796499825.0,,,,,,,,,,,,,,,,,,,
765072000,2270463524484.0,668653677948.0,,-197361129168.0,,,1112993238252.0,,874797356844.0,,-1225114387116.0,18673178160.0,,,2015861922264.0,-2649648230274.0,,,,,,,,,318962506944.0,550448356200.0,,,-4986354168.0,102599880.0,,,,,,78304228416.0,15236082180.0,,486897990528.0,1324400290992.0,-2649648230274.0,,117199842924.0,,,3719214870036.0,,,,1212279142128.0,,2237436623112.0,,,139135697268.0,2015861922264.0,1402171000032.0,,2833152046368.0,21.545975,,,,318962506944.0,,49114562556.0,1430981046336.0,,880348010352.0,1045349137368.0,12968624832.0,,21.545975,,970280735886.0,,,,-18570578280.0,,,487339170012.0,,-1225114387116.0,15236082180.0,2506935727908.0,364824653304.0,,15236082180.0,422013826416.0,,,,,,-215490527964.0,-11526712890.0,-11526712890.0,,385929448620.0,486897990528.0,1324400290992.0,10259988.0,,,65161183788.0,979890413928.0,,,880348010352.0,,,1402171000032.0,,,4253298545376.0,,-118523381376.0,238195881408.0,,669382137096.0,979890413928.0,,,,65161183788.0,,-450433993176.0,707142857.0,,,,,669382137096.0,523433807796.0,119682760020.0,482352815844.0,,,523433807796.0,1045349137368.0,,,,,336496826436.0,1430981046336.0,550448356200.0,,,,707142857.0,482352815844.0,,0.0,,482352815844.0,337481785284.0,,99285903876.0,,,2237436623112.0,,,,364824653304.0,2270463524484.0,482352815844.0,,,1395358368.0,,668653677948.0,2833152046368.0,,93540310596.0,-11526712890.0,,,4253298545376.0,,,385929448620.0,,,,,,,,,,,,,
772934400,2200275625095.0,,,,,,,,,,,,,,,31608997303.0,,,,,,,,,278033173412.0,570940590027.0,,5.906384,,,,,0.0,0.0,,,,,,1388019880946.0,82649997308.0,,,,,,,300191956635.0,,,21479549086.0,,,,,2025653388048.0,1430358808819.0,,,,217541959327.0,,,,,,1487581823868.0,17591179751.0,883043753992.0,1024836341084.0,,,,,859624942225.0,658333333.0,,,,,,,,-1175439284011.0,,,,,,,,,,,0.0,,3888369335.0,3888369335.0,,398021360309.0,435448145655.0,,,,,,,5.906384,,,,,,,,,559432985590.0,,,,,942078060073.0,,,,147482403486.0,,,,8593788429.0,,,268582959332.0,710892354168.0,,,,,,498144409692.0,,,,,658333333.0,,,,,,0.0,,501973715189.0,,,,501973715189.0,,,,,,2378776387504.0,,,,423970073137.0,,,,16764286019.0,,,855795636728.0,2917940632687.0,0.0,,3888369335.0,,,4404429775552.0,,,,,,,,,,,,,,,,
780883200,2226424539885.0,,,,,,,,,,,,,,,-298231033009.0,,,,,,,,,283784710300.0,628568301361.0,,-377.720416,,,,,0.0,0.0,,,,,,1067969867783.0,-241859721740.0,,,,,,,292515786927.0,,,-307377404334.0,,,,,2171457320214.0,1566481712887.0,,,,534375508667.0,,,,,,1538301001237.0,8909060069.0,569566790338.0,1045731825502.0,,,,,981509466847.0,837356021.0,,,,,,,,-1180692714383.0,,,,,,,,,,,0.0,,-316286464403.0,-316286464403.0,,436899910265.0,540891680238.0,,,,,,,-377.720416,,,,,,,,,688993679920.0,,,,,967211463673.0,,,,134189627299.0,,,,9897856969.0,,,590746819936.0,768136983796.0,,,,,,229321777048.0,,,,,837356021.0,,,,,,0.0,,514797330047.0,,,,514797330047.0,,,,,,2098049038358.0,,,,397021731288.0,,,,17926887797.0,,,822995435808.0,3104782714124.0,0.0,,-316286464403.0,,,4269506358572.0,,,,,,,,,,,,,,,,
788832000,2220250476606.0,,,,,,,,,,,,,,,70576879002.0,,,,,,,,,281561039358.0,665359520700.0,,30.854368,,,,,0.0,0.0,,,,,,1081754149092.0,124920379122.0,,,,,,,374751184344.0,,,55945936662.0,,,,,2300850048762.0,1636615219548.0,,,,249830805222.0,,,,,,1556184848766.0,30804603090.0,585934405140.0,1031789978652.0,,,,,1138038488502.0,814838710.0,,,,,,,,-1188460497954.0,,,,,,,,,,,0.0,,25141333572.0,25141333572.0,,452354896878.0,542937350100.0,,,,,,,30.854368,,,,,,,,,763287304158.0,,,,,968667913128.0,,,,135162038760.0,,,,6310215948.0,,,304174305342.0,755464228866.0,,,,,,226918948578.0,,,,,814838710.0,,,,,,0.0,,539294544048.0,,,,539294544048.0,,,,,,2072358522708.0,,,,428318348748.0,,,,18005016798.0,,,813649595478.0,3192800068314.0,0.0,,25141333572.0,,,4373208571470.0,,,,,,,,,,,,,,,,
796608000,2269688448776.0,819329398230.0,,-216353764221.0,,,1414840088655.0,,1201423917974.0,,-1270457366164.0,-18385879568.0,,,2083980697162.0,26326859563.0,,,,,,,,,311462675069.0,606673545877.0,,,-8423981475.0,-2522874452.0,,,0.0,-269809326668.0,,63270580863.0,-284782413741.0,,493161475499.0,978365528497.0,79220691428.0,,67262252085.0,,,3867056776037.0,,285929637700.0,,1249203012904.0,4242612126.0,2016537005476.0,,,-39726632638.0,2083980697162.0,1561953045142.0,,3025911425782.0,-338.687255,206708946272.0,,,311462675069.0,,-80835662236.0,1463958380640.0,6060610407.0,552751424456.0,999231082612.0,-84205254826.0,,-338.687255,,900349555475.0,,,,-18135320119.0,,,470084086248.0,,-1270457366164.0,-284782413741.0,2617853763133.0,462118023766.0,,-284782413741.0,79055826150.0,,,,,176627131583.0,-269809326668.0,-1817998281.0,-1817998281.0,,462178503633.0,493161475499.0,978365528497.0,57559553422.0,,,121780532195.0,879999344812.0,,,552751424456.0,,,1561953045142.0,,,4100517702638.0,614419917775.0,90331001355.0,213416170681.0,,702249015699.0,879999344812.0,,,,121780532195.0,,-111879113969.0,840841837.0,-6270382008.0,,,259602778137.0,702249015699.0,197976524634.0,18403159530.0,461660104773.0,,,197976524634.0,999231082612.0,,,,,176627131583.0,1463958380640.0,606673545877.0,,,0.0,840841837.0,461660104773.0,,0.0,,461660104773.0,47779094930.0,,-165637075751.0,,,2016537005476.0,,,,462118023766.0,2269688448776.0,461660104773.0,,14789920101.0,-27077700454.0,,819329398230.0,3025911425782.0,-39726632638.0,-221511832878.0,-1817998281.0,,,4100517702638.0,,,462178503633.0,,,,,,,,,,,,,
804470400,2267658798641.31,,,,,,,,,,,,,,,15685479816.69,,,,,,,,-352368858188.76,243356586072.0,633675623570.76,,10.187968,,,,,0.0,0.0,,,,,,979802823409.38,15685479816.69,,,,,,,255005847824.76,,,27663388424.28,,,,,2172940669566.0,1640374681444.14,,,,239320368008.07,,,,71692303502.55,,1520894782016.76,20199173962.14,592156684110.21,1019259208829.31,,,,,891630972915.45,747822000.0,,,,,,,,-1248399589812.0,,,,,,,,,,,0.0,,7464214462.14,7464214462.14,,493685902069.17,459850897572.0,,,,,,,10.187968,,,,,,,,,636625125090.69,,,,,902348290332.0,,,,124860589615.59,,,,21171955068.48,,,239320368008.07,797769821714.76,,,,,,204284711529.24,,,,,747822000.0,,,,,,0.0,,537194551602.0,299237588358.0,,,465502248099.45,,,,,,2068607900767.38,,,,546848160301.38,,,,15819281791.17,,,845063980408.83,3161269463460.9,0.0,,7464214462.14,,,4241548570333.38,,,,,,,,,,,,,,,,
812419200,2548654956094.76,,,,,,,,,,,,,,,61087817598.1,,,,,,,,-240458523240.8,269738571671.56,700896424779.62,,10.851551,,,,,0.0,0.0,,,,,,1100383534209.28,61087817598.1,,,,,,,365163753532.32,,,17145055346.16,,,,,2508877512215.4,1978810438950.76,,,,304075935934.22,,,,59257752914.64,,1665492533321.9,8474863717.68,594895519005.02,1098059132070.76,,,,,1162315799744.98,747822000.0,,,,,,,,-1450595824024.0,,,,,,,,,,,0.0,,8670191628.48,8670191628.48,,592732213067.68,571377446641.94,,,,,,,10.851551,,,,,,,,,797152046212.66,,,,,921786840075.74,,,,150973480178.48,,,,-32250611082.28,,,304075935934.22,927153227798.82,,,,,,230026631697.64,,,,,747822000.0,,,,,,0.0,,556642323383.12,301592607904.64,,,497384570468.48,,,,,,2338351116263.08,,,,706536567529.2,,,,17592040580.42,,,1010265352494.68,3644302972272.66,0.0,,8670191628.48,,,4847228628478.48,,,,,,,,,,,,,,,,
820368000,2614283800697.84,,,,,,,,,,,,,,,110485555650.74,,,,,,,,-211453775792.62,281679688039.43,718470220318.66,,45.388433,,,,,0.0,0.0,,,,,,1158806208163.99,110485555650.74,,,,,,,412881453002.42,,,70113782185.7,,,,,2653667963118.66,2085267066822.11,,,,302395897351.68,,,,43557628853.56,,1732251719344.13,32918683267.01,628044907964.9,1097443625365.84,,,,,1344981824485.64,747822000.0,,,,,,,,-1516840175332.0,,,,,,,,,,,0.0,,37195098918.69,37195098918.69,,650461739344.73,585522857477.01,,,,,,,45.388433,,,,,,,,,932100371483.22,,,,,925368132128.83,,,,156421847870.57,,,,-25007685671.31,,,302395897351.68,891465138794.56,,,,,,234800966897.52,,,,,747822000.0,,,,,,0.0,,536792288260.54,300086451346.04,,,493234659406.98,,,,,,2428709890582.68,,,,781273989026.44,,,,19413251812.82,,,1096465298319.32,3817518786166.24,0.0,,37195098918.69,,,5082377853701.34,,,,,,,,,,,,,,,,
828230400,2602403666892.0,1159422734304.0,,-252756212400.0,,,1381944591297.0,,1152268448292.0,,-1470012995304.0,5119384302.0,,,2550181663008.0,50782983733.53,,,,,,,,,356868209889.0,422959675428.0,,,-16386313770.0,1049580882.0,,,0.0,-374850315000.0,,77958155511.0,54813826062.0,,300769182747.0,1181303282691.0,50782983733.53,,67794356970.0,,,4640229209349.0,,587839736919.22,,1619717501106.0,17862704173.74,2547911141100.0,,,-16150693572.0,2550181663008.0,1725318189846.0,,3808222160184.0,67.188224,307380610180.69,,,356868209889.0,,-33340258017.0,2082903970338.0,16354291928.18,623750924160.0,1132390671588.0,-69872098716.0,,67.188224,,1244819860432.39,,,,-18967425939.0,,,480493843776.0,,-1470012995304.0,54813826062.0,3020511708243.0,1001589331671.0,,54813826062.0,419993002935.0,,,,,236605518828.0,-374850315000.0,1508412245.56,1508412245.56,,704761432236.0,300769182747.0,1181303282691.0,-38898752688.0,,,162063856188.0,1216078681914.0,,,623750924160.0,,,1725318189846.0,,,5098092804108.0,656980123513.17,131829500781.0,229676143005.0,,865529377335.0,1216078681914.0,,,,162063856188.0,,-550954992987.0,815824899.0,5480819137.4,,,537056753185.69,865529377335.0,256097735208.0,-30384295533.0,464107530006.0,,,256097735208.0,1132390671588.0,,,,,236605518828.0,2082903970338.0,422959675428.0,,,0.0,815824899.0,464107530006.0,,0.0,,464107530006.0,467449052814.0,,237772909809.0,,,2547911141100.0,,,,1001589331671.0,2602403666892.0,464107530006.0,,15016790000.57,-14190761925.0,,1159422734304.0,3808222160184.0,-16150693572.0,132771981573.0,1508412245.56,,,5098092804108.0,,,704761432236.0,,,,,,,,,,,,,
836092800,2665012029149.0,,,,,,,,,,,,,,,55724099750.5,,,,,,,,-164209563153.2,327862110399.1,397776555473.4,,19.215018,,,,,0.0,0.0,,,,,,1221589576957.8,55724099750.5,,,,,,,305733876645.9,,,43277380014.7,,,,,2572455156453.2,1812979942764.2,,,,250009776895.4,,,,62222399068.8,,2076470975937.6,26054904929.4,638159169400.9,1157939776589.0,,,,,1180760080372.5,748136000.0,,,,,,,,-1507072252560.0,,,,,,,,,,,0.0,,17222475085.3,17222475085.3,,748141647367.0,252292411174.3,,,,,,,19.215018,,,,852057889408.3,,65485218840.4,,,875026203726.6,,,,,1153957766162.4,,,,174371562408.2,,,,1046614553.2,,,250009776895.4,903061463259.6,,,,,,262478676251.4,,,,,748136000.0,,,,,,0.0,,489473693386.2,302396502606.4,,,427251294317.4,,,,,,2647272395592.7,,,,1097425757276.1,,,,17394751442.2,,,1226853942752.3,3889450918701.8,0.0,,17222475085.3,,,5219727552045.9,,,,,,,,,,,,,,,,
844041600,2703593467292.39,,,,,,,,,,,,,,,80897461861.89,,,,,,,,-153710847798.1,329268351557.3,466447883471.44,,37.876003,,,,,0.0,0.0,,,,,,1252032733190.72,80897461861.89,,,,,,,351865397985.76,,,62911930247.39,,,,,2756839107272.07,1994575069846.22,,,,270967936123.87,,,,60758122454.05,,2107247602160.45,28145101126.49,660073132052.52,1174561490036.39,,,,,1363418706789.46,748136000.0,,,,,,,,-1529031977256.0,,,,,,,,,,,0.0,,34766829120.9,34766829120.9,,779181799944.5,253473232953.43,,,,,,,37.876003,,,,939497442935.49,,85783020700.45,,,1011553308803.7,,,,,1154195451608.2,,,,173870350607.75,,,,-1472262532.16,,,270967936123.87,939501564735.86,,,,,,260646947997.39,,,,,748136000.0,,,,,,0.0,,548571748043.42,301574866071.35,,,487813625589.37,,,,,,2707592282051.35,,,,1188870932720.9,,,,17320139354.77,,,1272383844017.57,4101822672006.67,0.0,,34766829120.9,,,5464431389323.42,,,,,,,,,,,,,,,,
851990400,2781894191371.27,,,,,,,,,,,,,,,164548821343.74,,,,,,,,-132676780570.7,373581154695.54,507412418320.63,,82.388478,,,,,0.0,0.0,,,,,,1346506460498.22,164548821343.74,,,,,,,467514579379.55,,,143265556648.31,,,,,2987827789625.63,2099256565346.24,,,,302965758035.81,,,,66389912094.19,,2195865991006.96,67861532769.21,733035354319.46,1189174057555.27,,,,,1667336361388.31,748136000.0,,,,,,,,-1592720133816.0,,,,,,,,,,,0.0,,75404023879.1,75404023879.1,,829386590735.43,249500277353.31,,,,,,,82.388478,,,,1114572218956.6,,140591528353.47,,,1199821782008.76,,,,,1200965125212.59,,,,165514275058.94,,,,-3211061923.92,,,302965758035.81,877802469991.17,,,,,,272476219133.31,,,,,748136000.0,,,,,,0.0,,621871945982.32,302039409837.68,,,555482033888.13,,,,,,2768135779689.01,,,,1201752341318.83,,,,19115519400.52,,,1306485503000.43,4295122556353.2,0.0,,75404023879.1,,,5755963569314.64,,,,,,,,,,,,,,,,
859766400,2870522737308.04,1369622102666.28,,-297659802117.84,,,1130239148821.76,,1130239148821.76,,-1633802179942.36,-5480269368.24,,,2790520508943.32,69154291766.1,,,,,,,,-77973956831.36,52425236625.08,536775265740.0,169180324468.24,,-30766574363.32,879462299.8,,,427760312600.4,-517082118166.28,,163280809665.88,139213373814.52,,262254543773.52,1456847681061.56,69154291766.1,,70766574518.84,,,5653121153830.6,,378065603411.71,,1499914349546.08,53544168328.71,2879778319856.28,,,424196664520.0,2790520508943.32,1948415985195.88,,4098787212054.32,154.56324,308911311645.61,,,52425236625.08,119881666060.0,334141210389.6,2150371226858.44,41491724496.15,730176761763.52,1236720557365.68,41751002786.48,,154.56324,,1454230776740.51,,,,-18624053149.6,,,458526886963.72,,-1633802179942.36,139213373814.52,4153206804284.52,980205851214.12,,139213373814.52,362250459397.24,,,,,721856466637.84,-517082118166.28,12052443832.56,12052443832.56,,878907143091.4,262254543773.52,1456847681061.56,-44952344582.36,,,173643487331.56,1097820596435.48,,,730176761763.52,,970862384326.28,1948415985195.88,169180324468.24,,5670298828799.6,1076165173328.8,-247057484745.28,266060802143.52,,868262121512.16,1097820596435.48,970862384326.28,,,173643487331.56,,-578303710720.0,900688764.0,-2764423908.02,331449969105.68,,308911311645.61,868262121512.16,273435659824.32,-6403673837.84,547641978660.4,,119881666060.0,273435659824.32,1236720557365.68,-77973956831.36,,,,721856466637.84,2150371226858.44,536775265740.0,,,0.0,900688764.0,547641978660.4,331449969105.68,427760312600.4,,427760312600.4,635736002867.84,,369675200724.32,,,2879778319856.28,,,,980205851214.12,2870522737308.04,427760312600.4,,17112992818.03,-18282665813.52,,1369622102666.28,4098787212054.32,424196664520.0,302494183480.4,12052443832.56,,,5670298828799.6,,,878907143091.4,,,,,,,,,,,,,
867628800,2725521965190.92,,,,,,,,,,,,,,,97825280399.0,,,,,,,,-161104448476.72,377798578982.16,484666213486.28,,38.977641,,,,,0.0,0.0,,,,,,1454820380839.0,97825280399.0,,,,,,,394529960575.8,,,89950306635.84,,,,,2776853225322.12,1941225226385.2,,,,296704680176.8,,,,86246628279.0,,2127003667889.52,54935774784.24,770335291791.52,1212368564251.6,,,,,1438368491857.92,768348000.0,,,,,,,,-1513153400939.32,,,,,,,,,,,0.0,,35014531851.6,35014531851.6,,920877946012.64,267951103838.88,,,,,,,38.977641,,,,952457286668.44,,98683017776.84,,,1043838531282.12,,,,,1019310589767.4,,,,186815132109.48,,,,4466837635.68,,,296704680176.8,925376997522.04,,,,,,252775388673.64,,,,,768348000.0,,,,,,0.0,,521220362149.48,351354886422.12,,,434973733870.48,,,,,,2865757670143.2,,,,1089924891283.2,,,,15236015868.36,,,1400613717217.96,4068228894274.72,0.0,,35014531851.6,,,5642610895465.32,,,,,,,,,,,,,,,,
875577600,2829032434194.56,,,,,,,,,,,,,,,139796962811.2,,,,,,,,-126355901887.68,406844058603.76,578221079880.96,,61.455041,,,,,0.0,0.0,,,,,,1594479953575.2,139796962811.2,,,,,,,446957691735.2,,,104263537720.56,,,,,3106120560653.36,2287898145935.52,,,,307160728924.0,,,,101438172344.8,,2053793482513.44,48382348621.04,807729990751.92,1238527778258.56,,,,,1631693631781.36,768348000.0,,,,,,,,-1590504655936.0,,,,,,,,,,,0.0,,55881189099.52,55881189099.52,,975135449892.4,294490266012.08,,,,,,,61.455041,,,,1096090658694.56,,136374278538.88,,,1184735940046.16,,,,,906984219646.8,,,,171673812974.24,,,,-19569815492.4,,,307160728924.0,1013878756114.08,,,,,,259903730550.08,,,,,768348000.0,,,,,,0.0,,589307087240.96,385855234169.28,,,487868914896.16,,,,,,2952943148458.88,,,,1278812521503.6,,,,15079380011.2,,,1454511639650.24,4341691628448.96,0.0,,55881189099.52,,,6059063709112.24,,,,,,,,,,,,,,,,
883526400,3012517407541.46,,,,,,,,,,,,,,,225009255372.91,,,,,,,,-89289316469.19,462036936158.63,678039925431.0,,138.6344,,,,,0.0,0.0,,,,,,1766816958247.0,225009255372.91,,,,,,,595169120116.73,,,208530071952.91,,,,,3505867800303.0,2551443326528.37,,,,370159864743.82,,,,199002749767.09,,2148755777095.36,97484702115.73,926763902829.82,1286236493977.09,,,,,2024910397717.45,768348000.0,,,,,,,,-1726280913564.37,,,,,,,,,,,0.0,,111045369837.18,111045369837.18,,1060017849643.19,295187688987.36,,,,,,,120.324196,,,,1329348915121.55,,164947732506.64,,,1429741277600.72,,,,,930009517240.54,,,,158728410211.63,,,,2258694425.9,,,370159864743.82,987079937528.91,,,,,,277776908555.45,,,,,768348000.0,,,,,,0.0,,727402011493.91,393082801242.55,,,528399261726.82,,,,,,3090698969662.55,,,,1413267979603.37,,,,16993307785.27,,,1526685567130.01,4700199103623.73,0.0,,111045369837.18,,,6596566769965.55,,,,,,,,,,,,,,,,
891302400,3117537531693.6,1515543912497.85,,-381174960621.9,,,1356695747310.9,,1356695747310.9,,-1759286094788.25,4794302871.15,,,3294459724940.7,60401601744.43,,,,,,,,-62896095099.15,108023736892.95,682133886307.8,158420546856.3,,-5275157221.8,-3821281515.6,,,426781460415.6,-603644029320.3,,216642386309.4,223901783086.65,,317694067843.05,1830547831160.25,60401601744.43,,63040364713.35,,,6811276589847.75,,439800291842.42,,1881201638010.15,36694575957.59,3161459377634.4,,,236231777678.85,3294459724940.7,2133801495488.25,,4498546568608.65,241.226847,379398690097.99,,,108023736892.95,170606404924.35,53618121533.55,2364745073120.4,15320780018.21,933846565512.6,1358251436905.35,-96931879035.9,,278.304071,,1698984246673.29,,,,-21760223175.0,,,432056617637.4,,-1759286094788.25,223901783086.65,4930074951837.6,975552994481.1,,223901783086.65,373229883907.05,,,,,617406738300.75,-603644029320.3,21373795939.38,21373795939.38,,1102873990083.75,317694067843.05,1830547831160.25,-32629288288.35,,,148330857075.75,1113540225960.9,,,933846565512.6,,1125102956414.85,2133801495488.25,158420546856.3,,6455919102575.1,1259183954830.87,-17916715621.05,304156147957.05,,1002134803987.5,1113540225960.9,1125102956414.85,,,148330857075.75,,-563013234135.9,928179371.0,-12076261632.84,409550291642.1,,379398690097.99,1002134803987.5,287664028231.2,-25118750586.75,597387865339.95,,170606404924.35,287664028231.2,1358251436905.35,-62896095099.15,,,,617406738300.75,2364745073120.4,682133886307.8,,,0.0,804522126.0,597387865339.95,409550291642.1,426781460415.6,,426781460415.6,828662038656.3,,524505890699.25,,,3161459377634.4,,,,975552994481.1,3117537531693.6,426781460415.6,,15570638213.17,-55283743509.3,,1515543912497.85,4498546568608.65,236231777678.85,440544169396.05,21373795939.38,,,6455919102575.1,,,1102873990083.75,,,,,,,,,,,,,
899164800,3119200105661.88,,,,,,,,,,,,,,,91122498969.66,,,,,,,,34036921588.74,487134502318.68,639797097030.6,,50.014865,,,,,0.0,0.0,,,,,,1940288057325.96,91122498969.66,,,,,,,447599557786.62,,,87207724357.62,,,,,3417903188056.02,2133673032818.4,,,,356477058816.96,,,,163889403627.54,,2407875777969.54,46862816876.16,952158544350.72,1282709842277.88,,,,,1593556811705.82,927946000.0,,,,,,,,-1836490263384.0,,,,,,,,,,,0.0,,40344907481.46,40344907481.46,,1163806308794.7,356073188783.7,,,,,,,44.457658,,,,1070961492383.58,,105268647757.62,,,1145957253919.2,,,,,1079396777192.46,,,,164672691982.38,,,,5744346152.46,,,356477058816.96,1172067236227.68,,,,,,288936290740.14,,,,,818472000.0,,,,,,0.0,,687739957126.08,408393599920.8,,,523850553498.54,,,,,,3190962128327.82,,,,1032534099246.48,,,,11996343182.64,,,1619315995309.8,4541548810787.94,0.0,,40344907481.46,,,6608865316383.84,,,,,,,,,,,,,,,,
