,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
1380499200,2883988000000.0,,,,97664000000.0,,,,,115030000000.0,,,,,,16789000000.0,,,,,20799000000.0,-6750000000.0,,-573944000000.0,0.0,1936384000000.0,,-18.91,,,1049000000.0,238000000.0,725668000000.0,-182447000000.0,,,,,,2262688000000.0,96975000000.0,,,,98020000000.0,,,416359000000.0,-126702000000.0,,5964000000.0,,,,,4116559000000.0,4812586000000.0,44425000000.0,,,412378000000.0,,-10802000000.0,,750409000000.0,,7399497000000.0,11601000000.0,1073431000000.0,847534000000.0,,,,-72931000000.0,1775486000000.0,1019875000.0,,,,,,,-12058000000.0,-2036454000000.0,,,,,,,,,,-75523000000.0,121453000000.0,,-5637000000.0,-19287000000.0,,5790573000000.0,503399000000.0,,,,,,,-18.91,672101000000.0,,,875024000000.0,,1090539000000.0,,,1359127000000.0,,,,,915865000000.0,,7552087000000.0,,377242000000.0,1813054000000.0,,,-9290000000.0,,,399570000000.0,965689000000.0,,,,,,526922000000.0,,,91000000.0,,1019875000.0,,,,83919000000.0,,801191000000.0,,1476077000000.0,0.0,,,725668000000.0,,,,,-18633000000.0,10861169000000.0,,,,462085000000.0,,,-227693000000.0,7092000000.0,,,683446000000.0,12212083000000.0,48522000000.0,,-19287000000.0,,,14977728000000.0,-3915000000.0,,,,,,,,,,,,,,,
1388448000,2725141000000.0,,,,155453000000.0,,,,,124657000000.0,,,,,,88663000000.0,,,,,108118000000.0,-5305000000.0,,-439553000000.0,0.0,2077537000000.0,,26.0,,,-1019000000.0,230000000.0,849248000000.0,-212697000000.0,,,,,,2424950000000.0,169576000000.0,,,,2958000000.0,,,592433000000.0,162394000000.0,,89769000000.0,,,,,4563746000000.0,5056895000000.0,97802000000.0,,,458814000000.0,,-104771000000.0,,833207000000.0,,7654613000000.0,46050000000.0,1100393000000.0,798840000000.0,,,,-78478000000.0,2412819000000.0,1168523000.0,,,,,,,37722000000.0,-1926301000000.0,,,,,,,,,,123580000000.0,258397000000.0,,43719000000.0,26979000000.0,,6017013000000.0,586866000000.0,,,,,,,23.09,706410000000.0,,,1216528000000.0,,1200615000000.0,,,1820386000000.0,,,,,935917000000.0,,7730338000000.0,,379418000000.0,1857476000000.0,,,3701000000.0,,,503770000000.0,850030000000.0,,,,,,528501000000.0,,,-13016000000.0,,1037640000.0,,,,75575000000.0,,725668000000.0,,1682455000000.0,0.0,,,849248000000.0,,,,,-268145000000.0,11089608000000.0,,,,379563000000.0,,,-266139000000.0,4232000000.0,,,729696000000.0,12711508000000.0,179919000000.0,,26979000000.0,,,15653354000000.0,134836000000.0,,,,,,,,,,,,,,,
1396224000,2546276000000.0,489133000000.0,,-283457000000.0,81842000000.0,,1728520000000.0,,1728520000000.0,92827000000.0,-1796266000000.0,-6661000000.0,,-29027000000.0,4204886000000.0,-105208000000.0,,,,,227219000000.0,9775000000.0,,-451585000000.0,0.0,1888242000000.0,1175413000000.0,-132.97,220105000000.0,193942000000.0,-9904000000.0,226000000.0,1046466000000.0,-273694000000.0,,94582000000.0,-128369000000.0,,545753000000.0,2258137000000.0,-107908000000.0,-164540000000.0,23460000000.0,,-159653000000.0,7767266000000.0,,396318000000.0,98236000000.0,1811055000000.0,-113088000000.0,11128834000000.0,,,380659000000.0,4204886000000.0,4783614000000.0,169986000000.0,12550579000000.0,-124.99,472335000000.0,,-15663000000.0,0.0,832566000000.0,115243000000.0,7766965000000.0,11191000000.0,940262000000.0,750010000000.0,20248000000.0,,-124.99,-69122000000.0,1870923000000.0,1039666000.0,,,-25643000000.0,,1890023000000.0,826361000000.0,61512000000.0,-1796266000000.0,-68841000000.0,5956211000000.0,377754000000.0,0.0,-128369000000.0,502038000000.0,,,,197218000000.0,415935000000.0,-710502000000.0,-124279000000.0,-138247000000.0,,6150343000000.0,545753000000.0,2258137000000.0,347418000000.0,,,410896000000.0,916648000000.0,-132.97,691803000000.0,940262000000.0,1068000000.0,871040000000.0,4783614000000.0,1175413000000.0,691803000000.0,15333720000000.0,1474605000000.0,207877000000.0,376695000000.0,,733943000000.0,916648000000.0,871040000000.0,7919011000000.0,,410896000000.0,1890023000000.0,-1047486000000.0,1027024000.0,-8271000000.0,0.0,,501526000000.0,733943000000.0,675663000000.0,-49986000000.0,1879032000000.0,,832566000000.0,675663000000.0,750010000000.0,-451585000000.0,-39000000.0,,1039666000.0,664116000000.0,7766965000000.0,1888242000000.0,136331000000.0,103379000000.0,849248000000.0,1027024000.0,1879032000000.0,0.0,1046466000000.0,,1046466000000.0,425896000000.0,,82535000000.0,,309667000000.0,11128834000000.0,,,,377754000000.0,2546276000000.0,1046466000000.0,-307167000000.0,5180000000.0,3693000000.0,,489133000000.0,12550579000000.0,346813000000.0,25741000000.0,-138247000000.0,,7919011000000.0,15333720000000.0,72238000000.0,,6150343000000.0,,,,,,,,,,,,,
1404086400,2532148000000.0,,,,89705000000.0,,,,,127409000000.0,,,,,,66613000000.0,,,,,-106194000000.0,4888000000.0,,-473418000000.0,0.0,1856591000000.0,,25.69,,,2575000000.0,376000000.0,687405000000.0,-124697000000.0,,,,,,2260999000000.0,159087000000.0,,,,51364000000.0,,,457391000000.0,-65977000000.0,,68377000000.0,,,,,3975027000000.0,4531130000000.0,62703000000.0,,,410447000000.0,,-219689000000.0,,858964000000.0,,7843024000000.0,26046000000.0,967066000000.0,741846000000.0,,,,-51490000000.0,1809908000000.0,1168516000.0,,,,,,,-291354000000.0,-1790302000000.0,,,,,,,,,,-359061000000.0,66242000000.0,,42331000000.0,26808000000.0,,6280665000000.0,546240000000.0,,,,,,,22.94,682952000000.0,,,898002000000.0,,1098690000000.0,,,1352517000000.0,,,,,854259000000.0,,8032788000000.0,,423633000000.0,1829708000000.0,,,4761000000.0,,,390778000000.0,792027000000.0,,,,,,654575000000.0,,,-13100000000.0,,1043681000.0,,,,84298000000.0,,1046466000000.0,,1546369000000.0,0.0,,,687405000000.0,,,,,-38005000000.0,11191094000000.0,,,,208886000000.0,,,-229205000000.0,6412000000.0,,,468125000000.0,12374154000000.0,14752000000.0,,26808000000.0,,,15166121000000.0,-48549000000.0,,,,,,,,,,,,,,,
1412035200,2586188000000.0,,,,125250000000.0,,,,,138057000000.0,,,,,,-86217000000.0,,,,,-77480000000.0,-6671000000.0,,-411975000000.0,0.0,2106520000000.0,,-124.32,,,-16496000000.0,216000000.0,610509000000.0,-158162000000.0,,,,,,2286769000000.0,-1459000000.0,,,,112025000000.0,,,511797000000.0,-124448000000.0,,-89955000000.0,,,,,4352481000000.0,4859099000000.0,188117000000.0,,,419203000000.0,,-11963000000.0,,936729000000.0,,7870724000000.0,30078000000.0,830729000000.0,751140000000.0,,,,-44288000000.0,1901511000000.0,1093725000.0,,,,,,,18337000000.0,-1835048000000.0,,,,,,,,,,-76896000000.0,37833000000.0,,-120033000000.0,-135969000000.0,,6417308000000.0,553970000000.0,,,,,,,-124.32,538131000000.0,,,1002320000000.0,,1216547000000.0,,,1389714000000.0,,,,,745832000000.0,,8137712000000.0,,421663000000.0,1824665000000.0,,,-28000000.0,,,598014000000.0,946812000000.0,,,,,,663842000000.0,,,40000000.0,,1093725000.0,,,,82449000000.0,,687405000000.0,,1547238000000.0,0.0,,,610509000000.0,,,,,-64539000000.0,11216523000000.0,,,,248694000000.0,,,-239828000000.0,6047000000.0,,,517512000000.0,12729823000000.0,-6455000000.0,,-135969000000.0,,,15569004000000.0,8699000000.0,,,,,,,,,,,,,,,
1419984000,2662138000000.0,,,,174246000000.0,,,,,189429000000.0,,,,,,182223000000.0,,,,,108868000000.0,18368000000.0,,-315411000000.0,0.0,2176769000000.0,,78.12,,,1485000000.0,317000000.0,933498000000.0,-80931000000.0,,,,,,2481378000000.0,258103000000.0,,,,-128446000000.0,,,656113000000.0,210791000000.0,,167828000000.0,,,,,4786249000000.0,5172297000000.0,9296000000.0,,,473282000000.0,,-12000000000.0,,943188000000.0,,8030894000000.0,56162000000.0,920615000000.0,761621000000.0,,,,-50035000000.0,2566749000000.0,1168990000.0,,,,,,,88442000000.0,-1900517000000.0,,,,,,,,,,322989000000.0,278857000000.0,,111666000000.0,89971000000.0,,6577452000000.0,623670000000.0,,,,,,,76.96,567713000000.0,,,1286644000000.0,,1386071000000.0,,,1910636000000.0,,,,,716489000000.0,,8309543000000.0,,446132000000.0,1863644000000.0,,,-11861000000.0,,,473890000000.0,781504000000.0,,,,,,672331000000.0,,,-46000000.0,,1151770000.0,,,,84333000000.0,,610509000000.0,,1876686000000.0,0.0,,,933498000000.0,,,,,-215857000000.0,11491098000000.0,,,,333968000000.0,,,-223034000000.0,5942000000.0,,,572772000000.0,13203191000000.0,228822000000.0,,89971000000.0,,,16277347000000.0,53477000000.0,,,,,,,,,,,,,,,
1427760000,2602781000000.0,551968000000.0,,-215916000000.0,98414000000.0,,1811461000000.0,,1811461000000.0,77121000000.0,-1863496000000.0,7982000000.0,,33843000000.0,4197901000000.0,-97992000000.0,,,,,272025000000.0,-8603000000.0,0.0,-385283000000.0,0.0,1996314000000.0,1374099000000.0,-91.39,-97053000000.0,40573000000.0,-96000000.0,,949413000000.0,-275846000000.0,,88733000000.0,-125980000000.0,,556372000000.0,2317077000000.0,-101322000000.0,-258102000000.0,23600000000.0,,-153520000000.0,8215880000000.0,,432445000000.0,93119000000.0,2057746000000.0,-106521000000.0,11636430000000.0,,,538724000000.0,4197901000000.0,4745590000000.0,81838000000.0,12905862000000.0,-113.04,508529000000.0,,-14450000000.0,0.0,936731000000.0,197219000000.0,8160272000000.0,-23553000000.0,813765000000.0,739285000000.0,113485000000.0,,-113.04,-70103000000.0,1937712000000.0,1168521000.0,,,-13160000000.0,,1872965000000.0,1046466000000.0,-78620000000.0,-1863496000000.0,-49004000000.0,6158134000000.0,221525000000.0,,-125980000000.0,532016000000.0,98414000000.0,,,15915000000.0,371708000000.0,-639636000000.0,-82968000000.0,-106790000000.0,,6698308000000.0,556372000000.0,2317077000000.0,341954000000.0,,,445876000000.0,712087000000.0,-91.39,561255000000.0,813765000000.0,,899902000000.0,4745590000000.0,1374099000000.0,561255000000.0,15834331000000.0,1505267000000.0,-263195000000.0,354624000000.0,,665432000000.0,712087000000.0,899902000000.0,8531353000000.0,,445876000000.0,1872965000000.0,-980074000000.0,1114424000.0,-7057000000.0,0.0,,530437000000.0,665432000000.0,642361000000.0,-195843000000.0,1886144000000.0,,936731000000.0,642361000000.0,739285000000.0,-385283000000.0,-54000000.0,,1168521000.0,754640000000.0,8160272000000.0,1996314000000.0,103544000000.0,-118577000000.0,933498000000.0,1114424000.0,1886144000000.0,0.0,949413000000.0,,949413000000.0,417953000000.0,,246285000000.0,,352244000000.0,11636430000000.0,,,,221525000000.0,2602781000000.0,949413000000.0,-288007000000.0,5199000000.0,-12532000000.0,,551968000000.0,12905862000000.0,301605000000.0,39729000000.0,-106790000000.0,,8531353000000.0,15834331000000.0,26946000000.0,,6698308000000.0,,,,,,,,,,,,,
1435622400,2661047000000.0,,,,104525000000.0,,,,,228342000000.0,,,,,,96484000000.0,,,,,-290814000000.0,5471000000.0,,-402179000000.0,0.0,2067686000000.0,,70.52,,,-22962000000.0,,628087000000.0,-172002000000.0,,,,,,2384065000000.0,230125000000.0,,,,132276000000.0,,,441752000000.0,-103603000000.0,,138710000000.0,,,,,4227742000000.0,4837122000000.0,15096000000.0,,,378722000000.0,,-84767000000.0,,971231000000.0,,8253189000000.0,39812000000.0,896200000000.0,778675000000.0,,,,-77034000000.0,1808059000000.0,1171746000.0,,,,,,,-7823000000.0,-1882372000000.0,,,,,,,,,,-321326000000.0,-154290000000.0,,98898000000.0,82441000000.0,,6847946000000.0,532135000000.0,,,,,,,70.36,608945000000.0,,,1005274000000.0,,1309658000000.0,,,1366307000000.0,,,,,670777000000.0,,8607558000000.0,,426651000000.0,1866583000000.0,,,43968000000.0,,,345268000000.0,780356000000.0,,,,,,650817000000.0,,,-59000000.0,,1168969000.0,,,,87021000000.0,,949413000000.0,,1599318000000.0,0.0,,,628087000000.0,,,,,-83030000000.0,11863624000000.0,,,,266193000000.0,,,-320622000000.0,4394000000.0,,,601757000000.0,13090311000000.0,-231324000000.0,,82441000000.0,,,16091366000000.0,5180000000.0,,,,,,,,,,,,,,,
1443571200,2686570000000.0,,,,,,,,,197751000000.0,,,,,,87075000000.0,,,,,-119515000000.0,4950000000.0,,-451022000000.0,0.0,2255409000000.0,,26.64,,,-12173000000.0,,1010120000000.0,-285070000000.0,,,,,,2644347000000.0,175809000000.0,,,,130673000000.0,,,497438000000.0,-195358000000.0,,72194000000.0,,,,,4709194000000.0,5118170000000.0,85599000000.0,,,418308000000.0,,-20001000000.0,,889623000000.0,,8447006000000.0,23866000000.0,917146000000.0,815572000000.0,,,,-84920000000.0,1892740000000.0,1285541000.0,,,,,,,509130000000.0,-1870998000000.0,,,,,,,,,,382033000000.0,179831000000.0,,48328000000.0,33553000000.0,,6949842000000.0,543601000000.0,,,,,,,26.1,610738000000.0,,,1008684000000.0,,1374279000000.0,,,1395302000000.0,,,,,766675000000.0,,8809247000000.0,,425809000000.0,1790920000000.0,,,-11964000000.0,,,410363000000.0,948171000000.0,,,,,,635791000000.0,,,-46000000.0,,1259567000.0,,,,97034000000.0,,628087000000.0,,1899743000000.0,0.0,,,1010120000000.0,,,,,-22223000000.0,12121984000000.0,,,,422587000000.0,,,-393293000000.0,6581000000.0,,,638558000000.0,13565176000000.0,94911000000.0,,33553000000.0,,,16831178000000.0,-54122000000.0,,,,,,,,,,,,,,,
1451520000,2671234000000.0,,,,,,,,,119186000000.0,,,,,,200366000000.0,,,,,11517000000.0,2122000000.0,,-437250000000.0,0.0,2167204000000.0,,95.25,,,-823000000.0,,1090637000000.0,-212730000000.0,,,,,,2779518000000.0,292701000000.0,,,,-177231000000.0,,,690037000000.0,207219000000.0,,193280000000.0,,,,,4840618000000.0,5097133000000.0,103283000000.0,,,461418000000.0,,-32975000000.0,,957809000000.0,,8587442000000.0,55676000000.0,1037280000000.0,823895000000.0,,,,-92318000000.0,2580812000000.0,1248258000.0,,,,,,,-3557000000.0,-1847339000000.0,,,,,,,,,,80517000000.0,295970000000.0,,137604000000.0,120134000000.0,,7114422000000.0,555566000000.0,,,,0.0,,,93.33,612614000000.0,,,1210977000000.0,,1463292000000.0,,,1890775000000.0,,,,,734265000000.0,,8974242000000.0,,437146000000.0,1861127000000.0,,,-1479000000.0,,,489671000000.0,741727000000.0,,,,,,631990000000.0,,,-12661000000.0,,1229937000.0,,,,91075000000.0,,1010120000000.0,,2048446000000.0,0.0,,,1090637000000.0,,,,,-205701000000.0,12266105000000.0,,,,365580000000.0,,,-247095000000.0,8346000000.0,,,605816000000.0,13684575000000.0,203652000000.0,,120134000000.0,,,17106723000000.0,105236000000.0,,,,,,,,,,,,,,,
1459382400,2642363000000.0,590245000000.0,,-375411000000.0,88865000000.0,,1691930000000.0,,1691930000000.0,70328000000.0,-1821545000000.0,211000000.0,,-5828000000.0,4196727000000.0,-91966000000.0,,,,,151390000000.0,-12332000000.0,,-653318000000.0,0.0,1918079000000.0,1367115000000.0,-70.03,34199000000.0,124605000000.0,-36980000000.0,,983612000000.0,-360601000000.0,,94789000000.0,147791000000.0,,574193000000.0,2463340000000.0,-93715000000.0,-270669000000.0,25286000000.0,,-135243000000.0,8105712000000.0,,401833000000.0,33938000000.0,2031060000000.0,-99680000000.0,12476663000000.0,,,373678000000.0,4196727000000.0,4830750000000.0,188237000000.0,13548980000000.0,117.49,433482000000.0,,-132926000000.0,0.0,946397000000.0,-247422000000.0,8718230000000.0,-24565000000.0,936331000000.0,820818000000.0,-57804000000.0,,119.4,-121139000000.0,1824101000000.0,1257883000.0,,,-12751000000.0,,1912673000000.0,949413000000.0,-117628000000.0,-1821545000000.0,209715000000.0,6074652000000.0,336940000000.0,,147791000000.0,615607000000.0,88865000000.0,,,-107025000000.0,427578000000.0,-1030403000000.0,-75115000000.0,-88337000000.0,,7240837000000.0,574193000000.0,2463340000000.0,392215000000.0,,0.0,450926000000.0,556605000000.0,-70.03,606290000000.0,936331000000.0,,853592000000.0,4830750000000.0,1367115000000.0,606290000000.0,16673390000000.0,1422268000000.0,380122000000.0,397091000000.0,,683146000000.0,556605000000.0,853592000000.0,9234083000000.0,,450926000000.0,1912673000000.0,-1241923000000.0,1257883000.0,-5149000000.0,0.0,,493799000000.0,683146000000.0,615754000000.0,-21795000000.0,1930009000000.0,301708000000.0,946397000000.0,615754000000.0,820818000000.0,-653318000000.0,15000000.0,,1237802000.0,749089000000.0,8718230000000.0,1918079000000.0,121961000000.0,-49525000000.0,1090637000000.0,1237802000.0,1930009000000.0,0.0,983612000000.0,,983612000000.0,726881000000.0,,339130000000.0,,305126000000.0,12476663000000.0,,,,336940000000.0,2642363000000.0,983612000000.0,-280913000000.0,5965000000.0,-72938000000.0,,590245000000.0,13548980000000.0,306439000000.0,304504000000.0,-88337000000.0,,9234083000000.0,16673390000000.0,68311000000.0,,7240837000000.0,,,,,,,,,,,,,
1467244800,2587945000000.0,,,,,,,,,90527000000.0,,,,,,56975000000.0,,,,,-310976000000.0,-266000000.0,,-730465000000.0,0.0,1804146000000.0,,16.78,,,2782000000.0,,631074000000.0,-219178000000.0,,,,,,2408169000000.0,154374000000.0,,,,76274000000.0,,,415945000000.0,-75044000000.0,,57016000000.0,,,,,3902386000000.0,4582475000000.0,144280000000.0,,,338097000000.0,,-48607000000.0,,897494000000.0,,8730824000000.0,20475000000.0,957497000000.0,783951000000.0,,,,-106002000000.0,1613199000000.0,1287215000.0,,,,,,,-98553000000.0,-1803994000000.0,,,,,,,,,,-352538000000.0,16186000000.0,,36541000000.0,21166000000.0,,7288937000000.0,523156000000.0,,,,,,,16.44,567870000000.0,,,869415000000.0,,1194303000000.0,,,1197254000000.0,,,,,533718000000.0,,9369835000000.0,,448895000000.0,1900796000000.0,,,615000000.0,,,358970000000.0,717930000000.0,,,,,,576101000000.0,,,-12679000000.0,,1261523000.0,,,,93557000000.0,,983612000000.0,,1528568000000.0,0.0,,,631074000000.0,,,,,-80709000000.0,12479359000000.0,,,,265305000000.0,,,-208314000000.0,3801000000.0,,,574501000000.0,13313299000000.0,-89816000000.0,,21166000000.0,,,16381745000000.0,-3403000000.0,,,,,,,,,,,,,,,
1475193600,2597810000000.0,,,,,,,,,56860000000.0,,,,,,44599000000.0,,,,,-120327000000.0,-12116000000.0,,-763007000000.0,0.0,1914943000000.0,,3.84,,,-12053000000.0,,525181000000.0,-448462000000.0,,,,,,2310103000000.0,132375000000.0,,,,137349000000.0,,,414514000000.0,-181505000000.0,,40520000000.0,,,,,4063602000000.0,4913139000000.0,92291000000.0,,,338347000000.0,,-91793000000.0,,925304000000.0,,8959762000000.0,23500000000.0,949715000000.0,760917000000.0,,,,-99298000000.0,1688948000000.0,1288270000.0,,,,,,,281814000000.0,-1836893000000.0,,,,,,,,,,-105893000000.0,65297000000.0,,17020000000.0,4842000000.0,,7418593000000.0,483244000000.0,,,,,,,3.76,564803000000.0,,,942010000000.0,,1178353000000.0,,,1274434000000.0,,,,,654908000000.0,,9648887000000.0,,435996000000.0,1980935000000.0,,,-1857000000.0,,,369915000000.0,862412000000.0,,,,,,566140000000.0,,,46000000.0,,1261840000.0,,,,87503000000.0,,631074000000.0,,1450485000000.0,0.0,,,525181000000.0,,,,,-73909000000.0,12740769000000.0,,,,411878000000.0,,,-402350000000.0,4352000000.0,,,584304000000.0,13872901000000.0,-34001000000.0,,4842000000.0,,,16804371000000.0,12970000000.0,,,,,,,,,,,,,,,
1483142400,2681843000000.0,,,,,,,,,79715000000.0,,,,,,91058000000.0,,,,,164444000000.0,16832000000.0,,-644713000000.0,0.0,2043982000000.0,,15.55,,,556000000.0,,771676000000.0,-313874000000.0,,,,,,2452934000000.0,148470000000.0,,,,-125925000000.0,,,615723000000.0,237927000000.0,,66227000000.0,,,,,4599662000000.0,5359902000000.0,21656000000.0,,,411652000000.0,,-42270000000.0,,1028046000000.0,,9255887000000.0,36956000000.0,969346000000.0,768723000000.0,,,,-55157000000.0,2397499000000.0,1288372000.0,,,,,,,284590000000.0,-1913120000000.0,,,,,,,,,,246495000000.0,231769000000.0,,29271000000.0,19631000000.0,,7657307000000.0,570567000000.0,,,,,,,15.24,503218000000.0,,,1307844000000.0,,1417687000000.0,,,1781776000000.0,,,,,703385000000.0,,9935865000000.0,,435306000000.0,2081101000000.0,,,-23584000000.0,,,524665000000.0,681138000000.0,,,,,,587490000000.0,,,-12675000000.0,,1262223000.0,,,,78494000000.0,,525181000000.0,,1799722000000.0,0.0,,,771676000000.0,,,,,-218360000000.0,13095412000000.0,,,,535114000000.0,,,-341176000000.0,3749000000.0,,,659766000000.0,14615789000000.0,176612000000.0,,19631000000.0,,,17695074000000.0,175762000000.0,,,,,,,,,,,,,,,
