,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCommonStockIssuance,annualAccountsReceivable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,annualDilutedEPS,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualInterestExpense,annualGoodwill,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualTotalRevenue,annualCapitalStock,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1427760000,,,,475571000.0,2409000.0,,,1043791000.0,66398000.0,,,86631000.0,2524303000.0,,,,,,,,672067000.0,,,,874694000.0,,165146000.0,37144000.0,,,,,,2999874000.0,,109000.0,,,,7649000.0,4957815000.0,3914024000.0,,,,,,,112354000.0,109000.0,1824000.0,,,,,,30642000.0,,224845000.0,,,,376968000.0,,684521000.0,1852794000.0,,341000.0,,1255105000.0,,198639000.0,,,2009535000.0,-50716000.0,402414000.0,,-10096000.0,,,112131000.0,,190173000.0,153029000.0,0.00066,398179000.0,-26511000.0,,,,,112131000.0,,,,112131000.0,,,,165146000.0,,1670000.0,-51545000.0,,108784000.0,,1507625000.0,0.0,3939000.0,2115000.0,,12269000.0,,23109000.0,,,81195000.0,-51591000.0,8527000.0,,67023000.0,-540327000.0,,869800000.0,,,,-4542000.0,,,6138000.0,0.00066,,,,,1507625000.0,,,,3347000.0,,,59240000.0,,,-14951000.0,,503000.0,,,,,,,0.0,,,161853000.0,-274895000.0,,,,1282000.0,,81000.0,,,,93446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,465019000.0,2459000.0,,,1036506000.0,66245000.0,,,84294000.0,2504670000.0,,,,,,,,675147000.0,,,,859315000.0,,165298000.0,40500000.0,,,,,,2969689000.0,,3080000.0,,,,78937000.0,4938800000.0,3902294000.0,,,,,,,110918000.0,3080000.0,4937000.0,,,,,,24102000.0,,242358000.0,,,,368434000.0,,668276000.0,1866514000.0,,0.0,,1261610000.0,,177036000.0,,,1994417000.0,-48423000.0,399335000.0,,3387000.0,,,126020000.0,,191039000.0,150539000.0,0.02,396423000.0,5060000.0,,,,,126020000.0,,,,126020000.0,,,,165298000.0,,1670000.0,-615697000.0,,112131000.0,,1515573000.0,0.0,9602000.0,4665000.0,,10313000.0,,34285000.0,,,50884000.0,-49373000.0,-73542000.0,,79833000.0,-581537000.0,,852490000.0,,,,-13740000.0,,,6015000.0,0.02,,,,,2097110000.0,,,,13889000.0,,,128310000.0,,,22146000.0,,-3728000.0,,,,,,,0.0,,,164424000.0,-266990000.0,,,,3360000.0,,90000.0,,,,110132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,455354000.0,2512000.0,,,1005623000.0,67327000.0,,,75026000.0,2476149000.0,,,,,,,,666060000.0,,,,853762000.0,,165195000.0,40088000.0,,,,,,2931503000.0,,-9087000.0,,,,44865000.0,4848376000.0,3842753000.0,,,,,,,105783000.0,-9087000.0,-7357000.0,,,,,,8718000.0,,238734000.0,,,,379093000.0,,671321000.0,1814237000.0,,220000.0,,1253693000.0,,165137000.0,,,1976412000.0,-63030000.0,393954000.0,,-14758000.0,,,148886000.0,,182441000.0,142353000.0,-0.06,366775000.0,29118000.0,,,,,148886000.0,,,,148886000.0,,,,165195000.0,,1671000.0,-59506000.0,,126020000.0,,1516598000.0,0.0,502000.0,7859000.0,,-14924000.0,,24828000.0,,,47966000.0,-64239000.0,-29069000.0,,75523000.0,-623233000.0,,815729000.0,,,,-6495000.0,,,11241000.0,-0.06,,,,,2139831000.0,,,,22866000.0,,,109104000.0,,,20408000.0,,11865000.0,,,,,,,0.0,,,155549000.0,-305953000.0,,,,1826000.0,,0.0,,,,92657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,149998000.0,,,443746000.0,2775000.0,-335918000.0,,931788000.0,69934000.0,2371246000.0,,76623000.0,2371246000.0,156884000.0,13501000.0,2814992000.0,79463000.0,,10460000.0,,750489000.0,150943000.0,561000.0,156884000.0,809675000.0,85279000.0,162363462.0,33211000.0,,,,,47244000.0,2814992000.0,,84429000.0,247238000.0,98780000.0,187655000.0,56204000.0,4789602000.0,3857814000.0,,2654025000.0,78531000.0,70606000.0,322574000.0,,97809000.0,84429000.0,85875000.0,-5912000.0,4789602000.0,10155000.0,931788000.0,1870709000.0,10460000.0,1912756000.0,239825000.0,443746000.0,269904000.0,,371392000.0,,629907000.0,1870709000.0,750489000.0,0.0,239825000.0,1233102000.0,78531000.0,247238000.0,165059000.0,,1912756000.0,-67500000.0,360681000.0,,74834000.0,171000.0,371392000.0,156884000.0,,179768000.0,146557000.0,0.52,344583000.0,26869000.0,53367000.0,,421348000.0,3857814000.0,156884000.0,,1508167000.0,0.48,156884000.0,156884000.0,782349000.0,743421000.0,162363462.0,,1671000.0,-49262000.0,-139978000.0,148886000.0,474214000.0,1508167000.0,-377000.0,84737000.0,-1138000.0,1508167000.0,556000.0,,23308000.0,,34536000.0,47244000.0,-68490000.0,-45894000.0,,70606000.0,-652875000.0,6679000.0,782349000.0,-377000.0,,108784000.0,-1178000.0,,97809000.0,6679000.0,0.52,,,,-233693000.0,1508167000.0,,,592478000.0,7998000.0,-652875000.0,7807000.0,124694000.0,0.0,-229669000.0,51860000.0,,-833000.0,,,360681000.0,,165059000.0,,0.0,8214000.0,,149998000.0,-335918000.0,,0.48,,2527000.0,-25955000.0,0.0,48100000.0,344583000.0,,177979000.0,0.0,,105530000.0,1233102000.0,-776010000.0,,8995000.0,3397446000.0,1671000.0,,,,,,,,,,,,,,,,,
1459382400,,,,451856000.0,2794000.0,,,960283000.0,72256000.0,,,81469000.0,2389149000.0,,,,,,,,751568000.0,,,,779641000.0,,164434000.0,27023000.0,,,,,,2841005000.0,,1079000.0,,,,-8332000.0,4871816000.0,3911533000.0,,,,,,,96116000.0,1079000.0,2663000.0,,,,,,11570000.0,,227338000.0,,,,376346000.0,,598893000.0,1927330000.0,,1181000.0,,1269296000.0,,256604000.0,,,1924393000.0,-59281000.0,368640000.0,,1404000.0,,,147326000.0,,180748000.0,153725000.0,0.01,372616000.0,-21206000.0,,,,,147326000.0,,,,147326000.0,,,,164553000.0,,1676000.0,-37207000.0,,156884000.0,,1535521000.0,-8511000.0,4526000.0,1863000.0,,7118000.0,,23901000.0,,,46591000.0,-53375000.0,-2636000.0,,40584000.0,-713751000.0,,792166000.0,,,,-2234000.0,,,7032000.0,0.01,,,,,2249272000.0,,,,-9558000.0,,,45043000.0,-5000000.0,,-25314000.0,,-3705000.0,,,,,,,0.0,,,170895000.0,-276363000.0,,,,2440000.0,,45000.0,,,,100683000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,466698000.0,2806000.0,,,1004158000.0,69531000.0,,,76158000.0,2335120000.0,,,,,,,,783567000.0,,,,877341000.0,,164634000.0,54537000.0,,,,,,2801818000.0,,31999000.0,,,,67159000.0,4859894000.0,3855736000.0,,,,,,,93692000.0,31999000.0,33991000.0,,,,,,25822000.0,,249435000.0,,,,399877000.0,,677115000.0,1956214000.0,,356000.0,,1258480000.0,,243801000.0,,,1874492000.0,-54695000.0,366936000.0,,11417000.0,,,157815000.0,,200226000.0,145689000.0,0.19,364362000.0,1705000.0,,,,,157815000.0,,,,157815000.0,,,,165474000.0,,1676000.0,-69255000.0,,147326000.0,,1528387000.0,0.0,41974000.0,7983000.0,,-27199000.0,,23980000.0,,,30842000.0,-56031000.0,-52631000.0,,38592000.0,-756440000.0,,769427000.0,,,,9000.0,,,9118000.0,0.19,,,,,2284827000.0,,,,10489000.0,,,123190000.0,0.0,,820000.0,,1893000.0,,,,,,,0.0,,,177303000.0,-282226000.0,,,,2627000.0,,98000.0,,,,135485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,459660000.0,2793000.0,,,963003000.0,70653000.0,,,76508000.0,2271827000.0,,,,,,,,812261000.0,,,,853856000.0,,164653000.0,35528000.0,,,,,,2731487000.0,,28694000.0,,,,53511000.0,4816884000.0,3853881000.0,,,,,,,89517000.0,28694000.0,28890000.0,,,,,,18609000.0,,254561000.0,,,,382857000.0,,671167000.0,1983677000.0,,0.0,,1256376000.0,,261690000.0,,,1818361000.0,-56730000.0,363949000.0,,16485000.0,,,148585000.0,,182689000.0,147161000.0,0.17,359095000.0,8133000.0,,,,,148585000.0,,,,148585000.0,,,,165436000.0,,1676000.0,-114930000.0,,157815000.0,,1535185000.0,0.0,28146000.0,-744000.0,,17023000.0,,23867000.0,,,27169000.0,-58818000.0,-61945000.0,,35912000.0,-802172000.0,,747522000.0,,,,-503000.0,,,9374000.0,0.17,,,,,2337357000.0,,,,-9230000.0,,,112329000.0,0.0,,27561000.0,,-3411000.0,,,,,,,0.0,,,168556000.0,-286314000.0,,,,2886000.0,,0.0,,,,122666000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,180895000.0,,,451851000.0,2778000.0,-340006000.0,,893302000.0,77468000.0,2169944000.0,,79870000.0,2169944000.0,114564000.0,15315000.0,2621795000.0,26511000.0,,21770000.0,,852802000.0,152468000.0,1537000.0,114564000.0,887277000.0,107224000.0,168920833.0,35380000.0,,,,,23247000.0,2621795000.0,,40541000.0,292717000.0,122539000.0,147490000.0,35152000.0,4698017000.0,3804715000.0,,2641734000.0,102313000.0,43613000.0,314005000.0,,96114000.0,40541000.0,41680000.0,-5000000.0,4698017000.0,11171000.0,893302000.0,1972994000.0,21770000.0,1727696000.0,242796000.0,451851000.0,289908000.0,,388397000.0,,694559000.0,1972994000.0,852802000.0,0.0,242796000.0,1225893000.0,102313000.0,292717000.0,165020968.0,,1727696000.0,-72485000.0,346134000.0,,34952000.0,188000.0,388397000.0,114564000.0,,192718000.0,157338000.0,0.24,330815000.0,26711000.0,64258000.0,,391036000.0,3804715000.0,114564000.0,,1515575000.0,0.62,114564000.0,114564000.0,711927000.0,756381000.0,168920833.0,,1676000.0,-87064000.0,-183868000.0,148585000.0,506634000.0,1515575000.0,0.0,47893000.0,6213000.0,1515575000.0,-19738000.0,,22439000.0,,15343000.0,23247000.0,-75322000.0,-66656000.0,,43613000.0,-842186000.0,4913000.0,711927000.0,-8511000.0,,156884000.0,-4546000.0,,96114000.0,4913000.0,0.24,,,,-243546000.0,1515575000.0,,,603913000.0,-34021000.0,-842186000.0,-11532000.0,110474000.0,0.0,-243191000.0,23444000.0,,-6309000.0,,,346134000.0,,165020968.0,,0.0,-22796000.0,,180895000.0,-340006000.0,,0.62,,2377000.0,-7274000.0,45000.0,-42320000.0,330815000.0,,147800000.0,0.0,,94187000.0,1225893000.0,-308456000.0,,10330000.0,3398115000.0,1676000.0,,,,,,,,,,,,,,,,,
1490918400,,,,451794000.0,2176000.0,,,927301000.0,71114000.0,,,87917000.0,2164030000.0,,,,,,,,858588000.0,,,,880072000.0,,164738000.0,31414000.0,,,-2250000.0,,,2615824000.0,,5829000.0,,,,32177000.0,4719661000.0,3792360000.0,,,,,,,95720000.0,5829000.0,7398000.0,,,,,,16331000.0,,233324000.0,,,,389864000.0,,689627000.0,1999362000.0,,3301000.0,,1233271000.0,,270921000.0,,,1727496000.0,-59901000.0,340814000.0,,-518000.0,,,138880000.0,,190445000.0,159031000.0,0.04,342114000.0,-10660000.0,,,,,138880000.0,,,,138880000.0,,,,165864000.0,,1678000.0,-61592000.0,,114564000.0,,1532583000.0,-2250000.0,9216000.0,1818000.0,,-753000.0,,21680000.0,,,24965000.0,-62292000.0,-10561000.0,,42138000.0,-891451000.0,,697820000.0,,,,-3563000.0,,,12066000.0,0.04,,,,,2424034000.0,,,,24316000.0,,,94469000.0,0.0,,-9368000.0,,-8454000.0,,,,,,,0.0,,,181439000.0,-324348000.0,,,,6732000.0,,22000.0,,,,102010000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,488980000.0,2190000.0,,,924929000.0,72990000.0,,,85531000.0,2173690000.0,,,,,,,,867737000.0,,,,896348000.0,,164718000.0,37063000.0,,,0.0,,,2662670000.0,,9149000.0,,,,32912000.0,4829876000.0,3904947000.0,,,,,,,96916000.0,9149000.0,10328000.0,,,,,,13101000.0,,265939000.0,,,,382957000.0,,700764000.0,2064302000.0,,0.0,,1271927000.0,,279814000.0,,,1727553000.0,-80273000.0,349221000.0,,3453000.0,,,124817000.0,,195584000.0,158521000.0,0.05,359635000.0,-11292000.0,,,,,124817000.0,,,,124817000.0,,,,166831000.0,,1678000.0,-86709000.0,,138880000.0,,1584735000.0,-12369000.0,18070000.0,7742000.0,,18458000.0,,22446000.0,,,19370000.0,-70167000.0,-47793000.0,,48239000.0,-957017000.0,,703182000.0,,,,-1840000.0,,,17213000.0,0.06,,,,,2541752000.0,,,,-14063000.0,,,103079000.0,0.0,,22738000.0,,-2751000.0,,,,,,,0.0,,,186458000.0,-272748000.0,,,,4271000.0,,0.0,,,,113506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,546264000.0,2215000.0,,,962216000.0,77202000.0,,,83141000.0,2183571000.0,,,,,,,,875498000.0,,,,937681000.0,,164735000.0,33310000.0,,,-2500000.0,,,2729835000.0,,7761000.0,,,,1612000.0,4934522000.0,3972306000.0,,,,,,,96354000.0,7761000.0,8684000.0,,,,,,17101000.0,,292483000.0,,,,414947000.0,,744028000.0,2122655000.0,,0.0,,1298266000.0,,290028000.0,,,1734176000.0,-70547000.0,353041000.0,,4201000.0,,,110146000.0,,193653000.0,160343000.0,0.05,375098000.0,-9106000.0,,,,,110146000.0,,,,110146000.0,,,,167181000.0,,1678000.0,-93276000.0,,124817000.0,,1621867000.0,-2275000.0,14980000.0,6296000.0,,-23016000.0,,22531000.0,,,18215000.0,-69622000.0,-20801000.0,,47018000.0,-1019845000.0,,697908000.0,,,,-856000.0,,,21974000.0,0.05,,,,,2641712000.0,,,,-14671000.0,,,71234000.0,0.0,,-10764000.0,,-3037000.0,,,,,,,0.0,,,213592000.0,-224092000.0,,,,3707000.0,,0.0,,,,114713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,217417000.0,,,559483000.0,2155000.0,-209524000.0,,956445000.0,80794000.0,2071045000.0,,90898000.0,2071045000.0,106774000.0,-69154000.0,2630528000.0,47862000.0,,56664000.0,,981227000.0,136813000.0,6054000.0,106774000.0,948150000.0,133354000.0,165201562.0,35026000.0,,,0.0,,16143000.0,2630528000.0,,105729000.0,302038000.0,64200000.0,129284000.0,62583000.0,4958225000.0,4001780000.0,,2875851000.0,128468000.0,62284000.0,347487000.0,,1613000.0,105729000.0,106944000.0,0.0,4958225000.0,8736000.0,956445000.0,2244933000.0,56664000.0,1698050000.0,178876000.0,559483000.0,302100000.0,,391847000.0,,741432000.0,2244933000.0,981227000.0,2753000.0,178876000.0,1301093000.0,128468000.0,302038000.0,164702564.0,,1698050000.0,-73332000.0,266708000.0,,9177000.0,22000.0,391847000.0,106774000.0,,206718000.0,171692000.0,0.63,358183000.0,16036000.0,16313000.0,,410587000.0,4001780000.0,106774000.0,,1645822000.0,0.78,106774000.0,106774000.0,676500000.0,786400000.0,166997000.0,,1679000.0,-112981000.0,-154852000.0,110146000.0,455226000.0,1645822000.0,0.0,21934000.0,-85010000.0,2721270000.0,8793000.0,,22269000.0,,-15022000.0,16143000.0,-79222000.0,-75697000.0,,62284000.0,-1075448000.0,12300000.0,676500000.0,-16894000.0,,114564000.0,-26239000.0,,1613000.0,12300000.0,0.64,,,,-281303000.0,2721270000.0,,,649587000.0,-3372000.0,-1075448000.0,-98805000.0,141805000.0,0.0,-284053000.0,45256000.0,,-84563000.0,,,266708000.0,,166730000.0,,19172000.0,3482000.0,,217417000.0,-209524000.0,,0.77,,2888000.0,-32498000.0,0.0,-7790000.0,358183000.0,,124997000.0,19172000.0,,88926000.0,1301093000.0,-354558000.0,,17598000.0,3662251000.0,1679000.0,,,,,,,,,,,,,,,,,
1522454400,,,,506869000.0,2939000.0,,,971080000.0,78619000.0,,,86902000.0,2139402000.0,,,,,,,,1083314000.0,,,,875374000.0,,164772000.0,31754000.0,,,,,,2646271000.0,,97305000.0,,,,-29678000.0,5085510000.0,4114430000.0,,,,,,,106603000.0,97305000.0,98075000.0,,,,,,15888000.0,,210095000.0,,,,413659000.0,,678099000.0,2365361000.0,,503000.0,,1309608000.0,,409135000.0,,,1764423000.0,-55315000.0,268376000.0,,93157000.0,,,123011000.0,,197275000.0,165521000.0,0.58,373121000.0,-10182000.0,,,,,122869000.0,,,,122869000.0,,,,167742000.0,,1680000.0,-89641000.0,,106916000.0,,1657609000.0,-3500000.0,101787000.0,3712000.0,,-14590000.0,,23124000.0,,,16722000.0,-56602000.0,46158000.0,,63037000.0,-1133063000.0,,659855000.0,,,,-3112000.0,,,11290000.0,0.59,2805000.0,,,,2790672000.0,,,,16095000.0,,,26924000.0,,,-61092000.0,,-2649000.0,,,,,,,,,,188048000.0,-198444000.0,,,,8992000.0,,182000.0,,,,203530000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,482730000.0,1725000.0,,,918198000.0,78454000.0,,,78558000.0,2036155000.0,,,,,,,,1052894000.0,,,,846646000.0,,164651000.0,36633000.0,,,,,,2518885000.0,,-30420000.0,,,,18301000.0,4856916000.0,3938718000.0,,,,,,,105649000.0,-30420000.0,-29138000.0,,,,,,21148000.0,,198698000.0,,,,371291000.0,,653001000.0,2263403000.0,,750000.0,,1232964000.0,,399097000.0,,,1687823000.0,-55396000.0,242683000.0,,-41072000.0,,,104262000.0,,193645000.0,157012000.0,-0.18,370555000.0,-20379000.0,,,,,104120000.0,,,,104120000.0,,,,164651000.0,,1681000.0,-782967000.0,,123011000.0,,1624354000.0,-54089000.0,-27455000.0,1683000.0,,19807000.0,,23016000.0,,,7466000.0,-82822000.0,-54827000.0,,56802000.0,-1147349000.0,,610878000.0,,,,-9318000.0,,,8975000.0,-0.18,80000000.0,,,,2771703000.0,,,,-18749000.0,,,101123000.0,,,12848000.0,,-4863000.0,,,,,,,,,,185150000.0,-274118000.0,,,,4240000.0,,0.0,,,,74015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,485831000.0,1601000.0,,,878478000.0,78842000.0,,,67447000.0,2004077000.0,,,,,,,,1046857000.0,,,,812576000.0,,164656000.0,18186000.0,,,,,,2489908000.0,,-6037000.0,,,,-3904000.0,4805211000.0,3926733000.0,,,,,,,101878000.0,-6037000.0,-5137000.0,,,,,,20253000.0,,201140000.0,,,,363312000.0,,648101000.0,2254442000.0,,0.0,,1233545000.0,,398794000.0,,,1668129000.0,-78150000.0,234070000.0,,-4646000.0,,,81573000.0,,164475000.0,146289000.0,-0.04,361679000.0,4601000.0,,,,,81470000.0,,,,81470000.0,,,,164656000.0,,1681000.0,-151123000.0,,104262000.0,,1631036000.0,-3712000.0,-6540000.0,-1403000.0,,4440000.0,,20080000.0,,,11100000.0,-75555000.0,-21273000.0,,54574000.0,-1196680000.0,,593234000.0,,,,-7458000.0,,,5906000.0,-0.04,0.0,,,,2827716000.0,,,,-22689000.0,,,71651000.0,,,3830000.0,,-8196000.0,,,,,,,,,,177769000.0,-277324000.0,,,,374000.0,,0.0,,,,92382000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,219479000.0,,,540498000.0,25114000.0,-304539000.0,,897942000.0,85277000.0,2013035000.0,,76357000.0,2013035000.0,107369000.0,12031000.0,2553533000.0,13195000.0,,22099000.0,,1087505000.0,110187000.0,1253000.0,107262000.0,853130000.0,105944000.0,162592000.0,23614000.0,,,,,7492000.0,2553533000.0,30741000.0,40648000.0,410177000.0,117975000.0,72836000.0,88117000.0,4889354000.0,3991412000.0,,2647083000.0,101496000.0,53375000.0,309264000.0,,115032000.0,40648000.0,42144000.0,0.0,4889354000.0,31379000.0,897942000.0,2273048000.0,22099000.0,1666940000.0,309484000.0,540498000.0,321192000.0,,385737000.0,,667882000.0,2273048000.0,1087505000.0,0.0,309484000.0,1229159000.0,101496000.0,410177000.0,163703226.0,82760000.0,1666940000.0,-153554000.0,231063000.0,,46778000.0,182000.0,385737000.0,107369000.0,,185248000.0,161634000.0,0.24,341028000.0,28351000.0,94217000.0,30741000.0,398615000.0,3991412000.0,107262000.0,,1687858000.0,0.62,107262000.0,107262000.0,595862000.0,740643000.0,168379000.0,,1681000.0,-173871000.0,-47582000.0,81573000.0,525596000.0,1687858000.0,-58676000.0,50183000.0,8039000.0,1687858000.0,-16004000.0,,20209000.0,,2391000.0,7492000.0,-110800000.0,-17640000.0,,53375000.0,-1246095000.0,4043000.0,595862000.0,-119977000.0,,106916000.0,-2252000.0,,115032000.0,4043000.0,0.25,-45000.0,,,-325779000.0,1687858000.0,,,630456000.0,25796000.0,-1246095000.0,-16974000.0,198917000.0,,-342415000.0,57609000.0,,-1266000.0,,,231063000.0,,167910000.0,,,-6347000.0,,219479000.0,-304539000.0,,0.6,,5173000.0,-22140000.0,0.0,453000.0,341028000.0,,155669000.0,,,86429000.0,1229159000.0,-1197602000.0,,18779000.0,3387726000.0,1681000.0,,,,,,,,,,,,,,,,,
1553990400,,,,546172000.0,1574000.0,,,871175000.0,79164000.0,,,85003000.0,2092183000.0,,,,,,,,1105517000.0,,,,835104000.0,,164855000.0,24274000.0,,,,,,2638355000.0,,18012000.0,,,,-38446000.0,4995054000.0,4123879000.0,,,,,,,113984000.0,18012000.0,19640000.0,,,,,,20959000.0,,174200000.0,,,,371339000.0,,646663000.0,2290539000.0,,845000.0,,1222382000.0,,433381000.0,,,1663763000.0,-79765000.0,225336000.0,,20516000.0,,,95823000.0,,188441000.0,164167000.0,0.11,339882000.0,-5063000.0,,31563000.0,,,95716000.0,,,,95716000.0,,,,168660000.0,,1684000.0,-149121000.0,,107369000.0,,1821279000.0,-1431000.0,24914000.0,5274000.0,,11692000.0,,19876000.0,,,23693000.0,-87047000.0,21193000.0,,53487000.0,-1281115000.0,,579313000.0,,,,-3190000.0,,,8861000.0,0.11,0.0,,,,3102394000.0,,,,-11546000.0,,,48601000.0,,,-31008000.0,,-2901000.0,,,,,,,39776000.0,,,192511000.0,-312263000.0,,,,10327000.0,,12000.0,,,,123954000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
