date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,0.995,1194200000.0,36100000.0,,61300000.0,,,-12400000.0,4300000.0,,151600000.0,,91200000.0,56300000.0,2421800000.0,-119400000.0,449200000.0,14000000.0,28700000.0,,236400000.0,,,,,173000000.0,45800000.0,,919200000.0,2700000.0,69000000.0,240100000.0,0.0,,,,14000000.0,-43400000.0,-15400000.0,,32800000.0,61300000.0,,5000000.0,-1065700000.0,,,,-27500000.0,,22300000.0,302900000.0,-19100000.0,,,,,173000000.0,1861800000.0,339200000.0,,1194200000.0,61793103.0,667600000.0,302900000.0,,-61600000.0,11100000.0,-1065700000.0,820100000.0,,30200000.0,341500000.0,191600000.0,0.995,457500000.0,61300000.0,30200000.0,1688800000.0,31800000.0,,,,,7600000.0,,,667600000.0,115600000.0,240100000.0,,288500000.0,,-100000.0,-4900000.0,-2200000.0,,-34000000.0,41000000.0,-146100000.0,16500000.0,16500000.0,457500000.0,78100000.0,,,100000.0,288500000.0,,5800000.0,,-1200000.0,60300000.0,50700000.0,1356100000.0,115500000.0,78100000.0,577700000.0,339200000.0,56300000.0,1356100000.0,84800000.0,,151200000.0,5200000.0,50700000.0,,8800000.0,60300000.0,7000000.0,,244200000.0,,820100000.0,,2900000.0,14000000.0,,,,100000.0,-36400000.0,14000000.0,14000000.0,,90000000.0,14000000.0,16500000.0,,1861800000.0,128500000.0,,,,4400000.0,1688800000.0,61564000.0,,,,,191600000.0,91200000.0,2421800000.0,,,13300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1145000000.0,31400000.0,63200000.0,,,,42400000.0,-1600000.0,,134300000.0,,85600000.0,,2457400000.0,,,,,,222500000.0,,,,,,,,,13700000.0,63600000.0,,,,,,10100000.0,-29500000.0,-15400000.0,,32100000.0,,,,,,0.255,,,,23200000.0,303300000.0,-13500000.0,,,,,130600000.0,,293700000.0,,,,667500000.0,,,,,-1123200000.0,816800000.0,,,,,,,,25800000.0,,,,,,,-61900000.0,,,,,248000000.0,,,,0.0,,,,-16000000.0,87500000.0,,15800000.0,15800000.0,457900000.0,,,,-100000.0,284100000.0,,7400000.0,61960784.0,2700000.0,,37000000.0,1334200000.0,102900000.0,57700000.0,,,63500000.0,,88200000.0,,,-3900000.0,,,14000000.0,60300000.0,71500000.0,,,,,,,,,,,,,10100000.0,,,,10100000.0,15800000.0,,1812500000.0,,,,,,1681900000.0,,,0.25,,,144700000.0,,,,,11700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3176100000.0,32400000.0,160000000.0,,,,1700000.0,-9200000.0,,324200000.0,215000000.0,157400000.0,,6327500000.0,,,,,,491000000.0,,,,,,,,,7800000.0,106000000.0,,,,,,31700000.0,-137700000.0,-64100000.0,,135000000.0,,,,,,-0.06,,,,-11000000.0,562300000.0,4700000.0,,,,,364300000.0,,599600000.0,,,,1773200000.0,,,,,-2890400000.0,2496200000.0,,,,,,,,95300000.0,,,,,,,15200000.0,,,,,1056100000.0,,,,10600000.0,,,,-142400000.0,130700000.0,,-9600000.0,-9600000.0,1489400000.0,,,,-100000.0,817900000.0,,-1400000.0,160000000.0,-11000000.0,,101300000.0,3437100000.0,291800000.0,136000000.0,,,189100000.0,,166800000.0,,,8300000.0,,,10100000.0,114200000.0,-11700000.0,,,,,,,,,,,,,31700000.0,,,,31700000.0,-9600000.0,,4949300000.0,,,,,,4585000000.0,,,-0.06,,,253200000.0,,,,,33900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3051600000.0,122200000.0,154328358.0,,,,32400000.0,-11900000.0,,387900000.0,104000000.0,164400000.0,,6397300000.0,,,,,,555400000.0,,,,,,,,,-17000000.0,202400000.0,,,,,,9500000.0,-84800000.0,-38100000.0,,80300000.0,,,,,,0.335,,,,89400000.0,550800000.0,-1700000.0,,,,,330700000.0,,578400000.0,,,,1658500000.0,,,,,-2985200000.0,2394600000.0,,,,,,,,76800000.0,,,,,,,-96000000.0,,,,,865600000.0,7700000.0,,,0.0,,,,-83100000.0,158600000.0,,51700000.0,51700000.0,1485600000.0,,,,-100000.0,720000000.0,,37700000.0,154328358.0,-1100000.0,,118300000.0,3412100000.0,265700000.0,126100000.0,,,221000000.0,,167500000.0,,,-22300000.0,,,31700000.0,114300000.0,75500000.0,,,,,,,,,,,,,9500000.0,,,,9500000.0,51700000.0,,4710100000.0,,,,,,4379400000.0,,,0.335,,,193100000.0,,,,,33600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.63,3239500000.0,54500000.0,,96700000.0,,,-13100000.0,-5000000.0,,345900000.0,537400000.0,204300000.0,196600000.0,6487600000.0,-372100000.0,1128000000.0,31800000.0,58100000.0,,528200000.0,,,,,388000000.0,136100000.0,,2130800000.0,-15200000.0,131600000.0,1011300000.0,-17600000.0,,33800000.0,,31800000.0,-153500000.0,-23100000.0,,77000000.0,96700000.0,,-27700000.0,-3030800000.0,,,,63400000.0,,29400000.0,163000000.0,-39600000.0,,,,,388000000.0,4959300000.0,649600000.0,,3239500000.0,153824000.0,1719800000.0,163000000.0,,-140700000.0,27300000.0,-3030800000.0,2512700000.0,,80100000.0,719500000.0,248700000.0,0.63,1543100000.0,96700000.0,80100000.0,4571300000.0,95700000.0,,,,,85000000.0,,,1719800000.0,324400000.0,1011300000.0,15500000.0,768900000.0,,-17600000.0,-10700000.0,-57700000.0,,-130600000.0,91000000.0,-405500000.0,25200000.0,25200000.0,1543100000.0,142500000.0,,,248700000.0,768900000.0,,4200000.0,,9000000.0,114300000.0,133600000.0,3456800000.0,291400000.0,142500000.0,1411300000.0,649600000.0,196600000.0,3456800000.0,182300000.0,,467800000.0,22400000.0,133600000.0,,9500000.0,114300000.0,-39600000.0,,607800000.0,,2512700000.0,,4500000.0,31800000.0,537400000.0,,,248700000.0,-50100000.0,31800000.0,31800000.0,,154800000.0,31800000.0,25200000.0,,4959300000.0,283300000.0,,,,700000.0,4571300000.0,153824000.0,,,,,248700000.0,204300000.0,6487600000.0,,,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3265400000.0,93000000.0,154444444.0,,,,43400000.0,-1800000.0,,348000000.0,237400000.0,163600000.0,,6529700000.0,,,,,,546800000.0,,,,,,,,,21700000.0,179500000.0,,,,,,54200000.0,-104700000.0,-38800000.0,,86600000.0,,,,,,0.27,,,,66600000.0,540300000.0,-13900000.0,,,,,362600000.0,,621100000.0,,,,1805700000.0,,,,,-3106400000.0,2568500000.0,,,,,,,,67800000.0,,,,,,,-43100000.0,,,,,1126100000.0,8500000.0,,,200000.0,,,,-90800000.0,170200000.0,,41700000.0,41700000.0,1545300000.0,,,,100000.0,814100000.0,,24900000.0,154444444.0,6800000.0,,111900000.0,3423300000.0,255000000.0,128700000.0,,,220200000.0,,198800000.0,,,22400000.0,,,31800000.0,114300000.0,79400000.0,,,,,,,,,,,,,54200000.0,,,,54200000.0,41700000.0,,5071100000.0,,,,,,4708500000.0,,,0.27,,,237200000.0,,,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3296100000.0,60300000.0,156428000.0,,,,-46200000.0,-6700000.0,,337700000.0,300600000.0,145900000.0,,6611900000.0,,,,,,486200000.0,,,,,,,,,3600000.0,140300000.0,,,,,,29400000.0,-57800000.0,-39100000.0,,,,,,,,0.245,,,,62700000.0,539800000.0,-12000000.0,,,,,338200000.0,,636600000.0,,,,1881000000.0,,,,,-3177300000.0,2585000000.0,,,,,,,,64800000.0,,,,,,,-600000.0,,,,,1238000000.0,12400000.0,,,200000.0,,,,-93000000.0,33600000.0,,38500000.0,38500000.0,1514500000.0,,,,100000.0,849100000.0,,24200000.0,156428000.0,37100000.0,,109900000.0,3434600000.0,277400000.0,134100000.0,,,192100000.0,,148500000.0,,,-24800000.0,,,54200000.0,114400000.0,-59400000.0,,,,,,,,,,,,,29400000.0,,,,29400000.0,38500000.0,,5177100000.0,,,,,,4838900000.0,,,0.245,,,298500000.0,,,,,36400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3500800000.0,130700000.0,157138000.0,,,,24800000.0,-5800000.0,,428700000.0,475600000.0,178400000.0,,6677300000.0,,,,,,598300000.0,,,,,,,,,-18600000.0,216400000.0,,,,,,69000000.0,-114900000.0,-39200000.0,,,,,,,,0.455,,,,114100000.0,572000000.0,-9800000.0,,,,,419300000.0,,672300000.0,,,,2096400000.0,,,,,-3242100000.0,2755300000.0,,,,,,,,68600000.0,,,,,,,-8400000.0,,,,,1576900000.0,7800000.0,,,-200000.0,,,,-129600000.0,163000000.0,,71500000.0,71500000.0,1569500000.0,,,,269600000.0,961400000.0,,42600000.0,157138000.0,15500000.0,,128700000.0,3435200000.0,298000000.0,153000000.0,,,224300000.0,,169600000.0,,,39600000.0,,,29400000.0,114400000.0,33400000.0,,,,,,,,,,,,,69000000.0,,,,69000000.0,71500000.0,,5597200000.0,,,,,,5177900000.0,,,0.455,,,269600000.0,,,,,33900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.255,3806480000.0,92535000.0,,196581000.0,,,-38572000.0,-1958000.0,,385193000.0,634903000.0,191149000.0,194541000.0,6748215000.0,-478573000.0,1123158000.0,113669000.0,120486000.0,,566663000.0,,,,,485986000.0,142935000.0,,2197963000.0,-2217000.0,162352000.0,1916579000.0,-5731000.0,,36491000.0,,113669000.0,-166980000.0,-39389000.0,,,196581000.0,,-16258000.0,-3262181000.0,,,,-16572000.0,,73667000.0,577464000.0,-23550000.0,,,,,485986000.0,6075683000.0,933625000.0,,3806480000.0,156704000.0,2269203000.0,577464000.0,,-156489000.0,31827000.0,-3262181000.0,2800998000.0,,80703000.0,698270000.0,547935000.0,1.255,1486765000.0,196581000.0,80703000.0,5589697000.0,-55444000.0,,,,,155193000.0,,,2269203000.0,,1916579000.0,7791000.0,1090339000.0,,-5931000.0,4483000.0,103093000.0,,-165173000.0,56329000.0,-444380000.0,44781000.0,44781000.0,1486765000.0,166366000.0,,,547935000.0,1090339000.0,,28886000.0,,16775000.0,114428000.0,125248000.0,3486034000.0,292658000.0,166366000.0,1499693000.0,933625000.0,194541000.0,3486034000.0,181470000.0,,423129000.0,44642000.0,125248000.0,,69000000.0,114428000.0,-108844000.0,,698552000.0,,2800998000.0,,81842000.0,113669000.0,634903000.0,,,547935000.0,-59250000.0,113669000.0,113669000.0,,317067000.0,113669000.0,44781000.0,,6075683000.0,376535000.0,,,,76175000.0,5589697000.0,156704000.0,,,,,547935000.0,191149000.0,6748215000.0,,,37535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4346806000.0,88390000.0,157992000.0,,,,71455000.0,-20075000.0,,489233000.0,913950000.0,167275000.0,,6664692000.0,,,,,,620850000.0,,,,,,,,,23982000.0,176422000.0,,,,,,47500000.0,-532349000.0,-39498000.0,,,,,,,,0.12,,,,31758000.0,557286000.0,-25743000.0,,,,,368282000.0,,760653000.0,,,,2531011000.0,,,,,-3144273000.0,3514506000.0,,,,,,,,90199000.0,,,,,,,280461000.0,,,,,2793022000.0,514000.0,,,-14078000.0,,,,-517660000.0,185719000.0,,19320000.0,19320000.0,2019502000.0,,,,374916000.0,1269078000.0,,12438000.0,157992000.0,21725000.0,,101644000.0,3520419000.0,400843000.0,94819000.0,,,218462000.0,,131617000.0,,,-66169000.0,,,113669000.0,114467000.0,-331941000.0,,,,,,,,,,,,,47500000.0,,,,47500000.0,19320000.0,,6877817000.0,,,,,,6509535000.0,,,0.12,,,374916000.0,,,,,80111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4297803000.0,60167000.0,158004000.0,,,,-84377000.0,15257000.0,,433660000.0,560190000.0,182571000.0,,6767117000.0,,,,,,572565000.0,,,,,,,,,-19609000.0,147827000.0,,,,,,31869000.0,-132596000.0,-39489000.0,,,,,,,,0.27,,,,68316000.0,679194000.0,142000.0,,,,,411193000.0,,968258000.0,,,,2299275000.0,,,,,-3205528000.0,3259253000.0,,,,,,,,90799000.0,,,,,,,103929000.0,,,,,2422096000.0,65000.0,,,-1278000.0,,,,-136678000.0,13036000.0,,42278000.0,42278000.0,1915153000.0,,,,581765000.0,1129170000.0,,26038000.0,158004000.0,7565000.0,,123889000.0,3561589000.0,373493000.0,121326000.0,,,203922000.0,,138905000.0,,,-15631000.0,,,47500000.0,114504000.0,-123642000.0,,,,,,,,,,,,,31869000.0,,,,31869000.0,42278000.0,,6597078000.0,,,,,,6185885000.0,,,0.27,,,581765000.0,,,,,2301000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4155527000.0,140021000.0,158320000.0,,,,16738000.0,122047000.0,,492264000.0,333039000.0,184675000.0,,7053511000.0,,,,,,658422000.0,,,,,,,,,-31914000.0,252618000.0,,,,,,71269000.0,-76891000.0,-39488000.0,,,,,,,,1.75,,,,434943000.0,796835000.0,-8582000.0,,,,,485774000.0,,1067864000.0,,,,2191914000.0,,,,,-3462482000.0,3018944000.0,,,,,,,,101930000.0,,,,,,,-45191000.0,,,,,2062436000.0,238000.0,,,-145000.0,,,,-122670000.0,161482000.0,,259540000.0,276248000.0,1591859000.0,,,,447789000.0,1026717000.0,,175403000.0,158008000.0,339455000.0,,156011000.0,3591029000.0,352243000.0,96690000.0,,,435400000.0,,166158000.0,,,39400000.0,,,31869000.0,114542000.0,38812000.0,,,,,,,,,,,,,71269000.0,,,,71269000.0,276248000.0,,6347441000.0,,,,,,5861667000.0,,,1.745,,,447789000.0,,,,,46719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.525,4696294000.0,92478000.0,,381954000.0,,,-51093000.0,-2184000.0,,406388000.0,271016000.0,296959000.0,265064000.0,7015853000.0,-1066464000.0,1440489000.0,148415000.0,238816000.0,,553147000.0,,,,,710981000.0,180327000.0,,2404984000.0,9333000.0,192876000.0,2009440000.0,-31077000.0,,1069000.0,,148415000.0,-264958000.0,-39656000.0,,,398662000.0,,115045000.0,-3296546000.0,,,,-47277000.0,,85753000.0,818162000.0,-17656000.0,,,,,710981000.0,6733766000.0,1154335000.0,,4696294000.0,158386000.0,2037472000.0,818162000.0,,-158131000.0,113669000.0,-3296546000.0,3360805000.0,,115443000.0,583439000.0,592312000.0,2.515,1910116000.0,398662000.0,115443000.0,6022785000.0,-634615000.0,,,,,270492000.0,,,2037472000.0,,2009440000.0,252000.0,999039000.0,,-15576000.0,-18208000.0,609691000.0,,-289456000.0,71612000.0,-1006794000.0,60816000.0,60816000.0,1910116000.0,178692000.0,,,592312000.0,999039000.0,,24937000.0,,39179000.0,790000.0,143916000.0,3719307000.0,313910000.0,178692000.0,1821545000.0,1154335000.0,265064000.0,3719307000.0,146759000.0,,431849000.0,77146000.0,143916000.0,,71269000.0,790000.0,-217844000.0,,747932000.0,,3360805000.0,,34746000.0,148415000.0,271016000.0,,,592312000.0,-51839000.0,148415000.0,148415000.0,,620770000.0,148415000.0,60816000.0,,6733766000.0,381056000.0,,,,411280000.0,6022785000.0,158006000.0,,,,,592312000.0,296959000.0,7015853000.0,,,47840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4540730000.0,89276000.0,158976190.0,,,,45457000.0,-10428000.0,,678796000.0,96583000.0,228125000.0,,6780870000.0,,,,,,852713000.0,,,,,,,,,28240000.0,187271000.0,,,,,,114891000.0,-202643000.0,-39489000.0,,,,,,,,0.21,,,,51643000.0,812058000.0,-20724000.0,,,,,677395000.0,,900081000.0,,,,1859986000.0,,,,,-3218055000.0,3463815000.0,,,,,,,,119119000.0,,,,,,,9383000.0,,,,,1878019000.0,,,,-5794000.0,,,,-190284000.0,159736000.0,,33385000.0,33385000.0,2233430000.0,,,,368150000.0,890918000.0,,18258000.0,158976190.0,11489000.0,,92531000.0,3562815000.0,589520000.0,263079000.0,,,303806000.0,,173917000.0,,,-33524000.0,,,148415000.0,791000.0,-30548000.0,,,,,,,,,,,,,114891000.0,,,,114891000.0,33385000.0,,6400716000.0,,,,,,5723321000.0,,,0.21,,,368150000.0,,,,,51424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4398604000.0,68018000.0,160689655.0,,,,-34923000.0,-3454000.0,,422765000.0,-38458000.0,203895000.0,,6914197000.0,,,,,,611841000.0,,,,,,,,,,162683000.0,,,,,,88836000.0,-68796000.0,-39495000.0,,,,,,,,0.145,,,,34616000.0,795863000.0,3727000.0,,,,,552893000.0,,853035000.0,,,,1707804000.0,,,,,-3283129000.0,3370026000.0,,,,,,,,149591000.0,,,,,,,-18361000.0,,,,,1633576000.0,,,,-30348000.0,,,,-170696000.0,61102000.0,,23300000.0,23300000.0,2262147000.0,,,,415694000.0,813205000.0,,11316000.0,160689655.0,12695000.0,,125021000.0,3631068000.0,354747000.0,128513000.0,,,233446000.0,,189076000.0,,,-26055000.0,,,114891000.0,790000.0,-109594000.0,,,,,,,,,,,,,88836000.0,,,,88836000.0,23300000.0,,6106408000.0,,,,,,5553515000.0,,,0.145,,,415694000.0,,,,,49267000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4333340000.0,133726000.0,158700000.0,,,,90079000.0,-5562000.0,,463194000.0,-179323000.0,252163000.0,,7147338000.0,,,,,,666265000.0,,,,,,,,,,219228000.0,,,,,,92542000.0,-284624000.0,-39519000.0,,,,,,,,0.395,,,,92420000.0,818629000.0,-19266000.0,,,,,549009000.0,,1055856000.0,,,,1715671000.0,,,,,-3340599000.0,,,,,,,,,215979000.0,,,,,,,32606000.0,,,,,1693263000.0,,,,-3631000.0,,,,-269354000.0,255724000.0,,62285000.0,62285000.0,2206782000.0,,,,525448000.0,681974000.0,,30135000.0,158480000.0,4863000.0,,58208000.0,3806739000.0,329468000.0,132329000.0,,,278245000.0,,203071000.0,,,3706000.0,,,88836000.0,114706000.0,-13630000.0,,,,,,,,,,,,,142493000.0,,,,142493000.0,62285000.0,,6049011000.0,,,,,,5500002000.0,,,0.39,,,525448000.0,,,,,46169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.07,4285963000.0,79004000.0,,185230000.0,,,-160428000.0,15838000.0,,498730000.0,-154642000.0,245480000.0,275929000.0,7237664000.0,-818363000.0,1693461000.0,86618000.0,59840000.0,,646521000.0,,,,,626842000.0,190472000.0,,2777340000.0,,191163000.0,1396494000.0,-32449000.0,,288553000.0,,86618000.0,-187250000.0,-39728000.0,,,172362000.0,,-3606000.0,-3374867000.0,,,,-59815000.0,,66391000.0,832293000.0,-16497000.0,,,,,626842000.0,6247682000.0,739737000.0,,4285963000.0,161272000.0,1918341000.0,832293000.0,,-158231000.0,148415000.0,-3374867000.0,3372875000.0,,148917000.0,713855000.0,218328000.0,1.07,2457941000.0,172362000.0,148917000.0,5620840000.0,-338075000.0,,,,,177600000.0,,,1918341000.0,,1396494000.0,277150000.0,691870000.0,,7324000.0,-15755000.0,201228000.0,,-188029000.0,3726000.0,-743313000.0,66260000.0,53392000.0,2457941000.0,153697000.0,,,218328000.0,691870000.0,,131000.0,,23215000.0,897000.0,166222000.0,3862797000.0,419726000.0,153697000.0,2063485000.0,739737000.0,275929000.0,3862797000.0,147791000.0,,480288000.0,-5924000.0,166222000.0,,92542000.0,897000.0,-184303000.0,,738461000.0,,3372875000.0,,-61797000.0,86618000.0,-154642000.0,,,218328000.0,-52760000.0,86618000.0,86618000.0,,245070000.0,86618000.0,53392000.0,,6247682000.0,370024000.0,,,,54374000.0,5620840000.0,160996000.0,,,,,218328000.0,245480000.0,7237664000.0,,,46972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4466952000.0,62433000.0,180108000.0,,,,45189000.0,-7612000.0,,501290000.0,-142416000.0,205891000.0,,7418933000.0,,,,,,636237000.0,,,,,,,,,,155244000.0,,,,,,68875000.0,-210636000.0,-44851000.0,,,,,,,,0.055,,,,15370000.0,797185000.0,-1884000.0,,,,,622795000.0,,736425000.0,,,,1911644000.0,,,,,-3440278000.0,3558162000.0,,,,,,,,170621000.0,,,,,,,41531000.0,,,,,1324328000.0,14285000.0,,,81487000.0,,,,-208752000.0,151362000.0,,9743000.0,9743000.0,2638916000.0,,,,203987000.0,682772000.0,,5627000.0,177145455.0,-1710000.0,,130758000.0,3978655000.0,438857000.0,195588000.0,,,326547000.0,,134947000.0,,,-17743000.0,,,86618000.0,902000.0,-57390000.0,,,,,,,,,,,,,68875000.0,,,,68875000.0,9743000.0,,6422656000.0,,,,,,5799861000.0,,,0.054095,,,203987000.0,,,,,47007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4795381000.0,63787000.0,181106000.0,,,,-10463000.0,1502000.0,,449386000.0,-196259000.0,237104000.0,,7891640000.0,,,,,,615215000.0,,,,,,,,,,162732000.0,,,,,,73397000.0,-246964000.0,-45040000.0,,,,,,,,0.035,,,,8044000.0,758460000.0,1177000.0,,,,,651565000.0,,938595000.0,,,,1835992000.0,,,,,-3751753000.0,3685708000.0,,,,,,,,156245000.0,,,,,,,126352000.0,,,,,1334535000.0,14426000.0,,,-87576000.0,,,,-248141000.0,125134000.0,,6315000.0,6315000.0,2637848000.0,,,,370163000.0,749362000.0,,1729000.0,180428571.0,-6617000.0,,154838000.0,4139887000.0,385599000.0,199618000.0,,,331328000.0,,165829000.0,,,4522000.0,,,68875000.0,908000.0,-123007000.0,,,,,,,,,,,,,73397000.0,,,,73397000.0,6315000.0,,6673260000.0,,,,,,6021695000.0,,,0.034869,,,370163000.0,,,,,50822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
