,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,trailingNetIncome,quarterlyAccountsReceivable,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualRetainedEarnings,quarterlyInventory,quarterlyNetIncome,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,annualBasicEPS,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,annualOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualNetPPE,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingOperatingExpense,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,annualTaxProvision,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualGrossProfit,quarterlyEbitda,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyChangeInWorkingCapital,annualChangeInInventory,quarterlyCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualPurchaseOfInvestment,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1341014400,77282000.0,3200000.0,,,-62000.0,0.32,106043000.0,,,,,,,382052000.0,,,4692000.0,,,,,,,,,3742000.0,8858000.0,243259000.0,,,1431000.0,2748000.0,,,2748000.0,,344000.0,216000.0,,44418000.0,,,,,,8686000.0,-6362000.0,-1707000.0,,2748000.0,391000.0,,,,,,1964000.0,,,,8660000.0,391000.0,,,11814000.0,391000.0,,,,1762000.0,1114000.0,-91000.0,,,371118000.0,,,,,266285000.0,,382000.0,,,,3000.0,0.0,,,,,,,,,,-1556000.0,,,,,,,,,,,115767000.0,453000.0,,281000.0,2945000.0,,,,0.0,,4760000.0,9054000.0,,,,955000.0,,,,0.32,,,,,,,,,,,-522000.0,2748000.0,,6474000.0,363215000.0,,19955000.0,,,,,326000.0,29000.0,,-2559000.0,,,4294000.0,26000.0,,,,8651000.0,891000.0,17912000.0,,,13913000.0,,699000.0,,10934000.0,,363692000.0,23026000.0,,6274000.0,,-477000.0,-6365000.0,,,,,,,,,,,,,,,,,,,,
1348963200,79552000.0,2888000.0,,,121000.0,0.33,105729000.0,,,,,,,388353000.0,,,5596000.0,,,,,,,,,4591000.0,9670000.0,245362000.0,,,1329000.0,2846000.0,,,2846000.0,,,97000.0,,44978000.0,,,,,,8752000.0,-4814000.0,-1716000.0,,2846000.0,512000.0,,,,,,1956000.0,,,,8695000.0,512000.0,,,12447000.0,512000.0,,,,1746000.0,1251000.0,-408000.0,,,374615000.0,,,,,272527000.0,,0.0,,,,102000.0,0.0,,,,,,,,,,-904000.0,,,,,,,,,,,115826000.0,391000.0,,540000.0,3485000.0,,,,0.0,,4836000.0,9331000.0,,,,924000.0,,,,0.33,,,,,,,,,,,865000.0,,,6452000.0,366826000.0,,19325000.0,,,,,664000.0,25000.0,,8014000.0,,,4495000.0,518000.0,,,,8681000.0,1257000.0,19001000.0,,,13530000.0,,-1585000.0,,13738000.0,,367303000.0,27165000.0,,4417000.0,,-477000.0,-4825000.0,,,,,,,,,,,,,,,,,,,,
1356912000,94371000.0,2563000.0,106257000.0,-6850000.0,105000.0,,106257000.0,3988000.0,9846000.0,,13023000.0,,391714000.0,391714000.0,16462000.0,,3988000.0,,,118180000.0,-205000.0,,,7930000.0,,4568000.0,9264000.0,248595000.0,2079000.0,21071000.0,1353000.0,1747000.0,,-20517000.0,1747000.0,,,35000.0,,46501000.0,,,1.14,,-2550000.0,,-5755000.0,-1764000.0,,1747000.0,617000.0,617000.0,1036000.0,,,22471000.0,2050000.0,3499000.0,248595000.0,715000.0,8710000.0,617000.0,24939000.0,370645000.0,11828000.0,617000.0,23373000.0,31437000.0,94371000.0,1765000.0,1667000.0,-659000.0,,,378234000.0,617000.0,,,29000.0,273534000.0,617000.0,0.0,311000.0,13480000.0,-757000.0,-24000.0,0.0,,,,,7045000.0,0.0,,,,-158000.0,-83783000.0,4191000.0,9846000.0,,,8717000.0,,,454428000.0,-2641000.0,118180000.0,512000.0,,14000.0,3499000.0,1.13,306000.0,8666000.0,0.0,4568000.0,-2405000.0,7688000.0,,2563000.0,,894000.0,-20546000.0,,,,,,894000.0,0.0,8710000.0,70563000.0,36217000.0,6616000.0,11828000.0,108000.0,-32000.0,,34346000.0,13179000.0,370645000.0,4133000.0,21071000.0,,,1353000.0,,583000.0,25000.0,378234000.0,-8143000.0,1503000.0,,10093000.0,760000.0,,,,,1293000.0,16952000.0,273534000.0,46501000.0,13023000.0,2827000.0,29000.0,130000.0,13480000.0,11875000.0,454428000.0,24939000.0,,5100000.0,9846000.0,-83783000.0,-5759000.0,,,,,,,,,,,,,,,,,,,,
1364688000,95416000.0,2160000.0,,,-296000.0,0.19,106022000.0,,,,,,,393146000.0,,,6077000.0,,,,,,,,,5015000.0,9370000.0,249999000.0,,,1504000.0,1640000.0,,,1640000.0,,,649000.0,,47089000.0,,,,,,8794000.0,-4081000.0,-1766000.0,,1640000.0,321000.0,,,,,,2041000.0,,,,8741000.0,321000.0,,,11207000.0,321000.0,,,,1747000.0,1070000.0,664000.0,,,380118000.0,,,,,274481000.0,,0.0,,,,-151000.0,0.0,,,,,,,,,,-124000.0,,,,,,,,,,,118665000.0,617000.0,,700000.0,4199000.0,,,,6000.0,,3108000.0,6957000.0,,,,858000.0,,,,0.19,,,,,,,,,,,-1712000.0,2751000.0,,6539000.0,372482000.0,,20945000.0,,1111000.0,,,587000.0,24000.0,,-44000.0,,,3849000.0,-966000.0,,,,8725000.0,303000.0,16327000.0,,,12732000.0,,787000.0,,13028000.0,,372810000.0,24482000.0,,4751000.0,,-328000.0,-4087000.0,,,,,,,,,,,,,,,,,,,,
1372550400,97161000.0,2828000.0,,,180000.0,0.29,106079000.0,,,,,,,394662000.0,,,5756000.0,,,,,,,,,5212000.0,8918000.0,252651000.0,,,1472000.0,2512000.0,,,2512000.0,,,129000.0,,47964000.0,,,,,,8829000.0,-4448000.0,-1799000.0,,2512000.0,501000.0,,,,,,2058000.0,,,,8782000.0,501000.0,,,9821000.0,501000.0,,,,1762000.0,2325000.0,140000.0,,,382381000.0,,,,,274418000.0,,0.0,,,,32000.0,0.0,,,,,,,,,,333000.0,,,,,,,,,,,120244000.0,321000.0,,-2257000.0,1942000.0,,,,6000.0,,3028000.0,8862000.0,,,,828000.0,,,,0.28,,,,,,,,,,,-858000.0,4201000.0,,8021000.0,374773000.0,,21657000.0,,1689000.0,,,836000.0,31000.0,,-50000.0,,,5834000.0,34000.0,,,,8761000.0,581000.0,17780000.0,,,12539000.0,,-537000.0,,12281000.0,,375121000.0,21767000.0,,4594000.0,,-348000.0,-4454000.0,,,,,,,,,,,,,,,,,,,,
1380499200,98618000.0,2285000.0,,,76000.0,0.3,105713000.0,,,,,,,400386000.0,,,6116000.0,,,,,,,,,5911000.0,8926000.0,254458000.0,,,1604000.0,2602000.0,,,2602000.0,,,62000.0,,48692000.0,,,,,,8850000.0,-5393000.0,-1807000.0,,2602000.0,577000.0,,,,,,2065000.0,,,,8793000.0,577000.0,,,10804000.0,577000.0,,,,1784000.0,688000.0,318000.0,,,385721000.0,,,,,280890000.0,,0.0,,,,-132000.0,0.0,,,,,,,,,,-353000.0,,,,,,,,,,,119496000.0,501000.0,,1751000.0,3693000.0,,,,2000.0,,3083000.0,9147000.0,,,,779000.0,,,,0.29,,,,,,,,,,,617000.0,4342000.0,,8192000.0,378175000.0,,20617000.0,,1740000.0,,,258000.0,34000.0,,-64000.0,,,6064000.0,-244000.0,,,,8789000.0,1514000.0,18073000.0,,,12215000.0,,-439000.0,,14665000.0,,378544000.0,26432000.0,,5713000.0,,-369000.0,-5395000.0,,,,,,,,,,,,,,,,,,,,
1388448000,99292000.0,2810000.0,105510000.0,-7207000.0,-155000.0,,105510000.0,3902000.0,8301000.0,,11427000.0,,403832000.0,403832000.0,13889000.0,,3902000.0,,,121836000.0,-208000.0,,,8251000.0,,4764000.0,9416000.0,256433000.0,2439000.0,22165000.0,1485000.0,1547000.0,,-21155000.0,1547000.0,,,33000.0,,50343000.0,,,0.95,,-62000.0,,-7233000.0,-1835000.0,,1547000.0,422000.0,422000.0,872000.0,,,20072000.0,2087000.0,4140000.0,256433000.0,641000.0,8830000.0,422000.0,25563000.0,383102000.0,11464000.0,422000.0,21022000.0,29195000.0,99292000.0,1762000.0,1734000.0,-1288000.0,,,390578000.0,422000.0,,,33000.0,281996000.0,422000.0,0.0,617000.0,13254000.0,457000.0,119000.0,0.0,,,,,7055000.0,0.0,,,,601000.0,-89659000.0,3843000.0,8301000.0,,,8836000.0,,,472761000.0,-1496000.0,121836000.0,577000.0,,447000.0,4140000.0,0.94,-195000.0,8774000.0,19000.0,4764000.0,3153000.0,7476000.0,,2810000.0,,801000.0,-21188000.0,,,,,,801000.0,0.0,8830000.0,69073000.0,36630000.0,5588000.0,11464000.0,123000.0,457000.0,2594000.0,32443000.0,6443000.0,383102000.0,5817000.0,22165000.0,,1047000.0,1485000.0,,758000.0,34000.0,390578000.0,-50000.0,712000.0,,4323000.0,1114000.0,,,,,1445000.0,16892000.0,281996000.0,50343000.0,11427000.0,-166000.0,901000.0,-132000.0,13254000.0,12371000.0,472761000.0,25563000.0,,5964000.0,8301000.0,-89659000.0,-7252000.0,,,,,,,,,,,,,,,,,,,,
1396224000,99985000.0,2624000.0,,,29000.0,0.24,105475000.0,,,,,,,403107000.0,,,5151000.0,,,,,,,,,5107000.0,9075000.0,257703000.0,,,1648000.0,2083000.0,,,2083000.0,,,673000.0,,50935000.0,,,,,,8899000.0,-2721000.0,-1845000.0,,2083000.0,451000.0,,,,,,2138000.0,,,,8864000.0,451000.0,,,8909000.0,451000.0,,,,1736000.0,1464000.0,2324000.0,,,391064000.0,,,,,280332000.0,,0.0,,,,-163000.0,0.0,,,,,,,,,,236000.0,,,,,,,,,,,122775000.0,422000.0,,-644000.0,3496000.0,,,,9000.0,,3278000.0,7825000.0,,,,793000.0,,,,0.23,,,,,,,,,,,-2925000.0,3484000.0,,7358000.0,383470000.0,,22403000.0,,1401000.0,,,667000.0,34000.0,,-33000.0,,,4547000.0,-2304000.0,,,,8845000.0,258000.0,16900000.0,,,11158000.0,,574000.0,,12043000.0,,383880000.0,22629000.0,,5054000.0,,-410000.0,-2730000.0,,,,,,,,,,,,,,,,,,,,
1404086400,100211000.0,2599000.0,,,-57000.0,0.22,105485000.0,,,,,,,407905000.0,,,5856000.0,,,,,,,,,6330000.0,9702000.0,258553000.0,,,1746000.0,1962000.0,,,1962000.0,,,56000.0,,51540000.0,,,,,,8928000.0,-6970000.0,-1879000.0,,1962000.0,394000.0,,,,,,2155000.0,,,,8892000.0,394000.0,,,11781000.0,394000.0,,,,1743000.0,387000.0,-2000000.0,,,395520000.0,,,,,284466000.0,,0.0,,,,-98000.0,0.0,,,,,,,,,,-647000.0,,,,,,,,,,,123439000.0,451000.0,,-154000.0,3342000.0,,,,4000.0,,3228000.0,8189000.0,,,,780000.0,,,,0.22,,,,,,,,,,,2362000.0,3274000.0,,7172000.0,387930000.0,,22485000.0,,1312000.0,,,549000.0,33000.0,,-61000.0,,,4961000.0,1939000.0,,,,8884000.0,300000.0,17891000.0,,,11030000.0,,585000.0,,12385000.0,,388691000.0,25913000.0,,4974000.0,,-761000.0,-6974000.0,,,,,,,,,,,,,,,,,,,,
1412035200,100912000.0,2830000.0,,,-191000.0,0.37,105251000.0,,,,,,,416972000.0,,,5423000.0,,,,,,,,,7466000.0,8771000.0,259596000.0,,,1760000.0,3317000.0,,,3317000.0,,,123000.0,,52216000.0,,,,,,8930000.0,-9539000.0,-1885000.0,,3317000.0,203000.0,,,,,,2260000.0,,,,8900000.0,203000.0,,,15587000.0,203000.0,,,,2137000.0,540000.0,-2615000.0,,,402781000.0,,,,,293797000.0,,0.0,,,,-14000.0,0.0,,,,,,,,,,482000.0,,,,,,,,,,,123175000.0,394000.0,,568000.0,3910000.0,,,,14000.0,,3273000.0,10824000.0,,,,748000.0,,,,0.37,,,,,,,,,,,-366000.0,5537000.0,,9934000.0,395231000.0,,22004000.0,,2220000.0,,,183000.0,34000.0,,-102000.0,,,7551000.0,2410000.0,,,,8898000.0,1537000.0,19595000.0,,,10778000.0,,-108000.0,,14191000.0,,395683000.0,34201000.0,,6938000.0,,-452000.0,-9553000.0,,,,,,,,,,,,,,,,,,,,
1419984000,102657000.0,2066000.0,104954000.0,-7523000.0,40000.0,,104954000.0,4020000.0,9506000.0,,10228000.0,,422213000.0,422213000.0,15881000.0,,4020000.0,,,125605000.0,-212000.0,,,8673000.0,,2941000.0,9541000.0,266416000.0,1651000.0,24148000.0,1890000.0,2144000.0,,-23695000.0,2144000.0,,,1000.0,,57624000.0,,,1.07,,5167000.0,,-4465000.0,-1914000.0,,2144000.0,243000.0,243000.0,853000.0,,,22421000.0,2120000.0,3783000.0,266416000.0,-357000.0,8912000.0,243000.0,30192000.0,397823000.0,19736000.0,243000.0,18349000.0,31947000.0,102657000.0,1777000.0,932000.0,-3090000.0,,,405565000.0,243000.0,,,35000.0,296608000.0,243000.0,0.0,422000.0,16648000.0,147000.0,-130000.0,0.0,,,,,7393000.0,0.0,,,,76000.0,-98400000.0,7255000.0,9506000.0,,,8926000.0,,,496223000.0,-1132000.0,125605000.0,203000.0,,-127000.0,3783000.0,1.07,-179000.0,8884000.0,8000.0,2941000.0,3177000.0,8539000.0,,2066000.0,,713000.0,-23730000.0,,,,,,713000.0,0.0,8912000.0,72465000.0,37086000.0,6375000.0,19736000.0,135000.0,-203000.0,3586000.0,35379000.0,7483000.0,397823000.0,3323000.0,24148000.0,,1442000.0,1890000.0,,252000.0,34000.0,405565000.0,-16000.0,-7008000.0,,5362000.0,3122000.0,,,,,5160000.0,18080000.0,296608000.0,57624000.0,10228000.0,-5381000.0,-8059000.0,-405000.0,16648000.0,12958000.0,496223000.0,30192000.0,,1383000.0,9506000.0,-98400000.0,-4473000.0,,,,,,,,,,,,,,,,,,,,
1427760000,104424000.0,2774000.0,,,110000.0,0.28,104557000.0,,,,,,,421510000.0,,,6390000.0,,,,,,,,,2981000.0,9182000.0,268804000.0,,,1854000.0,2538000.0,,,2538000.0,,,614000.0,,58630000.0,,,,,,8955000.0,-3603000.0,-1917000.0,,2538000.0,353000.0,,,,,,2209000.0,,,,8920000.0,353000.0,,,14974000.0,353000.0,,,,1748000.0,2646000.0,4360000.0,,,407001000.0,,,,,297025000.0,,0.0,,,,36000.0,0.0,,,,,,,,,,-1033000.0,,,,,,,,,,,124485000.0,243000.0,,-352000.0,3431000.0,,,,6000.0,,3344000.0,8780000.0,,,,710000.0,,,,0.28,,,,,,,,,,,-5159000.0,4302000.0,,8259000.0,399141000.0,,22821000.0,,1764000.0,,,174000.0,33000.0,,-16000.0,,,5436000.0,-4256000.0,,,,8917000.0,737000.0,17962000.0,,,9947000.0,,2468000.0,,14509000.0,,499604000.0,28221000.0,,7969000.0,,-100463000.0,-3609000.0,,,,,,,,,,,,,,,,,,,,
1435622400,105571000.0,3583000.0,,,7000.0,0.36,104295000.0,,,,,,,424570000.0,,,6282000.0,,,,,,,,,2767000.0,9108000.0,270931000.0,,,1759000.0,3233000.0,,,3233000.0,,,2000.0,,59878000.0,,,,,,8960000.0,-5961000.0,-1948000.0,,3233000.0,360000.0,,,,,,2192000.0,,,,8929000.0,360000.0,,,15092000.0,360000.0,,,,1754000.0,891000.0,1007000.0,,,410735000.0,,,,,296650000.0,,0.0,,,,95000.0,0.0,,,,,,,,,,155000.0,,,,,,,,,,,127920000.0,353000.0,,-814000.0,2617000.0,,,,11000.0,,3252000.0,10428000.0,,,,726000.0,,,,0.36,,,,,,,,,,,-144000.0,5424000.0,,9370000.0,402920000.0,,26053000.0,,2191000.0,,,190000.0,13000.0,,-28000.0,,,7176000.0,-1011000.0,,,,8926000.0,1102000.0,19536000.0,,,9671000.0,,468000.0,,13835000.0,,505508000.0,25719000.0,,6979000.0,,-102588000.0,-5972000.0,,,,,,,,,,,,,,,,,,,,
1443571200,106921000.0,2975000.0,,,165000.0,0.41,103911000.0,,,,,,,429862000.0,,,6952000.0,,,,,,,,,2906000.0,9614000.0,273344000.0,,,1708000.0,3699000.0,,,3699000.0,,,58000.0,,61321000.0,,,,,,9000000.0,-6286000.0,-1949000.0,,3699000.0,525000.0,,,,,,2196000.0,,,,9001000.0,525000.0,,,13651000.0,525000.0,,,,1753000.0,1625000.0,794000.0,,,414888000.0,,,,,300673000.0,,0.0,,,,52000.0,0.0,,,,,,,,,,-663000.0,,,,,,,,,,,129189000.0,360000.0,,565000.0,3182000.0,,,,8000.0,,3271000.0,11162000.0,,,,713000.0,,,,0.41,,,,,,,,,,,-1825000.0,6196000.0,,10145000.0,407078000.0,,25809000.0,,2497000.0,,,1512000.0,0.0,,-57000.0,,,7891000.0,-637000.0,,,,8960000.0,2188000.0,20776000.0,,,9359000.0,,-939000.0,,14974000.0,,511911000.0,27329000.0,,7088000.0,,-104833000.0,-6294000.0,,,,,,,,,,,,,,,,,,,,
1451520000,108599000.0,2177000.0,103647000.0,-7811000.0,-316000.0,,103647000.0,5017000.0,11305000.0,,8752000.0,,431626000.0,431626000.0,19089000.0,,5017000.0,,,132331000.0,-163000.0,,,8837000.0,,2286000.0,10550000.0,276077000.0,3049000.0,27642000.0,1713000.0,1835000.0,,-20646000.0,1835000.0,,,47000.0,,62718000.0,,,1.26,,-7673000.0,,-4796000.0,-1997000.0,,1835000.0,209000.0,209000.0,721000.0,,,25366000.0,2240000.0,4914000.0,276077000.0,1131000.0,9058000.0,209000.0,23218000.0,409562000.0,11776000.0,209000.0,28285000.0,34924000.0,108599000.0,1742000.0,1194000.0,1430000.0,,,417182000.0,209000.0,,,48000.0,299295000.0,209000.0,0.0,243000.0,14444000.0,-867000.0,-6000.0,0.0,,,,,6998000.0,0.0,,,,674000.0,-105285000.0,5097000.0,11305000.0,,,9005000.0,,,514847000.0,-9267000.0,132331000.0,525000.0,,1732000.0,4914000.0,1.26,-34000.0,8960000.0,23000.0,2286000.0,3338000.0,8200000.0,,2177000.0,,704000.0,-20694000.0,,,,,,704000.0,0.0,9058000.0,77024000.0,38453000.0,7784000.0,11776000.0,183000.0,-2139000.0,3167000.0,38571000.0,7149000.0,409562000.0,6356000.0,27642000.0,,1332000.0,1713000.0,,1173000.0,137000.0,417182000.0,-62000.0,3026000.0,,4862000.0,-1769000.0,,,,,1070000.0,18750000.0,299295000.0,62718000.0,8752000.0,7591000.0,1029000.0,177000.0,14444000.0,13205000.0,514847000.0,23218000.0,,6249000.0,11305000.0,-105285000.0,-4819000.0,,,,,,,,,,,,,,,,,,,,
1459382400,111364000.0,2230000.0,,,302000.0,0.31,103259000.0,,,,,,,430806000.0,,,6072000.0,,,,,,,,,2666000.0,9181000.0,279831000.0,,,1765000.0,2830000.0,,,2830000.0,,,680000.0,,64076000.0,,,,,,9130000.0,-4251000.0,-2010000.0,,2830000.0,511000.0,,,,,,2315000.0,,,,9073000.0,511000.0,,,7764000.0,511000.0,,,,1703000.0,3639000.0,2668000.0,,,418716000.0,,,,,297269000.0,,0.0,,,,-52000.0,0.0,,,,,,,,,,541000.0,,,,,,,,,,,133537000.0,209000.0,,-1862000.0,3052000.0,,,,19000.0,,3463000.0,9268000.0,,,,755000.0,,,,0.31,,,,,,,,,,,-4400000.0,4782000.0,,8800000.0,411110000.0,,28462000.0,,1952000.0,,,386000.0,,,-16000.0,,,5805000.0,-2385000.0,,,,9066000.0,543000.0,18449000.0,,,8522000.0,,1266000.0,,12090000.0,,518469000.0,17438000.0,,6938000.0,,-107359000.0,-4270000.0,,,,,,,,,,,,,,,,,,,,
1467244800,116726000.0,2856000.0,,,-288000.0,0.33,102992000.0,,,,,,,438958000.0,,,8153000.0,,,,,,,,,3195000.0,9356000.0,286118000.0,,,1936000.0,3041000.0,,,3041000.0,,,18000.0,,65264000.0,,,,,,9155000.0,-7767000.0,-2042000.0,,3041000.0,223000.0,,,,,,2249000.0,,,,9107000.0,223000.0,,,6120000.0,223000.0,,,,1646000.0,4365000.0,-1543000.0,,,424971000.0,,,,,303570000.0,,0.0,,,,-171000.0,0.0,,,,,,,,,,-2076000.0,,,,,,,,,,,135388000.0,511000.0,,581000.0,3633000.0,,,,13000.0,,3347000.0,10039000.0,,,,807000.0,,,,0.33,,,,,,,,,,,-1911000.0,5064000.0,,8959000.0,417558000.0,,29460000.0,,2023000.0,,,830000.0,,,-32000.0,,,6692000.0,1242000.0,,,,9092000.0,1188000.0,19395000.0,,,8608000.0,,-230000.0,,13987000.0,,527076000.0,17452000.0,,6237000.0,,-109518000.0,-7780000.0,,,,,,,,,,,,,,,,,,,,
1475193600,119410000.0,3618000.0,,,21000.0,0.48,102599000.0,,,,,,,446939000.0,,,8110000.0,,,,,,,,,3734000.0,9990000.0,290169000.0,,,2058000.0,4360000.0,,,4360000.0,,,61000.0,,66997000.0,,,,,,9177000.0,-7926000.0,-2047000.0,,4360000.0,244000.0,,,,,,2271000.0,,,,9114000.0,244000.0,,,5320000.0,244000.0,,,,1646000.0,2211000.0,797000.0,,,431060000.0,,,,,311062000.0,,0.0,,,,-122000.0,0.0,,,,,,,,,,36000.0,,,,,,,,,,,135877000.0,223000.0,,769000.0,4402000.0,,,,28000.0,,3395000.0,11838000.0,,,,842000.0,,,,0.48,,,,,,,,,,,-1193000.0,6858000.0,,10775000.0,423849000.0,,29690000.0,,2498000.0,,,225000.0,35000.0,,-57000.0,,,8443000.0,-804000.0,,,,9112000.0,1733000.0,21828000.0,,,8542000.0,,411000.0,,15879000.0,,533749000.0,20893000.0,,8751000.0,,-109900000.0,-7954000.0,,,,,,,,,,,,,,,,,,,,
1483142400,120275000.0,2145000.0,102331000.0,-8180000.0,-18000.0,,102331000.0,5437000.0,12954000.0,,8169000.0,,450976000.0,450976000.0,21285000.0,,5437000.0,,,139023000.0,-146000.0,,,9188000.0,,2309000.0,9733000.0,292625000.0,1826000.0,32416000.0,1564000.0,2726000.0,,-28155000.0,2726000.0,,,21000.0,,68997000.0,,,1.42,,-1607000.0,,-8211000.0,-2081000.0,,2726000.0,226000.0,226000.0,779000.0,,,27150000.0,2353000.0,5532000.0,292625000.0,618000.0,9127000.0,226000.0,19328000.0,429383000.0,8446000.0,226000.0,29779000.0,37117000.0,120275000.0,1648000.0,-822000.0,-394000.0,,,436341000.0,226000.0,,,96000.0,311953000.0,226000.0,0.0,209000.0,14635000.0,-292000.0,494000.0,0.0,,,,,6644000.0,0.0,,,,1207000.0,-110295000.0,5464000.0,12954000.0,,,9161000.0,,,539678000.0,-4646000.0,139023000.0,244000.0,,1130000.0,5532000.0,1.41,17000.0,9098000.0,36000.0,2309000.0,3473000.0,9684000.0,,2145000.0,,864000.0,-28251000.0,,,,,,864000.0,0.0,9127000.0,79089000.0,38260000.0,8331000.0,8446000.0,92000.0,2858000.0,4584000.0,40829000.0,8585000.0,429383000.0,9393000.0,32416000.0,,1858000.0,1564000.0,,385000.0,35000.0,436341000.0,-41000.0,2227000.0,,6211000.0,340000.0,,,,,2000000.0,19417000.0,311953000.0,68997000.0,8169000.0,1528000.0,780000.0,149000.0,14635000.0,13679000.0,539678000.0,19328000.0,,7853000.0,12954000.0,-110295000.0,-8247000.0,,,,,,,,,,,,,,,,,,,,
