date,annualGoodwill,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualBasicAverageShares,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualStockholdersEquity,quarterlyInvestingCashFlow,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossPPE,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingBeginningCashPosition,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEbitda
1970-01-01 00:00:01.088553600,,,,,,,,645000000.0,,,133000000.0,1045000000.0,,,,,,,47321000000.0,,55000000.0,113000000,,113000000.0,,,,580000000.0,1373000000.0,,,,,,,-1520000000.0,,,-1207000000.0,,679000000.0,,52000000.0,25283000000.0,-27000000.0,0.0,0.08,113000000.0,,2547000000.0,,,,,,,,,42589000000.0,,,,,-754000000.0,,,,,,,,1201000000.0,1373000000.0,-140000000.0,,495000000.0,14000000.0,,,2547000000.0,4732000000.0,2414000000.0,,,66000000.0,942000000.0,,,,,,,,,,,,,3334000000.0,,0.08,,,,1098000000.0,,555000000.0,-53000000.0,,11000000.0,,,,179000000.0,1112000000.0,,179000000.0,894000000.0,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,,,,,611000000.0,,,-404000000.0,-784000000.0,,,,,,,45935000000.0,,53000000.0,46000000,,-41000000.0,,,,498000000.0,1364000000.0,,,,,,,211000000.0,,,-271000000.0,,840000000.0,,72000000.0,4304000000.0,-28000000.0,0.0,-0.03,-41000000.0,,2096000000.0,,,,,,,,,41380000000.0,,,,,-455000000.0,,,,,,,,958000000.0,1364000000.0,-112000000.0,,710000000.0,14000000.0,,,2096000000.0,4555000000.0,2547000000.0,-39000000.0,,26000000.0,932000000.0,,,,,,,,,,,,,3256000000.0,,-0.03,,,,-721000000.0,,106000000.0,-63000000.0,,-95000000.0,,,,72000000.0,1000000000.0,,72000000.0,-617000000.0,-21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,47133000000.0,,,,-817000000.0,585000000.0,1343000000.0,3258000000.0,682000000.0,717000000.0,-3387000000.0,,,645000000.0,286000000.0,-101000000.0,47133000000.0,492000000.0,59000000.0,102000000,-2558000000.0,53000000.0,,,-109000000.0,480000000.0,,585000000.0,226000000.0,645000000.0,2778000000.0,0.21,4386000000.0,-559000000.0,1365000000.0,231000000.0,-1419000000.0,,663000000.0,2778000000.0,100000000.0,24354000000.0,-27000000.0,0.0,,53000000.0,24354000000.0,2778000000.0,,,,1840000000.0,964000000.0,,0.21,-64000000.0,42747000000.0,903000000.0,,686000000.0,,681000000.0,286000000.0,-7000000.0,,,2785000000.0,,277000000.0,964000000.0,,-64000000.0,-194000000.0,222000000.0,14000000.0,-315000000.0,2061000000.0,2778000000.0,4386000000.0,2096000000.0,-21000000.0,,58000000.0,903000000.0,,0.0,1865000000.0,,,14000000.0,414000000.0,,4202000000.0,,663000000.0,,3258000000.0,42747000000.0,,,-4000000.0,,760000000.0,,481000000.0,-43000000.0,,-33000000.0,,159000000.0,,160000000.0,1060000000.0,,160000000.0,587000000.0,-34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,,,,,,577000000.0,,,-638000000.0,-182000000.0,,,,,,,46405000000.0,,54000000.0,151000000,,145000000.0,,,,490000000.0,1326000000.0,,,,,,,-670000000.0,,,-641000000.0,,792000000.0,,138000000.0,24007000000.0,-26000000.0,0.0,0.11,145000000.0,,2140000000.0,,,,,,,,,42130000000.0,,,,,-326000000.0,,,,,,,,961000000.0,1326000000.0,-73000000.0,,320000000.0,14000000.0,,,2140000000.0,4275000000.0,2778000000.0,,,95000000.0,874000000.0,,,,,,,,,,,,,3372000000.0,,0.11,,,,-159000000.0,,191000000.0,-23000000.0,,17000000.0,,,,246000000.0,1059000000.0,,246000000.0,-361000000.0,-14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,,,,,,565000000.0,,,476000000.0,248000000.0,,,,,,,46475000000.0,,51000000.0,186000000,,186000000.0,,,,498000000.0,1314000000.0,,,,,,,-541000000.0,,,-627000000.0,,1158000000.0,,167000000.0,23061000000.0,-29000000.0,0.0,0.14,186000000.0,,2616000000.0,,,,,,,,,42157000000.0,,,,,-428000000.0,,,,,,,,959000000.0,1314000000.0,-59000000.0,,545000000.0,14000000.0,,,2616000000.0,4318000000.0,2140000000.0,,,117000000.0,852000000.0,,,,,,,,,,,,,3529000000.0,,0.14,,,,277000000.0,,740000000.0,-29000000.0,,2000000.0,,,,303000000.0,1087000000.0,,303000000.0,16000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,,,,,,537000000.0,,,-727000000.0,-102000000.0,,,,,,,45373000000.0,,52000000.0,206000000,,207000000.0,,,,520000000.0,1308000000.0,,,,,,,-1056000000.0,,,-929000000.0,,842000000.0,,178000000.0,21525000000.0,-29000000.0,5000000.0,0.16,207000000.0,,1889000000.0,,,,,,,,,41024000000.0,,,,,-615000000.0,,,,,,,,954000000.0,1308000000.0,-66000000.0,,511000000.0,14000000.0,,,1889000000.0,4349000000.0,2616000000.0,-21000000.0,,123000000.0,825000000.0,,,,,,,,,,,,,3692000000.0,,0.16,,,,-77000000.0,,406000000.0,-25000000.0,,13000000.0,,,,329000000.0,1138000000.0,,329000000.0,-349000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,47351000000.0,,,,-1664000000.0,514000000.0,1308000000.0,3847000000.0,441000000.0,591000000.0,-3342000000.0,,,1185000000.0,725000000.0,-116000000.0,47351000000.0,555000000.0,51000000.0,187000000,-3368000000.0,187000000.0,,,78000000.0,572000000.0,,514000000.0,208000000.0,1185000000.0,2330000000.0,0.56,4450000000.0,-1101000000.0,1308000000.0,455000000.0,-1145000000.0,,672000000.0,2330000000.0,204000000.0,22116000000.0,-32000000.0,-5000000.0,,187000000.0,22116000000.0,2330000000.0,,,,1758000000.0,952000000.0,,0.55,-114000000.0,42901000000.0,797000000.0,,675000000.0,,-295000000.0,725000000.0,-448000000.0,,,2778000000.0,,687000000.0,952000000.0,,-114000000.0,-120000000.0,382000000.0,14000000.0,-56000000.0,2080000000.0,2330000000.0,4450000000.0,1889000000.0,-20000000.0,,120000000.0,797000000.0,,0.0,2245000000.0,,,14000000.0,730000000.0,,4464000000.0,,672000000.0,,3847000000.0,42901000000.0,,,13000000.0,,634000000.0,,908000000.0,-43000000.0,,46000000.0,,-354000000.0,,307000000.0,1180000000.0,,307000000.0,340000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,,,,,,509000000.0,,,-107000000.0,398000000.0,,,,,,,47622000000.0,,48000000.0,242000000,,243000000.0,,,,586000000.0,1296000000.0,,,,,,,-1378000000.0,,,-1685000000.0,,809000000.0,,212000000.0,22426000000.0,-32000000.0,24000000.0,0.19,243000000.0,,2223000000.0,,,,,,,,,42990000000.0,,,,,-144000000.0,,,,,,,,950000000.0,1296000000.0,-47000000.0,,465000000.0,14000000.0,,,2223000000.0,4632000000.0,2330000000.0,,,157000000.0,773000000.0,,,,,,,,,,,,,4058000000.0,,0.19,,,,421000000.0,,850000000.0,-23000000.0,,-38000000.0,,,,399000000.0,1279000000.0,,399000000.0,146000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,,,,,,466000000.0,,,806000000.0,1048000000.0,,,,,,,46866000000.0,,47000000.0,249000000,,251000000.0,,,,586000000.0,1294000000.0,,,,,,,-1269000000.0,,,-1688000000.0,,1597000000.0,,235000000.0,20585000000.0,-39000000.0,10000000.0,0.2,251000000.0,,3029000000.0,,,,,,,,,42264000000.0,,,,,-297000000.0,,,,,,,,947000000.0,1294000000.0,-61000000.0,,684000000.0,14000000.0,,,3029000000.0,4602000000.0,2223000000.0,,,163000000.0,705000000.0,,,,,,,,,,,,,4270000000.0,,0.19,,,,1025000000.0,,1050000000.0,,,25000000.0,,,,412000000.0,1311000000.0,,412000000.0,725000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,,,,,,,441000000.0,,,844000000.0,-12000000.0,,,,,,,47140000000.0,,46000000.0,266000000,,266000000.0,,,,550000000.0,1277000000.0,,,,,,,-339000000.0,,,-624000000.0,,640000000.0,,262000000.0,20277000000.0,-38000000.0,11000000.0,0.21,266000000.0,,3873000000.0,,,,,,,,,42506000000.0,,,,,-187000000.0,,,,,,,,945000000.0,1277000000.0,-32000000.0,,510000000.0,14000000.0,,,3873000000.0,4634000000.0,3029000000.0,-28000000.0,,171000000.0,698000000.0,,,,,,,,,,,,,4498000000.0,,0.21,,,,23000000.0,,1160000000.0,,,-22000000.0,,,,437000000.0,1290000000.0,,437000000.0,-260000000.0,-7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,,48992000000.0,,,,-892000000.0,388000000.0,1286000000.0,4901000000.0,1059000000.0,267000000.0,-3224000000.0,,,1476000000.0,1227000000.0,-173000000.0,48992000000.0,1701000000.0,16000000.0,134000000,-3240000000.0,467000000.0,,,-287000000.0,86000000.0,,388000000.0,157000000.0,1476000000.0,4507000000.0,0.97,5008000000.0,-254000000.0,1286000000.0,585000000.0,773000000.0,,,4507000000.0,-30000000.0,6386000000.0,-64000000.0,842000000.0,,467000000.0,6386000000.0,4507000000.0,,,,935000000.0,419000000.0,,0.95,-36000000.0,43984000000.0,602000000.0,,1760000000.0,,-264000000.0,1227000000.0,2602000000.0,,,1905000000.0,,679000000.0,419000000.0,,-36000000.0,-59000000.0,-724000000.0,14000000.0,-68000000.0,1808000000.0,4507000000.0,5008000000.0,3873000000.0,0.0,,94000000.0,602000000.0,,887000000.0,4082000000.0,,,14000000.0,891000000.0,,4309000000.0,,,,4901000000.0,43984000000.0,,,-31000000.0,,291000000.0,,1022000000.0,-24000000.0,,-252000000.0,,694000000.0,,228000000.0,429000000.0,,228000000.0,83000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,,,,,387000000.0,,,-1250000000.0,-209000000.0,,,,,,,47278000000.0,,39000000.0,236000000,,273000000.0,,,,496000000.0,1266000000.0,,,,,,,-548000000.0,,,-880000000.0,,,,167000000.0,6812000000.0,-63000000.0,-599000000.0,0.22,273000000.0,,3257000000.0,,,,,,,,,42343000000.0,,,,,7000000.0,,,,,,,,523000000.0,1266000000.0,-29000000.0,,481000000.0,14000000.0,,,3257000000.0,4935000000.0,4507000000.0,,,155000000.0,606000000.0,,,,,,,,,,,,,5078000000.0,,0.22,,,,-170000000.0,,-532000000.0,-39000000.0,,460000000.0,,,,391000000.0,1153000000.0,,391000000.0,-977000000.0,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,,,,384000000.0,,,214000000.0,767000000.0,,,,,,,49004000000.0,,39000000.0,256000000,,292000000.0,,,,501000000.0,1257000000.0,,,,,,,-1900000000.0,,,-2024000000.0,,,,164000000.0,8249000000.0,-62000000.0,1221000000.0,0.24,292000000.0,,3471000000.0,,,,,,,,,43930000000.0,,,,,-348000000.0,,,,,,,,524000000.0,1257000000.0,-56000000.0,,516000000.0,14000000.0,,,3471000000.0,5074000000.0,3257000000.0,,,168000000.0,609000000.0,,,,,,,,,,,,,5308000000.0,,0.23,,,,811000000.0,,1303000000.0,-44000000.0,,-171000000.0,,,,424000000.0,1205000000.0,,424000000.0,670000000.0,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,,,,,625000000.0,,,1398000000.0,494000000.0,,,,,,,39309000000.0,,39000000.0,323000000,,1534000000.0,,,,491000000.0,1201000000.0,,,,,,,3142000000.0,,,-196000000.0,,,,160000000.0,7991000000.0,-1317000000.0,26000000.0,1.29,1534000000.0,,4869000000.0,,,,,,,,,35915000000.0,,,,,2897000000.0,,,,,,,,525000000.0,1201000000.0,-12000000.0,,474000000.0,14000000.0,,,4869000000.0,3394000000.0,3471000000.0,,,189000000.0,604000000.0,,,,,,,,,,,,,5526000000.0,,1.28,,,,527000000.0,,-2271000000.0,-33000000.0,,-1222000000.0,,,,512000000.0,1291000000.0,,512000000.0,7000000.0,169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,,,42286000000.0,,,,2174000000.0,899000000.0,1208000000.0,5776000000.0,1895000000.0,526000000.0,-3554000000.0,,,1853000000.0,2407000000.0,-1500000000.0,42286000000.0,1578000000.0,39000000.0,305000000,367000000.0,308000000.0,,,-932000000.0,523000000.0,,899000000.0,156000000.0,1853000000.0,6764000000.0,1.99,3732000000.0,-327000000.0,1222000000.0,733000000.0,-454000000.0,,,6764000000.0,132000000.0,8201000000.0,-58000000.0,16000000.0,,308000000.0,8201000000.0,6764000000.0,,,,2034000000.0,525000000.0,,1.97,-17000000.0,38554000000.0,617000000.0,,1746000000.0,,-382000000.0,2407000000.0,2257000000.0,,,4507000000.0,,623000000.0,525000000.0,,-17000000.0,-168000000.0,563000000.0,14000000.0,-43000000.0,2011000000.0,6764000000.0,3732000000.0,4869000000.0,-33000000.0,,221000000.0,617000000.0,,664000000.0,144000000.0,,,14000000.0,1120000000.0,,4994000000.0,,,,5776000000.0,38554000000.0,,,175000000.0,,578000000.0,,1644000000.0,-52000000.0,,1000000.0,,-60000000.0,,526000000.0,1345000000.0,,526000000.0,240000000.0,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,,,,,903000000.0,,,-1973000000.0,-370000000.0,,,,,,,44551000000.0,,38000000.0,305000000,,305000000.0,,,,513000000.0,1159000000.0,,,,,,,-3016000000.0,,,-2743000000.0,,,,91000000.0,10259000000.0,-58000000.0,15000000.0,0.27,305000000.0,,4791000000.0,,,,,,,,,40989000000.0,,,,,-596000000.0,,,,,,,,528000000.0,1149000000.0,-135000000.0,,376000000.0,14000000.0,,,4791000000.0,3562000000.0,6764000000.0,-1000000.0,,203000000.0,628000000.0,,,,,,,,,,,,,6024000000.0,,0.26,,,,-322000000.0,,1365000000.0,-48000000.0,,17000000.0,,,,508000000.0,1307000000.0,,508000000.0,-679000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,,,,,882000000.0,,,448000000.0,65000000.0,,,,,,,48360000000.0,,37000000.0,313000000,,295000000.0,,,,496000000.0,1154000000.0,,,,,,,-3999000000.0,,,-3551000000.0,,,,51000000.0,13280000000.0,-57000000.0,19000000.0,0.26,295000000.0,,5239000000.0,,,,,,,,,44469000000.0,,,,,-865000000.0,,,,,,,,528000000.0,1145000000.0,-142000000.0,,450000000.0,14000000.0,,,5239000000.0,3891000000.0,4791000000.0,-16000000.0,,201000000.0,623000000.0,,,,,,,,,,,,,6261000000.0,,0.26,,,,98000000.0,,4349000000.0,-33000000.0,,5000000.0,,,,514000000.0,1308000000.0,,514000000.0,-242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,,,,,881000000.0,,,84000000.0,-535000000.0,,,,,,,52760000000.0,,38000000.0,304000000,,304000000.0,,,,437000000.0,1158000000.0,,,,,,,-1460000000.0,,,-1272000000.0,,,,50000000.0,14230000000.0,-70000000.0,13000000.0,0.26,304000000.0,,5323000000.0,,,,,,,,,48697000000.0,,,,,-650000000.0,,,,,,,,528000000.0,1148000000.0,-285000000.0,,509000000.0,14000000.0,,,5323000000.0,4063000000.0,5239000000.0,-2000000.0,,195000000.0,633000000.0,,,,,,,,,,,,,6496000000.0,,0.26,,,,-488000000.0,,2032000000.0,-47000000.0,,62000000.0,,,,499000000.0,1251000000.0,,499000000.0,-892000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,,,51675000000.0,,,,-2641000000.0,883000000.0,1148000000.0,6735000000.0,119000000.0,654000000.0,-10084000000.0,,,2028000000.0,1212000000.0,-253000000.0,51675000000.0,-186000000.0,39000000.0,308000000,-10901000000.0,308000000.0,,,151000000.0,464000000.0,,883000000.0,152000000.0,2028000000.0,5442000000.0,1.06,4061000000.0,-2426000000.0,1157000000.0,798000000.0,-2518000000.0,,,5442000000.0,51000000.0,15315000000.0,-68000000.0,3000000.0,,308000000.0,15315000000.0,5442000000.0,,,,2017000000.0,528000000.0,,1.05,-553000000.0,47614000000.0,661000000.0,,2000000.0,,-530000000.0,1212000000.0,-1322000000.0,,,6764000000.0,,243000000.0,528000000.0,,-553000000.0,-188000000.0,682000000.0,14000000.0,-20000000.0,1910000000.0,5442000000.0,4061000000.0,5323000000.0,-1000000.0,,199000000.0,661000000.0,,50000000.0,9577000000.0,,,14000000.0,1230000000.0,,5150000000.0,,,,6735000000.0,47614000000.0,,,97000000.0,,714000000.0,,1831000000.0,-60000000.0,,67000000.0,,-1610000000.0,,507000000.0,1284000000.0,,507000000.0,203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,,,528000000.0,,816000000.0,,,1093000000.0,127000000.0,,,1359000000.0,,,,54898000000.0,,42000000.0,218000000,,218000000.0,,,,536000000.0,1156000000.0,,,,,,,-1767000000.0,,,-2631000000.0,,,,40000000.0,16592000000.0,-69000000.0,1000000.0,0.19,218000000.0,,6535000000.0,,,,,,,,,50597000000.0,,,,,-1000000.0,,,,,,,,,1153000000.0,-500000000.0,,1180000000.0,14000000.0,,,22454000000.0,4301000000.0,5442000000.0,-39000000.0,,137000000.0,649000000.0,,,,18000000.0,,,,,,,,,6883000000.0,,0.19,,,,159000000.0,0.0,2701000000.0,-32000000.0,,-12000000.0,,,,355000000.0,1125000000.0,,355000000.0,55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,,528000000.0,,1560000000.0,,,2827000000.0,910000000.0,,,1315000000.0,,,,62261000000.0,,41000000.0,205000000,,205000000.0,,,,480000000.0,1160000000.0,,,,,,,-3877000000.0,,,-5344000000.0,,,,59000000.0,20310000000.0,-70000000.0,-6000000.0,0.18,205000000.0,,9362000000.0,,,,,,,,,57647000000.0,,,,,0.0,,,,,,,,,1138888889.0,-362000000.0,,1802000000.0,14000000.0,,,24886000000.0,4614000000.0,6535000000.0,-1000000.0,,130000000.0,650000000.0,,,,17000000.0,,,,,,,,,7019000000.0,,0.18,,,,947000000.0,0.0,5757000000.0,-37000000.0,,-8000000.0,,,,335000000.0,1098000000.0,,335000000.0,626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,,,528000000.0,,1516000000.0,,,-1246000000.0,-445000000.0,,,1377000000.0,,,,67984000000.0,,38000000.0,200000000,,200000000.0,,,,453000000.0,1176470588.0,,,,,,,-4544000000.0,,,-5977000000.0,,,,62000000.0,24944000000.0,-70000000.0,3000000.0,0.17,200000000.0,,8116000000.0,,,,,,,,,63081000000.0,,,,,1000000.0,,,,,,,,,1176470588.0,-246000000.0,,1811000000.0,14000000.0,,,25555000000.0,4903000000.0,9362000000.0,-39000000.0,,120000000.0,646000000.0,,,,19000000.0,,,,,,,,,7149000000.0,,0.17,,,,-406000000.0,0.0,3704000000.0,-39000000.0,,1000000.0,,,,320000000.0,1022000000.0,,320000000.0,-776000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
