,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1341014400,,,,,,-1982000.0,,-22957000.0,147237000.0,212316000.0,30236000.0,174803750.0,,,,,2905248000.0,,,,,,,541739000.0,,198204000.0,,,,88395000.0,,,,3117564000.0,,41445000.0,,,-125973000.0,,,4273010000.0,4420247000.0,,,,,,581874000.0,41445000.0,42627000.0,,,0.24,,,,504000.0,,41123000.0,,0.0,,,,,,,1302167000.0,,29937000.0,,38784000.0,,1569489000.0,625423000.0,,,1557000.0,-121649000.0,5047000.0,,,,109809000.0,11674000.0,198204000.0,,,,,5047000.0,,,5047000.0,,-16874000.0,,70161000.0,5203000.0,,,,70414000.0,27787000.0,3865256000.0,,173885000.0,,,19538000.0,,54084000.0,103950000.0,-193382000.0,,55089000.0,-1124791000.0,,,,,18400000.0,,,0.0,,,,,,,4990047000.0,,,-156000.0,67409000.0,,,-449000.0,82783000.0,,-24186000.0,32186000.0,,,,,4860000.0,,,,42040000.0,187000.0,,,0.24,1647000.0,,,3229000.0,,,118631000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,1153000.0,,-23060000.0,230985000.0,315110000.0,27463000.0,175608750.0,,,,,2857119000.0,,,,,,,544802000.0,,214565000.0,,,,100535000.0,,,,3172229000.0,,50659000.0,,,133462000.0,,,4256169000.0,4487154000.0,,,,,,578474000.0,50659000.0,50284000.0,,,0.288,,,,85503000.0,,47128000.0,,0.0,103715000.0,,,,,,1314407000.0,,-24817000.0,,38729000.0,35575000.0,1519694000.0,634444000.0,,,1921000.0,-95555000.0,6122000.0,,,,114030000.0,12178000.0,214565000.0,,,,,6122000.0,,,6122000.0,,-78267000.0,,70348000.0,5047000.0,,,,82859000.0,32575000.0,3863365000.0,,174595000.0,,,19597000.0,,-24334000.0,138547000.0,12590000.0,,0.0,-1089684000.0,,,,,-261000.0,,,55416000.0,32411000.0,,,,,,4953049000.0,,,1075000.0,120872000.0,,,-332000.0,75906000.0,,11913000.0,20330000.0,,,,,27458000.0,,,,45078000.0,76000.0,,,0.288,1153000.0,,,3303000.0,,,132027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,321517000.0,,55506000.0,,,1530000.0,115000.0,-24491000.0,260894000.0,274164000.0,30487000.0,175838750.0,3198461000.0,13641000.0,174201250.0,5521000.0,3198461000.0,3472625000.0,66881000.0,-9984000.0,96795000.0,,,611303000.0,-14779000.0,187481000.0,184087000.0,,,72111000.0,5521000.0,,63821000.0,3472625000.0,125421000.0,66555000.0,38620000.0,250968000.0,17040000.0,20422000.0,271843000.0,4597623000.0,4858517000.0,1.128,-93423000.0,196563000.0,174917500.0,23572000.0,618182000.0,66555000.0,65134000.0,4858517000.0,-442000.0,0.384,260894000.0,1385704000.0,-1464000.0,96795000.0,1543954000.0,41386000.0,196563000.0,271843000.0,54294000.0,274164000.0,116996000.0,,,1.12,1385704000.0,611303000.0,65522000.0,41386000.0,28152000.0,38620000.0,1543954000.0,723367000.0,0.0,13190000.0,1967000.0,-96041000.0,5521000.0,54294000.0,,,-156473000.0,11757000.0,-84362000.0,7208000.0,368407000.0,4597623000.0,3936163000.0,5521000.0,,5521000.0,5521000.0,485917000.0,-78830000.0,,70472000.0,6122000.0,-6541000.0,438513000.0,-39054000.0,54705000.0,-10429000.0,3936163000.0,,174855000.0,5050400000.0,,19373000.0,,-6787000.0,125421000.0,-85153000.0,,23572000.0,-1114237000.0,28214000.0,-155104000.0,,8204000.0,-12465000.0,,618182000.0,-55416000.0,28214000.0,,,,-347985000.0,,5050400000.0,164400000.0,-1114237000.0,-601000.0,102193000.0,77563000.0,-364675000.0,0.0,71595000.0,,-14977000.0,18065000.0,,723367000.0,,,23637000.0,,-7543000.0,71595000.0,55506000.0,115000.0,23637000.0,,0.376,1530000.0,,-9960000.0,3458000.0,-2683000.0,11757000.0,97357000.0,,77757000.0,-202203000.0,28152000.0,-36021000.0,70472000.0,5550000.0,757760000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,-1704000.0,,-24562000.0,212973000.0,301955000.0,30629000.0,176500000.0,,,,,3144904000.0,,,,,,,633151000.0,-4902000.0,180035000.0,,,,67561000.0,,,,3446859000.0,,46565000.0,,,29786000.0,,,4652351000.0,4865324000.0,,,,,,620310000.0,46565000.0,41231000.0,,,0.264,,,,43199000.0,,48015000.0,,68311000.0,89490000.0,,,,,,1418271000.0,,159000.0,,28142000.0,42471000.0,1464481000.0,752367000.0,,,-12000.0,-23093000.0,19353000.0,,,,44163000.0,11994000.0,111724000.0,,,,,19353000.0,,,19353000.0,,-77991000.0,,70754000.0,5521000.0,,,-15574000.0,48274000.0,7043000.0,3971162000.0,,175415000.0,,5133000.0,19275000.0,,-52038000.0,180920000.0,-59200000.0,,23180000.0,-1136513000.0,,,,,-11658000.0,,,394000.0,22032000.0,,,,,,5107675000.0,,,13832000.0,88986000.0,,,-1618000.0,68848000.0,,5717000.0,11232000.0,,,,,19388000.0,,,,31600000.0,106000.0,,,0.264,1015000.0,,,3427000.0,,,98190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,-1084000.0,,-24630000.0,221586000.0,306715000.0,30882000.0,177077500.0,,,,,3223283000.0,,,,,,,635210000.0,-4898000.0,195655000.0,,,,80665000.0,,,,3529998000.0,,53586000.0,,,-5259000.0,,,4736731000.0,4958317000.0,,,,,,618706000.0,53586000.0,53548000.0,,,0.304,,,,44213000.0,,40717000.0,,70858000.0,98313000.0,,,,,,1428125000.0,,-113000.0,,28142000.0,46218000.0,1489842000.0,800997000.0,,,-773000.0,-80867000.0,4272000.0,,,,44132000.0,12542000.0,124797000.0,,,,,4272000.0,,,4272000.0,,-148923000.0,,71113000.0,19353000.0,,,-4947000.0,60683000.0,7135000.0,4025138000.0,,175982500.0,,-10608000.0,,,-4644000.0,158629000.0,-75680000.0,,23183000.0,-1158975000.0,,,,,11541000.0,,,,,,,,,,5184113000.0,,,-15081000.0,70421000.0,,,-10092000.0,71825000.0,,-21854000.0,6492000.0,,,,,17559000.0,,,,46960000.0,163000.0,,,0.304,1679000.0,,,3389000.0,,,111547000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,5081000.0,,-26836000.0,211556000.0,318269000.0,31363000.0,177575000.0,,,,,3255792000.0,,,,,,,698689000.0,0.0,204345000.0,,,,87380000.0,,,,3574061000.0,,63617000.0,,,39009000.0,,,4862542000.0,5074098000.0,,,,,,624701000.0,63617000.0,63484000.0,,,0.36,,,,28607000.0,,47842000.0,,72065000.0,98303000.0,,,,,,1499840000.0,,11461000.0,,27882000.0,45316000.0,1439338000.0,835003000.0,,,642000.0,-70536000.0,6393000.0,,,,44900000.0,12433000.0,132280000.0,,,,,6393000.0,,,6393000.0,,-31381000.0,,88940000.0,4272000.0,,,-3683000.0,68672000.0,5188000.0,4090373000.0,,176483000.0,,2689000.0,,,-47685000.0,191235000.0,-81182000.0,,11626000.0,-1174775000.0,,,,,-10255000.0,,,,,,,,,,5265148000.0,,,2121000.0,120191000.0,,,-1105000.0,71927000.0,,15704000.0,2171000.0,,,,,17352000.0,,,,41382000.0,223000.0,,,0.36,1349000.0,,,3662000.0,,,118743000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,305242000.0,,65816000.0,,,1717000.0,346000.0,-26861000.0,171669000.0,266910000.0,31919000.0,177733000.0,3249864000.0,-12870000.0,176140000.0,5058000.0,3249864000.0,3516774000.0,22690000.0,-2423000.0,794000.0,,,729272000.0,-4906000.0,188608000.0,204993000.0,,,69636000.0,5058000.0,,23601000.0,3516774000.0,123028000.0,57532000.0,48695000.0,227683000.0,-3888000.0,59648000.0,285340000.0,4880148000.0,5051817000.0,1.26,-102889000.0,221300000.0,176814000.0,47000.0,558130000.0,57532000.0,46730000.0,5051817000.0,4010000.0,0.33,171669000.0,1534835000.0,-12823000.0,794000.0,1468583000.0,47808000.0,221300000.0,74106000.0,56569000.0,266910000.0,124793000.0,,,1.25,1534835000.0,729272000.0,12094000.0,47808000.0,28223000.0,48695000.0,1468583000.0,867880000.0,0.0,10290000.0,-100000.0,-47067000.0,5058000.0,56569000.0,,,44866000.0,11438000.0,114502000.0,-243000.0,367819000.0,4880148000.0,4167293000.0,5058000.0,,5058000.0,5058000.0,483303000.0,-42028000.0,,88964000.0,6393000.0,-146874000.0,430035000.0,-5493000.0,50054000.0,3324000.0,4167293000.0,,176660000.0,5387852000.0,5024000.0,19482000.0,,-42507000.0,123028000.0,-92109000.0,,47000.0,-1220559000.0,,-29697000.0,,5521000.0,23354000.0,,558130000.0,,,,,,-308171000.0,,5387852000.0,178061000.0,-1220559000.0,-1335000.0,88221000.0,26742000.0,-221563000.0,-8000.0,74257000.0,,-1990000.0,6847000.0,,867880000.0,,,14816000.0,,2238000.0,74257000.0,65816000.0,346000.0,14816000.0,,0.32,1023000.0,,12982000.0,-188000.0,-463000.0,11438000.0,101555000.0,,77316000.0,-300323000.0,28223000.0,-14706000.0,88964000.0,5066000.0,768643000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,-7833000.0,,-26873000.0,213630000.0,251242000.0,32114000.0,177810000.0,,,,,3294291000.0,,,,,,,745161000.0,0.0,182672000.0,,,,66770000.0,,,,3545533000.0,,42859000.0,,,30110000.0,,,4886137000.0,5099767000.0,,,,,,542849000.0,42859000.0,42401000.0,,,0.24,,,,32250000.0,,51594000.0,,71686000.0,89892000.0,,,,,,1554011000.0,,-91000.0,,27999000.0,47666000.0,1498040000.0,901391000.0,,,133000.0,-63783000.0,17508000.0,,,,44216000.0,11794000.0,110986000.0,,,,,17508000.0,,,17508000.0,,-31874000.0,,89158000.0,5058000.0,,,-4045000.0,47593000.0,5192000.0,4159455000.0,,176839000.0,,3644000.0,,,-13660000.0,125702000.0,-59819000.0,,47000.0,-1237686000.0,,,,,-20062000.0,,,0.0,,,,,,,5397141000.0,,,12450000.0,89929000.0,,,-1973000.0,73728000.0,,16913000.0,3692000.0,,,,,29037000.0,,,,31547000.0,667000.0,,,0.24,1331000.0,,,0.0,,,98884000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,-7217000.0,,-26914000.0,201818000.0,277973000.0,31972000.0,178012000.0,,,,,3327171000.0,,,,,,,773717000.0,0.0,195307000.0,,,,79934000.0,,,,3605144000.0,,55569000.0,,,-8018000.0,,,4989707000.0,5191525000.0,,,,,,557174000.0,55569000.0,54818000.0,,,0.31,,,,30330000.0,,44487000.0,,70375000.0,100474000.0,,,,,,1586158000.0,,61000.0,,27999000.0,46170000.0,1481449000.0,926447000.0,,,-174000.0,-72370000.0,3858000.0,,,,44998000.0,12294000.0,124932000.0,,,,,3858000.0,,,3858000.0,,-39036000.0,,89226000.0,17508000.0,,,-422000.0,60667000.0,5849000.0,4233840000.0,,177058000.0,,-14731000.0,,,-5383000.0,158478000.0,-72147000.0,,47000.0,-1266441000.0,,,,,3677000.0,,,,,,,,,,5500281000.0,,,-13650000.0,64129000.0,,,-376000.0,78394000.0,,-23260000.0,4153000.0,,,,,27985000.0,,,,38112000.0,793000.0,,,0.31,2207000.0,,,0.0,,,111906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,4027000.0,,-29166000.0,207521000.0,235392000.0,30288000.0,177908000.0,,,,,3456429000.0,,,,,,,812412000.0,0.0,210535000.0,,,,95058000.0,,,,3691821000.0,,67996000.0,,,31602000.0,,,5099660000.0,5307181000.0,,,,,,567040000.0,67996000.0,67711000.0,,,0.38,,,,30428000.0,,53135000.0,,72374000.0,105744000.0,,,,,,1615133000.0,,543000.0,,30298000.0,44650000.0,1560426000.0,972082000.0,,,534000.0,-95441000.0,4843000.0,,,,43103000.0,12583000.0,138161000.0,,,,,4843000.0,,,4843000.0,,-57485000.0,,89231000.0,3858000.0,,,-7210000.0,76602000.0,8891000.0,4313815000.0,,176900000.0,,-2841000.0,,,-23918000.0,93577000.0,-88773000.0,,47000.0,-1281152000.0,,,,,2560000.0,,,,,,,,,,5594967000.0,,,985000.0,120375000.0,,,-11624000.0,77215000.0,,8660000.0,7210000.0,,,,,28669000.0,,,,48864000.0,731000.0,,,0.38,1607000.0,,,0.0,,,125346000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,314359000.0,,63035000.0,,,3310000.0,788000.0,-29153000.0,152522000.0,225335000.0,32161000.0,177651000.0,3526034000.0,470000.0,176864000.0,4138000.0,3526034000.0,3751369000.0,25219000.0,-11956000.0,0.0,,,849952000.0,-328605000.0,191389000.0,213884000.0,,,72597000.0,4138000.0,,279000.0,3751369000.0,77013000.0,66815000.0,43334000.0,239103000.0,-18511000.0,35183000.0,288556000.0,5254230000.0,5406752000.0,1.32,-112106000.0,233239000.0,177763000.0,47000.0,607970000.0,66815000.0,48954000.0,5406752000.0,-7713000.0,0.38,152522000.0,1655343000.0,-15756000.0,0.0,1560655000.0,53825000.0,233239000.0,74121000.0,55537000.0,225335000.0,126535000.0,,,1.31,1655343000.0,849952000.0,-234000.0,53825000.0,31184000.0,43334000.0,1560655000.0,1000791000.0,0.0,0.0,648000.0,-60907000.0,4138000.0,55537000.0,,,44671000.0,12788000.0,117268000.0,1141000.0,363788000.0,5254230000.0,4401990000.0,4138000.0,,4138000.0,4138000.0,491347000.0,-124797000.0,,89296000.0,4843000.0,-72058000.0,440894000.0,-2939000.0,54241000.0,5287000.0,4401990000.0,,176660000.0,5707017000.0,-6371000.0,,,-29097000.0,77013000.0,-107866000.0,,47000.0,-1305027000.0,,-14616000.0,,5058000.0,16168000.0,,607970000.0,,,,,,-328605000.0,,5707017000.0,176988000.0,-1305027000.0,-705000.0,89355000.0,31477000.0,-292501000.0,-1783000.0,78301000.0,,-14269000.0,16422000.0,,1000791000.0,,,148322000.0,,-20299000.0,78301000.0,63035000.0,788000.0,148322000.0,,0.38,1674000.0,,2343000.0,0.0,-920000.0,12788000.0,104758000.0,,,-253192000.0,31184000.0,-328605000.0,89296000.0,6819000.0,779903000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,-6321000.0,,-29176000.0,164225000.0,205119000.0,31349000.0,177792000.0,,,,,3596319000.0,,,,,,,869203000.0,,190326000.0,,,,71167000.0,,,,3801438000.0,,48545000.0,,,19736000.0,,,5313507000.0,5477732000.0,,,,,,610215000.0,48545000.0,48545000.0,,,0.27,,,,0.0,,58645000.0,,73189000.0,95405000.0,,,,,,1676254000.0,,-1148000.0,,33954000.0,42619000.0,1594980000.0,1041418000.0,,,637000.0,-71988000.0,9274000.0,,,,45970000.0,12591000.0,117137000.0,,,,,9274000.0,,,9274000.0,,-29800000.0,,89521000.0,4138000.0,,,-788000.0,53139000.0,4594000.0,4433144000.0,,176888000.0,,191000.0,18665000.0,,-12896000.0,80104000.0,-70284000.0,,15000.0,-1331323000.0,,,,,-20311000.0,,,32000.0,,,,,,,5764467000.0,,,5136000.0,90020000.0,,,-3754000.0,75833000.0,,11651000.0,2688000.0,,,,,125015000.0,,,,34717000.0,863000.0,,,0.27,1341000.0,,,,,,102516000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,-1938000.0,,-29220000.0,175360000.0,203395000.0,31973000.0,177913000.0,,,,,3693956000.0,,,,,,,897261000.0,,205760000.0,,,,80246000.0,,,,3897351000.0,,57382000.0,,,-13002000.0,,,5424918000.0,5600278000.0,,,,,,600515000.0,57382000.0,57382000.0,,,0.32,,,,0.0,,55815000.0,,79746000.0,109478000.0,,,,,,1702927000.0,,-116000.0,,33942000.0,42536000.0,1660526000.0,1079678000.0,,,955000.0,-105189000.0,4615000.0,,,,45768000.0,13589000.0,126014000.0,,,,,4615000.0,,,4615000.0,,-129024000.0,,89551000.0,9274000.0,,,-25131000.0,62301000.0,4919000.0,4522287000.0,,177084000.0,,-17621000.0,18900000.0,,33532000.0,74809000.0,-80000000.0,,15000.0,-1356963000.0,,,,,6307000.0,,,,,,,,,,5879250000.0,,,-4659000.0,66998000.0,,,-4203000.0,84037000.0,,-26762000.0,2704000.0,,,,,128586000.0,,,,47510000.0,843000.0,,,0.32,2341000.0,,,,,,112219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,1455000.0,,-31446000.0,168307000.0,216022000.0,32797000.0,177495000.0,,,,,3756642000.0,,,,,,,933144000.0,,221051000.0,,,,95072000.0,,,,3972664000.0,,67429000.0,,,18170000.0,,,5533038000.0,5701345000.0,,,,,,608257000.0,67429000.0,67429000.0,,,0.38,,,,0.0,,68268000.0,,78519000.0,111076000.0,,,,,,1728681000.0,,284000.0,,33907000.0,41397000.0,1681114000.0,1115672000.0,,,1180000.0,-107095000.0,4071000.0,,,,47460000.0,12924000.0,142532000.0,,,,,4071000.0,,,4071000.0,,-45027000.0,,89596000.0,4615000.0,,,-408000.0,77013000.0,9584000.0,4605512000.0,,176704000.0,,-1247000.0,,,-18813000.0,75629000.0,-107194000.0,,0.0,-1379940000.0,,,,,1854000.0,,,,,,,,,,5985452000.0,,,-544000.0,125364000.0,,,-12311000.0,87253000.0,,12884000.0,8463000.0,,,,,0.0,,,,45077000.0,619000.0,,,0.38,1046000.0,,,,,,127869000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,321100000.0,,56452000.0,,,-5102000.0,687000.0,-31406000.0,128370000.0,193199000.0,32618000.0,177261000.0,3821909000.0,,176788000.0,3229000.0,3821909000.0,4015108000.0,14962000.0,-9989000.0,1779000.0,,,930061000.0,,197067000.0,201790000.0,,,74615000.0,3229000.0,,-1032000.0,4015108000.0,52314000.0,28434000.0,7716000.0,216752000.0,-18799000.0,6105000.0,309310000.0,5612668000.0,5741038000.0,1.14,-121248000.0,201790000.0,177517000.0,0.0,612933000.0,28434000.0,28434000.0,5741038000.0,-11906000.0,0.16,128370000.0,1725930000.0,-25247000.0,1779000.0,1743612000.0,62546000.0,201790000.0,77856000.0,56876000.0,193199000.0,128737000.0,,,1.14,1725930000.0,930061000.0,-52000.0,62546000.0,33866000.0,7716000.0,1743612000.0,1118923000.0,,677000.0,-30584000.0,-109790000.0,3229000.0,56876000.0,,,44596000.0,12414000.0,119211000.0,-27812000.0,370794000.0,5612668000.0,4688925000.0,3229000.0,,3229000.0,3229000.0,504894000.0,-196556000.0,,89682000.0,4071000.0,22359000.0,449837000.0,-2662000.0,24299000.0,-4135000.0,4688925000.0,,176480000.0,6088011000.0,12157000.0,19732000.0,,20536000.0,52314000.0,-107211000.0,,0.0,-1399086000.0,,-28989000.0,,4138000.0,14327000.0,,612933000.0,,,,,,-364689000.0,,6088011000.0,183794000.0,-1399086000.0,-842000.0,88412000.0,16506000.0,-394062000.0,-4979000.0,86934000.0,,-7762000.0,2651000.0,,1118923000.0,,,140885000.0,,-6520000.0,86934000.0,56452000.0,687000.0,140885000.0,,0.16,1132000.0,,2177000.0,333000.0,-909000.0,12414000.0,107233000.0,,76536000.0,-400407000.0,33866000.0,,89682000.0,5860000.0,814204000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,-1691000.0,,-31513000.0,122733000.0,174343000.0,32595000.0,177819000.0,,,,,3880393000.0,,,,,,,950158000.0,,192607000.0,,,,72331000.0,,,,4054736000.0,,51737000.0,,,21854000.0,,,5692710000.0,5815443000.0,,,,,,641962000.0,51737000.0,51737000.0,,,0.29,,,,1779000.0,,61414000.0,,73541000.0,91761000.0,,,,,,1760707000.0,,-40000.0,,42304000.0,7467000.0,1744108000.0,1152343000.0,,,2266000.0,-74632000.0,3981000.0,,,,46735000.0,12499000.0,119066000.0,,,,,3981000.0,,,3981000.0,,-80341000.0,,90088000.0,3229000.0,,,-4461000.0,54744000.0,3007000.0,4752881000.0,,177104000.0,,5680000.0,19853000.0,,-19454000.0,57137000.0,-72984000.0,,0.0,-1430632000.0,,,,,-15555000.0,,,,,,,,,,6183513000.0,,,752000.0,94838000.0,,,-2827000.0,86546000.0,,10560000.0,1436000.0,,,,,117206000.0,,,,33971000.0,624000.0,,,0.29,806000.0,,,332000.0,,,104926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,2827000.0,,-31558000.0,132432000.0,179220000.0,32147000.0,178084000.0,,,,,3952456000.0,,,,,,,978124000.0,,203876000.0,,,,83493000.0,,,,4131676000.0,,59626000.0,,,-12783000.0,,,5790407000.0,5922839000.0,,,,,,644246000.0,59626000.0,59626000.0,,,0.34,,,,1641000.0,,55022000.0,,73994000.0,99718000.0,,,,,,1791163000.0,,-5000.0,,42234000.0,7238000.0,1775874000.0,1190204000.0,,,1763000.0,-93187000.0,4923000.0,,,,46389000.0,11714000.0,129882000.0,,,,,4923000.0,,,4923000.0,,-32309000.0,,90118000.0,3981000.0,,,-1165000.0,65141000.0,5515000.0,4823487000.0,,177288000.0,,-9810000.0,,,11309000.0,64451000.0,-95603000.0,,0.0,-1458923000.0,,,,,2936000.0,,,,,,,,,,6282410000.0,,,942000.0,82820000.0,,,-32000.0,87694000.0,,-17385000.0,3615000.0,,,,,0.0,,,,40651000.0,636000.0,,,0.33,1394000.0,,,338000.0,,,115640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
