,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
812419200,,,,,,,,,50700000.0,9100000.0,61600000.0,,559400000.0,,,115500000.0,,,,,0.085,1066100000.0,1251600000.0,,,,14900000.0,,15900000.0,15900000.0,,,,,,47100000.0,,,,578700000.0,,,,,-86300000.0,-5500000.0,0.0,15800000.0,,,187058824.0,,,2200000.0,,,13500000.0,10200000.0,,,,,62000000.0,0.0,,,15900000.0,,,,,,,,,,120700000.0,700000000.0,,,,,,,,,,,,-76600000.0,,,,,,,,,,-100000.0,,0.085,41900000.0,,,96900000.0,,,,,,,,,96000000.0,551600000.0,96000000.0,,0.0,,,,17700000.0,19200000.0,,,,,903500000.0,,,,,,,49800000.0,,-40500000.0,-9800000.0,,,,,,,,,,,,,185500000.0,-62300000.0,,,944000000.0,,,,,,71400000.0,,187058824.0,,,65600000.0,,5100000.0,,34900000.0,101400000.0,,212400000.0,,,121300000.0,,,,,,,23400000.0,,,,,,,,,,,,,
820368000,,,1282200000.0,,,,-129100000.0,-30500000.0,14000000.0,8700000.0,7000000.0,,561500000.0,,,50200000.0,,46600000.0,,,,1069500000.0,1282200000.0,77100000.0,,,15600000.0,-166000000.0,31800000.0,31800000.0,20700000.0,,-100000.0,13100000.0,,39400000.0,561500000.0,58700000.0,109600000.0,578300000.0,0.0,197333333.0,584500000.0,,-8400000.0,700000.0,0.0,11000000.0,,,,,,2200000.0,119400000.0,110000000.0,14700000.0,8100000.0,194176000.0,,,,55000000.0,0.0,,,31800000.0,,,,,110000000.0,,7500000.0,,40700000.0,124900000.0,697700000.0,903900000.0,,114500000.0,124900000.0,578300000.0,,,168300000.0,212700000.0,,,4000000.0,,46600000.0,96500000.0,,34200000.0,997000000.0,8700000.0,75900000.0,,-4300000.0,59300000.0,,40700000.0,167400000.0,,100700000.0,-3800000.0,,,,,1069500000.0,,-37400000.0,110000000.0,584500000.0,110000000.0,,0.0,,,,20700000.0,13100000.0,,0.24,,11000000.0,903900000.0,0.0,85600000.0,,-3800000.0,,,61300000.0,,-93100000.0,-12700000.0,,,,46600000.0,,,386100000.0,721800000.0,,2200000.0,,-93100000.0,212700000.0,-30500000.0,,226100000.0,997000000.0,,697700000.0,,0.24,,19700000.0,-2000000.0,,335700000.0,0.0,2600000.0,,0.0,-46400000.0,45700000.0,96500000.0,,150900000.0,,,119400000.0,,8100000.0,,,,,-38900000.0,,,,,,,,,,,,,
828230400,,,,,,,,,73600000.0,9900000.0,65100000.0,,564700000.0,,,102200000.0,,,,,0.175,1071400000.0,1334900000.0,,,,16000000.0,,34500000.0,34500000.0,,,,,,41900000.0,,,,574600000.0,,,,,-14100000.0,1100000.0,0.0,10700000.0,,,191666667.0,,,26200000.0,,,15800000.0,,,,,,57900000.0,0.0,,,34500000.0,,,,,,,,,,127400000.0,711400000.0,,,,,,,,,,,,-300000.0,,,,,,,,,,200000.0,,0.18,40400000.0,,,107100000.0,,,,,,,,,183600000.0,623500000.0,183600000.0,,110000000.0,,,,16800000.0,16200000.0,,,,,903600000.0,,,,,,,65200000.0,,-106400000.0,-14100000.0,,,,,,,,,,,,,263500000.0,4000000.0,,,1010000000.0,,,,,,79200000.0,,197142857.0,,100000.0,8500000.0,,8500000.0,,49200000.0,93800000.0,,209300000.0,,,136800000.0,,,,,,,25300000.0,,-12300000.0,,,,,,,,,,,
836092800,,,,,,,,,26600000.0,8900000.0,20200000.0,,564700000.0,,,95300000.0,,,,,0.105,1067100000.0,1347400000.0,,,,14700000.0,,20600000.0,20600000.0,,,,,,31100000.0,,,,578000000.0,,,,,-11000000.0,1700000.0,0.0,10100000.0,,,187272727.0,,,4700000.0,,,15900000.0,4400000.0,,,,,46500000.0,2000000.0,,,20600000.0,,,,,,,,,,127800000.0,697400000.0,,,,,,,,,,,,-1900000.0,,,,,,,,,,400000.0,,0.11,40000000.0,,,95200000.0,,,,,,,,,210200000.0,650000000.0,210200000.0,,0.0,,,,7800000.0,14700000.0,,,13700000.0,,899300000.0,,,,,,,64100000.0,,-30600000.0,-9100000.0,,,,,,,,,,,,,280300000.0,24700000.0,,,929900000.0,,,,,,29300000.0,,196190476.0,,0.0,8300000.0,,6300000.0,,48700000.0,106900000.0,,190500000.0,,,119400000.0,,,,34300000.0,,,-15900000.0,,3800000.0,,,,,,,,,,,
844041600,,,,,,,,,-147200000.0,7700000.0,20200000.0,,131600000.0,,,99800000.0,,,,,-0.155,1047100000.0,1243700000.0,,,,17300000.0,,-4700000.0,-35500000.0,,,,,,37600000.0,,,,177600000.0,,,,,-58000000.0,-49100000.0,0.0,10700000.0,,,229032258.0,,,4700000.0,,,2300000.0,38300000.0,,,,,54200000.0,-100000.0,,,-35500000.0,,,,,,,,,,131200000.0,295500000.0,,,,,,,,,,,,-18100000.0,,,,,,,,,,-800000.0,,-0.155,39900000.0,,,98600000.0,,,,,,,,,63000000.0,948200000.0,63000000.0,,0.0,,,,11300000.0,76300000.0,,,-2100000.0,,876000000.0,,,,,,,61700000.0,,-46200000.0,-39900000.0,,,,,,,,,,,,,196600000.0,-10800000.0,,,922200000.0,,,,,,60100000.0,,229032258.0,,,-149300000.0,,334000000.0,,44400000.0,101900000.0,,198400000.0,,,117900000.0,,,,-6800000.0,,,-35800000.0,,,,,,,,,,,,,
851990400,,,1287700000.0,,,,-36300000.0,13200000.0,-1600000.0,6700000.0,54900000.0,,78300000.0,,,106300000.0,,43700000.0,99100000.0,,,1061000000.0,1287700000.0,160400000.0,,,16500000.0,-120800000.0,24000000.0,24000000.0,33000000.0,,200000.0,71300000.0,,39600000.0,78300000.0,64500000.0,186600000.0,123500000.0,0.0,216940000.0,973400000.0,,-37700000.0,-7300000.0,0.0,13500000.0,24600000.0,,,,,15700000.0,190800000.0,61400000.0,-200000.0,38500000.0,216940000.0,,,,56100000.0,100000.0,,,24000000.0,,,,,61400000.0,,350300000.0,,39600000.0,136600000.0,314300000.0,884800000.0,,245200000.0,136600000.0,123500000.0,,,251100000.0,226700000.0,,,-16000000.0,,43700000.0,142100000.0,,-48600000.0,1026800000.0,6700000.0,110000000.0,,-3100000.0,33800000.0,,39600000.0,150100000.0,,100300000.0,-53700000.0,,,,,1061000000.0,,-84800000.0,61400000.0,973400000.0,61400000.0,,0.0,,,,33000000.0,71300000.0,,0.2,13000000.0,13500000.0,884800000.0,0.0,-172900000.0,,-3300000.0,,,60700000.0,,-142000000.0,-21700000.0,,,,74500000.0,,,403600000.0,804800000.0,,15700000.0,,-142000000.0,226700000.0,13200000.0,,214600000.0,1026800000.0,,314300000.0,,0.2,,76600000.0,-27700000.0,,401200000.0,,-40400000.0,,1500000.0,20100000.0,44200000.0,142100000.0,,206600000.0,,,190800000.0,,38500000.0,,37000000.0,,,46500000.0,,,,,,,,,,,,,
859766400,,,,,,,,,-16000000.0,7400000.0,-14200000.0,,88600000.0,,,94700000.0,,,,,0.13,1096900000.0,1243000000.0,,,,15900000.0,,30200000.0,30200000.0,,,,,,35300000.0,,,,116000000.0,,,,,-39400000.0,-100000.0,0.0,13600000.0,,,232307692.0,,,15100000.0,,,3400000.0,20000000.0,,,,,51200000.0,0.0,,,30200000.0,,,,,,,,,,162100000.0,236500000.0,,,,,,,,,,,,-15700000.0,,,,,,,,,,-300000.0,,0.13,39400000.0,,,102800000.0,,,,,,,,,45400000.0,1006500000.0,45400000.0,,61400000.0,,,,20300000.0,40100000.0,,,17900000.0,,895400000.0,,,,,,,67500000.0,,-154800000.0,-23800000.0,,,,,,,,,,,,,146100000.0,43400000.0,,,1050200000.0,,,,,,9600000.0,,232307692.0,,-100000.0,13700000.0,,1900000.0,,51600000.0,85100000.0,,197500000.0,,,120500000.0,,,,48100000.0,,,-32600000.0,,,,,,,,,,,,,
867628800,,,,,,,,,2000000.0,6700000.0,13600000.0,,67100000.0,,,104600000.0,,,,,0.14,1118800000.0,1292700000.0,,,,16400000.0,,33000000.0,33000000.0,,,,,,34000000.0,,,,102200000.0,,,,,-40700000.0,200000.0,0.0,16300000.0,,,227586207.0,,,14500000.0,,,2800000.0,28400000.0,,,,,50400000.0,0.0,,,33000000.0,,,,,,,,,,150900000.0,249000000.0,,,,,,,,,,,,6100000.0,,,,,,,,,,-3000000.0,,0.145,39100000.0,,,104500000.0,,,,,,,,,47400000.0,1043700000.0,47400000.0,,0.0,,,,28500000.0,34200000.0,,,18400000.0,,928800000.0,,,,,,,70500000.0,,-168200000.0,-46800000.0,,,,,,,,,,,,,173900000.0,76400000.0,,,1097000000.0,,,,,,60400000.0,,235714286.0,,,-17600000.0,,500000.0,,54100000.0,103800000.0,,209100000.0,,,146800000.0,,,,51400000.0,,,16100000.0,,,,,,,,,,,,,
875577600,,,,,,,,,11600000.0,5600000.0,-3300000.0,,61500000.0,,,99800000.0,,,,,0.06,1127500000.0,1298000000.0,,,,16400000.0,,18700000.0,14500000.0,,,,,,32300000.0,,,,110000000.0,,,,,-30700000.0,-28400000.0,0.0,15900000.0,,,241666667.0,,,16900000.0,,,2500000.0,42900000.0,,,,,48700000.0,0.0,,,14500000.0,,,,,,,,,,149800000.0,237100000.0,,,,,,,,,,,,17700000.0,,,,,,,,,,100000.0,,0.06,38900000.0,,,108600000.0,,,,,,,,,59000000.0,1060900000.0,59000000.0,,0.0,,,,18200000.0,50800000.0,,,10300000.0,,938800000.0,,,,,,,76300000.0,,-176000000.0,-48400000.0,,,,,,,,,,,,,170500000.0,90800000.0,,,1114800000.0,,,,,,45100000.0,,241666667.0,,,-2800000.0,,100000.0,,59900000.0,92000000.0,,208400000.0,,,127100000.0,,,,29000000.0,,,-18000000.0,,,,,,,,,,,,,
883526400,,,1398400000.0,,,,25800000.0,124200000.0,-24400000.0,4800000.0,-39900000.0,,51700000.0,,,106100000.0,,111100000.0,180300000.0,,,1227600000.0,1398400000.0,-43800000.0,,,16700000.0,-201800000.0,33500000.0,33500000.0,53900000.0,,,40700000.0,,35800000.0,51700000.0,65400000.0,219600000.0,115300000.0,0.0,235340000.0,1101600000.0,,-91000000.0,200000.0,0.0,16500000.0,65000000.0,,,,,16700000.0,181500000.0,34600000.0,2300000.0,58800000.0,229900000.0,,,,52500000.0,0.0,,,33500000.0,,,,,34600000.0,,2800000.0,,38600000.0,156300000.0,296800000.0,1032700000.0,,184000000.0,156300000.0,115300000.0,,,285000000.0,170800000.0,,,17700000.0,,111100000.0,110900000.0,,-26800000.0,1222300000.0,4800000.0,61400000.0,,-800000.0,11100000.0,,38600000.0,137400000.0,,106500000.0,-28100000.0,,,,,1227600000.0,,-227800000.0,34600000.0,1101600000.0,34600000.0,,0.0,,,,53900000.0,40700000.0,,0.4725,18300000.0,16500000.0,1032700000.0,0.0,-9000000.0,,-4000000.0,,,70700000.0,,-189600000.0,-108800000.0,,,,115300000.0,,,405200000.0,827600000.0,,16700000.0,,-189600000.0,170800000.0,124200000.0,,202800000.0,1222300000.0,,296800000.0,,0.4825,,68900000.0,48100000.0,,422400000.0,,-2300000.0,,300000.0,-50200000.0,54000000.0,110900000.0,,212600000.0,,,181500000.0,,58800000.0,,51800000.0,,,-15700000.0,,,,,,,,,,,,,
891302400,,,,,,,,,402700000.0,5800000.0,-80400000.0,,548500000.0,,,99200000.0,,,,,0.07,1332700000.0,1872300000.0,,,,17300000.0,,16300000.0,16300000.0,,,,,,35200000.0,,,,614400000.0,,,,,-118700000.0,3200000.0,0.0,13900000.0,,,232857143.0,,,17500000.0,,,5900000.0,60100000.0,,,,,52500000.0,0.0,,,16300000.0,,,,,,,,,,172400000.0,755100000.0,,,,,,,,,,,,-15000000.0,,,,,,,,,,2300000.0,,0.07,38300000.0,,,80600000.0,,,,,,,,,437300000.0,1117200000.0,437300000.0,,34600000.0,,,,18300000.0,40700000.0,,,9100000.0,,1122000000.0,,,,,,,45400000.0,,-204000000.0,-104100000.0,,,,,,,,,,,,,539600000.0,140500000.0,,,1326000000.0,,,,,,23700000.0,,232857143.0,,100000.0,497800000.0,,500000.0,,28100000.0,104900000.0,,179800000.0,,,140700000.0,,,,25400000.0,,,-10200000.0,,,,,,,,,,,,,
899164800,,,,,,,,,-69100000.0,5200000.0,-56300000.0,,541900000.0,,,100100000.0,,,,,0.065,1425000000.0,1905900000.0,,,,19400000.0,,14400000.0,14400000.0,,,,,,38700000.0,,,,611400000.0,,,,,-114500000.0,4900000.0,0.0,14600000.0,,,221538462.0,,,39700000.0,,,8500000.0,64300000.0,,,,,58100000.0,0.0,,,14400000.0,,,,,,,,,,176900000.0,770200000.0,,,,,,,,,,,,-10400000.0,,,,,,,,,,-1000000.0,,0.065,38100000.0,,,85300000.0,,,,,,,,,368200000.0,1135700000.0,368200000.0,,0.0,,,,17000000.0,39000000.0,,,9100000.0,,1210000000.0,,,,,,,46600000.0,,-220200000.0,-104100000.0,,,,,,,,,,,,,480900000.0,154900000.0,,,1430200000.0,,,,,,47800000.0,,221538462.0,,-200000.0,-2500000.0,,0.0,,27200000.0,102100000.0,,185400000.0,,,158800000.0,,,,23500000.0,,,7800000.0,,,,,,,,,,,,,
907113600,,,,,,,,,-277400000.0,4500000.0,-56700000.0,,539000000.0,,,101700000.0,,,,,0.08,1505400000.0,1709400000.0,,,,21200000.0,,17100000.0,17100000.0,,,,,,36700000.0,,,,615700000.0,,,,,-98900000.0,2300000.0,0.0,12700000.0,,,213750000.0,,,21000000.0,,,9800000.0,72200000.0,,,,,57900000.0,0.0,,,17100000.0,,,,,,,,,,186700000.0,763800000.0,,,,,,,,,,,,-9600000.0,,,,,,,,,,1600000.0,,0.08,37800000.0,,,92000000.0,,,,,,,,,90800000.0,945600000.0,90800000.0,,0.0,,,,38900000.0,43800000.0,,,9600000.0,,1280900000.0,,,,,,,55300000.0,,-238400000.0,-89400000.0,,,,,,,,,,,,,204000000.0,172000000.0,,,1519300000.0,,,,,,32700000.0,,213750000.0,,,-211300000.0,,1200000.0,,34100000.0,88200000.0,,193700000.0,,,148100000.0,,,,26700000.0,,,-15900000.0,,,,,,,,,,,,,
915062400,,,1773800000.0,,,,-44300000.0,193200000.0,-8800000.0,5200000.0,3200000.0,,537600000.0,,,108300000.0,,68900000.0,109500000.0,,,1565700000.0,1773800000.0,-190200000.0,,,20600000.0,-405700000.0,21200000.0,21200000.0,23900000.0,,,45900000.0,,44000000.0,537600000.0,78500000.0,131500000.0,620000000.0,0.0,225368000.0,964400000.0,,-73600000.0,600000.0,0.0,11100000.0,40600000.0,,,,,15200000.0,189400000.0,82000000.0,8800000.0,77200000.0,222712000.0,,,,64600000.0,0.0,,,21200000.0,,,,,82000000.0,,1700000.0,,37600000.0,200400000.0,809400000.0,1327700000.0,,171700000.0,200400000.0,620000000.0,,,210000000.0,208100000.0,-210600000.0,,-9300000.0,,68900000.0,150300000.0,,47400000.0,1583600000.0,5200000.0,34600000.0,,1400000.0,33000000.0,,37600000.0,154600000.0,,106700000.0,10900000.0,,,,,1565700000.0,,-361900000.0,82000000.0,964400000.0,82000000.0,,0.0,,,,23900000.0,45900000.0,,0.305,12700000.0,11100000.0,1327700000.0,0.0,281400000.0,,4300000.0,,,62700000.0,,-255900000.0,-64300000.0,,,,68900000.0,,,409300000.0,773900000.0,,15200000.0,,-255900000.0,208100000.0,193200000.0,-100000.0,233100000.0,1583600000.0,,809400000.0,,0.31,,67500000.0,14500000.0,,364600000.0,,-2600000.0,,0.0,-4400000.0,42100000.0,150300000.0,,215000000.0,,,189400000.0,,77200000.0,,33900000.0,,,13900000.0,,4900000.0,,,,,,,,,,,
922838400,,,,,,,,,-16200000.0,4900000.0,-99900000.0,,996600000.0,,,132800000.0,,,,,0.04,2335500000.0,2538900000.0,,,,21600000.0,,18500000.0,9400000.0,,,,,,59000000.0,,,,1099800000.0,,,,,-111300000.0,100000.0,65800000.0,11200000.0,,,235000000.0,,,15500000.0,,,9200000.0,98300000.0,,,,,80600000.0,0.0,,,9400000.0,,,,,,,,,,67400000.0,1316600000.0,,,,,,,,,,,,14600000.0,,,,,,,,,,1300000.0,,0.04,37300000.0,,,118600000.0,,,,,,,,,65800000.0,1222300000.0,65800000.0,,82000000.0,,,,31400000.0,60200000.0,,,10300000.0,,2230800000.0,,,,,,,59600000.0,,-296700000.0,-130600000.0,,,,,,,,,,,,,203400000.0,202600000.0,,,2527500000.0,,,,,,30700000.0,,235000000.0,,200000.0,64400000.0,,6500000.0,,38000000.0,169900000.0,,251400000.0,,,216800000.0,,,,28800000.0,,,-24400000.0,,3700000.0,,,,,,,,,,,
930700800,,,,,,,,,41800000.0,4900000.0,-44600000.0,,1048800000.0,,,158000000.0,,,,,0.095,2422500000.0,2674500000.0,,,,29800000.0,,24100000.0,24100000.0,,,,,,80900000.0,,,,1159900000.0,,,,,-96600000.0,-300000.0,107500000.0,11600000.0,,,241000000.0,,,16600000.0,,,12000000.0,106200000.0,,,,,110700000.0,-374500000.0,,,24100000.0,,,,,,,,,,64300000.0,1414600000.0,,,,,,,,,,,,20000000.0,,,,,,,,,,-800000.0,,0.1,37100000.0,,9400000.0,161100000.0,,,700000.0,,,,,,107500000.0,1259900000.0,107500000.0,,65800000.0,,,,41200000.0,64000000.0,,,14200000.0,,2321100000.0,,,,,,,80200000.0,,-322900000.0,-118100000.0,,,,,,,,,,,,,252000000.0,226700000.0,,,2644000000.0,,,,,,73500000.0,,253684211.0,,-9400000.0,64900000.0,,15600000.0,,50400000.0,196900000.0,,319100000.0,,,254700000.0,,,,38300000.0,,,500000.0,,6300000.0,,,,,,,,,,,
938649600,,,,,,,,,200000.0,5200000.0,8300000.0,,1349200000.0,,,199600000.0,,,,,0.055,2449100000.0,2711200000.0,,,,37800000.0,,12600000.0,12600000.0,,,,,,78200000.0,,,,1461300000.0,,,,,-98600000.0,-46100000.0,107800000.0,12600000.0,,,229090909.0,,,16500000.0,,,19500000.0,106900000.0,,,,,116000000.0,374500000.0,,,12600000.0,,,,,,,,,,64200000.0,1710400000.0,,,,,,,,,,,,-37200000.0,,,,,,,,,,-1500000.0,,0.055,36800000.0,,9800000.0,200700000.0,,,700000.0,,,,,,107800000.0,1000800000.0,107800000.0,,107500000.0,,,,45700000.0,81700000.0,,,7100000.0,,2348100000.0,,,,,,,122500000.0,,-357100000.0,-61300000.0,,,,,,,,,,,,,262100000.0,239300000.0,,,2705200000.0,,,,,,69600000.0,,229090909.0,,0.0,29200000.0,,22100000.0,,84700000.0,186900000.0,,400300000.0,,,249100000.0,,,,19700000.0,,,6900000.0,,1200000.0,,,,,,,,,,,
946598400,,,2760700000.0,,,,-17900000.0,267200000.0,13800000.0,4200000.0,50800000.0,,1323900000.0,,,100100000.0,,86000000.0,150100000.0,,,2490800000.0,2760700000.0,-85400000.0,,,39600000.0,-386700000.0,39900000.0,39900000.0,38000000.0,,,50100000.0,,267000000.0,1323900000.0,128800000.0,209800000.0,1436800000.0,121500000.0,240172000.0,1033800000.0,,-80200000.0,68600000.0,121500000.0,15200000.0,55000000.0,,,,,13000000.0,290100000.0,121500000.0,20300000.0,108700000.0,233160000.0,,,,306600000.0,-374500000.0,,,39900000.0,,,,,121500000.0,,50100000.0,,36600000.0,63700000.0,1726900000.0,2390500000.0,9500000.0,289900000.0,63700000.0,1436800000.0,,,338600000.0,269900000.0,-295200000.0,,-15300000.0,,86000000.0,239100000.0,,39600000.0,2788700000.0,4200000.0,82000000.0,,-3100000.0,61000000.0,,36600000.0,462400000.0,9500000.0,320800000.0,-900000.0,,1400000.0,,,2490800000.0,,-375300000.0,121500000.0,1033800000.0,121500000.0,,107800000.0,,,,38000000.0,50100000.0,,0.36,23400000.0,15200000.0,2390500000.0,-374500000.0,136400000.0,,-4100000.0,,,53800000.0,,-398200000.0,-65300000.0,1400000.0,,,95100000.0,,,590700000.0,1391700000.0,,13000000.0,,-398200000.0,269900000.0,267200000.0,-1000000.0,591200000.0,2788700000.0,,1726900000.0,,0.37,,116100000.0,27500000.0,,801000000.0,,-22100000.0,,5900000.0,-8500000.0,14200000.0,239100000.0,,420900000.0,,,290100000.0,,108700000.0,,63300000.0,,,8500000.0,,16300000.0,,,,,,,,,,,
954460800,,,,,,,,,-23442000.0,4776000.0,8717000.0,,1345558000.0,,,233125000.0,,,,,0.19,2512254000.0,2733064000.0,,,,40539000.0,,44305000.0,48117000.0,,,,,,76768000.0,,,,1456050000.0,,,,,-63123000.0,-162000.0,98080000.0,12143000.0,,,225638000.0,,,12416000.0,,,22089000.0,105716000.0,,,,,117307000.0,0.0,-11329000.0,,48117000.0,,,,,,,,,,64020000.0,1696329000.0,,,,,,,,,,,,-920000.0,,,,,,,,,,2837000.0,,0.195,36294000.0,,13308000.0,209747000.0,,,1389000.0,,,,,,98080000.0,1036735000.0,98080000.0,,121522000.0,,,,30334000.0,35279000.0,,,26647000.0,,2411940000.0,,,,,,,132979000.0,,-430179000.0,-62401000.0,,,,,,,,,,,,,220810000.0,311529000.0,-52579000.0,,2842119000.0,,,,,,71118000.0,,230876000.0,,1076000.0,-31437000.0,,7292000.0,,92440000.0,197529000.0,,442872000.0,,,240279000.0,,,,70952000.0,,,-41712000.0,,11984000.0,,,,,,,,,,,
962323200,,,,,,,,,113308000.0,3833000.0,151147000.0,,5294038000.0,,,315686000.0,,,,,-0.065,10055885000.0,10734268000.0,,,,64632000.0,,-18261000.0,-18994000.0,,,,,,115384000.0,,,,6889589000.0,,,,,-5438410000.0,-120615000.0,211388000.0,86852000.0,,,300368000.0,,,1031761000.0,,,47644000.0,1591718000.0,,,,,180016000.0,0.0,-9000.0,,-18994000.0,,,,,,,,,,753629000.0,8480126000.0,,,,,,,,,,,,-110191000.0,,,,,,,,,,2737000.0,,-0.065,64523000.0,,14290000.0,311485000.0,,,1626000.0,,,,,,211388000.0,2254142000.0,211388000.0,,98080000.0,,,,60079000.0,109875000.0,,,-11567000.0,,9237733000.0,,,,,,,196101000.0,,-459056000.0,-62667000.0,,,,,,,,,,,,,678383000.0,292523000.0,,,9696789000.0,,,,,,213814000.0,,300368000.0,,,5337904000.0,,1182852000.0,,131469000.0,498697000.0,,627171000.0,,,1590537000.0,,,,-29828000.0,,,37741000.0,,-15897000.0,,,,,,,,,,,
