date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyDilutedAverageShares,annualBasicAverageShares,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualDilutedEPS,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingRepaymentOfDebt,annualChangeInInventory,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossProfit,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingOtherIncomeExpense,quarterlyStockBasedCompensation,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares
2004-12-31,,,,,,,,,,,3582724612.0,,,,,,,,,,,,,,,,,-3120386400.0,-3120386400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.870953,-3120386400.0,,,3582724612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12564903440.0,,,,12564903440.0,,,,,,,,,,,,,,,,,-0.870953,,,,,,,,,,,,,,,,12564903440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,178021358240.0,0.0,,0.0,214585448362.53,,6733812470.0,4107093320.0,71742990.0,,,3159357178.0,-57599581854.60249,55396828.996353,-27698414.498176,10620155243.11658,16765488190.0,9344570364.911087,,195214990080.0,-2902502277.15101,10455422567.416899,-9439328098.720638,,,11710598087.571102,,-3600552470.0,-3600552470.0,,,7757500080.0,19228530906.891926,165898924731.1828,,-638521344.747435,423515070.0,9516592097.057655,5431804864.221328,2.956717,,24688074290.0,627172590.0,,,2724649299.84693,8042744883.496797,3170382187.0,552343880.0,21308827616.83391,5494490749.664569,,6733812470.0,7068926942.19249,,,,46318200060.0,,,-3600552470.0,,,,,,141623451140.46527,167648298.278436,17493735.472532,25427144509.325928,137671712090.0,32071848.36631,5494490749.664569,1189545060.0,2.947553,,17712407165.939114,29521854670.0,27599283330.498707,13719462044.333578,19945774061.265755,-5908509155.847837,,25427144509.325928,10135047340.0,9344570364.911087,,144788925270.0,-3078897443.165712,7757500080.0,-2661963414.403689,8468425779.995087,1282873934.65238,137671712090.0,121677653900.0,200865986318.1964,1757317540.0,,4154921980.0,-7256984598.522214,4163509042.462725,5344467040.0,,6248583000.0,,4208922080.0,423515070.0,,24782791.919421,,26821849670.0,-42751187850.0,,-1132459240.0,-6612697960.0,14741947190.0,,-24120301810.0,641436967.32619,,,,,-3587673583.158531,152147390838.4829,7895505943.269649,23033418372.167732,38891489578.01841,,2919996012.623543,,17193631840.0,,6341479108.793015,,,,21630125770.0,50942151480.0,48908110947.33262,288646635.296786,,-24120301810.0,15858071205.850672,,,460668367.443355,1189545060.0,-42751187850.0,10135047340.0,,7068926942.19249,,,-75353282400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,,,,,3533538817.0,,,,,,,,,,,,,,,,,2081343600.0,2081343600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590388,2081343600.0,,,3525382406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13481655390.0,,,,13481655390.0,,,,,,,,,,,,,,,,,0.589025,,,,,,,,,,,,,,,,13481655390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,206487580703.79782,120164925896.51277,,,,6154961950.0,,8893733000.0,,,3482293811.0,,,,,,20455570644.50092,,,218328194991.52902,,,,,,,,1895113200.0,2033921930.0,1857709650.0,,1373957070.0,,,,,,,,,,29517923849.357616,786244952.703657,191173700.0,,,,,2971888571.226881,,,462141640.0,,7687891412.537061,,,,51609060020.47155,,0.585767,2033921930.0,,4505880990.0,3474221077.0,1364813980.0,,,,,,,,,,,,,35407031620.0,,,,,,,,,,166887825585.9099,,,,,,-7061790240.0,23283705474.375263,,,,2053624876.464775,,,2053624876.464775,,6295827121.276295,,12045976775.377665,99747493.999718,,,,26174915925.455315,3141067010.0,,,,10660842940.0,,-25988817730.0,,,,,,,,,,,,,2865943120.0,11840614287.731188,0.584395,,,,,22091136171.113934,26174915925.455315,,,,,,,,,,3141067010.0,7067608570.0,,,939244700.0,,-56040489128.900185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,4111789700.0,,,,,3482184720.0,,,,,,,,,,,,,,,,,-14599808520.0,-17931455780.0,1637117090.0,,,,,,,,,,,,,,-2532930.0,,,,,,,,355454510.0,,,,,,,,-4.263227,-17931455780.0,,3948837870.0,3474002895.0,17428247020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017900900.0,,,2017900900.0,,,,,,,,,,-13479409150.0,,,,8060627570.0,,,,,,,,,,,,,,,-13769007480.0,,-4.263227,,,,,,,,,,,,,,,,-13479409150.0,,,,792807090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,171053448350.0,75485939970.0,,75434484061.59836,181736220982.37564,3812348440.0,,6367427180.0,1714370780.0,,,2988063854.0,-96585277505.47502,6367427180.0,-81735269.579727,-21298490509.959328,24035016330.0,-31426494177.356,,181861079350.0,-3941934317.099454,8530581030.347273,-10887998279.27834,,,10721659835.923105,,-14295078800.0,-17547011340.0,1543910890.0,,5013585770.0,24018697639.65655,122495357962.24841,,37175208137.79678,11471616.78312,10041966541.523273,4204347551.013314,-10.518644,,37184850720.0,426530170.0,505769730.0,,3412805992.978065,8355701280.0,2988063854.0,4947584970.0,25890005127.402927,3999292401.015052,336432930.0,,8136248620.0,,,,59443620520.0,,,-17547011340.0,,3733333400.0,,16966244830.0,,23677417040.358746,510486946.84882,52071331160.0,19587785657.176624,-5710719220.0,1433952.09789,3999292401.015052,2639905812.215386,-10.518644,,15945547328.53617,52071331160.0,33512894479.785866,25988947822.157333,-21298490509.959328,-9259028696.075363,,19587785657.176624,6581929780.0,-31426494177.356,,122579985800.0,-1187312337.052873,5013585770.0,-2033344074.80794,5342905516.737929,0.0,-5710719220.0,23693462190.0,155747273160.2183,504081110.0,,4002123510.0,-7414966298.188897,4898380366.392046,4002123510.0,,5976372440.0,,10729255050.0,0.0,,33000400.0,,19601412590.0,-13232911430.0,,-1107988430.0,-7284013290.0,7545681840.0,,-18882003870.0,425883773.073313,,,,,-6002523481.767303,5972410487.711614,-24711296502.937393,24477562310.981335,42086494073.06984,,4944266833.524525,-13508526000.0,10807631000.0,,7566965220.565231,,,,22258769800.0,38483416460.0,59402899607.18879,295394132.165328,,-18882003870.0,17608931762.088505,,,226877750.0,2639905812.215386,-13232911430.0,6581929780.0,,8130508395.035979,750899040.0,,-96651571520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,,,,,3177140265.0,,,,,,,,,,,,,,,,,-3289267800.0,-3289267800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.146367,-3289267800.0,,,3177140265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11279613800.0,,,,11279613800.0,,,,,,,,,,,,,,,,,-1.146367,,,,,,,,,,,,,,,,11279613800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,148030645853.22028,65379427630.22442,,,,6650382400.0,,7319605218.335299,,,,,,,,,25092839650.364048,,,158389885638.34766,,,,,,,,-3418280967.477118,-4239763962.96629,2092033800.0,,1396265120.0,,,,,,,,,,33717673685.589684,525041196.398825,7879600.0,,,,,6067470455.013383,,,599637560.0,,7228165459.411908,,,,58730872255.601105,,,-4239763962.96629,,4844378080.0,,7020723600.0,,,,,,,,,,,,,39884959280.0,,,,,,,,,,99368470922.94159,,,,,,4764794120.0,23896748610.253242,,,,1163644674.041215,,,1163644674.041215,,6144161865.723323,,11456516892.20806,2949669.64269,,,,19538611713.17873,-14991773045.325397,,,,11718960404.05413,,-18034040520.0,,,,,,,,,,,,,-2454495400.0,10359239785.12737,,,,,,25013198570.011417,19538611713.17873,,,,,,,,,,-5743083880.670822,7486407960.0,,,897486440.0,,-123378781814.4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,,,,,,,,,,3137184432.0,,,,,,,,,,,,,,,,,-3680858020.0,-3699042580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.285182,-3699042580.0,,,3137184432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12142739940.0,,,,12142739940.0,,,,,,,,,,,,,,,,,-1.285182,,,,,,,,,,,,,,,,12142739940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,142644096480.0,59777007360.0,,59767819083.60888,161499963627.77515,,8103910560.0,4188941760.0,1404065658.951346,,,3007857052.0,-125604207368.91827,7400442607.463392,-253409541.80444,-3510900803.023146,26138966640.0,-7994187057.156353,,161524276800.0,-5237621634.388285,8240230042.51299,5849045819.555975,,,12926833254.605574,,2948977700.0,2940370410.0,,,1405795680.0,26221994331.601322,98810568256.9674,,157644307.982995,30939537.080775,10831784600.85026,10987955597.543694,-2.657851,,34447982640.0,424433520.0,,,3569833254.605574,7530094000.944733,3007857052.0,7097845920.0,27913355692.017006,11021841757.20359,,8103910560.0,6816387360.0,,,,62365527840.0,,,2940370410.0,,,,,,23138353802.550777,284349078.885215,39310628400.0,19807196976.85404,18327743040.0,117864903.164856,11021841757.20359,,-2.657851,,14917276806.802078,39310628400.0,34443071327.35002,18877537553.14124,5258247992.442135,-8480379782.711384,,19807196976.85404,9419879040.0,-7994187057.156353,,98825639760.0,7132299952.763344,1405795680.0,-2889163438.828531,4319748700.99197,1239054794.520548,18327743040.0,23141732400.0,142622426074.6339,1168502160.0,,11023294560.0,-6677046764.289088,5063770902.220123,11023294560.0,,6147923280.0,,3295909680.0,0.0,,-33886159.659896,137017949.929145,19810640400.0,-36553919620.0,,-4848667453.944261,-13780241040.0,11583728300.0,,-22426109040.0,424313651.393481,,,,,-4132638167.217761,6146654700.047237,-7080734057.62872,27587753897.02409,45825874350.49599,,7096940481.813888,,18880180320.0,,7406335852.621634,,,,27917545200.0,42236749440.0,62356427019.36703,327075106.282475,,-22426109040.0,18238120453.471893,,,17678262163.438828,,-36553919620.0,9419879040.0,,6815538025.507794,,,-125623339200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,,,,,2897238778.0,,,,,,,,,,,,,,,,,2467491800.0,2467491800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845694,2467491800.0,,,2887366042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12602677430.0,,,,12602677430.0,,,,,,,,,,,,,,,,,0.841631,,,,,,,,,,,,,,,,12602677430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,155029287985.1067,65460729056.27953,,,,7318841880.0,,8227571101.245883,,,,,,,,,29112613060.289272,,,168035129600.45825,,,,,,,,2302176967.005585,2249132859.8883,2151363900.0,,1407146160.0,,,,,,,,,,37692855792.63927,580617929.256766,179397120.0,,,,,8132951883.14478,,,917307930.0,,7172423456.96692,,,,67497909494.48661,,,2249132859.8883,,4860540720.0,,1128239700.0,,,,,,,,,,,,,41252928360.0,,,,,,,,,,102367958613.77632,,,,,,21855614760.0,26352885865.67378,,,,4158944722.898468,,,4158944722.898468,,5992550479.736503,,14145573106.11485,38707861.950451,,,,21263518831.447803,-4230310252.569096,,,,11760337606.517256,,-21824780880.0,,,,,,,,,,,,,3268391280.0,13005841615.351568,,,,,,29805053701.847343,21263518831.447803,,,,,,,,,,-7162072389.186596,362298090.0,,,883670970.0,,-120423025776.88672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,,,,2906566058.0,,,,,,,,,,,,,,,,,2294235150.0,2294235150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.793311,2294235150.0,,,2891947864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12582971020.0,,,,12582971020.0,,,,,,,,,,,,,,,,,0.789287,,,,,,,,,,,,,,,,12582971020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,148871200470.0,64468239850.0,,64502603167.04369,159912075445.48953,,,4457024410.0,-899638925.268881,,,2891947864.0,-103006143985.39508,8231193574.631901,-120621978.807001,11309566992.102234,28459357740.0,8368149779.735683,,159826653850.0,-4596199984.125094,6503535024.010795,-12822367642.97337,,,15030001150.930666,,1540086080.0,1540086080.0,,,1324633480.0,28474325872.127632,98059386375.36215,,536516509.901972,71619299.916657,9098164047.307219,2075703218.637139,2.89325,,36200105490.0,523648130.0,,,2820795233.559551,7420353610.0,2906566058.0,5691111720.0,27608611878.398224,2134757729.094734,,,6416114270.0,,,,63793892500.0,,,1540086080.0,,,,,,23866817577.489384,389508473.23094,38984875110.0,21027175159.741238,25884807200.0,986335972.536413,2134757729.094734,,2.879429,,12406473111.878399,38984875110.0,36219262094.69381,10961522324.0862,12844984263.999683,-8795352.621344,,21027175159.741238,6880875730.0,8368149779.735683,,98007047770.0,-7457202543.953645,1324633480.0,-4833674504.901377,9370819978.568876,1535417271.897448,25884807200.0,23854166870.0,148950553121.40335,1215724800.0,,2133850300.0,-5902938087.867603,4872625352.224471,2133850300.0,,5251677860.0,,15021799560.0,76615990.0,,-98144450.0,134443247.21197,21016209290.0,-23099999710.0,,-2081928720.0,-9877130810.0,8833671560.0,,-25755003250.0,523951720.44291,,,,,-7484845080.763583,5254594951.779974,8488771758.542684,27504324125.888004,44577360042.86224,,5694362582.847164,,10955453380.0,,7974871869.667024,,,,27593787010.0,46771212540.0,63827873973.09203,294016073.342065,,-25755003250.0,17073035916.974243,,,4432330.0,,-23099999710.0,6880875730.0,,6419350934.635076,,,-102950995290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,,,,,2902093328.0,,,,,,,,,,,,,,,,,1355414850.0,1355414850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469142,1355414850.0,,,2891238773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12606057100.0,,,,12606057100.0,,,,,,,,,,,,,,,,,0.466812,,,,,,,,,,,,,,,,12606057100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,153216805234.21878,63148783758.21194,,,,7829631530.0,,8467024582.262211,,,,,,,,,29964429002.42788,,,163762916755.92688,,,,,,,,1390955169.280206,1354235607.012282,3285338640.0,,1313568040.0,,,,,,,,,,38536547504.28449,596376338.903171,-8511240.0,,,,,7322387192.944873,,,784452620.0,,7252746643.816053,,,,68361695408.45473,,,1354235607.012282,,4722319660.0,,2154762260.0,,,,,,,,,,,,,43066165130.0,,,,,,,,,,96701600328.47758,,,,,,25869204710.0,24664150117.82348,,,,1435861503.856041,,,1435861503.856041,,132060006408.88318,,15315856041.131105,46849096.686661,,,,21128942605.68409,-6834754864.924307,,,,12593692150.214226,,-28849557250.0,,,,,,,,,,,,,2090218690.0,10546111521.708082,,,,,,29825147904.17024,21128942605.68409,,,,,,,,,,-7536225123.421879,7159371380.0,,,722036860.0,,-92354763871.03685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,58265178430.72647,164888144134.20627,,,,-26995616.234259,,,2876566034.0,-68356139779.09259,8273616463.475782,-143616678.366259,4523385456.212484,,3323700270.762002,,,-4333336317.923298,4192959113.50515,-7523138332.163374,,,14467490652.264229,,,,,,,34283352792.859905,93039851439.0499,,6863365471.398077,83146498.001519,8277935762.073263,5232830250.848817,1.156131,,,,,,1197525536.151741,7357925160.809707,2889220590.0,,30177859475.953754,5267384639.628669,,8917191954.500523,,,,,,,,,45109674727.44724,,,,,22654721143.790382,23756142.286148,599302680.400556,20786624500.37964,22154762331.1319,273195636.290704,5267384639.628669,,1.150192,,11717177270.317896,,43165990358.580574,14069035356.646563,6034060140.681633,-1056068507.084223,,20786624500.37964,39953512.026704,3323700270.762002,,,3048344985.172557,98264043.092704,-2946841468.131742,1783870320.759853,1510674684.469149,,,150819108777.5597,-275355285.589445,,,-7524218156.812744,5151843402.14604,,,,,,,,87465796.599,138217555.119407,,,,667331633.310889,,,,,444887755.540593,,,,,-1499876437.975445,4484511768.83515,3325859920.060742,27904828589.029125,44291167643.2245,,10392232425.54045,,,,8108403292.122115,,,,,,73343849834.53433,,1197525536.151741,-28198540893.657867,16386339054.195377,,,17277194.389926,,,,,7172195321.118004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,155383574126.23224,59537365734.22097,,,,,,9011639674.817566,,,,,,,,,36070601395.46793,,,169199381641.27512,,,,,,,,,,,,0.0,,,,,,,,,,45176226155.421844,583581807.70708,,,,,,7833547561.131737,,,,,8357022628.344642,,44440738221.73857,,73288695109.46101,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,95729273460.50441,,,,,,21649355076.174625,25337723242.86263,,,,4085072653.949558,,,4085072653.949558,,4538605332.223787,,14844179202.406862,135513378.568685,,,,21538977243.630775,,,,,,,,,,,,,,,,,,,,,13815807515.042889,0.0,,,,,28112468954.039177,21538977243.630775,,,,,,,,,,,0.0,,,,,-89530629240.81424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,160266695411.04663,58192461487.45385,,58192461487.45385,176228704166.98062,,10175092999.773943,4499312968.125989,377187913.495592,,,2868283744.0,-89419354909.20052,9860769738.527617,-585988365.609223,9737285600.180845,32141798628.588654,9704730690.980333,,176228704166.98062,-4646371351.066235,6835408349.031723,-8348650335.31761,,,15808214874.538467,,,,,,85316313.76686,33057826418.50652,101460180981.08658,,1580596970.838671,214413367.49303,12999512018.687363,4897829960.063296,3.383463,,42163097746.96707,486078471.855926,,,62864652.249265,8879632130.208727,2882309581.0,12531394876.045513,32123837299.374577,4965184944.61608,,10175092999.773943,8281295350.764826,,49357732680.28031,,74286935046.34164,,,,40836204551.27722,,,,,25168312561.22372,78580815.311582,8521528129.003089,23172359852.309547,22658216803.556625,19083912.289956,5400747178.057418,435562233.441338,3.366998,,14665425303.292894,927253620.676663,42163097746.96707,15962008755.93399,11434631210.911009,0.0,,54357717700.248665,0.0,9704730690.980333,,101460180981.08658,-253703775.148821,0.0,-5819470665.360561,5440037585.713209,1697345610.730164,22658216803.556625,25168312561.22372,160266695411.04663,792543651.571095,,4965184944.61608,-7830016954.261171,9327542777.484741,5400747178.057418,,4662087514.128551,,3652885328.912667,4074976565.443448,,2245166.151759,168387461.381961,23172359852.309547,,,-1171976731.218446,,,,-31185357847.939114,486078471.855926,,,,,-1994830125.838294,4662087514.128551,9674420947.93158,33047723170.8236,49923514550.5237,,12531394876.045513,,15962008755.93399,,3876279361.012735,,,,32123837299.374577,54357717700.248665,74286935046.34164,,62864652.249265,-31185357847.939114,16875791379.700098,,,507407550.297641,435562233.441338,,111135724.512094,,8281295350.764826,,,-89419354909.20052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,161129548019.20767,57630961584.63386,,,,,,10324938775.510204,,,,,,,,,36552230492.19688,,,183538884153.66147,,,,,,,,,,,,405672268.907563,,,,,,,,,,44324911164.46579,662984393.757503,,,,,,13316481992.79712,,,,,6391076830.732293,,47428883553.42137,,78593786314.5258,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,104741102641.05643,,,,,,18250615846.338535,27910252100.840336,,,,10562546818.727491,,,11187282112.845139,,4813591236.494598,,15700675870.348139,234130852.340936,,,,22476561824.729893,,,,,,,,,,,,,,,,,,,,,22409336134.45378,0.0,,,,,34268875150.060024,22476561824.729893,,,,,,,,,624735294.117647,,4700003001.20048,,,,,-87238082833.13326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,152761670662.72418,51486227036.060936,,51486227036.060936,172113963489.10458,,9570865751.751623,4763238574.275246,1748228064.536864,,,2858620564.0,-88391367005.20667,10538309667.673716,-361937841.486148,10810332133.444752,32295554252.105164,9068933084.784985,,172113963489.10458,-5449554669.923507,3818558044.610143,-2142034646.782799,,,16728812560.26226,,,,,,489412804.525294,33210642379.636177,99652414186.53983,,-2933062319.213216,319825576.910715,13368936748.730474,7062340586.231279,3.171696,,41638786141.28688,611196921.000193,,,1852939641.31902,8964221508.002829,2877166034.0,11274705213.087357,30815934145.400784,7115834543.935206,,9570865751.751623,7382166163.141994,,44941753487.17619,,72454720286.68767,,,,44941753487.17619,,,,,26544384714.27653,121784116.474899,0.0,22969394902.616184,17692841968.245808,5084202320.498811,7882960660.795783,767126116.860577,3.152916,,13652340907.630007,2112442244.648711,41638786141.28688,19352292826.38041,11298606768.657196,-2375359355.916951,,55507379218.35829,0.0,9068933084.784985,,99652414186.53983,2110165906.023012,398359259.497332,-5277691103.683229,4965832711.962461,488274635.212445,17692841968.245808,26544384714.27653,152761670662.72418,4929411293.951276,,7115834543.935206,-9833782863.019861,3765064086.906216,7882960660.795783,,4646007135.051745,,5068267950.118918,3886848203.381115,,-121784116.474899,177554412.804525,22969394902.616184,,,-1951960371.536929,,,,-32537984315.74211,611196921.000193,,,,,-457544063.765507,4646007135.051745,8957392492.12573,35071549206.14514,52223760750.78743,,11274705213.087357,,19352292826.38041,,3783274795.911808,,,,30815934145.400784,55507379218.35829,72454720286.68767,,1852939641.31902,-32537984315.74211,17152211544.642282,,,644203831.072829,767126116.860577,,174139904.865977,,7382166163.141994,,,-88391367005.20667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
