,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOperatingExpense,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGrossProfit,annualCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualEbitda,annualInterestExpense,quarterlyChangeInInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,annualCostOfRevenue,quarterlyOtherNonCashItems,annualBasicAverageShares,quarterlyRetainedEarnings,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,trailingCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualChangeInInventory,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualTotalAssets,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyInventory,trailingNetIncome,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,annualRetainedEarnings,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualNetPPE,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOperatingIncome,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,quarterlyCapitalStock,trailingResearchAndDevelopment,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,trailingTotalRevenue,annualDilutedEPS,annualEndCashPosition,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,trailingOperatingIncome,quarterlySaleOfInvestment,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1451520000,,,4343000000.0,0.0,-3807000000.0,4119000000.0,,9790000000.0,-1028000000.0,23595000000.0,44915000000.0,,,,914000000.0,,51000000.0,11196000000.0,-2077000000.0,53872000000.0,4000000.0,-2693000000.0,3601000000.0,-4593000000.0,,11587000000.0,1889000000.0,,1391000000.0,1229000000.0,,1911000000.0,-482000000.0,,-418000000.0,,23595000000.0,43004000000.0,65001000000.0,1049000000.0,,11000000.0,1330000000.0,-2873000000.0,3290000000.0,49469000000.0,,9402992126.0,868000000.0,,0.0,1012000000.0,34000000.0,1911000000.0,-7454000000.0,43274000000.0,,44915000000.0,,1965000000.0,837000000.0,,0.0,-4593000000.0,-4600000000.0,1345000000.0,,1712000000.0,16319000000.0,915000000.0,-1782000000.0,-3705000000.0,-2728000000.0,,-3706000000.0,,-70000000.0,1123000000.0,,11587000000.0,43274000000.0,962000000.0,962000000.0,,0.0,-633000000.0,,34000000.0,,,,88596000000.0,3925000000.0,,8008000000.0,,53872000000.0,8008000000.0,43004000000.0,868000000.0,1000000.0,,833000000.0,4000000.0,9402992126.0,3974000000.0,-6002000000.0,834000000.0,,4000000.0,12224000000.0,1123000000.0,53872000000.0,6086000000.0,6086000000.0,-1053000000.0,9790000000.0,7235000000.0,3601000000.0,5137000000.0,,7235000000.0,,,9603000000.0,52759000000.0,-28861000000.0,,-0.488462,3601000000.0,-0.488462,3605000000.0,,53872000000.0,92000000.0,88596000000.0,311000000.0,65001000000.0,3601000000.0,914000000.0,,-609000000.0,-3763000000.0,3605000000.0,180000000.0,915000000.0,1000000.0,16319000000.0,-3705000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,,10144000000.0,787000000.0,,46977000000.0,,,,902000000.0,,25000000.0,11274000000.0,-117000000.0,53240000000.0,,-501000000.0,2451000000.0,,,,,,,,,,-186000000.0,9405882353.0,-211000000.0,-0.065385,25446000000.0,44584000000.0,,904000000.0,,,,-790000000.0,,,,,253000000.0,,,850000000.0,31000000.0,2393000000.0,-5823000000.0,42660000000.0,,,,,,,0.0,,,,,,,903000000.0,,-615000000.0,,,-615000000.0,,,,,11107000000.0,,,1459000000.0,,0.0,-211000000.0,-0.065385,,,,,,,,8364000000.0,,53240000000.0,,,,,,-175000000.0,,,,-1150000000.0,,,,10487000000.0,1643000000.0,,,6046000000.0,,,,2451000000.0,,,7235000000.0,,,3601000000.0,,,,,,,,9405882353.0,,,90044000000.0,,64598000000.0,,,,-1596000000.0,,2451000000.0,289000000.0,,-1000000.0,16776000000.0,-615000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,9853000000.0,2426000000.0,,43224000000.0,,,,885000000.0,,146000000.0,14156000000.0,1501000000.0,52742000000.0,,1413000000.0,2407000000.0,,,,,,,,,,324000000.0,,-486000000.0,,23615000000.0,40899000000.0,,925000000.0,,,,1098000000.0,,,,,1168000000.0,,,840000000.0,15000000.0,2325000000.0,-14505000000.0,43580000000.0,,,,,,,0.0,,,,,,,886000000.0,,915000000.0,,,912000000.0,,,,,3147000000.0,,,1424000000.0,,0.0,-202000000.0,,,,,,,,,8613000000.0,,52742000000.0,,,,,,186000000.0,,,,-44000000.0,,,,11730000000.0,1579000000.0,,,6007000000.0,,,,2407000000.0,,,7235000000.0,,,2451000000.0,,,,,,,,,,,87208000000.0,,63593000000.0,,,,2622000000.0,,2407000000.0,315000000.0,,1000000.0,22262000000.0,915000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,9718000000.0,2331000000.0,,43247000000.0,,,,874000000.0,,25000000.0,15609000000.0,1357000000.0,52441000000.0,,1145000000.0,3017000000.0,,,,,,,,,,-358000000.0,9362765957.0,-265000000.0,0.072308,24774000000.0,36936000000.0,,974000000.0,,,,851000000.0,,,,,1845000000.0,,,903000000.0,15000000.0,6311000000.0,-8127000000.0,44252000000.0,,,,,,,0.0,,,,,,,875000000.0,,677000000.0,,,670000000.0,,,,,36000000.0,,,5421000000.0,,0.0,-391000000.0,0.072308,,,,,,,,8317000000.0,,52441000000.0,,,,,,181000000.0,,,,610000000.0,,,,13278000000.0,1528000000.0,,,5969000000.0,,,,3017000000.0,,,7235000000.0,,,2407000000.0,,,,,,,,9362765957.0,,,87896000000.0,,63122000000.0,,,,1509000000.0,,3017000000.0,294000000.0,,13000000.0,20650000000.0,677000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,3825000000.0,0.0,-1393000000.0,3554000000.0,,11821000000.0,2152000000.0,25676000000.0,42781000000.0,,,,739000000.0,,103000000.0,16843000000.0,1130000000.0,51306000000.0,-3000000.0,830000000.0,1968000000.0,1616000000.0,,161000000.0,-1633000000.0,,6352000000.0,1281000000.0,,5992000000.0,-330000000.0,,-341000000.0,,25676000000.0,36789000000.0,62393000000.0,1022000000.0,,,2956000000.0,461000000.0,7696000000.0,50186000000.0,,9420627803.0,2484000000.0,,0.0,961000000.0,13000000.0,5992000000.0,-2597000000.0,44882000000.0,,42781000000.0,,-2716000000.0,5000000.0,,0.0,1616000000.0,1615000000.0,1281000000.0,,3601000000.0,18995000000.0,739000000.0,-1303000000.0,639000000.0,-550000000.0,,648000000.0,,,1942000000.0,,161000000.0,44882000000.0,5240000000.0,5240000000.0,,0.0,-589000000.0,,13000000.0,,,,88069000000.0,3451000000.0,,10466000000.0,,51306000000.0,10466000000.0,36789000000.0,2484000000.0,,,-187000000.0,,9420627803.0,-1590000000.0,-1049000000.0,396000000.0,,,14691000000.0,1942000000.0,51306000000.0,5755000000.0,5755000000.0,3871000000.0,11821000000.0,7235000000.0,1968000000.0,4349000000.0,,7235000000.0,,,3017000000.0,57882000000.0,-31052000000.0,,0.171538,1968000000.0,0.171538,1968000000.0,,51306000000.0,,88069000000.0,299000000.0,62393000000.0,1968000000.0,739000000.0,,421000000.0,1620000000.0,1968000000.0,369000000.0,739000000.0,-16000000.0,18995000000.0,639000000.0,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,,14127000000.0,2434000000.0,,47429000000.0,,,,728000000.0,,19000000.0,19371000000.0,1283000000.0,50711000000.0,,1366000000.0,2196000000.0,,,,,,,,,,-802000000.0,9389864865.0,-216000000.0,0.113846,31971000000.0,40642000000.0,,1151000000.0,,,,1100000000.0,,,,,3553000000.0,,,967000000.0,13000000.0,6787000000.0,-5693000000.0,45962000000.0,,,,,,,0.0,,,,,,,728000000.0,,1069000000.0,,,1077000000.0,,,,,167000000.0,,,6046000000.0,,0.0,-821000000.0,0.113846,,,,,,,,11642000000.0,,50711000000.0,,,,,,23000000.0,,,,228000000.0,,,,16937000000.0,2838000000.0,,,5717000000.0,,,,2196000000.0,,,7235000000.0,,,1968000000.0,,,,,,,,9389864865.0,,,93805000000.0,,61834000000.0,,,,-384000000.0,,2196000000.0,266000000.0,,-2000000.0,18999000000.0,1069000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,8177000000.0,1948000000.0,,40883000000.0,,,,717000000.0,,109000000.0,19686000000.0,911000000.0,50248000000.0,,1082000000.0,2098000000.0,,,,,,,,,,137000000.0,,-721000000.0,,25733000000.0,32909000000.0,,1037000000.0,,,,769000000.0,,,,,3822000000.0,,,849000000.0,10000000.0,7974000000.0,-9431000000.0,46235000000.0,,,,,,,0.0,,,,,,,717000000.0,,754000000.0,,,754000000.0,,,,,1666000000.0,,,7247000000.0,,0.0,-202000000.0,,,,,,,,,11179000000.0,,50248000000.0,,,,,,15000000.0,6000000.0,,,-98000000.0,,,,17738000000.0,2276000000.0,,,6274000000.0,,,,2098000000.0,,,7235000000.0,,,2196000000.0,,,,,,,,,,,87532000000.0,,61799000000.0,,,,-29000000.0,,2104000000.0,313000000.0,,0.0,16617000000.0,754000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,8753000000.0,3028000000.0,,40107000000.0,,,,709000000.0,,114000000.0,21449000000.0,1891000000.0,49556000000.0,,1783000000.0,1915000000.0,,,,,,,,,,29000000.0,9408910891.0,-398000000.0,0.155385,27249000000.0,34201000000.0,,1137000000.0,,,,1480000000.0,,,,,5284000000.0,,,913000000.0,12000000.0,5906000000.0,-6166000000.0,47710000000.0,,,,,,,0.0,,,,,,,709000000.0,,1462000000.0,,,1466000000.0,,,,,1662000000.0,,,5185000000.0,,0.0,-205000000.0,0.155385,,,,,,,,11615000000.0,,49556000000.0,,,,,,14000000.0,,,,-183000000.0,,,,18421000000.0,2078000000.0,,,6234000000.0,,,,1915000000.0,,,7235000000.0,,,2098000000.0,,,,,,,,9408910891.0,,,88235000000.0,,60986000000.0,,,,2475000000.0,,1915000000.0,303000000.0,,-78000000.0,16271000000.0,1462000000.0,,,119000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,4965000000.0,0.0,-1868000000.0,4141000000.0,,8676000000.0,4157000000.0,28576000000.0,38818000000.0,,,,682000000.0,,-37000000.0,23804000000.0,2517000000.0,49048000000.0,82000000.0,2475000000.0,2437000000.0,5605000000.0,,1937000000.0,469000000.0,,10174000000.0,1202000000.0,,5720000000.0,-709000000.0,,-196000000.0,,28576000000.0,33098000000.0,60628000000.0,1640000000.0,,,4400000000.0,2131000000.0,11567000000.0,72743000000.0,,9401935484.0,7604000000.0,,300000000.0,1412000000.0,6000000.0,5720000000.0,-2633000000.0,49973000000.0,,38818000000.0,,-1378000000.0,-132000000.0,,300000000.0,5605000000.0,5612000000.0,1167000000.0,,1968000000.0,14500000000.0,805000000.0,-1531000000.0,2320000000.0,-1345000000.0,,2315000000.0,,-46000000.0,2463000000.0,,1937000000.0,49973000000.0,4909000000.0,4909000000.0,,0.0,-640000000.0,,6000000.0,,,,89204000000.0,3492000000.0,,11643000000.0,,49048000000.0,11643000000.0,33098000000.0,7604000000.0,,,-184000000.0,7000000.0,9401935484.0,-3758000000.0,522000000.0,363000000.0,,7000000.0,19647000000.0,2463000000.0,49048000000.0,6199000000.0,6199000000.0,6602000000.0,8676000000.0,7235000000.0,2437000000.0,6268000000.0,,7235000000.0,,,1915000000.0,84310000000.0,-23923000000.0,,0.596154,2437000000.0,0.596154,2444000000.0,,49048000000.0,,89204000000.0,205000000.0,60628000000.0,2437000000.0,682000000.0,,2338000000.0,5480000000.0,2444000000.0,344000000.0,805000000.0,162000000.0,14500000000.0,2320000000.0,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,8885000000.0,3627000000.0,,40162000000.0,,,,670000000.0,,17000000.0,21513000000.0,2355000000.0,48378000000.0,,2442000000.0,2265000000.0,,,,,,,,,,-420000000.0,9395454545.0,-295000000.0,0.169231,32637000000.0,34949000000.0,,1272000000.0,,,,2105000000.0,,,,,9194000000.0,,,981000000.0,6000000.0,5213000000.0,-5846000000.0,51572000000.0,,,,,,,544000000.0,,,,,,,,,1590000000.0,,,1588000000.0,,,,,1758000000.0,,,4414000000.0,,,-437000000.0,0.169231,,,,,,,,13838000000.0,,48378000000.0,,,,,,517000000.0,1000000.0,,,-172000000.0,,,,17886000000.0,2127000000.0,,,6158000000.0,,,,2265000000.0,,,7235000000.0,,,2437000000.0,,,,,,,,9395454545.0,,,92145000000.0,,59508000000.0,,,,-1095000000.0,,2266000000.0,337000000.0,,-1000000.0,16378000000.0,1590000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,8353000000.0,4192000000.0,,40604000000.0,,,,665000000.0,,10000000.0,25369000000.0,2865000000.0,47850000000.0,,2898000000.0,4017000000.0,,,,,,,,,,-404000000.0,,-1918000000.0,,33527000000.0,34257000000.0,,1327000000.0,,,,2554000000.0,,,,,9428000000.0,,,924000000.0,6000000.0,6347000000.0,-7079000000.0,51653000000.0,,,,,,,482000000.0,,,,,,,,,1909000000.0,,,1905000000.0,,,,,8189000000.0,,,5553000000.0,,967000000.0,-645000000.0,,,,,,,,,12522000000.0,,47850000000.0,,,,,,649000000.0,,,,1752000000.0,,,,21177000000.0,2504000000.0,,,6118000000.0,,,,4017000000.0,,,7235000000.0,,,2265000000.0,,,,,,,,,,,92686000000.0,,59159000000.0,,,,1920000000.0,,4017000000.0,344000000.0,,183000000.0,15358000000.0,1909000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,9792000000.0,5054000000.0,,40511000000.0,,,,653000000.0,,-1510000000.0,26951000000.0,3601000000.0,50818000000.0,,3545000000.0,2342000000.0,,,,,,,,,,-2011000000.0,9399700599.0,-445000000.0,0.256923,29242000000.0,35743000000.0,,1453000000.0,,,,3205000000.0,,,,,4474000000.0,,,1052000000.0,6000000.0,4768000000.0,-8787000000.0,50872000000.0,,,,,,,504000000.0,,,,,,,-9000000.0,,2415000000.0,,,2418000000.0,,,,120000000.0,10229000000.0,,,3984000000.0,,1207000000.0,-627000000.0,0.253846,,,,,,,,13470000000.0,,50818000000.0,,,,0.0,,787000000.0,,,,-1908000000.0,,,,21897000000.0,11362000000.0,,,6337000000.0,,,,2342000000.0,,,7235000000.0,,,4017000000.0,,,,,,,,9513636364.0,,-1000000.0,91815000000.0,,62573000000.0,,,,5206000000.0,,2342000000.0,340000000.0,,-1000000.0,12298000000.0,2415000000.0,,,122000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,5917000000.0,1176000000.0,-2825000000.0,4333000000.0,,9063000000.0,3148000000.0,26908000000.0,37559000000.0,,,,630000000.0,,1567000000.0,27344000000.0,1504000000.0,51522000000.0,-120000000.0,1759000000.0,2154000000.0,7952000000.0,,7446000000.0,-516000000.0,,15113000000.0,1416000000.0,,4812000000.0,-1047000000.0,,-231000000.0,,26908000000.0,32747000000.0,63116000000.0,1644000000.0,,3000000.0,5469000000.0,1379000000.0,17031000000.0,88126000000.0,,9406369427.0,5636000000.0,483000000.0,526000000.0,1208000000.0,77000000.0,4812000000.0,-1403000000.0,51962000000.0,,37559000000.0,,-583000000.0,2056000000.0,,526000000.0,7952000000.0,7952000000.0,1380000000.0,,2670000000.0,13180000000.0,136000000.0,-2889000000.0,1097000000.0,-3882000000.0,,1099000000.0,,-1532000000.0,2460000000.0,218000000.0,7446000000.0,51962000000.0,3869000000.0,3869000000.0,,1176000000.0,-1116000000.0,,77000000.0,,,,90024000000.0,3689000000.0,,13125000000.0,,51522000000.0,13125000000.0,32747000000.0,5636000000.0,0.0,,280000000.0,,9501470588.0,-5635000000.0,-188000000.0,379000000.0,,,24196000000.0,2460000000.0,51522000000.0,6315000000.0,6315000000.0,11114000000.0,9063000000.0,7235000000.0,2154000000.0,8294000000.0,,7235000000.0,,,2342000000.0,105157000000.0,-23115000000.0,,0.836923,2154000000.0,0.845385,2154000000.0,,51522000000.0,-1510000000.0,90024000000.0,84000000.0,63116000000.0,2154000000.0,630000000.0,,-562000000.0,10008000000.0,2154000000.0,380000000.0,136000000.0,-301000000.0,13180000000.0,1097000000.0,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,,,9371000000.0,2005000000.0,,37552000000.0,,,,613000000.0,,22000000.0,24463000000.0,677000000.0,51593000000.0,,860000000.0,3062000000.0,,,,,,,,,,-799000000.0,9346551724.0,-223000000.0,0.044615,27165000000.0,32335000000.0,,1328000000.0,,,,560000000.0,,,,,6053000000.0,,,1023000000.0,77000000.0,5217000000.0,-7226000000.0,52403000000.0,,,,,,,570000000.0,,,,,,,113000000.0,,417000000.0,,,415000000.0,,,,85000000.0,6324000000.0,,,4302000000.0,,1250000000.0,-828000000.0,0.040769,,,,,,,,14134000000.0,,51593000000.0,,,,,,145000000.0,,,,908000000.0,,,,22458000000.0,2707000000.0,,,6280000000.0,,,,3062000000.0,,,7235000000.0,,,2154000000.0,,,,,,,,10228301887.0,,,90457000000.0,,63292000000.0,,,,1181000000.0,,3062000000.0,300000000.0,,32000000.0,13965000000.0,417000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,8662000000.0,3107000000.0,,37086000000.0,,,,601000000.0,,-4000000.0,26611000000.0,1631000000.0,51477000000.0,,1617000000.0,1781000000.0,,,,,,,,,,-789000000.0,,-1795000000.0,,26101000000.0,31866000000.0,,1476000000.0,,,,1286000000.0,,,,,5284000000.0,,,1131000000.0,80000000.0,5220000000.0,-5670000000.0,51759000000.0,,,,,,,546000000.0,,,,,,,62000000.0,,1008000000.0,,,1009000000.0,,,,129000000.0,5808000000.0,,,4352000000.0,,1594000000.0,-899000000.0,,,,,,,,,14110000000.0,,51477000000.0,,,,,,277000000.0,,,,-1281000000.0,,,,23504000000.0,2870000000.0,,,6242000000.0,,,,1781000000.0,,,9405000000.0,,,3062000000.0,,,,,,,,,,,89348000000.0,,63247000000.0,,,,857000000.0,,1781000000.0,331000000.0,,-83000000.0,14795000000.0,1008000000.0,,,183000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,4448000000.0,5815000000.0,,,,,-3777000000.0,8302000000.0,1895000000.0,,37083000000.0,2819000000.0,2342000000.0,,598000000.0,1286000000.0,-10000000.0,26549000000.0,528000000.0,51747000000.0,,649000000.0,3802000000.0,,-352000000.0,,,2819000000.0,,,,,-944000000.0,9281250000.0,-216000000.0,0.032,26089000000.0,31027000000.0,,1367000000.0,,,,364000000.0,,,,,5582000000.0,,,1086000000.0,79000000.0,6056000000.0,-3052000000.0,52064000000.0,94812000000.0,,3125000000.0,,,770000000.0,517000000.0,,,,,,,78000000.0,,297000000.0,,197000000.0,296000000.0,-3579000000.0,,,83000000.0,5322000000.0,,,5201000000.0,-1580000000.0,1594000000.0,-934000000.0,0.032,,3589000000.0,,-2465000000.0,,,,13706000000.0,2819000000.0,51747000000.0,,,,,1575000000.0,68000000.0,,,,2021000000.0,,,,24654000000.0,3373000000.0,,,6196000000.0,,,,3802000000.0,,10155000000.0,9405000000.0,515000000.0,-17351000000.0,1781000000.0,,,104967000000.0,,,,,9281250000.0,,0.0,89649000000.0,,63560000000.0,,,1460000000.0,1649000000.0,,3802000000.0,285000000.0,,0.0,14595000000.0,297000000.0,,4340000000.0,0.0,3802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
