,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
1175299200,,1819980000.0,,,-77765000.0,,1085236000.0,,,653763000.0,,,1175429000.0,1011970000.0,0.17,,342061000.0,,,,,,,,,,,3799607000.0,23902000.0,,,,,2787637000.0,,,,,,,,,,,1025452000.0,,393302000.0,,,,,2995409000.0,,440995000.0,,,24009000.0,143905000.0,20126000.0,,,,,,23902000.0,,,,720956000.0,-121674000.0,54030000.0,,,,-2153000.0,30830000.0,345025000.0,274375000.0,,,,,368156000.0,-25315000.0,,,,,,,,72360000.0,,,14886000.0,,,130375000.0,386498000.0,41016000.0,,,-7226000.0,,,,,798240000.0,-1334002000.0,,,,0.17,,,466391000.0,,,,,,,,,,,54030000.0,597108000.0,54030000.0,12382000.0,,,,,54497000.0,,,-147678000.0,217576000.0,,,,,786020000.0,,,,,2781615000.0,-112664000.0,,,68356000.0,34899000.0,,,144077000.0,,,86370000.0,,,,,20899000.0,,1447613000.0,,,,,,,254000.0,,10997000.0,-745000.0,,98934000.0,,-18330000.0,,,,,,,,,,,,,,,,
1183161600,,1701277000.0,,,-159632000.0,,1137249000.0,,,676944000.0,,,848202000.0,610558000.0,0.82,,344481000.0,,,,,,,,,,,3431825000.0,118368000.0,,,,,2821267000.0,,,,,,,,,,,973452000.0,,407707000.0,,,,,2549479000.0,,463021000.0,,,13255000.0,143906000.0,22061000.0,,,,,,118368000.0,,,,721126000.0,427083000.0,57644000.0,,,,-23833000.0,28082000.0,325922000.0,313089000.0,,,,,344892000.0,-33259000.0,,,,,,,,54030000.0,,,14888000.0,,,138215000.0,419704000.0,40936000.0,,,-227000.0,,,,,876365000.0,-1152454000.0,,,,0.82,,,87377000.0,,,,,,,,,,,57644000.0,237575000.0,57644000.0,7804000.0,,,,,43317000.0,,,-125227000.0,213765000.0,,,,,788943000.0,,,,,2552931000.0,-112988000.0,,,-376890000.0,-46644000.0,,,144114000.0,,,83773000.0,,,,,18851000.0,,1400477000.0,,,,,,,275000.0,,,-71000.0,,89962000.0,,3614000.0,,,,,,,,,,,,,,,,
1191110400,,1671568000.0,,,-34705000.0,,1150536000.0,,,680292000.0,,,878742000.0,618755000.0,0.09,,342503000.0,,,,,,,,,,,3478536000.0,13439000.0,,,,,2859781000.0,,,,,,,,,,,943581000.0,,415344000.0,,,,,2550310000.0,,422397000.0,,,7670000.0,143902000.0,14110000.0,,,,,,13439000.0,,,,721296000.0,-77695000.0,53258000.0,,,,5412000.0,26697000.0,331962000.0,313195000.0,,,,,369756000.0,-33250000.0,,,,,,,,57644000.0,,,14888000.0,,,142491000.0,394292000.0,23047000.0,,,4284000.0,,,,,922298000.0,-1119194000.0,,,,0.09,,,76481000.0,,,,,,,,,,,53258000.0,296505000.0,53258000.0,11682000.0,,27380000.0,,,28105000.0,,,-94708000.0,187982000.0,,,,,754359000.0,,,,,2542993000.0,-75524000.0,,,32124000.0,40819000.0,,,144112000.0,,,81060000.0,,,,,8991000.0,,1423799000.0,,,,,,,0.0,,,-1224000.0,,79894000.0,,-4386000.0,,,,,,,,,,,,,,,,
1199059200,,1513249000.0,2488985000.0,-144860000.0,2474000.0,530000.0,1170288000.0,-269628000.0,,683440000.0,3195077000.0,-55451000.0,975736000.0,664445000.0,,1170288000.0,368368000.0,-3626000.0,356280000.0,184969000.0,51532000.0,,76137000.0,,3473092000.0,55801000.0,1341096000.0,3473092000.0,52995000.0,,672005000.0,208704000.0,-125063000.0,2808647000.0,,,227429000.0,,202923000.0,144158000.0,1.45,,,,834550000.0,,416354000.0,-4517000.0,,,,2488985000.0,45770000.0,527568000.0,978200000.0,,21326000.0,,52642000.0,189561000.0,,143889000.0,51532000.0,335423000.0,52995000.0,,,,672005000.0,-79462000.0,51532000.0,437882000.0,,664445000.0,-21622000.0,26895000.0,338187000.0,335423000.0,1468013000.0,208704000.0,416354000.0,110670000.0,437882000.0,-33239000.0,,,128461000.0,1513249000.0,975736000.0,,,53258000.0,,416990000.0,14889000.0,834550000.0,,128461000.0,426058000.0,79970000.0,,81110000.0,-457000.0,,51532000.0,,-20828000.0,978200000.0,-1138837000.0,,-280511000.0,,,72360000.0,,55801000.0,,-42196000.0,2808647000.0,2606850000.0,,,,,,1397413000.0,51532000.0,356280000.0,51532000.0,11360000.0,,-18225000.0,,,101510000.0,,,-55451000.0,202923000.0,-380298000.0,,,,865755000.0,148252000.0,9801000.0,1626552000.0,,2606850000.0,-79122000.0,108939000.0,,-4101000.0,81596000.0,,43228000.0,,,,81110000.0,,14889000.0,683440000.0,,27396000.0,,1468013000.0,1.45,,-11550000.0,,,66260000.0,1000.0,,,-2477000.0,1853981000.0,148200000.0,26895000.0,-1726000.0,-1138837000.0,,,,,,,,,,,,,,,
1206921600,,1483216000.0,,,-27695000.0,,1127708000.0,,,694172000.0,,,943365000.0,611564000.0,-0.00233,,340854000.0,,,,,,,,,,,3383620000.0,-335000.0,,,,,2772056000.0,,,,,,,,,,,804378000.0,,408502000.0,,,,,2426581000.0,,407291000.0,,,0.0,143760000.0,265000.0,,,,,,-335000.0,,,,672170000.0,-70252000.0,47023000.0,,,,-20084000.0,31815000.0,340564000.0,252961000.0,,,,,388488000.0,-33288000.0,,,,,,,,51532000.0,,,14889000.0,,,127449000.0,401076000.0,-7323000.0,,,-2151000.0,,,,,949873000.0,-1138837000.0,,,,-0.00233,,,63621000.0,,,,,,,,,,,47023000.0,419537000.0,47023000.0,11785000.0,,35317000.0,,,6215000.0,,,-50688000.0,186533000.0,,,,,747855000.0,,,,,2582526000.0,-62677000.0,,,29950000.0,34982000.0,,,144006000.0,,,84334000.0,,,,,-7692000.0,,1443689000.0,,,,,,,,,,-6000.0,,48146000.0,,-4509000.0,,,,,,,,,,,,,,,,
1214784000,,1485152000.0,,,23737000.0,,1082496000.0,,,694360000.0,,,958617000.0,582379000.0,0.15,,344609000.0,,,,,,,,,,,3358290000.0,21141000.0,,,,,2775911000.0,,,,,,,,,,,806159000.0,,409333000.0,,,,,2443769000.0,,417506000.0,,,0.0,143776000.0,20852000.0,,,,,,21141000.0,,,,672338000.0,-41021000.0,41699000.0,,,,10165000.0,29189000.0,324399000.0,255972000.0,,,,,368877000.0,-33285000.0,,,,,,,,47023000.0,,,14889000.0,,,123950000.0,377251000.0,38316000.0,,,-8000.0,,,,,907250000.0,-1020620000.0,,,,0.15,,,61997000.0,,,,,,,,,,,41699000.0,423048000.0,41699000.0,12104000.0,,43836000.0,,,40255000.0,,,-50284000.0,197736000.0,,,,,741905000.0,,,,,2470918000.0,-41240000.0,,,-29811000.0,64977000.0,,,144037000.0,,,81861000.0,,,,,17251000.0,,1450298000.0,,,,,,,,,,-11000.0,,72897000.0,,-5324000.0,,,,,,,,,,,,,,,,
1222732800,,1468192000.0,,,14123000.0,,975989000.0,,,664274000.0,,,949106000.0,577278000.0,-0.74,,320929000.0,,,,,,,,,,,3221695000.0,-106293000.0,,,,,2644417000.0,,,,,,,,,,,789034000.0,,401747000.0,,,,,2417298000.0,,364796000.0,,,-46000.0,143782000.0,-114904000.0,,,,,,-106293000.0,,,,672508000.0,-30840000.0,45848000.0,,,,-153538000.0,27539000.0,322246000.0,258705000.0,,,,,364637000.0,-33282000.0,,,,,,,,41699000.0,,,14806000.0,,,72963000.0,515240000.0,10820000.0,,,-150000.0,,,,,797072000.0,-918975000.0,,,,-0.74,,,58637000.0,,,,,,,,,,,45848000.0,447399000.0,45848000.0,11658000.0,,150566000.0,,,-150444000.0,,,-56112000.0,160718000.0,,,,,687042000.0,,,,,2273771000.0,-30150000.0,,,-9001000.0,44273000.0,,,143782000.0,,,82284000.0,,,,,-40360000.0,,1354796000.0,,,,,,,,,,-53000.0,,-116563000.0,,4149000.0,,,,,,,,,,,,,,,,
1230681600,,1861415000.0,2894651000.0,-14639000.0,70409000.0,,998699000.0,80574000.0,,661201000.0,2948856000.0,-372095000.0,1033236000.0,624200000.0,,998699000.0,325692000.0,-2784000.0,478969000.0,-71364000.0,56784000.0,,-5726000.0,,3401680000.0,87024000.0,1315120000.0,3401680000.0,27648000.0,,573760000.0,-57839000.0,-108541000.0,2777480000.0,,,-40636000.0,,174858000.0,143777000.0,-0.4,,,,1281009000.0,,334016000.0,-231000.0,,,,2894651000.0,211286000.0,444143000.0,503963000.0,,17761000.0,,27648000.0,144409000.0,,143777000.0,56784000.0,298886000.0,27648000.0,,,,573760000.0,-33398000.0,56784000.0,403830000.0,,624200000.0,-17360000.0,24830000.0,327911000.0,298886000.0,1353619000.0,-57839000.0,334016000.0,247564000.0,403830000.0,-8686000.0,,,51407000.0,1861415000.0,1033236000.0,,,45848000.0,,103773000.0,14889000.0,1281009000.0,,51407000.0,380805000.0,52853000.0,,80523000.0,-475000.0,,56784000.0,,5252000.0,503963000.0,-938430000.0,,-67359000.0,,,51532000.0,,87024000.0,,-180817000.0,2777480000.0,2292049000.0,,,,,,1332084000.0,56784000.0,478969000.0,56784000.0,12684000.0,,-244358000.0,,,63338000.0,,,-372095000.0,174858000.0,-166990000.0,,,,772054000.0,-175511000.0,2065000.0,1674372000.0,,2292049000.0,-32923000.0,-66139000.0,,-58497000.0,103332000.0,,48191000.0,,,,80523000.0,,14889000.0,661201000.0,,25075000.0,,1353619000.0,-0.4,,-18958000.0,,,17715000.0,,,,-161000.0,1633736000.0,99293000.0,24830000.0,10936000.0,-938430000.0,,,,,,,,,,,,,,,
1238457600,,2017905000.0,,,-4225000.0,,924231000.0,,,656722000.0,,,1030353000.0,772470000.0,-0.52,,326820000.0,,,,,,,,,,,3502077000.0,-74468000.0,,,,,2729607000.0,,-575000.0,,,,,,,,36774000.0,241410000.0,114744000.0,187992000.0,,,,,3048258000.0,,318323000.0,,,0.0,143907000.0,-74229000.0,,,,,,-74468000.0,-7253000.0,,,760081000.0,-22217000.0,33584000.0,,,,4403000.0,32083000.0,290699000.0,276451000.0,,,,,306380000.0,0.0,,,,,,,,56784000.0,,,14903000.0,,0.0,49278000.0,379957000.0,-75377000.0,,,0.0,81542000.0,,,,450514000.0,-978947000.0,-474414000.0,,,-0.52,,,348691000.0,,,,,,89950000.0,,,,,33584000.0,514050000.0,33584000.0,18257000.0,,35278000.0,,,-61634000.0,,,-377060000.0,158310000.0,,,,,609022000.0,,,,,2319355000.0,-21642000.0,,,-18999000.0,17417000.0,,,143907000.0,,,0.0,,,,,-1148000.0,,1340408000.0,,,,4688000.0,,,14000.0,,13147000.0,-49000.0,,-20346000.0,,-23799000.0,,,,,,,,,,,,,,,,
1246320000,,2019572000.0,,,17424000.0,,963295000.0,,,654470000.0,,,687213000.0,510658000.0,0.27,,272586000.0,,,,,,,,,,,3210351000.0,39064000.0,,,,,2699693000.0,,-13105000.0,,,,,,,,34424000.0,246267000.0,124203000.0,194071000.0,,,,,2706785000.0,,330341000.0,,,0.0,143981000.0,39124000.0,,,,,,39124000.0,2220000.0,,,761632000.0,-12201000.0,37316000.0,,,,17684000.0,29660000.0,254144000.0,245733000.0,,,,,281124000.0,0.0,,,,,,,,33584000.0,,,14905000.0,,0.0,47257000.0,307010000.0,859000.0,,,18447000.0,77882000.0,,,,500201000.0,-972503000.0,-19527000.0,,,0.27,,,110826000.0,,,,,,24073000.0,,,,,37316000.0,244505000.0,37316000.0,21656000.0,,-53935000.0,,,23331000.0,,,-368672000.0,119093000.0,,,,,584485000.0,,,,,2277429000.0,-17543000.0,,,-19442000.0,34967000.0,,,144626000.0,,,0.0,,,,,-38265000.0,,1304926000.0,,,,2188000.0,,,72000.0,,11794000.0,13000.0,,56939000.0,,3324000.0,,,,,,,,,,,,,,,,
1254268800,,2074828000.0,,,80072000.0,,927671000.0,,,658282000.0,,,562046000.0,445463000.0,-0.25,,252635000.0,,,,,,,,,,,3129325000.0,-35624000.0,,,,,2683862000.0,,12675000.0,,,,,,,,31319000.0,244254000.0,132867000.0,194052000.0,,,,,2636874000.0,,329428000.0,,,0.0,144335000.0,-35735000.0,,,,,,-35624000.0,13048000.0,,,760765000.0,3423000.0,28092000.0,,,,-63414000.0,16612000.0,241193000.0,226831000.0,,,,,272112000.0,0.0,,,,,,,,37316000.0,,,14911000.0,,0.0,45233000.0,283954000.0,-38968000.0,,,-3904000.0,78275000.0,,,,489197000.0,-996022000.0,-95515000.0,,,-0.25,,,76915000.0,,,,,,9012000.0,,,,,28092000.0,149000000.0,28092000.0,21028000.0,,14259000.0,,,45474000.0,,,-348502000.0,107895000.0,,,,,570621000.0,,,,,2272704000.0,-5348000.0,,,-98390000.0,85420000.0,,,144335000.0,,,0.0,,,,,-3233000.0,,1276682000.0,,,,2301000.0,,,225000.0,,1394000.0,-3000.0,,13379000.0,,-9547000.0,,,,,,,,,,,,,,,,
1262217600,,1980814000.0,2481314000.0,8633000.0,112439000.0,443000.0,1018590000.0,205710000.0,,652196000.0,2440439000.0,-323764000.0,500500000.0,500573000.0,,1018590000.0,332448000.0,-11500000.0,0.0,3775000.0,36520000.0,,2206000.0,77504000.0,3088557000.0,60815000.0,1021230000.0,3088557000.0,90919000.0,,762465000.0,19891000.0,0.0,2587984000.0,,-333000.0,132639000.0,,119228000.0,146367000.0,0.14,,,31258000.0,244966000.0,131357000.0,192817000.0,-489000.0,131357000.0,,,2481314000.0,9250000.0,441117000.0,604042000.0,,210502000.0,,72409000.0,133775000.0,,144188000.0,36520000.0,303727000.0,90919000.0,309000.0,,,762465000.0,39068000.0,36520000.0,342075000.0,,500573000.0,-3847000.0,16303000.0,235194000.0,303727000.0,1250021000.0,19891000.0,192817000.0,256766000.0,342075000.0,0.0,,,43467000.0,1980814000.0,500500000.0,,,28092000.0,-738471000.0,219172000.0,14915000.0,244966000.0,0.0,43467000.0,299138000.0,117261000.0,,0.0,-26043000.0,77504000.0,36520000.0,,-21325000.0,604042000.0,-1006670000.0,-149015000.0,-286164000.0,,,56784000.0,,60815000.0,,39294000.0,2587984000.0,2256691000.0,,-70218000.0,,,,1152874000.0,36520000.0,0.0,36520000.0,-61795900.0,,13031000.0,,,141979000.0,0.0,,-323764000.0,119228000.0,-51056000.0,,,,676311000.0,8073000.0,8324000.0,1286570000.0,,2256691000.0,-6523000.0,1569000.0,-1338000.0,-149333000.0,118962000.0,,81701000.0,,,,0.0,,14915000.0,652196000.0,11250000.0,44852000.0,,1250021000.0,0.14,52817000.0,44431000.0,2073000.0,,210502000.0,132000.0,,-17085000.0,-450000.0,1419209000.0,86723100.0,16303000.0,8697000.0,-1006670000.0,,,,,,,,,,,,,,,
1269993600,,1967246000.0,,,61628000.0,,1031383000.0,,,646095000.0,,,435059000.0,482723000.0,0.08,,263971000.0,,,,,,,,,,,3029723000.0,12793000.0,,,,,2547000000.0,,-560000.0,,,,,,,,30389000.0,235609000.0,137767000.0,186290000.0,,,,,2402305000.0,,347018000.0,,,0.0,145195000.0,14158000.0,,,,,,12793000.0,-2803000.0,,,764184000.0,-5291000.0,100143000.0,,,,9111000.0,19106000.0,240849000.0,242375000.0,,,,,265995000.0,,,,,,,,,36520000.0,,,15004000.0,,,41449000.0,294360000.0,41185000.0,,,2265000.0,80329000.0,,,,622852000.0,-1031104000.0,-10000.0,,,0.09,,,52619000.0,,,,,,76080000.0,,,,,100143000.0,,100143000.0,20584000.0,,31789000.0,,,52658000.0,,,-326798000.0,112355000.0,,,,,587867000.0,,,,,2257040000.0,-6996000.0,,,711000.0,68624000.0,,,153924000.0,,,0.0,,,,,27027000.0,,1225936000.0,,,,2463000.0,,,721000.0,,-394000.0,0.0,,92158000.0,,64044000.0,,,,,,,,,,,,,,,,
1277856000,,1890902000.0,,,-13465000.0,,1063416000.0,,,639919000.0,,,444463000.0,481125000.0,0.21,,261633000.0,,,,,,,,,,,2991735000.0,32033000.0,,,,,2510610000.0,,,,,,,,,,30327000.0,247743000.0,139638000.0,195600000.0,,,,,2335365000.0,,352785000.0,,,0.0,145601000.0,31582000.0,,,,,,32033000.0,967000.0,,,765917000.0,10882000.0,102431000.0,,,,16806000.0,18139000.0,236802000.0,270294000.0,,,,,258282000.0,,,,,,,,,100143000.0,,,15004000.0,,,39432000.0,291960000.0,57017000.0,,,2000000.0,75658000.0,,,,652018000.0,-1055198000.0,-11000.0,,,0.22,,,57413000.0,,,,,,7713000.0,,,,,102431000.0,,102431000.0,20989000.0,,33425000.0,,,60825000.0,,,-331275000.0,98511000.0,,,,,589587000.0,,,,,2259224000.0,-5433000.0,,,-11000.0,-8032000.0,,,152962000.0,,,0.0,,,,,25435000.0,,1204026000.0,,,,1642000.0,,,0.0,,1533000.0,0.0,,91152000.0,,2839000.0,,,,,,,,,,,,,,,,
1285804800,,1897862000.0,,,24161000.0,,1059155000.0,,,646707000.0,,,456450000.0,534790000.0,-0.03,,255440000.0,,,,,,,,,,,3016507000.0,-4261000.0,,,,,2481717000.0,,,,,,,,,,30100000.0,252737000.0,142146000.0,197706000.0,,,,,2354312000.0,,316949000.0,,,0.0,145803000.0,-4134000.0,,,,,,-4261000.0,-3651000.0,,,774445000.0,-5526000.0,128641000.0,,,,-16934000.0,21790000.0,237384000.0,270650000.0,,,,,270687000.0,,,,,,,,,102431000.0,,,15004000.0,,,37416000.0,285540000.0,-6152000.0,,,2500000.0,74650000.0,,,,657940000.0,-1029577000.0,-425000.0,,,-0.03,,,68812000.0,,,,,-150000.0,-12405000.0,,,,,128641000.0,,128641000.0,18830000.0,,-17587000.0,,,31409000.0,,,-325372000.0,111150000.0,,,,,554333000.0,,,,,2199314000.0,-7876000.0,,,-425000.0,32037000.0,,,145803000.0,,,0.0,,,,,-2018000.0,,1169737000.0,,,,1730000.0,,,0.0,,6105000.0,0.0,,61509000.0,,26086000.0,,,,,,,,,,,,,,,,
1293753600,,2117288000.0,2621665000.0,14684000.0,47438000.0,1010000.0,1126294000.0,119762000.0,,644464000.0,2393463000.0,-387071000.0,504377000.0,857232000.0,,1126294000.0,279423000.0,11500000.0,,177221000.0,369668000.0,,68516000.0,72896000.0,3285741000.0,70338000.0,961778000.0,3285741000.0,67139000.0,,996405000.0,107704000.0,0.0,2428509000.0,,,250268000.0,,113968000.0,152600000.0,0.71,,,30134000.0,217475000.0,134641000.0,201502000.0,0.0,134641000.0,9254000.0,,2621665000.0,5595000.0,414933000.0,659927000.0,,0.0,,67099000.0,120950000.0,,145636000.0,369668000.0,317513000.0,67139000.0,5658000.0,,,996405000.0,-40585000.0,369668000.0,302245000.0,,857232000.0,25234000.0,16132000.0,246743000.0,317513000.0,1156786000.0,107704000.0,201502000.0,153327000.0,302245000.0,,29974000.0,,35415000.0,2117288000.0,504377000.0,,,128641000.0,-592000.0,383233000.0,15012000.0,217475000.0,,35415000.0,309557000.0,85171000.0,,0.0,4735000.0,72896000.0,399642000.0,,333473000.0,659927000.0,-1048956000.0,-146000.0,220666000.0,,,36520000.0,,70338000.0,,12015000.0,2428509000.0,2205742000.0,-4351000.0,-31558000.0,,,,1054199000.0,399642000.0,,369668000.0,28240000.0,,-32943000.0,,,105376000.0,0.0,,-387071000.0,113968000.0,-33565000.0,,,,661676000.0,-40520000.0,171000.0,1181417000.0,,2205742000.0,-13260000.0,108705000.0,-29974000.0,220391000.0,60698000.0,,85062000.0,,,,0.0,,15012000.0,644464000.0,7029000.0,18072000.0,,1156786000.0,0.74,39830000.0,61271000.0,1194000.0,,0.0,289000.0,29974000.0,-1649000.0,0.0,1431685000.0,143545000.0,16132000.0,240504000.0,-1048956000.0,,,,,,,,,,,,,,,
1301529600,,2055592000.0,,,-58006000.0,,1131713000.0,,,647595000.0,,,426209000.0,768247000.0,0.04,,263305000.0,,,,,,,,,,,3171438000.0,5419000.0,,,,,2403191000.0,,-169760000.0,,,,,,,,28648000.0,205969000.0,130472000.0,202548000.0,,,,,2481801000.0,,323027000.0,,,0.0,146777000.0,5226000.0,,,,,,5419000.0,-4451000.0,,,,-172420000.0,152537000.0,,,,149000.0,20583000.0,243477000.0,240149000.0,,,,,266437000.0,,,,,,,,,369668000.0,,,15079000.0,,,33278000.0,291953000.0,6632000.0,,,5595000.0,76264000.0,,,,685681000.0,-1075143000.0,-147000.0,,,0.04,,,60081000.0,,,,,,35808000.0,,,,,352271000.0,,152537000.0,25055000.0,,-39590000.0,,,31074000.0,,,-379588000.0,109796000.0,,,,,566504000.0,,,,,2213692000.0,-12852000.0,,,71000.0,-45154000.0,,,153760000.0,,,0.0,,,,,1406000.0,,1138549000.0,,,,7004000.0,,,218000.0,199734000.0,6757000.0,,,59722000.0,,-217503000.0,,,,,,,,,,,,,,,,
1309392000,,1820344000.0,,,79718000.0,,1011995000.0,,,496105000.0,,,663179000.0,823718000.0,-0.81,,258688000.0,,,,,,,,,,,3056902000.0,-119718000.0,,,,,2233184000.0,,-89964000.0,,,,,,,,29547000.0,203065000.0,133336000.0,185607000.0,,,,,2483523000.0,,339704000.0,,,0.0,147176000.0,-119823000.0,,,,,,-119718000.0,5150000.0,,,,-64348000.0,178451000.0,,,,-162755000.0,15433000.0,236998000.0,163259000.0,,,,,258620000.0,,,,,,,,,152537000.0,,,15079000.0,,,23944000.0,288235000.0,-136438000.0,,,-28748000.0,75542000.0,,,,569528000.0,-1099123000.0,-147000.0,,,-0.81,,,48974000.0,,,,,,7817000.0,,,,,403188000.0,229724000.0,178451000.0,25300000.0,,18308000.0,,,51469000.0,,,-376888000.0,97519000.0,,,,,576702000.0,,,,,2218300000.0,-10597000.0,,,-147000.0,90315000.0,,,147176000.0,,,0.0,,,,,-16615000.0,,1119177000.0,,,,-192000.0,,,0.0,224737000.0,-434000.0,,,81016000.0,,25820000.0,,,,,,,,,,,,,,,,
