,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,annualBasicAverageShares,annualCurrentDebt,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherShortTermInvestments,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,quarterlyBasicEPS,annualCurrentLiabilities,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInInventory,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualBasicEPS,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1017532800,10351000.0,0.0,132586000.0,34003000.0,44784000.0,37267000.0,,34003000.0,330138000.0,257923000.0,,257923000.0,141484000.0,106841000.0,,17235000.0,,,0.405,,,1288891000.0,0.0,,82904000.0,,14763000.0,20289000.0,,4473000.0,-9714000.0,-3906000.0,41524000.0,5710000.0,58172000.0,34525000.0,23226000.0,,643000.0,,7633000.0,,,1750000.0,5710000.0,1939000.0,58172000.0,,,116439000.0,58172000.0,-5919000.0,,,4473000.0,5991000.0,,,-3000.0,0.0,2219000.0,21146000.0,37267000.0,4473000.0,,3415000.0,141484000.0,,,,35961000.0,7633000.0,132586000.0,,,14763000.0,,2161000.0,58172000.0,42584000.0,-785000.0,-3257000.0,1748000.0,,133851000.0,213139000.0,22228000.0,,3415000.0,5618000.0,,,116439000.0,17235000.0,7970000.0,,,0.0,683000.0,19195000.0,,,58172000.0,,,,,38977000.0,,1748000.0,,54885000.0,0.0,82904000.0,,,44784000.0,1659000.0,56179000.0,,12056000.0,58172000.0,128000.0,,-458000.0,351284000.0,,,,,,0.0,2790000.0,,,6326000.0,6383000.0,,,-7052000.0,,,,,-6438000.0,-2897000.0,-1436000.0,0.415,17235000.0,55885000.0,1365065000.0,0.0,1993000.0,128000.0,10809000.0,-2163000.0,,133851000.0,,12056000.0,,,,,,,213139000.0,,2219000.0,2014000.0,-1421000.0,5618000.0,6487000.0,-6438000.0,106841000.0,-1978000.0,7026000.0,,76174000.0,,,7970000.0,13637000.0,406000.0,,,,,,,,,,,,,
1025395200,-7299000.0,,165659000.0,,44399000.0,37411000.0,,,438803000.0,,,284185000.0,,,,,,,,,,,,,,,14237000.0,,,4406000.0,,,,,,,,,669000.0,,6396000.0,,,,3953000.0,,,,,,47697000.0,-430000.0,,,4406000.0,,,,-696000.0,0.0,5455000.0,20106000.0,,4406000.0,,3275000.0,163357000.0,,,,,,,,,14237000.0,,,,,-778000.0,,,0.105,,,,,,,,41488000.0,120828000.0,,,,,0.0,-3236000.0,,,,47697000.0,,,,,,,35659000.0,,,0.0,102972000.0,,,,,58172000.0,,,47697000.0,128000.0,,-430000.0,458909000.0,,,0.1025,,,,,,,-12515000.0,5869000.0,,,,43176000.0,,,,-6438000.0,-3176000.0,,,,,,142000.0,-10475000.0,,-6869000.0,,,156961000.0,,11903000.0,,,,,,,239786000.0,,,1152000.0,-119000.0,5465000.0,5558000.0,,110466000.0,,6538000.0,,,,,12625000.0,,432000.0,,,,,,,,,,,,,
1033344000,3940000.0,,168905000.0,34003000.0,45407000.0,43786000.0,,,490467000.0,,,298798000.0,,,,,,,,,,,,,,,14537000.0,,,747000.0,,,,,,,,,747000.0,,8685000.0,,,,2453000.0,,,,,,55333000.0,-567000.0,,,747000.0,,,,-12378000.0,5000000.0,6843000.0,20134000.0,,747000.0,,4489000.0,176621000.0,,,,,,,,,12960000.0,,,,,-783000.0,,,0.0175,,,,,,,,41872000.0,122177000.0,,,,,0.0,-1388000.0,,,,55333000.0,,,,,,,1564000.0,,,0.0,110562000.0,,-1961000.0,,,47697000.0,,,55333000.0,128000.0,,-567000.0,510601000.0,,,0.0175,,,,,,,-1029000.0,7174000.0,,,,43504000.0,,,,-6438000.0,3696000.0,,,,,,44000.0,7636000.0,,4507000.0,,,167936000.0,,11789000.0,,,,,,,253391000.0,,,-1179000.0,1526000.0,5351000.0,-432000.0,,110420000.0,,7921000.0,,,,,11135000.0,,1053000.0,,,,,,,,,,,,,
1049068800,-21818000.0,,182913000.0,,50336000.0,53339000.0,,,630689000.0,,,320839000.0,,,,,,,,,,,,,,,20393000.0,,,5268000.0,,,,,,,,,878000.0,,19933000.0,,,,2439000.0,,,,,,49800000.0,-994000.0,,,5268000.0,,,,-395000.0,0.0,14350000.0,27311000.0,,5268000.0,,7620000.0,188322000.0,,,,,,,,,20393000.0,,,,,-797000.0,,,0.125,,,,,,,,42336000.0,132517000.0,,,,,0.0,-9206000.0,,,,49800000.0,,,,,,,35383000.0,,,0.0,96211000.0,,-1821000.0,,,57776000.0,,,49800000.0,128000.0,,-994000.0,658000000.0,,,0.12,,,,,,,-29611000.0,6918000.0,,,,44136000.0,,,,-8026000.0,13842000.0,,,,,,,-7976000.0,,-20824000.0,,,168389000.0,,15359000.0,,,,,,,270503000.0,,,1397000.0,-37000.0,7333000.0,6665000.0,,118798000.0,,7796000.0,,,,,16400000.0,,166000.0,,,,,,,,,,,,,
1056931200,30278000.0,,145901000.0,,52663000.0,51502000.0,,,620436000.0,,,300637000.0,,,,,,,,,,,,,,,19701000.0,,,5443000.0,,,,,,,,,1361000.0,,8861000.0,,,,1493000.0,,,,,,67576000.0,-1361000.0,,,5443000.0,,,,370000.0,0.0,13264000.0,25482000.0,,5443000.0,,9912000.0,162822000.0,,,,,,,,,19701000.0,,,,,-803000.0,,,0.1275,,,,,,,,42400000.0,137815000.0,,,,,0.0,1086000.0,,,,67576000.0,,,,,,,35291000.0,,,0.0,80991000.0,,-2517000.0,,,49800000.0,,,67576000.0,128000.0,,-1361000.0,645918000.0,,,0.1225,,,,,,,24841000.0,5781000.0,,,,44472000.0,,,,-8026000.0,-12502000.0,,,,,,,17776000.0,,31639000.0,,,153961000.0,,15486000.0,,,,,,,247974000.0,,,820000.0,-1828000.0,7460000.0,6263000.0,,123435000.0,,7142000.0,,,,,19975000.0,,301000.0,,,,,,,,,,,,,
1064880000,-1404000.0,,167552000.0,,49153000.0,50634000.0,,,627766000.0,,,326258000.0,,,,,,,,,,,,,,,17371000.0,,,5534000.0,,,,,,,,,799000.0,,8872000.0,,,,1546000.0,,,,,,65520000.0,-280000.0,,,5534000.0,,,,-111000.0,0.0,16573000.0,24535000.0,,5534000.0,,6922000.0,183135000.0,,,,,,,,,17371000.0,,,,,-793000.0,,,0.13,,,,,,,,42524000.0,143123000.0,,,,,0.0,-3309000.0,,,,65520000.0,,,,,,,35199000.0,,,0.0,100342000.0,,-2987000.0,,,67576000.0,,,65520000.0,128000.0,,-280000.0,652301000.0,,,0.1225,,,,,,,-9617000.0,7164000.0,,,,44816000.0,,,,-8026000.0,-652000.0,,,,,,,-2056000.0,,-1124000.0,,,174263000.0,,15058000.0,,,,,,,277105000.0,,,1713000.0,589000.0,7032000.0,7247000.0,,128162000.0,,7963000.0,,,,,21741000.0,,141000.0,,,,,,,,,,,,,
1072828800,16407000.0,0.0,192119000.0,34003000.0,46657000.0,19534000.0,,34003000.0,682191000.0,357678000.0,,357678000.0,209299000.0,132976000.0,,21874000.0,,,0.49,,,2561082000.0,0.0,,172885000.0,,-18708000.0,174426000.0,,5629000.0,-3267000.0,-3182000.0,42468000.0,1600000.0,76256000.0,23463000.0,27618000.0,4423000.0,792000.0,,4537000.0,,4537000.0,925000.0,1600000.0,3830000.0,76256000.0,,,148379000.0,76256000.0,-632000.0,,,5629000.0,5744000.0,,,251000.0,118000.0,22940000.0,23380000.0,19534000.0,5629000.0,,4587000.0,209299000.0,,,6320000.0,26730000.0,4537000.0,192119000.0,,19250000.0,-131183000.0,,,76256000.0,44676000.0,-789000.0,,1104000.0,,204762000.0,311021000.0,31758000.0,,4587000.0,6963000.0,,,148379000.0,21874000.0,0.0,4537000.0,,0.0,-6367000.0,18480000.0,-2527000.0,,76256000.0,,,,,57776000.0,,1104000.0,,38757000.0,0.0,172885000.0,,,46657000.0,115000.0,65520000.0,,16628000.0,76256000.0,128000.0,,-632000.0,705571000.0,,,,,,0.0,-17796000.0,,,5165000.0,154563000.0,,,-4983000.0,,6320000.0,,,-9665000.0,-5671000.0,-3267000.0,0.515,21874000.0,-73718000.0,2661790000.0,,10736000.0,128000.0,17039000.0,3175000.0,,204762000.0,310000.0,16628000.0,,,,,4423000.0,,311021000.0,,22940000.0,1814000.0,4451000.0,6963000.0,7443000.0,-9665000.0,132976000.0,,8857000.0,,100708000.0,,,0.0,-9222000.0,,,,,,,,,,,,,,
1080691200,492000.0,,245600000.0,,46202000.0,15625000.0,,,884866000.0,,,440304000.0,,,,,,,,,,,,,,,19221000.0,,,5954000.0,,,,,,,,,792000.0,,4629000.0,,,,1502000.0,,,,,,76013000.0,-366000.0,,,5954000.0,,,,91000.0,0.0,32072000.0,26931000.0,,5954000.0,,1701000.0,282917000.0,,,,,,,,,19221000.0,,,,,-828000.0,,,0.1375,,,,,,,,43220000.0,157387000.0,,,,,0.0,-9132000.0,,,,76013000.0,,,,,,,37872000.0,,,0.0,238841000.0,,-2474000.0,,,76256000.0,,,76013000.0,128000.0,,-366000.0,911797000.0,,,0.13,,,,,,,-6766000.0,7710000.0,,,,45940000.0,,,,-9665000.0,-735000.0,,,,,,,-243000.0,,858000.0,,,278288000.0,,16294000.0,,,,,,,394102000.0,,,1822000.0,-241000.0,6629000.0,7885000.0,,138106000.0,,8502000.0,,,,,22320000.0,,1693000.0,,,,,,,,,,,,,
1088553600,-41710000.0,,367526000.0,,65021000.0,23481000.0,,,1345924000.0,,,563180000.0,,,,,,,,,,,,,,,21654000.0,,,6866000.0,,,,,,,,,1050000.0,,54694000.0,,,,1535000.0,,,283000.0,,,65328000.0,11199000.0,,,6866000.0,,,,-1170000.0,0.0,38007000.0,31454000.0,,6866000.0,,5917000.0,391383000.0,,,,,,,,,21654000.0,,,,,-824000.0,,,0.155,,,,,,,,44224000.0,171797000.0,,,,,12077000.0,4238000.0,,,,65328000.0,,,,,,,52140000.0,,,0.0,283273000.0,,-4081000.0,,,76013000.0,,,65328000.0,128000.0,,-878000.0,1377378000.0,,,0.145,,,,,,,-48725000.0,9800000.0,,,,47004000.0,,,,-9665000.0,18948000.0,,,,,,,-10685000.0,,-40832000.0,,,336689000.0,,16629000.0,,,,,,,498159000.0,,,1481000.0,-2151000.0,6964000.0,8347000.0,,144129000.0,,10850000.0,,,,,28400000.0,,4632000.0,,,,,,,,,,,,,
1096502400,8056000.0,,434839000.0,,66014000.0,36731000.0,,,1547339000.0,,,656920000.0,,,,,,,,,,,,,,,23435000.0,,,6967000.0,,,,,,,,,939000.0,,39569000.0,,,,1567000.0,,,210000.0,,,57526000.0,-891000.0,,,6967000.0,,,,122000.0,0.0,60549000.0,32032000.0,,6967000.0,,6958000.0,478525000.0,,,,,,,,,23435000.0,,,,,-843000.0,,,0.155,,,,,,,,44680000.0,178395000.0,,,,,-12077000.0,-22542000.0,,,,57526000.0,,,,,,,51778000.0,,,0.0,365575000.0,,-4703000.0,,,65328000.0,,,57526000.0,128000.0,,-891000.0,1579371000.0,,,0.1475,,,,,,,804000.0,8597000.0,,,,47264000.0,,,,-9665000.0,-15858000.0,,,,,,,-7802000.0,,8947000.0,,,438956000.0,,16943000.0,,,,,,,590906000.0,,,1542000.0,-839000.0,7278000.0,8509000.0,,150241000.0,,9536000.0,,,,,35083000.0,,-15000.0,,,,,,,,,,,,,
1104451200,1979000.0,3587000.0,490780000.0,,64103000.0,38151000.0,,,1746288000.0,712171000.0,,712171000.0,523668000.0,159496000.0,,28559000.0,50467000.0,-4369000.0,0.61,,,5524417000.0,0.0,,385243000.0,,28670000.0,36976000.0,50467000.0,8772000.0,1189000.0,-3350000.0,44208000.0,1100000.0,64178000.0,-31183000.0,35528000.0,,815000.0,,56683000.0,,6216000.0,362000.0,1100000.0,3596000.0,64178000.0,1226000.0,,188503000.0,64178000.0,-8753000.0,,,8772000.0,6969000.0,,,269000.0,0.0,40901000.0,39539000.0,38151000.0,8772000.0,,7178000.0,523668000.0,,,,-28785000.0,56683000.0,490780000.0,,,28670000.0,,6315000.0,64178000.0,46908000.0,-855000.0,,49833000.0,,466985000.0,648068000.0,40572000.0,,7178000.0,7092000.0,,,188503000.0,28559000.0,42491000.0,6216000.0,,3587000.0,9143000.0,-12078000.0,,,64178000.0,,,,,76256000.0,,49833000.0,,92980000.0,0.0,385243000.0,,-4369000.0,64103000.0,-797000.0,57526000.0,,19214000.0,64178000.0,255000.0,,-263000.0,1785827000.0,,,,,,0.0,-18293000.0,,,-15456000.0,10869000.0,,,15518000.0,,,,,-12122000.0,13163000.0,-2398000.0,0.645,28559000.0,92980000.0,5654373000.0,,6652000.0,255000.0,2242000.0,661000.0,,466985000.0,1635000.0,19214000.0,,,,,,,648068000.0,,40901000.0,2124000.0,3892000.0,7092000.0,10896000.0,-12122000.0,159496000.0,,11684000.0,,129956000.0,,,42491000.0,-70143000.0,5000.0,,,,,,,,,,,,,
1112227200,-48023000.0,,541178000.0,,65929000.0,13203000.0,,,1739075000.0,,,782203000.0,,,,,90000000.0,,,,,,,,,,27108000.0,,,7382000.0,,,,,,,,,831000.0,,97651000.0,,7651000.0,,475000.0,,,,,,54346000.0,-440000.0,,,7382000.0,,,,-145000.0,0.0,41209000.0,35511000.0,,7382000.0,,9222000.0,586662000.0,,,,,,,,,27108000.0,,,,,-855000.0,,,0.165,,,,,,,,44820000.0,195541000.0,,,,,0.0,-308000.0,,,,54346000.0,,,,,,,49805000.0,,,0.0,398591000.0,,-5733000.0,,,64178000.0,,,54346000.0,255000.0,,-440000.0,1774586000.0,,,0.155,,,,,,,-59025000.0,8403000.0,,,,47882000.0,,,,-12122000.0,38191000.0,,,,,,,-9832000.0,,-47583000.0,,,489011000.0,,19024000.0,,,,,,,716274000.0,,,944000.0,-2239000.0,6902000.0,8326000.0,,166019000.0,,9234000.0,,,,,76742000.0,,146000.0,,,,,,,,,,,,,
1120089600,88032000.0,,582645000.0,,67685000.0,19742000.0,,,2076687000.0,,,850218000.0,,,,,42000000.0,,,,,,,,,,29089000.0,,,9565000.0,,,,,,,,,856000.0,,46194000.0,,4194000.0,,483000.0,,,562000.0,,,93831000.0,-1765000.0,,,9565000.0,,,,331000.0,0.0,37574000.0,41062000.0,,9565000.0,,10099000.0,643730000.0,,,,,,,,,29089000.0,,,,,-859000.0,,,0.215,,,,,,,,44896000.0,206488000.0,,,,,0.0,3635000.0,,,,93831000.0,,,,,,,49413000.0,,,0.0,498923000.0,,-7284000.0,,,54346000.0,,,93831000.0,255000.0,,-1765000.0,2117749000.0,,,0.2,,,,,,,74656000.0,11973000.0,,,,47954000.0,,,,-12122000.0,-48547000.0,,,,,,,39485000.0,,89797000.0,,,597536000.0,,20295000.0,,,,,,,782533000.0,,,2207000.0,-555000.0,8173000.0,12138000.0,,174724000.0,,12829000.0,,,,,78388000.0,,312000.0,,,,,,,,,,,,,
1128038400,-28035000.0,,683101000.0,,68951000.0,26369000.0,,,2261120000.0,,,1122081000.0,,,,,20000000.0,,,,,,,,,,30295000.0,,,10692000.0,,,,,,,,,1157000.0,,24245000.0,,4245000.0,,492000.0,,,1344000.0,,,165677000.0,-1465000.0,,,10692000.0,,,,-87000.0,0.0,50419000.0,46237000.0,,10692000.0,,10711000.0,779846000.0,,,,,,,,,30295000.0,,,,,-857000.0,,,0.235,,,,,,,,45932000.0,342235000.0,,,,,0.0,-8338000.0,,,,165677000.0,,,,,,,49051000.0,,,0.0,604127000.0,,-6424000.0,,,93831000.0,,,165677000.0,274000.0,,-1465000.0,2307357000.0,,,0.22,,,,,,,-38140000.0,15942000.0,,,,48872000.0,,,,-12122000.0,99881000.0,,,,,,,71846000.0,,-26570000.0,,,755601000.0,,21311000.0,,,,,,,1053130000.0,,,4438000.0,-1530000.0,9189000.0,15147000.0,,184553000.0,,17099000.0,,,,,124613000.0,,122738000.0,,,,,,,,,,,,,
1135987200,-20615000.0,0.0,688129000.0,,65691000.0,76979000.0,,,2478401000.0,1014001000.0,,1014001000.0,660654000.0,195494000.0,,39609000.0,20006000.0,-5774000.0,0.785,-20000000.0,,8555283000.0,0.0,,534064000.0,,36115000.0,56620000.0,20006000.0,11970000.0,-14615000.0,-3440000.0,47400000.0,737000.0,133284000.0,-8641000.0,55828000.0,,982000.0,,25098000.0,,5092000.0,740000.0,737000.0,3826000.0,133284000.0,548000.0,,353347000.0,133284000.0,-10945000.0,,10000000.0,11970000.0,15475000.0,,,-333000.0,-1008000.0,35802000.0,55854000.0,76979000.0,11970000.0,,5951000.0,660654000.0,,,,-4026000.0,25098000.0,688129000.0,,,36115000.0,10000000.0,123295000.0,143284000.0,50428000.0,-869000.0,,48161000.0,,635556000.0,948310000.0,60446000.0,,5951000.0,11579000.0,,,353347000.0,39609000.0,23776000.0,5092000.0,,-10000000.0,9953000.0,69106000.0,,,133284000.0,,,,,64178000.0,,48161000.0,,122044000.0,0.0,534064000.0,,-5774000.0,65691000.0,-147000.0,165677000.0,,25729000.0,143284000.0,274000.0,,-945000.0,2534255000.0,,,,,,-1008000.0,4942000.0,,,-37999000.0,19739000.0,,,87747000.0,,,,,-14150000.0,-1778000.0,-4615000.0,0.835,39609000.0,122044000.0,8733947000.0,,-32393000.0,274000.0,-19670000.0,-1446000.0,,635556000.0,3430000.0,25729000.0,,,,,,,948310000.0,,35802000.0,7886000.0,2878000.0,11579000.0,20130000.0,-14150000.0,195494000.0,,20721000.0,,178664000.0,,,23776000.0,-60508000.0,99000.0,10000000.0,,,,,,,,,,,,
1143763200,20863000.0,,758513000.0,44275000.0,72463000.0,36562000.0,,,2484261000.0,,,1139809000.0,,,,,20057000.0,,,,,,,,,,29792000.0,,,14978000.0,,,,,,,,,1004000.0,,25108000.0,,5051000.0,,5000.0,,,604000.0,,,149677000.0,-4662000.0,,,14978000.0,,,,-952000.0,-810000.0,44145000.0,49745000.0,,14978000.0,,8087000.0,771085000.0,,,,,,,,,29792000.0,,,,,-1027000.0,,,0.28,,,,,,,,53926000.0,368724000.0,,,,,0.0,-7944000.0,,,,149677000.0,,,,,,,6176000.0,,,0.0,617140000.0,,231000.0,,,133284000.0,,,159677000.0,275000.0,,-2062000.0,2534006000.0,,,0.26,,,,,,,3247000.0,19953000.0,,,,57284000.0,,,,-14150000.0,-1870000.0,,,,,,193000.0,16393000.0,,22925000.0,,,745977000.0,,28075000.0,,,,,,,1067346000.0,,,5116000.0,2487000.0,13925000.0,19925000.0,,209446000.0,,20957000.0,,,,,92270000.0,,467000.0,10000000.0,,,,,,,,,,,,
1151625600,-3682000.0,,776359000.0,44321000.0,74044000.0,36280000.0,,,2805410000.0,,,1162536000.0,,,,,20042000.0,,,,,,,,,,32861000.0,,,14503000.0,,,,,,,,,1099000.0,,25712000.0,,5670000.0,,5000.0,,,400000.0,,,159154000.0,1970000.0,,,14503000.0,,,,-1244000.0,43000.0,55022000.0,51442000.0,,14503000.0,,5155000.0,774439000.0,,,,,,,,,32861000.0,,,,,-1041000.0,,,0.265,,,,,,,,54230000.0,388097000.0,,,,,9954000.0,-10518000.0,,,,159154000.0,,,,,,,5769000.0,,,0.0,639578000.0,,282000.0,,,149677000.0,,,159154000.0,283000.0,,-7984000.0,2856852000.0,,,0.25,,,,,,,-14766000.0,18581000.0,,,,57746000.0,,,,-14150000.0,3205000.0,,,,,,4990000.0,9477000.0,,4302000.0,,,748727000.0,,32949000.0,,,,,,,1088492000.0,,,3287000.0,133000.0,18799000.0,17869000.0,,222907000.0,,19680000.0,,,,,72864000.0,,4203000.0,,,,,,,,,,,,,
1159574400,-17821000.0,,829069000.0,44321000.0,76928000.0,94331000.0,,,2720384000.0,,,1185306000.0,,,,,20054000.0,,,,,,,,,,34341000.0,,,17199000.0,,,,,,,,,1332000.0,,25407000.0,,5353000.0,,5000.0,,,598000.0,,,130198000.0,-15287000.0,,,17199000.0,,,,798000.0,313000.0,65979000.0,55161000.0,,17199000.0,,3869000.0,779043000.0,,,,,,,,,34341000.0,,,,,-1026000.0,,,0.31,,,,,,,,55554000.0,406263000.0,,,,,-10000000.0,-10246000.0,,,,130198000.0,,,0.0,,,,5365000.0,,,0.0,659300000.0,,178000.0,,,159154000.0,,,140198000.0,284000.0,,-5287000.0,2775545000.0,,,0.295,,,,,,,-32258000.0,20820000.0,,,,58020000.0,,,,-14150000.0,-1135000.0,,,,,,-140000.0,-28956000.0,,-12534000.0,,,753636000.0,,37523000.0,,,,,,,1108378000.0,,,5252000.0,753000.0,23373000.0,22491000.0,,239048000.0,,22152000.0,,,,,0.0,,628000.0,10000000.0,,,,,,,,,,,,
1167523200,48493000.0,0.0,860084000.0,44321000.0,81309000.0,82562000.0,,44321000.0,2561012000.0,1277400000.0,,1277400000.0,851431000.0,255245000.0,,63948000.0,20062000.0,164000.0,1.105,-78100000.0,,10571067000.0,0.0,,720790000.0,,38884000.0,76646000.0,20062000.0,17269000.0,-25177000.0,-4160000.0,54934000.0,10000.0,176495000.0,47853000.0,81399000.0,,1431000.0,,24670000.0,,4608000.0,10849000.0,10000.0,4866000.0,176495000.0,634000.0,-68100000.0,425969000.0,176495000.0,-7198000.0,,75600000.0,17269000.0,17353000.0,,,1253000.0,-1115000.0,74519000.0,57721000.0,82562000.0,17269000.0,,5297000.0,851431000.0,,,,67884000.0,24670000.0,860084000.0,,,38884000.0,12500000.0,6733000.0,188995000.0,57846000.0,-1066000.0,,4961000.0,,826761000.0,1196091000.0,81512000.0,,5297000.0,26730000.0,,,425969000.0,63948000.0,23399000.0,4608000.0,,-2500000.0,-9163000.0,43211000.0,,,176495000.0,,,65600000.0,,133284000.0,,4961000.0,,137423000.0,0.0,720790000.0,,164000.0,81309000.0,1400000.0,130198000.0,,43872000.0,188995000.0,285000.0,,-4698000.0,2618733000.0,,,,,,-1569000.0,-37871000.0,,,28667000.0,18837000.0,,,504000.0,,,,,-17142000.0,304000.0,-20031000.0,1.165,63948000.0,137423000.0,10785136000.0,5806000.0,46297000.0,285000.0,53191000.0,4187000.0,,826761000.0,2236000.0,43872000.0,,,,,,,1196091000.0,,74519000.0,3698000.0,814000.0,26730000.0,21115000.0,-17142000.0,255245000.0,,20268000.0,,214069000.0,,,23399000.0,-15110000.0,1435000.0,12500000.0,,,,,,,,,,,,
