date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,annualInventory,annualChangesInAccountReceivables,quarterlyNetPPE,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualDilutedEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTotalRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualNetPPE,annualEbitda,trailingBasicAverageShares,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2004-03-31,,,,,,438611000.0,-3000.0,,-729000.0,,,,,,,,,,314162000.0,,,,,80478000.0,-39160000.0,13163000.0,,50875000.0,,352000.0,73216000.0,,73216000.0,400000000,,-14916000.0,,0.04,35869000,,,,17312000,,,,,70624000.0,,2090000.0,,-634685000.0,,,,,,,,,22341000.0,30531000.0,,4857000.0,,1202485000.0,,,,,161605000.0,375486000.0,,-1034000.0,,-97000.0,,,324725000.0,1848000.0,,,567800000.0,,38191000.0,,,,,1374000.0,,,914173000.0,168539000.0,,,,42522000.0,331594000.0,,,,1289659000.0,,,,,,15615000.0,,513980000.0,,,,,,,3009000,,,2910000,51094000.0,,,,,,,,18557000.0,689443000.0,,,86050000.0,,,414000.0,,,,5871000.0,,73216000.0,-10490000.0,2910000,,,,,120568000.0,68406000.0,3819000.0,,-6126000.0,,,32211000.0,,851048000.0,89413000.0,,,,,51094000.0,,,,-2991000.0,,,,0.04,,,,,70624000.0,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,432884000.0,-44000.0,,-4132000.0,,,,,,,,,,312558000.0,,,,,77044000.0,-43438000.0,24447000.0,,73216000.0,,356000.0,46975000.0,,46975000.0,397281000,,-18269000.0,,-0.055,35682000,,,,17295000,,,,,69932000.0,,-24733000.0,,-624059000.0,,,,,,,,,-26241000.0,16769000.0,,-11155000.0,,1171384000.0,,,,,169617000.0,363869000.0,,1068000.0,,-3521000.0,,,318002000.0,-7079000.0,,,547325000.0,,48393000.0,,,,,2914000.0,,,890691000.0,168194000.0,,,,43760000.0,331517000.0,,,,1254560000.0,,,,,,-1500000.0,,466527000.0,,,,,,,-4076000,,,-3726000,48469000.0,,,,,,,,18387000.0,652059000.0,,,95051000.0,,,420000.0,,,,6385000.0,,46975000.0,-18262000.0,-3726000,,,,,124253000.0,65764000.0,-5421000.0,,-21029000.0,,,30808000.0,,821676000.0,90481000.0,,,,,48469000.0,,,,-2997000.0,,,,-0.055,,,,,69932000.0,,,,,,,,,,,,,,,,,,,
2004-09-30,,1191730000.0,17648000.0,40522000.0,93448000.0,437601000.0,-11000.0,,-445000.0,14173000.0,,42718000.0,,,,,-60823000.0,,316074000.0,,,,199355000.0,94483000.0,-43324000.0,23812000.0,898373000.0,46975000.0,,356000.0,56891000.0,-32762000.0,56891000.0,417870000,,-12210000.0,,,41667000,4356000.0,-7287000.0,,23024000,,,-41122000.0,83906000.0,,,-4332000.0,,-638927000.0,9651000.0,199355000.0,0.255,,,1581261000.0,-4678000.0,356000.0,9916000.0,39546000.0,,10655000.0,,1191730000.0,,,23566000.0,,267662000.0,385440000.0,,-1358000.0,84947000.0,6627000.0,,-638927000.0,321557000.0,4103000.0,127359000.0,,552803000.0,270337000.0,40522000.0,,,,,975000.0,-17756000.0,-158000.0,898373000.0,177378000.0,,,,48751000.0,343043000.0,1283813000.0,,846212000.0,1283813000.0,,17648000.0,321557000.0,0.25,177378000.0,27336000.0,-43324000.0,400155000.0,,1310924000.0,94483000.0,,,70982000.0,6552000,-8051000.0,,6585000,51803000.0,69207843.0,-14621000.0,,30617000.0,11235000.0,,56891000.0,18643000.0,578550000.0,,400155000.0,93448000.0,23812000.0,,83906000.0,56891000.0,74189000.0,,5610000.0,437601000.0,56891000.0,-25347000.0,6585000,,1584000.0,,,127359000.0,74827000.0,5958000.0,48751000.0,-5852000.0,,,29496000.0,,846212000.0,84947000.0,578550000.0,91440000.0,70592000.0,,51803000.0,316074000.0,6674000.0,56891000.0,-5655000.0,,,,,29496000.0,267662000.0,385440000.0,,,552803000.0,145171000.0,,,,,,,,,,,,,,,,,
2004-12-31,,,,,,445578000.0,0.0,,-5292000.0,,,,,,,,,,316555000.0,,,,,82945000.0,-34557000.0,26203000.0,,56891000.0,,358000.0,63188000.0,,63188000.0,385817000,,-10174000.0,,0.005,27817000,,,,9366000,,,,,71762000.0,,-8091000.0,,-647460000.0,,,,,,,,,6297000.0,22389000.0,,1896000.0,,1197328000.0,,,,,251013000.0,378418000.0,,1177000.0,,-1908000.0,,,318818000.0,1414000.0,,,549868000.0,,54091000.0,,,,,1824000.0,,,895676000.0,154970000.0,,,,34877000.0,329993000.0,,,,1274094000.0,,,,,,12215000.0,,396501000.0,,,,,,,482000,,,482000,46458000.0,,,,,,,,18451000.0,577503000.0,,,94473000.0,,,79100000.0,,,,6448000.0,,63188000.0,-8206000.0,482000,,,,,134057000.0,55824000.0,-589000.0,,-333000.0,,,29253000.0,,828516000.0,86529000.0,,,,,46458000.0,,,,-3222000.0,,,,0.005,,,,,71762000.0,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,442399000.0,-2925000.0,,4898000.0,,,,,,,,,,314619000.0,,,,,84436000.0,-35631000.0,26947000.0,,63188000.0,,359000.0,59735000.0,,28505000.0,394338000,,-12278000.0,,0.005,29249000,,,,10670000,,,,,71758000.0,,-5900000.0,,-653285000.0,,,,,,,,,-6453000.0,14227000.0,,596000.0,,1196726000.0,,,,,240227000.0,376877000.0,,-1626000.0,,-8867000.0,,,315829000.0,356000.0,,,543441000.0,,40353000.0,,,,31230000.0,935000.0,,,886555000.0,161299000.0,,,,40348000.0,335159000.0,,,,1263432000.0,,,,,,1949000.0,,390691000.0,,,,,,,240000,,,240000,48509000.0,,,,,,,,18579000.0,580806000.0,,,104952000.0,,,75090000.0,,,,6847000.0,,28505000.0,-14830000.0,240000,,,,,128896000.0,59179000.0,0.0,,-2524000.0,,,28495000.0,,821033000.0,85163000.0,,,,,48509000.0,,,,-3228000.0,,,,0.005,,,,,71758000.0,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,450550000.0,-554017000.0,,1280000.0,,,,,,,51230000.0,,,418313000.0,,,,,109292000.0,-38839000.0,33063000.0,,28505000.0,,361000.0,27295000.0,,27295000.0,424679000,,-11742000.0,,0.165,43887000,,,,22147000,,,,,72618182.0,,468360000.0,,-665372000.0,,,,,,,,,-1210000.0,62109000.0,,9758000.0,,1559355000.0,,,,,352006000.0,470434000.0,,2410000.0,,28862000.0,,,324402000.0,-2224000.0,,,893983000.0,,58176000.0,,,,,903000.0,,,1339679000.0,201344000.0,,,,49137000.0,351927000.0,,,,1810113000.0,,,,,,50367000.0,,801104000.0,,,,,,,11982000,,,11982000,50605000.0,,,,,,,,21740000.0,988244000.0,,,97913000.0,,,135401000.0,,,-20000000.0,9045000.0,,27295000.0,-531633000.0,11982000,,,,,208732000.0,72752000.0,-5210000.0,,-2168000.0,,,27383000.0,,1340250000.0,89227000.0,,,,,50605000.0,,,,-3238000.0,,,,0.17,,,,,71838000.0,,,,,,,,,,,,,,,,,,,
2005-09-30,,1570813000.0,17614000.0,49821000.0,122677000.0,456222000.0,-71000.0,,8620000.0,28661000.0,,-1822000.0,,,,0.0,-54326000.0,,418933000.0,,,,204918000.0,116423000.0,-36605000.0,33919000.0,1336218000.0,27295000.0,,363000.0,26839000.0,-8483000.0,26839000.0,528647000,,-20132000.0,,,52433000,-13367000.0,9506000.0,,27163000,,,415061000.0,62079000.0,,,-39308000.0,,-685808000.0,17614000.0,204918000.0,0.25,,,1733481000.0,3963000.0,363000.0,-456000.0,55955000.0,,7606000.0,,1570813000.0,,,36640000.0,,279210000.0,462216000.0,,2002000.0,82974000.0,13501000.0,,-685808000.0,326041000.0,2696000.0,201965000.0,,885005000.0,274264000.0,49821000.0,,,,,1460000.0,31588000.0,-120000.0,1336218000.0,199493000.0,,,,50887000.0,442138000.0,1798434000.0,,1325608000.0,1798434000.0,,17614000.0,326041000.0,0.245,199493000.0,35823000.0,-36605000.0,840747000.0,-195250000.0,1459217000.0,116423000.0,,,69346000.0,4910000,-572436000.0,,4910000,59346000.0,70456000.0,-12949000.0,,100354000.0,19856000.0,,26839000.0,25270000.0,1046398000.0,,840747000.0,122677000.0,33919000.0,,62079000.0,26839000.0,84040000.0,0.0,14376000.0,456222000.0,26839000.0,-17767000.0,4910000,,2242000.0,,,201965000.0,86509000.0,-7568000.0,50887000.0,-3458000.0,,,32280000.0,,1325608000.0,82974000.0,1046398000.0,154680000.0,71893878.0,,59346000.0,418933000.0,5122000.0,26839000.0,-3261000.0,223480000.0,,,,32280000.0,279210000.0,462216000.0,,,885005000.0,153386000.0,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,447368000.0,0.0,,5351000.0,,,,,,,,,,415525000.0,,,,,114274000.0,-31462000.0,47189000.0,,26839000.0,,364000.0,16495000.0,,16495000.0,490448000,,-13512000.0,,-0.125,28216000,,,,2430000,,,,,71662000.0,,-13986000.0,,-701706000.0,,,,,,,,,-10344000.0,17305000.0,,12094000.0,,1574324000.0,,,,,309532000.0,453085000.0,,3935000.0,,-8202000.0,,,313788000.0,-3118000.0,,,872618000.0,,54442000.0,,,,,1591000.0,,,1328231000.0,192751000.0,,,,44096000.0,430840000.0,,,,1781316000.0,,,,,,3793000.0,,794420000.0,,,,,,,-8976000,,,-8976000,57178000.0,,,,,,,,25786000.0,1006961000.0,,,126357000.0,,,96720000.0,,,,13860000.0,,16495000.0,-13238000.0,-8976000,,,,,196650000.0,59608000.0,-184000.0,,582000.0,,,40088000.0,,1316493000.0,86184000.0,,,,,57178000.0,,,,-3802000.0,,,,-0.125,,,,,71662000.0,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,452000000.0,0.0,,-10251000.0,,,,,,,,,,64900000.0,,,,,142400000.0,-30800000.0,47200000.0,,16495000.0,,400000.0,8100000.0,,8100000.0,529700000,,-13588000.0,,0.07,53114000,,,,27200000,,,,,74285714.0,,-38614000.0,,-712600000.0,,,,,,,,,-8356000.0,51095000.0,,8400000.0,,1574000000.0,,,,,338100000.0,467400000.0,,3365000.0,,6802000.0,,,315700000.0,3200000.0,,,861400000.0,,49100000.0,,,,,1309000.0,,,1315600000.0,203600000.0,352800000.0,,,53800000.0,440500000.0,,,,1783000000.0,,,,,,37507000.0,,773300000.0,,,,,,,5200000,,,5200000,62000000.0,,,,,,,,25914000.0,974000000.0,,,109900000.0,,,92800000.0,,,,13900000.0,,8100000.0,-20862000.0,5200000,,,,,208500000.0,89200000.0,-816000.0,,-3700000.0,,,36500000.0,,1312100000.0,90800000.0,,,,,62000000.0,,,,-2798000.0,,,,0.075,,,,,73400000.0,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,468600000.0,0.0,,-8600000.0,,,,,,,,,,62500000.0,,,,,159000000.0,-25700000.0,40600000.0,,8100000.0,,400000.0,8000000.0,,8000000.0,548300000,,-19100000.0,,0.15,56100000,,,,30000000,,,,,73800000.0,,-21400000.0,,-727200000.0,,,,,,,,,-100000.0,37000000.0,,12000000.0,,1585200000.0,,,,,387600000.0,489200000.0,,-9100000.0,,9900000.0,,,323100000.0,1000000.0,,,858000000.0,,58500000.0,,,,,2700000.0,,,1308100000.0,222300000.0,355100000.0,,,58800000.0,456300000.0,,,,1797300000.0,,,,,,17900000.0,,737600000.0,,,,,,,11000000,,,11000000,62000000.0,,,,,,,,26100000.0,922500000.0,,,102600000.0,,,111300000.0,,,,14300000.0,,8000000.0,-15500000.0,11000000,,,,,218300000.0,92000000.0,-1800000.0,,-2700000.0,,,32500000.0,,1310100000.0,82300000.0,,,,,62000000.0,,,,-3300000.0,,,,0.15,,,,,72400000.0,,,,,,,,,,,,,,,,,,,
2006-09-30,,1582700000.0,28700000.0,57700000.0,95900000.0,508600000.0,-200000.0,,-600000.0,26800000.0,,-19900000.0,,,,,-64600000.0,,55100000.0,,,,244200000.0,141800000.0,-12600000.0,29000000.0,1298400000.0,8000000.0,,400000.0,6900000.0,-5900000.0,6900000.0,569700000,,-18400000.0,,,71700000,5000000.0,-14100000.0,,45200000,,,-105800000.0,40800000.0,,,-31800000.0,,-732100000.0,28700000.0,244200000.0,0.395,,12400000.0,2138100000.0,5500000.0,400000.0,-1100000.0,48100000.0,,30300000.0,,1582700000.0,,,55600000.0,,306000000.0,485600000.0,,7300000.0,99800000.0,-15100000.0,,-732100000.0,341200000.0,8800000.0,218900000.0,,850600000.0,349100000.0,57700000.0,,,,,5900000.0,-6600000.0,-200000.0,1298400000.0,230800000.0,356600000.0,,356600000.0,65700000.0,461400000.0,1784000000.0,,1256600000.0,1784000000.0,,28700000.0,341200000.0,0.385,230800000.0,29700000.0,-12600000.0,754900000.0,,1789000000.0,141800000.0,,,104900000.0,21500000,-67000000.0,,21500000,63100000.0,72658228.0,-13200000.0,,88900000.0,38600000.0,,6900000.0,26500000.0,950600000.0,,754900000.0,95900000.0,29000000.0,17500000.0,40800000.0,6900000.0,104300000.0,,13500000.0,508600000.0,6900000.0,-17400000.0,21500000,,9900000.0,,,218900000.0,108300000.0,7800000.0,65700000.0,-100000.0,,,36100000.0,,1256600000.0,99800000.0,950600000.0,153500000.0,74545455.0,,63100000.0,55100000.0,11500000.0,6900000.0,-3300000.0,,,,,36100000.0,306000000.0,485600000.0,,,850600000.0,209200000.0,,,,,,,,,,,,,,,,,
2006-12-31,,,,,,538300000.0,3800000.0,,-11200000.0,,,,,,,,,,53400000.0,,,,,129400000.0,-17800000.0,35300000.0,,6900000.0,,400000.0,6300000.0,,6300000.0,533900000,,-17300000.0,,0.195,62300000,,,,36300000,,,,,77400000.0,,-12500000.0,,-750500000.0,,,,,1700000.0,,,,-600000.0,32300000.0,,21400000.0,,1588900000.0,,,,,366100000.0,478400000.0,,4100000.0,,-20400000.0,,,352900000.0,6300000.0,,,838400000.0,,60300000.0,,,,,16300000.0,,,1290600000.0,207900000.0,355000000.0,,,50900000.0,436300000.0,,,,1769000000.0,,,,,,15000000.0,,652700000.0,,,,,,,15100000,,,15100000,61300000.0,,,,,,,,26000000.0,844800000.0,,,87700000.0,,,125500000.0,,,-8500000.0,13000000.0,,6300000.0,-20700000.0,15100000,,,,,228900000.0,97600000.0,-300000.0,,-200000.0,,,43800000.0,,1210900000.0,104400000.0,,,,,61300000.0,,,,-3400000.0,,,,0.2,,,,,74600000.0,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,578900000.0,300000.0,,8600000.0,,,,,,,,,,66000000.0,,,,,129700000.0,-19400000.0,37100000.0,,6300000.0,,400000.0,11600000.0,,11600000.0,585700000,,-23500000.0,,0.275,74400000,,,,48900000,,,,,79600000.0,,22300000.0,,-770800000.0,,,,,2000000.0,,,,5300000.0,36900000.0,,34700000.0,,1608800000.0,,,,,369500000.0,501000000.0,,4600000.0,,-16200000.0,,,368700000.0,13000000.0,,,838000000.0,,51700000.0,,,,,13700000.0,,,1310400000.0,231700000.0,364000000.0,,,62300000.0,473300000.0,,,,1811400000.0,,,,,,13400000.0,,656800000.0,,,,,,,21700000,,,21700000,63500000.0,,,,,,,,25500000.0,852000000.0,,,87100000.0,,,125800000.0,,,-200000.0,12300000.0,,11600000.0,-54000000.0,21700000,,,,,220600000.0,112400000.0,8200000.0,,-800000.0,,,42400000.0,,1221500000.0,108100000.0,,,,,63500000.0,,,,-4000000.0,,,,0.28,,,,,77400000.0,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,611800000.0,2200000.0,,3900000.0,,,,,,,,,,68100000.0,,,,,132700000.0,-9400000.0,28500000.0,,11600000.0,,400000.0,8100000.0,,8100000.0,591400000,,-17900000.0,,0.315,79500000,,,,53500000,,,,,80200000.0,,-59300000.0,,-795100000.0,,,,,2600000.0,,,,-3500000.0,71800000.0,,39600000.0,,1631200000.0,,,,,395300000.0,489800000.0,,3100000.0,,28400000.0,,,388800000.0,14400000.0,,,836100000.0,,60400000.0,,,,,-300000.0,,,1310100000.0,234900000.0,362800000.0,,,66800000.0,472200000.0,,,,1799900000.0,,,,,,53900000.0,,597600000.0,,,,,,,25200000,,,25200000,65700000.0,,,,,,,,26000000.0,782400000.0,,,71200000.0,,,135400000.0,,,-800000.0,11800000.0,,8100000.0,-15400000.0,25200000,,,,,218300000.0,119200000.0,-2100000.0,,-1300000.0,,,43100000.0,,1177700000.0,113600000.0,,,,,65700000.0,,,,-4000000.0,,,,0.32,,,,,78600000.0,,,,,,,,,,,,,,,,,,,
2007-09-30,,1660100000.0,81700000.0,63500000.0,54900000.0,589000000.0,1500000.0,,-3900000.0,6900000.0,,4000000.0,,,,,-78000000.0,,67600000.0,,,,259100000.0,161600000.0,8200000.0,28600000.0,1306200000.0,8100000.0,,400000.0,10900000.0,-3600000.0,10900000.0,604800000,,-19300000.0,,,74000000,4500000.0,-2600000.0,,47800000,,,-124900000.0,46000000.0,,,-75400000.0,,-822600000.0,81700000.0,259100000.0,1.06,,3000000.0,2315800000.0,22200000.0,400000.0,2800000.0,97300000.0,,31300000.0,,1660100000.0,,,51100000.0,,344900000.0,494500000.0,,10400000.0,125700000.0,33200000.0,,-822600000.0,357800000.0,11600000.0,224400000.0,,837500000.0,445600000.0,63500000.0,,,,,1800000.0,25000000.0,7800000.0,1306200000.0,230600000.0,364500000.0,,364500000.0,73800000.0,488400000.0,1800700000.0,,1201800000.0,1800700000.0,,81700000.0,357800000.0,1.035,230600000.0,78000000.0,8200000.0,676300000.0,-9600000.0,1870200000.0,161600000.0,,,186500000.0,19700000,-109100000.0,,19700000,68600000.0,77075472.0,-15400000.0,,160300000.0,127000000.0,,10900000.0,26200000.0,856900000.0,,676300000.0,54900000.0,28600000.0,9300000.0,46000000.0,10900000.0,103700000.0,-100000.0,14000000.0,589000000.0,10900000.0,-19000000.0,19700000,,45300000.0,,,224400000.0,116400000.0,-1300000.0,73800000.0,-1500000.0,,,36600000.0,,1201800000.0,125700000.0,856900000.0,238300000.0,78937198.0,,68600000.0,67600000.0,31500000.0,10900000.0,-4000000.0,,,-58700000.0,,36600000.0,344900000.0,494500000.0,,,837500000.0,290200000.0,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,603200000.0,200000.0,,-2000000.0,,,,,,,,,,66400000.0,,,,,147200000.0,8000000.0,21100000.0,,10900000.0,,400000.0,35600000.0,,35600000.0,596300000,,-17900000.0,,0.23,67600000,,,,41800000,,,,,76000000.0,,18700000.0,,-844900000.0,,,,,3700000.0,,,,24700000.0,22300000.0,,25700000.0,,1672900000.0,,,,,442400000.0,495800000.0,,-2700000.0,,-18600000.0,,,369700000.0,8200000.0,,,828000000.0,,64300000.0,,,,,600000.0,,,1303000000.0,212600000.0,364900000.0,,,48200000.0,489300000.0,,,,1798800000.0,,,,,,4400000.0,,563700000.0,,,,,,,17500000,,,17500000,65200000.0,,,,,,,,25800000.0,743100000.0,,,56500000.0,,,182700000.0,,,,11900000.0,,35600000.0,-16300000.0,17500000,,,,,226500000.0,107000000.0,-2700000.0,,-3300000.0,,,43700000.0,,1185500000.0,122900000.0,,,,,65200000.0,,,,-3800000.0,,,,0.235,,,,,74600000.0,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,612300000.0,200000.0,,11000000.0,,,,,,,,,,191900000.0,,,,,200600000.0,300000.0,42100000.0,,35600000.0,,400000.0,56600000.0,,56600000.0,685900000,,-19300000.0,,0.225,82200000,,,,50600000,,,,,76400000.0,,835700000.0,,-861600000.0,,,,,-10600000.0,,,,21000000.0,12700000.0,,27300000.0,,2165200000.0,,,,,595300000.0,673600000.0,,-2000000.0,,-28900000.0,,,382600000.0,10200000.0,,,1303600000.0,,73700000.0,,,,,800000.0,,,2367700000.0,292500000.0,788800000.0,,,73300000.0,560000000.0,,,,3041300000.0,,,,,,-6600000.0,,1599200000.0,,,,,,,17100000,,,17100000,75300000.0,,,,,,,,31600000.0,1815300000.0,,,74800000.0,,,247700000.0,,,,21600000.0,,56600000.0,-827700000.0,17100000,,,,,274300000.0,125900000.0,-25200000.0,,-600000.0,,,83400000.0,,2410600000.0,141300000.0,,,,,75300000.0,,,,-3800000.0,,,,0.23,,,,,76400000.0,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,640100000.0,200000.0,,-3900000.0,,,,,,,,,,183600000.0,,,,,239500000.0,8700000.0,34000000.0,,56600000.0,,400000.0,56900000.0,,56900000.0,771000000,,-22500000.0,,0.245,98500000,,,,59300000,,,,,76800000.0,,-94400000.0,,-888700000.0,,,,,12000000.0,,,,300000.0,122000000.0,,28100000.0,,2236000000.0,,,,,636500000.0,674500000.0,,4300000.0,,47600000.0,,,397000000.0,9300000.0,,,1347300000.0,,73200000.0,,,,,1000000.0,,,2349100000.0,296800000.0,737300000.0,,,76600000.0,626300000.0,,,,3023600000.0,,,,,,99500000.0,,1517900000.0,,,,,,,18800000,,,18800000,85400000.0,,,,,,,,39200000.0,1730900000.0,,,62600000.0,,,247200000.0,,,0.0,27600000.0,,56900000.0,-26900000.0,18800000,,,,,279000000.0,144700000.0,-2800000.0,,-2700000.0,,,80900000.0,,2367400000.0,150400000.0,,,,,85400000.0,,,,-3800000.0,,,,0.25,,,,,75200000.0,,,,,,,,,,,,,,,,,,,
