,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1049068800,,-149000000.0,,3015000000.0,,835000000.0,,,,,0.17,,,,-20000000.0,,,,,,1274000000.0,,,,,198000000.0,,,-103000000.0,14187000000.0,,-491000000.0,,,,,,,,404000000.0,24799000000.0,,,,,,1076000000.0,8651000000.0,9358000000.0,8403000000.0,,,4498000000.0,0.0,4944000000.0,,,,,,,2760000000.0,,,1602000000.0,,2411000000.0,,1071000000.0,2088000000.0,,5536000000.0,,,,,,1820000000.0,,2896000000.0,,,59000000.0,,,835000000.0,1820000000.0,12135000000.0,835000000.0,,,,,,,-3231000000.0,,365000000.0,1363000000.0,6127000000.0,,288000000.0,36000000.0,,,,12000000.0,,3193000000.0,3386000000.0,,3015000000.0,,,,,45000000.0,,,,,,,3851000000.0,7941000000.0,1123000000.0,,,0.0,,,,599000000.0,-195000000.0,,385000000.0,,0.17,,,,,,,,,,26322000000.0,17919000000.0,0.0,,,,,178000000.0,,,,-342000000.0,889000000.0,,130000000.0,4194000000.0,873000000.0,,-2811000000.0,4938000000.0,,2126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,-315000000.0,,3324000000.0,,1362000000.0,,,,,0.275,,,,-35000000.0,,,,,,1815000000.0,,,,,213000000.0,,,-116000000.0,14415000000.0,,-62000000.0,,,,,,,,1328000000.0,25617000000.0,,,,,,1602000000.0,9081000000.0,9658000000.0,9225000000.0,,,5691000000.0,0.0,4932000000.0,,,,,,,2550000000.0,,,2113000000.0,,2488000000.0,,1199000000.0,2341000000.0,,5334000000.0,,,,,,1976000000.0,,3578000000.0,,,-42000000.0,,,1362000000.0,1976000000.0,13534000000.0,1362000000.0,,,,,,,-3399000000.0,,296000000.0,1458000000.0,6259000000.0,,388000000.0,146000000.0,,,,12000000.0,,3560000000.0,3286000000.0,,3324000000.0,,,,,43000000.0,,,,,,,4074000000.0,8391000000.0,1750000000.0,,,-545000000.0,,,,1531000000.0,-203000000.0,,-1021000000.0,,0.275,,,,,,,,,,27949000000.0,18724000000.0,0.0,,,,,236000000.0,,,,-91000000.0,309000000.0,,0.0,4596000000.0,873000000.0,,-2199000000.0,4926000000.0,,3015000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,-342000000.0,,3656000000.0,,1223000000.0,,,,,0.25,,,,-135000000.0,,,,,,1662000000.0,-541000000.0,,,,211000000.0,,,150000000.0,13882000000.0,,324000000.0,,,,,,,,1824000000.0,26300000000.0,,,,,,1451000000.0,8591000000.0,9528000000.0,9044000000.0,,,5662000000.0,0.0,4916000000.0,,,,,,,2479000000.0,,,2150000000.0,,2415000000.0,,859000000.0,2142000000.0,,5291000000.0,,,,,,2061000000.0,,3512000000.0,,,12000000.0,,,1223000000.0,2061000000.0,13525000000.0,1223000000.0,,,,,,,-3464000000.0,,397000000.0,1293000000.0,6064000000.0,,275000000.0,52000000.0,,,,24000000.0,,3847000000.0,3069000000.0,,3656000000.0,,,,,42000000.0,,,,,,,3955000000.0,8344000000.0,1498000000.0,,,0.0,,,,1991000000.0,-167000000.0,,-1226000000.0,,0.25,,,,,,,,,,27407000000.0,18363000000.0,0.0,,,,,191000000.0,,,,-505000000.0,332000000.0,,42000000.0,4663000000.0,873000000.0,,-2574000000.0,4910000000.0,,3324000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,1148000000.0,-130000000.0,3362000000.0,3362000000.0,2906000000.0,927000000.0,,,0.0,21044000000.0,,7762000000.0,5366000000.0,,13000000.0,,,4058000000.0,,0.0,1320000000.0,-1080000000.0,120000000.0,,,228000000.0,,13252000000.0,-119000000.0,13252000000.0,-3525000000.0,61000000.0,4644000000.0,8860000000.0,,-168000000.0,,8061000000.0,-1995000000.0,1088000000.0,26687000000.0,-1440000000.0,,178000000.0,4347000000.0,3362000000.0,1092000000.0,7886000000.0,9622000000.0,8396000000.0,,,5193000000.0,0.0,,4347000000.0,27342000000.0,2517000000.0,2260000000.0,-2166000000.0,0.885,2517000000.0,2091000000.0,8396000000.0,1897000000.0,,2512000000.0,4347000000.0,922000000.0,2091000000.0,147000000.0,5366000000.0,,98000000.0,8061000000.0,14090000000.0,,2204000000.0,,3296000000.0,850000000.0,,149000000.0,26687000000.0,922000000.0,927000000.0,2204000000.0,14090000000.0,927000000.0,,,,-3601000000.0,1252000000.0,,-3525000000.0,,337000000.0,1252000000.0,6097000000.0,874000000.0,197000000.0,42000000.0,,,5456000000.0,50000000.0,,3482000000.0,2906000000.0,6097000000.0,3362000000.0,7886000000.0,18946000000.0,13282000000.0,3989000000.0,48000000.0,,4924000000.0,337000000.0,,,,3989000000.0,8860000000.0,1124000000.0,6071000000.0,2512000000.0,0.0,0.885,,,1335000000.0,-247000000.0,4918000000.0,-1739000000.0,111000000.0,,3482000000.0,,,,,,5495000000.0,,178000000.0,27342000000.0,18946000000.0,0.0,,-177000000.0,,,120000000.0,,9622000000.0,,-502000000.0,-428000000.0,-188000000.0,-25000000.0,4058000000.0,874000000.0,,-1995000000.0,,,3656000000.0,5221000000.0,276000000.0,,,-812000000.0,,1102000000.0,0.0,,,-936000000.0,,,,,,,,,,,,,,,,,
1080691200,,-219000000.0,,4294000000.0,,1127000000.0,,,,,0.23,,,,-20000000.0,,,,,,1664000000.0,-602000000.0,,,,213000000.0,,,-47000000.0,14505000000.0,,-261000000.0,,,,,,,,990000000.0,27203000000.0,,,,,,1451000000.0,8968000000.0,10371000000.0,9627000000.0,,,5078000000.0,0.0,4888000000.0,,,,,,,2614000000.0,,,1753000000.0,,2573000000.0,,1085000000.0,2019000000.0,,5537000000.0,,,,,,1874000000.0,,3325000000.0,,,45000000.0,,,1127000000.0,1874000000.0,14662000000.0,1127000000.0,,,,,,,-3927000000.0,,350000000.0,1391000000.0,6444000000.0,,385000000.0,70000000.0,,,,61000000.0,,4432000000.0,3853000000.0,,4294000000.0,,,,,44000000.0,,,,,,,4140000000.0,8956000000.0,1512000000.0,,,0.0,,,,1160000000.0,-170000000.0,,-63000000.0,,0.23,,,,,,,,,,29167000000.0,19540000000.0,0.0,,,,,138000000.0,,,,-503000000.0,932000000.0,,30000000.0,4030000000.0,874000000.0,,-1619000000.0,4880000000.0,,3362000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,-156000000.0,,5042000000.0,,1584000000.0,,,,,0.325,,,,-12000000.0,,,,,,2010000000.0,-617000000.0,,,,207000000.0,,,-10000000.0,14842000000.0,,3000000.0,,,,,,,,1614000000.0,28180000000.0,,,,,,1803000000.0,10078000000.0,10291000000.0,10512000000.0,,,5965000000.0,0.0,4868000000.0,,,,,,,1796000000.0,,,2030000000.0,,2643000000.0,,1124000000.0,2140000000.0,,4764000000.0,,,,,,2132000000.0,,3935000000.0,,,10000000.0,,,1584000000.0,2132000000.0,15003000000.0,1584000000.0,,,,,,,-3985000000.0,,325000000.0,1491000000.0,6306000000.0,,469000000.0,265000000.0,,,,81000000.0,,5181000000.0,4756000000.0,,5042000000.0,,,,,47000000.0,,,,,,,4084000000.0,8943000000.0,2053000000.0,,,0.0,,,,1796000000.0,-182000000.0,,-851000000.0,,0.325,,,,,,,,,,29845000000.0,19333000000.0,0.0,,,,,139000000.0,,,,-483000000.0,748000000.0,,14000000.0,4198000000.0,875000000.0,,-1944000000.0,4860000000.0,,4294000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,-252000000.0,,5365000000.0,,935000000.0,,,,,0.195,,,,-21000000.0,,,,,,1307000000.0,-590000000.0,,,,210000000.0,,,13000000.0,14346000000.0,,80000000.0,,,,,,,,1466000000.0,28509000000.0,,,,,,1097000000.0,10213000000.0,10271000000.0,10420000000.0,,,5662000000.0,0.0,4848000000.0,,,,,,,1188000000.0,,,2052000000.0,,2628000000.0,,862000000.0,1985000000.0,,4133000000.0,,,,,,2513000000.0,,3610000000.0,,,21000000.0,,,935000000.0,2513000000.0,14954000000.0,935000000.0,,,,,,,-4100000000.0,,317000000.0,1414000000.0,6171000000.0,,300000000.0,146000000.0,,,,29000000.0,,5520000000.0,5330000000.0,,5365000000.0,,,,,47000000.0,,,,,,,3718000000.0,8991000000.0,1235000000.0,,,0.0,,,,1634000000.0,-168000000.0,,-1063000000.0,,0.195,,,,,,,,,,29300000000.0,18880000000.0,0.0,,,,,155000000.0,,,,-486000000.0,323000000.0,,13000000.0,4021000000.0,875000000.0,,-1963000000.0,4842000000.0,,5042000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,1375000000.0,124000000.0,6707000000.0,6707000000.0,6021000000.0,1201000000.0,,,0.0,21962000000.0,,7638000000.0,4421000000.0,,7000000.0,,,4283000000.0,,0.0,1610000000.0,-620000000.0,61000000.0,,,263000000.0,,15392000000.0,206000000.0,15392000000.0,-4058000000.0,-439000000.0,5213000000.0,9306000000.0,,-617000000.0,,8626000000.0,-1348000000.0,1143000000.0,29105000000.0,-1739000000.0,,63000000.0,4847000000.0,6707000000.0,1347000000.0,10971000000.0,10149000000.0,12094000000.0,,,5257000000.0,0.0,,4847000000.0,31327000000.0,1157000000.0,3362000000.0,-2429000000.0,1.0,1157000000.0,2171000000.0,12094000000.0,1803000000.0,,2814000000.0,4847000000.0,667000000.0,2171000000.0,161000000.0,4421000000.0,,193000000.0,8626000000.0,15935000000.0,,2107000000.0,,3454000000.0,893000000.0,,-13000000.0,29105000000.0,667000000.0,1201000000.0,2107000000.0,15935000000.0,1201000000.0,,,,-2261000000.0,1420000000.0,,-4058000000.0,,450000000.0,1420000000.0,6091000000.0,875000000.0,221000000.0,82000000.0,,,5968000000.0,22000000.0,,6768000000.0,6021000000.0,6091000000.0,6707000000.0,10971000000.0,19233000000.0,14324000000.0,3836000000.0,58000000.0,,4858000000.0,450000000.0,,,,3836000000.0,9306000000.0,1422000000.0,6591000000.0,2814000000.0,0.0,1.0,,,1378000000.0,-235000000.0,4852000000.0,-284000000.0,-57000000.0,,6768000000.0,,,,,,6222000000.0,,196000000.0,31327000000.0,19233000000.0,0.0,,-46000000.0,,,61000000.0,,10149000000.0,,-267000000.0,1342000000.0,162000000.0,104000000.0,4283000000.0,875000000.0,,-1348000000.0,,,5365000000.0,5698000000.0,563000000.0,,,-755000000.0,,3345000000.0,0.0,,,-503000000.0,,,,,,,,,,,,,,,,,
1112227200,,-159000000.0,,6965000000.0,,1002000000.0,,,,,0.21,,,,-2000000.0,,,,,,1585000000.0,-660000000.0,,,,226000000.0,,,-5000000.0,15103000000.0,,-66000000.0,,,,,,,,1207000000.0,29432000000.0,,,,,,1359000000.0,10636000000.0,10267000000.0,12286000000.0,,,5266000000.0,0.0,4820000000.0,,,,,,,1141000000.0,,,1809000000.0,,2841000000.0,,748000000.0,2115000000.0,,4467000000.0,,,,,,2098000000.0,,3457000000.0,,,-14000000.0,,,1002000000.0,2098000000.0,16511000000.0,1002000000.0,,,,,,,-4204000000.0,,485000000.0,1511000000.0,6063000000.0,,446000000.0,97000000.0,,,,9000000.0,,7026000000.0,5862000000.0,,6965000000.0,,,,,68000000.0,,,,,,,3842000000.0,9423000000.0,1448000000.0,,,0.0,,,,1372000000.0,-165000000.0,,-929000000.0,,0.21,,,,,,,,,,31614000000.0,19328000000.0,0.0,,,,,61000000.0,,,,-96000000.0,258000000.0,,15000000.0,4026000000.0,875000000.0,,-1209000000.0,4818000000.0,,6707000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,-489000000.0,,4952000000.0,,1723000000.0,,,,,0.36,,,,-13000000.0,,,,,,2195000000.0,-671000000.0,,,,223000000.0,,,46000000.0,13335000000.0,,244000000.0,,,,,,,,1951000000.0,30485000000.0,,,,,,1972000000.0,8830000000.0,10089000000.0,10593000000.0,,,6310000000.0,0.0,4802000000.0,,,,,,,1110000000.0,,,2146000000.0,,2835000000.0,,819000000.0,2349000000.0,,4505000000.0,,,,,,2192000000.0,,4164000000.0,,,-17000000.0,,,1723000000.0,2192000000.0,16343000000.0,1723000000.0,,,,,,,-4259000000.0,,560000000.0,1476000000.0,5830000000.0,,493000000.0,252000000.0,,,,42000000.0,,5011000000.0,3723000000.0,,4952000000.0,,,,,62000000.0,,,,,,,3771000000.0,9484000000.0,2216000000.0,,,0.0,,,,2162000000.0,-211000000.0,,-3611000000.0,,0.36,,,,,,,,,,29678000000.0,19085000000.0,0.0,,,,,59000000.0,,,,-961000000.0,-2013000000.0,,4000000.0,4288000000.0,875000000.0,,-1546000000.0,4798000000.0,,6965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,-569000000.0,,4951000000.0,,1283000000.0,,,,,0.27,,,,-52000000.0,,,,,,1719000000.0,-15000000.0,,,,227000000.0,,,-115000000.0,13357000000.0,,280000000.0,,,,,,,,1489000000.0,31100000000.0,,,,,,1492000000.0,8956000000.0,10217000000.0,10520000000.0,,,6037000000.0,0.0,4770000000.0,,,,,,,1121000000.0,,,2235000000.0,,2743000000.0,,683000000.0,2217000000.0,,4401000000.0,,,,,,2310000000.0,,3802000000.0,,,41000000.0,,,1283000000.0,2310000000.0,16526000000.0,1283000000.0,,,,,,,-4340000000.0,,537000000.0,1431000000.0,5877000000.0,,370000000.0,161000000.0,,,,86000000.0,,5062000000.0,3079000000.0,,4951000000.0,,,,,49000000.0,,,,,,,3887000000.0,9599000000.0,1653000000.0,,,0.0,,,,1746000000.0,-257000000.0,,-1102000000.0,,0.27,,,,,,,,,,29883000000.0,19363000000.0,0.0,,,,,111000000.0,,,,-538000000.0,-1000000.0,,1000000.0,5194000000.0,876000000.0,,-1589000000.0,4768000000.0,,4952000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,1818000000.0,-279000000.0,4701000000.0,4701000000.0,4546000000.0,864000000.0,,,0.0,23104000000.0,,8195000000.0,3236000000.0,,14000000.0,,,4493000000.0,,0.0,1518000000.0,-1332000000.0,66000000.0,,,256000000.0,,13072000000.0,-14000000.0,13072000000.0,-4353000000.0,-28000000.0,5524000000.0,9570000000.0,,430000000.0,,8824000000.0,-1669000000.0,877000000.0,31299000000.0,-2055000000.0,,-28000000.0,4872000000.0,4701000000.0,1262000000.0,9836000000.0,10139000000.0,10250000000.0,,,5551000000.0,0.0,,4872000000.0,29427000000.0,1154000000.0,6707000000.0,-2678000000.0,1.02,1154000000.0,2281000000.0,10250000000.0,1996000000.0,,1730000000.0,4872000000.0,797000000.0,2281000000.0,33000000.0,3236000000.0,,230000000.0,8824000000.0,16355000000.0,,2293000000.0,,3555000000.0,932000000.0,,-38000000.0,31299000000.0,797000000.0,864000000.0,2293000000.0,16355000000.0,864000000.0,,,,-6785000000.0,1424000000.0,,-4353000000.0,,352000000.0,1424000000.0,5786000000.0,877000000.0,509000000.0,100000000.0,,,6423000000.0,93000000.0,,4767000000.0,4546000000.0,5786000000.0,4701000000.0,9836000000.0,19177000000.0,14909000000.0,3821000000.0,61000000.0,,4786000000.0,352000000.0,,,,3821000000.0,9570000000.0,1373000000.0,7017000000.0,1730000000.0,0.0,1.02,,,1143000000.0,-266000000.0,4784000000.0,-1143000000.0,-79000000.0,,4767000000.0,,,,,,6690000000.0,,240000000.0,29427000000.0,19177000000.0,0.0,,-53000000.0,,,66000000.0,,10139000000.0,,-460000000.0,-250000000.0,-88000000.0,13000000.0,4493000000.0,877000000.0,,-1669000000.0,,,4951000000.0,6085000000.0,610000000.0,,,-899000000.0,,-2006000000.0,0.0,,,-1496000000.0,,,,,,,,,,,,,,,,,
1143763200,,-503000000.0,,4364000000.0,,1106000000.0,,,,,0.235,,,,-20000000.0,,,,,,1559000000.0,,,,,209000000.0,,,-28000000.0,13405000000.0,,-733000000.0,,,,,,,,451000000.0,31672000000.0,,,,,,1350000000.0,10115000000.0,10289000000.0,10110000000.0,,,5226000000.0,0.0,4732000000.0,,,,,,,1152000000.0,,,1771000000.0,,1731000000.0,,656000000.0,2237000000.0,,3290000000.0,,,,,,2105000000.0,,3455000000.0,,,-3000000.0,,,1106000000.0,2060000000.0,16406000000.0,1106000000.0,,,,,,,-4353000000.0,,407000000.0,1549000000.0,5936000000.0,,369000000.0,73000000.0,,,,1000000.0,,4492000000.0,4505000000.0,,4364000000.0,,,,,63000000.0,,,,,,,4113000000.0,9652000000.0,1475000000.0,,,0.0,,,,707000000.0,-256000000.0,,-582000000.0,,0.235,,,,,,,,,,29811000000.0,19701000000.0,0.0,,,,,128000000.0,,,,-509000000.0,-337000000.0,,7000000.0,4954000000.0,877000000.0,,-1577000000.0,4730000000.0,,4701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,-194000000.0,,4004000000.0,,1836000000.0,,,,,0.39,,,,-18000000.0,,,,,,2263000000.0,,,,,224000000.0,,,39000000.0,13228000000.0,,87000000.0,,,,,,,,1685000000.0,32780000000.0,,,,,,2039000000.0,9812000000.0,10607000000.0,10053000000.0,,,6476000000.0,0.0,4704000000.0,,,,,,,1140000000.0,,,2110000000.0,,1786000000.0,,707000000.0,2593000000.0,,3416000000.0,,,,,,2327000000.0,,4366000000.0,,,-4000000.0,,,1836000000.0,2327000000.0,17122000000.0,1836000000.0,,1210000000.0,,,,,-4353000000.0,,490000000.0,1624000000.0,6254000000.0,,555000000.0,368000000.0,,,,0.0,,4130000000.0,3788000000.0,,4004000000.0,,,,,63000000.0,,,,,,,2993000000.0,9840000000.0,2391000000.0,,,-754000000.0,,,,2055000000.0,-370000000.0,,-2242000000.0,,0.39,,,,,,,,,,30350000000.0,20297000000.0,0.0,,,,,126000000.0,,,,-656000000.0,-360000000.0,,201000000.0,5317000000.0,877000000.0,,-1377000000.0,4700000000.0,,4364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,-845000000.0,,3388000000.0,,1460000000.0,,,,,0.31,,,,-37000000.0,,61000000.0,,,,1895000000.0,-706000000.0,,,,233000000.0,,,-43000000.0,13303000000.0,,265000000.0,,,,,,,,1538000000.0,33514000000.0,,,,,,1662000000.0,9234000000.0,11081000000.0,9360000000.0,,,6454000000.0,0.0,4686000000.0,,,,,,,1242000000.0,,,2265000000.0,,2095000000.0,,516000000.0,2489000000.0,,4069000000.0,,,,,,2527000000.0,,4189000000.0,,,2000000.0,,,1460000000.0,2527000000.0,18000000000.0,1460000000.0,,1306000000.0,,,,,-4353000000.0,,732000000.0,1592000000.0,6728000000.0,,366000000.0,176000000.0,,,,7000000.0,,3523000000.0,3098000000.0,,3388000000.0,,,,,47000000.0,,,,,,,3795000000.0,10114000000.0,1826000000.0,,,0.0,,,,1872000000.0,-334000000.0,,-1617000000.0,,0.31,,,,,,,,,,31303000000.0,21943000000.0,0.0,,,,,135000000.0,,,,-47000000.0,-616000000.0,,2000000.0,5620000000.0,877000000.0,,-1307000000.0,4684000000.0,,4004000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,1498000000.0,-158000000.0,2440000000.0,2440000000.0,3268000000.0,678000000.0,,,0.0,24088000000.0,,8164000000.0,4153000000.0,,-7000000.0,,139000000.0,929000000.0,,0.0,1484000000.0,-1451000000.0,150000000.0,,,272000000.0,,13043000000.0,-3000000.0,13043000000.0,-5008000000.0,-234000000.0,4550000000.0,9484000000.0,,-615000000.0,,9616000000.0,-1291000000.0,876000000.0,33468000000.0,-2416000000.0,,-62000000.0,5080000000.0,2440000000.0,1212000000.0,8890000000.0,11911000000.0,8441000000.0,,,5932000000.0,0.0,,5080000000.0,29963000000.0,1314000000.0,4701000000.0,-2911000000.0,1.08,1314000000.0,2587000000.0,8441000000.0,2063000000.0,,2231000000.0,5080000000.0,4693000000.0,2587000000.0,640000000.0,4153000000.0,,148000000.0,9616000000.0,16920000000.0,376000000.0,2657000000.0,,3869000000.0,938000000.0,,-57000000.0,33468000000.0,4693000000.0,678000000.0,2657000000.0,16920000000.0,678000000.0,,1403000000.0,,-6583000000.0,1641000000.0,,-5008000000.0,,608000000.0,1641000000.0,6903000000.0,878000000.0,208000000.0,-320000000.0,,,5957000000.0,140000000.0,,2590000000.0,3268000000.0,6903000000.0,2440000000.0,8890000000.0,21522000000.0,15924000000.0,3732000000.0,47000000.0,,4700000000.0,608000000.0,,,,3732000000.0,9484000000.0,886000000.0,7246000000.0,2231000000.0,0.0,1.08,,,1323000000.0,-447000000.0,4696000000.0,-2142000000.0,-150000000.0,,2590000000.0,,,,,,6578000000.0,1403000000.0,220000000.0,29963000000.0,21522000000.0,0.0,,-82000000.0,,,150000000.0,,11911000000.0,,-1204000000.0,-948000000.0,-35000000.0,430000000.0,929000000.0,878000000.0,,-1291000000.0,,,3388000000.0,6308000000.0,297000000.0,,,-1407000000.0,,-2261000000.0,0.0,,,-1700000000.0,,,,,,,,,,,,,,,,,
1175299200,,-795000000.0,,3632000000.0,,1262000000.0,,,,,0.275,,,,-9000000.0,,76000000.0,,,,1868000000.0,,,,,241000000.0,,,-95000000.0,15909000000.0,,-444000000.0,,,,,,,,599000000.0,33877000000.0,,,,,,1627000000.0,11252000000.0,12341000000.0,10487000000.0,,,6103000000.0,0.0,4642000000.0,,,,,,,1454000000.0,,,2145000000.0,,2687000000.0,,463000000.0,2781000000.0,,4657000000.0,,,,,,2331000000.0,,3958000000.0,,,-4000000.0,,,1262000000.0,2325000000.0,17211000000.0,1262000000.0,,1764000000.0,,,,,-5008000000.0,,516000000.0,1909000000.0,7333000000.0,,467000000.0,130000000.0,,,,93000000.0,,3783000000.0,4986000000.0,,3632000000.0,,,,,71000000.0,,,,,,,4233000000.0,9303000000.0,1729000000.0,,,0.0,,,,949000000.0,-350000000.0,,1007000000.0,,0.27,,,,,,,,,,33120000000.0,22633000000.0,0.0,,,,,151000000.0,,,,-718000000.0,1192000000.0,,246000000.0,5803000000.0,878000000.0,,-897000000.0,4628000000.0,,2440000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
