,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualBasicEPS,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyGoodwill,trailingFreeCashFlow,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualFreeCashFlow,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentAssets,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualBasicAverageShares,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingCostOfRevenue,annualInterestExpense,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNetPPE,annualTotalRevenue,quarterlyTaxProvision,annualDeferredIncomeTax,trailingChangeInInventory,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
1217462400,,800272000.0,,308045000.0,31628000.0,-197591000.0,176005000.0,,2757000.0,367011000.0,2.67,,308045000.0,1925954000.0,,358895000.0,,1167283000.0,,142282000.0,,166013000.0,102927000.0,-11120000.0,,,1925954000.0,183643000.0,162345000.0,15355000.0,23078000.0,,541350000.0,,881532000.0,,,1567059000.0,,,294182000.0,,66104000.0,,,23940000.0,295410000.0,1167283000.0,-21944000.0,728756000.0,,,,,9285000.0,217234000.0,-99615000.0,,-11120000.0,2.64,-11120000.0,162345000.0,,63086000.0,93794000.0,-4623000.0,541350000.0,,49708000.0,75279000.0,,358895000.0,1219000.0,,50185000.0,102927000.0,,25107000.0,,1056837000.0,,261175000.0,800272000.0,216996000.0,295410000.0,367011000.0,162345000.0,-38476000.0,1994000.0,,50185000.0,72530000.0,399000.0,,183643000.0,-17935000.0,269799000.0,304133000.0,,,,57474000.0,-68474000.0,,,162345000.0,728756000.0,-186000.0,,23078000.0,38616000.0,-649790000.0,162345000.0,,230819000.0,,,24770000.0,,,162345000.0,15355000.0,1567059000.0,1706627000.0,,72530000.0,7047000.0,,,,294182000.0,-51955000.0,75279000.0,,-173230000.0,-18840000.0,102927000.0,,94619000.0,223000.0,,,,,,,-150892000.0,,-148135000.0,69918000.0,,,-38290000.0,-15822000.0,-1643000.0,-137335000.0,1706627000.0,270460000.0,,,38616000.0,,,,30667000.0,,57474000.0,399000.0,1056837000.0,1152156000.0,-6815000.0,2980000.0,,270624000.0,,137709000.0,,142282000.0,-141788000.0,49708000.0,-649790000.0,-58747000.0,-1745000.0,8118000.0,,,,,,,,,,,,,
1225411200,,772222000.0,,273541000.0,7535000.0,,,,,377654000.0,,,,,,269295000.0,,,36922000.0,142282000.0,,,,-34504000.0,,,1865185000.0,223381000.0,,,,,,,,-0.93,,1595890000.0,,,,,,,,25078000.0,303385000.0,1149876000.0,7344000.0,,,,,36922000.0,-24717000.0,,,,-34504000.0,,-34504000.0,,,,,-18010000.0,491778000.0,,67718000.0,57063000.0,82343000.0,,1478000.0,,,,65421000.0,25258000.0,,,,177498000.0,,,,,102668000.0,-45966000.0,,,44468000.0,,400000.0,,,-53913000.0,,162345000.0,-0.93,,,,,,,,688111000.0,-2582000.0,,41988000.0,,-672615000.0,102668000.0,,,,,,,,102668000.0,354000.0,,,,72463000.0,7947000.0,,,,73348000.0,-19188000.0,,,-64630000.0,40997000.0,,,,,,,,,,,,,,50919000.0,,,-43384000.0,-49975000.0,,,1750375000.0,152781000.0,,,,,,,,,156188000.0,,1077760000.0,,-19409000.0,,,,,760000.0,,,-59677000.0,,,-7412000.0,,-24897000.0,,,,,,,,,,,,,
1233360000,,807060000.0,,334086000.0,81569000.0,,,,,335737000.0,,,,,,295571000.0,,,36663000.0,167950000.0,,,,60545000.0,,,1917597000.0,221814000.0,,,,,,,,1.66,,1622026000.0,,,,,,,,27438000.0,42931000.0,1142797000.0,-1537000.0,,,,,36570000.0,134403000.0,,,247329000.0,64333000.0,,60545000.0,,,,,15529000.0,491777000.0,,52189000.0,93469000.0,,,1075000.0,,,,96396000.0,27860000.0,,,,254393000.0,,,,,139172000.0,-70181000.0,,,50495000.0,,400000.0,,,96957000.0,,102668000.0,1.65,,,,,,,,743882000.0,2165000.0,,39112000.0,,-697225000.0,139172000.0,,,,,,,,139172000.0,304000.0,,,,79785000.0,7295000.0,,,,56758000.0,35392000.0,,,-9060000.0,-59406000.0,,,,,,,,,,33315000.0,,,,115745000.0,,,-34176000.0,106543000.0,,,1781256000.0,388796000.0,,,,,,,,,0.0,,1084031000.0,,36412000.0,,,,,-3321000.0,,,36504000.0,,,-7460000.0,,131690000.0,,,,,,,,,,,,,
1241049600,,845100000.0,,395725000.0,31818000.0,,,,,253433000.0,,,,,,308823000.0,,,36574000.0,167950000.0,,,,61639000.0,,,1940651000.0,221462000.0,,,,,,,,1.69,,1631828000.0,,,,,,,,27582000.0,41154000.0,1098533000.0,-453000.0,,,,,36574000.0,135368000.0,,,276952000.0,61639000.0,,61639000.0,,,,,6522000.0,491668000.0,,45667000.0,131970000.0,42516000.0,,-410000.0,,,,75092000.0,27788000.0,,,,198115000.0,,,,,170537000.0,-9467000.0,,,47729000.0,,400000.0,,,98376000.0,,139172000.0,1.68,,,,,0.0,,,808540000.0,62000.0,-7676000.0,34761000.0,,-723297000.0,170537000.0,,,,,,2641000.0,,170537000.0,350000.0,,,,79607000.0,6490000.0,,,,49657000.0,37345000.0,,,-515000.0,-96935000.0,,,,,,,,,,32156000.0,,,,41347000.0,,,-9529000.0,107580000.0,,,1789462000.0,333483000.0,,,,,,,,,0.0,,1066165000.0,,36737000.0,,,,2552000.0,2465000.0,,,31365000.0,,,0.0,,132448000.0,,,,,,,,,,,,,
1248998400,,837011000.0,,356995000.0,-93137000.0,-163590000.0,106134000.0,,36000.0,251348000.0,1.34,,356995000.0,1884480000.0,,228988000.0,,1088359000.0,,167950000.0,,79594000.0,48950000.0,-38730000.0,,,1884480000.0,233169000.0,69298000.0,352000.0,20318000.0,,491608000.0,,762577000.0,,,1655492000.0,,,245536000.0,,27785000.0,5460000.0,,27115000.0,0.0,1088359000.0,-939000.0,765295000.0,311485000.0,,,,-30643000.0,-5300000.0,-22367000.0,311485000.0,-38730000.0,1.33,-38730000.0,69298000.0,,30644000.0,107213000.0,-3280000.0,491608000.0,,48947000.0,112234000.0,,228988000.0,844000.0,,58063000.0,48950000.0,,27371000.0,,1057658000.0,,132571000.0,837011000.0,134276000.0,0.0,251348000.0,69298000.0,-19011000.0,,,58063000.0,79429000.0,400000.0,-141039000.0,233169000.0,-61826000.0,214355000.0,170537000.0,,,,0.0,-93047000.0,0.0,,69298000.0,765295000.0,391000.0,-3943000.0,20318000.0,36673000.0,-744700000.0,69298000.0,,162345000.0,,,1793000.0,-10832000.0,,69298000.0,352000.0,1655492000.0,1802358000.0,,79429000.0,5816000.0,,,,245536000.0,-22782000.0,112234000.0,,-8493000.0,-48246000.0,48950000.0,,108277000.0,,,-38170000.0,,,,5460000.0,-106491000.0,,-144625000.0,-73735000.0,,,-19402000.0,-58014000.0,761000.0,-82698000.0,1802358000.0,101928000.0,,,36546000.0,-7833000.0,,,27548000.0,,0.0,400000.0,1057658000.0,976988000.0,-23096000.0,30767000.0,,214411000.0,2947000.0,-5204000.0,10741000.0,167950000.0,-101239000.0,48947000.0,-744700000.0,-7495000.0,4415000.0,-28895000.0,,,,,,,,,,,,,
1256947200,,794047000.0,,315822000.0,-65704000.0,,,,,337859000.0,,,,,,170877000.0,,,36201000.0,167950000.0,,,,-41173000.0,,,1870130000.0,216135000.0,,,,,,,,-1.14,,1699253000.0,,,,,,,,27184000.0,33269000.0,1131906000.0,901000.0,,,,,36201000.0,-43504000.0,,,366748000.0,-43511000.0,,-41173000.0,,,,,-13832000.0,489919000.0,,62779000.0,87993000.0,,,230000.0,,,,,21210000.0,,,,124268000.0,,,,,13019000.0,-12050000.0,,,32821000.0,,401000.0,,,-69065000.0,,69298000.0,-1.14,,,,,,,,726597000.0,8703000.0,-29636000.0,48822000.0,,-771354000.0,13019000.0,,,,,,25242000.0,,13019000.0,1862000.0,,,,79353000.0,4835000.0,,,,330272000.0,-25554000.0,,,722000.0,1638000.0,,,,,,,,,,5725000.0,,,,-44951000.0,,,-20753000.0,-64714000.0,,,1823287000.0,80764000.0,,,,,,,,,0.0,,1051933000.0,,-25554000.0,,,,3464000.0,-2085000.0,,,-56279000.0,,,0.0,,-37046000.0,,,,,,,,,,,,,
1264896000,,822750000.0,,356512000.0,43590000.0,,,,,351608000.0,,,,,,222231000.0,,,36754000.0,167950000.0,,,,40690000.0,,,1956065000.0,219077000.0,,,,,,,,1.12,,1733834000.0,,,,,,,,27772000.0,32661000.0,1174358000.0,1463000.0,,,,,36245000.0,101301000.0,,,414501000.0,45079000.0,,40690000.0,,,,,11138000.0,489865000.0,,51641000.0,113808000.0,,,12000.0,,,,,27772000.0,,,,199223000.0,,,,,58008000.0,-15509000.0,,,45366000.0,,401000.0,,,69792000.0,,13019000.0,1.11,,,,,,,,770188000.0,-8937000.0,-56552000.0,51684000.0,,-796594000.0,58008000.0,,,,,,-12545000.0,,58008000.0,1870000.0,,,,79167000.0,4148000.0,,,,339256000.0,24713000.0,,,1416000.0,-40462000.0,,,,,,,,,,10482000.0,,,,59082000.0,,,-15492000.0,73529000.0,,,1836149000.0,300524000.0,,,,,,,,,0.0,,1039555000.0,,24713000.0,,,,2904000.0,-924000.0,,,44989000.0,,,0.0,,101712000.0,,,,,,,,,,,,,
1272585600,,838604000.0,,429301000.0,30024000.0,,,,,249456000.0,,,,,,186718000.0,,,36762121.0,168197000.0,,,,72789000.0,,,1944839000.0,196693000.0,,,,,,,,2.01,,1758121000.0,,,,,,,,27812000.0,32481000.0,1088060000.0,-29146000.0,,,,,36271000.0,146117000.0,,,445885000.0,76391000.0,,72789000.0,,,,,8972000.0,489822000.0,,42669000.0,152089000.0,31363000.0,,838000.0,,,,75643000.0,27794000.0,,,,204137000.0,,,,,51147000.0,-20237000.0,,,35039000.0,,402000.0,,,115629000.0,,58008000.0,1.98,,,,,0.0,,,842964000.0,-7681000.0,-58000.0,46037000.0,,-823420000.0,51147000.0,,,,,,10333000.0,,51147000.0,1851000.0,,,,86581000.0,3673000.0,,,,37717000.0,39238000.0,,,-29204000.0,-103251000.0,,,,,,,,,,10022000.0,,,,42580000.0,,,-12556000.0,118323000.0,,,1848397000.0,350254000.0,,,,,,,,,0.0,,1024977000.0,,39238000.0,,,,2611000.0,-2698000.0,,,-6861000.0,,,0.0,,147114000.0,,,,,,,,,,,,,
1280534400,,830498000.0,,387380000.0,-40917000.0,-147080000.0,69309000.0,,-7645000.0,289924000.0,0.84,,387380000.0,1922809000.0,,170745000.0,,1120422000.0,,181085000.0,,53797000.0,30385000.0,-41921000.0,,,1922809000.0,197160000.0,14745000.0,1869000.0,20843000.0,,524842000.0,,694157000.0,,,1752064000.0,,,255326000.0,,-33007000.0,32729000.0,,27870000.0,0.0,1120422000.0,177000.0,788770000.0,422164000.0,,,,-29439000.0,-7533000.0,-14999000.0,422164000.0,-42184000.0,0.83,-41921000.0,14745000.0,,18022000.0,110638000.0,-5626000.0,524842000.0,,48295000.0,108496000.0,,170745000.0,704000.0,,53622000.0,30385000.0,,28402000.0,,1027390000.0,,166529000.0,830498000.0,35950000.0,0.0,289924000.0,14745000.0,-35756000.0,,,53622000.0,89273000.0,401000.0,-106309000.0,197160000.0,-62559000.0,181950000.0,51147000.0,,,,0.0,-54553000.0,-15870000.0,,14745000.0,788770000.0,270000.0,-20063000.0,20843000.0,36212000.0,-846226000.0,14745000.0,,69298000.0,,,2003000.0,-17343000.0,,14745000.0,1869000.0,1752064000.0,1873616000.0,,89273000.0,4859000.0,,,,255326000.0,-42824000.0,108496000.0,,20115000.0,-5005000.0,35775000.0,,105166000.0,,,-15870000.0,,,,32729000.0,-68957000.0,,-83552000.0,-20761000.0,,,-20156000.0,-57841000.0,652000.0,-6951000.0,1873616000.0,137090000.0,,,36212000.0,5687000.0,,,17515000.0,,0.0,401000.0,1027390000.0,868632000.0,-20375000.0,-4427000.0,,174475000.0,2864000.0,-1826000.0,11843000.0,181085000.0,-36402000.0,48295000.0,-846226000.0,-14999000.0,-26605000.0,-29830000.0,,,,,,,,,,,,,
1288483200,,818279000.0,,344357000.0,81272000.0,,,,,338176000.0,,,,,,177622000.0,,,35938000.0,271732000.0,,,,-43023000.0,,,1918790000.0,239068000.0,,,,,,,,-1.2,,1741168000.0,,,,,,,,27732000.0,36478000.0,1156455000.0,713000.0,,,,,35938000.0,-36616000.0,,,296981000.0,-43060000.0,,-43023000.0,,,,,-14117000.0,513007000.0,,64230000.0,66204000.0,,,872000.0,,,,,27732000.0,,,,271034000.0,,,,,19578000.0,-97355000.0,,,35120000.0,,402000.0,,,-71174000.0,,14745000.0,-1.2,,,,,-60528000.0,,,748141000.0,74000.0,-116698000.0,45782000.0,,-871489000.0,19578000.0,,,,,,22318000.0,,19578000.0,1958000.0,,,,89433000.0,7936000.0,,,,303794000.0,-28114000.0,,,-15985000.0,27185000.0,,,,,,,,,,32424000.0,,,,118173000.0,,,-36901000.0,-64348000.0,,,1918033000.0,234418000.0,,,,,,,,,0.0,,1046544000.0,,-28114000.0,,,,3290000.0,131140000.0,,,4833000.0,,,,,-35506000.0,,,,,,,,,,,,,
1296432000,,843788000.0,,398908000.0,100546000.0,,,,,337302000.0,,,,,,270059000.0,,,35991000.0,271105000.0,,,,54551000.0,,,2001793000.0,238776000.0,,,,,,,,1.52,,1731734000.0,,,,,,,,30276000.0,44163000.0,1181090000.0,-2174000.0,,,,,35991000.0,127737000.0,,,281699000.0,54557000.0,,54551000.0,,,,,9644000.0,495049000.0,,54586000.0,109963000.0,100614000.0,,-262000.0,,,,,30276000.0,,,,260407000.0,,,,,97251000.0,-25316000.0,,,55123000.0,,403000.0,,,88766000.0,,19578000.0,1.48,,,,,0.0,,,806439000.0,-330000.0,-109369000.0,47199000.0,,-899017000.0,97251000.0,,,,,,-20093000.0,,97251000.0,2708000.0,,,,90269000.0,8659000.0,,,,,34209000.0,,,-22543000.0,-10789000.0,,,,,,,,,,,,,,125532000.0,,,-24986000.0,97461000.0,,,1943515000.0,388144000.0,,,,,,,,,0.0,,1044498000.0,,34209000.0,,,,3147000.0,14132000.0,,,77673000.0,,,,,127701000.0,,,,,,,,,,,,,
1304121600,,912356000.0,,475775000.0,35958000.0,,,,,226721000.0,,,,,,323241000.0,,,36869000.0,267569000.0,,,,76867000.0,,,2038938000.0,237504000.0,,,,,,,,2.13,,1715697000.0,,,,,,,,30937000.0,47377000.0,1139077000.0,-7803000.0,,,,,36038000.0,173028000.0,,,282162000.0,76840000.0,,76867000.0,,,,,9349000.0,490479000.0,,45237000.0,184373000.0,38589000.0,,-8805000.0,,,,52141000.0,30937000.0,,,,241446000.0,,,,,168596000.0,-11791000.0,,,46417000.0,,403000.0,,,124885000.0,,97251000.0,2.08,,,,,0.0,,,885909000.0,-109000.0,-346701000.0,49989000.0,,-927557000.0,168596000.0,,,,,,8003000.0,,168596000.0,45357000.0,,,,91285000.0,8515000.0,,,,42619000.0,48045000.0,,,35496000.0,-128824000.0,,,,,,,,,,1296000.0,,,,47640000.0,,,-11682000.0,142091000.0,,,1954861000.0,414474000.0,,,,,,,,,13252000.0,,1027304000.0,,48045000.0,,,,2901000.0,8565000.0,,,71345000.0,,,,,164337000.0,,,,,,,,,,,,,
1312070400,,859335000.0,,416458000.0,-46129000.0,-99408000.0,97588000.0,,-204000.0,243182000.0,0.96,,416458000.0,1946236000.0,,245624000.0,,1102517000.0,,268058000.0,,55520000.0,34489000.0,-53906000.0,,-5411000.0,1946236000.0,235429000.0,70143000.0,1045000.0,21340000.0,,490698000.0,66044000.0,951501000.0,,,1700612000.0,,,55456000.0,,171647000.0,20778000.0,,29012000.0,0.0,1102517000.0,-1165000.0,829723000.0,273663000.0,,,,-48604000.0,159696000.0,0.0,273663000.0,-53915000.0,0.94,-53906000.0,70143000.0,58408000.0,21098000.0,117957000.0,-7634000.0,490698000.0,,54007000.0,133208000.0,66044000.0,245624000.0,-951000.0,,58529000.0,34489000.0,58408000.0,29012000.0,,1021736000.0,,178614000.0,859335000.0,267287000.0,0.0,243182000.0,70143000.0,-23726000.0,,,58529000.0,91098000.0,403000.0,-616861000.0,235429000.0,-86957000.0,207118000.0,168596000.0,,,,11741000.0,55398000.0,-1816000.0,,70143000.0,829723000.0,161000.0,-44093000.0,21340000.0,36754000.0,-947106000.0,70143000.0,,14745000.0,,,-9146000.0,-11866000.0,,70143000.0,1045000.0,1700612000.0,1968842000.0,,91098000.0,8531000.0,,,,55456000.0,-21946000.0,133208000.0,,-50669000.0,13020000.0,34422000.0,,117957000.0,,,-62344000.0,,,,20778000.0,-95640000.0,,-158188000.0,-24058000.0,,,-22071000.0,-77616000.0,-2758000.0,-53701000.0,1968842000.0,130010000.0,,,36009000.0,-1638000.0,,,33641000.0,,11741000.0,403000.0,1021736000.0,1167046000.0,-33042000.0,32194000.0,,215545000.0,3155000.0,5859000.0,12493000.0,268058000.0,-98453000.0,54007000.0,-947106000.0,,-10429000.0,-49414000.0,,,,,,,,,,,,,
1320019200,,825770000.0,,355318000.0,-12668000.0,,,,,337223000.0,,,,,,221591000.0,,,36066000.0,268058000.0,,,,-55709000.0,,,1940348000.0,236275000.0,,,,,,,,-1.54,,1718757000.0,,,,,,,,28930000.0,46183000.0,1162993000.0,1000000.0,,,,,36066000.0,-55330000.0,,,263130000.0,-55734000.0,,-55709000.0,,,,,-21782000.0,490377000.0,,75789000.0,99118000.0,123364000.0,,316000.0,,,,68893000.0,28930000.0,,,-5429000.0,171703000.0,,,,,44738000.0,-51139000.0,,,29627000.0,,405000.0,,,-92121000.0,,70143000.0,-1.54,,,,,,,,763430000.0,-478000.0,-303000.0,57822000.0,,-972778000.0,44738000.0,,,,,,29991000.0,,44738000.0,1063000.0,,,,91360000.0,8241000.0,,,,93922000.0,-36386000.0,,,-12601000.0,89609000.0,,,,,,,,,,19568000.0,,,,38335000.0,,,-51003000.0,-84260000.0,,,2022804000.0,116373000.0,,,,,,,,,9163000.0,,1050026000.0,,-36387000.0,,,,4032000.0,7884000.0,,,-25405000.0,,,-7869000.0,,-54950000.0,,,,,,,,,,,,,
1327968000,,855893000.0,,396335000.0,56871000.0,,,,,322100000.0,,,,,,279885000.0,,,36005000.0,268058000.0,,,,46389000.0,,,1999235000.0,235629000.0,,,,,,,,1.29,,1719350000.0,,,,,,,,33050000.0,45997000.0,1177993000.0,-89000.0,,,,,36005000.0,118187000.0,,,257169000.0,46421000.0,,46389000.0,,,,,13160000.0,490302000.0,,62594000.0,129962000.0,104570000.0,,-741000.0,,,,97009000.0,33050000.0,,,-5372000.0,255145000.0,,,,,95642000.0,-42609000.0,,,48430000.0,,405000.0,,,76164000.0,,44738000.0,1.27,,,,,,,,807261000.0,-426000.0,-56080000.0,56998000.0,,-988855000.0,95642000.0,,,,,,-20072000.0,,95642000.0,1058000.0,,,,90196000.0,8542000.0,,,,73268000.0,29742000.0,,,-5541000.0,-18573000.0,,,,,,,,,,19569000.0,,,,99054000.0,,,-42183000.0,85137000.0,,,2046785000.0,373332000.0,,,,,,,,,0.0,,1057930000.0,,29743000.0,,,,2788000.0,5626000.0,,,50904000.0,,,0.0,,117756000.0,,,,,,,,,,,,,
1335744000,,908840000.0,,469148000.0,81843000.0,,,,,244171000.0,,,,,,337817000.0,,,36704000.0,269678000.0,,,,79569000.0,,,2049739000.0,233923000.0,,,,,,,,2.21,,1711922000.0,,,,,,,,33265000.0,44024000.0,1153011000.0,867000.0,,,,,36032000.0,173762000.0,,,248262000.0,79528000.0,,79569000.0,,,,,7128000.0,489757000.0,,56237000.0,185160000.0,68182000.0,,228000.0,,,,76712000.0,33266000.0,,,-6758000.0,247383000.0,,,,,147110000.0,-38674000.0,,,65133000.0,,405000.0,,,132281000.0,,95642000.0,2.17,,,,,,,,882736000.0,-40000.0,-619000.0,55671000.0,,-1019387000.0,147110000.0,,,,,,-11809000.0,,147110000.0,1119000.0,,,,93715000.0,8461000.0,,,,52844000.0,52752000.0,,,-6510000.0,-78718000.0,,61000.0,,,,,,,,19005000.0,,,,96656000.0,,,-14813000.0,140496000.0,,,2075630000.0,421145000.0,,,,,,,,,0.0,,1056243000.0,,52753000.0,,,,2529000.0,7299000.0,,,51468000.0,,,0.0,,173762000.0,,,,,,,,,,,,,
1343692800,,862037000.0,,408662000.0,-73252000.0,-8666000.0,60795000.0,-255000.0,150000.0,249249000.0,0.46,,408662000.0,1927614000.0,,232370000.0,,1111286000.0,,269769000.0,,27092000.0,16453000.0,-53797000.0,,-24249000.0,1927614000.0,232869000.0,46053000.0,990000.0,15959000.0,,489775000.0,78793000.0,836018000.0,,,1695244000.0,,,56508000.0,,52794000.0,20721000.0,,32336000.0,0.0,1111286000.0,366000.0,802311000.0,237668000.0,,,,-48242000.0,28871000.0,-30365000.0,237668000.0,-53825000.0,0.45,-53797000.0,46053000.0,70995000.0,10701000.0,127581000.0,-9359000.0,489775000.0,,65873000.0,139393000.0,78793000.0,232370000.0,-93000.0,,65743000.0,16453000.0,70995000.0,32336000.0,,1049207000.0,-6690000.0,161786000.0,862037000.0,185419000.0,0.0,249249000.0,46053000.0,-23532000.0,,,65743000.0,92070000.0,405000.0,-57052000.0,232869000.0,-89232000.0,188473000.0,147110000.0,,,,0.0,-24090000.0,0.0,,46053000.0,802311000.0,1094000.0,-50000.0,15959000.0,36004000.0,-1041634000.0,46053000.0,,70143000.0,,,-272000.0,-687000.0,,46053000.0,990000.0,1695244000.0,2090841000.0,,92070000.0,8574000.0,,,,56508000.0,-36865000.0,139393000.0,,-28870000.0,-984000.0,16391000.0,-255000.0,127581000.0,,,-23479000.0,,,,20721000.0,-132625000.0,,-155954000.0,-48626000.0,,,-24626000.0,-80578000.0,-10853000.0,-53522000.0,2090841000.0,113544000.0,,,36004000.0,-2577000.0,,,33800000.0,,0.0,405000.0,1049207000.0,1024394000.0,-35407000.0,9243000.0,,188376000.0,2650000.0,8062000.0,11999000.0,269769000.0,-101057000.0,65873000.0,-1041634000.0,-22496000.0,2144000.0,-48322000.0,,,,,,,,,,,,,
