,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
1230681600,7824000000.0,,16752000000.0,285000000.0,,554000000.0,1455482170.0,20577000000.0,551000000.0,-0.09,337000000.0,8928000000.0,26385000000.0,,-3240000000.0,12866000000.0,20577000000.0,,7701000000.0,2003914990.0,3620000000.0,286000000.0,717000000.0,,-1480417750.0,33041000000.0,92000000.0,,20175000000.0,1586000000.0,33041000000.0,17890000000.0,-698000000.0,,,-186000000.0,3441000000.0,,2992000000.0,,,1474000000.0,,406965920.0,,991420000.0,,-3257000000.0,16752000000.0,284000000.0,4681000000.0,,284000000.0,2576000000.0,3000000.0,16243000000.0,,0.0,2418683910.0,3620000000.0,1190000000.0,,3636000000.0,-1480417750.0,-1479510450.0,,3441000000.0,-312917220.0,,3837000000.0,,-452605450.0,996714000.0,3371000000.0,3620000000.0,12866000000.0,,3636000000.0,,,3837000000.0,1446000000.0,4681000000.0,5225274880.0,-787590.0,3484000000.0,,,3975000000.0,8928000000.0,7824000000.0,-186000000.0,194000000.0,,2456911280.0,1528000000.0,-1726000000.0,3975000000.0,-1290367230.0,,2403892030.0,1474000000.0,,,,16243000000.0,3620000000.0,-5218000000.0,-2578099700.0,523000000.0,,,-3575000000.0,-4559000000.0,8877000000.0,,1586000000.0,8043000000.0,,-215000000.0,3620000000.0,,20175000000.0,,6517000000.0,3620000000.0,,,717000000.0,,1612753440.0,,430426400.0,,,584000000.0,-5316000000.0,,,,2992000000.0,-3240000000.0,-0.09,,,,-892000000.0,7643958790.0,8043000000.0,,-178000000.0,7944000000.0,,14791880.0,41000000.0,-262709100.0,-291957580.0,-3089000000.0,1747439750.0,,,,,246000000.0,7701000000.0,,3484000000.0,523000000.0,,,136344030.0,194000000.0,,1622000000.0,-295602670.0,-3575000000.0,,1191672990.0,8495000000.0,3371000000.0,-4559000000.0,,,208757800.0,-374526720.0,,,,,,,,,,,,
1238457600,7759000000.0,,,,,,-475000000.0,,,,,8798000000.0,,,,11897000000.0,,,7583000000.0,1431000000.0,,,,,-57000000.0,,,,19857000000.0,,31754000000.0,,,,,,,,,-0.06,,1505000000.0,,332000000.0,,,,,16557000000.0,239000000.0,2815000000.0,,,,,,,0.0,1642000000.0,,,,,-57000000.0,-57000000.0,,3825000000.0,429000000.0,596000000.0,,,0.0,,3333000000.0,4000000000.0,,,3634000000.0,,923299000.0,,,,3433000000.0,,,-0.06,,,,,,,,3620000000.0,,,4514000000.0,-227000000.0,-35000000.0,1828000000.0,,,,,15145000000.0,,,0.0,,,,,,,,702000000.0,,625000000.0,,4000000000.0,,,,,4000000000.0,138000000.0,,709000000.0,,-585000000.0,,405000000.0,,,,,,,,2285000000.0,,,,,,,5075000000.0,,,,,,-186000000.0,,222000000.0,-169000000.0,,-306000000.0,,925718000.0,,,,,,3486000000.0,469000000.0,,,-171000000.0,,9000000.0,,2000000.0,,,345000000.0,,,,,,243000000.0,,,,,,,,,,,,,
1246320000,7690000000.0,,,,,,232000000.0,,,,,7983000000.0,,,,11244000000.0,,,7449000000.0,1435000000.0,,,,,44000000.0,,,,17801000000.0,,29045000000.0,,,,,,,,,0.05,,1943000000.0,,346000000.0,,,,,15673000000.0,245000000.0,881000000.0,,,,,,,-634000000.0,1790000000.0,,,,,44000000.0,45000000.0,,3745000000.0,-185000000.0,149000000.0,,,0.0,,3216000000.0,3589000000.0,,,3217000000.0,,925244000.0,,,,3440000000.0,,,0.05,,,,,,,,4000000000.0,,,4358000000.0,5000000.0,-55000000.0,1782000000.0,,,,,13325000000.0,,,0.0,,,,,,,,643000000.0,,81000000.0,,3589000000.0,,,,,3589000000.0,79000000.0,,684000000.0,,126000000.0,,384000000.0,,,,,,,,2560000000.0,,,,,,,5230000000.0,,,,,,8000000.0,,-674000000.0,-214000000.0,,446000000.0,,927918000.0,,,,,,3423000000.0,465000000.0,,,-15000000.0,,6000000.0,,1000000.0,,,-413000000.0,,,,,,430000000.0,,,,,,,,,,,,,
1254268800,7291000000.0,,,,,,414000000.0,,,,,8686000000.0,,,,11933000000.0,,,7242000000.0,1371000000.0,,,,,174000000.0,,,,17442000000.0,,29375000000.0,,,,,,,,,0.19,,1796000000.0,,362000000.0,-28000000.0,,,,15977000000.0,270000000.0,987000000.0,,,,,,,0.0,1976000000.0,,,,,174000000.0,176000000.0,,3598000000.0,-325000000.0,150000000.0,,,0.0,,3296000000.0,3734000000.0,,-76000000.0,3070000000.0,,926461000.0,,,,3645000000.0,0.0,,0.19,,,,,,,,3589000000.0,,,4165000000.0,193000000.0,-191000000.0,1739000000.0,,,,,13345000000.0,,,209000000.0,,34000000.0,,,,,,689000000.0,,-8000000.0,,3734000000.0,,,,,3734000000.0,79000000.0,,757000000.0,,-27000000.0,,372000000.0,,,,,,,,3044000000.0,,,,,,,5621000000.0,,,,,,237000000.0,,51000000.0,-56000000.0,,470000000.0,,930512000.0,,,,,,3326000000.0,628000000.0,,,56000000.0,,6000000.0,,2000000.0,,,196000000.0,,,,,,634000000.0,,,,,,,,,,,,,
1262217600,7833000000.0,,15883000000.0,-222000000.0,29000000.0,925000000.0,754000000.0,15947000000.0,614000000.0,0.44,-227000000.0,8050000000.0,23189000000.0,,,11909000000.0,15947000000.0,,7362000000.0,1656000000.0,4386000000.0,100000000.0,627000000.0,,251000000.0,30527000000.0,448000000.0,,18618000000.0,627000000.0,30527000000.0,15110000000.0,-634000000.0,,,410000000.0,3640000000.0,,2870000000.0,,,1929000000.0,,429000000.0,,925481000.0,,,15883000000.0,281000000.0,2234000000.0,,281000000.0,718000000.0,14000000.0,14595000000.0,,8000000.0,2671000000.0,4386000000.0,1469000000.0,,3134000000.0,251000000.0,260000000.0,,3640000000.0,-138000000.0,530000000.0,3683000000.0,,0.0,929037000.0,2913000000.0,4386000000.0,11909000000.0,539000000.0,3134000000.0,-479000000.0,,3683000000.0,1545000000.0,2234000000.0,4592000000.0,0.0,3252000000.0,,,4161000000.0,8050000000.0,7833000000.0,410000000.0,194000000.0,,3734000000.0,2308000000.0,-252000000.0,4161000000.0,477000000.0,-13000000.0,2116000000.0,1929000000.0,,,,14595000000.0,4386000000.0,781000000.0,614000000.0,703000000.0,-164000000.0,,-545000000.0,-4802000000.0,3620000000.0,,627000000.0,8054000000.0,,0.0,4386000000.0,,18618000000.0,,5893000000.0,4386000000.0,95000000.0,,627000000.0,,264000000.0,,470000000.0,,,530000000.0,-294000000.0,,,,95000000.0,,0.44,,,,-620000000.0,7263000000.0,8054000000.0,,424000000.0,7465000000.0,-6000000.0,555000000.0,687000000.0,-144000000.0,-181000000.0,-219000000.0,935000000.0,,,,,391000000.0,7362000000.0,,3252000000.0,3478000000.0,,,230000000.0,194000000.0,,1631000000.0,454000000.0,29000000.0,,653000000.0,8079000000.0,2913000000.0,-4802000000.0,,,1001000000.0,,,,,,,,,,,,,
1269993600,7917000000.0,,,,,,-118000000.0,,,,,9290000000.0,,,,12397000000.0,,,7813000000.0,1417000000.0,,,,,200000000.0,,,,19469000000.0,,31866000000.0,,,,,,,,,0.21,,2126000000.0,,338000000.0,-82000000.0,,,,17207000000.0,165000000.0,2409000000.0,,,,,,,24000000.0,2178000000.0,,,,,200000000.0,201000000.0,,3543000000.0,-109000000.0,506000000.0,,,0.0,,3302000000.0,4388000000.0,,-239000000.0,3389000000.0,,927738000.0,,,,3499000000.0,,,0.22,,,,,,,,4386000000.0,,,4338000000.0,320000000.0,-3000000.0,1789000000.0,,,,,14605000000.0,,,0.0,,-14000000.0,,,,,,702000000.0,,3000000.0,,4388000000.0,,,,,4388000000.0,80000000.0,,919000000.0,,-511000000.0,,375000000.0,,,,,,,,2840000000.0,,,,,,,5677000000.0,,,,,,389000000.0,,32000000.0,-146000000.0,,28000000.0,,936484000.0,,,,,,3302000000.0,766000000.0,,,126000000.0,,,,0.0,,,-49000000.0,,,,,,738000000.0,,,,,,,,,,,,,
1277856000,7682000000.0,,,,,,377000000.0,,,,,10835000000.0,,,,13520000000.0,,,8589000000.0,1496000000.0,,,,,259000000.0,,,,20794000000.0,,34314000000.0,,,,,,,,,0.27,,2307000000.0,,349000000.0,,,,,18517000000.0,191000000.0,2478000000.0,,,,,,,-277000000.0,2281000000.0,,,,,259000000.0,262000000.0,,3053000000.0,-250000000.0,519000000.0,,,0.0,,3928000000.0,4493000000.0,,-354000000.0,4132000000.0,,939690000.0,,,,3910000000.0,,,0.28,,,,,,,,4388000000.0,,,4612000000.0,333000000.0,-21000000.0,1877000000.0,,,,,15736000000.0,,,-107000000.0,,-23000000.0,,,,,,831000000.0,,,,4493000000.0,,,,,4493000000.0,88000000.0,,1746000000.0,,-32000000.0,,398000000.0,,,,,,,,3462000000.0,,,,,,,6191000000.0,,,,,,404000000.0,,-270000000.0,-185000000.0,,562000000.0,,948708000.0,,,,,,3430000000.0,763000000.0,,,82000000.0,,,,4000000.0,,,42000000.0,,,,,,770000000.0,,,,,,,,,,,,,
1285804800,6684000000.0,,,,,,-339000000.0,,,,,9934000000.0,,,,13355000000.0,,,7830000000.0,1452000000.0,,,,,524000000.0,,,,19096000000.0,,32451000000.0,,,,,,,,,0.55,,1700000000.0,,354000000.0,,,,,16618000000.0,181000000.0,2275000000.0,,,,,,,13000000.0,2335000000.0,,,,,524000000.0,524000000.0,,2778000000.0,-61000000.0,481000000.0,,,0.0,,4156000000.0,4385000000.0,,-479000000.0,3577000000.0,,945734000.0,,,,3824000000.0,0.0,,0.55,,,,,,,,4493000000.0,,,4135000000.0,598000000.0,-29000000.0,1818000000.0,,,,,15777000000.0,,,-527000000.0,,-21000000.0,,,,,,623000000.0,,,,4385000000.0,,,,,4385000000.0,92000000.0,,1687000000.0,,-699000000.0,,392000000.0,,,,,,,,3317000000.0,,,,,,,6159000000.0,,,,,,517000000.0,,9000000.0,-347000000.0,,8000000.0,,954206000.0,,,,,,3269000000.0,733000000.0,,,77000000.0,,,,2000000.0,,,-44000000.0,,,,,,1044000000.0,,,,,,,,,,,,,
1293753600,6419000000.0,,17177000000.0,-509000000.0,65000000.0,1204000000.0,1284000000.0,15416000000.0,2065000000.0,1.53,92000000.0,10758000000.0,25419000000.0,,,14597000000.0,15416000000.0,,8035000000.0,1616000000.0,5833000000.0,509000000.0,1840000000.0,,463000000.0,32269000000.0,1943000000.0,,17672000000.0,465000000.0,32269000000.0,15873000000.0,-296000000.0,,,1446000000.0,2818000000.0,,3691000000.0,,,1714000000.0,,381000000.0,34000000.0,939861000.0,,,17177000000.0,181000000.0,554000000.0,291000000.0,181000000.0,268000000.0,-4000000.0,15046000000.0,,9000000.0,2752000000.0,5833000000.0,1422000000.0,,2995000000.0,463000000.0,465000000.0,,2818000000.0,-282000000.0,171000000.0,4355000000.0,,0.0,947725000.0,3865000000.0,5833000000.0,14597000000.0,367000000.0,2995000000.0,,,4124000000.0,2156000000.0,554000000.0,4640000000.0,0.0,3265000000.0,,,4198000000.0,10758000000.0,6419000000.0,1446000000.0,197000000.0,,4385000000.0,3701000000.0,-79000000.0,4198000000.0,692000000.0,-170000000.0,1997000000.0,1714000000.0,,,,15046000000.0,5833000000.0,1358000000.0,92000000.0,1318000000.0,-21000000.0,,-96000000.0,-5060000000.0,4386000000.0,,465000000.0,8325000000.0,86000000.0,0.0,5833000000.0,,17672000000.0,,5981000000.0,5833000000.0,76000000.0,,1840000000.0,,733000000.0,,411000000.0,,,171000000.0,-223000000.0,,,,3691000000.0,,1.54,291000000.0,,,-952000000.0,7392000000.0,8325000000.0,,1452000000.0,7481000000.0,-41000000.0,755000000.0,-705000000.0,133000000.0,-274000000.0,-702000000.0,1558000000.0,,,,,336000000.0,8035000000.0,,3265000000.0,1318000000.0,,,224000000.0,197000000.0,,1576000000.0,-1000000.0,65000000.0,,1409000000.0,9546000000.0,3865000000.0,-5060000000.0,,,1149000000.0,,,,,,,,,,,,,
1301529600,6110000000.0,,,,,,-953000000.0,,,,,9740000000.0,,,,13480000000.0,,,7650000000.0,1427000000.0,,,,,137000000.0,,,,16497000000.0,,29977000000.0,,,,,,,,,0.14,,1658000000.0,,319000000.0,-6000000.0,,,,15850000000.0,170000000.0,512000000.0,,,,,,,17000000.0,2125000000.0,,,,,137000000.0,225000000.0,,2675000000.0,-205000000.0,75000000.0,,,0.0,,3545000000.0,4772000000.0,,-198000000.0,2439000000.0,,946869000.0,3905000000.0,,,3132000000.0,,,0.14,,,,,,,,5833000000.0,,,3899000000.0,316000000.0,-58000000.0,1807000000.0,,,,,14082000000.0,,,-26000000.0,,-285000000.0,,,,,,1182000000.0,,105000000.0,,4772000000.0,,,,,4772000000.0,93000000.0,,1660000000.0,,-890000000.0,,391000000.0,,,,,,,,2368000000.0,,,228000000.0,,,,5257000000.0,,,,,,318000000.0,,-126000000.0,-259000000.0,,-694000000.0,,957654000.0,,,,,,2878000000.0,2476000000.0,,,97000000.0,,,,-303000000.0,,,-1025000000.0,,,,,,728000000.0,,,,,,,,,,,,,
1309392000,6061000000.0,,,,,,-240000000.0,,,,,7963000000.0,,,,12151000000.0,,,6180000000.0,1453000000.0,,,,,-1344000000.0,,,,14989000000.0,,27140000000.0,,,,,,,,,-1.39,,1616000000.0,,352000000.0,,,,,14024000000.0,164000000.0,577000000.0,,,,,,,-214000000.0,2043000000.0,,,,,-1344000000.0,-1248000000.0,,2703000000.0,-368000000.0,55000000.0,,,-1355000000.0,,3760000000.0,3260000000.0,,-255000000.0,2601000000.0,,964027000.0,3850000000.0,,,3170000000.0,,,-1.39,,,,,,,,4772000000.0,,,3796000000.0,-1198000000.0,-132000000.0,1811000000.0,,,,,13086000000.0,,,-55000000.0,,-768000000.0,,,,,,422000000.0,,,,3260000000.0,,,,,3260000000.0,90000000.0,,713000000.0,,-520000000.0,,381000000.0,,,,,,,,2585000000.0,,,206000000.0,,,,5213000000.0,,,,,,232000000.0,,-1074000000.0,-151000000.0,,-89000000.0,,970402000.0,,,,,,2866000000.0,1331000000.0,,,46000000.0,,,,166000000.0,,0.0,-1531000000.0,,,,,,-756000000.0,,,,,,,,,,,,,
1317340800,6415000000.0,,,,,,-274000000.0,,,,,8357000000.0,,,,11953000000.0,,,6580000000.0,1402000000.0,,,,,74000000.0,,,,15758000000.0,,27711000000.0,,,,,,,,,0.08,,1631000000.0,,308000000.0,-43000000.0,,,,14772000000.0,197000000.0,602000000.0,,,,,,,0.0,2066000000.0,,,,,74000000.0,130000000.0,,2930000000.0,-337000000.0,104000000.0,,,0.0,,4074000000.0,2339000000.0,,-198000000.0,2688000000.0,,959214000.0,4110000000.0,,,3328000000.0,0.0,,0.08,,,,,,,,3260000000.0,,,3919000000.0,180000000.0,-64000000.0,1793000000.0,,,,,12906000000.0,,,0.0,,-24000000.0,,,,,,414000000.0,,,,2339000000.0,,,,,2339000000.0,105000000.0,,598000000.0,,-426000000.0,,389000000.0,,,,,,,,3193000000.0,,,210000000.0,,,,5394000000.0,,,,,,273000000.0,,-558000000.0,-241000000.0,,-33000000.0,,961654000.0,,,,,,2933000000.0,1151000000.0,,,64000000.0,,,,51000000.0,,0.0,-928000000.0,,,,,,593000000.0,-525000000.0,,,,,,,,,,,,
1325289600,7234000000.0,,16577000000.0,-1169000000.0,-671000000.0,-275000000.0,1144000000.0,12917000000.0,1086000000.0,-1.36,-168000000.0,9343000000.0,22579000000.0,,52000000.0,12480000000.0,12917000000.0,,7016000000.0,1717000000.0,3147000000.0,283000000.0,582000000.0,,-162000000.0,28966000000.0,-509000000.0,,16486000000.0,351000000.0,28966000000.0,13932000000.0,-259000000.0,,,-1295000000.0,3278000000.0,,3346000000.0,-0.17,,1999000000.0,,475000000.0,,951647000.0,,-671000000.0,16577000000.0,203000000.0,417000000.0,191000000.0,203000000.0,,40000000.0,12355000000.0,,0.0,2411000000.0,3147000000.0,1456000000.0,,3026000000.0,-162000000.0,112000000.0,,3278000000.0,-540000000.0,77000000.0,4415000000.0,,-6000000.0,956130000.0,3625000000.0,3147000000.0,12480000000.0,569000000.0,3026000000.0,,936476000.0,4415000000.0,566000000.0,417000000.0,4301000000.0,0.0,3014000000.0,-0.17,0.0,3996000000.0,9343000000.0,7234000000.0,-1295000000.0,202000000.0,,2339000000.0,1299000000.0,-1097000000.0,3996000000.0,191000000.0,-255000000.0,2149000000.0,1999000000.0,,,,12355000000.0,3147000000.0,-2679000000.0,-50000000.0,1439000000.0,-21000000.0,,-1787000000.0,-4814000000.0,5833000000.0,,351000000.0,7828000000.0,,-1243000000.0,3147000000.0,,16486000000.0,,6001000000.0,3147000000.0,65000000.0,,582000000.0,,576000000.0,,449000000.0,,,77000000.0,-509000000.0,,,,3346000000.0,52000000.0,-1.36,191000000.0,,,-841000000.0,6712000000.0,7828000000.0,,-776000000.0,7561000000.0,,262000000.0,-81000000.0,-30000000.0,-231000000.0,-1458000000.0,1375000000.0,,939194000.0,,,352000000.0,7016000000.0,,3014000000.0,1439000000.0,,,79000000.0,202000000.0,,1610000000.0,41000000.0,0.0,0.0,805000000.0,8647000000.0,3625000000.0,-4814000000.0,,,256000000.0,,,,,,,,,,,,,
1333152000,7930000000.0,,,,,,122000000.0,13100000000.0,,,,9418000000.0,,,,13198000000.0,,,6856000000.0,1413000000.0,,,,,248000000.0,,,,16437000000.0,,29635000000.0,,,,,,,,,0.27,,1934000000.0,,344000000.0,-176000000.0,,,,17348000000.0,778000000.0,66000000.0,,,,,,,-154000000.0,2114000000.0,,,,,248000000.0,282000000.0,,3975000000.0,-248000000.0,131000000.0,,,180000000.0,,3819000000.0,4225000000.0,,-220000000.0,2896000000.0,,922940000.0,4379000000.0,,,3494000000.0,,,0.27,,,,,,202000000.0,,3147000000.0,,,3942000000.0,384000000.0,-241000000.0,1856000000.0,,,,,12254000000.0,,,11000000.0,,-24000000.0,,,,,,411000000.0,,0.0,,4225000000.0,,,,,4225000000.0,91000000.0,,1037000000.0,,-178000000.0,,443000000.0,,,,,,,,3327000000.0,-34000000.0,,174000000.0,,,,5608000000.0,,,,,,258000000.0,,1000000000.0,-242000000.0,,364000000.0,,926952000.0,,,,,,2947000000.0,1374000000.0,,,96000000.0,,,,68000000.0,,0.0,1116000000.0,,,,,,819000000.0,,,,,,,,,,,,,
1341014400,8111000000.0,,,,,,-183000000.0,12459000000.0,,,,8921000000.0,,,,12022000000.0,,,7290000000.0,1493000000.0,,,,,167000000.0,,,,17187000000.0,,29209000000.0,,,,,,,,,0.18,,1958000000.0,,334000000.0,-2000000.0,,,,17032000000.0,779000000.0,77000000.0,,,,,,,0.0,2251000000.0,,,,,167000000.0,160000000.0,,4123000000.0,-258000000.0,153000000.0,,,17000000.0,,3973000000.0,3134000000.0,,-65000000.0,2990000000.0,,922589000.0,4140000000.0,,,3641000000.0,-256000000.0,,0.18,,,,,,208000000.0,,4225000000.0,,,4061000000.0,259000000.0,-2000000.0,1930000000.0,,,,,12142000000.0,,,-21000000.0,,-459000000.0,,,,,,418000000.0,,0.0,,3134000000.0,,,,,3134000000.0,91000000.0,,777000000.0,,-334000000.0,,437000000.0,,,,,,,,2717000000.0,265000000.0,,149000000.0,,,,5892000000.0,,,,,,321000000.0,,-820000000.0,-264000000.0,,81000000.0,,926695000.0,,,,,,3040000000.0,1625000000.0,,,89000000.0,,,,11000000.0,,0.0,-1093000000.0,,,,,,684000000.0,-288000000.0,,,,,,,,,,,,
1348963200,7887000000.0,,,,,,336000000.0,11332000000.0,,,,9109000000.0,,,,12260000000.0,,,7117000000.0,1540000000.0,,,,,169000000.0,,,,16817000000.0,,29077000000.0,,,,,,,,,0.18,,1951000000.0,,355000000.0,-18000000.0,,,,16996000000.0,752000000.0,80000000.0,,,,,,,0.0,2347000000.0,,,,,169000000.0,170000000.0,,3837000000.0,-222000000.0,144000000.0,,,-33000000.0,,4071000000.0,3232000000.0,,-165000000.0,2986000000.0,,928988000.0,4227000000.0,,,3780000000.0,1000000.0,,0.18,,,,,,191000000.0,,3134000000.0,,,3902000000.0,239000000.0,-22000000.0,1981000000.0,,,,,12045000000.0,,,0.0,,-105000000.0,,,,,,412000000.0,,,,3232000000.0,,,,,3232000000.0,108000000.0,,859000000.0,,59000000.0,,441000000.0,,,,,,,,2997000000.0,177000000.0,,142000000.0,,,,6127000000.0,,,,,,366000000.0,,-231000000.0,-259000000.0,,595000000.0,,935903000.0,,,,,,2992000000.0,1513000000.0,,,64000000.0,,,,21000000.0,,0.0,142000000.0,,,,,,702000000.0,-135000000.0,,,,,,,,,,,,
