,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1199059200,16704000.0,116653000.0,17153000.0,,87924000.0,-388385000.0,,133293000.0,151374000.0,,,,25138000.0,,0.0,,50420000.0,,,,1555288000.0,,1229174000.0,189487000.0,223234000.0,69147000.0,,,141846000.0,352707000.0,355000.0,80313000.0,123880000.0,67495000.0,261000.0,,75593000.0,80313000.0,148125000.0,,185374000.0,,,21636000.0,,,189487000.0,589167000.0,69147000.0,23171000.0,,-14209000.0,,352707000.0,,-46028000.0,75593000.0,58248000.0,637964000.0,37127000.0,16242000.0,1102280000.0,102880000.0,562371000.0,128187000.0,,637964000.0,57426000.0,125743000.0,,21636000.0,429078000.0,184020000.0,-250494000.0,562371000.0,,-55220000.0,,,562371000.0,0.0,,60000.0,,825771000.0,0.0,79243000.0,,326114000.0,65624000.0,,,,,610355000.0,16704000.0,1555288000.0,37127000.0,825771000.0,151374000.0,-750000.0,-46028000.0,,-70103000.0,455185000.0,,,192731000.0,,-473064000.0,250841000.0,-103688000.0,,,,5951000.0,-273665000.0,944933000.0,,57426000.0,0.0,,,,52067000.0,123880000.0,22193000.0,-5654000.0,0.0,0.0,,77711000.0,0.0,,1229174000.0,,,,,17918000.0,,118570000.0,,562371000.0,,,115211000.0,689000.0,,610355000.0,513433000.0,14957000.0,223234000.0,944933000.0,112619000.0,0.42,41928000.0,3661000.0,204344000.0,0.0,,-44224000.0,62199000.0,326114000.0,-2196000.0,7360000.0,148125000.0,,,102880000.0,,45179000.0,260416000.0,,0.42,71883000.0,,,-473064000.0,-69842000.0,-22300000.0,,41928000.0,,,568025000.0,588847000.0,77711000.0,24499000.0,,,,,,,,
1206921600,2367000.0,,2367000.0,,34421000.0,,,-239291000.0,133999000.0,,,,,0.01,0.0,,55149000.0,,,,,,,201906000.0,,242698000.0,,,158812000.0,371518000.0,-12885000.0,103692000.0,113456000.0,,8182000.0,,31510000.0,,,,,,,,,,,,,,,,,,,,,,,,23430000.0,,,323080000.0,,,354590000.0,,,,21506000.0,562371000.0,,,,,,,,,,,470000.0,,,0.0,,,374847000.0,5437000.0,,,,,876434000.0,2367000.0,1610528000.0,128219000.0,847840000.0,,,-48806000.0,,-32977000.0,,,,60530000.0,,,,,,,,14270000.0,,,,87716000.0,0.0,,,,-2726000.0,,37700000.0,,,,,,0.0,,1235681000.0,0.01,,,173762000.0,78000.0,,138503000.0,,323080000.0,,,-248917000.0,,,,,6467000.0,249063000.0,734094000.0,124233000.0,,47891000.0,10250000.0,,,,,65221000.0,,4100000.0,,135747000.0,,,125784000.0,,,297315000.0,175722000.0,,,,,-476322000.0,-24795000.0,-28984000.0,,,,,,,,,,,,,,,,
1214784000,11079000.0,,11079000.0,,46525000.0,,108581000.0,-36986000.0,182122000.0,,,,,0.06,0.0,,56154000.0,,,,,,,212458000.0,,241730000.0,,,163857000.0,353105000.0,-12726000.0,118441000.0,119687000.0,,900000.0,,19780000.0,,,,,20495000.0,,,,,,,,,,,,,,,,,,,25367000.0,,,286094000.0,,,305874000.0,,,,20977000.0,323080000.0,,,,,,,,,,,484000.0,,,0.0,,,383000000.0,18807000.0,,,,,873550000.0,11079000.0,1580907000.0,96593000.0,830809000.0,,,-46930000.0,,-58214000.0,,,,29247000.0,,,,,,,,27457000.0,,,,80456000.0,0.0,,,,3881000.0,,52824000.0,,,,,,0.0,,1197907000.0,0.06,,,170644000.0,-1301000.0,,153848000.0,,286094000.0,,,-26197000.0,,,,,17179000.0,253924000.0,707357000.0,126391000.0,,53781000.0,8980000.0,,,,,65463000.0,,6100000.0,,119904000.0,,,129076000.0,,,317705000.0,174096000.0,,,,,-477704000.0,-57314000.0,-27718000.0,,,,,,,,,,,,,,,,
1222732800,-22689000.0,,-23457000.0,,38748000.0,,102014000.0,6479000.0,233857000.0,,,,,-0.13,0.0,,52969000.0,,,,,,,193870000.0,,242521000.0,,,169325000.0,295168000.0,-28589000.0,120647000.0,117702000.0,,7212000.0,,15502000.0,,,,,21351000.0,,,,,,,,,,,,,,,,,,,23177000.0,,,292573000.0,,,308075000.0,,,,21133000.0,286094000.0,,,,,-94894000.0,,,,,,5851000.0,,,0.0,,,373067000.0,19922000.0,,,,,863105000.0,-22689000.0,1560599000.0,91559000.0,758879000.0,,,-44134000.0,,0.0,,,,44834000.0,,,,,,,,11313000.0,,,,64206000.0,0.0,,,,-16063000.0,,34490000.0,,,,,,0.0,,1187532000.0,-0.13,,,168769000.0,-3419000.0,,127930000.0,,292573000.0,,,-39481000.0,,,,,-20387000.0,249702000.0,697494000.0,116617000.0,,67794000.0,34821000.0,,,,,58614000.0,,3070000.0,,97214000.0,,,123365000.0,,,297255000.0,168769000.0,,,,,-463711000.0,7212000.0,-18826000.0,,,,,,,,,,,,,,,,
1230681600,-388591000.0,-449098000.0,-388591000.0,,43439000.0,-135475000.0,,30132000.0,71147000.0,,,,388832000.0,,0.0,,52189000.0,,,,1235247000.0,,706112000.0,109625000.0,366963000.0,,,,116856000.0,298449000.0,-343456000.0,168451000.0,125269000.0,94760000.0,1523000.0,,,168451000.0,-291376000.0,,170593000.0,,,21206000.0,,,109625000.0,303849000.0,,17817000.0,,-397656000.0,,298449000.0,,-148108000.0,,-319972000.0,322705000.0,186998000.0,22786000.0,1107042000.0,162172000.0,322705000.0,163133000.0,,322705000.0,61164000.0,-225212000.0,,21206000.0,292573000.0,170593000.0,46299000.0,322705000.0,,0.0,,,322705000.0,0.0,,8371000.0,122500000.0,782774000.0,119674000.0,-386025000.0,,529135000.0,31765000.0,,,,,556594000.0,-388591000.0,1235247000.0,186998000.0,782774000.0,71147000.0,,-148108000.0,,-1000.0,818164000.0,,,169238000.0,,-484325000.0,247789000.0,-87202000.0,,,,-373012000.0,-91192000.0,678653000.0,,61164000.0,0.0,,,,53560000.0,125269000.0,-350226000.0,-239666000.0,0.0,0.0,,-397834000.0,0.0,,706112000.0,,,,,1568000.0,,77911000.0,,322705000.0,,,-134503000.0,14236000.0,,556594000.0,498192000.0,-389284000.0,366963000.0,678653000.0,450923000.0,-2.33,58030000.0,334781000.0,216461000.0,0.0,,38652000.0,58491000.0,529135000.0,-693000.0,12577000.0,-291376000.0,,,162172000.0,,-3074000.0,194767000.0,,-2.33,-398602000.0,,,-484325000.0,121196000.0,-11674000.0,,58030000.0,,,562371000.0,608850000.0,-397834000.0,75931000.0,122500000.0,,,,,,,
1238457600,-90668000.0,,-90668000.0,,-65205000.0,,0.0,-43648000.0,17974000.0,,,,,-0.53,64616000.0,,47198000.0,,,,,,,67259000.0,,,,,87248000.0,282848000.0,-15965000.0,165349000.0,103925000.0,,7453000.0,,,,,8056000.0,,5203000.0,,,41668000.0,,,,,,,,,,,,,,,,25493000.0,,,279057000.0,,,279057000.0,,,,21568000.0,322705000.0,,,,42412000.0,,,,,,,5830000.0,124514000.0,,0.0,,,554072000.0,-71292000.0,,,,,521249000.0,-90668000.0,1154391000.0,178759000.0,785346000.0,,,-153439000.0,,0.0,,,,9045000.0,,,,,,,,-77450000.0,,,,35510000.0,0.0,,,,-15264000.0,,-67145000.0,,,,,,1076000.0,,600319000.0,-0.53,6077000.0,,172130000.0,-4140000.0,,33360000.0,,279057000.0,,,4034000.0,,,,,-98468000.0,383254000.0,633142000.0,110810000.0,,54689000.0,6594000.0,,,,,55373000.0,,-7800000.0,,-382044000.0,,0.0,170818000.0,,,120608000.0,172130000.0,,,,,-502498000.0,17523000.0,-6087000.0,,,,,,,,,,,,,,,,
1246320000,-66768000.0,,-66768000.0,,18448000.0,,0.0,55024000.0,18751000.0,,,,,-0.39,0.0,,38451000.0,,,,,,,73914000.0,,,,,122451000.0,270369000.0,-15270000.0,126689000.0,97298000.0,,6819000.0,,,,,137087000.0,,3158000.0,,,38982000.0,,,,,,,,,,,,,,,,26101000.0,,,334081000.0,,,334081000.0,,,,21791000.0,279057000.0,,,,-6655000.0,,,,,,,8046000.0,2069000.0,,0.0,,,493764000.0,7107000.0,,,,,498647000.0,-66768000.0,1102380000.0,170545000.0,784608000.0,,,-152516000.0,,0.0,,,,2901000.0,,,,,,,,-46793000.0,,,,47979000.0,0.0,,,,39746000.0,,-38579000.0,,,,,,0.0,,608616000.0,-0.39,6032000.0,,173022000.0,33599000.0,,47129000.0,,334081000.0,,,-12181000.0,,,,,-68968000.0,197076000.0,603733000.0,93922000.0,,49730000.0,16732000.0,,,,,47257000.0,,-2200000.0,,-448812000.0,,-3741000.0,296688000.0,,,169580000.0,173022000.0,,,,,-514239000.0,47163000.0,-11341000.0,,,,,,,,,,,,,,,,
1254268800,6675000.0,,6675000.0,,102917000.0,,0.0,72660000.0,18669000.0,,,,,0.04,0.0,,38266000.0,,,,,,,139693000.0,,,,,155407000.0,250151000.0,-5189000.0,111970000.0,102237000.0,,984000.0,,5735000.0,,,138970000.0,,3045000.0,,,55033000.0,,,,,,,,,,,,,,,,27372000.0,,,406741000.0,,,412476000.0,,,,21831000.0,334081000.0,,,,-65779000.0,-31470000.0,,,,,,4600000.0,2237000.0,,0.0,,,603183000.0,93762000.0,,,,,484445000.0,6675000.0,1226493000.0,160592000.0,775140000.0,,,-151297000.0,,0.0,,,,11139000.0,,,,,,,,13961000.0,,,,70613000.0,0.0,,-406000.0,,50735000.0,,22175000.0,,,,,,0.0,,623310000.0,0.04,6159000.0,,174495000.0,16452000.0,,106755000.0,,406741000.0,,,-29486000.0,,,,,5175000.0,303080000.0,742048000.0,92794000.0,,127993000.0,12985000.0,,,,,46314000.0,,-1500000.0,,-442137000.0,-1069000.0,0.0,300103000.0,,,262162000.0,180792000.0,,,,,-524989000.0,-85000.0,-9155000.0,,,,,,,,,,,,,,,,
1262217600,16924000.0,-93930000.0,16924000.0,,65157000.0,-90369000.0,0.0,9996000.0,19361000.0,,,141100000.0,41287000.0,,0.0,,40920000.0,8041000.0,,,1235337000.0,,664579000.0,125236000.0,283357000.0,,,,142668000.0,246362000.0,-69000.0,90836000.0,109996000.0,106081000.0,447000.0,,46933000.0,90836000.0,-421606000.0,141100000.0,173604000.0,8041000.0,,21864000.0,55130000.0,,125236000.0,41036000.0,,15703000.0,24639000.0,-36492000.0,,246362000.0,,-138105000.0,46933000.0,-85928000.0,463670000.0,152192000.0,27115000.0,819407000.0,287401000.0,416737000.0,121317000.0,46678000.0,463670000.0,66765000.0,-90125000.0,,21864000.0,406741000.0,173604000.0,66097000.0,416737000.0,14457000.0,-58899000.0,,,416737000.0,1076000.0,,5158000.0,2157000.0,782407000.0,-121451000.0,-142637000.0,0.0,570758000.0,49808000.0,,,55130000.0,,473045000.0,16924000.0,1235337000.0,152192000.0,782407000.0,19361000.0,,-138105000.0,,0.0,397561000.0,,,17951000.0,,-536045000.0,200430000.0,-41932000.0,,-15565000.0,,24354000.0,0.0,762292000.0,,66765000.0,0.0,,,,3256000.0,109996000.0,51897000.0,94032000.0,-121451000.0,0.0,,-133837000.0,0.0,,664579000.0,,6371000.0,-1069000.0,,17466000.0,,124389000.0,,416737000.0,,,-56297000.0,20217000.0,,473045000.0,311633000.0,19624000.0,283357000.0,762292000.0,100035000.0,-0.77,104439000.0,4976000.0,164836000.0,0.0,,78473000.0,51486000.0,570758000.0,2700000.0,-8800000.0,-421606000.0,122500000.0,0.0,287401000.0,,63377000.0,267057000.0,,-0.77,-133837000.0,,,-536045000.0,1496000.0,-15349000.0,,104439000.0,,-3741000.0,322705000.0,507774000.0,-133837000.0,79385000.0,2157000.0,,,,,,,
1269993600,50100000.0,,50100000.0,,26687000.0,,21485000.0,-74725000.0,17853000.0,,,,,0.24,0.0,,49052000.0,,,,,,,178740000.0,,,,,156079000.0,240257000.0,-1264000.0,84195000.0,113877000.0,,6079000.0,,118461000.0,,,142443000.0,,8041000.0,,,72188000.0,,,,,,,,,,,,,,,,25400000.0,,,342012000.0,,,460473000.0,,,,22160000.0,416737000.0,,,,-53504000.0,-95399000.0,,,,,,5071000.0,2133000.0,,0.0,,,536097000.0,9100000.0,,,,,475133000.0,50100000.0,1261666000.0,144835000.0,778401000.0,,,-135717000.0,,,,,,7219000.0,,,,,,,,61265000.0,,,,71168000.0,0.0,,,,-59326000.0,,67357000.0,,,,,,0.0,,725569000.0,0.28,8202000.0,,176867000.0,15522000.0,,173544000.0,,342012000.0,,,-105767000.0,,,,,54930000.0,256228000.0,786533000.0,112279000.0,,69050000.0,1988000.0,,,,,55871000.0,,4830000.0,,-371505000.0,-1123000.0,,279869000.0,,,329623000.0,226277000.0,,,,,-538144000.0,4956000.0,-17587000.0,,,,,,,,,,,,,,,,
1277856000,122149000.0,,122149000.0,,108137000.0,,20836000.0,61984000.0,15307000.0,,,,,0.55,0.0,,50393000.0,,,,,,,248018000.0,,,,,200473000.0,235692000.0,-3982000.0,83820000.0,143211000.0,,35794000.0,,157791000.0,,,145497000.0,,10136000.0,,,95487000.0,,,,,,,,,,,,,,,,24731000.0,,,407983000.0,,,565774000.0,,,,22645000.0,342012000.0,,,,-69278000.0,-128421000.0,,,,,,2580000.0,2291000.0,,0.0,,,540569000.0,90018000.0,,,,,484008000.0,122149000.0,1449325000.0,137522000.0,777494000.0,,,-117631000.0,,,,11346000.0,,63748000.0,,,,,,,,138254000.0,,,,96044000.0,0.0,,,,-47277000.0,,141585000.0,,,,,,1091000.0,,908756000.0,0.68,7351000.0,,179990000.0,9557000.0,,254303000.0,,403996000.0,,,-81701000.0,,,,,131692000.0,294343000.0,965317000.0,116049000.0,,41451000.0,1096000.0,,,,,58343000.0,,9543000.0,,-249356000.0,0.0,,246226000.0,,,454776000.0,231541000.0,,,,,-541802000.0,35794000.0,-18119000.0,,,,,,,,,,,,,,,,
1285804800,147340000.0,,147340000.0,,255192000.0,,15954000.0,29919000.0,39443000.0,,,,,0.66,0.0,,50122000.0,,,,,,,306522000.0,,,,,226311000.0,232348000.0,859000.0,102848000.0,149346000.0,,353000.0,,263881000.0,,,147287000.0,,10271000.0,,,201486000.0,,,,,,,,,,,,,,,,24664000.0,,,433915000.0,,,697796000.0,,,,22666000.0,403996000.0,,,,-58504000.0,-254440000.0,,,,,,4096000.0,2397000.0,,0.0,,,724275000.0,236939000.0,,,,,603508000.0,147340000.0,1791611000.0,130231000.0,779616000.0,,,-114225000.0,,,,14625000.0,,47630000.0,,,,,,,,157253000.0,,,,133330000.0,0.0,80818000.0,-447000.0,,71888000.0,,182776000.0,,,,,,0.0,,1067336000.0,0.81,7813000.0,,181239000.0,-14285000.0,,275775000.0,,433915000.0,,,-225063000.0,,,,,154016000.0,401282000.0,1188103000.0,118522000.0,,101584000.0,3934000.0,,,,,61109000.0,,6676000.0,,-102016000.0,-1182000.0,0.0,322993000.0,,,502086000.0,229389000.0,,,,,-547268000.0,-829000.0,-18253000.0,,,,,,,,,,,,,,,,
1293753600,60141000.0,-627660000.0,60141000.0,,176782000.0,-870777000.0,0.0,-36178000.0,16542000.0,,,150182000.0,8938000.0,,0.0,,47455000.0,9836000.0,71558000.0,,1810342000.0,,1122188000.0,176483000.0,363704000.0,,,,153038000.0,231577000.0,-802000.0,117642000.0,172696000.0,99757000.0,2454000.0,,409061000.0,117642000.0,-41876000.0,150182000.0,226807000.0,9849000.0,,22755000.0,248696000.0,,176483000.0,318070000.0,,44679000.0,30579000.0,-2907000.0,,231577000.0,,-128216000.0,409061000.0,416375000.0,806798000.0,122941000.0,25092000.0,1608650000.0,324450000.0,397737000.0,566800000.0,,806798000.0,81979000.0,513225000.0,,22755000.0,433915000.0,179924000.0,42374000.0,397737000.0,130039000.0,-392517000.0,,,397737000.0,1091000.0,,7041000.0,2450000.0,780073000.0,0.0,394512000.0,19564000.0,688167000.0,154697000.0,,,248696000.0,,633737000.0,60141000.0,1810355000.0,122941000.0,780073000.0,16542000.0,-3829000.0,-128216000.0,,,456374000.0,,,199474000.0,,-548496000.0,230101000.0,-76044000.0,,-51247000.0,,59603000.0,0.0,1176605000.0,,81979000.0,0.0,71558000.0,-3421000.0,,86340000.0,172696000.0,86007000.0,-19000000.0,0.0,0.0,,379730000.0,0.0,,1122188000.0,,7215000.0,-2305000.0,,-6170000.0,,169127000.0,,397737000.0,,,-215128000.0,18956000.0,,633737000.0,872749000.0,53874000.0,363704000.0,1176618000.0,109524000.0,1.73,106579000.0,1813000.0,197022000.0,0.0,,51625000.0,54778000.0,688154000.0,-6267000.0,14782000.0,-41876000.0,0.0,0.0,324463000.0,,4624000.0,322165000.0,,2.11,379730000.0,,,-548496000.0,2454000.0,-22085000.0,,106579000.0,,0.0,416737000.0,735901000.0,379730000.0,490756000.0,2450000.0,,,,,,,
1301529600,94872000.0,,68124000.0,,19618000.0,,93936000.0,22530000.0,30817000.0,,,,,0.41,0.0,,47977000.0,,,,,,,186254000.0,,,,,184752000.0,232969000.0,-413000.0,129692000.0,56613000.0,,10076000.0,,435575000.0,,,151748000.0,,9756000.0,,,244466000.0,,,,,,,,,,,,,,,,25499000.0,,,420267000.0,,,855842000.0,,,,23156000.0,397737000.0,,,,-17498000.0,-211289000.0,,,,,,4889000.0,2417000.0,,0.0,,,647266000.0,-2513000.0,,,,,623901000.0,94872000.0,1874698000.0,115649000.0,789553000.0,,,-123842000.0,,,,8199000.0,,188448000.0,,,,,,,,78912000.0,,,,109988000.0,0.0,58357000.0,,,-87067000.0,,103998000.0,,,,,,0.0,,1227432000.0,0.51,7464000.0,,184720000.0,-10709000.0,,192409000.0,,420267000.0,,,-5942000.0,,,,,73610000.0,333469000.0,1250797000.0,113497000.0,,94216000.0,5245000.0,,,,,58229000.0,,5486000.0,,52996000.0,-1222000.0,,313797000.0,,,377161000.0,232080000.0,,,,,-556584000.0,8854000.0,-22131000.0,,,,,,,,,,,,,,,,
1309392000,89058000.0,,89890000.0,,101965000.0,,96513000.0,35131000.0,31100000.0,,,,,0.39,0.0,,47393000.0,,,,,,,207823000.0,,,,,195433000.0,233432000.0,-1279000.0,141518000.0,59889000.0,,6976000.0,,453942000.0,,,154821000.0,,9973000.0,,,281978000.0,,,,,,,,,,,,,,,,25437000.0,,,455398000.0,,,909340000.0,,,,23250000.0,420267000.0,,,,-21569000.0,-287252000.0,,,,,,3913000.0,2475000.0,,3717000.0,,,664357000.0,79629000.0,,,,,654867000.0,89058000.0,1998295000.0,108357000.0,795778000.0,,,-124094000.0,,,,9888000.0,,232029000.0,,,,,,,,102921000.0,,,,106993000.0,0.0,50064000.0,,,-14807000.0,,127079000.0,,,,,,0.0,,1333938000.0,0.48,7218000.0,,185367000.0,-4297000.0,,215086000.0,,455398000.0,,,-77527000.0,,,,,97729000.0,352986000.0,1343428000.0,112165000.0,,98723000.0,2522000.0,,,,,57481000.0,,7839000.0,,142055000.0,0.0,,311371000.0,,,410519000.0,230452000.0,,,,,-562346000.0,10693000.0,-22336000.0,,,,,,,,,,,,,,,,
1317340800,54745000.0,,54745000.0,,92975000.0,,93626000.0,639765000.0,31961000.0,,,,,0.25,0.0,,46799000.0,,,,,,,143523000.0,,,,,174544000.0,232576000.0,-1465000.0,133339000.0,52554000.0,,164000.0,,96536000.0,,,156839000.0,,9946000.0,,,40712000.0,,,,,,,,,,,,,,,,25037000.0,,,1095163000.0,,,1191699000.0,,,,23015000.0,455398000.0,,,,64300000.0,-94720000.0,,,,,,3019000.0,2605000.0,,-3717000.0,,,592790000.0,70819000.0,,,,,406853000.0,54745000.0,1962677000.0,101604000.0,800959000.0,,,-122925000.0,,,,5135000.0,,692378000.0,,,,,,,,60988000.0,,,,77768000.0,0.0,39358000.0,3717000.0,,-2724000.0,,84560000.0,,,,,,0.0,,1369887000.0,0.3,7832000.0,,185102000.0,13972000.0,,169845000.0,,1095163000.0,,,575502000.0,,,,,56504000.0,293021000.0,1555824000.0,108857000.0,,79464000.0,4368000.0,,,,,55304000.0,,1759000.0,,186531000.0,-1296000.0,,299769000.0,,,344389000.0,221892000.0,,,,,-568383000.0,-28712000.0,-22156000.0,,,,,,,,,,,,,,,,
1325289600,125077000.0,-81457000.0,125077000.0,,59206000.0,-691802000.0,100412000.0,-521427000.0,26385000.0,,,159956000.0,25690000.0,0.56,68892000.0,,53431000.0,10578000.0,33541000.0,,2173175000.0,,1495004000.0,129330000.0,373684000.0,352778000.0,,,160639000.0,232207000.0,-5046000.0,160063000.0,62420000.0,113324000.0,170000.0,,96502000.0,160063000.0,318857000.0,159956000.0,226820000.0,10578000.0,,22948000.0,84407000.0,,129330000.0,1194869000.0,352778000.0,17386000.0,32337000.0,-8203000.0,,232207000.0,,-129875000.0,96502000.0,243917000.0,670238000.0,392975000.0,37351000.0,1429061000.0,304487000.0,573736000.0,273764000.0,,670238000.0,69842000.0,349038000.0,,22948000.0,1095163000.0,184683000.0,-16308000.0,573736000.0,41134000.0,-98541000.0,,,573736000.0,0.0,,5256000.0,2573000.0,798194000.0,0.0,218637000.0,100412000.0,678171000.0,39732000.0,860000.0,,84407000.0,,1088752000.0,125077000.0,2173175000.0,392975000.0,798194000.0,26385000.0,-136675000.0,-129875000.0,,-7313000.0,469776000.0,860000.0,,82014000.0,,-565987000.0,233711000.0,-86097000.0,,66367000.0,,1096000.0,-31176000.0,1084423000.0,,69842000.0,0.0,33541000.0,-136675000.0,,10654000.0,62420000.0,33401000.0,175999000.0,0.0,68892000.0,,363752000.0,-537489000.0,,1495004000.0,0.68,9823000.0,-2518000.0,183544000.0,419000.0,,136353000.0,,573736000.0,,,-573490000.0,17077000.0,,1088752000.0,713693000.0,-9206000.0,373684000.0,1084423000.0,135257000.0,1.6,78670000.0,13555000.0,195600000.0,0.0,,-93944000.0,62697000.0,678171000.0,-134283000.0,-119199000.0,318857000.0,0.0,,304487000.0,,-615000.0,296992000.0,222858000.0,1.97,337836000.0,,,-565987000.0,-7143000.0,-19474000.0,,78670000.0,,-537489000.0,397737000.0,715368000.0,363752000.0,187667000.0,2573000.0,,,,,,,
