,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
765072000,13468000.0,,13468000.0,,-1419000.0,,0.0,-15609000.0,17137000.0,,,,,0.0225,2167000.0,,15857000.0,,,,,,,114449000.0,,,,,85662000.0,183493000.0,0.0,79086000.0,48977000.0,,9141000.0,,,,,9940000.0,,8643000.0,,,,,,,,,,,,,,,,,,,8651000.0,,,127969000.0,,,127969000.0,,,,4476000.0,143578000.0,,,,,,,,,,,470000.0,8583000.0,,2744000.0,,,117693000.0,-6232000.0,,,,,200630000.0,13468000.0,542618000.0,,382383000.0,,,,,-20536000.0,,,,,,,,,,,,18622000.0,,,,13948000.0,313000.0,,,,-24505000.0,,27273000.0,,,,,,-518000.0,,424925000.0,0.0225,,,595616000.0,-1376000.0,,66350000.0,,127969000.0,,,-5331000.0,,,,,19240000.0,99110000.0,341988000.0,47728000.0,,25435000.0,967000.0,,,,,31871000.0,,5772000.0,,181272000.0,,,18583000.0,,,152012000.0,595616000.0,,,,,-198890000.0,-8859000.0,-4813000.0,,,,,,,,,,,,,,,,
772934400,14647000.0,,14647000.0,,32278000.0,,0.0,22382000.0,21015000.0,,,,,0.025,6178000.0,,17305000.0,,,,,,,104448000.0,,,,,87342000.0,181382000.0,0.0,85267000.0,55267000.0,,907000.0,,,,,9100000.0,,8643000.0,,,,,,,,,,,,,,,,,,,8780000.0,,,150351000.0,,,150351000.0,,,,4465000.0,127969000.0,,,,,,,,,,,399000.0,8520000.0,,401000.0,,,126318000.0,28399000.0,,,,,202397000.0,14647000.0,563137000.0,,385497000.0,,,,,-4061000.0,,,,,,,,,,,,20086000.0,,,,14366000.0,249000.0,,,,8368000.0,,28866000.0,,,,,,-1888000.0,,436819000.0,0.025,,,587664000.0,-6181000.0,,69155000.0,,150351000.0,,,-5767000.0,,,,,20924000.0,108575000.0,360740000.0,49069000.0,,24244000.0,483000.0,,,,,31764000.0,,6277000.0,,195919000.0,,,17743000.0,,,156497000.0,587664000.0,,,,,-204115000.0,-4129000.0,-3879000.0,,,,,,,,,,,,,,,,
780883200,20360000.0,,20360000.0,,18333000.0,,0.0,-5809000.0,23248000.0,,,,,0.035,7282000.0,,17934000.0,,,,,,,128250000.0,,,,,99964000.0,182652000.0,0.0,89937000.0,59444000.0,,3182000.0,,19475000.0,,,9099000.0,,8643000.0,,,,,,,,,,,,,,,,,,,8781000.0,,,144542000.0,,,164017000.0,,,,4498000.0,150351000.0,,,,,,,,,,,413000.0,8515000.0,,1400000.0,,,147261000.0,10867000.0,,,,,205900000.0,20360000.0,609022000.0,,390118000.0,,,,,0.0,,,,,,,,,,,,28794000.0,,,,17022000.0,10973000.0,,,,-10973000.0,,37575000.0,,,,,,-1783000.0,,461761000.0,0.035,,,592144000.0,-4670000.0,,78876000.0,,144542000.0,,,-28724000.0,,,,,30089000.0,129519000.0,403122000.0,50082000.0,,37256000.0,165000.0,,,,,32148000.0,,9729000.0,,216279000.0,,,17742000.0,,,178840000.0,592144000.0,,,,,-207466000.0,4582000.0,-7466000.0,,,,,,,,,,,,,,,,
788832000,22466000.0,-49325000.0,22466000.0,,40213000.0,-19766000.0,0.0,38269000.0,25641000.0,,,8806000.0,1752000.0,,5437000.0,,19346000.0,14722000.0,,,655942000.0,,493254000.0,129074000.0,139160000.0,,,,105965000.0,183642000.0,0.0,91883000.0,65351000.0,35300000.0,3829000.0,,19766000.0,91883000.0,240213000.0,8806000.0,591808000.0,14722000.0,,4544000.0,,,129074000.0,,,17059000.0,,0.0,,183642000.0,,,19766000.0,98130000.0,202577000.0,,9088000.0,677440000.0,23528000.0,182811000.0,89405000.0,,202577000.0,13305000.0,133430000.0,,4544000.0,144542000.0,148380000.0,-847000.0,182811000.0,,-291000.0,,,182811000.0,-5003000.0,,430000.0,8681000.0,395248000.0,3730000.0,102812000.0,0.0,162688000.0,31815000.0,,,,,209283000.0,22466000.0,655942000.0,,395248000.0,25641000.0,1494000.0,,,0.0,200377000.0,,,,,-211606000.0,129935000.0,-24556000.0,,,,30628000.0,-24597000.0,446659000.0,,13305000.0,1064000.0,,,,7028000.0,65351000.0,39716000.0,39233000.0,8275000.0,5437000.0,,70941000.0,-814000.0,,493254000.0,,,,,-1946000.0,,84126000.0,,182811000.0,,,-9503000.0,1712000.0,,209283000.0,298507000.0,32559000.0,139160000.0,446659000.0,53498000.0,0.4775,46386000.0,137000.0,70442000.0,1064000.0,,-20082000.0,34152000.0,162688000.0,10093000.0,31871000.0,240213000.0,,,23528000.0,,-14173000.0,190091000.0,,0.4775,70941000.0,,,-211606000.0,7559000.0,-8398000.0,,46386000.0,,,143578000.0,378933000.0,70941000.0,64849000.0,8681000.0,,,,,,,
796608000,28731000.0,,28731000.0,,20670000.0,,0.0,-35292000.0,29411000.0,,,,,0.0475,12167000.0,,19510000.0,,,,,,,149526000.0,,,,,117621000.0,191115000.0,0.0,96013000.0,59293000.0,,11815000.0,,78083000.0,,,9133000.0,,14722000.0,,,,,,,,,,,,,,,,,,,8748000.0,,,147519000.0,,,225602000.0,,,,4645000.0,182811000.0,,,,,-77591000.0,,,,,,449000.0,9677000.0,,5332000.0,,,176659000.0,8562000.0,,,,,220526000.0,28731000.0,715791000.0,,408049000.0,,,,,,,,,19766000.0,,,,,,,,41687000.0,,,,22337000.0,0.0,,,,-18201000.0,,50435000.0,,,,,,-3176000.0,,539132000.0,0.0475,,,606592000.0,-4130000.0,,95628000.0,,147519000.0,,,-73109000.0,,,,,44201000.0,152804000.0,495265000.0,53941000.0,,49330000.0,1392000.0,,,,,34431000.0,,15470000.0,,268944000.0,,,23855000.0,,,213249000.0,606592000.0,,,,,-216934000.0,17147000.0,-12108000.0,,,,,,,,,,,,,,,,
804470400,38754000.0,,38754000.0,,22709000.0,,0.0,-2000000.0,28311000.0,,,,,0.0625,12247000.0,,25433000.0,,,,,,,178514000.0,,,,,135210000.0,198751000.0,0.0,112812000.0,74934000.0,,6915000.0,,98902000.0,,,9284000.0,,14722000.0,,,,,,,,,,,,,,,,,,,9508000.0,,,145519000.0,,,244421000.0,,,,4700000.0,147519000.0,,,,,-19416000.0,,,,,,507000.0,10229000.0,,5918000.0,,,196837000.0,10087000.0,,,,,227062000.0,38754000.0,787556000.0,,421958000.0,,,,,,,,,0.0,,,,,,,,58312000.0,,,,25400000.0,0.0,,,,-28370000.0,,67820000.0,,,,,,-5386000.0,,590719000.0,0.0625,,,619328000.0,-16799000.0,,120923000.0,,145519000.0,,,-37424000.0,,,,,61245000.0,172831000.0,560494000.0,62611000.0,,50021000.0,2817000.0,,,,,37178000.0,,22491000.0,,307698000.0,,,24006000.0,,,256133000.0,619328000.0,,,,,-223207000.0,12735000.0,-12622000.0,,,,,,,,,,,,,,,,
812419200,45979000.0,,45979000.0,,36209000.0,,0.0,88668000.0,17794000.0,,,,,0.15,13807000.0,,27511000.0,,,,,,,206359000.0,,,,,149651000.0,216329000.0,0.0,128532000.0,78188000.0,,4087000.0,,19920000.0,,,8482000.0,,14722000.0,,,,,,,,,,,,,,,,,,,10263000.0,,,234187000.0,,,254107000.0,,,,9467000.0,145519000.0,,,,,-227311000.0,,,,,,323000.0,8873000.0,,-11250000.0,,,202827000.0,19005000.0,,,,,234123000.0,45979000.0,848866000.0,,452980000.0,,,,,,,,,306293000.0,,,,,,,,68482000.0,,,,28102000.0,0.0,,,,-19845000.0,,78745000.0,,,,,,-2087000.0,,646039000.0,0.15,,,314076000.0,-15720000.0,,135919000.0,,234187000.0,,,59691000.0,,,,,71846000.0,179623000.0,614743000.0,67437000.0,,50653000.0,-188000.0,,,,,39926000.0,,25867000.0,,353677000.0,,,23204000.0,,,285570000.0,314076000.0,,,,,-236651000.0,-7252000.0,-17204000.0,,,,,,,,,,,,,,,,
820368000,45820000.0,-167889000.0,45820000.0,,35952000.0,-190961000.0,0.0,-71426000.0,26668000.0,,,18679000.0,4881000.0,,16157000.0,,51033000.0,15711000.0,,,1023831000.0,,759850000.0,254820000.0,229591000.0,,,,243900000.0,257018000.0,-5600000.0,176851000.0,107395000.0,43146000.0,2097000.0,,93662000.0,176851000.0,382551000.0,18679000.0,309012000.0,15711000.0,,10329000.0,,,254820000.0,126619000.0,,24914000.0,,-5600000.0,,257018000.0,,,93662000.0,249956000.0,275827000.0,,14627000.0,1191022000.0,34390000.0,182165000.0,115540000.0,,275827000.0,42229000.0,293102000.0,,10329000.0,234187000.0,168506000.0,32299000.0,182165000.0,,133357000.0,,,182165000.0,-24350000.0,,1761000.0,10223000.0,512986000.0,0.0,249925000.0,0.0,263981000.0,-1311000.0,,,,,283686000.0,45820000.0,1023831000.0,,512986000.0,26668000.0,3920000.0,,,,294684000.0,,,-199440000.0,,-255968000.0,176797000.0,-79197000.0,,,,81475000.0,,740145000.0,,42229000.0,0.0,,,,-29275000.0,107395000.0,96102000.0,-20050000.0,0.0,16157000.0,,159284000.0,-13701000.0,,759850000.0,,,,,-20462000.0,,192170000.0,,182165000.0,,,-117047000.0,3040000.0,,283686000.0,544640000.0,72633000.0,229591000.0,740145000.0,110695000.0,0.945,53587000.0,860000.0,123487000.0,0.0,,-95691000.0,65262000.0,263981000.0,26813000.0,90641000.0,382551000.0,,,34390000.0,,-57111000.0,436070000.0,,0.945,159284000.0,,,-255968000.0,9669000.0,-37263000.0,,53587000.0,,,202215000.0,646382000.0,159284000.0,36343000.0,10223000.0,,,,,,,
828230400,53155000.0,,53155000.0,,48137000.0,,0.0,-10572000.0,25093000.0,,,,,0.16,39515000.0,,36740000.0,,,,,,,268566000.0,,,,,186637000.0,263991000.0,0.0,204547000.0,92604000.0,,8160000.0,,137323000.0,,,18158000.0,,15711000.0,,,,,,,,,,,,,,,,,,,12317000.0,,,171593000.0,,,308916000.0,,,,10422000.0,182165000.0,,,,,-93067000.0,,,,,,642000.0,10444000.0,,0.0,,,288048000.0,30135000.0,,,,,289084000.0,53155000.0,1110642000.0,,524237000.0,,,,,,,,,49406000.0,,,,,,,,78661000.0,,,,51416000.0,0.0,,,,-17201000.0,,90978000.0,,,,,,-4717000.0,,822594000.0,0.16,,,339880000.0,-24092000.0,,162330000.0,,171593000.0,,,-66380000.0,,,,,81778000.0,254179000.0,821558000.0,83669000.0,,60200000.0,-134000.0,,,,,46929000.0,,28623000.0,,435706000.0,,,33869000.0,,,348967000.0,339880000.0,,,,,-260246000.0,7671000.0,-18002000.0,,,,,,,,,,,,,,,,
836092800,17902000.0,,17902000.0,,81262000.0,,0.0,32761000.0,84475000.0,,,,,0.055,12820000.0,,38426000.0,,,,,,,222594000.0,,,,,214715000.0,278172000.0,0.0,168752000.0,110063000.0,,766000.0,,98739000.0,,,17538000.0,,10178000.0,,,,,,,,,,,,,,,,,,,12490000.0,,,204354000.0,,,303093000.0,,,,10433000.0,171593000.0,,,,,-91137000.0,,,,,,610000.0,9799000.0,,0.0,,,250932000.0,60606000.0,,,,,362647000.0,17902000.0,1092451000.0,,548436000.0,,,,,,,,,68730000.0,,,,,,,,23990000.0,,,,28207000.0,0.0,,,,20892000.0,,36480000.0,,,,,,-5713000.0,,841519000.0,0.055,,,340004000.0,9795000.0,,104975000.0,,204354000.0,,,-48776000.0,,,,,27542000.0,223216000.0,729804000.0,80985000.0,,62327000.0,33845000.0,,,,,42556000.0,,9640000.0,,453608000.0,,,27716000.0,,,319690000.0,340004000.0,,,,,-270264000.0,275000.0,-20656000.0,,,,,,,,,,,,,,,,
844041600,19569000.0,,19569000.0,,69745000.0,,0.0,87205000.0,83744000.0,,,,,0.06,2665000.0,,35022000.0,,,,,,,190143000.0,,,,,163747000.0,273124000.0,0.0,155852000.0,108404000.0,,784000.0,,59352000.0,,,15807000.0,,11614000.0,,,,,,,,,,,,,,,,,,,12745000.0,,,291559000.0,,,350911000.0,,,,10364000.0,204354000.0,,,,,-30994000.0,,,,,,513000.0,9393000.0,,0.0,,,236283000.0,59542000.0,,,,,356868000.0,19569000.0,1088572000.0,,554758000.0,,,,,,,,,69483000.0,,,,,,,,21367000.0,,,,28985000.0,0.0,,1414000.0,,35870000.0,,34112000.0,,,,,,173000.0,,852289000.0,0.06,,,339792000.0,15746000.0,,97924000.0,,291559000.0,,,28459000.0,,,,,25943000.0,208862000.0,731704000.0,76557000.0,,59415000.0,-33953000.0,,,,,41535000.0,,6374000.0,,473177000.0,,,27421000.0,,,261671000.0,339792000.0,,,,,-281634000.0,-10999000.0,-10203000.0,,,,,,,,,,,,,,,,
851990400,2948000.0,-211609000.0,2948000.0,,51680000.0,-393194000.0,0.0,-90107000.0,206211000.0,,,15650000.0,-260000.0,,6677000.0,,33743000.0,13898000.0,,,1096816000.0,,842011000.0,178430000.0,225257000.0,,,,159522000.0,273497000.0,0.0,138954000.0,112233000.0,50903000.0,3745000.0,,48266000.0,138954000.0,476125000.0,15650000.0,339892000.0,13898000.0,,10310000.0,,,178430000.0,256814000.0,,13455000.0,,0.0,,273497000.0,,,48266000.0,122795000.0,249718000.0,,13351000.0,1171615000.0,29548000.0,201452000.0,250824000.0,,249718000.0,34482000.0,173698000.0,,10310000.0,291559000.0,170120000.0,-19928000.0,201452000.0,,-177996000.0,,,201452000.0,-15735000.0,,662000.0,9094000.0,563585000.0,0.0,139663000.0,0.0,254805000.0,41047000.0,,,,,479708000.0,2948000.0,1096816000.0,,563585000.0,206211000.0,-14607000.0,,,-20067000.0,324196000.0,,,69195000.0,,-290088000.0,180265000.0,-59494000.0,,,,-1223000.0,-29833000.0,617108000.0,,34482000.0,0.0,,-12154000.0,,36743000.0,112233000.0,12128000.0,19287000.0,0.0,6677000.0,,93574000.0,-5478000.0,,842011000.0,,,,,19135000.0,,81765000.0,,201452000.0,,,-124912000.0,2427000.0,,479708000.0,446991000.0,4400000.0,225257000.0,617108000.0,82988000.0,0.55,62771000.0,-18000.0,143931000.0,0.0,,76304000.0,49245000.0,254805000.0,1452000.0,46089000.0,476125000.0,,,29548000.0,,20584000.0,241287000.0,,0.55,93574000.0,,,-290088000.0,-16875000.0,-10633000.0,,62771000.0,,,182165000.0,724624000.0,93574000.0,191330000.0,9094000.0,,,,,,,
859766400,17160000.0,,17160000.0,,-15096000.0,,0.0,-109763000.0,233436000.0,,,,,0.05,6542000.0,,33308000.0,,,,,,,192768000.0,,,,,152935000.0,269167000.0,0.0,151662000.0,89738000.0,,21261000.0,,106567000.0,,,15053000.0,,13898000.0,,,,,,,,,,,,,,,,,,,14674000.0,,,91689000.0,,,198256000.0,,,,10438000.0,201452000.0,,,,,-140053000.0,,,,,,541000.0,8698000.0,,0.0,,,225364000.0,-26290000.0,,,,,502603000.0,17160000.0,1096814000.0,,577559000.0,,,,,-15415000.0,,,,52014000.0,,,,,,,,21276000.0,,,,34690000.0,0.0,,,,-46358000.0,,35950000.0,,,,,,-860000.0,,871450000.0,0.05,,,343240000.0,-10668000.0,,95367000.0,,91689000.0,,,-100093000.0,,,,,26400000.0,196413000.0,594211000.0,74091000.0,,56745000.0,-572000.0,,,,,40783000.0,,9240000.0,,493285000.0,,,28951000.0,,,248302000.0,343240000.0,,,,,-308392000.0,5426000.0,-11194000.0,,,,,,,,,,,,,,,,
867628800,25002000.0,,25002000.0,,-21735000.0,,0.0,-45210000.0,175267000.0,,,,,0.075,14889000.0,,42635000.0,,,,,,,250887000.0,,,,,164648000.0,283652000.0,0.0,185076000.0,105801000.0,,9509000.0,,140050000.0,,,14502000.0,,13843000.0,,,,,,,,,,,,,,,,,,,14659000.0,,,46479000.0,,,186529000.0,,,,10435000.0,91689000.0,,,,,-59400000.0,,,,,,565000.0,9336000.0,,0.0,,,249458000.0,-45342000.0,,,,,458919000.0,25002000.0,1132137000.0,,607176000.0,,,,,-30277000.0,,,,85829000.0,,,,,,,,34809000.0,,,,40274000.0,0.0,,,,-62268000.0,,49468000.0,,,,,,-4640000.0,,882679000.0,0.075,,,345132000.0,-33928000.0,,124893000.0,,46479000.0,,,-1818000.0,,,,,39478000.0,221113000.0,673218000.0,90084000.0,,50813000.0,927000.0,,,,,47449000.0,,14476000.0,,518287000.0,,,28345000.0,,,289541000.0,345132000.0,,,,,-323524000.0,-21657000.0,-23607000.0,,,,,,,,,,,,,,,,
875577600,39197000.0,,39197000.0,,33582000.0,,0.0,39502000.0,176462000.0,,,,,0.115,6856000.0,,41663000.0,,,,,,,257222000.0,,,,,190651000.0,301049000.0,0.0,223415000.0,123854000.0,,10723000.0,,82459000.0,,,13784000.0,,13843000.0,,,,,,,,,,,,,,,,,,,14690000.0,,,85984000.0,,,168443000.0,,,,10473000.0,46479000.0,,,,,-51009000.0,,,,,,553000.0,8852000.0,,0.0,,,258654000.0,5622000.0,,,,,477511000.0,39197000.0,1174378000.0,,637280000.0,,,,,-27911000.0,,,,108283000.0,,,,,,,,52748000.0,,,,45208000.0,-3000.0,,0.0,,-21032000.0,,67438000.0,,,,,,-5567000.0,,915724000.0,0.115,,,347776000.0,-37913000.0,,146096000.0,,85981000.0,,,23747000.0,,,,,57393000.0,231027000.0,696867000.0,93348000.0,,46257000.0,727000.0,,,,,51685000.0,,18196000.0,,557484000.0,,,27627000.0,,,336747000.0,347776000.0,,,,,-336231000.0,-17827000.0,-27960000.0,,,,,,,,,,,,,,,,
883526400,46249000.0,-77356000.0,46249000.0,,16701000.0,-303207000.0,0.0,-11313000.0,181466000.0,,,13141000.0,1377000.0,,18786000.0,,44894000.0,23429000.0,,,1251674000.0,,937131000.0,300933000.0,277973000.0,,,,226136000.0,343125000.0,0.0,272357000.0,142941000.0,59151000.0,2572000.0,,18693000.0,272357000.0,603733000.0,13141000.0,172638000.0,23429000.0,,10413000.0,,,300933000.0,357982000.0,,44065000.0,,0.0,,343125000.0,,,18693000.0,175301000.0,93361000.0,,15128000.0,1266274000.0,36570000.0,74668000.0,13452000.0,,93361000.0,58685000.0,234452000.0,,10413000.0,85981000.0,166868000.0,-62880000.0,74668000.0,,-52745000.0,,,74668000.0,-25695000.0,,586000.0,8439000.0,692832000.0,0.0,193345000.0,0.0,314543000.0,-26974000.0,,,,,524591000.0,46249000.0,1251674000.0,,692832000.0,181466000.0,1341000.0,,,-30932000.0,356603000.0,,,111856000.0,,-349707000.0,194103000.0,-106436000.0,,,,66468000.0,-104535000.0,727083000.0,,58685000.0,0.0,,1396000.0,,-46367000.0,142941000.0,81596000.0,-126784000.0,0.0,18786000.0,,127608000.0,-14628000.0,,937131000.0,,,,,-48505000.0,,165548000.0,,74668000.0,,,808000.0,2245000.0,,524591000.0,531904000.0,70074000.0,277973000.0,727083000.0,99080000.0,0.74,49122000.0,295000.0,162500000.0,0.0,,-176025000.0,54186000.0,314543000.0,23825000.0,65737000.0,603733000.0,,,36570000.0,,-131014000.0,391684000.0,,0.765,127608000.0,,,-349707000.0,-28822000.0,-43675000.0,,49122000.0,,,201452000.0,734370000.0,127608000.0,-92984000.0,8439000.0,,,,,,,
891302400,49641000.0,,49641000.0,,-28947000.0,,0.0,-41757000.0,145725000.0,,,,,0.145,39137000.0,,48922000.0,,,,,,,379101000.0,,,,,251947000.0,378453000.0,0.0,330119000.0,131037000.0,,13620000.0,,8550000.0,,,12716000.0,,23429000.0,,,,,,,,,,,,,,,,,,,17030000.0,,,32911000.0,,,41461000.0,,,,10432000.0,74668000.0,,,,,-28489000.0,,,,,,247000.0,8492000.0,,0.0,,,366390000.0,-60663000.0,,,,,524178000.0,49641000.0,1345638000.0,,747528000.0,,,,,-22256000.0,,,,73107000.0,,,,,,,,71987000.0,,,,101016000.0,0.0,,,,-91858000.0,,89017000.0,,,,,,-16661000.0,,979248000.0,0.15,,,334604000.0,-57762000.0,,179622000.0,,32911000.0,,,-3759000.0,,,,,75213000.0,330245000.0,821460000.0,107635000.0,,50563000.0,-3760000.0,,,,,58713000.0,,25572000.0,,653374000.0,,,36145000.0,,,431569000.0,343712000.0,,,,,-369075000.0,-9051000.0,-31716000.0,,,,,,,,,,,,,,,,
899164800,39360000.0,,39360000.0,,46357000.0,,0.0,34397000.0,94482000.0,,,,,0.115,14410000.0,,49164000.0,,,,,,,354963000.0,,,,,246457000.0,413707000.0,0.0,348503000.0,149234000.0,,5268000.0,,23170000.0,,,13046000.0,,23429000.0,,,,,,,,,,,,,,,,,,,19370000.0,,,67308000.0,,,90478000.0,,,,10499000.0,32911000.0,,,,,-42578000.0,,,,,,266000.0,7734000.0,,0.0,,,344176000.0,13135000.0,,,,,508189000.0,39360000.0,1370516000.0,,798704000.0,,,,,0.0,,,,79530000.0,,,,,,,,53066000.0,,,,78029000.0,40530000.0,,,,-11751000.0,,72436000.0,,,,,,-20537000.0,,1026340000.0,0.12,,,334596000.0,-18384000.0,,159779000.0,,67308000.0,,,-16807000.0,,,,,55671000.0,307701000.0,862327000.0,106713000.0,,58294000.0,-622000.0,,,,,57549000.0,,16311000.0,,692734000.0,,,36475000.0,,,406236000.0,342528000.0,,,,,-384997000.0,4847000.0,-33222000.0,,,,,,,,,,,,,,,,
907113600,1275000.0,,1275000.0,,111021000.0,,0.0,63956000.0,100415000.0,,,,,0.005,3407000.0,,49569000.0,,,,,,,281097000.0,,,,,239131000.0,436247000.0,0.0,296649000.0,129351000.0,,821000.0,,21478000.0,,,12716000.0,,23429000.0,,,,,,,,,,,,,,,,,,,19346000.0,,,131264000.0,,,152742000.0,,,,10507000.0,67308000.0,,,,,-9963000.0,,,,,,120000.0,7949000.0,,0.0,,,301602000.0,77880000.0,,,,,536662000.0,1275000.0,1332300000.0,,838637000.0,,,,,0.0,,,,4875000.0,,,,,,,,-761000.0,,,,60476000.0,0.0,,,,66353000.0,,18585000.0,,,,,,-9271000.0,,1030698000.0,0.005,,,336076000.0,28854000.0,,96096000.0,,131264000.0,,,-47500000.0,,,,,1875000.0,265457000.0,795638000.0,96857000.0,,64274000.0,1047000.0,,,,,47288000.0,,600000.0,,694009000.0,,,36145000.0,,,335227000.0,342504000.0,,,,,-402390000.0,435000.0,-33141000.0,,,,,,,,,,,,,,,,
