,quarterlyFreeCashFlow,quarterlyBasicEPS,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCostOfRevenue,annualEndCashPosition,annualNetIncome,annualPretaxIncome,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDebt,trailingTaxProvision,annualFreeCashFlow,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,annualOtherNonCashItems,annualBasicEPS,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyGrossProfit,annualTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyEndCashPosition,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualNetPPE,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyStockholdersEquity,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingInterestExpense,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualDilutedAverageShares,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyCashAndCashEquivalents,annualBeginningCashPosition,trailingCapitalExpenditure,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyGrossPPE,annualChangeInInventory,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualCapitalStock,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherFinancingCharges,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1467244800,9947634000.0,14.3,,,7707418000.0,15050464000.0,,35253226000.0,7798647000.0,365605010000.0,,98506952000.0,,,,,,218145000.0,,,,,7112030000.0,,,,,,,,,11061548000.0,,,,464111962000.0,,,,,,8125262000.0,-30000000.0,3276955000.0,,,4446000.0,,,,9474885000.0,,-60502000.0,,,775957200.0,1530903000.0,552758000.0,,6912878000.0,20942203000.0,,2147349000.0,109554622000.0,11061548000.0,11333097000.0,,,9029223000.0,665505000.0,1600000000.0,,,,8055767000.0,,-54625000.0,-3157894000.0,,44643353000.0,,,,29867976000.0,,,,,,,,348686741000.0,,,34544869000.0,,,,,253629000.0,,,,,,,52350771000.0,,44643353000.0,,,-70000000.0,3100229000.0,,48644675000.0,,,,-2180987000.0,,34616000.0,,77574465000.0,,60000000.0,,14.3,,,,,,,943737000.0,12886436000.0,56195429000.0,8076155000.0,16726933000.0,,,,-3418618000.0,,,,,925891952000.0,,,,,13411716000.0,-638086607000.0,-120502000.0,-3464082000.0,,,-51035000.0,,1381427000.0,,,775744700.0,,,,,94504158000.0,,13490229000.0,,,,,,,2157132000.0,102979298000.0,287805345000.0,,,,21619937000.0,,,,5651000.0,10098484000.0,,,,,,,,,
1475193600,7843464000.0,12.3,,,7239601000.0,14786511000.0,,38515425000.0,9847873000.0,360710583000.0,,70192227000.0,,,,,,218145000.0,,,,,7559027000.0,,,,,,,,,9576794000.0,,,,430902810000.0,,,,,,8092420000.0,-1101876000.0,2997950000.0,,,5106000.0,,,,8303267000.0,,-909627000.0,,,775915500.0,3226826000.0,337613000.0,,7869366000.0,20002554000.0,,1952682000.0,66618545000.0,9576794000.0,9918328000.0,,,9429743000.0,666498000.0,1600000000.0,,,,8501480000.0,,-967534000.0,-3752055000.0,,10844060000.0,,,,35734645000.0,,,,,,,,358060798000.0,,,44643353000.0,,,0.0,,-112666000.0,,,,,,,18083661000.0,,10844060000.0,,,-497000000.0,2464468000.0,,47825668000.0,,,,-5737567000.0,,1709206000.0,,77574465000.0,,138000000.0,,12.3,,,,,,,942453000.0,11501074000.0,58517979000.0,8072642000.0,19379901000.0,,,,-2211760000.0,,,,,926522916000.0,,,,,13381490000.0,-641173193000.0,-43382773000.0,-5538026000.0,,,-41197000.0,,1337549000.0,,,775744700.0,,,,,51832034000.0,,11879884000.0,,,,,,,1961556000.0,112556092000.0,285349723000.0,,,,19977410000.0,,,,5650000.0,-33799293000.0,,,,,,,,,
1483142400,20295490000.0,,,-8974000000.0,6961000000.0,15827000000.0,,38677697000.0,12158000000.0,365295000000.0,,81620000000.0,446915000000.0,,79987000000.0,,63000000.0,218000000.0,-5000000.0,135907000000.0,2122000000.0,,8235179000.0,1600000000.0,10059000000.0,,147552000000.0,31100000000.0,40485000000.0,49413000000.0,48601000000.0,8178891000.0,-42551000000.0,,8156000000.0,446915000000.0,138000000.0,,41153000000.0,,,8140256000.0,-1433736000.0,3004000000.0,20433000000.0,,5258000.0,-169000000.0,52.2,32485000000.0,8150000000.0,,93852000.0,360656000000.0,8150000000.0,,304389000.0,-698149000.0,,7423000000.0,19655739000.0,7787000000.0,1942000000.0,79987000000.0,8178891000.0,8447265000.0,12158000000.0,31100000000.0,10059000000.0,1464000000.0,1600000000.0,81620000000.0,31022000000.0,,9232016000.0,146000.0,423166000.0,-11658654000.0,6961000000.0,31100000000.0,4785000000.0,,47135000000.0,31022000000.0,40485000000.0,291170000000.0,1942000000.0,64952000000.0,15827000000.0,2497437000.0,64160000000.0,360656000000.0,81918000000.0,3004000000.0,10844060000.0,,38061000000.0,-30000000.0,,-246376000.0,,1332000000.0,776900000.0,-1537000000.0,829000000.0,,38061000000.0,52.1,31100000000.0,30271000000.0,,-830000000.0,2122000000.0,,47135000000.0,,-5000000.0,775700000.0,4385876000.0,643000000.0,1327792000.0,,77574000000.0,365295000000.0,138000000.0,936128000000.0,,30053000000.0,-30000000.0,,41626000000.0,,,996837000.0,10423723000.0,58333436000.0,8156000000.0,20433000000.0,,,17000000.0,12655746000.0,1464000000.0,33838000000.0,-42518000000.0,,936128000000.0,1166000000.0,,-21663000000.0,,31668736000.0,-644958000000.0,93998000.0,-11373246000.0,-23799000000.0,77574000000.0,-33395000.0,-4172000000.0,1332000000.0,229991000000.0,,,,,,,64160000000.0,-4613000000.0,9758969000.0,,20000000.0,,-644958000000.0,7423000000.0,218000000.0,1311704000.0,135907000000.0,291170000000.0,155000000.0,,,17904483000.0,,3785000000.0,82439000000.0,33000.0,20256363000.0,,,,,,,,,
1490918400,5988967000.0,12.4,,,5999986000.0,16644862000.0,,34620763000.0,9400433000.0,360782914000.0,,87627392000.0,,,,,,218145000.0,,,,,7446735000.0,,,,,,,,,9593445000.0,,,,448410306000.0,,,,,,8078846000.0,-2188502000.0,3790834000.0,,,5702000.0,,,,8781651000.0,,-94520000.0,,,777154700.0,-5924102000.0,215867000.0,,8368772000.0,19912637000.0,,2310228000.0,67264256000.0,9593445000.0,9843456000.0,,,9252881000.0,1497646000.0,1600000000.0,,,,8367215000.0,,-958646000.0,-3879009000.0,,38005724000.0,,,,28186648000.0,,,,,,,,374435106000.0,,,31100342000.0,,,,,-85441000.0,,,,,,,44005710000.0,,38005724000.0,,,-1958000000.0,1825599000.0,,46280083000.0,,132433000.0,,2585089000.0,,2999431000.0,,77574465000.0,,439000000.0,,12.3,,,,,,,920480000.0,11545422000.0,54533400000.0,8143902000.0,13947710000.0,,,,-9362388000.0,,,,,936344820000.0,,,,,10648183000.0,-650429902000.0,206480000.0,-4659216000.0,,,-38028000.0,,1238506000.0,,,775744700.0,,,,,50619394000.0,,11799317000.0,,,,,,,1955861000.0,128185646000.0,285914918000.0,,,,19883865000.0,,,,4031000.0,6905382000.0,,,,,,,,,
1498780800,10811452000.0,13.5,,,7519122000.0,16535246000.0,,35077964000.0,7486742000.0,356347729000.0,,102154661000.0,,,,,,218145000.0,,,,,7310395000.0,,,,,,,,,10445027000.0,,,,458502390000.0,,,,,,8025665000.0,-1397678000.0,3776509000.0,,,5065000.0,,,,8197106000.0,,147519000.0,,,775938100.0,2015772000.0,491237000.0,,9328484000.0,20593177000.0,,2301915000.0,105982956000.0,10445027000.0,10778115000.0,,,8825425000.0,1473279000.0,1600000000.0,,,,8269194000.0,,-965343000.0,-5521359000.0,,48310402000.0,,,,29643388000.0,,,,,,,,346311640000.0,,,38005724000.0,,,,,136153000.0,,,,,,,55829524000.0,,48310402000.0,,,-1324000000.0,2112743000.0,,45413219000.0,,-198013000.0,,-1445151000.0,,711261000.0,,77574465000.0,,124500000.0,,13.5,,,,,,,958799000.0,12323983000.0,55671141000.0,8073340000.0,15588723000.0,,,,-2413123000.0,,,,,935781202000.0,,,,,15920334000.0,-652474769000.0,-166981000.0,-5108882000.0,,,-58171000.0,,1223331000.0,,,775744700.0,,,,,89447710000.0,,12873391000.0,,,,,,,2095276000.0,100294148000.0,283306433000.0,,,,20904121000.0,,,,6796000.0,10304678000.0,,,,,,,,,
1506729600,12410998000.0,13.1,,,5448829000.0,14788766000.0,,35655368000.0,9610993000.0,357208166000.0,,77718701000.0,,,,,,218145000.0,,,,,7390365000.0,,,,,,,,,10153411000.0,,,,434926867000.0,,,,,,7807635000.0,-2049318000.0,3547716000.0,,,5617000.0,,,,8827522000.0,,1587469000.0,,,775935400.0,2742041000.0,102902000.0,,9041373000.0,20769535000.0,,3382386000.0,68795621000.0,10153411000.0,10499285000.0,,,9171362000.0,1446192000.0,0.0,,,,8336128000.0,,282039000.0,-5769026000.0,,25466108000.0,,,,29833115000.0,,,,,,,,357818790000.0,,,48310402000.0,,,,,-1307968000.0,,,,,,,30914937000.0,,25466108000.0,,,-1784500000.0,2744782000.0,,44574049000.0,,350310000.0,,-135556000.0,,3770670000.0,,77574465000.0,,2023000000.0,,13.1,,,,,,,945763000.0,12433407000.0,56424903000.0,8160041000.0,18483181000.0,,,,2490642000.0,,,,,940267616000.0,,,,,19360966000.0,-656766566000.0,-36450556000.0,-6949968000.0,,,-46075000.0,,1213486000.0,,,775744700.0,,,,,54006855000.0,,12582384000.0,,,,,,,2083099000.0,110447559000.0,283501050000.0,,,,20395636000.0,,,,7072000.0,-22844294000.0,,,,,,,,,
1514678400,3540583000.0,,,-3169000000.0,5308000000.0,17553000000.0,,41482905000.0,12077000000.0,371568000000.0,,79334000000.0,450902000000.0,,81492000000.0,,-788000000.0,209000000.0,383000000.0,134888000000.0,2183000000.0,,7835505000.0,1600000000.0,8842000000.0,,146837000000.0,28825000000.0,38988000000.0,48009000000.0,46808000000.0,8796117000.0,-38336000000.0,,8283000000.0,450902000000.0,70000000.0,,32752000000.0,,,8017854000.0,-995502000.0,3458000000.0,21086000000.0,,5616000.0,-180000000.0,50.1,31930000000.0,9077000000.0,,155532000.0,360936000000.0,9077000000.0,,1753289000.0,207994000.0,,8840000000.0,19401651000.0,7849000000.0,2676000000.0,81492000000.0,8796117000.0,9039144000.0,12077000000.0,28825000000.0,8842000000.0,1430000000.0,1600000000.0,79334000000.0,31941000000.0,,8896463000.0,525000.0,172950000.0,-21551606000.0,5308000000.0,28825000000.0,7811000000.0,,54674000000.0,31941000000.0,38988000000.0,288708000000.0,2676000000.0,70932000000.0,17553000000.0,586940000.0,63939000000.0,360936000000.0,79961000000.0,3458000000.0,25466108000.0,,34133000000.0,,,469256000.0,,1083000000.0,776793300.0,-7020000000.0,-2275000000.0,,34133000000.0,50.0,28825000000.0,31100000000.0,,-1953500000.0,2183000000.0,,54674000000.0,,383000000.0,775744700.0,-2195382000.0,1018000000.0,329638000.0,,77574000000.0,371568000000.0,70000000.0,946460000000.0,,29983000000.0,0.0,,40160000000.0,,,1060958000.0,10505188000.0,60884556000.0,8283000000.0,21086000000.0,,,22000000.0,6115869000.0,1430000000.0,33869000000.0,-36608000000.0,,946460000000.0,-1469000000.0,,-36721000000.0,,25002517000.0,-657752000000.0,-196943000.0,-21461934000.0,-38180000000.0,77574000000.0,-37726000.0,-6631000000.0,1083000000.0,227514000000.0,,,,,,,63939000000.0,-1191000000.0,10753908000.0,,22000000.0,,-657752000000.0,8840000000.0,209000000.0,1714764000.0,134888000000.0,288708000000.0,1796000000.0,,,18777378000.0,,3886000000.0,80677000000.0,4101000.0,3359234000.0,,,,,,,,,
1522454400,2863780000.0,11.3,,,5394162000.0,17227033000.0,,34450367000.0,8868734000.0,376023178000.0,,92070378000.0,,,,,,209523000.0,,,,,6843788000.0,,,,,,,,,8727524000.0,,,,468093556000.0,,,,,,7965410000.0,-2316703000.0,4537157000.0,,,4386000.0,,,,10908758000.0,,-100516000.0,,,776215400.0,-4701135000.0,34198000.0,,11079728000.0,19181991000.0,,2690896000.0,72840319000.0,8727524000.0,8997504000.0,,,8654115000.0,2064694000.0,1600000000.0,,,,8167212000.0,,-2404675000.0,-4636975000.0,,31529327000.0,,,,29999086000.0,,,,,,,,386254924000.0,,,28824935000.0,,,,,-43084000.0,,,,,,,36923489000.0,,31529327000.0,,,-100000000.0,2245629000.0,,53622982000.0,,417073000.0,,1613855000.0,,2118012000.0,,77574465000.0,,170000000.0,,11.2,,,,,,,925504000.0,11014779000.0,53632358000.0,6944211000.0,16032652000.0,,,,-12518123000.0,,,,,938932795000.0,,,,,7323976000.0,-653955676000.0,-516000.0,-4460196000.0,,,417743000.0,,1301008000.0,,,775744700.0,,,,,55613286000.0,,11083510000.0,,,,,,,2086006000.0,138784422000.0,284977119000.0,,,,19053306000.0,,,,410000.0,2704392000.0,,,,,,,,,
1530316800,10222774000.0,12.7,,,6896074000.0,17470746000.0,,33192438000.0,7082821000.0,373746202000.0,,106532385000.0,,,,,,209523000.0,,,,,7124073000.0,,,,,,,,,9861497000.0,,,,480278587000.0,,,,,,7968377000.0,-1112397000.0,4725710000.0,,,4318000.0,,,,10610890000.0,,2593366000.0,,,775936100.0,2417970000.0,413804000.0,,11938340000.0,20465921000.0,,2618716000.0,110912224000.0,9861497000.0,10063385000.0,,,9735037000.0,2039672000.0,1600000000.0,,,,8403459000.0,,-862297000.0,-7297162000.0,,43843635000.0,,,,29224452000.0,,,,,,,,359926274000.0,,,31529327000.0,,,,,14919000.0,,,,,,,50739709000.0,,43843635000.0,,,-100000000.0,3677085000.0,,52595024000.0,,79507000.0,,364283000.0,,631993000.0,,77574465000.0,,80000000.0,,12.7,,,,,,,909341000.0,12062462000.0,53658359000.0,6987448000.0,18720477000.0,,,,2586287000.0,,,,,938114785000.0,,,,,17123801000.0,-652429317000.0,2503366000.0,-6901027000.0,,,591716000.0,,1297889000.0,,,775744700.0,,,,,93441478000.0,,12530685000.0,,,,,,,2467300000.0,111441205000.0,285685468000.0,,,,20503380000.0,,,,16047000.0,12314308000.0,,,,,,,,,
1538265600,13570295000.0,11.0,,,6554946000.0,17535123000.0,,34431469000.0,8765118000.0,373112037000.0,,83349076000.0,,,,,,209523000.0,,,,,6740693000.0,,,,,,,,,8504207000.0,,,,456461113000.0,,,,,,7962462000.0,-2880699000.0,4538863000.0,,,4508000.0,,,,10659271000.0,,-223756000.0,,,775882600.0,3432703000.0,392874000.0,,14012185000.0,18273416000.0,,2409583000.0,78071732000.0,8504207000.0,8722276000.0,,,10392850000.0,2010974000.0,1600000000.0,,,,7847933000.0,,-2160568000.0,-7861202000.0,,20325004000.0,,,,29221409000.0,,,,,,,,368602277000.0,,,43843635000.0,,,,,28989000.0,,,,,,,26879950000.0,,20325004000.0,,,-10000000.0,3055785000.0,,51543701000.0,,-55834000.0,,-33272000.0,,2516219000.0,,77574465000.0,,120000000.0,,11.0,,,,,,,951424000.0,10425483000.0,52704885000.0,7224347000.0,22364416000.0,,,,2769439000.0,,,,,939151464000.0,,,,,21759217000.0,-652265786000.0,-37388470000.0,-8188922000.0,,,378603000.0,,1322383000.0,,,775744700.0,,,,,60536609000.0,,10860571000.0,,,,,,,2138295000.0,119945412000.0,286885678000.0,,,,18827541000.0,,,,483000.0,-23518631000.0,,,,,,,,,
1546214400,10661151000.0,,,-1626000000.0,9504000000.0,19309000000.0,,37470726000.0,11242000000.0,375367000000.0,,91689000000.0,467056000000.0,,82527000000.0,,-80000000.0,209000000.0,460000000.0,146876000000.0,2576000000.0,,7050446000.0,1600000000.0,10688000000.0,,139545000000.0,27645000000.0,37557000000.0,44986000000.0,43534000000.0,10463772000.0,-37205000000.0,,7311000000.0,467056000000.0,100000000.0,,37318000000.0,,,7971751000.0,-3700201000.0,4793000000.0,21924000000.0,,4788000.0,1762000000.0,45.8,31868000000.0,11182000000.0,,-129094000.0,374672000000.0,11182000000.0,,-84538000.0,432124000.0,,15121000000.0,18016672000.0,6405000000.0,2188000000.0,82527000000.0,10463772000.0,10797835000.0,11242000000.0,27645000000.0,10688000000.0,1992000000.0,1600000000.0,91689000000.0,30076000000.0,,7985396000.0,-286000.0,-1350460000.0,-12818661000.0,9504000000.0,27645000000.0,5662000000.0,,50735000000.0,30076000000.0,37557000000.0,288914000000.0,2188000000.0,66366000000.0,19309000000.0,1065054000.0,63218000000.0,374672000000.0,76872000000.0,4793000000.0,20325004000.0,,37149000000.0,,,-80824000.0,,1383000000.0,776650900.0,-330000000.0,-1180000000.0,,37149000000.0,45.7,27645000000.0,28825000000.0,,-120000000.0,2576000000.0,,50735000000.0,,460000000.0,775744700.0,-590866000.0,1273000000.0,395776000.0,,77574000000.0,375367000000.0,100000000.0,940891000000.0,,27759000000.0,-205000000.0,,38581000000.0,,,938731000.0,10031276000.0,55487398000.0,7311000000.0,21924000000.0,,,17000000.0,5536397000.0,1992000000.0,32404000000.0,-35035000000.0,,940891000000.0,-6778000000.0,,-32614000000.0,,20159006000.0,-651977000000.0,-149380000.0,-9497855000.0,-29048000000.0,77574000000.0,373938000.0,-10010000000.0,1383000000.0,215483000000.0,,,,,,,63218000000.0,1354000000.0,10511234000.0,,18000000.0,,-651977000000.0,15121000000.0,209000000.0,-286601000.0,146876000000.0,288914000000.0,2140000000.0,,,18487773000.0,,3725000000.0,75938000000.0,60000.0,7319931000.0,,,,,,,,,
1553990400,8672002000.0,10.8,,,7169247000.0,25968186000.0,,33480788000.0,8097776000.0,381800042000.0,,98231559000.0,,,,,,209523000.0,,,,,6579049000.0,,,,,,,,,8356082000.0,,,,480031601000.0,,,,,,8757563000.0,-1563562000.0,1400139000.0,,,25844000.0,,,,11310288000.0,,25464000.0,,,777022400.0,-5516944000.0,111646000.0,,13904329000.0,17850373000.0,,2106010000.0,85127687000.0,8356082000.0,8526713000.0,,,12417476000.0,1984867000.0,1600000000.0,,,,7444055000.0,,1120704000.0,-2729765000.0,,37228202000.0,,,,27524272000.0,,,,,,,,384715175000.0,,,27644780000.0,,,,,-618400000.0,,,,,,,44397449000.0,,37228202000.0,,,-1244347000.0,2925849000.0,,49724629000.0,,309142000.0,,2621388000.0,,3931264000.0,,77574465000.0,,175000000.0,,10.8,,,,,,,920959000.0,10406318000.0,51331161000.0,10971028000.0,16138977000.0,,,,-6239609000.0,,,,,938735427000.0,,,,,13218715000.0,-642344209000.0,-918883000.0,-4546713000.0,,,326549000.0,,1056593000.0,,,775744700.0,,,,,59159501000.0,,10544723000.0,,,,,,,2018010000.0,135696488000.0,296391218000.0,,,,19328130000.0,,,,430000.0,9583422000.0,,,,,,,,,
1561852800,10066990000.0,11.0,,,18687329000.0,26056128000.0,,32267298000.0,6916756000.0,379001966000.0,,110462387000.0,,,,,,209523000.0,,,,,6623585000.0,,,,,,,,,8568370000.0,,,,489464353000.0,,,,,,8803552000.0,-10744772000.0,1447349000.0,,,25594000.0,,,,11191473000.0,,40845000.0,,,775890700.0,372991000.0,408193000.0,,15256997000.0,17840877000.0,,2212625000.0,121218254000.0,8568370000.0,8756498000.0,,,14724134000.0,1954700000.0,1600000000.0,,,,7532129000.0,,-1497497000.0,-15662620000.0,,36551150000.0,,,,27704025000.0,,,,,,,,358575565000.0,,,37228202000.0,,,,,114886000.0,,,,,,,55238479000.0,,36551150000.0,,,-1027844000.0,2633792000.0,,48724422000.0,,226265000.0,,-157609000.0,,723179000.0,,77574465000.0,,95000000.0,,11.0,,,,,,,954352000.0,10308748000.0,50108175000.0,11016707000.0,16253962000.0,,,,375570000.0,,,,,937216986000.0,,,,,15954787000.0,-642093146000.0,-981999000.0,-5887797000.0,,,294138000.0,,998953000.0,,,775744700.0,,,,,95162126000.0,,10768278000.0,,,,,,,2011780000.0,109519255000.0,295123840000.0,,,,19597424000.0,,,,429000.0,-677052000.0,,,,,,,,,
1569801600,13582576000.0,10.4,-962965000.0,,8021650000.0,26573062000.0,350326000.0,33019129000.0,9373509000.0,376364022000.0,35503041000.0,91339734000.0,,42260761000.0,,42982719000.0,,209523000.0,,,,207774894000.0,6702267000.0,,,-17270188000.0,,,,,,8090541000.0,,40774948000.0,,467703756000.0,,5733720000.0,,23889983000.0,,8799605000.0,-1261653000.0,1496663000.0,,-27038698000.0,26292000.0,,,,11202088000.0,,-666406000.0,,,775843700.0,,366989000.0,16340441000.0,17888077000.0,17829031000.0,,2262615000.0,91220789000.0,8445995000.0,8445995000.0,,,16417493000.0,1941106000.0,1600000000.0,,,69004849000.0,7800425000.0,,-2546330000.0,4172348000.0,,24072337000.0,,,,29760143000.0,,,,,,,,366463600000.0,,,36551150000.0,-3341092000.0,,,82518000.0,-378627000.0,71536953000.0,,,,,35478765000.0,32093987000.0,,24072337000.0,,-26022130000.0,-948901000.0,2496710000.0,1318952000.0,47710560000.0,-38401172000.0,22151000.0,,-1869834000.0,,11290222000.0,3747488000.0,77574465000.0,,90000000.0,,10.4,,,34332471000.0,,,36527041000.0,1088190000.0,10028606000.0,50848160000.0,11448277000.0,17337148000.0,1185189000.0,,,677968000.0,,,,1348000.0,936152877000.0,,-729191000.0,,26955347000.0,19672341000.0,-642693971000.0,-36350910000.0,-6089765000.0,,,186864000.0,,1001539000.0,,3902232000.0,775744700.0,,30762005000.0,3079000.0,-34745889000.0,64647727000.0,,10436526000.0,136237941000.0,,20325004000.0,,,,1990531000.0,117609796000.0,293458906000.0,,-4273583000.0,,19262423000.0,,,,429000.0,-12478813000.0,,,,,,,,,
