,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
757296000,,392700000.0,279700000.0,1198000000.0,737391304.0,77300000.0,,,,295600000.0,-12000000.0,,31700000.0,31500000.0,,2141400000.0,411300000.0,295600000.0,2144000000.0,8400000.0,2141400000.0,,295600000.0,,2829700000.0,,16100000.0,-128000000.0,0.23,11500000.0,,,2600000.0,-688300000.0,7600000.0,6200000.0,220700000.0,,,437900000.0,,141500000.0,,,53200000.0,-524200000.0,-524200000.0,19600000.0,,259700000.0,,2829700000.0,,,737391304.0,,,,94000000.0,183600000.0,,,-14300000.0,-688300000.0,,,368500000.0,,,,1700000.0,,,,368500000.0,,,121900000.0,-142400000.0,,,-10900000.0,90100000.0,,40700000.0,,-120100000.0,,2296700000.0,,67600000.0,94000000.0,292000000.0,,-8100000.0,,1043400000.0,432000000.0,243600000.0,,6700000.0,-131500000.0,-1400000.0,36100000.0,,478600000.0,,,770100000.0,,1043400000.0,,86700000.0,,,34200000.0,,768100000.0,295600000.0,,85800000.0,2144000000.0,,,1522000000.0,16100000.0,169600000.0,45800000.0,,,2576000000.0,-5400000.0,906000000.0,154300000.0,1098700000.0,,1522000000.0,,13500000.0,0.23,45800000.0,45800000.0,,,,34200000.0,,786700000.0,432000000.0,220700000.0,639100000.0,2600000.0,217800000.0,119300000.0,169600000.0,,478600000.0,1054000000.0,,,1054000000.0,,,-128000000.0,2576000000.0,,402600000.0,,105400000.0,,365500000.0,,770100000.0,183600000.0,31700000.0,,,3000000.0,,,639100000.0,,,,,,,,,,,,,,,,
765072000,,,245000000.0,,,69500000.0,,,,,-57900000.0,,,27700000.0,,2226600000.0,,240200000.0,,,,295600000.0,240200000.0,,,0.06,9300000.0,-121300000.0,,8500000.0,,,2200000.0,-724400000.0,-55300000.0,-56700000.0,,,,,,122600000.0,,,,,,-55300000.0,,,,2951000000.0,,,,,,,108300000.0,,,,,,,,420800000.0,,,,2600000.0,,,,,696666667.0,,108500000.0,,,,,,,,,,,,,,,,,113300000.0,0.06,,400400000.0,212500000.0,,,,-1400000.0,32500000.0,,538400000.0,,,810500000.0,,993700000.0,,,,,,,619400000.0,,,76000000.0,2228800000.0,,,,,,41800000.0,,,2629200000.0,,,,,,1532100000.0,,1300000.0,,41800000.0,41800000.0,696666667.0,,,37300000.0,,,,210500000.0,,,,,,,,1097100000.0,,,,,,-121300000.0,,,298400000.0,,,,321000000.0,,,194600000.0,28000000.0,,,2000000.0,,,588600000.0,,,,,,,,,,,,,,,,
772934400,,,442000000.0,,,97100000.0,,,,,-1600000.0,,,38600000.0,,2440700000.0,,116600000.0,,,,,116600000.0,143000000.0,,0.08,9300000.0,-252200000.0,,6800000.0,,,2200000.0,-762100000.0,500000.0,-1000000.0,,,,,,129600000.0,,,,,,-123700000.0,,,,3202800000.0,,,,,,,123900000.0,,,,,,,,414000000.0,,,,2100000.0,,,,,731250000.0,,-111200000.0,,,,,,,,,,,,,,,,,104800000.0,0.08,,270600000.0,297500000.0,,,,-1500000.0,33800000.0,,560600000.0,,,867600000.0,,996700000.0,,,,,,,661100000.0,,,-145000000.0,2442900000.0,,,,,,58500000.0,,,2713500000.0,,,,,,1557300000.0,,-122600000.0,,58500000.0,58500000.0,731250000.0,,,24700000.0,,,,201500000.0,,,,,,,,1156200000.0,,,,,,-252200000.0,,,364100000.0,,,,297000000.0,,,208100000.0,28500000.0,,,100000.0,,,587100000.0,,,,,,,,,,,,,,,,
780883200,,,452600000.0,,,97100000.0,,,,,-2900000.0,,,38500000.0,,2376900000.0,,270900000.0,,,,116600000.0,270900000.0,143100000.0,,0.08,9400000.0,-240400000.0,,6500000.0,,,3300000.0,-799800000.0,314100000.0,312700000.0,,,,,,82100000.0,,,,,,154300000.0,,,,3176700000.0,,,,,,,132500000.0,,,,,,,,403900000.0,,,,2000000.0,,,,,732500000.0,,-114600000.0,,,,,,,,,,,,,,,,,59800000.0,0.08,,443700000.0,304900000.0,,,,-1400000.0,36300000.0,,572800000.0,,,924800000.0,,1035700000.0,,,,,,,685300000.0,,,-150900000.0,2380200000.0,,,,,,58600000.0,,,2823900000.0,,,,,,1608500000.0,,-158300000.0,,58600000.0,58600000.0,732500000.0,,,22500000.0,,,,245400000.0,,,,,,,,1215400000.0,,,,270900000.0,,-240400000.0,,,383600000.0,,,,301700000.0,,,206100000.0,35300000.0,,,100000.0,,,584200000.0,,,,,,,,,,,,,,,,
788832000,,412666000.0,1243224000.0,1065733000.0,757142857.0,35723000.0,,,,174538000.0,-671000.0,,37565000.0,15392000.0,,2504963000.0,-1351546000.0,174538000.0,2508173000.0,61388000.0,2504963000.0,270900000.0,174538000.0,143256000.0,3342801000.0,,9553000.0,-174749000.0,0.240988,31568000.0,,,3210000.0,-837838000.0,0.0,-50000.0,0.0,,,295571000.0,,78366000.0,,,49887000.0,-788649000.0,-788649000.0,-96333000.0,,299523000.0,0.0,3342801000.0,,0.0,744150154.0,,,,117599000.0,232850000.0,,217677000.0,-5200000.0,-837838000.0,217677000.0,,106139000.0,,,,2043000.0,,,,106139000.0,,,-998346000.0,-121033000.0,,,254950000.0,315000000.0,,53368000.0,,-63071000.0,143256000.0,2591933000.0,,52700000.0,117599000.0,-1490591000.0,,-294025000.0,,1062095000.0,314898000.0,302100000.0,,8743000.0,-375983000.0,-1422000.0,36445000.0,,522270000.0,,174538000.0,943704000.0,,1062095000.0,,60528000.0,,,9822000.0,0.0,626133000.0,174538000.0,,-1034791000.0,2508173000.0,,,1584365000.0,9553000.0,179331000.0,20331000.0,,,2823071000.0,-5722000.0,2556324000.0,179331000.0,1526200000.0,,1584365000.0,,-96383000.0,0.240988,20331000.0,20331000.0,,,,9822000.0,,1188300000.0,314898000.0,0.0,583071000.0,3210000.0,-16125000.0,139045000.0,179331000.0,,522270000.0,1238706000.0,288979000.0,,1238706000.0,174538000.0,,-174749000.0,2823071000.0,75692000.0,417700000.0,288979000.0,120192000.0,,208433000.0,,943704000.0,232850000.0,37565000.0,75692000.0,,61288000.0,,,583071000.0,,,,,,,,,,,,,,,,
796608000,,,462700000.0,,,20000000.0,,,,,-3400000.0,,,8200000.0,,2666600000.0,,172700000.0,,,,174500000.0,172700000.0,143500000.0,,0.01,12800000.0,-201300000.0,,5200000.0,,,3800000.0,-878800000.0,100000.0,95100000.0,,,,,,104400000.0,,,,,,-1800000.0,,,,3545400000.0,,,,,,,137800000.0,,,,,,,,454900000.0,,,,2500000.0,,,,,741817617.0,,-210500000.0,,,,,,,,,,,,,,,,,129900000.0,0.01,,337400000.0,312000000.0,,,,-2900000.0,37300000.0,,607100000.0,,,954100000.0,,1149100000.0,,,,,,,621000000.0,,,-247800000.0,2670400000.0,,,,,,11800000.0,,,3007800000.0,,,,,,1756200000.0,,-96900000.0,,11800000.0,11800000.0,741817617.0,,,21400000.0,,,,235900000.0,,,,,,,,1251600000.0,,,,172700000.0,,-201300000.0,,,406100000.0,,,,214900000.0,,,237300000.0,36900000.0,,,100000.0,,,675900000.0,,,,,,,,,,,,,,,,
804470400,,,493300000.0,,,100800000.0,,,,,-1600000.0,,,41100000.0,,2622300000.0,,400900000.0,,,,172700000.0,400900000.0,143700000.0,,0.08,13400000.0,-157000000.0,,6700000.0,,,3100000.0,-921400000.0,191500000.0,191300000.0,,,,,,193800000.0,,,,,,228200000.0,,,,3543700000.0,,,,,,,141800000.0,,,,,,,,534100000.0,,,,2800000.0,,,,,746250000.0,,-146400000.0,,,,,,,,,,,,,,,,,172300000.0,0.08,,567100000.0,330000000.0,,,,-1400000.0,38300000.0,,689300000.0,,,1012400000.0,,1190500000.0,,,,,,,738200000.0,,,-184700000.0,2625400000.0,,,,,,59700000.0,,,3192500000.0,,,,,,1879800000.0,,36800000.0,,59700000.0,59700000.0,746250000.0,,,33000000.0,,,,261800000.0,,,,,,,,1312700000.0,,,,400900000.0,,-157000000.0,,,429600000.0,,,,308600000.0,,,254700000.0,39800000.0,,,-1500000.0,,,674000000.0,,,,,,,,,,,,,,,,
812419200,,,503000000.0,,,114200000.0,,,,,-2800000.0,,,46500000.0,,2680800000.0,,365800000.0,,,,400900000.0,365800000.0,143900000.0,,0.09,13700000.0,-213800000.0,,6800000.0,,,3600000.0,-958300000.0,130000000.0,129000000.0,,,,,,49700000.0,,,,,,-35200000.0,,,,3639100000.0,,,,,,,148100000.0,,,,,,,,481800000.0,,,,3200000.0,,,,,752222222.0,,-141900000.0,,,,,,,,,,,,,,,,,20800000.0,0.09,,563900000.0,341200000.0,,,,-1400000.0,38800000.0,,646800000.0,,,1078700000.0,,1219400000.0,,,,,,,765000000.0,,,-180700000.0,2684400000.0,,,,,,67700000.0,,,3248300000.0,,,,,,1866200000.0,,-164100000.0,,67700000.0,67700000.0,752222222.0,,,39600000.0,,,,274600000.0,,,,,,,,1382100000.0,,,,365800000.0,,-213800000.0,,,442700000.0,,,,322300000.0,,,273700000.0,38200000.0,,,100000.0,,,671100000.0,,,,,,,,,,,,,,,,
820368000,,456442000.0,1429820000.0,1124751000.0,751661890.0,70040000.0,,,,317363000.0,-2579000.0,,41000000.0,26714000.0,,2779307000.0,-1607498000.0,317363000.0,2782986000.0,47106000.0,2779307000.0,365800000.0,317363000.0,144033000.0,3784388000.0,,13516000.0,-156543000.0,0.242963,40110000.0,,,3679000.0,-1005081000.0,50000.0,-374000.0,0.0,,,174538000.0,,108542000.0,,,48147000.0,-728643000.0,-728643000.0,-48375000.0,,305140000.0,,3784388000.0,,,751661890.0,,,,117473000.0,281650000.0,,245154000.0,-4100000.0,-1005081000.0,245154000.0,,131156000.0,,,,2193000.0,,,,131156000.0,,,-1108298000.0,142825000.0,,,415026000.0,321650000.0,,58810000.0,,-10379000.0,144033000.0,2872751000.0,,61900000.0,117473000.0,-1764269000.0,,-326160000.0,,1218183000.0,473136000.0,337900000.0,,10693000.0,-272201000.0,-49000.0,42371000.0,,610621000.0,,317363000.0,1120581000.0,,1218183000.0,,72058000.0,,,32000.0,0.0,748551000.0,317363000.0,,-1150669000.0,2782986000.0,,,1828804000.0,13516000.0,182626000.0,43326000.0,,,3256122000.0,-5749000.0,2889020000.0,182626000.0,1748000000.0,,1828804000.0,,-48001000.0,0.242963,43326000.0,43326000.0,,,,32000.0,,1321200000.0,473136000.0,0.0,661010000.0,3679000.0,-3160000.0,156771000.0,182626000.0,,610621000.0,1427318000.0,348476000.0,,1427318000.0,317363000.0,,-156543000.0,3256122000.0,79781000.0,469400000.0,348476000.0,122514000.0,,279151000.0,,1120581000.0,281650000.0,41000000.0,79781000.0,,48606000.0,,,661010000.0,,,,,,,,,,,,,,,,
828230400,,,549000000.0,,,54800000.0,,,,,-6600000.0,,,21800000.0,,2862800000.0,,324700000.0,,,,317400000.0,324700000.0,144600000.0,,0.05,11400000.0,-132400000.0,,8000000.0,,,3500000.0,-1054200000.0,100000.0,-2000000.0,,,,,,141700000.0,,,,,,7300000.0,,,,3917000000.0,,,,,,,125900000.0,,,,,,,,544600000.0,,,,7500000.0,,,,,660000000.0,,-224800000.0,,,,,,,,,,,,,,,,,152700000.0,0.05,,503000000.0,359600000.0,,,,-3000000.0,44000000.0,,681900000.0,,,1152000000.0,,1221100000.0,,,,,,,772500000.0,,,-268800000.0,2866300000.0,,,,,,33000000.0,,,3369300000.0,,,,,,1903000000.0,,9300000.0,,33000000.0,33000000.0,660000000.0,,,32900000.0,,,,270200000.0,,,,,,,,1466300000.0,,,,324700000.0,,-132400000.0,,,492300000.0,,,,280200000.0,,,293600000.0,47900000.0,,,1300000.0,,,657300000.0,,,,,,,,,,,,,,,,
836092800,,,585600000.0,,,140000000.0,,,,,-1500000.0,,,54700000.0,,2903500000.0,,478300000.0,,,,324700000.0,478300000.0,144800000.0,,0.11,11600000.0,-201300000.0,,9200000.0,,,3400000.0,-1102800000.0,131900000.0,132800000.0,,,,,,222200000.0,,,,,,153600000.0,,,,4006300000.0,,,,,,,107500000.0,,,,,,,,639100000.0,,,,4000000.0,,,,,775454545.0,,-146800000.0,,,,,,,,,,,,,,,,,183000000.0,0.11,,664600000.0,387000000.0,,,,-1600000.0,46100000.0,,758200000.0,,,1235700000.0,,1259400000.0,,,,,,,910300000.0,,,-192900000.0,2906900000.0,,,,,,85300000.0,,,3571500000.0,,,,,,2017600000.0,,20900000.0,,85300000.0,85300000.0,775454545.0,,,26100000.0,,,,293700000.0,,,,,,,,1553900000.0,,,,478300000.0,,-201300000.0,,,517600000.0,,,,392700000.0,,,310000000.0,49900000.0,,,1600000.0,,,655700000.0,,,,,,,,,,,,,,,,
844041600,,,591900000.0,,,100300000.0,,,,,-3000000.0,,,39400000.0,,2842200000.0,,594000000.0,,,,478300000.0,594000000.0,145000000.0,,0.08,12200000.0,-161600000.0,,9700000.0,,,3300000.0,-1152900000.0,198000000.0,195200000.0,,,,,,82000000.0,,,,,,115800000.0,,,,3995100000.0,,,,,,,133100000.0,,,,,,,,575600000.0,,,,1800000.0,,,,,761250000.0,,-202000000.0,,,,,,,,,,,,,,,,,67300000.0,0.08,,774000000.0,389100000.0,,,,-1600000.0,46200000.0,,720900000.0,,,1295000000.0,,1283600000.0,,,,,,,891500000.0,,,-248200000.0,2845500000.0,,,,,,60900000.0,,,3619500000.0,,,,,,2004500000.0,,-79600000.0,,60900000.0,60900000.0,761250000.0,,,31800000.0,,,,299300000.0,,,,,,,,1615000000.0,,,,594000000.0,,-161600000.0,,,547800000.0,,,,343700000.0,,,332100000.0,52400000.0,,,-500000.0,,,652200000.0,,,,,,,,,,,,,,,,
851990400,,615228000.0,1707235000.0,1298870000.0,779130435.0,46362000.0,,,,581841000.0,-1595000.0,,51094000.0,18225000.0,,2969223000.0,-1951295000.0,581841000.0,2972489000.0,42945000.0,2969223000.0,594000000.0,581841000.0,145112000.0,4157628000.0,,12327000.0,-182131000.0,0.270617,32369000.0,,,3266000.0,-1188405000.0,0.0,681000.0,0.0,,,317363000.0,,169328000.0,,,67253000.0,-677431000.0,-677431000.0,-12222000.0,,341362000.0,,4157628000.0,,,766163184.0,,,,214232000.0,349987000.0,,274891000.0,6300000.0,-1188405000.0,274891000.0,,158098000.0,,,,2292000.0,,,,158098000.0,,,-1377795000.0,264478000.0,,,326681000.0,330000000.0,,59269000.0,,-12695000.0,145112000.0,3406170000.0,,132100000.0,214232000.0,-2134765000.0,,-232639000.0,,1309763000.0,750990000.0,383300000.0,,15592000.0,-62203000.0,-16000.0,47170000.0,,765404000.0,,581841000.0,1321550000.0,,1309763000.0,,-13193000.0,,,11560000.0,0.0,831870000.0,581841000.0,,-1424965000.0,2972489000.0,,,2075167000.0,12327000.0,207337000.0,28137000.0,,,3723479000.0,-6216000.0,3433635000.0,207337000.0,2107300000.0,,2075167000.0,,-12803000.0,0.270617,28137000.0,28137000.0,,,,11560000.0,,1518900000.0,750990000.0,0.0,650226000.0,3266000.0,170361000.0,183470000.0,207337000.0,,765404000.0,1648312000.0,380747000.0,,1648312000.0,581841000.0,,-182131000.0,3723479000.0,73440000.0,549600000.0,380747000.0,134025000.0,,282270000.0,,1321550000.0,349987000.0,51094000.0,73440000.0,,40445000.0,,,650226000.0,,,,,,,,,,,,,,,,
859766400,,,608600000.0,,,83400000.0,,,,,-4900000.0,,,32500000.0,,3030000000.0,,652400000.0,,,,581800000.0,652400000.0,145400000.0,,0.07,18200000.0,-115900000.0,,10800000.0,,,4100000.0,-1240300000.0,-200000.0,92900000.0,,,,,,93500000.0,,,,,,70600000.0,,,,4270300000.0,,,,,,,143700000.0,,,,,,,,599500000.0,,,,2400000.0,,,,,727142857.0,,-221100000.0,,,,,,,,,,,,,,,,,91000000.0,0.07,,823100000.0,402300000.0,,,,-3200000.0,48400000.0,,761400000.0,,,1370800000.0,,1395900000.0,,,,,,,887100000.0,,,-269500000.0,3034100000.0,,,,,,50900000.0,,,3857200000.0,,,,,,2157300000.0,,-22400000.0,,50900000.0,50900000.0,727142857.0,,,24200000.0,,,,298700000.0,,,,,,,,1699900000.0,,,,652400000.0,,-115900000.0,,,548000000.0,,,,339100000.0,,,358000000.0,50200000.0,,,-1000000.0,,,739200000.0,,,,,,,,,,,,,,,,
867628800,,,626900000.0,,,153800000.0,,,,,-1700000.0,,,60000000.0,,3272600000.0,,577800000.0,,,,652400000.0,577800000.0,145700000.0,,0.12,116900000.0,-296600000.0,,11900000.0,,,4200000.0,-1264800000.0,3100000.0,1400000.0,,,,,,220600000.0,,,,,,-74700000.0,,,,4537400000.0,,,,,,,142300000.0,,,,,,,,618400000.0,,,,4600000.0,,,,,781666667.0,,-154300000.0,,,,,,,,,,,,,,,,,174300000.0,0.12,,759200000.0,425200000.0,,,,-1700000.0,47500000.0,,915300000.0,,,1463000000.0,,1324000000.0,,,,,,,956900000.0,,,-201800000.0,3276800000.0,,,,,,93800000.0,,,4036000000.0,,,,,,2239300000.0,,-76000000.0,,93800000.0,93800000.0,781666667.0,,,31000000.0,,,,301900000.0,,,,,,,,1796700000.0,,,,577800000.0,,-296600000.0,,,531800000.0,,,,425100000.0,,,385200000.0,49900000.0,,,-200000.0,,,636900000.0,,,,,,,,,,,,,,,,
875577600,,,654000000.0,,,150400000.0,,,,,-3600000.0,,,57900000.0,,3380900000.0,,554100000.0,,,,577800000.0,554100000.0,146800000.0,,0.12,119600000.0,-165000000.0,,10700000.0,,,4100000.0,-1323100000.0,16300000.0,14600000.0,,,,,,126800000.0,,,,,,-23600000.0,,,,4704000000.0,,,,,,,164500000.0,,,,,,,,608000000.0,,,,19900000.0,,,,,770833333.0,,-172000000.0,,,,,,,,,,,,,,,,,84200000.0,0.12,,757000000.0,435300000.0,,,,-1700000.0,49900000.0,,898600000.0,,,1553800000.0,,1335900000.0,,,,,,,997200000.0,,,-221900000.0,3385000000.0,,,,,,92500000.0,,,4142000000.0,,,,,,2234500000.0,,-38200000.0,,92500000.0,92500000.0,770833333.0,,,32300000.0,,,,289200000.0,,,,,,,,1907500000.0,,,,554100000.0,,-165000000.0,,,565100000.0,,,,432100000.0,,,414600000.0,52300000.0,,,-100000.0,,,632100000.0,,,,,,,,,,,,,,,,
883526400,,610588000.0,1808785000.0,1612821000.0,766057500.0,129356000.0,,,,623343000.0,-2465000.0,,52376000.0,48784000.0,,3435693000.0,-1889996000.0,623343000.0,3439744000.0,19558000.0,3435693000.0,554100000.0,623343000.0,221207000.0,4811324000.0,,121324000.0,-111427000.0,0.414815,30054000.0,,,4051000.0,-1375631000.0,10934000.0,10941000.0,0.0,,,581841000.0,,169688000.0,,,81711000.0,-688927000.0,-688927000.0,69202000.0,,516956000.0,,4811324000.0,,,739641724.0,,,,160891000.0,438981000.0,,256255000.0,-3100000.0,-1375631000.0,256255000.0,,159348000.0,,,,13435000.0,,,,159348000.0,,,-1342596000.0,41502000.0,,,119841000.0,86099000.0,,63454000.0,,-12665000.0,221207000.0,3816821000.0,,8800000.0,160891000.0,-2085564000.0,,-336906000.0,,1368629000.0,806416000.0,279442000.0,,40335000.0,-78339000.0,7000.0,49768000.0,,868513000.0,,623343000.0,1632115000.0,,1368629000.0,,2943000.0,,,18843000.0,0.0,975521000.0,623343000.0,,-1392364000.0,3439744000.0,,,2237142000.0,121324000.0,317772000.0,80572000.0,,,4246160000.0,-6593000.0,3698385000.0,317772000.0,2204000000.0,,2237142000.0,,58261000.0,0.42963,80572000.0,80572000.0,,,,18843000.0,,1542342000.0,806416000.0,0.0,628106000.0,4051000.0,12594000.0,195568000.0,317772000.0,,868513000.0,2009018000.0,426950000.0,,2009018000.0,623343000.0,,-111427000.0,4246160000.0,76530000.0,559100000.0,426950000.0,199184000.0,,416421000.0,,1632115000.0,438981000.0,52376000.0,76530000.0,,20858000.0,,,628106000.0,,,,,,,,,,,,,,,,
891302400,,,658000000.0,,,114000000.0,,,,,-110100000.0,,,44000000.0,,3613800000.0,,506900000.0,,,,623300000.0,506900000.0,223000000.0,,0.09,14800000.0,-236000000.0,,9500000.0,,,4200000.0,-1424000000.0,-91300000.0,-95700000.0,,,,,,215300000.0,,,,,,-116400000.0,,,,5037800000.0,,,,,,,149700000.0,,,,,,,,689800000.0,,,,18800000.0,,,,,777777778.0,,-206800000.0,,,,,,,,,,,,,,,,,197300000.0,0.09,,721200000.0,437600000.0,,,,-4400000.0,52000000.0,,886300000.0,,,1699900000.0,,1357300000.0,,,,,,,942600000.0,,,-258800000.0,3618000000.0,,,,,,70000000.0,,,4339200000.0,,,,,,2243600000.0,,-20700000.0,,70000000.0,70000000.0,777777778.0,,,30700000.0,,,,289300000.0,,,,,,,,2095600000.0,,,,506900000.0,,-236000000.0,,,543400000.0,,,,399200000.0,,,443200000.0,47900000.0,,,4000000.0,,,624800000.0,,,,,,,,,,,,,,,,
899164800,,,698900000.0,,,216600000.0,,,,,-1900000.0,,,83200000.0,,3787400000.0,,567200000.0,,,,506900000.0,567200000.0,223400000.0,,0.17,15200000.0,-235800000.0,,7100000.0,,,4100000.0,-1483900000.0,5200000.0,2900000.0,,,,,,293100000.0,,,,,,60200000.0,,,,5271300000.0,,,,,,,165500000.0,,,,,,,,708300000.0,,,,7000000.0,,,,,741111111.0,,-124900000.0,,,,,,,,,,,,,,,,,213700000.0,0.18,,777100000.0,466700000.0,,,,-2300000.0,54000000.0,,931400000.0,,,1831100000.0,,1403400000.0,,,,,,,1078800000.0,,,-178900000.0,3791500000.0,,,,,,133400000.0,,,4568600000.0,,,,,,2334800000.0,,57300000.0,,133400000.0,133400000.0,784705882.0,,,31000000.0,,,,295200000.0,,,,,,,,2233800000.0,,,,567200000.0,,-235800000.0,,,558800000.0,,,,520000000.0,,,485600000.0,47200000.0,,,6600000.0,,,622600000.0,,,,,,,,,,,,,,,,
