date,annualBasicEPS,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualRepaymentOfDebt,annualOperatingCashFlow,annualEbitda,quarterlyDilutedAverageShares,annualNetPPE,trailingGrossProfit,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlyAccumulatedDepreciation,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherIncomeExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,annualDilutedAverageShares,trailingNetOtherFinancingCharges,trailingInterestExpense,trailingPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingCashDividendsPaid,trailingNetIncome,annualDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualGoodwill,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCostOfRevenue,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualStockholdersEquity,annualCurrentAssets,annualCashAndCashEquivalents,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2002-12-31,1.55,,212000000.0,,,3041000000.0,,,5003000000.0,,,,18733000000.0,0.0,-612000000.0,1919000000.0,3127000000.0,,17496000000.0,,478300000.0,6810000000.0,,0.0,-1064000000.0,-3000000.0,,314000000.0,25852000000.0,-8356000000.0,-73000000.0,,0.0,-228000000.0,212000000.0,299000000.0,889000000.0,,,,,,-942000000.0,247000000.0,14000000.0,-8356000000.0,,,902000000.0,-599000000.0,,,,,848000000.0,,-1683190476,0.0,,,,-45000000.0,,480700000.0,,,,1337809524,,,,,226000000.0,25852000000.0,,,1.55,-1597190476,,-87000000.0,178000000.0,17496000000.0,,5003000000.0,,957000000.0,,0.0,1320000000.0,50000000.0,,854000000.0,2193000000.0,,902000000.0,5214000000.0,,33000000.0,314000000.0,14000000.0,,,-115000000.0,,212000000.0,,13106000000.0,,,517000000.0,1183000000.0,2252000000.0,,18733000000.0,19916000000.0,805000000.0,,,805000000.0,0.0,,2173000000.0,-546000000.0,889000000.0,180333333.0,,291000000.0,1322000000.0,,195476190.0,,195476190,13106000000.0,,946000000.0,291000000.0,946000000.0,6810000000.0,1183000000.0,,10275000000.0,848000000.0,,19916000000.0,,,178000000.0,854000000.0,,,,227000000.0,,2252000000.0,,10275000000.0,,226000000.0,,691000000.0,,120000000.0,747000000.0,227000000.0,691000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,,,,,,,,,,481900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43055,,,,,,,,,1335390040,,,,,,,,,,,1335390040,,480100000.0,,,,,,,,1335390040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208608785.0,,,,,223299545.0,,223299545,,,,,,,,,,,,,,,,,,,0.43055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,329596109.0,788869377.0,0.0,,,456571660.0,,,,,,482900000.0,,,,5893556666.0,,,,,,101310280.0,,,,,,,456571660.0,,814534648.0,,,,228285830.0,,,,-28366878.0,,,0.42247,788869377.0,,,,,,,,522761043,1350804.0,,,,,,,,,,1311630420,,481100000.0,,,,16975550453.0,,,,740240443,126975550.0,,,16975550453.0,,,,,,,,,,1004997974.0,,,,,,,,,,,,,,,,,,,1338646495.0,2027556396.0,,18684317169.0,20022963663.0,,,,,644333379.0,,,,,202620559.0,,,,,202620559.0,1311630420.0,202620559,14129406997.0,,1708766716.0,,,,,,,,,,25665271.0,,167499662.0,,,,0.42247,,,,,10395785492.0,,317438876.0,,,,,,422801567.0,613264893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,361966505.0,863047002.0,0.0,456571660.0,,406537007.0,,,,,,484400000.0,,,,6023770935.0,,,,,,82387898.0,,,,,,,406537007.0,,1122366288.0,,1350622.0,,228254997.0,,,,-28363047.0,,,0.50956,806320908.0,,,,,,,,528092922,-1350621.0,-316056509.0,-81012648.0,,,650888353.0,,,,,1391139924,121538767.0,482100000.0,,66178253.0,,17075904916.0,,,,788762830,163425176.0,,,17075904916.0,10799862.0,,-50006010.0,,,,,,,1122366288.0,,,,,2701426.0,,,,,,,,,,,,,,1211507293.0,2324419233.0,,19113992437.0,20325499730.0,,,,,858995137.0,569875705.0,,,,248514317.0,,,,,248514317.0,1391139924.0,198541329,14301728795.0,,2038087521.0,,,,,,,,,,67531064.0,406537007.0,174230146.0,,-383487231.0,-167467369.0,0.50956,,,,,10056726094.0,,433549433.0,,,,,,397082658.0,548352242.0,-149880103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,1.76,,337498390.0,,,3514464898.0,301247874.0,-1558392701.0,0.0,406537007.0,,337498390.0,19348190133.0,164884710.0,,1905191292.0,3514464898.0,,17450727811.0,,483792582.0,6090428958.0,,936493624.0,-628622955.0,15457942.0,,87595001.0,26335179698.0,-8884451887.0,,,914594872.0,,337498390.0,212546696.0,936493624.0,,-2638784.0,,215785021.0,,-1151616643.0,230580961.0,-39933016.0,-8884451887.0,,,1025376787.0,-391601185.0,,,,,914594873.0,,1034499954,936493624.0,-394965473.0,-128230034.0,,,431663469.0,483792582.0,,,,1319107253,-17933356.0,,,28394016.0,426381554.0,26335179698.0,,,1.76,1257576729,107790818.0,126239856.0,164884710.0,17450727811.0,15785724.0,0.0,-68249609.0,897848770.0,,-1288162.0,1513590107.0,64408090.0,,1185108850.0,2599870025.0,,1025376787.0,5357464898.0,,110781914.0,87595001.0,-39933016.0,,,-190647945.0,,337498390.0,,14370732964.0,,,534587144.0,1195414144.0,2169264460.0,,19348190133.0,20543604277.0,851474945.0,,,801236635.0,914594872.0,303433435.0,1843000000.0,-587401778.0,936493624.0,193722379.0,,,1335823779.0,,193722379.0,-1054974932.0,193457056,14370732964.0,,1897462322.0,,1897462322.0,6090428958.0,1195414144.0,337498390.0,10225428314.0,,,20543604277.0,13615126.0,337498390.0,164884710.0,1185108850.0,-107586389.0,48412022.0,,207394049.0,,2169264460.0,,10225428314.0,,426381554.0,,605436043.0,,,851474945.0,207394049.0,605436043.0,-149800481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,343651626.0,733210913.0,0.0,338405037.0,,394805876.0,,,,,,486100000.0,,,,6181794334.0,,,,,,110178384.0,,-8885099685.0,,,,,394805876.0,,651888772.0,,-1311647.0,,208551941.0,,,,-36726128.0,,,0.44087,911594963.0,,,,,,,,499737670,-1311647.0,-178384050.0,-100996852.0,,,379066107.0,,,,,1232948583,23609654.0,483400000.0,,-41972718.0,,26221143756.0,,,,731899265,129853095.0,,,17336044071.0,13116474.0,,56400839.0,,,,,,,1259181532.0,,,,,-2623295.0,,,,,,,,,,,,,,1221143757.0,1803515215.0,,19601259182.0,20822402938.0,,,,,1095225603.0,278069255.0,,,,213798531.0,,,,,213798531.0,1232948583.0,213798531,14555351521.0,,2265215111.0,,,,,,,,,,57712487.0,394805876.0,161332634.0,,-144281217.0,-43284365.0,0.44087,,,,,10595487933.0,,434155299.0,,,,,,241343127.0,554826863.0,-148216159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,517678452.0,784523015.0,0.0,394805876.0,,995330220.0,,,,,,486600000.0,,,,6437625083.0,,,,,,142761841.0,,-8884589726.0,,,,,995330220.0,,688458973.0,,88036129.0,,213475650.0,,,,-33355570.0,,,0.80391,940627085.0,,,,,,,,470980654,688458973.0,-84457845.0,-92465456.0,,,352087996.0,,,,,1255503669,-2262089.0,484000000.0,,-30075314.0,,25889259506.0,,,,703135424,129419613.0,,,17004669780.0,4228423.0,,600036786.0,,,,,,,1506337558.0,,,,,1289072.0,,,,,,,,,,,,,,1886591061.0,1843895931.0,,19192795197.0,21079386258.0,,,,,996664442.0,259622540.0,,,,388258839.0,,,,,388258839.0,1255503669.0,388258839,14560373582.0,,2188125417.0,,,,,,,,,,256170781.0,995330220.0,161440961.0,,333740857.0,31276360.0,0.80391,,,,,10660440294.0,,436290861.0,,,,,,214809873.0,587058039.0,-157320866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,313720549.0,747133678.0,0.0,995330220.0,,1131409853.0,,,,,,486900000.0,,,,6536474739.0,,,,,,120952500.0,,-8884969132.0,,,,,1131409853.0,,923522742.0,,1470050.0,,223006174.0,,,,-46617110.0,,,0.51228,971399773.0,,,,,,,,476250472,923522742.0,-174350999.0,-97579648.0,,,526247938.0,,,,,1223384150,16450092.0,484400000.0,,132524282.0,,25680987779.0,,,,712457500,120952501.0,,,16796018647.0,7853541.0,,137313162.0,,,,,,,1610180169.0,,,,,74301.0,,,,,,,,,,,,,,1936499937.0,2125488220.0,,18929066398.0,20865566335.0,,,,,955020788.0,428668290.0,,,,244424846.0,,,,,244424846.0,1223384150.0,192768048,14253496283.0,,2133047751.0,,,,,,,,,,39057578.0,1131409853.0,167569611.0,,-161741359.0,-14450355.0,0.51228,,,,,10113392970.0,,457351644.0,,,,,,230565705.0,516567973.0,-159374151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,2.13,,188384929.0,,,3294791457.0,312373851.0,-1318555269.0,0.0,1131409853.0,,188384929.0,21021118311.0,368370530.0,,1701463883.0,3294791457.0,,18704103672.0,,484468285.0,6564674826.0,,1395488361.0,-159587233.0,,,118790497.0,28179745621.0,-9475641949.0,-31197503.0,,1193904488.0,,188384929.0,338372930.0,1395488361.0,,-1801443.0,,223590479.0,,-1605471562.0,76793856.0,-70794336.0,-9475641949.0,,,1135109191.0,-476361891.0,,,,,945524358.0,,900356931,1395488361.0,277605661.0,-185319935.0,,,444061842.0,486753513.0,,,,1393801662,38996199.0,,,-25679034.0,508759299.0,28179745621.0,,,2.12,1145364721,127062986.0,-149988001.0,173986081.0,18704103672.0,7198970.0,0.0,-943738788.0,869930406.0,,86393089.0,1225101992.0,32397408.0,,1654667627.0,2349267099.0,,1135109191.0,5106791457.0,-29937581.0,34797216.0,118790497.0,-70794336.0,,,-23998080.0,,188384929.0,,15489560836.0,,,507559395.0,1108711303.0,2744180466.0,,21021118311.0,22129829614.0,1031917447.0,,,980321574.0,1193904488.0,258741907.0,1812000000.0,-622750180.0,1395488361.0,185249940.0,,,1487880969.0,,185249940.0,-780424400.0,185310865,15489560836.0,,2259419247.0,,2259419247.0,6564674826.0,1108711303.0,188384929.0,10491960643.0,,,22129829614.0,15592402.0,188384929.0,173986081.0,1654667627.0,-1633189843.0,2460280.0,,213582913.0,,2744180466.0,,10491960643.0,,508759299.0,,627549796.0,,,1031917447.0,213582913.0,627549796.0,-157839004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,380894801.0,834340992.0,0.0,187424426.0,,626360339.0,,,,,,487900000.0,,,,6666263603.0,,,,,,140266021.0,,-9476420798.0,,,,,626360339.0,,1644498186.0,,0.0,,222490931.0,,,,-66505441.0,,,0.48026,1038694075.0,,,,,,,,470374848,-1209189.0,85852479.0,-107617896.0,,,365175333.0,,,,,1304715840,-12091898.0,485200000.0,,-45949214.0,,28070133011.0,,,,720677145,148730351.0,,,18593712213.0,10882709.0,,437726723.0,,,,,,,1738814994.0,,,,,-7255139.0,,,,,,,,,,,,,,1476420798.0,2916565901.0,,20954050786.0,22430471584.0,,,,,1894800485.0,257557437.0,,,,232164450.0,,,,,232164450.0,1304715840.0,232164450,15683192262.0,,2360338573.0,,,,,,,,,,120918984.0,626360339.0,170495768.0,,-14510278.0,-58041112.0,0.48026,,,,,10482466747.0,,490931076.0,,,,,,234582830.0,539298670.0,-146311971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,316680987.0,920584264.0,0.0,626360339.0,,209893212.0,,,,,,488400000.0,,,,6739904259.0,,,,,,153430710.0,,-9475880692.0,,,,,209893212.0,,1542899227.0,,0.0,,223395115.0,,,,-61372284.0,,,0.40912,884988339.0,,,,,,,,522891862,1542899227.0,23390187.0,-135416350.0,,,302555120.0,,,,,1443476126,37868257.0,485900000.0,,-172536118.0,,28659629311.0,,,,775842296,116607340.0,,,19183748619.0,18575987.0,,-415632701.0,,,,,,,1789615810.0,,,,,-9929100.0,,,,,,,,,,,,,,1139069596.0,2647600344.0,,21503620965.0,22642690561.0,,,,,1976187554.0,167138770.0,,,,200073647.0,,,,,200073647.0,1443476126.0,200073647,15825457224.0,,2319872346.0,,,,,,,,,,18411685.0,209893212.0,239351909.0,,-762462841.0,2806056.0,0.40912,,,,,10812569044.0,,562170124.0,,,,,,219712778.0,536393765.0,-153184776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,628339140.0,1003484321.0,0.0,209893212.0,,241579559.0,,,,,,489600000.0,,,,6991869919.0,,,,,,300813007.0,,-9476190476.0,,,,,241579559.0,,832752613.0,,-1161440.0,,224157956.0,,,,-97560976.0,,,0.87936,1168408827.0,,,,,,,,487804878,1.0,-850241505.0,-165792699.0,,,578494866.0,,,,,1491289199,12551167.0,486700000.0,,89565471.0,,28041811846.0,,,,735191638,200929152.0,,,18565621370.0,10030270.0,,31332227.0,,,,,,,2068524971.0,,,,,11377038.0,,,,,,,,,,,,,,1357723577.0,2222996516.0,,20794425087.0,22152148664.0,,,,,2067363531.0,412702167.0,,,,427409988.0,,,,,427409988.0,1491289199.0,427409988,15085946574.0,,2228803717.0,,,,,,,,,,349593496.0,241579559.0,241579559.0,,314719925.0,-42325920.0,0.86937,,,,,10406504065.0,,571428571.0,,,,,,221835075.0,573751452.0,-154626366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,2.49,,211652518.0,,,3494967903.0,493614374.0,-1843066997.0,0.0,241579559.0,,211652518.0,22546807768.0,691940923.0,,1902546808.0,3494967903.0,,20038376555.0,,485720063.0,7205489010.0,,1395511106.0,-555878591.0,-50005815.0,,277939295.0,30348877776.0,-10310501221.0,1.0,,2435166880.0,,211652518.0,190719851.0,1395511106.0,,1161439.0,,231118088.0,,-1336201884.0,60472148.0,-89545296.0,-10310501221.0,,,1494359809.0,-753575997.0,,,,,1017560181.0,,996571485,1395511106.0,185120248.0,-344749052.0,,,656321489.0,489653019.0,,,,1782504488,22144622.0,,,78914046.0,703570183.0,30348877776.0,,,2.47,1263841306,143637154.0,20932667.0,281428073.0,20038376555.0,4702219.0,0.0,-32493582.0,902430515.0,,-1.0,1148970811.0,44191185.0,,2268868473.0,2477407722.0,,1494359809.0,6123967903.0,5807202.0,-50005815.0,277939295.0,-89545296.0,,,62797999.0,,211652518.0,,16513548087.0,,,610536109.0,1566461216.0,3111989766.0,,22546807768.0,24113268985.0,1209442958.0,,,1209442958.0,2435166880.0,311572437.0,2629000000.0,-586114664.0,1395511106.0,349977220.0,,,1819979067.0,,349977220.0,-1274827760.0,349977220,16513548087.0,,2451447843.0,,2451447843.0,7205489010.0,1566461216.0,211652518.0,10576811257.0,,,24113268985.0,201813165.0,211652518.0,281428073.0,2268868473.0,-873948690.0,160358975.0,,222118851.0,,3111989766.0,,10576811257.0,,703570183.0,,795441330.0,,,1209442958.0,222118851.0,795441330.0,-131991551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,414525923.0,1298458664.0,0.0,212517515.0,,360812704.0,,,,,,490100000.0,,,,7327183559.0,,,,,,281410557.0,,-10309434844.0,,,,,360812704.0,,899112564.0,,-16347501.0,,223026623.0,,,,-94581971.0,,,0.55948,1340495096.0,,,,,,,,595516114,-1167678.0,-56048575.0,-302428772.0,,,514946287.0,,,,,1893974778,-40868753.0,487400000.0,,-2335357.0,,30399346100.0,,,,852405418,169313405.0,,,20089911256.0,8173751.0,,149462868.0,,,,,,,2385567492.0,,,,,-2335358.0,,,,,,,,,,,,,,1561186362.0,2469640355.0,,22558383933.0,24119570294.0,,,,,2348201775.0,212517515.0,,,,273236805.0,,,,,273236805.0,1893974778.0,245212518,16390705278.0,,2468472677.0,,,,,,,,,,17515180.0,360812704.0,219523587.0,,-311770201.0,-9341429.0,0.55948,,,,,11184026156.0,,660906119.0,,,,,,231200374.0,699439514.0,-149462868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,317902956.0,1168990519.0,0.0,360812704.0,,314556609.0,,,,,,490100000.0,,,,7418851088.0,,,,,,205242610.0,,-10310094813.0,,,,,314556609.0,,958170664.0,,-14885071.0,,230897936.0,,,,-95928611.0,,,0.4985,1243725600.0,,,,,,,,516452872,958170664.0,185440655.0,-327799895.0,,,447686173.0,,,,,1685443391,36406957.0,487700000.0,,-90246907.0,,31087562744.0,,,,782709134,73619632.0,,,20777467931.0,5211637.0,,-47957012.0,,,,,,,2474065811.0,,,,,-12165478.0,,,,,,,,,,,,,,1509202454.0,2433909649.0,,23056330173.0,24565532627.0,,,,,2371444506.0,119886278.0,,,,244283324.0,,,,,244283324.0,1685443391.0,244283324,16762967094.0,,2278862242.0,,,,,,,,,,29001673.0,314556609.0,248745120.0,,-668709442.0,-6274856.0,0.4985,,,,,11568321249.0,,690462911.0,,,,,,232013385.0,740658115.0,-155054700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,399016430.0,1238403934.0,0.0,314556609.0,,342014083.0,,,,,,490200000.0,,,,7569017548.0,,,,,,264893260.0,,-10309600984.0,,,,,342014083.0,,1051749190.0,,-14592844.0,,224656309.0,,,,-95003912.0,,,0.5989,1274170113.0,,,,,,,,611378116,1051749190.0,-172982110.0,-371224334.0,,,618903250.0,,,,,1849782050,75994153.0,487900000.0,,-43776292.0,,31155694647.0,,,,875153683,106180843.0,,,20846093663.0,11203860.0,,28146541.0,,,,,,,2610931038.0,,,,,-3382253.0,,,,,,,,,,,,,,1646361909.0,2590812563.0,,23140717559.0,24787079468.0,,,,,2395216273.0,247678916.0,,,,292835587.0,,,,,292835587.0,1849782050.0,292835587,16838046272.0,,2294623896.0,,,,,,,,,,4470772.0,342014083.0,277187884.0,,-419989788.0,-49209914.0,0.5989,,,,,11463060244.0,,773443612.0,,,,,,264893260.0,762266682.0,-155971982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,2.21,,399580615.0,,,3984804287.0,396154620.0,-2648441073.0,0.0,342014083.0,,399580615.0,23816402610.0,55917987.0,,2074790308.0,3984804287.0,,21486486486.0,,488122699.0,7701537745.0,,-1164958.0,219012116.0,-108341100.0,,297064305.0,33353914259.0,-11867427773.0,-30288909.0,,2439422180.0,,399580615.0,212022367.0,1225535881.0,,-25237025.0,,237264600.0,,-2115563840.0,174743709.0,-89701771.0,-11867427773.0,,,1500465983.0,-1571528425.0,,,,,1058946878.0,,1204610063,-1164958.0,262602146.0,-570075424.0,,,493254598.0,490341439.0,,,,2091168990,103211352.0,,,-166530540.0,876048462.0,33353914259.0,,,2.2,1476701012,127747606.0,187558248.0,391425909.0,21486486486.0,13854368.0,0.0,57905851.0,916821994.0,,-71062441.0,503261883.0,38443616.0,,2723671948.0,2925857409.0,,1500465983.0,7519804287.0,-12405820.0,-302889096.0,297064305.0,-89701771.0,,,-97856477.0,,399580615.0,,17841332712.0,,,476467847.0,2092264678.0,2989282386.0,,23816402610.0,25908667288.0,1078751165.0,,,1050792171.0,2439422180.0,-76820826.0,3535000000.0,-617427773.0,1225535881.0,268423681.0,,,1527260018.0,,268423681.0,-2026957757.0,268407014,17841332712.0,,2049161231.0,,2049161231.0,7701537745.0,2092264678.0,399580615.0,12023532153.0,,,25908667288.0,4504105.0,399580615.0,391425909.0,2723671948.0,-715094409.0,-33030278.0,,264445480.0,,2989282386.0,,12023532153.0,,876048462.0,,1004193849.0,,,1078751165.0,264445480.0,1004193849.0,-156938223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,2878228782.0,,396678967.0,1597094096.0,0.0,398985240.0,,350553506.0,,,,,,511000000.0,,,,9350784133.0,,,,,,115313652.0,,-11868081181.0,,,,,350553506.0,,2163284133.0,,-16143912.0,,258302583.0,,,,-217942804.0,,,0.52023,1570571956.0,,,,,,,,651522140,-1153137.0,3967942804.0,-305581181.0,,,618081181.0,,,,,2248616236,-36900369.0,508000000.0,,35747232.0,,36049354244.0,,,,940959409,131457565.0,,,24181273063.0,2037592251.0,,-48431734.0,,,,,,,2811346863.0,,,,,12684503.0,,,,,,,,,,,,,,2079105166.0,4010608856.0,,29023293358.0,31102398524.0,,,,,2826337638.0,312500000.0,,,,265221402.0,,,,,265221402.0,2248616236.0,265221402,21034363468.0,,1963791513.0,,,,,,,,,,5765683.0,350553506.0,478551661.0,,-4632149446.0,-61116235.0,0.52023,,,,,13808809963.0,,1198108856.0,,,,,,277905904.0,1134686347.0,-155673432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,368756642.0,1587672689.0,0.0,350553506.0,,340063762.0,,,,,,538000000.0,,,,9340063762.0,,,,,,185972370.0,,-11868225292.0,,,,,340063762.0,,1518597237.0,,-28489458.0,,282678002.0,,,,-368756642.0,,,0.48047,1616365569.0,,,,,,,,623804463,1518597237.0,-277188288.0,-386236035.0,,,689038904.0,,,,,2211477152,15646384.0,536000000.0,,92839378.0,,35568544102.0,,,,924165281,111583422.0,,,23700318810.0,58050682.0,,-11079424.0,,,,,,,2891604676.0,,,,,3255986.0,,,,,,,,,,,,,,1975557917.0,3399574920.0,,28346439957.0,30321997875.0,,,,,2818278427.0,302802869.0,,,,257173220.0,,,,,257173220.0,2211477152.0,257173220,20335812965.0,,1963868225.0,,,,,,,,,,5313496.0,340063762.0,466524973.0,,-394418035.0,-49404487.0,0.48047,,,,,13729011690.0,,1185972370.0,,,,,,264612115.0,982996812.0,-182264931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,,458113883.0,1513465169.0,0.0,340063762.0,,255391036.0,,,,,,536598000.0,,,,9486236709.0,,,,,,237503727.0,,-11868230150.0,,,,,255391036.0,,1753950114.0,,-23934652.0,,264334691.0,,,,-411408129.0,,,0.59998,1708238100.0,,,,,,,,696611349,1.0,-377627218.0,-364527810.0,,,833394672.0,,,,,2210076518,51066168.0,533616900.0,,132766863.0,,35164463878.0,,,,995216323,134154825.0,,,23296233728.0,53815479.0,,-84581061.0,,,,,,,3025936599.0,,,,,2940560.0,,,,,,,,,,,,,,1926860777.0,3753353871.0,,27903209778.0,29830070556.0,,,,,2357149955.0,468866862.0,,,,323959058.0,,,,,323959058.0,2210076518.0,323959058,19735665309.0,,2089834045.0,,,,,,,,,,1987479.0,255391036.0,426314220.0,,-525454779.0,-162757625.0,0.59998,,,,,13236609361.0,,1250124217.0,,,,,,291165656.0,1007651794.0,-182781104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
