,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualInvestingCashFlow,annualOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualBasicEPS,annualGoodwill,annualCapitalStock,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyCurrentAssets,annualTotalRevenue,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyOtherNonCashItems,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingTaxProvision,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualOtherNonCashItems,quarterlyBasicAverageShares,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
930700800,,,50900000.0,,,,,,853000000.0,,853000000.0,,0.0,0.51,,,,,,98900000.0,,238300000.0,437900000.0,,,249300000.0,-99200000.0,,76200000.0,,16500000.0,,-438600000.0,100000.0,485000000.0,,,,1393200000.0,,,,,,,15600000.0,,,,876500000.0,,,,235500000.0,,-47500000.0,187000000.0,,,,,223400000.0,678500000.0,,,,,1600000.0,35700000.0,4059200000.0,,274300000.0,,,,14100000.0,,,,,,,,,,284489796.0,-23300000.0,,,4987000000.0,,5373200000.0,,,,50900000.0,,,,,,,,,,,,1240800000.0,,,1298600000.0,-200000.0,1096600000.0,,,,,0.49,,,,6285600000.0,136300000.0,,,7689300000.0,,139400000.0,,2316100000.0,,,,,139400000.0,139400000.0,,451200000.0,,,,,,273333333.0,,,,198800000.0,,822300000.0,,,,-40800000.0,,,,,,1344000000.0,,,,,847400000.0,274300000.0,,,40200000.0,,0.0,-124600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,47500000.0,,,,,,809600000.0,,763200000.0,,0.0,0.22,,,,824400000.0,,47700000.0,,106700000.0,450400000.0,,,256100000.0,-85700000.0,,-105800000.0,,17500000.0,,-458900000.0,-100000.0,514100000.0,,,,1455400000.0,,,,,,,22700000.0,,,,909300000.0,,,,30400000.0,,-82000000.0,-89800000.0,,,,,106600000.0,748500000.0,,,,-555200000.0,-6400000.0,-59600000.0,3897200000.0,,154100000.0,,,,11300000.0,46400000.0,,,,,,,,,280952381.0,-23700000.0,,,4901800000.0,,5237800000.0,,,,47500000.0,,,,,,,,,,,,1276100000.0,,,1315700000.0,1100000.0,1021400000.0,,,,,0.21,,,,6217500000.0,-55300000.0,,,7657700000.0,,59000000.0,,2419900000.0,,,,,59000000.0,59000000.0,,461200000.0,,,,,,268181818.0,,,,148200000.0,,867300000.0,,,,48000000.0,,,,,,1376500000.0,,,,,854500000.0,154100000.0,,,23700000.0,,763200000.0,-13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,56600000.0,534300000.0,3898400000.0,,2959500000.0,1657500000.0,1018200000.0,,1018200000.0,562300000.0,981400000.0,4643200000.0,763200000.0,,,,817300000.0,29700000.0,52200000.0,56100000.0,,134800000.0,534300000.0,,,262000000.0,-131400000.0,,-105700000.0,1014900000.0,18500000.0,,-480600000.0,-100000.0,767700000.0,,760500000.0,475000000.0,1657500000.0,,,,10700000.0,-400100000.0,,,-351300000.0,4041800000.0,,1014900000.0,-480600000.0,-9100000.0,,492100000.0,,-91500000.0,266500000.0,,,,,193400000.0,833200000.0,,41400000.0,,-153400000.0,18500000.0,284000000.0,4541700000.0,,265900000.0,833200000.0,,-100000.0,11200000.0,36800000.0,220900000.0,66400000.0,,,,1.15,,29700000.0,,-22900000.0,,-153400000.0,5636900000.0,601400000.0,5767800000.0,4427300000.0,36800000.0,,72500000.0,289548000.0,,4541700000.0,,,1383700000.0,981400000.0,7020600000.0,-16100000.0,130900000.0,236300000.0,1325300000.0,,,1383700000.0,8100000.0,1401200000.0,321900000.0,,,57900000.0,,981400000.0,558200000.0,1.11,7020600000.0,360700000.0,,215900000.0,8727300000.0,162200000.0,78700000.0,,2959500000.0,321900000.0,262000000.0,-90400000.0,278923000.0,78700000.0,78700000.0,767700000.0,475000000.0,3825900000.0,-300500000.0,,5767800000.0,-100000.0,,8727300000.0,867300000.0,1628100000.0,130900000.0,5636900000.0,-2258800000.0,321900000.0,,215900000.0,55700000.0,,,,,,1628100000.0,1325300000.0,41400000.0,,,867300000.0,4091800000.0,,,-25300000.0,62900000.0,981400000.0,-107300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,1043233000.0,,,,,,726924000.0,,678942000.0,,981448000.0,0.13,,,,29844000.0,,30098000.0,,66443000.0,528566000.0,,,381810000.0,-30721000.0,,28790000.0,,17080000.0,,-492618000.0,0.0,704396000.0,,,,1700599000.0,,,,,,,,,,,1021184000.0,,,,-171755000.0,,-64305000.0,-302506000.0,,,,,107146000.0,770830000.0,,,,-257473000.0,-4988000.0,-287431000.0,4292303000.0,,167887000.0,,,,16186000.0,47982000.0,,,,,,,,,291288000.0,-23890000.0,,,5444943000.0,,5466584000.0,,,,60741000.0,,,,,982492000.0,,,,,,,1337762000.0,,,1331107000.0,-12872000.0,1089638000.0,,,,,0.13,,,,6776050000.0,-202476000.0,,,8400145000.0,,36345000.0,,2933561000.0,,,,,36345000.0,36345000.0,,486273000.0,,,,,,281035000.0,,,,145098000.0,,60741000.0,,,,-41944000.0,,,,,,1544238000.0,,,,,844834000.0,1150379000.0,,,-18190000.0,,678942000.0,-142468000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,1195905000.0,,,,,,742157000.0,,687527000.0,,678942000.0,0.46,,,,31224000.0,,105065000.0,,241904000.0,614185000.0,,,534756000.0,-65990000.0,,312662000.0,,22039000.0,,-538801000.0,0.0,738599000.0,,,,2402265000.0,,,,,,,,,,,1152986000.0,,,,103125000.0,,-49735000.0,-15978000.0,,,,,293507000.0,903736000.0,,,,-398522000.0,-15636000.0,-89178000.0,4623684000.0,,364727000.0,,,,12348000.0,54630000.0,,,,,,,,,317236000.0,-28399000.0,,,6062176000.0,,6015548000.0,,,,71220000.0,,,,,1124685000.0,,,,,,,1511797000.0,,,1743248000.0,-6673000.0,1418192000.0,,,,,0.45,,,,7805424000.0,37135000.0,,,9770597000.0,,136839000.0,,3755049000.0,,,,,136839000.0,136839000.0,,497460000.0,,,,,,294438000.0,,,,619677000.0,,71220000.0,,,,-103091000.0,,,,,,1880215000.0,,,,,1245788000.0,1489412000.0,,,-19277000.0,,687527000.0,-421404000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,1236501000.0,,,,,,626212000.0,,583319000.0,,687527000.0,0.21,,,,31307000.0,,52570000.0,,114430000.0,447549000.0,,,445736000.0,-52107000.0,,228791000.0,,32310000.0,,-551852000.0,0.0,932095000.0,,,,2536326000.0,,,,,,,7018000.0,,,,999401000.0,,,,-93175000.0,,-68000000.0,-104208000.0,,,,,166162000.0,873308000.0,,,,-439758000.0,-189000.0,-253798000.0,4145796000.0,,248386000.0,,,,7658000.0,42893000.0,,,,,,,,,309033000.0,-28567000.0,,,5464840000.0,,5650659000.0,,,,82224000.0,,,,,1154277000.0,,,,,,,1545090000.0,,,2157128000.0,8915000.0,1320439000.0,,,,,0.2,,,,7621968000.0,-145282000.0,,,9566629000.0,,61860000.0,,3915970000.0,,,,,61860000.0,61860000.0,,499535000.0,,,,,,300004000.0,,,,646496000.0,,82224000.0,,,,-47550000.0,,,,,,1867264000.0,,,,,1657593000.0,1402663000.0,,,-9410000.0,,583319000.0,-213248000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,-52910000.0,660382000.0,1399493000.0,,4212169000.0,2696230000.0,748089000.0,,748089000.0,300179000.0,708312000.0,5812908000.0,583319000.0,,,,1133063000.0,32013000.0,365183000.0,84518000.0,,207182000.0,660382000.0,,,491984000.0,-53053000.0,,-205060000.0,1359991000.0,34385000.0,,-699609000.0,0.0,855557000.0,,1029076000.0,494919000.0,2696230000.0,,,,-31546000.0,-201871000.0,,,-944603000.0,4979386000.0,,1359991000.0,-699609000.0,-3191000.0,,461984000.0,,-54716000.0,101928000.0,,,,,262388000.0,1023735000.0,,,,-518960000.0,-10733000.0,233692000.0,4590361000.0,,347744000.0,1023735000.0,,0.0,9075000.0,39777000.0,-320764000.0,109111000.0,,,,1.18,,32013000.0,,-42654000.0,,-518960000.0,6106080000.0,833522000.0,6026053000.0,5625845000.0,39777000.0,,85356000.0,312653000.0,,4590361000.0,,1314137000.0,1999980000.0,708312000.0,8106060000.0,-396715000.0,590412000.0,273034000.0,1627163000.0,,,1999980000.0,7439000.0,1689003000.0,358658000.0,,,-190016000.0,,708312000.0,631692000.0,1.15,8106060000.0,408931000.0,,187063000.0,10238222000.0,98308000.0,122664000.0,,4212169000.0,358658000.0,491984000.0,-123510000.0,303192000.0,122664000.0,122664000.0,855557000.0,494919000.0,4679845000.0,-236756000.0,,6026053000.0,,,10238222000.0,1505061000.0,2046356000.0,590412000.0,6106080000.0,-27122000.0,358658000.0,,299541000.0,2569000.0,,,,,,2046356000.0,1627163000.0,,,,1505061000.0,1661881000.0,,,-6733000.0,45267000.0,708312000.0,-167483000.0,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,1171789000.0,,,,,,614023000.0,,564700000.0,,708312000.0,-0.12,,,,32300000.0,,-9342000.0,,-45225000.0,654246000.0,,,1096541000.0,-47135000.0,,486058000.0,,33899000.0,,-719386000.0,0.0,793666000.0,,,,2699021000.0,,,,,,,,,,,1373632000.0,,,,-481127000.0,,-67194000.0,-143612000.0,,,,,130410000.0,0.0,,,,-547529000.0,-60303000.0,-624755000.0,3873185000.0,,215063000.0,,,,37167000.0,49323000.0,,,,,,,,,308916000.0,-29368000.0,,,5768806000.0,,5599805000.0,,,,84653000.0,,,,,1137470000.0,,,,,,,1559438000.0,,,1927579000.0,-11993000.0,1302199000.0,,,,,-0.12,,,,7696385000.0,-528262000.0,,,9746738000.0,,-38357000.0,,4146933000.0,,,,,-38357000.0,-38357000.0,,501449000.0,,,,,,308916000.0,,,,0.0,,,,,,-7482000.0,4322636000.0,799080000.0,,,,1972725000.0,,,,,1426130000.0,1302199000.0,,,-139304000.0,,564700000.0,-115052000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,1719819000.0,,,,,,739855000.0,,686119000.0,,564700000.0,-0.3,,,,38367000.0,,48325000.0,,-53696000.0,828795000.0,,,1324520000.0,-77516000.0,,70922000.0,,41368000.0,,-922581000.0,0.0,1105651000.0,,,,3013163000.0,,,,,,,,,,,1751376000.0,,,,154646000.0,,-37830000.0,-14903000.0,,,,,23596000.0,0.0,,,,-584839000.0,-21752000.0,-82443000.0,5083733000.0,,147255000.0,,,,24147000.0,53736000.0,,,,,,,,,368911000.0,-45290000.0,,,7351064000.0,,6843235000.0,,,,123659000.0,,,,,1456240000.0,,,,,,,1484011000.0,,,2024407000.0,-6022000.0,1743415000.0,,,,,-0.3,,,,9375471000.0,77130000.0,,,11790844000.0,,-110158000.0,,4947609000.0,,,,,-110158000.0,-110158000.0,,614337000.0,,,,,,368911000.0,,,,0.0,,,,,,-70459000.0,5327742000.0,942811000.0,,,,2312249000.0,,,,,1410070000.0,1743415000.0,,,-254926000.0,,686119000.0,-237856000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,1583500000.0,,,,,,685600000.0,,604000000.0,,686119000.0,-1.29,,,,38500000.0,,-184700000.0,,-659600000.0,784700000.0,,,1225000000.0,-70049000.0,,331120000.0,,46900000.0,,-927400000.0,0.0,672300000.0,,,,3058700000.0,,,,,,,,,,,1712100000.0,,,,-191019000.0,,-8776000.0,-485000.0,,,,,22200000.0,0.0,,,,-561600000.0,-101845000.0,76798000.0,4365800000.0,,126988000.0,,,,8386000.0,81600000.0,,,,,,,,,369600000.0,-35142000.0,,,6850700000.0,,6300200000.0,,,,104788000.0,,,,,1459000000.0,,,,,,,971400000.0,,,2510200000.0,9515000.0,1605700000.0,,,,,-1.29,,,,9360900000.0,-261068000.0,,,11328100000.0,,-477500000.0,,5027900000.0,,,,,-477500000.0,-477500000.0,,609300000.0,,,,,,369600000.0,,,,0.0,,,,,,-6359000.0,4862100000.0,1259900000.0,,,,1863500000.0,,,,,1900900000.0,1605700000.0,,,-723100000.0,,685600000.0,-151992000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,-1141800000.0,847700000.0,1515900000.0,,5023800000.0,3096500000.0,935200000.0,,935200000.0,148500000.0,935200000.0,6723200000.0,685600000.0,,,,853300000.0,38600000.0,675500000.0,80600000.0,,172800000.0,847700000.0,,,453100000.0,-73300000.0,,-212600000.0,1705700000.0,38800000.0,,-858000000.0,0.0,584600000.0,,844600000.0,535500000.0,3096500000.0,,,,-191200000.0,-268000000.0,,,-696500000.0,6321200000.0,,1705700000.0,-858000000.0,-109100000.0,,666000000.0,,-4200000.0,249600000.0,,,,,200000000.0,97500000.0,,,,-561800000.0,-7300000.0,433900000.0,4555500000.0,,338200000.0,97500000.0,,0.0,15900000.0,,90600000.0,164600000.0,,,,-1.37,,38600000.0,,-34600000.0,,-561800000.0,6429800000.0,402000000.0,6351500000.0,6723200000.0,,,138200000.0,369000000.0,,4555500000.0,,1469700000.0,3016100000.0,935200000.0,9445900000.0,-196500000.0,325500000.0,-55300000.0,868300000.0,,,3016100000.0,-100600000.0,1715900000.0,-534500000.0,,,-149800000.0,,935200000.0,-563500000.0,-1.37,9445900000.0,592700000.0,,,11375300000.0,-119500000.0,81800000.0,,5023800000.0,-534500000.0,453100000.0,-144400000.0,369000000.0,81800000.0,81800000.0,584600000.0,535500000.0,5845000000.0,-118000000.0,,6351500000.0,,,11375300000.0,2480600000.0,1840100000.0,325500000.0,6429800000.0,,-534500000.0,,451300000.0,-65500000.0,4673200000.0,1323700000.0,,,1323700000.0,1840100000.0,868300000.0,,4673200000.0,,2480600000.0,1715900000.0,,122100000.0,-600000.0,85600000.0,935200000.0,-191600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,1291400000.0,,,,,,575100000.0,,575100000.0,,935200000.0,0.18,,,,38700000.0,,38000000.0,,100500000.0,827500000.0,,,525400000.0,-34800000.0,,-56300000.0,,35300000.0,,-891300000.0,0.0,587000000.0,,,,3180500000.0,,,,,,,44400000.0,,,,1718800000.0,,,,-194500000.0,,-2200000.0,-360100000.0,,,,,128600000.0,36200000.0,,,,-572600000.0,42300000.0,-369100000.0,4211000000.0,,198500000.0,,,,26000000.0,,,,,,,,,,379800000.0,-36000000.0,,,6004000000.0,,5812000000.0,,,,69900000.0,,,,,1288600000.0,,,,,,,891800000.0,,,2905400000.0,-37000000.0,1420000000.0,,,,,0.18,,,,8909400000.0,-229300000.0,,,10893900000.0,,59800000.0,,5081900000.0,,,,,59800000.0,59800000.0,,536900000.0,,,,,,373000000.0,,,,391800000.0,,,,,,-6700000.0,4464800000.0,1231400000.0,,,,1894500000.0,,,,,2368500000.0,1420000000.0,,,1200000.0,,575100000.0,-99200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,1383800000.0,,,,,,537300000.0,,537300000.0,,575100000.0,0.31,,,,38800000.0,,75400000.0,,190700000.0,859300000.0,,,598600000.0,-47100000.0,,-21500000.0,,36900000.0,,-938600000.0,0.0,613100000.0,,,,3414800000.0,,,,,,,18400000.0,,,,1797900000.0,,,,214100000.0,,-5500000.0,-37800000.0,,,,,228900000.0,0.0,,,,-485000000.0,17000000.0,-2200000.0,4807800000.0,,300900000.0,,,,18200000.0,,,,,,,,,,389100000.0,-36500000.0,,,6458800000.0,,6346000000.0,,,,72000000.0,,,,,1381500000.0,,,,,,,1022500000.0,,,2961100000.0,-10800000.0,1612700000.0,,,,,0.31,,,,9419900000.0,167000000.0,,,11700600000.0,,111300000.0,,5354600000.0,,,,,111300000.0,111300000.0,,583400000.0,,,,,,375700000.0,,,,460100000.0,,,,,,-49700000.0,4913800000.0,1052400000.0,,,,2191600000.0,,,,,2377700000.0,1612700000.0,,,-2300000.0,,537300000.0,-230400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,1557600000.0,,,,,,615000000.0,,615000000.0,,537300000.0,0.02,,,,38900000.0,,-18000000.0,,31300000.0,819400000.0,,,535000000.0,-41600000.0,,-90800000.0,,36700000.0,,-972700000.0,25000000.0,590200000.0,,,,3355200000.0,,,,,,,19600000.0,,,,1792100000.0,,,,232100000.0,,-200000.0,77700000.0,,,,,-55400000.0,0.0,,,,-514900000.0,-27100000.0,143000000.0,4675900000.0,,25200000.0,,,,5500000.0,,,,,,,,,,381080000.0,-36500000.0,,,6225900000.0,,5984400000.0,,,,80600000.0,,-2600000.0,,,1435800000.0,,,,,,,874400000.0,,,2939300000.0,-8300000.0,1502200000.0,,,,,0.02,,,,9165200000.0,190500000.0,,,11277400000.0,,-89600000.0,,5293000000.0,,,,,-89600000.0,-89600000.0,,571900000.0,,,,,,377280000.0,,,,455600000.0,,,,,,28300000.0,4471100000.0,1015000000.0,,,,2046600000.0,,,,,2367400000.0,1502200000.0,,,-132200000.0,,615000000.0,-31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,-158100000.0,825700000.0,1549400000.0,,5471400000.0,3458700000.0,933000000.0,,933000000.0,873800000.0,933000000.0,6203600000.0,615000000.0,,,,718400000.0,38900000.0,-459300000.0,46100000.0,,-63500000.0,825700000.0,,,820300000.0,-59700000.0,,-290700000.0,1781100000.0,36700000.0,,-955400000.0,-4600000.0,677100000.0,,935200000.0,715800000.0,3458700000.0,,,,55000000.0,-183200000.0,,19400000.0,-477100000.0,5785700000.0,,1781100000.0,-955400000.0,-70300000.0,,622100000.0,,0.0,318000000.0,,,,,119300000.0,0.0,,,,-474700000.0,22800000.0,460700000.0,5125500000.0,,197300000.0,0.0,,20400000.0,8900000.0,,-2200000.0,145600000.0,,,,0.26,,38900000.0,,-36600000.0,,-474700000.0,7089800000.0,417900000.0,6322300000.0,6203600000.0,,,78000000.0,381300000.0,,5125500000.0,,1537500000.0,2533500000.0,933000000.0,9623300000.0,232400000.0,407600000.0,140300000.0,858000000.0,,,2533500000.0,-14200000.0,1668700000.0,99500000.0,,,-66800000.0,,933000000.0,265400000.0,0.26,9623300000.0,562400000.0,,,11793700000.0,690600000.0,20300000.0,,5471400000.0,99500000.0,820300000.0,-145600000.0,376100000.0,20300000.0,20300000.0,677100000.0,715800000.0,5645600000.0,-7900000.0,,6322300000.0,,,11793700000.0,1817700000.0,2100000000.0,407600000.0,7089800000.0,,99500000.0,,300500000.0,-38700000.0,4517600000.0,1144000000.0,,,1144000000.0,2100000000.0,858000000.0,,4517600000.0,,1817700000.0,1668700000.0,,101800000.0,-24800000.0,58600000.0,933000000.0,-116500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,1407900000.0,,,,,,1188200000.0,,1188200000.0,,933000000.0,-0.02,,,,39000000.0,,-3800000.0,,-8700000.0,727500000.0,,,662600000.0,-31000000.0,,615200000.0,,38800000.0,,-937400000.0,-21600000.0,700700000.0,,,,3307100000.0,,,,,,,25400000.0,,,,1664900000.0,,,,-286100000.0,,,255200000.0,,,,,25100000.0,121100000.0,,,,-437600000.0,-21700000.0,-342400000.0,4677400000.0,,94900000.0,,,,2900000.0,,,,,,,,,,381800000.0,-200000.0,,,6481900000.0,,6719300000.0,,,,69800000.0,,,,,1392600000.0,,,,,,,849400000.0,,,3265200000.0,-22600000.0,1433000000.0,,,,,-0.02,,,,9747100000.0,-317100000.0,,,11963100000.0,,-8600000.0,,5243800000.0,,,,,-8600000.0,-8600000.0,,647200000.0,,,,,,381800000.0,,,,805000000.0,,,,,,-9100000.0,4254100000.0,1020800000.0,,,,2151500000.0,,,,,2618000000.0,1433000000.0,,,-16900000.0,,1188200000.0,-89200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,1353100000.0,,,,,,700100000.0,,700100000.0,,1188200000.0,-0.04,,,,39100000.0,,22400000.0,,6500000.0,740000000.0,,,129500000.0,-41100000.0,,-630600000.0,,46100000.0,,-968600000.0,-4800000.0,627100000.0,,,,3442900000.0,,,,,,,13100000.0,,,,1708600000.0,,,,235900000.0,,,-488100000.0,,,,,146300000.0,149000000.0,,,,-381100000.0,-3000000.0,174500000.0,5282700000.0,,210600000.0,,,,5100000.0,,,,,,,,,,384300000.0,-7200000.0,,,6597800000.0,,6770400000.0,,,,64300000.0,,,,,1338000000.0,,,,,,,835900000.0,,,3210400000.0,-16200000.0,1499400000.0,,,,,-0.04,,,,9808200000.0,194800000.0,,,12096700000.0,,-13500000.0,,5326300000.0,,,,,-23000000.0,-13500000.0,,623300000.0,,,,,,384300000.0,,,,867000000.0,,,,,,1400000.0,4681400000.0,1036600000.0,,,,2225500000.0,,,,,2587100000.0,1499400000.0,,,-113600000.0,,700100000.0,-130200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,1542000000.0,,,,,,695500000.0,,695500000.0,,700100000.0,-0.85,,,,39200000.0,,19500000.0,,-396700000.0,713800000.0,,,326900000.0,-22100000.0,,-207000000.0,,43500000.0,,-987600000.0,-600000.0,653500000.0,,,,3281200000.0,,,,,,,13000000.0,,,,1701400000.0,,,,-101300000.0,,,-4600000.0,,,,,-123100000.0,0.0,,,,-348200000.0,-81500000.0,-57500000.0,4889000000.0,,-53000000.0,,,,-4900000.0,,,,,,,,,,385800000.0,-5100000.0,,,6308000000.0,,6013100000.0,,,,70100000.0,,,,,1317500000.0,,,,,,,508800000.0,,,2958300000.0,-10500000.0,1418900000.0,,,,,-0.85,,,,9266300000.0,-123400000.0,,,11272100000.0,,-327100000.0,,5259000000.0,,,,,-416200000.0,-327100000.0,,767300000.0,,,,,,385800000.0,,,,389100000.0,,,,,,-8700000.0,4474900000.0,1092100000.0,,,,1941100000.0,,,,,2191000000.0,1418900000.0,,,-451900000.0,,695500000.0,295700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
