date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCashDividendsPaid,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyLongTermDebt,trailingPretaxIncome,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualOperatingCashFlow,annualChangeInAccountPayable,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,annualGrossProfit,annualBasicEPS,quarterlyDilutedEPS,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualBasicAverageShares,annualCurrentAssets,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDilutedEPS,trailingCashDividendsPaid,annualDilutedAverageShares,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2013-06-30,,68520000000.0,,114216000000.0,,,48057000000.0,,,,,,,9958000000.0,,,6101000000.0,,,,,,2439747000000.0,-36200000000.0,,1435000000.0,,,-3764000000.0,,2230255000000.0,,682444000000.0,,,21872000000.0,,6496000000.0,6496000000.0,,,266212000000.0,,,29214000000.0,-86790000000.0,81562000000.0,-1485000000.0,,,,,,,15563000000.0,45524000000.0,11286000000.0,,,-932000000.0,,209492000000.0,,,,-21644000000.0,-6796000000.0,389000000.0,39452000000.0,340532000000.0,,2441000000.0,56631000000.0,,9298000000.0,,211432000000.0,346000000.0,61321000000.0,,,25211000000.0,68520000000.0,,,1928000000.0,,,,,2802000000.0,,,,,,9298000000.0,,-1172000000.0,14574000000.0,-1587000000.0,,-16310000000.0,586000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,26577000000.0,,112135000000.0,,,48100000000.0,,,,,,,9269000000.0,,,-650000000.0,,,,,,2463309000000.0,-28100000000.0,,1651000000.0,,,-5092000000.0,,2256639000000.0,,673116000000.0,,,-2242000000.0,,-380000000.0,-380000000.0,,,263372000000.0,,,30664000000.0,-46856000000.0,66269000000.0,-1547000000.0,,,,,,,15263000000.0,29214000000.0,11307000000.0,,,-580000000.0,,206670000000.0,,,,-15421000000.0,15996000000.0,390000000.0,30287000000.0,402109000000.0,,2387000000.0,53741000000.0,,34000000.0,,212283000000.0,473000000.0,24261000000.0,,,23117000000.0,26577000000.0,,,20941000000.0,,,,,414000000.0,,,,,,34000000.0,,-2540000000.0,14876000000.0,634000000.0,,1450000000.0,507000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,79343000000.0,-7108000000.0,2204511000000.0,115756000000.0,107953000000.0,,48081000000.0,1199000000.0,96606000000.0,-679000000.0,115756000000.0,-6056000000.0,25914000000.0,9173000000.0,,267889000000.0,4938000000.0,7991000000.0,2415689000000.0,17923000000.0,57848000000.0,39771000000.0,2415689000000.0,-39200000000.0,25914000000.0,1246000000.0,,194491000000.0,974000000.0,-4399000000.0,2204511000000.0,-6589000000.0,662908000000.0,163132000000.0,662908000000.0,-23269000000.0,211178000000.0,5278000000.0,5278000000.0,5306000000.0,355822000000.0,267889000000.0,,65160000000.0,39771000000.0,38600000000.0,65160000000.0,-1782000000.0,14891000000.0,16593000000.0,11232000000.0,107953000000.0,-5743000000.0,-60497000000.0,15263000000.0,30664000000.0,11232000000.0,,-13952000000.0,1724000000.0,,211178000000.0,53723000000.0,,28324000000.0,-6965000000.0,1147000000.0,1199000000.0,42145000000.0,355822000000.0,38735000000.0,2355000000.0,57848000000.0,,7500000000.0,,194491000000.0,5363000000.0,-16166000000.0,-150501000000.0,,23156000000.0,-7108000000.0,17923000000.0,-154480000000.0,-22725000000.0,,,-2340000000.0,15263000000.0,2222000000.0,48081000000.0,,2219000000.0,9677000000.0,-11346000000.0,7500000000.0,8003000000.0,-299000000.0,14891000000.0,-3410000000.0,,9107000000.0,485000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,14667000000.0,,119318000000.0,,,48065000000.0,,,,,,,9834000000.0,,,4898000000.0,,,,,,2476986000000.0,-29424000000.0,,1208000000.0,,,-4130000000.0,,2257331000000.0,,667782000000.0,,,2273000000.0,,5274000000.0,5274000000.0,,,274512000000.0,,,26321000000.0,-68410000000.0,73122000000.0,-1554000000.0,,,,,,,19188000000.0,39771000000.0,10041000000.0,0.0,,-580000000.0,,219655000000.0,,,,-17000000000.0,-7599000000.0,2276000000.0,34030000000.0,398852000000.0,,2126000000.0,60825000000.0,,7507000000.0,,202499000000.0,2796000000.0,-2174000000.0,,,22993000000.0,14667000000.0,,,40318000000.0,,,,,2233000000.0,,,,,,7507000000.0,,-386000000.0,14919000000.0,6125000000.0,,-13450000000.0,618000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,-4371000000.0,,123497000000.0,,,48110000000.0,,,,,,,9693000000.0,,,5573000000.0,,,,,,2520336000000.0,-31115000000.0,,1218000000.0,,,-2305000000.0,,2293022000000.0,,692083000000.0,,,-537000000.0,,5985000000.0,5985000000.0,,,269929000000.0,,,27523000000.0,-29528000000.0,77096000000.0,-1806000000.0,,,,,,,22568000000.0,26321000000.0,9686000000.0,,,154000000.0,,227314000000.0,,,,-19628000000.0,-3621000000.0,3438000000.0,23861000000.0,421432000000.0,,2063000000.0,63804000000.0,,8331000000.0,,203885000000.0,-329000000.0,-14507000000.0,,,24454000000.0,-4371000000.0,,,35118000000.0,,,,,2346000000.0,,,,,,8331000000.0,,-1375000000.0,15216000000.0,2058000000.0,,1202000000.0,524000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,-2449000000.0,,127234000000.0,,,47970000000.0,,,,,,,9906000000.0,,,5135000000.0,,,,,,2527005000000.0,-44871000000.0,,1147000000.0,,,1229000000.0,,2295728000000.0,,704562000000.0,,,7610000000.0,,5572000000.0,5572000000.0,,,268721000000.0,,,25372000000.0,2308000000.0,75504000000.0,-1718000000.0,,,,,,,24168000000.0,27523000000.0,9510000000.0,,,387000000.0,,231277000000.0,,,,-12865000000.0,3427000000.0,3266000000.0,33371000000.0,439684000000.0,,1819000000.0,59960000000.0,,7691000000.0,,211055000000.0,-683000000.0,-7258000000.0,,,24246000000.0,-2449000000.0,,,-1375000000.0,,,,,2119000000.0,,,,,,7691000000.0,,-1489000000.0,15177000000.0,-2517000000.0,,-2151000000.0,539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-3714000000.0,28746000000.0,2341061000000.0,130315000000.0,36593000000.0,,47647000000.0,2189000000.0,94205000000.0,1338000000.0,130315000000.0,-6990000000.0,29792000000.0,9081000000.0,,276836000000.0,4488000000.0,8030000000.0,2573126000000.0,21762000000.0,66344000000.0,27831000000.0,2573126000000.0,-26439000000.0,29792000000.0,1186000000.0,,206954000000.0,3604000000.0,4324000000.0,2341061000000.0,-4760000000.0,668017000000.0,133244000000.0,668017000000.0,-3281000000.0,232065000000.0,4931000000.0,4931000000.0,4759000000.0,512308000000.0,276836000000.0,,70079000000.0,27831000000.0,-70006000000.0,70079000000.0,-1912000000.0,15133000000.0,20093000000.0,8628000000.0,36593000000.0,6065000000.0,-65275000000.0,24168000000.0,25372000000.0,8628000000.0,,-11940000000.0,1377000000.0,,232065000000.0,39771000000.0,,118228000000.0,-15782000000.0,4156000000.0,2189000000.0,41982000000.0,512308000000.0,38514000000.0,1889000000.0,66344000000.0,,6263000000.0,,206954000000.0,2426000000.0,20225000000.0,-165636000000.0,,22512000000.0,28746000000.0,21762000000.0,-131849000000.0,44167000000.0,,,-3637000000.0,24168000000.0,1332000000.0,47647000000.0,,2190000000.0,7897000000.0,-1602000000.0,6263000000.0,4210000000.0,-1510000000.0,15133000000.0,-1342000000.0,,2459000000.0,509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,14879000000.0,,134048000000.0,,,47453000000.0,,,,,,,10125000000.0,,,5452000000.0,,,,,,2577148000000.0,-23122000000.0,,1181000000.0,,,-1147000000.0,,2341284000000.0,,648543000000.0,,,-6482000000.0,,5914000000.0,5914000000.0,,,280608000000.0,,,22821000000.0,-24150000000.0,70006000000.0,-1770000000.0,,,,,,,25598000000.0,27831000000.0,7769000000.0,,,672000000.0,,235864000000.0,,,,-34068000000.0,-27000000.0,2430000000.0,33509000000.0,529204000000.0,,1888000000.0,55655000000.0,,8224000000.0,,202157000000.0,33000000.0,8148000000.0,,,24066000000.0,14879000000.0,,,4337000000.0,,,,,2310000000.0,,,,,,8224000000.0,,-1900000000.0,14963000000.0,-1869000000.0,,-5010000000.0,565000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,17296000000.0,,138294000000.0,,,47476000000.0,,,,,,,9835000000.0,,,5776000000.0,,,,,,2449599000000.0,-23947000000.0,,1238000000.0,,,-374000000.0,,2208394000000.0,,628214000000.0,,,-2950000000.0,,6290000000.0,6290000000.0,,,286693000000.0,,,24095000000.0,101621000000.0,69642000000.0,-1964000000.0,,,,,,,29023000000.0,22821000000.0,8662000000.0,,,88000000.0,,241205000000.0,,,,-6122000000.0,181000000.0,1102000000.0,35699000000.0,422902000000.0,,1830000000.0,42238000000.0,,8377000000.0,,191749000000.0,57000000.0,12649000000.0,,,23812000000.0,17296000000.0,,,-117766000000.0,,,,,2087000000.0,,,,,,8377000000.0,,-1249000000.0,15073000000.0,-4339000000.0,,1274000000.0,510000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,25124000000.0,,143050000000.0,,,47405000000.0,,,,,,,9570000000.0,,,6270000000.0,,,,,,2417121000000.0,-12895000000.0,,1248000000.0,,,-801000000.0,,2171393000000.0,,599700000000.0,,,-3988000000.0,,6804000000.0,6804000000.0,,,292945000000.0,,,21258000000.0,2251000000.0,57926000000.0,-1944000000.0,,,,,,,30173000000.0,24095000000.0,7752000000.0,,,899000000.0,,245728000000.0,,,,-58807000000.0,11262000000.0,751000000.0,23166000000.0,397454000000.0,,1815000000.0,19656000000.0,,6730000000.0,,187986000000.0,-620000000.0,13646000000.0,,,22780000000.0,25124000000.0,,,-30084000000.0,,,,,-74000000.0,,,,,,6730000000.0,,-1248000000.0,14709000000.0,2933000000.0,,-2837000000.0,464000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,41007000000.0,16167000000.0,2104125000000.0,146420000000.0,73466000000.0,,47325000000.0,192000000.0,93543000000.0,3703000000.0,146420000000.0,-7873000000.0,30702000000.0,9121000000.0,,288651000000.0,4908000000.0,6260000000.0,2351698000000.0,24442000000.0,15562000000.0,20490000000.0,2351698000000.0,-17044000000.0,30702000000.0,1273000000.0,,177638000000.0,-4036000000.0,-2083000000.0,2104125000000.0,-5616000000.0,574989000000.0,122991000000.0,574989000000.0,-9941000000.0,247573000000.0,5434000000.0,5434000000.0,4940000000.0,360505000000.0,288651000000.0,,46605000000.0,20490000000.0,27258000000.0,46605000000.0,-2195000000.0,14362000000.0,22406000000.0,7623000000.0,73466000000.0,-23361000000.0,-67247000000.0,30173000000.0,21258000000.0,7623000000.0,,-7341000000.0,2044000000.0,,247573000000.0,27831000000.0,,-187511000000.0,31750000000.0,11248000000.0,192000000.0,30617000000.0,360505000000.0,38651000000.0,1930000000.0,15562000000.0,,7371000000.0,,177638000000.0,1863000000.0,6564000000.0,106980000000.0,,22885000000.0,16167000000.0,24442000000.0,-77008000000.0,-43998000000.0,,,22664000000.0,30173000000.0,1937000000.0,47325000000.0,,,7463000000.0,-6358000000.0,7371000000.0,1333000000.0,-1219000000.0,14362000000.0,1192000000.0,,-768000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,-21383000000.0,,149730000000.0,,,47310000000.0,,,,,,,9981000000.0,,,4991000000.0,,,,,,2423808000000.0,-19659000000.0,,1289000000.0,,,-3021000000.0,,2173651000000.0,,581267000000.0,,,124000000.0,,5520000000.0,5520000000.0,,,290754000000.0,,,18212000000.0,-34581000000.0,57649000000.0,-1946000000.0,,,,,,,30173000000.0,20490000000.0,6598000000.0,,,162000000.0,,250157000000.0,,,,-16560000000.0,-11115000000.0,782000000.0,28739000000.0,378408000000.0,,2172000000.0,17490000000.0,,7578000000.0,,176934000000.0,906000000.0,-31341000000.0,,,23239000000.0,-21383000000.0,,,53584000000.0,,,,,2058000000.0,,,,,,7578000000.0,,-1696000000.0,14195000000.0,419000000.0,,-2278000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,-1524000000.0,,153749000000.0,,,47303000000.0,,,,,,,10115000000.0,,,5666000000.0,,,,,,2466096000000.0,-22477000000.0,,1336000000.0,,,-72000000.0,,2213673000000.0,,580957000000.0,,,3590000000.0,,6200000000.0,6200000000.0,,,295627000000.0,,,19710000000.0,-17483000000.0,64911000000.0,-2174000000.0,,,,,,,30173000000.0,18212000000.0,5989000000.0,,,-738000000.0,,252423000000.0,,,,-15462000000.0,-7292000000.0,1618000000.0,29608000000.0,365305000000.0,,2466000000.0,17279000000.0,,9340000000.0,,184635000000.0,-329000000.0,-8384000000.0,,,24380000000.0,-1524000000.0,,,20575000000.0,,,,,3140000000.0,,,,,,9340000000.0,,-2840000000.0,14262000000.0,-1749000000.0,,1498000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,4192000000.0,,157870000000.0,,,47302000000.0,,,,,,,10235000000.0,,,5747000000.0,,,,,,2521029000000.0,-24765000000.0,,1407000000.0,,,-1848000000.0,,2266698000000.0,,581659000000.0,,,1941000000.0,,6286000000.0,6286000000.0,,,309418000000.0,,,21390000000.0,-60038000000.0,64333000000.0,-2069000000.0,,,,,,,30173000000.0,19710000000.0,5824000000.0,,,-1014000000.0,,254331000000.0,,,,-19501000000.0,676000000.0,1474000000.0,30718000000.0,417590000000.0,,2467000000.0,12258000000.0,,8939000000.0,,190412000000.0,274000000.0,-10028000000.0,,,24673000000.0,4192000000.0,,,57540000000.0,,,,,2653000000.0,,,,,,8939000000.0,,-2295000000.0,14208000000.0,4982000000.0,,1680000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-19088000000.0,38911000000.0,2236782000000.0,162440000000.0,20196000000.0,,47288000000.0,-1175000000.0,95668000000.0,-2825000000.0,162440000000.0,-8476000000.0,34536000000.0,9391000000.0,,295245000000.0,6180000000.0,9803000000.0,2490972000000.0,24733000000.0,11738000000.0,23873000000.0,2490972000000.0,-57201000000.0,34536000000.0,1446000000.0,,190543000000.0,-1233000000.0,-939000000.0,2236782000000.0,-9082000000.0,597111000000.0,120760000000.0,597111000000.0,-1915000000.0,254190000000.0,6727000000.0,6727000000.0,5478000000.0,389635000000.0,295245000000.0,,52330000000.0,23873000000.0,-2847000000.0,52330000000.0,-2287000000.0,14131000000.0,22583000000.0,6958000000.0,20196000000.0,3740000000.0,-71410000000.0,30173000000.0,21390000000.0,6958000000.0,,3383000000.0,-1235000000.0,,254190000000.0,20490000000.0,,98271000000.0,-19887000000.0,11916000000.0,-1175000000.0,31695000000.0,389635000000.0,39722000000.0,2713000000.0,11738000000.0,,8679000000.0,,190543000000.0,3800000000.0,30665000000.0,-114949000000.0,,23376000000.0,38911000000.0,24733000000.0,-124102000000.0,-33428000000.0,,,-5815000000.0,30173000000.0,1952000000.0,47288000000.0,,,9818000000.0,-6174000000.0,8679000000.0,4651000000.0,-2251000000.0,14131000000.0,-4591000000.0,,2483000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,-20036000000.0,,166663000000.0,,,47292000000.0,,,,,,,10742000000.0,,,5975000000.0,,,,,,2546290000000.0,-20416000000.0,,1464000000.0,,,100000000.0,,2290427000000.0,,628300000000.0,,,-9048000000.0,,6448000000.0,6448000000.0,,,289492000000.0,,,20484000000.0,-27037000000.0,60038000000.0,-2045000000.0,,,,,,,30173000000.0,23873000000.0,6926000000.0,,,-24000000.0,,255863000000.0,,,,-26049000000.0,-7767000000.0,-923000000.0,28466000000.0,460395000000.0,,2978000000.0,14908000000.0,,8341000000.0,,183200000000.0,629000000.0,-29956000000.0,,,24675000000.0,-20036000000.0,,,43605000000.0,,,,,1893000000.0,,,,,,8341000000.0,,-2832000000.0,14227000000.0,64000000.0,,-3389000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,7012000000.0,,171488000000.0,,,47300000000.0,,,,,,,10332000000.0,,,6555000000.0,,,,,,2563174000000.0,-25197000000.0,,1504000000.0,,,-1052000000.0,,2304691000000.0,,614016000000.0,,,3859000000.0,,7029000000.0,7029000000.0,,,292973000000.0,,,21781000000.0,-10042000000.0,64038000000.0,-2341000000.0,,,,,,,30173000000.0,20484000000.0,6580000000.0,,,574000000.0,,258483000000.0,,,,-21694000000.0,-4173000000.0,-392000000.0,46276000000.0,449161000000.0,,3442000000.0,22207000000.0,,9749000000.0,,189160000000.0,-790000000.0,-5703000000.0,,,25470000000.0,7012000000.0,,,4306000000.0,,,,,2720000000.0,,,,,,9749000000.0,,-3007000000.0,14206000000.0,3757000000.0,,1297000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,-3014000000.0,,175827000000.0,,,47309000000.0,,,,,,,10328000000.0,,,6262000000.0,,,,,,2563074000000.0,-28698000000.0,,1579000000.0,,,-31000000.0,,2304692000000.0,,625446000000.0,,,2241000000.0,,6732000000.0,6732000000.0,,,288582000000.0,,,21994000000.0,14737000000.0,61757000000.0,-2092000000.0,,,,,,,30173000000.0,21781000000.0,6546000000.0,,,105000000.0,,258382000000.0,,,,-18189000000.0,2145000000.0,-309000000.0,29942000000.0,457804000000.0,,3889000000.0,24248000000.0,,9556000000.0,,196764000000.0,-26000000.0,-17791000000.0,,,25326000000.0,-3014000000.0,,,-11506000000.0,,,,,2824000000.0,,,,,,9556000000.0,,-4763000000.0,14218000000.0,5040000000.0,,213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-49304000000.0,13537000000.0,2277907000000.0,177676000000.0,-2501000000.0,,47507000000.0,-119000000.0,99624000000.0,-563000000.0,177676000000.0,-8993000000.0,35900000000.0,10213000000.0,,284080000000.0,3774000000.0,11459000000.0,2533600000000.0,24441000000.0,51802000000.0,25827000000.0,2533600000000.0,-33347000000.0,,1632000000.0,,189383000000.0,13000000.0,8581000000.0,2277907000000.0,-16668000000.0,575279000000.0,150881000000.0,575279000000.0,-5570000000.0,255693000000.0,4232000000.0,4232000000.0,6179000000.0,430121000000.0,284080000000.0,,67729000000.0,25827000000.0,12059000000.0,67729000000.0,-2515000000.0,14159000000.0,22567000000.0,6885000000.0,-2501000000.0,-8518000000.0,-83079000000.0,30173000000.0,21994000000.0,6885000000.0,,1954000000.0,-1218000000.0,,255693000000.0,23873000000.0,,14642000000.0,-17147000000.0,-6073000000.0,-119000000.0,46197000000.0,430121000000.0,41615000000.0,3966000000.0,51802000000.0,,8254000000.0,,189383000000.0,2499000000.0,4146000000.0,-10283000000.0,,24153000000.0,13537000000.0,24441000000.0,-107658000000.0,-21763000000.0,,,-15868000000.0,30173000000.0,4022000000.0,47507000000.0,,,14275000000.0,-970000000.0,8254000000.0,2312000000.0,-6066000000.0,14159000000.0,-280000000.0,,3833000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,-35109000000.0,,183855000000.0,,,47499000000.0,,,,,,,11716000000.0,,,8238000000.0,,,,,,2609785000000.0,-19366000000.0,,1797000000.0,,,-1176000000.0,,2353584000000.0,,593556000000.0,,,-90000000.0,,8712000000.0,8712000000.0,,,274449000000.0,,,414812000000.0,-45021000000.0,72659000000.0,-2236000000.0,,,,,,,30173000000.0,431304000000.0,7034000000.0,,,-649000000.0,,256201000000.0,,,,-31887000000.0,-5009000000.0,-1063000000.0,28180000000.0,414812000000.0,,4383000000.0,62667000000.0,,,,192295000000.0,-175000000.0,-45451000000.0,,,27907000000.0,-35109000000.0,,,60589000000.0,,,,,1950000000.0,,,,,,10662000000.0,,-4671000000.0,14382000000.0,-1157000000.0,,-16492000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
