date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
2012-06-30,,,,,,,48535000.0,-2958000.0,,,,,,3674000.0,-9961000.0,,35168000.0,,,,2869000.0,198000.0,10330000.0,,,,,-110000.0,,2525000.0,,,7210000.0,27401000.0,21707000.0,521706000.0,476000.0,1508000.0,,,23435000.0,,,,,,364028000.0,,,,,,,,-38000.0,0.23,,,0.0,,,,,15979000.0,60138000.0,181113000.0,,,1622000.0,315493000.0,10232000.0,0.0,,-29000.0,2727000.0,27401000.0,,,-3320000.0,2041000.0,251000.0,,3725000.0,135079000.0,3725000.0,38860000.0,,,,,2727000.0,2727000.0,743000.0,,,20191000.0,5682000.0,,-746000.0,,1957000.0,429976000.0,,,,854000.0,,,,3353000.0,,,,,,,-6141000.0,,30246000.0,386000.0,,1779000.0,,,3206000.0,133000.0,,,,8666000.0,3168000.0,20695000.0,-95832000.0,,,1875000.0,,,,,,525808000.0,,,,,545141000.0,,0.0,,,,,1873000.0,,,,,,4797000.0,,0.23,,15716000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,49859000.0,-2963000.0,,,,,,6086000.0,-4027000.0,,38344000.0,,,,2860000.0,84000.0,13684000.0,-500000.0,,,,128000.0,,57000.0,,,10843000.0,32353000.0,22042000.0,522423000.0,2361000.0,-5960000.0,,,25627000.0,,,,,,363272000.0,,,,,,,,589000.0,0.38,,,0.0,,,,,16004000.0,60568000.0,184778000.0,,,1321000.0,313413000.0,13213000.0,0.0,,-555000.0,1798000.0,32353000.0,,,1785000.0,1452000.0,212000.0,,6138000.0,132410000.0,6138000.0,41061000.0,,,,,1798000.0,1798000.0,753000.0,,,21510000.0,9247000.0,,-2601000.0,,3109000.0,433290000.0,,,,2727000.0,,,,3353000.0,,,,,,,-5312000.0,,32814000.0,405000.0,,1808000.0,,,-2681000.0,388000.0,,,,5369000.0,-2271000.0,21186000.0,-98027000.0,,,1489000.0,,,,,,531317000.0,,,,,548050000.0,,0.0,,,,,-929000.0,,,,,,4242000.0,,0.39,,15741000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,2255000.0,,110379000.0,60458000.0,27647000.0,55932000.0,-3010000.0,,3025000.0,,39080000.0,7994000.0,2675000.0,-2635000.0,,38060000.0,1587000.0,,-6602000.0,2883000.0,97000.0,8806000.0,-200000.0,320809000.0,-1898000.0,-108000.0,-328000.0,3808000.0,4698000.0,14396000.0,,5717000.0,27079000.0,21990000.0,537113000.0,608000.0,2162000.0,,22274000.0,24613000.0,,376741000.0,14396000.0,,756000.0,376741000.0,464000.0,,3025000.0,131467000.0,3106000.0,12447000.0,24613000.0,49000.0,,-11885000.0,,2255000.0,0.0,0.9,14190000.0,27372000.0,,60929000.0,184985000.0,-460000.0,11232000.0,955000.0,320809000.0,12447000.0,60458000.0,184985000.0,-434000.0,3025000.0,-33379000.0,561726000.0,7383000.0,1257000.0,1403000.0,206000.0,,2726000.0,131467000.0,2726000.0,42844000.0,38060000.0,955000.0,,3353000.0,3025000.0,3025000.0,756000.0,,,-39096000.0,4139000.0,,-52534000.0,0.9,1413000.0,435218000.0,,1403000.0,,1798000.0,857000.0,435218000.0,55932000.0,3353000.0,,49921000.0,39736000.0,29572000.0,537113000.0,,-3692000.0,15733000.0,39080000.0,394000.0,60929000.0,1784000.0,-1200000.0,,921000.0,-7235000.0,42844000.0,3025000.0,620000.0,8390000.0,-4528000.0,27372000.0,-100360000.0,-1200000.0,,2067000.0,,,21779000.0,2441000.0,,535578000.0,,21990000.0,,6725000.0,561726000.0,-100360000.0,0.0,,,3959000.0,,1227000.0,535578000.0,,,,15995000.0,3808000.0,553000.0,,-7339000.0,,-21578000.0,2067000.0,,-22314000.0,,-81000.0,,-56725000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,51770000.0,-3015000.0,,,,,,3125000.0,-5158000.0,,38222000.0,,,,2866000.0,77000.0,8856000.0,-750000.0,,,,-83000.0,,5749000.0,,,5865000.0,27038000.0,22486000.0,520847000.0,711000.0,3507000.0,,,25297000.0,,,,,,360513000.0,,,,,,,,-573000.0,0.2,,,0.0,,,,,16069000.0,61129000.0,185631000.0,,,1269000.0,308743000.0,11617000.0,15430000.0,,718000.0,4508000.0,11608000.0,,,98000.0,1976000.0,125000.0,,3177000.0,130528000.0,3177000.0,41670000.0,,,,,4508000.0,4508000.0,752000.0,,,5743000.0,4835000.0,-750000.0,-6887000.0,,1658000.0,437645000.0,,,,3025000.0,,,,3353000.0,,,,,,,-4506000.0,,32572000.0,407000.0,,1155000.0,,,1224000.0,6370000.0,,,,10255000.0,-3614000.0,22491000.0,-102561000.0,,,1416000.0,,,,,,540206000.0,,,,,546144000.0,,,,,,,1483000.0,,,,,,4526000.0,,0.2,,15806000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,52017000.0,-3018000.0,,,,,,4430000.0,-8699000.0,,39685000.0,,,,2839000.0,192000.0,11088000.0,-255000.0,,,,-111000.0,,225000.0,,,8171000.0,29102000.0,21944000.0,526306000.0,364000.0,-1824000.0,,,26119000.0,,,,,,364663000.0,,,,,,,,-128000.0,0.28,,,0.0,,,,,16092000.0,61732000.0,187762000.0,,,1144000.0,312646000.0,11558000.0,15148000.0,,607000.0,2992000.0,13954000.0,,,-2728000.0,2104000.0,78000.0,,4481000.0,133504000.0,4481000.0,41948000.0,,,,,2992000.0,2992000.0,759000.0,,,5783000.0,6711000.0,-255000.0,-837000.0,,2230000.0,440805000.0,,,,4508000.0,,,,3353000.0,,,,,,,-5716000.0,,33235000.0,476000.0,,1538000.0,,,59000.0,145000.0,,,,5941000.0,1242000.0,25448000.0,-104884000.0,,,1950000.0,,,,,,545689000.0,,,,,552425000.0,,,,,,,-1516000.0,,,,,,5133000.0,,0.28,,15829000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,52291000.0,-3016000.0,,,,,,5763000.0,-2293000.0,,42476000.0,,,,3128000.0,88000.0,13528000.0,-200000.0,,,,-129000.0,,606000.0,,,10270000.0,31285000.0,21788000.0,525831000.0,1461000.0,-5386000.0,,,27315000.0,,,,,,362131000.0,,,,,,,,116000.0,0.36,,,0.0,,,,,16117000.0,62683000.0,191015000.0,,,442000.0,309840000.0,12706000.0,15120000.0,,-759000.0,2937000.0,16165000.0,,,2270000.0,1988000.0,130000.0,,5807000.0,130596000.0,5807000.0,43324000.0,,,,,2937000.0,2937000.0,755000.0,,,5895000.0,8859000.0,-200000.0,-2716000.0,,3052000.0,442846000.0,,,,2992000.0,,,,2886000.0,,,,,,,-4363000.0,,35823000.0,374000.0,,1541000.0,,,-1148000.0,127000.0,,,,4969000.0,-2731000.0,23790000.0,-107344000.0,,,1673000.0,,,,,,550190000.0,,,,,553146000.0,,,,,,,-55000.0,,,,,,4374000.0,,0.36,,15882000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,0.0,,114846000.0,60748000.0,30970000.0,52678000.0,-3084000.0,,4834000.0,,33836000.0,13725000.0,3125000.0,-5262000.0,,42560000.0,1368000.0,,6866000.0,3025000.0,136000.0,9447000.0,-450000.0,286032000.0,2520000.0,2333000.0,-104000.0,6328000.0,7145000.0,16633000.0,,6664000.0,27422000.0,21837000.0,504503000.0,379000.0,6036000.0,,23128000.0,25838000.0,,338710000.0,16633000.0,,837000.0,338710000.0,323000.0,,4834000.0,129798000.0,3025000.0,11640000.0,25838000.0,4000.0,,-12133000.0,,0.0,0.0,1.04,16443000.0,20894000.0,,63324000.0,191631000.0,-427000.0,11858000.0,1151000.0,286032000.0,11640000.0,15050000.0,191631000.0,1954000.0,4834000.0,12372000.0,530341000.0,8621000.0,683000.0,1984000.0,-242000.0,,3168000.0,129798000.0,3168000.0,40099000.0,42560000.0,1151000.0,,2886000.0,4834000.0,4834000.0,837000.0,,,5708000.0,4849000.0,-450000.0,-790000.0,1.03,1681000.0,446479000.0,,1984000.0,,2937000.0,91000.0,446479000.0,52678000.0,2886000.0,,54098000.0,42919000.0,33805000.0,504503000.0,,-5495000.0,15868000.0,33836000.0,111000.0,63324000.0,1573000.0,-1655000.0,,1066000.0,224000.0,40099000.0,4834000.0,-581000.0,12640000.0,-5481000.0,20894000.0,-110366000.0,-1655000.0,,2394000.0,,,25254000.0,1201000.0,,556845000.0,,21837000.0,,5807000.0,530341000.0,-110366000.0,,,,2915000.0,,1897000.0,556845000.0,,,,16110000.0,6328000.0,493000.0,,-10584000.0,,-20080000.0,2394000.0,,-21412000.0,,1809000.0,,-11230000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,52520000.0,-3077000.0,,,,,,3126000.0,-3578000.0,,42651000.0,,,,3010000.0,97000.0,9035000.0,0.0,,,,-64000.0,,4196000.0,,,5967000.0,27173000.0,21880000.0,505191000.0,657000.0,1492000.0,,,25665000.0,,,,,,338652000.0,,,,,,,,-159000.0,0.2,,,0.0,,,,,16178000.0,63971000.0,192204000.0,,,451000.0,286132000.0,10853000.0,15437000.0,,-733000.0,5902000.0,11736000.0,,,587000.0,2143000.0,58000.0,,3169000.0,129034000.0,3169000.0,40723000.0,,,,,5902000.0,5902000.0,781000.0,,,5769000.0,4922000.0,0.0,-929000.0,,1753000.0,447996000.0,,,,4834000.0,,,,2859000.0,,,,,,,-4165000.0,,32877000.0,385000.0,,1103000.0,,,787000.0,645000.0,,,,8361000.0,-3715000.0,20154000.0,-111048000.0,,,1563000.0,,,,,,559044000.0,,,,,530856000.0,,,,,,,1068000.0,,,,,,5595000.0,,0.2,,15974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,54474000.0,-3073000.0,,,,,,4692000.0,-6626000.0,,44307000.0,,,,3028000.0,202000.0,11821000.0,,,,,-90000.0,,1107000.0,,,8747000.0,29190000.0,21392000.0,510049000.0,678000.0,-3099000.0,,,28565000.0,,,,,,344218000.0,,,,,,,,-215000.0,0.29,,,0.0,,,,,16199000.0,64738000.0,194396000.0,,,1150000.0,289744000.0,11044000.0,14563000.0,,1080000.0,5071000.0,14627000.0,,,-3051000.0,2358000.0,46000.0,,4728000.0,132231000.0,4728000.0,41370000.0,,,,,5071000.0,5071000.0,778000.0,,,5880000.0,7278000.0,,-797000.0,,2550000.0,451430000.0,,,,5902000.0,,,,2435000.0,,,,,,,-4340000.0,,33520000.0,334000.0,,1515000.0,,,9000.0,-803000.0,,,,5447000.0,348000.0,20916000.0,-113017000.0,,,2399000.0,,,,,,564447000.0,,,,,538614000.0,,,,,,,-831000.0,,,,,,6675000.0,,0.29,,16018000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,56691000.0,-3095000.0,,,,,,6722000.0,-5762000.0,,47977000.0,,,,3053000.0,131000.0,14758000.0,,,,,-65000.0,,1353000.0,,,11620000.0,32669000.0,21336000.0,513747000.0,772000.0,-2017000.0,,,28751000.0,,,,,,343899000.0,,,,,,,,220000.0,0.42,,,0.0,,,,,16253000.0,65766000.0,198599000.0,,,431000.0,287208000.0,11153000.0,14956000.0,,520000.0,5052000.0,17713000.0,,,1499000.0,2138000.0,85000.0,,6758000.0,129170000.0,6758000.0,42184000.0,,,,,5052000.0,5052000.0,852000.0,,,6093000.0,10189000.0,,-2952000.0,,3431000.0,456530000.0,,,,5071000.0,,,,2436000.0,,,,,,,-7278000.0,,36134000.0,401000.0,,1516000.0,,,-109000.0,258000.0,,,,8631000.0,-2888000.0,19607000.0,-115492000.0,,,1518000.0,,,,,,572022000.0,,,,,542498000.0,,,,,,,-19000.0,,,,,,7193000.0,,0.42,,16097000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,0.0,,117139000.0,59129000.0,34392000.0,43872000.0,-3137000.0,,2673000.0,,24910000.0,9975000.0,3755000.0,-5873000.0,,48623000.0,1493000.0,,681000.0,3100000.0,109000.0,10566000.0,,332173000.0,26000.0,-1419000.0,-96000.0,6354000.0,3319000.0,18445000.0,,8059000.0,28107000.0,21978000.0,552908000.0,1023000.0,2205000.0,,23618000.0,22864000.0,,376045000.0,18445000.0,,839000.0,376045000.0,-100000.0,,2673000.0,136039000.0,4834000.0,10012000.0,22864000.0,-115000.0,,-12382000.0,,0.0,,1.14,18294000.0,17973000.0,,70532000.0,199727000.0,-315000.0,12191000.0,1134000.0,332173000.0,10012000.0,14172000.0,199727000.0,-841000.0,2673000.0,13935000.0,575772000.0,9937000.0,865000.0,2253000.0,-593000.0,,3791000.0,136039000.0,3791000.0,48216000.0,48623000.0,1134000.0,,2436000.0,2673000.0,2673000.0,839000.0,,,5876000.0,5993000.0,,-803000.0,1.13,2202000.0,465406000.0,,2253000.0,,5052000.0,-403000.0,465406000.0,43872000.0,2436000.0,,58010000.0,46180000.0,32571000.0,552908000.0,,-6813000.0,16052000.0,24910000.0,373000.0,70532000.0,1473000.0,,,1263000.0,581000.0,48216000.0,2673000.0,-269000.0,10132000.0,-6638000.0,17973000.0,-117986000.0,,,1687000.0,,,28382000.0,1950000.0,,583392000.0,,21978000.0,,5607000.0,575772000.0,-117986000.0,,,,3130000.0,,-2379000.0,583392000.0,,,,16226000.0,6354000.0,539000.0,,-12893000.0,,-22596000.0,1687000.0,,-21839000.0,,-2161000.0,,-5481000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,43644000.0,-3141000.0,,,,,,3600000.0,-3908000.0,,49117000.0,,,,3256000.0,116000.0,9996000.0,,,,,-98000.0,,6546000.0,,,6685000.0,28780000.0,21927000.0,554119000.0,581000.0,3940000.0,,,25635000.0,,,,,,379045000.0,,,,,,,,37000.0,0.22,,,0.0,,,,,16288000.0,70971000.0,200709000.0,,,454000.0,335401000.0,10643000.0,16087000.0,,600000.0,5046000.0,12693000.0,,,977000.0,2216000.0,55000.0,,3636000.0,137811000.0,3636000.0,48627000.0,,,,,5046000.0,5046000.0,851000.0,,,6008000.0,5682000.0,,-1046000.0,,2046000.0,468322000.0,,,,2673000.0,,,,2436000.0,,,,,,,-4885000.0,,21092000.0,372000.0,,1058000.0,,,-618000.0,-335000.0,,,,11431000.0,-5150000.0,16981000.0,-120139000.0,,,1752000.0,,,,,,588461000.0,,,,,579754000.0,,,,,,,2373000.0,,,,,,6954000.0,,0.22,,16132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,49414000.0,-3143000.0,,,,,,5053000.0,-7363000.0,,51062000.0,,,,3424000.0,221000.0,12787000.0,,,,,-111000.0,,988000.0,,,9235000.0,31666000.0,21979000.0,557357000.0,512000.0,-385000.0,,,29050000.0,,,,,,383170000.0,,,,,,,,-107000.0,0.31,,,0.0,,,,,16305000.0,71865000.0,203237000.0,,,1118000.0,333756000.0,10481000.0,16229000.0,,1971000.0,5774000.0,15437000.0,,,398000.0,2323000.0,128000.0,,5089000.0,136065000.0,5089000.0,49042000.0,,,,,5774000.0,5774000.0,861000.0,,,6202000.0,7867000.0,,-1689000.0,,2778000.0,473544000.0,,,,5046000.0,,,,2436000.0,,,,,,,-7761000.0,,23692000.0,362000.0,,1496000.0,,,202000.0,812000.0,,,,8749000.0,-658000.0,15678000.0,-121935000.0,,,2318000.0,,,,,,595479000.0,,,,,586407000.0,,,,,,,728000.0,,,,,,8925000.0,,0.31,,16149000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,46900000.0,-3155000.0,,,,,,6707000.0,-6635000.0,,54628000.0,,,,3310000.0,131000.0,14991000.0,,,,,-21000.0,,2321000.0,,,11460000.0,34654000.0,20921000.0,572190000.0,16538000.0,-17729000.0,,,30889000.0,,,,,,395764000.0,,,,,,,,-358000.0,0.41,,,0.0,,,,,16358000.0,73330000.0,207315000.0,,,411000.0,348864000.0,12830000.0,16772000.0,,-316000.0,4651000.0,17882000.0,,,16000.0,2681000.0,221000.0,,6743000.0,135240000.0,6743000.0,64954000.0,,,,,4651000.0,4651000.0,872000.0,,,6422000.0,10176000.0,,-2623000.0,,3433000.0,477838000.0,,,,5774000.0,,,,2436000.0,,,,,,,-6651000.0,,23725000.0,381000.0,,1505000.0,,,-2330000.0,-63000.0,,,,8972000.0,-3460000.0,15544000.0,-124037000.0,,,1946000.0,0.0,,,,,601875000.0,,,,,603079000.0,,,,,,,-1123000.0,,,,,,8609000.0,,0.41,,16202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,0.0,,126025000.0,65167000.0,35840000.0,28319000.0,-3258000.0,,3469000.0,,8739000.0,25439000.0,4524000.0,-6477000.0,,55931000.0,1462000.0,,486000.0,3097000.0,165000.0,11438000.0,,347273000.0,171000.0,-665000.0,2606000.0,6525000.0,15584000.0,20028000.0,,8460000.0,30925000.0,20461000.0,560312000.0,-1878000.0,13509000.0,,25018000.0,24410000.0,,375592000.0,20028000.0,,880000.0,375592000.0,1390000.0,,3469000.0,136247000.0,2673000.0,10060000.0,24410000.0,81000.0,0.28,-12697000.0,,0.0,-22000.0,1.23,19884000.0,15561000.0,16157143.0,74640000.0,209130000.0,2376000.0,13087000.0,1104000.0,347273000.0,10060000.0,16080000.0,209130000.0,-2084000.0,3469000.0,14845000.0,584722000.0,10551000.0,-1000.0,2600000.0,-111000.0,,4560000.0,136247000.0,4560000.0,68534000.0,55931000.0,1104000.0,,2436000.0,3469000.0,3469000.0,880000.0,,,6385000.0,6853000.0,,-926000.0,1.22,2293000.0,481870000.0,,2600000.0,,4651000.0,293000.0,481870000.0,28319000.0,2436000.0,,60858000.0,48184000.0,51212000.0,560312000.0,,-6476000.0,16165854.0,8739000.0,347000.0,74640000.0,1496000.0,,,2698000.0,72000.0,68534000.0,3469000.0,-347000.0,22060000.0,-16765000.0,15561000.0,-126343000.0,,,1945000.0,,,30579000.0,-48000.0,,608213000.0,,20461000.0,,5554000.0,584722000.0,-126343000.0,0.0,,,15753000.0,,-1182000.0,608213000.0,,,,16298361.0,6525000.0,633000.0,0.29,-26033000.0,15600000.0,-25773000.0,1945000.0,,-24383000.0,,796000.0,,-6284000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,30535000.0,-3262000.0,,,,,,4754000.0,-6672000.0,,57459000.0,,,,3356000.0,141000.0,11749000.0,,,,,-40000.0,,5663000.0,,,8302000.0,30579000.0,20174000.0,561361000.0,1315000.0,2773000.0,,,24602000.0,,,,,,374731000.0,,,,,,,,-295000.0,0.29,,,0.0,,,,,16389000.0,75662000.0,211232000.0,,,418000.0,344196000.0,9530000.0,15828000.0,,-25000.0,3646000.0,14751000.0,,,0.0,2895000.0,91000.0,,4790000.0,131445000.0,4790000.0,69762000.0,,,,,3646000.0,3646000.0,890000.0,,,6449000.0,7415000.0,,-1092000.0,,2625000.0,486468000.0,,,,3469000.0,,,,2436000.0,,,,,,,-6672000.0,,7691000.0,433000.0,,978000.0,,,530000.0,-565000.0,,,,12335000.0,-5486000.0,12312000.0,-129041000.0,,,2159000.0,,,,,,615509000.0,,,,,585963000.0,,,,,,,177000.0,,,,,,6500000.0,,0.29,,16233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,39122000.0,-3264000.0,,,,,,5883000.0,-13439000.0,,60114000.0,,,,3444000.0,327000.0,13909000.0,,,,,-122000.0,,-9029000.0,,,10328000.0,32725000.0,21051000.0,572097000.0,2006000.0,-7164000.0,,,28265000.0,,,,,,385750000.0,,,,,,,,-1837000.0,0.36,,,0.0,,,,,16427000.0,76553000.0,214612000.0,,,1091000.0,346628000.0,10908000.0,15789000.0,,3089000.0,1229000.0,16936000.0,,,0.0,4732000.0,137000.0,,5919000.0,130955000.0,5919000.0,71719000.0,,,,,1229000.0,1229000.0,899000.0,,,6608000.0,9029000.0,,-1044000.0,,3110000.0,497100000.0,,,,3646000.0,,,,2436000.0,,,,,,,-13439000.0,,16369000.0,397000.0,,1436000.0,,,-1378000.0,1162000.0,,,,4410000.0,6612000.0,12595000.0,-131125000.0,,,1735000.0,,,,,,628225000.0,,,,,600362000.0,,,,,,,-2417000.0,,,,,,9589000.0,,0.36,,16271000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,44415000.0,-3277000.0,,,,,,8777000.0,-14035000.0,,65650000.0,,,,3252000.0,181000.0,18015000.0,,,,,-188000.0,,-120000.0,,,14156000.0,37794000.0,20906000.0,581979000.0,2061000.0,-204000.0,,,30469000.0,,,,,,391791000.0,,,,,,,,333000.0,0.54,,,0.0,,,,,16440000.0,75987000.0,220657000.0,,,401000.0,347376000.0,13273000.0,16599000.0,,742000.0,1453000.0,21195000.0,,,0.0,4399000.0,607000.0,,8813000.0,130853000.0,8813000.0,74162000.0,,,,,1453000.0,1453000.0,904000.0,,,7039000.0,13336000.0,,-2781000.0,,4523000.0,506967000.0,,,,1229000.0,,,,2436000.0,,,,,,,-14035000.0,,19744000.0,329000.0,,1427000.0,,,-2365000.0,-69000.0,,,,13915000.0,344000.0,12850000.0,-133293000.0,,,2403000.0,,,,,,640260000.0,,,,,612448000.0,,,,,,,224000.0,,,,,,10331000.0,,0.54,,16284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
