,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualDilutedAverageShares,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,annualDilutedEPS,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualBasicAverageShares,quarterlyDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingChangeInInventory,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingDepreciationAndAmortization,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualFreeCashFlow,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingStockBasedCompensation,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualEndCashPosition,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1151625600,0.0,0.0,,,,,,,,,38817000.0,,,209000000.0,,,3677000.0,207727000.0,,,5964000.0,,,,51000.0,,,32507000.0,,310971000.0,,,,1.12,,,,38410000.0,,,,30289000.0,106381000.0,-27754000.0,,,,,,,,,,,,,,169589000.0,,,-44352000.0,,,,,18827000.0,52608000.0,,,,804000.0,-4315000.0,11454000.0,103338000.0,2850000.0,705703000.0,,,,461877000.0,,58043000.0,99482000.0,,707822000.0,,-54411000.0,,,,,,940664000.0,,,,142177000.0,151500000.0,2268000.0,1.18,,7139000.0,26543000.0,,,496703000.0,101300000.0,,76407000.0,232842000.0,3043000.0,,,62110000.0,,62110000.0,,,,,105662000.0,,,,,,,167816000.0,,,,55544000.0,,,367096000.0,1038000.0,,,,,14048000.0,32507000.0,150000000.0,,3856000.0,,,,-5540000.0,1127000.0,105662000.0,,62110000.0,,,17933000.0,,32507000.0,-4315000.0,,,,,,,629693000.0,,,42443000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,0.0,0.0,,,,,,,,,91420000.0,,,149995000.0,,,5794000.0,111349000.0,,,32507000.0,,,,51000.0,,,40874000.0,,298654000.0,,,,0.58,,,,18848000.0,,,,32201000.0,56313000.0,-27754000.0,,,,,,,,,,,,,,164744000.0,,,-45072000.0,,,,,-94024000.0,51532000.0,,,254000.0,1822000.0,-3423000.0,130683000.0,53092000.0,0.0,537017000.0,,,,344946000.0,,59955000.0,48816000.0,,548202000.0,,96670000.0,,,,,,802735000.0,,,,156123000.0,144750000.0,1625000.0,0.61,,127260000.0,8367000.0,,,387022000.0,118892000.0,,64540000.0,254533000.0,3221000.0,,,31493000.0,,31493000.0,,,,,96903000.0,,,,,,,159135000.0,,,,54277000.0,,,283930000.0,1525000.0,,,,,12760000.0,40874000.0,114705000.0,,4276000.0,,,,-5444000.0,-351000.0,96903000.0,,31493000.0,,,19964000.0,,40874000.0,-28639000.0,,,,,,,504081000.0,,,46245000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,0.0,0.0,,-10132000.0,66729000.0,,1908000.0,,95024000.0,26866000.0,-48007000.0,15196000.0,54662000.0,82905000.0,,372566000.0,6215000.0,177544000.0,,1597000.0,40874000.0,-14777000.0,1.74,,50000.0,,255141000.0,16734000.0,,277684000.0,12565000.0,,51866000.0,,,,332069000.0,-3198000.0,,-41586000.0,5882000.0,33633000.0,-618000.0,-33096000.0,,,95024000.0,1369814000.0,1909762000.0,,50000.0,,,14471000.0,,78636000.0,54233000.0,129932000.0,-33096000.0,496878000.0,-17617000.0,,-4521000.0,,539948000.0,-10646000.0,,372566000.0,-26564000.0,-202000.0,885000.0,-3631000.0,-12468000.0,-4070000.0,12565000.0,318486000.0,,,,291790000.0,,66729000.0,-8283000.0,,519421000.0,,-4498000.0,15023000.0,,,154244000.0,774562000.0,774562000.0,129932000.0,95024000.0,,154244000.0,188157000.0,1908000.0,,,-16099000.0,-24140000.0,51116000.0,152186000.0,235581000.0,19006000.0,-21080000.0,51116000.0,255141000.0,3452000.0,,-41439000.0,-5001000.0,,-5001000.0,,177544000.0,-5304000.0,0.0,86975000.0,12904000.0,,188157000.0,167382000.0,,,205088000.0,277684000.0,16734000.0,,,,58759000.0,332069000.0,84000.0,291790000.0,19006000.0,,1.83,15023000.0,16734000.0,78636000.0,,4213000.0,205088000.0,,,-5346000.0,5477000.0,86975000.0,,-5001000.0,7220000.0,,18726000.0,,16734000.0,-3631000.0,,16734000.0,18726000.0,-111112000.0,33633000.0,6215000.0,496878000.0,180286000.0,69010000.0,35796000.0,35796000.0,16734000.0,519421000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,0.0,0.0,,,,,,75000.0,,,-80453000.0,,,103485000.0,,,5500000.0,325448000.0,,,16734000.0,,,,49000.0,,,30555000.0,,218288000.0,,,,0.03,,,,1588000.0,,,,34551000.0,12036000.0,-33096000.0,,,,,,,,,,,,,,57261000.0,,,-61788000.0,,,,,31142000.0,50201000.0,,,-1291000.0,2921000.0,-3073000.0,-13307000.0,8632000.0,0.0,373706000.0,,,,456613000.0,,67647000.0,4113000.0,,691809000.0,,-16841000.0,,,,,,947629000.0,,,,155231000.0,253222000.0,5639000.0,0.03,,-16380000.0,13821000.0,,,270221000.0,24515000.0,,51104000.0,255820000.0,3404000.0,,,1354000.0,,1354000.0,,,,,94853000.0,,,,,,,272728000.0,,,,52462000.0,,,413161000.0,-1171000.0,,,,,13867000.0,30555000.0,106650000.0,,4519000.0,,,,-5248000.0,2457000.0,94853000.0,,1354000.0,,,17763000.0,,30555000.0,-3840000.0,,,,,,,729341000.0,,,48275000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,0.0,0.0,,,,,,0.0,,,24171000.0,,,207922000.0,,,7691000.0,229691000.0,,,30555000.0,,,,49000.0,,,47171000.0,,274380000.0,,,,1.12,,,,35728000.0,,,,36628000.0,102038000.0,-33096000.0,,,,,,,,,,,,,,102023000.0,,,-6210000.0,,,,,60943000.0,49326000.0,,,-1163000.0,2493000.0,-4533000.0,-40768000.0,98433000.0,0.0,726472000.0,,,,446112000.0,,69724000.0,92536000.0,,755181000.0,,-101927000.0,,,,,,1014822000.0,,,,155231000.0,272599000.0,6519000.0,1.17,,-45301000.0,16616000.0,,,518550000.0,62071000.0,,90892000.0,259641000.0,3605000.0,,,57794000.0,,57794000.0,,,,,109489000.0,,,,,,,294330000.0,,,,51504000.0,,,388364000.0,986000.0,,,,,15212000.0,47171000.0,154350000.0,,5897000.0,,,,-5937000.0,3545000.0,109489000.0,,57794000.0,,,16561000.0,,47171000.0,-5778000.0,,,,,,,740442000.0,,,51221000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,35000.0,0.0,,,,,,0.0,,,70862000.0,,,139803000.0,,,7657000.0,127889000.0,,,47171000.0,,,,48000.0,,,50265000.0,,234825000.0,,,,0.43,,,,12802000.0,,,,35518000.0,43029000.0,-33096000.0,,,,,,,,,,,,,,64344000.0,,,-60779000.0,,,,,-83098000.0,48623000.0,,,-327000.0,1740000.0,-1801000.0,87555000.0,39505000.0,0.0,527434000.0,,,,295511000.0,,68614000.0,33156000.0,,584565000.0,,62159000.0,,,,,,844423000.0,,,,155247000.0,292750000.0,6152000.0,0.45,,85754000.0,3094000.0,,,387631000.0,53557000.0,,58023000.0,259858000.0,3524000.0,,,21835000.0,,21835000.0,,,,,100298000.0,,,,,,,314087000.0,,,,50490000.0,,,317110000.0,1481000.0,,,,,15185000.0,50265000.0,114065000.0,,6349000.0,,,,-5848000.0,1946000.0,100298000.0,,21835000.0,,,15459000.0,,50265000.0,-1766000.0,,,,,,,609598000.0,,,53634000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-35000.0,0.0,,-909000.0,69450000.0,,5664000.0,0.0,69394000.0,16734000.0,-62581000.0,22148000.0,50802000.0,79436000.0,,396872000.0,7704000.0,194178000.0,,922000.0,50265000.0,-10626000.0,1.37,,47000.0,,260845000.0,15825000.0,,208791000.0,21205000.0,,48887000.0,,,,379663000.0,-6964000.0,,-63957000.0,-48001000.0,34223000.0,-9346000.0,-35227000.0,,,69394000.0,1397721000.0,1928367000.0,,47000.0,,,7330000.0,,71766000.0,61018000.0,29044000.0,-35227000.0,606063000.0,-10899000.0,,-3747000.0,,530646000.0,-72944000.0,,396872000.0,-11052000.0,7354000.0,138000.0,-1219000.0,38164000.0,-12796000.0,21205000.0,300755000.0,,,,303160000.0,,69450000.0,-18179000.0,,554009000.0,,45557000.0,17714000.0,,,155247000.0,814854000.0,814854000.0,29044000.0,69394000.0,,155247000.0,279525000.0,5664000.0,,,36945000.0,-34440000.0,45257000.0,111626000.0,221319000.0,13867000.0,-22734000.0,45257000.0,260845000.0,3450000.0,,-12638000.0,-11589000.0,,-11589000.0,,194178000.0,4573000.0,0.0,92232000.0,13983000.0,,279525000.0,133774000.0,,,302903000.0,208791000.0,15825000.0,,,,43154000.0,379663000.0,-374000.0,303160000.0,13867000.0,,1.42,17714000.0,15825000.0,71766000.0,,5383000.0,302903000.0,,,-5701000.0,-618000.0,92232000.0,,-11589000.0,7292000.0,,14504000.0,,15825000.0,-1254000.0,75000.0,15825000.0,14504000.0,-139676000.0,34223000.0,7704000.0,606063000.0,147757000.0,71644000.0,39596000.0,39596000.0,15825000.0,554009000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,0.0,0.0,,,,,,,,,-80964000.0,,,95354000.0,,,4790000.0,333104000.0,,,15825000.0,,,,47000.0,,,6476000.0,,201350000.0,,,,-0.07,,,,-1089000.0,,,,34957000.0,5648000.0,-35227000.0,,,,,,,,,,,,,,18863000.0,,,-1263000.0,,,,,41354000.0,47538000.0,,,730000.0,1861000.0,-1835000.0,-15440000.0,2197000.0,0.0,338215000.0,,,,433772000.0,,70184000.0,-2827000.0,,708801000.0,,-16271000.0,,,,,,982946000.0,,,,167398000.0,326298000.0,6221000.0,-0.07,,-17275000.0,-9349000.0,,,242861000.0,30704000.0,,42266000.0,274145000.0,3451000.0,,,-3184000.0,,-3184000.0,,,,,93157000.0,,,,,,,347824000.0,,,,47538000.0,,,476758000.0,-1446000.0,,,,,15305000.0,6476000.0,69964000.0,,5024000.0,,,,-5734000.0,1518000.0,93157000.0,,-3184000.0,,,15465000.0,,6476000.0,-34577000.0,,,,,,,781596000.0,,,56325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,0.0,0.0,,,,,,,,,89959000.0,,,202752000.0,,,8200000.0,193663000.0,,,6476000.0,,,,47000.0,,,26453000.0,,254530000.0,,,,1.09,,,,32811000.0,,,,33892000.0,93492000.0,-35227000.0,,,,,,,,,,,,,,66076000.0,,,0.0,,,,,40149000.0,47718000.0,,,1887000.0,428000.0,-1776000.0,-19722000.0,89990000.0,0.0,692972000.0,,,,390543000.0,,69119000.0,84903000.0,,710880000.0,,-77809000.0,,,,,,985055000.0,,,,167352000.0,316000000.0,6455000.0,1.11,,-21498000.0,19977000.0,,,490220000.0,70755000.0,,75563000.0,274175000.0,3502000.0,,,52875000.0,,52875000.0,,,,,112762000.0,,,,,,,339982000.0,,,,48716000.0,,,385258000.0,783000.0,,,,,17527000.0,26453000.0,126125000.0,,5087000.0,,,,-6217000.0,112000.0,112762000.0,,52875000.0,,,14480000.0,,26453000.0,-1150000.0,,,,,,,730525000.0,,,58451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,0.0,0.0,,,,,,,,,38550000.0,,,141800000.0,,,6581000.0,128329000.0,,,26453000.0,,,,47000.0,,,25278000.0,,270225000.0,,,,0.45,,,,13675000.0,,,,32895000.0,42042000.0,-35227000.0,,,,,,,,,,,,,,79920000.0,,,-1981000.0,,,,,-110264000.0,47824000.0,,,424000.0,1447000.0,-1388000.0,111697000.0,38617000.0,0.0,493530000.0,,,,272726000.0,,68122000.0,34028000.0,,567203000.0,,85687000.0,,,,,,841884000.0,,,,167376000.0,274100000.0,6225000.0,0.46,,110309000.0,-1175000.0,,,351730000.0,80636000.0,,45426000.0,274681000.0,3425000.0,,,22060000.0,,22060000.0,,,,,103183000.0,,,,,,,298933000.0,,,,49060000.0,,,345944000.0,1707000.0,,,,,18608000.0,25278000.0,63761000.0,,4589000.0,,,,-6236000.0,-9135000.0,103183000.0,,22060000.0,,,13519000.0,,25278000.0,-998000.0,,,,,,,571659000.0,,,60891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,0.0,0.0,,-63000.0,75198000.0,,5848000.0,,56956000.0,15825000.0,-58643000.0,18912000.0,48444000.0,75322000.0,,399752000.0,-2386000.0,173688000.0,,-1697000.0,25278000.0,-7003000.0,1.18,,48000.0,,274062000.0,15762000.0,,241734000.0,0.0,,47758000.0,,,,405914000.0,-7486000.0,,-44726000.0,-11098000.0,33048000.0,-12252000.0,-42150000.0,,,56956000.0,1268455000.0,1783683000.0,,48000.0,,,-43053000.0,,26903000.0,86279000.0,54407000.0,-42150000.0,589172000.0,-4474000.0,,-2198000.0,,515228000.0,-15965000.0,,399752000.0,12998000.0,8802000.0,2687000.0,-2004000.0,16747000.0,-15328000.0,0.0,258966000.0,,,,262292000.0,,75198000.0,-19540000.0,,556844000.0,,21391000.0,20032000.0,,,169567000.0,830906000.0,830906000.0,54407000.0,56956000.0,,169567000.0,301000000.0,5848000.0,,,14743000.0,-9516000.0,16311000.0,96564000.0,183644000.0,61701000.0,-24431000.0,16311000.0,274062000.0,3076000.0,,-41304000.0,-14795000.0,,-14795000.0,,173688000.0,11843000.0,0.0,90650000.0,13454000.0,,301000000.0,115476000.0,,,326880000.0,241734000.0,15762000.0,,,,37911000.0,405914000.0,-2741000.0,262292000.0,61701000.0,,1.19,20032000.0,15762000.0,26903000.0,,4212000.0,326880000.0,,,-6244000.0,-35548000.0,90650000.0,,-14795000.0,6423000.0,,13339000.0,,15762000.0,-4579000.0,,15762000.0,13339000.0,-7718000.0,33048000.0,-2386000.0,589172000.0,128930000.0,93282000.0,36784000.0,36784000.0,15762000.0,556844000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,0.0,0.0,,,,,,,,,7510000.0,,,81193000.0,,,-2661000.0,201300000.0,,,15762000.0,,,,48000.0,,,13103000.0,,231480000.0,,,,-0.13,,-46916000.0,,-2740000.0,,,,34677000.0,-775000.0,,1321000.0,,,,,,,,,,,,,41832000.0,,,-59000.0,,,,,48142000.0,48287000.0,,,-2458000.0,1000000.0,-3881000.0,-45967000.0,-3646000.0,0.0,276626000.0,,,,250824000.0,,,-6973000.0,,591165000.0,,-44543000.0,,0.0,,,,863775000.0,,,,169936000.0,356721000.0,5736000.0,-0.13,,-49848000.0,-2659000.0,,,195433000.0,24911000.0,,,272610000.0,2871000.0,,,-6236000.0,27804000.0,-6236000.0,,,,,84839000.0,,,,,,,381471000.0,,,,48287000.0,,,397863000.0,0.0,,,,,19014000.0,13103000.0,24613000.0,,3327000.0,,,,-6279000.0,275000.0,84839000.0,27600000.0,-6236000.0,,,13035000.0,,13103000.0,-3881000.0,,,,,,,632295000.0,,,27158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,0.0,0.0,,,,,,,,,72904000.0,,,178068000.0,,,659000.0,194004000.0,,,13103000.0,,,,49000.0,,,41727000.0,,279187000.0,,,,0.99,,-167479000.0,,30878000.0,,,,34163000.0,81720000.0,,1614000.0,,,,,,,,,,,,,83875000.0,,,0.0,,,,,-52954000.0,48536000.0,,,-1942000.0,399000.0,-1985000.0,81578000.0,81720000.0,0.0,602082000.0,,,,307473000.0,,,78570000.0,,620340000.0,,32067000.0,,-381000.0,,,,894899000.0,,,,170601000.0,282015000.0,6145000.0,1.0,,79593000.0,28624000.0,,,424014000.0,61355000.0,,,274559000.0,2928000.0,,,48366000.0,28886000.0,48366000.0,,,,,96348000.0,,,,,,,308239000.0,,,,48844000.0,,,325198000.0,674000.0,,,,,20079000.0,41727000.0,52114000.0,,3150000.0,,,,-6322000.0,332000.0,96348000.0,-7284000.0,48366000.0,,,12471000.0,,41727000.0,-2366000.0,,,,,,,615712000.0,,,28438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,0.0,0.0,,,,,,,,,6769000.0,,,123394000.0,,,2168000.0,137761000.0,,,41727000.0,,,,49000.0,,,30442000.0,,269808000.0,,,,-0.19,,-236557000.0,,11648000.0,,,,32158000.0,34979000.0,,1773000.0,,,,,,,,,,,,,67099000.0,,,-1112000.0,,,,,-64099000.0,48799000.0,,,-1071000.0,2527000.0,-304000.0,51464000.0,32142000.0,0.0,430054000.0,,,,229446000.0,,,29638000.0,,516878000.0,,30690000.0,,0.0,,,,760959000.0,,,,170291000.0,235800000.0,6514000.0,-0.19,,51160000.0,-11285000.0,,,306660000.0,54016000.0,,,244081000.0,2837000.0,,,-9322000.0,978000.0,-9322000.0,,,,,91252000.0,,,,,,,261705000.0,,,,48799000.0,,,318177000.0,-27312000.0,,,,,19391000.0,30442000.0,37669000.0,,2504000.0,,,,-6344000.0,1587000.0,91252000.0,-56243000.0,-9322000.0,,,12058000.0,,30442000.0,-304000.0,,,,,,,491151000.0,,,28596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,0.0,0.0,,81000.0,80860000.0,,7779000.0,,19202000.0,15762000.0,-30507000.0,9667000.0,49049000.0,67069000.0,,361284000.0,2226000.0,178391000.0,,-28614000.0,30442000.0,-7168000.0,0.39,,49000.0,-583491000.0,254553000.0,15843000.0,,252187000.0,0.0,,48649000.0,,,-132539000.0,355528000.0,-8829000.0,,-99344000.0,56676000.0,31432000.0,-18867000.0,-49428000.0,1721000.0,,19202000.0,1090070000.0,1539794000.0,,49000.0,,-10937000.0,2408000.0,6429000.0,48236000.0,106082000.0,47128000.0,-49428000.0,493683000.0,0.0,,,,449724000.0,-30433000.0,,361284000.0,52851000.0,394000.0,357000.0,-998000.0,26175000.0,-21776000.0,0.0,231032000.0,,,,260513000.0,,80860000.0,-22462000.0,,491317000.0,,34637000.0,24691000.0,-10556000.0,,176923000.0,745870000.0,743099000.0,47128000.0,19202000.0,,176923000.0,200700000.0,7779000.0,,,25177000.0,-14599000.0,,78773000.0,163963000.0,33886000.0,-25310000.0,,251782000.0,2909000.0,,-18105000.0,-13606000.0,1006000.0,-13606000.0,,178391000.0,-4715000.0,0.0,88845000.0,11545000.0,,200700000.0,88440000.0,,,230399000.0,252187000.0,15843000.0,,,,30957000.0,355528000.0,27000.0,260513000.0,33886000.0,,0.39,21920000.0,15843000.0,48236000.0,,686000.0,233170000.0,-1815000.0,,-6365000.0,214000.0,88845000.0,34112000.0,-13606000.0,4283000.0,,13917000.0,1006000.0,15843000.0,-11554000.0,0.0,15843000.0,13917000.0,-1171000.0,31432000.0,2226000.0,490912000.0,99985000.0,113250000.0,28504000.0,31275000.0,15843000.0,491317000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,0.0,0.0,,,,,,,,,-26576000.0,,,76292000.0,,,1927000.0,251590000.0,,,15843000.0,,,,49000.0,,,11494000.0,,242845000.0,,,,-0.12,,-69788000.0,,-4025000.0,,,,32206000.0,-5097000.0,,1871000.0,,,,,,,,,,,,,33066000.0,,,-1533000.0,,,,,24459000.0,49194000.0,,,-2329000.0,2353000.0,-3133000.0,-25284000.0,-7888000.0,0.0,269833000.0,,,,313242000.0,,,-10242000.0,,575636000.0,,-20605000.0,,,,,,827862000.0,,,,176923000.0,242150000.0,7646000.0,-0.12,,-28417000.0,-4349000.0,,,193541000.0,25429000.0,,,252226000.0,2791000.0,,,-6111000.0,1087000.0,-6111000.0,,,,,84180000.0,,,,,,,271775000.0,,,,49194000.0,,,382380000.0,106000.0,,,,,21979000.0,11494000.0,36223000.0,,2354000.0,,,,-6418000.0,3148000.0,84180000.0,73244000.0,-6111000.0,,,13454000.0,,11494000.0,-3133000.0,,,,,,,585017000.0,,,28556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,-4872000.0,0.0,,,,,,,,,55986000.0,,,190534000.0,,,915000.0,221374000.0,,,11494000.0,,,,50000.0,,,36985000.0,,291451000.0,,,,1.05,,-132612000.0,,34167000.0,,,,32162000.0,91737000.0,,2163000.0,,,,,,,,,,,,,79395000.0,,,-1000.0,,,,,-20438000.0,49513000.0,,,-1585000.0,819000.0,-1951000.0,53999000.0,88869000.0,0.0,647467000.0,,,,316410000.0,,,86941000.0,,625842000.0,,-1914000.0,,,,,,879871000.0,,,,178087000.0,242131000.0,7747000.0,1.07,,52048000.0,25491000.0,,,456933000.0,70816000.0,,,254029000.0,2868000.0,,,52770000.0,1083000.0,52770000.0,,,,,101665000.0,,,,,,,272010000.0,,,,50445000.0,,,331537000.0,0.0,,,,,22132000.0,36985000.0,24220000.0,,1928000.0,,,,-6440000.0,-2046000.0,101665000.0,-35451000.0,52770000.0,,,13861000.0,,36985000.0,-6823000.0,,,,,,,588420000.0,,,28836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,0.0,0.0,,,,,,,,,26072000.0,,,130869000.0,,,-196000.0,127995000.0,,,36985000.0,,,,50000.0,,,32561000.0,,310265000.0,,,,0.45,,-188573000.0,,13902000.0,,,,31328000.0,39947000.0,,1878000.0,,,,,,,,,,,,,95728000.0,,,0.0,,,,,-39709000.0,49615000.0,,,-3759000.0,1545000.0,-1516000.0,36527000.0,37047000.0,0.0,455020000.0,,,,206402000.0,,,36671000.0,,511999000.0,,12908000.0,,0.0,,,,765049000.0,,,,178087000.0,219200000.0,7004000.0,0.46,,35011000.0,-4424000.0,,,324151000.0,66214000.0,,,253050000.0,2900000.0,,,22784000.0,978000.0,22784000.0,,,,,93822000.0,,,,,,,248382000.0,,,,50168000.0,,,306609000.0,0.0,,,,,22178000.0,32561000.0,12193000.0,,376000.0,,,,-6450000.0,-331000.0,93822000.0,-93379000.0,22784000.0,,,13353000.0,,32561000.0,-1516000.0,,,,,,,454784000.0,,,29304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
