date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,annualDilutedEPS,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingPretaxIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyDilutedEPS,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualBasicEPS,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualGoodwill,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualCurrentAccruedExpenses,annualInventory,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2000-12-31,,,18063000000.0,145000000.0,,130000000.0,560000000.0,3127000000.0,,1.79,,-377000000.0,,263000000.0,3127000000.0,,3427000000.0,1449000000.0,0.0,1118000000.0,309000000.0,82000000.0,,333000000.0,854000000.0,22251000000.0,,,,22251000000.0,-226000000.0,,,,474000000.0,1798000000.0,,994000000.0,-19000000.0,,,,,,,87000000.0,260220994.0,,18063000000.0,,6019000000.0,,6019000000.0,1163000000.0,-220000000.0,,3388000000.0,-59000000.0,,-9000000.0,333000000.0,,1118000000.0,83000000.0,92000000.0,1798000000.0,,208000000.0,0.0,1118000000.0,,,8230000000.0,471000000.0,,8230000000.0,,,739000000.0,,,,-58000000.0,2325000000.0,,489000000.0,,,264000000.0,980000000.0,-70000000.0,1327000000.0,489000000.0,-25000000.0,164000000.0,1759000000.0,,,,,,3443000000.0,3388000000.0,0.0,281000000.0,-44000000.0,,,-313000000.0,837000000.0,,,327000000.0,,0.0,,,,,1118000000.0,3443000000.0,38000000.0,5190000000.0,,309000000.0,,,,20000000.0,,,-85000000.0,,,-377000000.0,,,,,1.81,1961000000.0,-179000000.0,,,481000000.0,6381000000.0,-276000000.0,202000000.0,-75000000.0,,-137000000.0,205000000.0,140000000.0,,3427000000.0,,,-1036000000.0,264000000.0,,,,,7375000000.0,,64000000.0,,,,-219000000.0,8000000.0,,2325000000.0,,138000000.0,,,2000000.0,289000000.0,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,275000000.0,,3087000000.0,,,,,,,,,3380000000.0,1396000000.0,,,,18000000.0,,,,,,,,22037000000.0,,,,,,,0.07,,-793000000.0,,,,,,,83000000.0,,,17874000000.0,,6079000000.0,,,,,,,,,-99000000.0,,,,19000000.0,19000000.0,1804000000.0,,-186000000.0,0.0,886000000.0,,,,,,8050000000.0,,257142857.0,,,,0.07,-58000000.0,,,,,,264000000.0,1118000000.0,,,485000000.0,-44000000.0,48000000.0,1727000000.0,,,,,,,3363000000.0,0.0,,0.0,,,,,,,708000000.0,,,,,,,886000000.0,3306000000.0,36000000.0,,,60000000.0,,,,-20000000.0,,,,,,-413000000.0,,,,,,1811000000.0,,,,,,-376000000.0,84000000.0,-57000000.0,267900000.0,,332000000.0,,,,,,,,,,,,,,19000000.0,,,,,250000000.0,,2420000000.0,,-232000000.0,,,18000000.0,167000000.0,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,-91000000.0,,3056000000.0,,,,,,,,,3449000000.0,1523000000.0,,,,29000000.0,,,,,,,,22466000000.0,,,,,,,0.11,,-36000000.0,,,,,,,85000000.0,,,18196000000.0,,5964000000.0,,,,,,,,,-30000000.0,,,,29000000.0,29000000.0,1746000000.0,,-92000000.0,0.0,765000000.0,,,,,,8473000000.0,,263636364.0,,,,0.11,-60000000.0,,,,,,268000000.0,886000000.0,,,481000000.0,-26000000.0,64000000.0,1822000000.0,,,,,,,3470000000.0,-162000000.0,,-33000000.0,,,,,,,187000000.0,,,,,,,765000000.0,3179000000.0,31000000.0,,,204000000.0,,,,-67000000.0,,,,,,-413000000.0,,,,,,1917000000.0,,,,,,10000000.0,95000000.0,-55000000.0,270200000.0,,-36000000.0,,,,,,,,,,,,,,25000000.0,,,,,-83000000.0,,2414000000.0,,-121000000.0,,,1000000.0,180000000.0,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,328000000.0,,3060000000.0,,,,,,,,,3626000000.0,1384000000.0,,,,71000000.0,,,,,,,,22845000000.0,,,,,,,0.26,,271000000.0,,,,,,,84000000.0,,,18419000000.0,,6387000000.0,,,,,,,,,-116000000.0,,,,72000000.0,72000000.0,1660000000.0,,-372000000.0,-53000000.0,498000000.0,,,,,,8353000000.0,,273076923.0,,,,0.26,-61000000.0,,,,,,292000000.0,765000000.0,,,469000000.0,-31000000.0,133000000.0,1695000000.0,,,,,,,3626000000.0,-891000000.0,,-103000000.0,,,,,,,333000000.0,,,,,,,498000000.0,3397000000.0,31000000.0,,,193000000.0,,,,-6000000.0,,,,,,-377000000.0,,,,,,1912000000.0,,,,,,-280000000.0,217000000.0,-54000000.0,275400000.0,,382000000.0,,,,,,,,,,,,,,51000000.0,,,,,232000000.0,,2899000000.0,,-267000000.0,,,11000000.0,301000000.0,,,,,,,,,,,,,,,,,,
2001-12-31,,,18065000000.0,-63000000.0,49000000.0,-234000000.0,278000000.0,3077000000.0,,0.73,,-717000000.0,,272400000.0,3077000000.0,,3555000000.0,1510000000.0,0.0,439000000.0,257000000.0,82000000.0,,156000000.0,399000000.0,22386000000.0,,,,22386000000.0,-241000000.0,,,,203000000.0,1694000000.0,,526000000.0,-1761000000.0,,,,,,,87000000.0,270270270.0,,18065000000.0,,6146000000.0,,6146000000.0,2091000000.0,80000000.0,,3521000000.0,,,-40000000.0,339000000.0,,439000000.0,83000000.0,83000000.0,1694000000.0,,34000000.0,0.0,439000000.0,,,7033000000.0,200000000.0,,7033000000.0,,,559000000.0,,,,-62000000.0,3615000000.0,,529000000.0,,,293000000.0,498000000.0,-148000000.0,865000000.0,529000000.0,-6000000.0,154000000.0,1906000000.0,,,,,,4054000000.0,3521000000.0,1053000000.0,-679000000.0,-12000000.0,,,-620000000.0,1118000000.0,,,863000000.0,,0.0,,,,,439000000.0,4054000000.0,29000000.0,5813000000.0,,257000000.0,,,,30000000.0,,,-107000000.0,,,-717000000.0,,,,,0.74,2036000000.0,-281000000.0,,,203000000.0,7150000000.0,26000000.0,130000000.0,-115000000.0,,-616000000.0,-119000000.0,127000000.0,,3555000000.0,,,-2319000000.0,293000000.0,,,,,7676000000.0,,61000000.0,,,,-285000000.0,-319000000.0,,3615000000.0,,-59000000.0,,,,217000000.0,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,135000000.0,,3117000000.0,,,,,,,,,3856000000.0,1463000000.0,,,,103000000.0,,,,,,,,23110000000.0,,,,,,,0.37,,-662000000.0,,,,,,,58000000.0,,,18781000000.0,,5995000000.0,,,,,,,,,-59000000.0,,,,104000000.0,103000000.0,1790000000.0,,-5000000.0,0.0,569000000.0,,,,,,7543000000.0,,271052632.0,,,,0.38,-62000000.0,,,,,,294000000.0,439000000.0,,,229000000.0,-35000000.0,181000000.0,1878000000.0,,,,,,,3529000000.0,0.0,,-43000000.0,,,,,,,748000000.0,,,,,,,569000000.0,3184000000.0,29000000.0,,,212000000.0,,,,4000000.0,,,,,,-577000000.0,,,,,,2088000000.0,,,,,,-55000000.0,210000000.0,-56000000.0,276600000.0,,191000000.0,,,,,,,,,,,,,,67000000.0,,,,,25000000.0,,2615000000.0,,130000000.0,,,13000000.0,268000000.0,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,364000000.0,,3056000000.0,,,,,,,,,4003000000.0,1671000000.0,,,,0.0,,,,,,,,24591000000.0,,,,,,,0.0,,-301000000.0,,,,,,,68000000.0,,,20100000000.0,,5936000000.0,,,,,,,,,-144000000.0,,,,0.0,0.0,1816000000.0,,-123000000.0,0.0,761000000.0,,,,,,,,271052632.0,,,,0.0,-62000000.0,,,,,,295000000.0,569000000.0,,,218000000.0,-7000000.0,16000000.0,2076000000.0,,,,,,,3691000000.0,0.0,,43000000.0,,,,,,,235000000.0,,,,,,,761000000.0,4376000000.0,30000000.0,,,292000000.0,,,,385000000.0,,,,,,-380000000.0,,,,,,2122000000.0,,,,,,-113000000.0,46000000.0,-50000000.0,278000000.0,,414000000.0,,,,,,,,,,,,,,6000000.0,,,,,-95000000.0,,3615000000.0,,192000000.0,,,,114000000.0,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,354000000.0,,3119000000.0,,,,,,,,,3998000000.0,1652000000.0,,,,127000000.0,,,,,,,,24323000000.0,,,,,,,0.46,,-743000000.0,,,,,,,62000000.0,,,19810000000.0,,6266000000.0,,,,,,,,,-352000000.0,,,,128000000.0,127000000.0,1862000000.0,,58000000.0,18000000.0,927000000.0,,,,,,,,276086957.0,,,,0.46,-62000000.0,,,,,,295000000.0,761000000.0,,,204000000.0,2000000.0,217000000.0,2015000000.0,,,,,,,3713000000.0,0.0,,0.0,,,,,,,889000000.0,,,,,,-2000000.0,927000000.0,4521000000.0,32000000.0,,,320000000.0,,,,9000000.0,,,,,,-389000000.0,,,,,,2246000000.0,,,,,,-335000000.0,231000000.0,-90000000.0,277100000.0,,444000000.0,,,,,,,,,,,,,,79000000.0,,,,,245000000.0,6000000.0,3594000000.0,,166000000.0,,,,293000000.0,,,,,,,,,,,,,,,,,,
2002-12-31,,,20737000000.0,34000000.0,607000000.0,111000000.0,964000000.0,3251000000.0,,1.64,,-954000000.0,,282600000.0,3251000000.0,,4099000000.0,1719000000.0,0.0,506000000.0,117000000.0,177000000.0,,293000000.0,793000000.0,25334000000.0,,,,25334000000.0,-233000000.0,,,,466000000.0,1671000000.0,,917000000.0,-924000000.0,,,,,,,75000000.0,280606061.0,,20737000000.0,,6587000000.0,,6587000000.0,2422000000.0,479000000.0,,3895000000.0,-10000000.0,,-214000000.0,263000000.0,,506000000.0,178000000.0,180000000.0,1671000000.0,,-527000000.0,0.0,506000000.0,,,,463000000.0,,,,,1242000000.0,,865000000.0,,-47000000.0,3836000000.0,,225000000.0,,,333000000.0,927000000.0,-547000000.0,1180000000.0,225000000.0,-71000000.0,289000000.0,2026000000.0,,,,,,4342000000.0,3895000000.0,0.0,67000000.0,-547000000.0,,,-596000000.0,439000000.0,,,550000000.0,,0.0,,,,,506000000.0,4342000000.0,33000000.0,6505000000.0,,117000000.0,,,,-364000000.0,,,-111000000.0,,,-954000000.0,,,,,1.65,2366000000.0,-278000000.0,,,466000000.0,7905000000.0,-93000000.0,340000000.0,-82000000.0,,-597000000.0,193000000.0,124000000.0,,4099000000.0,,,-2630000000.0,333000000.0,,,,,8822000000.0,,107000000.0,865000000.0,,,-769000000.0,304000000.0,578000000.0,3836000000.0,,-421000000.0,,,,415000000.0,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,728000000.0,,3357000000.0,,,,,,,,,4152000000.0,1709000000.0,,,,151000000.0,,,,,,,,26547000000.0,,,,,,,0.48,,-896000000.0,,,,,,,68000000.0,,,21775000000.0,,7178000000.0,,,,,,,,,-41000000.0,,,,152000000.0,151000000.0,1523000000.0,,-617000000.0,0.0,432000000.0,,,,,,,,314583333.0,,,,0.48,-47000000.0,,,,,,335000000.0,506000000.0,,,212000000.0,-6000000.0,256000000.0,2104000000.0,,,,,,,4070000000.0,0.0,,-150000000.0,,,,,,,307000000.0,,,,,,,432000000.0,5473000000.0,28000000.0,,,127000000.0,,,,24000000.0,,,,,,-1089000000.0,,,,,,2388000000.0,,,,,,-239000000.0,284000000.0,-52000000.0,315200000.0,,780000000.0,,,,,,,,,,,,,,95000000.0,855000000.0,,,,536000000.0,,5041000000.0,,-74000000.0,,,-7000000.0,352000000.0,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,-106000000.0,,3454000000.0,,,,,,,,,4310000000.0,1817000000.0,,,,146000000.0,,,,,,,,27910000000.0,,,,,,,0.46,,-681000000.0,,,,,,,79000000.0,,,22890000000.0,,7284000000.0,,,,,,,,,-16000000.0,,,,146000000.0,146000000.0,1490000000.0,,45000000.0,0.0,470000000.0,,,,,,,,317391304.0,,,,0.46,-48000000.0,,,,,,335000000.0,432000000.0,,,197000000.0,-35000000.0,245000000.0,2166000000.0,,,,,,,4318000000.0,0.0,,-153000000.0,,,,,,,814000000.0,,,,,,,470000000.0,4514000000.0,27000000.0,,,271000000.0,,,,627000000.0,,,,,,-786000000.0,,,,,,2438000000.0,,,,,,41000000.0,272000000.0,-53000000.0,318200000.0,,-53000000.0,,,,,,,,,,,,,,90000000.0,871000000.0,,,,-905000000.0,,4044000000.0,,38000000.0,,,1000000.0,351000000.0,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,313000000.0,,3514000000.0,,,,,,,,,4313000000.0,1745000000.0,,,,114000000.0,,,,,,,,26210000000.0,,,,,,,0.36,,-259000000.0,,,,,,,82000000.0,,,21109000000.0,,7141000000.0,,,,,,,,,-22000000.0,,,,115000000.0,140000000.0,1368000000.0,,40000000.0,0.0,570000000.0,,,,,,,,316666667.0,,,,0.36,-47000000.0,,,,,,336000000.0,470000000.0,,,189000000.0,0.0,237000000.0,2130000000.0,,,,,,,4399000000.0,0.0,,-121000000.0,,,,,,,339000000.0,,,,,,21000000.0,570000000.0,4394000000.0,24000000.0,,,166000000.0,,,,42000000.0,,,,,,-779000000.0,,,,,,2391000000.0,,,,,,-297000000.0,261000000.0,-40000000.0,318600000.0,,353000000.0,,,,,,,,,,,,,,88000000.0,830000000.0,,,,79000000.0,,3824000000.0,,100000000.0,,,0.0,343000000.0,,,,,,,,,,,,,,,,,,
2003-12-31,,,22529000000.0,75000000.0,0.0,192000000.0,1127000000.0,3679000000.0,,1.97,,-861000000.0,,317800000.0,3679000000.0,,4509000000.0,1876000000.0,0.0,540000000.0,53000000.0,214000000.0,,411000000.0,1110000000.0,27027000000.0,,,,27027000000.0,-190000000.0,,,,628000000.0,2095000000.0,,1197000000.0,-234000000.0,,,,,,,85000000.0,317258883.0,,22529000000.0,,7324000000.0,,7324000000.0,1656000000.0,272000000.0,,4498000000.0,-6000000.0,,-10000000.0,314000000.0,,540000000.0,215000000.0,215000000.0,2095000000.0,,-75000000.0,0.0,540000000.0,,,,625000000.0,,,,,1312000000.0,,827000000.0,,-48000000.0,3815000000.0,,176000000.0,,,336000000.0,570000000.0,-507000000.0,1511000000.0,176000000.0,-15000000.0,356000000.0,2237000000.0,,,,,,4355000000.0,4498000000.0,0.0,56000000.0,-83000000.0,,,-670000000.0,484000000.0,,,196000000.0,,14000000.0,,,,,540000000.0,4355000000.0,22000000.0,7123000000.0,,53000000.0,,,,-618000000.0,,,-56000000.0,,,-861000000.0,,,,,1.97,2601000000.0,-185000000.0,,,663000000.0,8613000000.0,-175000000.0,364000000.0,-40000000.0,,-607000000.0,232000000.0,101000000.0,,4509000000.0,,,-2070000000.0,336000000.0,,,,,9810000000.0,,132000000.0,827000000.0,,,-89000000.0,562000000.0,,3815000000.0,,-8000000.0,,,0.0,449000000.0,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,779000000.0,,3800000000.0,,,,,,,,,4485000000.0,1842000000.0,,,,169000000.0,,,,,,,,27913000000.0,,,,,,,0.53,,-844000000.0,,,,,,,71000000.0,,,23259000000.0,,8141000000.0,,,,,,,,,-136000000.0,,,,170000000.0,192000000.0,2004000000.0,,-672000000.0,0.0,491000000.0,,,,,,,,318867925.0,,,,0.53,-48000000.0,,,,,,337000000.0,540000000.0,,,166000000.0,-11000000.0,300000000.0,2239000000.0,,,,,,,4654000000.0,0.0,,-92000000.0,,,,,,,194000000.0,,,,,,,491000000.0,4926000000.0,34000000.0,,,7000000.0,,,,39000000.0,,,,,,-849000000.0,,,,,,2573000000.0,,,,,,-179000000.0,334000000.0,-23000000.0,321300000.0,,802000000.0,,,,,,,,,,,,,,108000000.0,791000000.0,,,,501000000.0,5000000.0,4435000000.0,,-49000000.0,,,0.0,405000000.0,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,-134000000.0,,3925000000.0,,,,,,,,,4511000000.0,1822000000.0,,,,173000000.0,,,,,,,,27770000000.0,,,,,,,0.52,,-239000000.0,,,,,,,84000000.0,,,23053000000.0,,7929000000.0,,,,,,,,,47000000.0,,,,173000000.0,180000000.0,2000000000.0,,125000000.0,0.0,510000000.0,,,,,,,,320370370.0,,,,0.54,-48000000.0,,,,,,338000000.0,491000000.0,,,166000000.0,-42000000.0,281000000.0,2229000000.0,,,,,,,4717000000.0,137000000.0,,-4000000.0,,,,,,,287000000.0,,,,,,,510000000.0,4587000000.0,35000000.0,,,58000000.0,,,,-5000000.0,,,,,,-930000000.0,,,,,,2545000000.0,,,,,,8000000.0,316000000.0,-18000000.0,337100000.0,,-116000000.0,,,,,,,,,,,,,,101000000.0,745000000.0,,,,-367000000.0,9000000.0,4077000000.0,,19000000.0,,,0.0,400000000.0,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,203000000.0,,3997000000.0,,,,,,,,,4508000000.0,1787000000.0,,,,121000000.0,,,,,,,,26571000000.0,,,,,,,0.36,,-568000000.0,,,,,,,78000000.0,,,21703000000.0,,8194000000.0,,,,,,,,,-93000000.0,,,,122000000.0,121000000.0,1899000000.0,,-179000000.0,0.0,396000000.0,,,,,,,,318421053.0,,,,0.38,-48000000.0,,,,,,339000000.0,510000000.0,,,147000000.0,-6000000.0,188000000.0,2182000000.0,,,,,,,4868000000.0,-137000000.0,,-220000000.0,,,,,,,498000000.0,,,,,,,396000000.0,4469000000.0,32000000.0,,,65000000.0,,,,-23000000.0,,,,,,-867000000.0,,,,,,2402000000.0,,,,,,-137000000.0,220000000.0,-2000000.0,337400000.0,,205000000.0,,,,,,,,,,,,,,67000000.0,693000000.0,,,,27000000.0,4000000.0,4073000000.0,,-114000000.0,,,,298000000.0,,,,,,,,,,,,,,,,,,
2004-12-31,,,23226000000.0,-122000000.0,23000000.0,256000000.0,1104000000.0,4031000000.0,,1.63,,-870000000.0,,336600000.0,4031000000.0,,4727000000.0,1964000000.0,0.0,570000000.0,2000000.0,80000000.0,,303000000.0,880000000.0,28329000000.0,,,,28329000000.0,-192000000.0,,,,546000000.0,2115000000.0,,1196000000.0,-1189000000.0,,,,,,,76000000.0,319411765.0,,23226000000.0,,8621000000.0,,8621000000.0,1944000000.0,451000000.0,,5103000000.0,0.0,,85000000.0,309000000.0,,570000000.0,81000000.0,84000000.0,2115000000.0,,-197000000.0,0.0,570000000.0,,,,543000000.0,,,,,1184000000.0,,664000000.0,,-48000000.0,5099000000.0,,136000000.0,,,339000000.0,396000000.0,-369000000.0,1505000000.0,136000000.0,-21000000.0,110000000.0,2337000000.0,,,,,,5669000000.0,5103000000.0,0.0,30000000.0,-53000000.0,,,-266000000.0,540000000.0,,,965000000.0,,-180000000.0,,,,,570000000.0,5669000000.0,35000000.0,7406000000.0,,2000000.0,,,,-133000000.0,,,-80000000.0,,,-870000000.0,,,,,1.7,2662000000.0,-80000000.0,,,577000000.0,8976000000.0,42000000.0,325000000.0,-37000000.0,,-923000000.0,293000000.0,136000000.0,,4727000000.0,,,-2840000000.0,339000000.0,,,,,10172000000.0,,26000000.0,664000000.0,,,-51000000.0,290000000.0,5000000.0,5099000000.0,,174000000.0,,,,401000000.0,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,765000000.0,,4182000000.0,,,,,,,,,4644000000.0,1702000000.0,,,,199000000.0,,,,,,,,28565000000.0,,,,,,,0.59,,-1285000000.0,,,,,,,68000000.0,,,23421000000.0,,9126000000.0,,,,,,,,,-27000000.0,,,,200000000.0,200000000.0,2085000000.0,,-757000000.0,-1000000.0,526000000.0,,,,,,,,320967742.0,,,,0.62,-48000000.0,,,,,,340000000.0,570000000.0,,,134000000.0,-28000000.0,313000000.0,2163000000.0,,,,,,,5144000000.0,0.0,,-329000000.0,,,,,,,574000000.0,,,,,,,526000000.0,5831000000.0,34000000.0,,,2000000.0,,,,-41000000.0,,,,,,-816000000.0,,,,,,2511000000.0,,,,,,-70000000.0,348000000.0,-27000000.0,337100000.0,,792000000.0,,,,,,,,,,,,,,113000000.0,622000000.0,,,,565000000.0,5000000.0,5305000000.0,,-44000000.0,,,,416000000.0,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,-266000000.0,,4325000000.0,,,,,,,,,4444000000.0,1750000000.0,,,,191000000.0,,,,,,,,27890000000.0,,,,,,,0.57,,-272000000.0,,,,,,,62000000.0,,,22639000000.0,,8595000000.0,,,,,,,,,-229000000.0,,,,191000000.0,193000000.0,1830000000.0,,415000000.0,0.0,419000000.0,,,,,,,,323728814.0,,,,0.59,-49000000.0,,,,,,341000000.0,526000000.0,,,128000000.0,-24000000.0,292000000.0,2195000000.0,,,,,,,5251000000.0,0.0,,-251000000.0,,,,,,,735000000.0,,,,,,,419000000.0,5089000000.0,31000000.0,,,22000000.0,,,,-10000000.0,,,,,,-877000000.0,,,,,,2518000000.0,,,,,,-271000000.0,323000000.0,-24000000.0,338500000.0,,-242000000.0,,,,,,,,,,,,,,99000000.0,585000000.0,,,,-485000000.0,7000000.0,4670000000.0,,-107000000.0,,,,385000000.0,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,275000000.0,,4397000000.0,,,,,,,,,4428000000.0,1697000000.0,,,,121000000.0,,,,,,,,27215000000.0,,,,,,,0.36,,-1173000000.0,,,,,,,79000000.0,,,21886000000.0,,8780000000.0,,,,,,,,,-33000000.0,,,,122000000.0,121000000.0,1846000000.0,,-260000000.0,0.0,433000000.0,,,,,,,,327027027.0,,,,0.37,-48000000.0,,,,,,342000000.0,419000000.0,,,118000000.0,-6000000.0,181000000.0,2180000000.0,,,,,,,5329000000.0,0.0,,-3000000.0,,,,,,,955000000.0,,,,,,,433000000.0,5027000000.0,29000000.0,,,41000000.0,,,,14000000.0,,,,,,-913000000.0,,,,,,2390000000.0,,,,,,-52000000.0,210000000.0,-36000000.0,342700000.0,,311000000.0,,,,,,,,,,,,,,60000000.0,552000000.0,,,,96000000.0,79000000.0,4594000000.0,,14000000.0,,,,290000000.0,,,,,,,,,,,,,,,,,,
