date,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOperatingIncome,annualChangeInAccountPayable,annualAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyGrossPPE,annualSellingGeneralAndAdministration,quarterlyGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,annualDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualGrossProfit,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,annualChangeInInventory,annualBasicAverageShares,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingDepreciationAndAmortization,annualCashDividendsPaid,annualCostOfRevenue,trailingOtherNonCashItems,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1997-12-31,,401000000.0,446000000.0,-2070000000.0,5812000000.0,,1734000000.0,-827000000.0,-4924000000.0,,,6936000000.0,-549000000.0,640000000.0,,1.4,4946000000.0,1106000000.0,,,,,20101000000.0,1697000000.0,,11567000000.0,-219000000.0,6261000000.0,,,4257000000.0,,,732000000.0,732000000.0,221000000.0,4946000000.0,,124000000.0,1697000000.0,,,,1426000000.0,,,,,2256000000.0,177000000.0,403000000.0,,5855000000.0,,1928000000.0,360000000.0,2952000000.0,,3617000000.0,,,8908000000.0,20917000000.0,-165000000.0,6261000000.0,,,9655000000.0,1928000000.0,,1928000000.0,,4058000000.0,0.0,0.0,-5962000000.0,1.36,13850000000.0,,984000000.0,,-215000000.0,11294000000.0,1928000000.0,,,120000000.0,5263000000.0,5000000.0,2265000000.0,,,,20101000000.0,2309000000.0,,401000000.0,5855000000.0,,,10347000000.0,11294000000.0,9241000000.0,4000000000.0,,-5033000000.0,36000000.0,-816000000.0,51000000.0,-2459000000.0,,13165000000.0,,,-1506000000.0,,1734000000.0,6251000000.0,,1006000000.0,,3617000000.0,6256000000.0,,1441000000.0,433000000.0,-61000000.0,,,-237000000.0,0.0,5000000.0,1621000000.0,,2142000000.0,,640000000.0,1366000000.0,,1570000000.0,,68000000.0,,,,478000000.0,-191000000.0,535000000.0,667000000.0,,6251000000.0,13299000000.0,2994000000.0,,11567000000.0,,13850000000.0,,6936000000.0,196000000.0,2634000000.0,1441000000.0,,8908000000.0,13165000000.0,818000000.0,4257000000.0,,79000000.0,1528000000.0,,-5033000000.0,1491000000.0,2265000000.0,,307000000.0,,-736000000.0,7618000000.0,,2142000000.0,,8149000000.0,,,,,,,,,,,,,,
1998-03-31,,377000000.0,377000000.0,,274000000.0,,1929000000.0,,-1116000000.0,,1570833333.0,,-228000000.0,756000000.0,,,,,,,,,,,,,32000000.0,6304000000.0,,,,,,,805000000.0,169000000.0,4715000000.0,,192000000.0,1724000000.0,,,0.25,-530000000.0,,,,,1548000000.0,,,,,,,246000000.0,,,,,,,,,,,,,1398000000.0,,1398000000.0,,,1928000000.0,,,,14122000000.0,,-170000000.0,,,,,,,76000000.0,46000000.0,0.0,,,,,19185000000.0,,,377000000.0,5889000000.0,,,,11493000000.0,,2805000000.0,,,953000000.0,-877000000.0,,,0.24,12666000000.0,,,,,,,,590000000.0,,3065000000.0,4353000000.0,,728000000.0,-438000000.0,16000000.0,,,-255000000.0,0.0,,,,,,,836000000.0,,,,-69000000.0,,1508000000.0,,,-188000000.0,313000000.0,546000000.0,,5063000000.0,,2215000000.0,,11758000000.0,,,,6519000000.0,,1969000000.0,,,8845000000.0,,,3821000000.0,,,,,-5189000000.0,,2406000000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,494000000.0,494000000.0,,413000000.0,,1792000000.0,,-775000000.0,,1496969697.0,,-864000000.0,683000000.0,,,,,,,,,,,,,15000000.0,6553000000.0,,,,,,,881000000.0,223000000.0,4679000000.0,,88000000.0,1749000000.0,,,0.33,-1023000000.0,,,,,1917000000.0,,,,,,,277000000.0,,,,,,,,,,,,,375000000.0,,375000000.0,,,0.0,,,,14335000000.0,,-72000000.0,,,,,200000000.0,,76000000.0,-451000000.0,0.0,,,,,18893000000.0,,,494000000.0,5990000000.0,,,,11940000000.0,,3341000000.0,,,44000000.0,-846000000.0,,,0.33,12818000000.0,,,,,,,,778000000.0,,3183000000.0,5258000000.0,,795000000.0,-447000000.0,31000000.0,,,207000000.0,0.0,,,,,,,1055000000.0,,,,-64000000.0,,1496969697.0,,,-187000000.0,-661000000.0,717000000.0,,4558000000.0,,2563000000.0,,12059000000.0,,,,6075000000.0,,2286000000.0,,,8752000000.0,,,4066000000.0,,,,,-5387000000.0,,2324000000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,761000000.0,761000000.0,,1237000000.0,,2790000000.0,,2535000000.0,,1522000000.0,,-3870000000.0,3906000000.0,,,,,,,,,,,,,12000000.0,6570000000.0,,,,,,,805000000.0,51000000.0,4231000000.0,,71000000.0,1818000000.0,,,0.52,-49000000.0,,,,,2060000000.0,,,,,,,269000000.0,,,,,,,,,,,,,326000000.0,,326000000.0,,,0.0,,,,18104000000.0,,,,,,,,,89000000.0,-2633000000.0,0.0,,,,,22375000000.0,,,761000000.0,8744000000.0,,,,12068000000.0,,3484000000.0,,,-251000000.0,-465000000.0,,,0.5,16160000000.0,,,,,,,,889000000.0,,3911000000.0,5544000000.0,,664000000.0,,82000000.0,,,95000000.0,0.0,,,,,,,1158000000.0,,,,,,1463461538.0,,,-191000000.0,-3821000000.0,812000000.0,,4271000000.0,,2595000000.0,,12630000000.0,,,,6215000000.0,,2326000000.0,,,8343000000.0,,,7817000000.0,,,,,-5498000000.0,,2294000000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,361000000.0,361000000.0,-5019000000.0,1287000000.0,,1984000000.0,-525000000.0,-454000000.0,232000000.0,,6401000000.0,-980000000.0,123000000.0,,1.35,4028000000.0,1234000000.0,,,,,22660000000.0,2003000000.0,,12800000000.0,-273000000.0,7318000000.0,,,7914000000.0,,,1016000000.0,1016000000.0,-173000000.0,4028000000.0,,64000000.0,2003000000.0,,,,-15000000.0,,,,,2793000000.0,1423000000.0,415000000.0,,8996000000.0,,311000000.0,442000000.0,2872000000.0,,3870000000.0,,,8345000000.0,22348000000.0,-214000000.0,7318000000.0,,,3211000000.0,311000000.0,,311000000.0,,4106000000.0,0.0,0.0,190000000.0,1.31,18298000000.0,,,,-126000000.0,13110000000.0,311000000.0,3921000000.0,,154000000.0,307000000.0,0.0,2314000000.0,,,,22660000000.0,2263000000.0,,361000000.0,8996000000.0,,,11158000000.0,13110000000.0,9924000000.0,4400000000.0,,-5792000000.0,677000000.0,-42000000.0,150000000.0,-2230000000.0,,16259000000.0,,,-5942000000.0,,1984000000.0,4362000000.0,,615000000.0,,3870000000.0,7193000000.0,,582000000.0,,21000000.0,,,-173000000.0,0.0,0.0,-1617000000.0,,1993000000.0,,123000000.0,1057000000.0,,1519000000.0,,,,,,395000000.0,-191000000.0,-850000000.0,188000000.0,,4362000000.0,14030000000.0,3785000000.0,,12800000000.0,861000000.0,18298000000.0,,6401000000.0,-398000000.0,3343000000.0,582000000.0,,8345000000.0,16259000000.0,270000000.0,7914000000.0,,29000000.0,1480000000.0,,-5792000000.0,1993000000.0,2314000000.0,,1928000000.0,,-757000000.0,8318000000.0,,1993000000.0,3921000000.0,-2731000000.0,,,,,,,,,,,,,,
1999-03-31,,333000000.0,333000000.0,,301000000.0,,2059000000.0,,4387000000.0,,1513636364.0,,-378000000.0,235000000.0,,,,,,,,,,,,,-45000000.0,7193000000.0,,,,,,,1096000000.0,158000000.0,5378000000.0,,82000000.0,1963000000.0,,,0.23,1813000000.0,,,,,1903000000.0,,,,,,,301000000.0,,,,,,,,,,,,,2124000000.0,,2124000000.0,,,311000000.0,,,,18233000000.0,,-2796000000.0,,,,,7086000000.0,,124000000.0,-77000000.0,0.0,,,,,27105000000.0,,,333000000.0,8981000000.0,,,,13061000000.0,,3211000000.0,,,181000000.0,,,,0.22,20553000000.0,,,,,,,,660000000.0,,3571000000.0,5114000000.0,,3272000000.0,,-9000000.0,,,117000000.0,0.0,,,,,,,961000000.0,,,,,,1447826087.0,,,-191000000.0,-2876000000.0,491000000.0,,8872000000.0,,2551000000.0,,12942000000.0,-394000000.0,,,6552000000.0,,2250000000.0,,,9661000000.0,,,10892000000.0,,,,,-5868000000.0,,2320000000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,743000000.0,743000000.0,,691000000.0,,3306000000.0,,-2049000000.0,,1516326531.0,,-438000000.0,2439000000.0,,,,,,,,,,,,,1075000000.0,4989000000.0,,,,,,,970000000.0,949000000.0,2625000000.0,,76000000.0,1285000000.0,,,0.5,-377000000.0,,,,,1822000000.0,,,,,,,231000000.0,,,,,,,,,,,,,1747000000.0,,1747000000.0,,,0.0,,,,13090000000.0,,1272000000.0,,,,,2931000000.0,,104000000.0,253000000.0,0.0,,,,,19488000000.0,,,743000000.0,4795000000.0,,,,8328000000.0,,3160000000.0,,,263000000.0,,,,0.49,12550000000.0,,,,,,,,721000000.0,,856000000.0,4982000000.0,,1733000000.0,,527000000.0,,,-117000000.0,0.0,,,,,,,952000000.0,,,,,,1486000000.0,,,-192000000.0,980000000.0,1692000000.0,,6398000000.0,,2439000000.0,,13487000000.0,-87000000.0,,,6938000000.0,,2208000000.0,,,6324000000.0,,,6226000000.0,,,,,-3339000000.0,,2414000000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,484000000.0,484000000.0,,850000000.0,,3473000000.0,,-3432000000.0,,1512500000.0,,153000000.0,2518000000.0,,,,,,,,,,,,,58000000.0,4958000000.0,,,,,,,845000000.0,266000000.0,2641000000.0,72000000.0,95000000.0,1317000000.0,,,0.33,-1269000000.0,,,,,1634000000.0,,,,,,,194000000.0,,,,,29000000.0,,,,,,,,478000000.0,,550000000.0,,,0.0,,,,13124000000.0,,-228000000.0,,,,,94000000.0,,72000000.0,1003000000.0,0.0,,,,,16721000000.0,,,484000000.0,4693000000.0,,-951000000.0,,8371000000.0,,2957000000.0,,,1319000000.0,-480000000.0,,,0.32,9839000000.0,,,,,,,,738000000.0,,790000000.0,4591000000.0,,539000000.0,,23000000.0,,,-394000000.0,478000000.0,,,,,,,932000000.0,,,,,,1466666667.0,,,-198000000.0,1314000000.0,750000000.0,,3597000000.0,,2219000000.0,,13774000000.0,866000000.0,,,6882000000.0,,2025000000.0,,,6437000000.0,,,3402000000.0,,,,,-3413000000.0,,2479000000.0,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,490000000.0,490000000.0,-1072000000.0,1185000000.0,,3377000000.0,-2025000000.0,-210000000.0,,,6881000000.0,-885000000.0,156000000.0,,1.4,2812000000.0,1032000000.0,,,,,17551000000.0,1209000000.0,,14066000000.0,0.0,5266000000.0,,,3788000000.0,,,899000000.0,899000000.0,233000000.0,2812000000.0,92000000.0,55000000.0,1209000000.0,,,,486000000.0,,,29000000.0,,1990000000.0,2020000000.0,308000000.0,,4735000000.0,92000000.0,1056000000.0,306000000.0,2883000000.0,,3399000000.0,,29000000.0,6882000000.0,20367000000.0,1018000000.0,5266000000.0,-989000000.0,,3027000000.0,964000000.0,,1056000000.0,,3915000000.0,478000000.0,964000000.0,-1304000000.0,1.37,13378000000.0,,-273000000.0,,-144000000.0,11058000000.0,964000000.0,233000000.0,,63000000.0,300000000.0,0.0,2861000000.0,,,,17551000000.0,3656000000.0,,490000000.0,4735000000.0,,-989000000.0,10135000000.0,11058000000.0,9103000000.0,3690000000.0,,-5792000000.0,257000000.0,-299000000.0,529000000.0,-1285000000.0,,10670000000.0,,,-1548000000.0,,3377000000.0,4173000000.0,,764000000.0,,3399000000.0,5680000000.0,,514000000.0,385000000.0,-12000000.0,,,250000000.0,964000000.0,0.0,653000000.0,,2050000000.0,,156000000.0,1070000000.0,,1496000000.0,,,,,,363000000.0,-197000000.0,-490000000.0,723000000.0,,4173000000.0,13018000000.0,2926000000.0,,14066000000.0,,13378000000.0,,6881000000.0,98000000.0,2620000000.0,514000000.0,,6882000000.0,10670000000.0,1606000000.0,3788000000.0,,-186000000.0,1466000000.0,,-5792000000.0,2050000000.0,2861000000.0,,311000000.0,,-778000000.0,7349000000.0,,2050000000.0,233000000.0,1479000000.0,,,,,,,,,,,,,,
2000-03-31,,422000000.0,422000000.0,,207000000.0,,3344000000.0,,-640000000.0,,1472000000.0,,-142000000.0,189000000.0,,,,,,,,,,,,,5000000.0,5230000000.0,,,,,,,929000000.0,198000000.0,2901000000.0,96000000.0,91000000.0,1222000000.0,,,0.29,-540000000.0,,,,,1507000000.0,,,,,,,202000000.0,,,,,29000000.0,,,,,,,,424000000.0,,520000000.0,,,964000000.0,,,,13240000000.0,,-173000000.0,,,,,278000000.0,,47000000.0,65000000.0,0.0,,,,,17017000000.0,,,422000000.0,4666000000.0,,-1047000000.0,,8895000000.0,,2684000000.0,,,169000000.0,-666000000.0,,,0.29,10510000000.0,,,,,,,,655000000.0,,3007000000.0,4191000000.0,,594000000.0,-477000000.0,2000000.0,,,49000000.0,424000000.0,,,,,,,857000000.0,,,,,,1450000000.0,,,-197000000.0,-105000000.0,620000000.0,,3777000000.0,,2029000000.0,,14294000000.0,63000000.0,,,6507000000.0,,1827000000.0,,,7036000000.0,,,3474000000.0,,,,,-3665000000.0,,2913000000.0,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,563000000.0,563000000.0,,889000000.0,,3536000000.0,,-357000000.0,,1468000000.0,,-234000000.0,225000000.0,,,,,,,,,,,,,54000000.0,5233000000.0,,,,,,,1051000000.0,265000000.0,2742000000.0,79000000.0,160000000.0,1306000000.0,,,0.39,104000000.0,,,,,1707000000.0,,,,,,,216000000.0,,,,,29000000.0,,,,,,,,528000000.0,,607000000.0,,,424000000.0,,,,13341000000.0,,-204000000.0,,,,,242000000.0,,56000000.0,655000000.0,0.0,,,,,17492000000.0,,,563000000.0,4572000000.0,,-1205000000.0,,9015000000.0,,3221000000.0,,,221000000.0,-148000000.0,,,0.38,10745000000.0,,,,,,,,809000000.0,,3287000000.0,4928000000.0,,615000000.0,32000000.0,77000000.0,,,-206000000.0,528000000.0,,,,,,,1025000000.0,,,,,,1443000000.0,,,-194000000.0,-427000000.0,828000000.0,,4151000000.0,,2412000000.0,,14655000000.0,55000000.0,,,6747000000.0,,2196000000.0,,,6991000000.0,,,3754000000.0,,,,,-3782000000.0,,2943000000.0,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,587000000.0,587000000.0,,1017000000.0,,3647000000.0,,-589000000.0,,1478000000.0,,-198000000.0,168000000.0,,,,,,,,,,,,,76000000.0,5281000000.0,,,,,,,975000000.0,277000000.0,2737000000.0,97000000.0,157000000.0,1380000000.0,,,0.41,177000000.0,,,,,1673000000.0,,,,,,,224000000.0,,,,,29000000.0,,,,,,,,705000000.0,,802000000.0,,,528000000.0,,,,13459000000.0,,-205000000.0,,,,,116000000.0,,53000000.0,819000000.0,0.0,,,,,17659000000.0,,,587000000.0,4531000000.0,,-1219000000.0,,9209000000.0,,3236000000.0,,,187000000.0,-424000000.0,,,0.4,10771000000.0,,,,,,,,826000000.0,,3337000000.0,4909000000.0,,588000000.0,150000000.0,59000000.0,,,20000000.0,705000000.0,,,,,,,1050000000.0,,,,,,1444000000.0,,,-203000000.0,-250000000.0,864000000.0,,4200000000.0,,2410000000.0,,15040000000.0,73000000.0,,,6888000000.0,,2186000000.0,,,7150000000.0,,,3621000000.0,,,,,-3928000000.0,,3033000000.0,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,611000000.0,611000000.0,-1713000000.0,1798000000.0,,3812000000.0,-4545000000.0,-712000000.0,,,7249000000.0,-493000000.0,48000000.0,,1.51,2346000000.0,960000000.0,,,,,18339000000.0,1361000000.0,,15448000000.0,-5000000.0,5438000000.0,,,3935000000.0,,,905000000.0,905000000.0,287000000.0,2346000000.0,466000000.0,151000000.0,1361000000.0,,,,159000000.0,,,29000000.0,,2234000000.0,4171000000.0,559000000.0,,4485000000.0,466000000.0,1330000000.0,318000000.0,3225000000.0,,3815000000.0,,29000000.0,7155000000.0,20438000000.0,130000000.0,5438000000.0,-1263000000.0,,3911000000.0,864000000.0,,1330000000.0,,4185000000.0,705000000.0,864000000.0,-2298000000.0,1.48,13735000000.0,,-3963000000.0,,-260000000.0,9539000000.0,864000000.0,72000000.0,,65000000.0,1305000000.0,0.0,3448000000.0,,,,18339000000.0,3210000000.0,,611000000.0,4485000000.0,,-1263000000.0,10092000000.0,9539000000.0,9132000000.0,4176000000.0,,-4101000000.0,3594000000.0,-192000000.0,63000000.0,-1430000000.0,,11090000000.0,,,-1067000000.0,,3812000000.0,4604000000.0,,935000000.0,,3815000000.0,6410000000.0,,570000000.0,813000000.0,-75000000.0,,,-123000000.0,864000000.0,0.0,-100000000.0,,2183000000.0,,48000000.0,1253000000.0,,1475000000.0,,,,,,221000000.0,-202000000.0,-931000000.0,898000000.0,,4604000000.0,13317000000.0,3241000000.0,,15448000000.0,,13735000000.0,,7249000000.0,518000000.0,2923000000.0,570000000.0,,7155000000.0,11090000000.0,1027000000.0,3935000000.0,,-26000000.0,1446000000.0,,-4101000000.0,2183000000.0,3448000000.0,,964000000.0,,-796000000.0,7121000000.0,,2183000000.0,72000000.0,2844000000.0,,,,,,,,,,,,,,
2001-03-31,,498000000.0,498000000.0,,73000000.0,,3849000000.0,,122000000.0,,1481000000.0,,-171000000.0,131000000.0,,,,,,,,,,,,,5000000.0,5424000000.0,,1888000000.0,,,,,1003000000.0,224000000.0,2492000000.0,560000000.0,89000000.0,1345000000.0,,,0.34,-461000000.0,,,,,1791000000.0,,,,,,,208000000.0,,,,,29000000.0,,,,,,,,403000000.0,,963000000.0,,,864000000.0,,,,14100000000.0,,-300000000.0,,,,,126000000.0,,43000000.0,-98000000.0,0.0,,,,,18660000000.0,,,498000000.0,4827000000.0,,-1361000000.0,,9624000000.0,,2748000000.0,,,207000000.0,,,,0.34,11103000000.0,,,,,,,,741000000.0,,3450000000.0,4539000000.0,,706000000.0,-648000000.0,-12000000.0,,,22000000.0,403000000.0,,,,,,,949000000.0,,,,,,1448000000.0,,,-202000000.0,-649000000.0,722000000.0,,4560000000.0,,2007000000.0,,15743000000.0,32000000.0,,,7557000000.0,,1972000000.0,,,7396000000.0,,,3707000000.0,,,,,-4200000000.0,,3559000000.0,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,652000000.0,652000000.0,,499000000.0,,3751000000.0,,-88000000.0,,1491000000.0,,-228000000.0,127000000.0,,,,,,,,,,,,,63000000.0,5550000000.0,,2162000000.0,,,,,1178000000.0,293000000.0,1933000000.0,1013000000.0,595000000.0,1344000000.0,,,0.45,-59000000.0,,,,,2031000000.0,,,,,,,217000000.0,,,,,29000000.0,,,,,,,,344000000.0,,1357000000.0,,,403000000.0,,,,14079000000.0,,-673000000.0,,,,,198000000.0,,38000000.0,271000000.0,0.0,,,,,19503000000.0,,,652000000.0,4778000000.0,,-1334000000.0,,9888000000.0,,3250000000.0,,,219000000.0,,,,0.44,10865000000.0,,,,,,,,909000000.0,,3660000000.0,5281000000.0,,0.0,-349000000.0,9000000.0,,,174000000.0,344000000.0,,,,,,,1126000000.0,,,,,,1462000000.0,,,-203000000.0,-475000000.0,945000000.0,,5424000000.0,,2341000000.0,,16182000000.0,33000000.0,,,8638000000.0,,2305000000.0,,,6880000000.0,,,3985000000.0,,,,,-4338000000.0,,3603000000.0,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,627000000.0,627000000.0,,1912000000.0,,3899000000.0,,-342000000.0,,1844117647.0,,-357000000.0,370000000.0,,,,,,,,,,,,,-163000000.0,6686000000.0,,2598000000.0,,,,,1383000000.0,398000000.0,2559000000.0,2170000000.0,191000000.0,1349000000.0,,,0.35,-58000000.0,,,,,2728000000.0,,,,,,,312000000.0,,,,,30000000.0,,,,,,,,460000000.0,,2630000000.0,,,344000000.0,,,,15579000000.0,,-2120000000.0,,,,,252000000.0,,46000000.0,1555000000.0,0.0,,,,,23036000000.0,,,627000000.0,4994000000.0,,-1485000000.0,,11910000000.0,,4178000000.0,,,963000000.0,,,,0.34,13299000000.0,,,,,,,,1223000000.0,,4582000000.0,6906000000.0,,0.0,607000000.0,-1000000.0,,,-85000000.0,460000000.0,,,,,,,1535000000.0,,,,,,1791428571.0,,,-347000000.0,-1630000000.0,1025000000.0,,7457000000.0,,2955000000.0,,11108000000.0,87000000.0,,,9737000000.0,,2916000000.0,,,8095000000.0,,,5204000000.0,,,,,-5224000000.0,,4154000000.0,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,667000000.0,667000000.0,-2637000000.0,1717000000.0,,4125000000.0,-2578000000.0,-1611000000.0,,,8648000000.0,-568000000.0,183000000.0,,1.51,2651000000.0,1082000000.0,,,,,21695000000.0,1496000000.0,,11519000000.0,-124000000.0,6876000000.0,,2142000000.0,4998000000.0,,,1310000000.0,1310000000.0,326000000.0,2651000000.0,966000000.0,272000000.0,1496000000.0,2142000000.0,,,223000000.0,,,30000000.0,,3212000000.0,2078000000.0,1147000000.0,,4841000000.0,966000000.0,1649000000.0,345000000.0,4408000000.0,,4461000000.0,,30000000.0,8049000000.0,26935000000.0,-227000000.0,6876000000.0,-1646000000.0,,4201000000.0,683000000.0,,1649000000.0,,5490000000.0,460000000.0,683000000.0,-1919000000.0,1.47,15842000000.0,,515000000.0,,-381000000.0,12180000000.0,683000000.0,354000000.0,,68000000.0,1149000000.0,0.0,3876000000.0,,,,21695000000.0,4029000000.0,,667000000.0,4841000000.0,,-1646000000.0,11773000000.0,12180000000.0,11608000000.0,4774000000.0,,-5304000000.0,689000000.0,-1715000000.0,162000000.0,-1731000000.0,,13047000000.0,,,-1324000000.0,,4125000000.0,5853000000.0,,1161000000.0,,4461000000.0,7986000000.0,,0.0,474000000.0,166000000.0,,,-492000000.0,683000000.0,0.0,-355000000.0,,2662000000.0,,183000000.0,1506000000.0,,1807000000.0,,,,,,219000000.0,-242000000.0,117000000.0,993000000.0,,5853000000.0,16181000000.0,3613000000.0,,11519000000.0,,15842000000.0,,8648000000.0,84000000.0,3561000000.0,0.0,,8049000000.0,13047000000.0,1367000000.0,4998000000.0,,-75000000.0,1763000000.0,,-5304000000.0,2662000000.0,3876000000.0,,1038000000.0,,-994000000.0,10754000000.0,,2662000000.0,354000000.0,2877000000.0,,,,,,,,,,,,,,
