,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualEbitda,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,annualCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingNetIncome,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedEPS,annualChangeInWorkingCapital,trailingTotalRevenue,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,trailingEndCashPosition,trailingTaxProvision,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyGoodwill,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualChangeInInventory,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1356912000,,,3382235000.0,,23471000.0,815271000.0,23471000.0,6793347000.0,2720862000.0,23471000.0,,-43439000.0,99000000.0,976000.0,-502755000.0,278182000.0,1203621000.0,-19760000.0,233396000.0,,25652000.0,3382235000.0,85736000.0,2589000.0,-583756000.0,-75084000.0,,5368345000.0,220701000.0,15753000.0,,30887000.0,,1062000.0,,298459000.0,-1986110000.0,-13234000.0,395355000.0,,-527847000.0,41229000.0,,280265000.0,,1062000.0,,-891039000.0,,-9478000.0,5368345000.0,-2181000.0,-1986110000.0,,-789590000.0,183747000.0,,247033000.0,,,,,87567000.0,,,,4.57,-44154000.0,-71068000.0,850000.0,,6329000.0,1607000.0,-17758000.0,-35178000.0,345332000.0,,,850000.0,22518000.0,,3036765000.0,-849647000.0,131268000.0,976000.0,,247033000.0,6961400000.0,4540836000.0,87936000.0,-43876000.0,,-16200000.0,1407496000.0,23979000.0,,894058000.0,81049000.0,,5434894000.0,274616000.0,4540836000.0,23471000.0,4.53,68015000.0,,,2962433000.0,941713000.0,23471000.0,1764927000.0,101449000.0,489047000.0,96821000.0,256977000.0,,,,135343000.0,443446000.0,5434894000.0,763663000.0,2589000.0,8200843000.0,-75768000.0,6793347000.0,1779149000.0,,-58395000.0,-44154000.0,-303491000.0,4240538000.0,135461000.0,94885000.0,395355000.0,147660000.0,87936000.0,,8200843000.0,3727431000.0,298459000.0,1407496000.0,2713345000.0,-19154000.0,308690000.0,333049000.0,1080562000.0,,,80609000.0,1067197000.0,2713345000.0,333049000.0,894058000.0,2962433000.0,442949000.0,97711000.0,3036765000.0,,5435000.0,23471000.0,-503147000.0,183747000.0,3727431000.0,427388000.0,,12745000.0,1067197000.0,99000000.0,684365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,97711000.0,,,17395000.0,,17395000.0,,,,,,,,,-69926000.0,,,203984000.0,,23471000.0,3395786000.0,74049000.0,1712000.0,-95919000.0,,,,-88165000.0,-81859000.0,,29814000.0,,,,306827000.0,-2051441000.0,-10074000.0,,,,,,187763000.0,,75087000.0,1.21,,,-14027000.0,5447227000.0,-6076000.0,,,,,,886434000.0,,,,,-10029000.0,98571000.0,,,,,,836000.0,,7111000.0,1232000.0,,,319133000.0,,,,,,,,,,,,,,,-4870000.0,,-17085000.0,1501351000.0,24665000.0,,964069000.0,79923000.0,,,,4465784000.0,,,,,,,,,1831632000.0,,,,239210000.0,,,,119715000.0,,5429853000.0,,,8316508000.0,,6815157000.0,,,,,91844000.0,,119784000.0,,379723000.0,129935000.0,94147000.0,,,,,,,,,,1106938000.0,,,-9755000.0,1149402000.0,2834907000.0,,,,,,3041326000.0,,,17395000.0,-105674000.0,182575000.0,3668762000.0,485484000.0,,4712000.0,,98974000.0,724694000.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,98033000.0,,,12558000.0,,12558000.0,,,,,,,,,-126170000.0,,,265818000.0,,17395000.0,3403405000.0,98015000.0,73579000.0,-81345000.0,,,,-152098000.0,-365000.0,,28028000.0,,,,321612000.0,-2116414000.0,-16660000.0,,,,,,218239000.0,,16619000.0,1.53,,,-7346000.0,5519819000.0,-4837000.0,,,,,,958952000.0,,,,,-17648000.0,99211000.0,,,,,,0.0,,6468000.0,1503000.0,,,385725000.0,,,,,,,,,,,,,,,-4925000.0,,-19953000.0,1483980000.0,24082000.0,,1049150000.0,81754000.0,,,,4224289000.0,,,,,,,,,1834975000.0,,,,303971000.0,,,,151753000.0,,5273439000.0,,,8317253000.0,,6833273000.0,,,,,136894000.0,,151841000.0,,310948000.0,167803000.0,86733000.0,,,,,,,,,,1099678000.0,,,10367000.0,1149477000.0,2991457000.0,,,,,,3041346000.0,,,12558000.0,-70978000.0,206818000.0,3473106000.0,431326000.0,,83000.0,,100324000.0,735297000.0,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,98151000.0,,,12122000.0,,12122000.0,,,,,,,,0.0,-38135000.0,,,192572000.0,,12558000.0,3424901000.0,69473000.0,88292000.0,-103807000.0,,,,-76512000.0,-17037000.0,,26693000.0,,,,321774000.0,-2185175000.0,-24514000.0,,,,,,185730000.0,,9257000.0,1.15,,,-813000.0,5610076000.0,-436000.0,,,,,,926768000.0,,,,,-12166000.0,99587000.0,,,,,,0.0,,6493000.0,1361000.0,,,288709000.0,,,,,,,,,,,,,,,-4911000.0,,-17971000.0,1503280000.0,23904000.0,,1024317000.0,86971000.0,,,,4164955000.0,,,,,,,,,1816369000.0,,,,201738000.0,,,,114544000.0,,5189272000.0,,,8351743000.0,,6848463000.0,,,,,81923000.0,,114587000.0,,320214000.0,123099000.0,90771000.0,,,,,,,,,,1110207000.0,,,-5847000.0,1166514000.0,3110778000.0,,,,,,3039169000.0,,,12122000.0,-109654000.0,215026000.0,3411635000.0,504424000.0,,23148000.0,,101249000.0,706162000.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,3442169000.0,,17238000.0,884241000.0,17238000.0,6879394000.0,2858113000.0,17238000.0,,-507016000.0,101781000.0,983000.0,-11316000.0,-205993000.0,1317607000.0,41841000.0,206958000.0,,12122000.0,3442169000.0,73772000.0,99312000.0,-90058000.0,-70645000.0,,5691902000.0,-190241000.0,49553000.0,,26384000.0,,7127000.0,,330328000.0,-2249733000.0,9809000.0,284589000.0,,-12636000.0,23471000.0,,292509000.0,,7127000.0,,-371129000.0,,-5015000.0,5691902000.0,5116000.0,-2249733000.0,,-383458000.0,239148000.0,,276911000.0,,,,,78681000.0,,,,5.21,-24810000.0,-49708000.0,329282000.0,,7711000.0,1612000.0,-6233000.0,-41439000.0,322050000.0,,,329282000.0,27783000.0,,3049016000.0,-440224000.0,110919000.0,983000.0,,276911000.0,7283822000.0,3951606000.0,76446000.0,-4915000.0,,-15636000.0,1432329000.0,25107000.0,,1059888000.0,88708000.0,,5011494000.0,315309000.0,3951606000.0,17238000.0,5.14,38838000.0,,,3499337000.0,954439000.0,17238000.0,1800846000.0,-12329000.0,554023000.0,98033000.0,209520000.0,,,,124427000.0,510733000.0,5011494000.0,869332000.0,99312000.0,8311723000.0,513112000.0,6879394000.0,1903674000.0,,-19621000.0,-24810000.0,202451000.0,4425709000.0,124521000.0,97758000.0,284589000.0,133186000.0,76446000.0,,8311723000.0,3209762000.0,330328000.0,1432329000.0,3249979000.0,-27201000.0,337356000.0,338859000.0,1108886000.0,,,-7094000.0,1116961000.0,3249979000.0,338859000.0,1059888000.0,3499337000.0,510439000.0,99361000.0,3049016000.0,,5708000.0,17238000.0,-97152000.0,239148000.0,3209762000.0,482440000.0,,28203000.0,1116961000.0,101781000.0,691960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,98572000.0,,,16261000.0,,16261000.0,,,,,,,,-3301000.0,-109054000.0,,,235783000.0,,17238000.0,3468172000.0,83931000.0,103641000.0,-95688000.0,,,,-104874000.0,-95633000.0,,25249000.0,,,,312913000.0,-2321221000.0,9761000.0,,,,,,194639000.0,,51905000.0,1.38,,,-13993000.0,5789393000.0,-977000.0,,,,,,954902000.0,,,,,-26797000.0,100157000.0,,,,,,0.0,,7152000.0,1445000.0,,,363905000.0,,,,,,,,,,,,,,,-4933000.0,,-20793000.0,1543113000.0,23338000.0,,1110448000.0,93359000.0,,,,3876782000.0,,,,,,,,,1920166000.0,,,,270546000.0,,,,138008000.0,,4987230000.0,,,8431385000.0,,6888272000.0,,,,,98951000.0,,138078000.0,,282173000.0,151852000.0,97685000.0,,,,,,,,,,1151163000.0,,,4946000.0,1212594000.0,3392119000.0,,,,,,3053666000.0,,,16261000.0,-90742000.0,257344000.0,3109158000.0,498457000.0,,430000.0,,102276000.0,769003000.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,98872000.0,,,14732000.0,,14732000.0,,,,,,,,-67699000.0,-70072000.0,,,258345000.0,,16261000.0,3514679000.0,91731000.0,77686000.0,-162098000.0,,,,-101313000.0,33768000.0,,25069000.0,,,,365364000.0,-2386484000.0,5548000.0,,,,,,263777000.0,,0.0,1.51,,,-21780000.0,5901163000.0,-1529000.0,,,,,,1038187000.0,,,,,17808000.0,100235000.0,,,,,,0.0,,7793000.0,1842000.0,,,381949000.0,,,,,,,,,,,,,,,-4951000.0,,-19129000.0,1529881000.0,23458000.0,,1115873000.0,90691000.0,,,,3832891000.0,,,,,,,,,2019821000.0,,,,291258000.0,,,,151594000.0,,4948764000.0,,,8548072000.0,,7018191000.0,,,,,101679000.0,,151671000.0,,276462000.0,166614000.0,117498000.0,,,,,,,,,,1185694000.0,,,-1895000.0,1186012000.0,3546134000.0,,,,,,3089172000.0,,,14732000.0,-163993000.0,254573000.0,3070311000.0,542869000.0,,2174000.0,,104280000.0,834127000.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,99052000.0,,,39711000.0,,39711000.0,,,,,,,,-331405000.0,-663417000.0,,,144478000.0,,14732000.0,3648974000.0,48440000.0,81477000.0,-453980000.0,,,,247020000.0,-36328000.0,,24573000.0,,,,352256000.0,-2456116000.0,-23554000.0,,,,,,231138000.0,,0.0,0.82,,,-27519000.0,6105090000.0,24979000.0,,,,,,1083987000.0,,,,,25161000.0,101033000.0,,,,,,0.0,,7768000.0,1620000.0,,,304813000.0,,,,,,,,,,,,,,,-9910000.0,,-13312000.0,1622094000.0,23860000.0,,1165464000.0,93456000.0,,,,4138802000.0,,,,,,,,,2017758000.0,,,,211357000.0,,,,82780000.0,,5304266000.0,,,8961592000.0,,7339498000.0,,,,,-222842000.0,,82797000.0,,280797000.0,96038000.0,143311000.0,,,,,,,,,,1176291000.0,,,923000.0,1239478000.0,3603204000.0,,,,,,3296358000.0,,,39711000.0,-453057000.0,253191000.0,3373341000.0,630110000.0,,-34746000.0,,104390000.0,841467000.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,98808000.0,3679689000.0,,32069000.0,1035876000.0,32069000.0,7359305000.0,3324172000.0,32069000.0,,-187424000.0,108115000.0,987000.0,-28981000.0,-36586000.0,1447198000.0,-8269000.0,291061000.0,,39711000.0,3679689000.0,100569000.0,68319000.0,-110770000.0,-69645000.0,,6212030000.0,-228257000.0,-7515000.0,,24821000.0,,1446000.0,,348084000.0,-2532341000.0,-6499000.0,268555000.0,,-431386000.0,17238000.0,,346322000.0,,1446000.0,1.71,-822536000.0,,-37457000.0,6212030000.0,-7642000.0,-2532341000.0,,-832846000.0,282214000.0,,1113062000.0,,,,,65744000.0,100751000.0,,,5.52,-25232000.0,-105708000.0,0.0,,8379000.0,1956000.0,14831000.0,-14744000.0,396531000.0,,,0.0,31092000.0,,3291213000.0,-879129000.0,99712000.0,987000.0,,1113062000.0,8065326000.0,4000536000.0,77654000.0,-9871000.0,,-16411000.0,1615138000.0,23337000.0,,1182827000.0,98118000.0,,5183363000.0,324671000.0,4000536000.0,32069000.0,5.42,81916000.0,,,4015387000.0,1071574000.0,32069000.0,2107581000.0,-10310000.0,604996000.0,98826000.0,298413000.0,,,,172725000.0,545343000.0,5183363000.0,929667000.0,68319000.0,8974443000.0,213340000.0,7359305000.0,2252598000.0,,-29665000.0,-25232000.0,235552000.0,4741154000.0,172797000.0,93993000.0,268555000.0,190492000.0,77654000.0,,8974443000.0,3210215000.0,348084000.0,1615138000.0,3735946000.0,-100749000.0,375624000.0,341071000.0,1228006000.0,,,-14284000.0,1282735000.0,3735946000.0,341071000.0,1182827000.0,4015387000.0,545107000.0,100544000.0,3291213000.0,,6863000.0,32069000.0,-125054000.0,282214000.0,3210215000.0,581162000.0,,23873000.0,1282735000.0,108115000.0,879575000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,98910000.0,,,35078000.0,,35078000.0,,,,,,,,-34500000.0,-158871000.0,,,297017000.0,,32069000.0,3690780000.0,102694000.0,89023000.0,-123776000.0,,,,-144024000.0,-96972000.0,,24131000.0,,,,340141000.0,-2610630000.0,18394000.0,,,,,,271275000.0,,65106000.0,1.73,,,-28767000.0,6301410000.0,3009000.0,,,,,,1101143000.0,,,,,-6313000.0,100647000.0,,,,,,0.0,,10829000.0,1768000.0,,,426052000.0,,,,,,,,,,,,,,,-9899000.0,,-26562000.0,1717237000.0,22891000.0,,1255272000.0,98998000.0,,,,3864693000.0,,,,,,,,,2225353000.0,,,,327054000.0,,,,174231000.0,,5119965000.0,,,9084355000.0,,7367118000.0,,,,,147499000.0,,174299000.0,,277617000.0,194323000.0,80524000.0,,,,,,,,,,1270444000.0,,,0.0,1383964000.0,3906963000.0,,,,,,3297436000.0,,,35078000.0,-123776000.0,280662000.0,3051571000.0,627855000.0,,-4148000.0,,108269000.0,954909000.0,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,99004000.0,,,42464000.0,,42464000.0,,,,,,,,0.0,-96787000.0,,,307708000.0,,35078000.0,3686037000.0,106304000.0,73807000.0,-81304000.0,,,,-172397000.0,1959000.0,,23899000.0,,,,329691000.0,-2685730000.0,-13200000.0,,,,,,260328000.0,,24423000.0,1.8,,,-39390000.0,6371767000.0,7386000.0,,,,,,1096081000.0,,,,,-33501000.0,100927000.0,,,,,,0.0,,9645000.0,2271000.0,,,431254000.0,,,,,,,,,,,,,,,-9905000.0,,-14477000.0,1708959000.0,23196000.0,,1194311000.0,97257000.0,,,,3762438000.0,,,,,,,,,2275204000.0,,,,333997000.0,,,,182122000.0,,4956749000.0,,,9078559000.0,,7369600000.0,,,,,179024000.0,,182193000.0,,279281000.0,201404000.0,71548000.0,,,,,,,,,,1285043000.0,,,0.0,1360973000.0,4061756000.0,,,,,,3316945000.0,,,42464000.0,-81304000.0,271109000.0,2961515000.0,656164000.0,,1395000.0,,109117000.0,990161000.0,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,98858000.0,,,39523000.0,,39523000.0,,,,,,,,-148603000.0,48287000.0,,,248027000.0,,42464000.0,3776092000.0,84373000.0,84883000.0,-247601000.0,,,,-22091000.0,34136000.0,,23732000.0,,,,310741000.0,-2739822000.0,-11872000.0,,,,,,264896000.0,,8697000.0,1.48,,,-61705000.0,6515914000.0,-2941000.0,,,,,,1102616000.0,,,,,7538000.0,101159000.0,,,,,,0.0,,9671000.0,1991000.0,,,374243000.0,,,,,,,,,,,,,,,-9892000.0,,-14372000.0,1696554000.0,24544000.0,,1196196000.0,99442000.0,,,,3816966000.0,,,,,,,,,2227655000.0,,,,274801000.0,,,,150205000.0,,5013162000.0,,,9206878000.0,,7510324000.0,,,,,17295000.0,,150287000.0,,292441000.0,163654000.0,81459000.0,,,,,,,,,,1299485000.0,,,0.0,1328300000.0,4133099000.0,,,,,,3388378000.0,,,39523000.0,-244857000.0,264358000.0,3009954000.0,653369000.0,,356000.0,,112718000.0,928170000.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,98416000.0,3835978000.0,,61228000.0,1020898000.0,61228000.0,7915809000.0,3856976000.0,61228000.0,,-77245000.0,116037000.0,983000.0,-350552000.0,139205000.0,1642198000.0,15815000.0,293149000.0,,39523000.0,3835978000.0,101832000.0,62722000.0,-460295000.0,-79138000.0,,6530569000.0,261267000.0,15063000.0,,24671000.0,,3987000.0,,448360000.0,-2694591000.0,-8693000.0,278834000.0,,-533655000.0,32069000.0,,224399000.0,,3987000.0,1.74,-912976000.0,,-79920000.0,6530569000.0,21705000.0,-2694591000.0,,-912885000.0,315900000.0,,1033697000.0,,,,,-53360000.0,100043000.0,,,6.89,-23129000.0,-45814000.0,0.0,,9826000.0,2411000.0,29159000.0,-15371000.0,410649000.0,,,0.0,39971000.0,,3596114000.0,-68166000.0,96433000.0,983000.0,,1033697000.0,9043451000.0,4224546000.0,103490000.0,-9836000.0,,-23727000.0,1718304000.0,24342000.0,,1100406000.0,102921000.0,,5324952000.0,395203000.0,4224546000.0,61228000.0,6.76,-85636000.0,,,4566521000.0,1243580000.0,61228000.0,2315239000.0,91000.0,750698000.0,98797000.0,307728000.0,,,,173689000.0,680528000.0,5324952000.0,1145901000.0,62722000.0,9634113000.0,107922000.0,7915809000.0,2613396000.0,,-39532000.0,-23129000.0,-235896000.0,5186475000.0,173749000.0,94973000.0,278834000.0,191317000.0,103490000.0,,9634113000.0,3387303000.0,448360000.0,1718304000.0,4249647000.0,-209782000.0,398618000.0,362087000.0,1331503000.0,,,-2653000.0,1302429000.0,4249647000.0,362087000.0,1100406000.0,4566521000.0,680247000.0,100694000.0,3596114000.0,,8441000.0,61228000.0,-462948000.0,315900000.0,3387303000.0,676008000.0,,14064000.0,1302429000.0,116037000.0,983736000.0,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,97607000.0,,,54590000.0,,54590000.0,,,,,,,,-19543000.0,-166671000.0,,,326724000.0,,61228000.0,3880552000.0,111005000.0,88262000.0,-146757000.0,,,,-323188000.0,-79962000.0,,25581000.0,,,,437883000.0,-2774740000.0,7551000.0,,,,,,464227000.0,,49794000.0,1.93,,,-171042000.0,6655292000.0,-6638000.0,,,,,,1147384000.0,,,,,148553000.0,98895000.0,,,,,,0.0,,13204000.0,2331000.0,,,460373000.0,,,,,,,,,,,,,,,-9757000.0,,-17298000.0,1635438000.0,24452000.0,,1285440000.0,104049000.0,,,,3928267000.0,,,,,,,,,2449798000.0,,,,356324000.0,,,,190670000.0,,5213707000.0,,,9565009000.0,,7929571000.0,,,,,317470000.0,,190759000.0,,295684000.0,215719000.0,89386000.0,,,,,,,,,,1403389000.0,,,0.0,1374737000.0,4289218000.0,,,,,,3594901000.0,,,54590000.0,-146757000.0,178947000.0,3192144000.0,690085000.0,,-2269000.0,,116725000.0,1046409000.0,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,97109000.0,,,56273000.0,,56273000.0,,,,,,,,-7982000.0,-676680000.0,,,302846000.0,,54590000.0,3902473000.0,107397000.0,94802000.0,-128483000.0,,,,-205287000.0,34233000.0,,26395000.0,,,,430493000.0,-2819773000.0,-460653000.0,,,,,,336955000.0,,3991000.0,1.89,,,-68097000.0,6722246000.0,1683000.0,,,,,,1169241000.0,,,,,44320000.0,98389000.0,,,,,,0.0,,11489000.0,2031000.0,,,434699000.0,,,,,,,,,,,,,,,-9727000.0,,-15714000.0,1606753000.0,24806000.0,,1268034000.0,101411000.0,,,,3904969000.0,,,,,,,,,2430855000.0,,,,333288000.0,,,,185493000.0,,5173003000.0,,,9540930000.0,,7934177000.0,,,,,208472000.0,,185577000.0,,306561000.0,195449000.0,85005000.0,,,,,,,,,,1385355000.0,,,0.0,1344916000.0,4302978000.0,,,,,,3585892000.0,,,56273000.0,-128483000.0,90251000.0,3499375000.0,712212000.0,,-2191000.0,,117710000.0,1045500000.0,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,97118000.0,,,61744000.0,,61744000.0,,,,,,,,-108696000.0,28380000.0,,,245440000.0,,56273000.0,4028167000.0,88175000.0,91246000.0,-257144000.0,,,,-35467000.0,38893000.0,,27787000.0,,,,425602000.0,-2900273000.0,-1874000.0,,,,,,298923000.0,,5108000.0,1.54,,,-58038000.0,6928440000.0,5471000.0,,,,,,1183125000.0,,,,,53406000.0,98321000.0,,,,,,0.0,,11665000.0,2017000.0,,,381281000.0,,,,,,,,,,,,,,,-9713000.0,,-27125000.0,1587899000.0,23799000.0,,1279479000.0,103712000.0,,,,3931044000.0,,,,,,,,,2409872000.0,,,,277569000.0,,,,151796000.0,,5210523000.0,,,9673639000.0,,8085740000.0,,,,,41779000.0,,151865000.0,,296155000.0,157265000.0,88712000.0,,,,,,,,,,1407522000.0,,,0.0,1315827000.0,4394703000.0,,,,,,3615085000.0,,,61744000.0,-257144000.0,82686000.0,3542923000.0,724781000.0,,-2146000.0,,121616000.0,1002350000.0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,96998000.0,4330956000.0,,33747000.0,1288474000.0,33747000.0,8636431000.0,4149343000.0,33747000.0,,-125948000.0,125365000.0,966000.0,-477582000.0,355788000.0,1692680000.0,5339000.0,281348000.0,,61744000.0,4330956000.0,102610000.0,105895000.0,-601358000.0,-81962000.0,,7314437000.0,437994000.0,-81045000.0,,28859000.0,,2149000.0,,506615000.0,-2983481000.0,163000.0,275167000.0,,-613803000.0,61228000.0,,188369000.0,,2149000.0,1.78,-1133742000.0,,-56203000.0,7314437000.0,-27997000.0,-2983481000.0,,-1187217000.0,88119000.0,,1209329000.0,,,,,-87731000.0,97915000.0,,,7.22,-25417000.0,-87881000.0,0.0,,11751000.0,3124000.0,-27481000.0,-454813000.0,416327000.0,,,0.0,48109000.0,,3784106000.0,-459183000.0,108507000.0,966000.0,,1209329000.0,9766210000.0,4402835000.0,82706000.0,-9678000.0,,-21825000.0,1681371000.0,24267000.0,,1317373000.0,107436000.0,,5720208000.0,409187000.0,4402835000.0,33747000.0,7.14,158548000.0,,,4891274000.0,1276072000.0,33747000.0,2475685000.0,-53475000.0,747171000.0,97208000.0,308891000.0,,,,174136000.0,702409000.0,5720208000.0,1156358000.0,105895000.0,10317802000.0,154732000.0,8636431000.0,2873271000.0,,-38875000.0,-25417000.0,-412989000.0,5616867000.0,174208000.0,97324000.0,275167000.0,178738000.0,82706000.0,,10317802000.0,4030230000.0,506615000.0,1681371000.0,4533220000.0,-353380000.0,416608000.0,426170000.0,1420601000.0,,,-53475000.0,1439553000.0,4533220000.0,426170000.0,1317373000.0,4891274000.0,702095000.0,98380000.0,3784106000.0,,9503000.0,33747000.0,-654833000.0,88119000.0,4030230000.0,746193000.0,,5339000.0,1439553000.0,125365000.0,1055084000.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
