date,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyTaxProvision,annualBasicEPS,annualOtherCurrentAssets,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInInventory,trailingNetIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingTaxProvision,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,quarterlyNetIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,annualDilutedEPS,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyInventory,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,trailingGrossProfit,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingPretaxIncome,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualPretaxIncome,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
,,,,,,,,,,,,,,,25758000000.0,,1695863000.0,,25436429000.0,210590679000.0,-89269188000.0,,,,,,,,,165773633000.0,,,60982000000.0,,,,,116811000000.0,,451182856000.0,,,,,364733794000.0,,2.4,,54238000000.0,,,,59115473000.0,3284500000.0,4547000000.0,,,646935859000.0,770471512000.0,13087000000.0,158706161000.0,,,,233383000000.0,,,,,,,,,,,,7700000000.0,,,,,,8573000000.0,,14611922000.0,,9458649000.0,,,,,191317888000.0,146444878000.0,,68850019000.0,,116572000000.0,,,,,,,609293022000.0,3483823000.0,,11451236000.0,35127690000.0,-11826000000.0,,,91053000000.0,36823990000.0,,,,,141633529000.0,,,,,46909470000.0,,,,,,,106024943000.0,0.0,,,,,,1074756716000.0,,,105637229000.0,,,7241000000.0,,36205814000.0,1221654368000.0,,,,7700000000.0,,1439490510000.0,3284500000.0,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,663037000000.0,,,,,,,,,,,,,30059000000.0,,,,23144000000.0,293518000000.0,,,,,,,,,,236265000000.0,,,67730000000.0,,,,,126909000000.0,,436955000000.0,,,,,336050000000.0,,0.6,,57961000000.0,,,,,3275500000.0,1975000000.0,,,663037000000.0,793174000000.0,5317000000.0,,,,,249710000000.0,,,,,,,,,,,,2123000000.0,,,,,,3407000000.0,,167113000000.0,,64269000000.0,,,,,197381000000.0,148711000000.0,,,,122801000000.0,,,,,,,626061000000.0,3573000000.0,,,,-10355000000.0,,,96850000000.0,40355000000.0,,,,,126262000000.0,,,,,75170000000.0,,,,,,,75170000000.0,,,,,,,1130344000000.0,,,79168000000.0,,,,,0.0,1230129000000.0,,,,2123000000.0,,1466394000000.0,3275500000.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,701190000000.0,,-155023895000.0,3200673000.0,0.0,378727000000.0,225866000000.0,-555151306000.0,,,-14192651000.0,,343085000000.0,25752000000.0,,1625270000.0,-7021247000.0,20279000000.0,322736000000.0,-45137571000.0,60738029000.0,3691845000.0,-25853493000.0,,,,,11399000000.0,271024000000.0,8649000000.0,67864000000.0,65675000000.0,40425140000.0,-125672444000.0,,975412000000.0,130134000000.0,,473207000000.0,1172813000000.0,488337000000.0,80774159000.0,,343085000000.0,,-1.8,1244874000000.0,62499000000.0,,,24981760000.0,54857157000.0,3283000000.0,2654000000.0,2.628955,20279000000.0,701190000000.0,771667000000.0,-2460000000.0,157715300000.0,3076159000.0,,,269334000000.0,,38513393000.0,-13809957000.0,-555151306000.0,,82607000000.0,12079000000.0,487075000000.0,-1827300000.0,45160032000.0,8649000000.0,-5972000000.0,3200673000.0,,,,-150995503000.0,-5059000000.0,271024000000.0,146473000000.0,29669417000.0,67864000000.0,14061881000.0,1625270000.0,2.628955,625194000000.0,207859000000.0,152633000000.0,473207000000.0,60738029000.0,3289900000.0,139200000000.0,152633000000.0,1515898000000.0,36871000000.0,-110656044000.0,148525921000.0,157715300000.0,625194000000.0,3603000000.0,-3487000.0,14061881000.0,38513393000.0,-16407000000.0,207859000000.0,0.0,104382000000.0,36871000000.0,-45137571000.0,-40427000000.0,54857157000.0,78076000000.0,128598000000.0,,,701190000000.0,,78076000000.0,235798054000.0,771667000000.0,322736000000.0,128598000000.0,18196349000.0,,78076000000.0,0.0,23218383000.0,256121000000.0,,109610000000.0,,1172813000000.0,701190000000.0,,82607000000.0,78076000000.0,115600000.0,7466000000.0,3289900000.0,0.0,1244874000000.0,3603000000.0,23288000000.0,,-5972000000.0,,1515898000000.0,3283000000.0,,,-1.8,146473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654494000000.0,,,,,,,,,,,,,30363000000.0,,,,27526000000.0,262426000000.0,,,,,,,,,,272490000000.0,,,71503000000.0,,,,,136250000000.0,,411522000000.0,,,,,308379000000.0,,11.0,,63030000000.0,,,,62215000000.0,3289500000.0,24008000000.0,,,654494000000.0,727467000000.0,60730000000.0,,,,,264157000000.0,,,,,,,,,,,,35855000000.0,,,,,,36753000000.0,,150411000000.0,,79523000000.0,,,,,188918000000.0,149779000000.0,,,,127907000000.0,,,,,,,577056000000.0,3270000000.0,,,,37129000000.0,,,105887000000.0,29720000000.0,,,,,117915000000.0,,,,,62215000000.0,,,,,,,62215000000.0,,,,,,,1103101000000.0,,,69573000000.0,,,,,0.0,1138989000000.0,,,,35855000000.0,,1411479000000.0,3289500000.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17997201000.0,,,,,,,,,,31163000000.0,,1386494000.0,,23429639000.0,199944188000.0,-107721731000.0,,,,,,,,,176155557000.0,,,69918000000.0,,,,,130723000000.0,,408133148000.0,,,,,306656456000.0,,4.4,,59337000000.0,,,,49421153000.0,3288000000.0,2645000000.0,,,615502880000.0,707622681000.0,17909000000.0,187539944000.0,,,,249429000000.0,,,,,,,,,,,,14313000000.0,,,,,,15259000000.0,,17251491000.0,,11049676000.0,,,,,177954245000.0,146126558000.0,,65478942000.0,,118706000000.0,,,,,,,563605490000.0,3169123000.0,,12488443000.0,31840321000.0,-1869000000.0,,,99560000000.0,33060477000.0,,,,,129134249000.0,,,,,20897722000.0,,,,,,,70318875000.0,0.0,,,,,,1044831286000.0,,,57442176000.0,,,,,36234848000.0,1115755829000.0,,,,14313000000.0,,1351487742000.0,3288000000.0,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,623119000000.0,,,,,,,,,,,,,66284000000.0,,,,22382000000.0,269605000000.0,,,,,,,,,,249562000000.0,,,103962000000.0,,,,,124853000000.0,,404612000000.0,,,,,324583000000.0,,-2.8,,56799000000.0,,,,78531000000.0,3301000000.0,1908000000.0,,,623119000000.0,741163000000.0,5684000000.0,,,,,244189000000.0,,,,,,,,,,,,-9547000000.0,,,,,,3831000000.0,,147501000000.0,,75072000000.0,,,,,186593000000.0,148341000000.0,,,,119336000000.0,,,,,,,593662000000.0,2926000000.0,,,,-13605000000.0,,,177905000000.0,37077000000.0,,,,,116901000000.0,,,,,78531000000.0,,,,,,,78531000000.0,,,,,,,1070754000000.0,,,59935000000.0,,,,,0.0,1145775000000.0,,,,-9547000000.0,,1395337000000.0,3301000000.0,,,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,676343000000.0,,-136723678000.0,9362009000.0,4361668000.0,744332000000.0,238883000000.0,-626935716000.0,,,1799095000.0,,342235000000.0,70153000000.0,,3183727000.0,-1233371000.0,18220000000.0,291029000000.0,-73261794000.0,60009692000.0,-83404000.0,990757000.0,,,,,30691000000.0,260634000000.0,29326000000.0,70561000000.0,111745000000.0,37652339000.0,-171041215000.0,,1021634000000.0,136496000000.0,,413336000000.0,1143976000000.0,525297789000.0,81048697000.0,,342235000000.0,,-3.4,1225578000000.0,59718000000.0,,,-11836647000.0,59120676000.0,3303500000.0,1485000000.0,8.877251,18220000000.0,676343000000.0,812242000000.0,-8768000000.0,171087598000.0,-2991009000.0,,,263859000000.0,,35732333000.0,-16091390000.0,-626935716000.0,,51746000000.0,44952000000.0,496335746000.0,-6878793000.0,23218383000.0,29326000000.0,-11295000000.0,9362009000.0,,,,-140743523000.0,-10243000000.0,260634000000.0,166103000000.0,27375133000.0,70561000000.0,11997364000.0,3183727000.0,8.877251,646139000000.0,201814000000.0,151463000000.0,413336000000.0,60009692000.0,3303500000.0,127661000000.0,151463000000.0,1486212000000.0,38810000000.0,-76038095000.0,160174942000.0,171087598000.0,646139000000.0,3735000000.0,,11997364000.0,35732333000.0,37129000000.0,201814000000.0,0.0,193706000000.0,38810000000.0,-73261794000.0,-3149440000.0,59120676000.0,83391000000.0,123242000000.0,,,676343000000.0,,24270473000.0,217772375000.0,812242000000.0,291029000000.0,123242000000.0,5190137000.0,,83391000000.0,0.0,24270473000.0,435914000000.0,,277302000000.0,,1143976000000.0,676343000000.0,,51746000000.0,24270473000.0,133349000.0,,3303500000.0,1000000.0,1225578000000.0,3735000000.0,75552000000.0,,-11295000000.0,,1486212000000.0,3303500000.0,,,-3.4,166103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,29793000000.0,,,,26697000000.0,266315000000.0,,,,,,,,,,222404000000.0,,,71205000000.0,,,,,132582000000.0,,407709000000.0,,,,,326937000000.0,,5.4,,58830000000.0,,,,,3303000000.0,12820000000.0,,,629785000000.0,777851000000.0,30706000000.0,,,,,254368000000.0,,,,,,,,,,,,17748000000.0,,,,,,17900000000.0,,158178000000.0,,78992000000.0,,,,,197152000000.0,149125000000.0,,,,121786000000.0,,,,,,,619673000000.0,3229000000.0,,,,22903000000.0,,,102789000000.0,35085000000.0,,,,,111490000000.0,,,,,68003000000.0,,,,,,,68003000000.0,,,,,,,1081027000000.0,,,62402000000.0,,,,,,1185560000000.0,,,,17748000000.0,,1407964000000.0,3303000000.0,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,629526000000.0,,,,,,,,,,,,,34290000000.0,,,,38456000000.0,297098000000.0,,,,,,,,,,217550000000.0,,,73667000000.0,,,,,133015000000.0,,430616000000.0,,,,,353920000000.0,,0.247654,,57400000000.0,,,,68949000000.0,3303000000.0,653000000.0,,,629526000000.0,795974000000.0,1959000000.0,,,,,257069000000.0,,,,,,,,,,,,818000000.0,,,,,,1286000000.0,,165763000000.0,,77176000000.0,,,,,206220000000.0,149232000000.0,,,,124054000000.0,,,,,,,630211000000.0,3206000000.0,,,,-30219000000.0,,,98725000000.0,40295000000.0,,,,,106670000000.0,,,,,68949000000.0,,,,,,,68949000000.0,,,,,,,1090220000000.0,,,56342000000.0,,,,,,1226590000000.0,,,,818000000.0,,1444140000000.0,3303000000.0,,,0.247654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,591270000000.0,,,,,,,,,,,,,37242000000.0,,,,22904000000.0,272935000000.0,,,,,,,,,,175275000000.0,,,73705000000.0,,,,,124941000000.0,,422366000000.0,,,,,306456000000.0,,5.8,,51236000000.0,,,,61182000000.0,3302500000.0,18957000000.0,,,591270000000.0,727744000000.0,38712000000.0,,,,,247936000000.0,,,,,,,,,,,,18881000000.0,,,,,,19738000000.0,,152606000000.0,,79522000000.0,,,,,182817000000.0,144494000000.0,,,,122995000000.0,,,,,,,575138000000.0,2622000000.0,,,,17014000000.0,,,87699000000.0,39553000000.0,,,,,99465000000.0,,,,,61182000000.0,,,,,,,61182000000.0,,,,,,,1018929000000.0,,,69909000000.0,,,,,,1150110000000.0,,,,18881000000.0,,1325385000000.0,3302500000.0,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,629088000000.0,,,19232191000.0,,387138000000.0,226715000000.0,-645671737000.0,,,,,326961000000.0,35873000000.0,,3239301000.0,,20439000000.0,298761000000.0,-137598218000.0,48817092000.0,,,,,,,45895000000.0,208286000000.0,45661000000.0,78048000000.0,70617000000.0,40275592000.0,,,1022864000000.0,128981000000.0,,473040000000.0,1055676000000.0,520754000000.0,,,326961000000.0,,2.8,1174351000000.0,58298000000.0,,,,49015934000.0,3302000000.0,13998000000.0,13.824936,20439000000.0,629088000000.0,701311000000.0,23786000000.0,237255485000.0,,,,261975000000.0,,34165179000.0,,-645671737000.0,,96231000000.0,47611000000.0,502110000000.0,,,45661000000.0,9518000000.0,19232191000.0,,,,,9812000000.0,208286000000.0,158619000000.0,,78048000000.0,24573441000.0,3239301000.0,13.824936,542692000000.0,195982000000.0,145566000000.0,473040000000.0,48817092000.0,3302800000.0,132994000000.0,145566000000.0,1382637000000.0,39864000000.0,,,237255485000.0,542692000000.0,3133000000.0,,24573441000.0,34165179000.0,-15998000000.0,195982000000.0,0.0,93108000000.0,39864000000.0,-137598218000.0,-4538000000.0,49015934000.0,70676000000.0,100338000000.0,,,629088000000.0,,21659962000.0,,701311000000.0,298761000000.0,100338000000.0,,,70676000000.0,0.0,,285611000000.0,,133616000000.0,,1055676000000.0,629088000000.0,,96231000000.0,21659962000.0,,,3302800000.0,,1174351000000.0,3133000000.0,93506000000.0,,9518000000.0,,1382637000000.0,3302000000.0,,,2.8,158619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,746350000000.0,,,,,,,,,,,,,35386374000.0,,3032465000.0,,24884000000.0,256746000000.0,-145143870000.0,,,,,,,,,207723214000.0,,,75048044000.0,,,,,131141791000.0,,533472508000.0,,,,,358479914000.0,,5.889869,,54676728000.0,,,,,3301141930.0,14005696000.0,,,746350000000.0,751499019000.0,34213687000.0,256528752000.0,,,,245652635000.0,,,,,,,,,,,,19443415000.0,,,,,,20207991000.0,,176479000000.0,,88874000000.0,,,,,224405000000.0,147693000000.0,,,,114510844000.0,,,,,,,492917419000.0,3087000000.0,,25865203000.0,,7591528000.0,,,95755417000.0,41402000000.0,,,,,122085000000.0,,,,,67789000000.0,,,,,,,67789000000.0,0.0,,,,,,1184263458000.0,,,187853000000.0,,,,,1184263458000.0,1284971527000.0,,,,19443415000.0,,1542743372000.0,3301141930.0,,,5.889869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,752683000000.0,,,,,,,,,,,,,36766000000.0,,,,21657000000.0,286324000000.0,,,,,,,,,,199274369000.0,,,78153000000.0,,,,,134129000000.0,,560706000000.0,,,,,368377000000.0,,4.260969,,54795000000.0,,,,,3300846491.0,10280000000.0,,,752683000000.0,747180000000.0,24881000000.0,,,,,250083000000.0,,,,,,,,,,,,14065000000.0,,,,,,14599000000.0,,165241000000.0,,88350000000.0,,,,,226500000000.0,147713000000.0,,,,115954000000.0,,,,,,,493432000000.0,3091000000.0,,,,2167000000.0,,,97363000000.0,38632000000.0,,,,,122222000000.0,,,,,81588000000.0,,,,,,,81588000000.0,,,,,,,1188832000000.0,,,158553000000.0,,,,,,1307886000000.0,,,,14065000000.0,,1557209000000.0,3300846491.0,,,4.260969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,730318000000.0,,,,,,,,,,,,,39407000000.0,,,,17837000000.0,266928000000.0,,,,,,,,,,188766369000.0,,,80147000000.0,,,,,132165000000.0,,517335000000.0,,,,,353375000000.0,,4.0,,52018000000.0,,,,,3300500000.0,11431000000.0,,,730318000000.0,740789000000.0,25709000000.0,,,,,248426000000.0,,,,,,,,,,,,13028000000.0,,,,,,14271000000.0,,159724000000.0,,91632000000.0,,,,,226816000000.0,145991000000.0,,,,116261000000.0,,,,,,,496062000000.0,2496000000.0,,,,-8218000000.0,,,92758000000.0,41697000000.0,,,,,115806000000.0,,,,,,,,,,,,67025000000.0,,,,,,,1143563000000.0,,,131420000000.0,,,,,,1258124000000.0,,,,13028000000.0,,1496939000000.0,3300500000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
