,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1112227200,,,,,,1375321000.0,-84899000.0,,,88955000.0,-25489000.0,,158484000.0,147837000.0,56389000.0,,,,,1242100000.0,,,,,,,,,,,,,,1745236000.0,565410000.0,1057661000.0,,-999000.0,66555733.0,595442000.0,,-1000.0,122732000.0,,,,,,,,,,1026116000.0,1216837000.0,296103000.0,676690000.0,,,,-391000.0,291089000.0,,,,,,69529000.0,-13600000.0,0.85,,523404000.0,,,,,,0.0,69529000.0,56389000.0,,,,,,,40508000.0,,,,,-27994000.0,8501000.0,,,-3150000.0,0.0,9318000.0,,,,,,,,,571650000.0,10956000.0,56389000.0,49618000.0,,,-582979000.0,66555733.0,153286000.0,,,,-23261000.0,5381000.0,,,,34204000.0,,,,,1162257000.0,90593000.0,,,,,40091000.0,-22613000.0,,,,,,,,2269536000.0,,,1211875000.0,,,,,,,147837000.0,147837000.0,,,,,,0.85,,,,,,,,33777000.0,-88000.0,220715000.0,,,,,171098000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1120089600,,,,,,1440039000.0,73352000.0,,,135993000.0,-36898000.0,,230499000.0,297821000.0,85353000.0,,,,,1290884000.0,,,,,,,,,,,,,,1777173000.0,616511000.0,1185458000.0,,-998000.0,66555733.0,679797000.0,,0.0,166414000.0,,,,,,,,,,1110628000.0,1209540000.0,293740000.0,674373000.0,,,,495000.0,266278000.0,,,,,,94506000.0,-1611000.0,1.28,,521087000.0,,,,,,0.0,94506000.0,85353000.0,,,,,,,41522000.0,,,,,,8552000.0,,,-3263000.0,0.0,12322000.0,,,,,,,,,573260000.0,6000.0,85353000.0,48025000.0,,,-607806000.0,66555733.0,153286000.0,,,,149984000.0,190087000.0,,,,38324000.0,,,,,1169367000.0,123677000.0,,,,,55581000.0,242241000.0,,,,,,,,2402850000.0,,,1217392000.0,,,,,,,297821000.0,297821000.0,,,,,,1.28,,,,,,,,30421000.0,69000.0,258638000.0,,,,,147837000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1128038400,264979000.0,132567000.0,66577638.0,,,1482668000.0,11190000.0,0.0,,119849000.0,-331933000.0,,200805000.0,132567000.0,74729000.0,,288106000.0,-116588000.0,,1286909000.0,309387000.0,,,999415000.0,692095000.0,,,,,,2247000.0,49585000.0,,1778770000.0,594814000.0,999415000.0,,-998000.0,,753527000.0,,1417000.0,160530000.0,-624673000.0,,-482246000.0,,3.98,,358391000.0,85800000.0,,1223598000.0,1281863000.0,288106000.0,692095000.0,264979000.0,,1286909000.0,-720000.0,288528000.0,66577638.0,521928000.0,376485000.0,264979000.0,753527000.0,80956000.0,45932000.0,,,518863000.0,25884000.0,4921076000.0,38165000.0,518863000.0,-3993000.0,0.0,80956000.0,74729000.0,8603000.0,,138544000.0,2511903000.0,,309387000.0,25884000.0,1512488000.0,3.98,777000.0,,,8603000.0,,1223598000.0,36510000.0,39682000.0,15721000.0,,,,134944000.0,173232000.0,82669000.0,,,527329000.0,-436000.0,74729000.0,358391000.0,,,-624673000.0,,173232000.0,668000.0,,288528000.0,-165254000.0,130168000.0,,,,34616000.0,,745199000.0,594814000.0,527329000.0,1154097000.0,109345000.0,1154097000.0,570756000.0,493073000.0,,16196000.0,13580000.0,0.0,,-524000.0,16196000.0,,132567000.0,,2511903000.0,,94402000.0,1512488000.0,,,,5666275000.0,-373000.0,-305458000.0,132567000.0,132567000.0,,,,,403523000.0,,-417607000.0,132567000.0,,18860000.0,,,,40681000.0,-373000.0,281909000.0,,,11643000.0,435812000.0,297821000.0,1778770000.0,281909000.0,,,668000.0,,,,,,,,,,,,,,,,,
1135987200,,,,-2500000.0,,1343812000.0,-1056000.0,,,46198000.0,-46661000.0,,118400000.0,130276000.0,25678000.0,,,,,1380260000.0,,,,,,,,,,,,,,1816597000.0,698512000.0,1076518000.0,,-1498000.0,66555733.0,711149000.0,,,76546000.0,,,,,,,,,,1181130000.0,1225412000.0,367867000.0,681748000.0,,,,-1026000.0,290268000.0,,,,,,72202000.0,-34422000.0,0.39,,508516000.0,,,,,,0.0,72202000.0,25678000.0,,,,,,,29116000.0,,,,,-43866000.0,8658000.0,,,-11789000.0,0.0,12394000.0,,,,,,,,,561751000.0,-1110000.0,25678000.0,319639000.0,,,-649635000.0,66555733.0,173232000.0,,,,-2291000.0,56066000.0,,,,10962000.0,,,,,1166962000.0,36640000.0,,,,,18030000.0,12200000.0,,40000000.0,,,,,,2563119000.0,,,1486601000.0,,,,,,,170276000.0,130276000.0,,,,,,0.39,,,,,,,,30348000.0,-463000.0,303957000.0,,,,,132567000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1143763200,,,,-209903000.0,,1265709000.0,-60174000.0,,,-37936000.0,81713000.0,,37201000.0,67680000.0,-31954000.0,,,,,1243242000.0,,,,,,,,,,,,,,1825479000.0,583781000.0,985982000.0,,-68053000.0,66555733.0,677700000.0,,,-3192000.0,,,,,,,,,,1147355000.0,1228508000.0,275930000.0,659461000.0,,,,1023000.0,232405000.0,,,,,,75137000.0,-46931000.0,-0.48,,486903000.0,,,,,,0.0,75137000.0,-31954000.0,,,,,,,37356000.0,,,,,-30653000.0,8211000.0,,,-90112000.0,0.0,13271000.0,,,,,,,,,608681000.0,892000.0,-31954000.0,248670000.0,,,-667668000.0,66555733.0,172558000.0,,,,-62596000.0,-54103000.0,,,,-15147000.0,,,,,1157811000.0,-47101000.0,,,,,0.0,-84756000.0,,,,,,,,2392463000.0,,,1406481000.0,,,,,,,67680000.0,67680000.0,,,,,,-0.48,,,,,,,,34744000.0,-789000.0,299640000.0,,,,,130276000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1151625600,,,,-26360000.0,,1287646000.0,1758000.0,,,-26737000.0,-28005000.0,,42696000.0,44069000.0,-20473000.0,,,,,1208706000.0,,,,,,,,,,,,,,1842536000.0,553766000.0,992622000.0,,-1497000.0,66555733.0,655729000.0,,-7460000.0,8223000.0,,,,,,,,,,1124861000.0,1244950000.0,270106000.0,654940000.0,,,,298000.0,197028000.0,,,,,,69433000.0,6561000.0,-0.31,,484970000.0,,,,,,0.0,69433000.0,-20473000.0,,,,,,,35166000.0,,,,,-26795000.0,7768000.0,,,-3875000.0,0.0,12736000.0,,,,,,,,,602120000.0,231000.0,-20473000.0,195262000.0,,,-694849000.0,66555733.0,169970000.0,,,,-23611000.0,8558000.0,,,,-17501000.0,,,,,1147687000.0,-37974000.0,,,,,0.0,-18237000.0,,54322000.0,,,,,,2335571000.0,,,1342949000.0,,,,,,,98391000.0,44069000.0,,,,,,-0.31,,,23860000.0,,,,,34960000.0,-1312000.0,275892000.0,,,,,67680000.0,,,,,668000.0,,,,,,,,,,,,,,,,,
1159574400,-34232000.0,156404000.0,67121569.0,-79503000.0,,1338398000.0,-37050000.0,-3938000.0,,21477000.0,25211000.0,,99303000.0,156404000.0,-7483000.0,,272830000.0,-143882000.0,,1307582000.0,294598000.0,,0.0,1105674000.0,730745000.0,,,,,,20455000.0,50601000.0,,1876472000.0,576837000.0,1105674000.0,21246000.0,-1497000.0,,646750000.0,,28520000.0,56558000.0,-721478000.0,,,,-0.51,,166200000.0,-96522000.0,,1117328000.0,1239095000.0,272830000.0,730745000.0,-34232000.0,,1307582000.0,-801000.0,263149000.0,67121569.0,,-113500000.0,-34232000.0,646750000.0,77826000.0,16180000.0,,,554876000.0,32480000.0,4937965000.0,132567000.0,554876000.0,-72545000.0,0.0,77826000.0,-7483000.0,10322000.0,,-2085000.0,2426868000.0,,294598000.0,32480000.0,1321194000.0,-0.51,3767000.0,,-42568000.0,10322000.0,,1117328000.0,67026000.0,-3938000.0,12199000.0,,,490764000.0,135133000.0,175869000.0,-58612000.0,,,585940000.0,1221000.0,-7483000.0,166200000.0,,,-721478000.0,,175869000.0,665000.0,,263149000.0,112335000.0,19861000.0,,,,19601000.0,,297600000.0,576837000.0,585940000.0,1154994000.0,12118000.0,1154994000.0,138135000.0,30382000.0,,0.0,-22707000.0,0.0,21246000.0,-506000.0,0.0,,177650000.0,,2426868000.0,,23837000.0,1321194000.0,,,,5235565000.0,134000.0,-318266000.0,177650000.0,156404000.0,,,,,-36317000.0,,32258000.0,156404000.0,147644000.0,-38750000.0,,,,35081000.0,134000.0,293685000.0,,,1234000.0,3002000.0,44069000.0,1876472000.0,293685000.0,,,665000.0,,,,,,,,,,,,,,,,,
1167523200,,,,-140350000.0,,1337132000.0,-5073000.0,,,-2906000.0,-36780000.0,,65526000.0,146544000.0,-8736000.0,,,,,2919606000.0,,,,,,,,,,,,,,2537179000.0,861935000.0,1487674000.0,,-1498000.0,66555733.0,636516000.0,,-1472000.0,29791000.0,,,,,,,,,,1110330000.0,1271606000.0,485554000.0,2057671000.0,,537516000.0,,-2139000.0,356523000.0,,,,,,68432000.0,-29460000.0,-0.13,,713105000.0,,,,,,1090457000.0,68432000.0,-8736000.0,,,,,,,50144000.0,,,,,-39350000.0,4746000.0,,,7665000.0,0.0,13914000.0,,,,,,,,,860643000.0,1011000.0,-8736000.0,259449000.0,,,-744635000.0,66555733.0,254109000.0,,,,-9860000.0,19185000.0,,,,-5764000.0,,,,,1792544000.0,-14500000.0,,,,,0.0,-20165000.0,,22537000.0,,,,,,4077183000.0,,,2589509000.0,,,,,,,169081000.0,146544000.0,,,,,,-0.13,,,108437000.0,,,,,32697000.0,3370000.0,371635000.0,,,,,156404000.0,,,,,665000.0,,,,,,,,,,,,,,,,,
1175299200,,,,-216898000.0,,1993965000.0,-102513000.0,,,-11699000.0,-1074299000.0,,83942000.0,69170000.0,-40077000.0,,,,,3076118000.0,,,,,,,,,,,,,,2705527000.0,862763000.0,1587735000.0,,-1497000.0,66555733.0,594942000.0,,7666000.0,43277000.0,,,,,,,,,,1068846000.0,1910023000.0,462373000.0,2213355000.0,,515387000.0,,10079000.0,391569000.0,,,,,,95641000.0,-34630000.0,-0.6,,1789519000.0,,,,,,85048000.0,95641000.0,-40077000.0,,,,,,,48489000.0,,,,,-55099000.0,8253000.0,,,1071893000.0,-15565000.0,39295000.0,,,,,,,,,896331000.0,-10807000.0,-40077000.0,132325000.0,,,-793977000.0,66555733.0,338788000.0,,,,-77374000.0,-74923000.0,,,,-20040000.0,,,,,1911550000.0,-60117000.0,,,,,0.0,-130022000.0,,24000000.0,,,,,,4146997000.0,,,2559262000.0,,,,,,,93170000.0,69170000.0,,,,,,-0.6,,,328099000.0,,,,,54976000.0,3460000.0,392137000.0,,,,,146544000.0,,,,,665000.0,,,,,,,,,,,,,,,,,
1183161600,,,,-3237000.0,,2118386000.0,-7021000.0,,,136777000.0,-42924000.0,,235238000.0,57390000.0,62641000.0,,,,,3055587000.0,,,0.0,,,,,,,,,,,2745256000.0,948269000.0,1649920000.0,,-1498000.0,66555733.0,656086000.0,,-4799000.0,194782000.0,,,,,,,,,,1130034000.0,1883148000.0,540102000.0,2107318000.0,,509059000.0,,-3652000.0,450635000.0,,,,,,98461000.0,-48263000.0,0.94,,1718774000.0,,,,,,79747000.0,98461000.0,62641000.0,,,,,,,29968000.0,,,,,-41711000.0,3134000.0,,,-77548000.0,0.0,40921000.0,,,,,,,,,944593000.0,2869000.0,62641000.0,131768000.0,,,-848453000.0,66555733.0,308797000.0,,,,-11780000.0,108640000.0,,,,36282000.0,,,,,1896803000.0,98923000.0,,,,,0.0,66929000.0,,13782000.0,,,,,,4187550000.0,,,2537630000.0,,,,,,,71172000.0,57390000.0,,,,,,0.94,,,5451000.0,,,,,58005000.0,3504000.0,405033000.0,,,,,69170000.0,,,,,665000.0,,,,,,,,,,,,,,,,,
1191110400,47017000.0,66168000.0,66221127.0,235440000.0,,2149116000.0,233670000.0,-15565000.0,,110364000.0,-30472000.0,,206831000.0,66168000.0,33188000.0,,500014000.0,-172323000.0,,2602015000.0,359001000.0,,2444000.0,1284334000.0,1696813000.0,,,,,,83884000.0,125757000.0,,2690007000.0,905202000.0,1284334000.0,8153000.0,-1499000.0,,687775000.0,,82489000.0,169589000.0,-889852000.0,,,,0.71,,184581000.0,119063000.0,,1172221000.0,1942285000.0,500014000.0,1696813000.0,47017000.0,505166000.0,2602015000.0,-4288000.0,130173000.0,66221127.0,,291641000.0,47017000.0,687775000.0,96467000.0,-17292000.0,,,1318558000.0,47959000.0,7007061000.0,156404000.0,1318558000.0,-5992000.0,51685000.0,96467000.0,33188000.0,2872000.0,,44590000.0,3774236000.0,,359001000.0,47959000.0,2489902000.0,0.71,9543000.0,,-36163000.0,2872000.0,,1172221000.0,-371781000.0,0.0,31627000.0,,,208676000.0,204903000.0,326570000.0,-129645000.0,,,961885000.0,-12887000.0,33188000.0,184581000.0,,,-889852000.0,,326570000.0,665000.0,,130173000.0,8778000.0,411062000.0,,,,34112000.0,,591538000.0,905202000.0,961885000.0,1800155000.0,67300000.0,1800155000.0,437440000.0,463964000.0,,0.0,374899000.0,51685000.0,8153000.0,0.0,0.0,,74321000.0,505166000.0,3774236000.0,,-90236000.0,2489902000.0,,,,7598599000.0,14002000.0,-125045000.0,74321000.0,66168000.0,,,,,91607000.0,,-1184475000.0,66168000.0,-233311000.0,630229000.0,,,,59225000.0,14002000.0,402316000.0,,,-19813000.0,232537000.0,57390000.0,2690007000.0,402316000.0,,,665000.0,,,,,,,,,,,,,,,,,
1199059200,,,,-3287000.0,,2093211000.0,-49791000.0,,,2409000.0,-43071000.0,,107756000.0,94662000.0,-32329000.0,,,,,2698484000.0,,,,,,,,,,,,,,2726814000.0,925667000.0,1365996000.0,,-1497000.0,66555733.0,653948000.0,,-8881000.0,58332000.0,,,,,,,,,,1138228000.0,1985455000.0,464046000.0,1772817000.0,,499669000.0,,0.0,130449000.0,,,,,,105347000.0,-65366000.0,-0.49,,1404062000.0,,,,,,55771000.0,105347000.0,-32329000.0,,,,,,,48225000.0,,,,,-42684000.0,2884000.0,,,106764000.0,22533000.0,30335000.0,,,,,,,,,1027223000.0,2863000.0,-32329000.0,181233000.0,,,-937000000.0,66555733.0,312984000.0,,,,28494000.0,-35199000.0,,,,7774000.0,,,,,1789814000.0,-24555000.0,,,,,0.0,-77883000.0,,8813000.0,,,,,,3836712000.0,,,2470716000.0,,,,,,,103475000.0,94662000.0,,,,,,-0.49,,,2750000.0,,,,,55923000.0,13836000.0,458737000.0,,,,,66168000.0,,,,,665000.0,,,,,,,,,,,,,,,,,
1206921600,,,,-15179000.0,,2100794000.0,-122832000.0,,,-125938000.0,-12925000.0,,-23379000.0,97195000.0,-111448000.0,,,,,2867265000.0,,,,,,,,,,,,,,2693961000.0,904859000.0,1486263000.0,,-1498000.0,66555733.0,541004000.0,,-47201000.0,-65565000.0,,,,,,,,,,1024764000.0,2124173000.0,457543000.0,1962406000.0,,499669000.0,,0.0,89346000.0,,,,,,102559000.0,-89508000.0,-1.67,,1629930000.0,,,,,,83990000.0,102559000.0,-111504000.0,,,,,,,118908000.0,,,,,-27532000.0,2891000.0,,,225993000.0,1635000.0,33777000.0,,,,,,,,,1085515000.0,-16530000.0,-111448000.0,169280000.0,,,-957144000.0,66555733.0,248486000.0,,,,2533000.0,-210535000.0,,,,-64295000.0,,,,,1736817000.0,-175799000.0,,,,,18437000.0,-238067000.0,,10205000.0,,,,,,3892029000.0,,,2405766000.0,,,,,,,107400000.0,97195000.0,,,,,,-1.67,,,11219000.0,,,,,60373000.0,13316000.0,425988000.0,,,,,94662000.0,,,,,665000.0,,,,,,,,,,,,,,,,,
1214784000,,,,-7025000.0,,2207476000.0,-63675000.0,,,-39080000.0,-29149000.0,,53211000.0,54071000.0,-52781000.0,,,,,2700139000.0,,,0.0,,,,,,,,,,,2730526000.0,918337000.0,1454003000.0,,-1666000.0,70182107.0,486557000.0,,-31407000.0,21426000.0,,,,,,,,,,1147046000.0,2154265000.0,444338000.0,1781802000.0,,499669000.0,,0.0,110490000.0,,,,,,92291000.0,-20584000.0,-0.75,,1518979000.0,,,,,,84721000.0,92291000.0,-48344000.0,,,,,,,126962000.0,,,,,-27425000.0,2295000.0,,,92060000.0,28053000.0,35500000.0,,,,,,,,,1103168000.0,-2861000.0,-52781000.0,177886000.0,,,-1014899000.0,70182107.0,178102000.0,,,,-43124000.0,-106035000.0,,,,-28451000.0,,,,,1715627000.0,-76795000.0,,,,,5648000.0,-133460000.0,,10790000.0,,,,,,3847185000.0,,,2393182000.0,,,,,,,64861000.0,54071000.0,,,,,,-0.75,,,4801000.0,,,,,60506000.0,12825000.0,466056000.0,,,,,97195000.0,,,,,741000.0,,,,,,,,,,,,,,,,,
1222732800,-992172000.0,61553000.0,69337326.0,-12552000.0,,2169489000.0,10012000.0,-5589000.0,,-877192000.0,-36487000.0,,-298430000.0,61553000.0,-802926000.0,,448823000.0,-152501000.0,,2946968000.0,878045000.0,,502608000.0,1450720000.0,234006000.0,,,,,,-195944000.0,134220000.0,,2715754000.0,2712962000.0,1450720000.0,10439000.0,-1667000.0,,-317082000.0,,-108455000.0,-813689000.0,-1042750000.0,,,,-14.4,,107622000.0,-226286000.0,,351741000.0,2467919000.0,448823000.0,234006000.0,-999484000.0,,2946968000.0,0.0,144156000.0,69337326.0,177218000.0,-833227000.0,-999484000.0,-317082000.0,578762000.0,71521000.0,,,67514000.0,50889000.0,8688607000.0,66168000.0,67514000.0,-6328000.0,85737000.0,77316000.0,-799161000.0,1874469000.0,,-194921000.0,3298709000.0,,376599000.0,50889000.0,1847989000.0,-14.4,514630000.0,,-54860000.0,1874469000.0,,351741000.0,372926000.0,-57810000.0,35008000.0,,,27545000.0,240305000.0,80755000.0,-103937000.0,,,1036163000.0,-498844000.0,-802926000.0,107622000.0,,,-1042750000.0,,80755000.0,740000.0,,144156000.0,7482000.0,-328957000.0,,,,-109444000.0,67363000.0,-163495000.0,2712962000.0,1036163000.0,1673004000.0,-908605000.0,1673004000.0,-801235000.0,-680726000.0,-2000.0,10783000.0,-383817000.0,85737000.0,10439000.0,0.0,10783000.0,,71992000.0,,3298709000.0,67363000.0,-4615000.0,1847989000.0,,,,8525112000.0,21161000.0,-38043000.0,71992000.0,61553000.0,,,,,-1187093000.0,,-121632000.0,61553000.0,8775000.0,797743000.0,,,,63503000.0,21161000.0,378887000.0,,,-515372000.0,-1041540000.0,54071000.0,2715754000.0,378887000.0,,,740000.0,,,,,,,,,,,,,,,,,
1230681600,,,,-5629000.0,,1876991000.0,56304000.0,,,-175819000.0,-36001000.0,,-83382000.0,32645000.0,-228782000.0,,,,,3092064000.0,,,,,,,,,,,,,,2737063000.0,612682000.0,1370463000.0,,0.0,74055733.0,-545862000.0,,0.0,-129351000.0,,,,,,,,,,123039000.0,1960373000.0,296598000.0,2479382000.0,,,,-6667000.0,355256000.0,,,,,,92437000.0,267675000.0,-3.09,,41520000.0,,,,,,2339352000.0,92437000.0,-229356000.0,,-828088000.0,,,,,18338000.0,,,,,-29028000.0,101192000.0,,,119464000.0,-115403000.0,39569000.0,,,,,,,,,796039000.0,-971000.0,-228782000.0,77103000.0,57202000.0,,-1091545000.0,74055733.0,98510000.0,,,,-28908000.0,-112371000.0,,,,278000.0,,,,,1645518000.0,-229078000.0,,,,,1852000.0,-141399000.0,,7470000.0,,,,,,3215103000.0,64817000.0,,1844640000.0,,,,,,,40115000.0,32645000.0,,,,,,-3.09,,,4591000.0,,,,,60158000.0,21337000.0,213040000.0,,,,,61553000.0,,,,,740000.0,,,,,,,,,,,,,,,,,
1238457600,,,,-6487000.0,,1698102000.0,-46015000.0,,,19845000.0,-13945000.0,,97724000.0,44956000.0,-58765000.0,,,,,3100384000.0,,,,,,,,,,,,,,2697111000.0,675443000.0,1388909000.0,,0.0,74055733.0,-604156000.0,,0.0,50514000.0,,,,,,,,,,65025000.0,1600378000.0,319595000.0,2424941000.0,,,,3000.0,311471000.0,,,,,,77879000.0,-29362000.0,-0.79,,38950000.0,,,,,,2297433000.0,77879000.0,-58790000.0,,-177836000.0,,,,,52057000.0,,,,,-19331000.0,89792000.0,,,77780000.0,111718000.0,46444000.0,,,,,,,,,825520000.0,2687000.0,-58765000.0,85233000.0,55500000.0,,-1123615000.0,74055733.0,88558000.0,,,,12311000.0,-50629000.0,,,,2347000.0,,,,,1573496000.0,-56443000.0,,,,,1600000.0,-69960000.0,,8126000.0,,,,,,3165409000.0,62271000.0,,1776500000.0,,,,,,,53082000.0,44956000.0,,,,,,-0.79,,,4206000.0,,,,,60513000.0,21617000.0,264456000.0,,,,,32645000.0,,,,,740000.0,,,,,,,,,,,,,,,,,
1246320000,,,,-3972000.0,,1776813000.0,8660000.0,,,108596000.0,45791000.0,,183414000.0,101179000.0,53239000.0,,,,,2913943000.0,,,5409000.0,,,,,,,,,,,2699934000.0,476100000.0,1291079000.0,,0.0,74055733.0,-551602000.0,,0.0,149798000.0,,,,,,,,,,117287000.0,1593399000.0,303052000.0,2437843000.0,,,,-6267000.0,291207000.0,,,,,,74818000.0,12592000.0,0.72,,42133000.0,,,,,,2354884000.0,74818000.0,53239000.0,,-144633000.0,,,,,0.0,,,,,-17246000.0,0.0,,,-97714000.0,-8295000.0,38843000.0,,,,,,,,,798846000.0,332000.0,53239000.0,88663000.0,60181000.0,,-1168352000.0,74055733.0,40826000.0,,,,56223000.0,109991000.0,,,,555000.0,,,,,1531582000.0,53794000.0,,,,,1470000.0,92745000.0,,5902000.0,,,,,,3031230000.0,59725000.0,,1740151000.0,,,,,,,107081000.0,101179000.0,,,,,,0.72,,,3447000.0,,,,,57161000.0,21325000.0,171578000.0,,,,,44956000.0,,,,,740000.0,,,,,,,,,,,,,,,,,
