,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyEbitda,quarterlyDilutedEPS,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyOperatingIncome,trailingStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,annualOperatingIncome,annualBasicAverageShares,trailingTotalRevenue,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyBasicAverageShares,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingBasicEPS
1246320000,,,,2820000000.0,,,-33000000.0,-10000000.0,,68000000.0,,,,,,,0.0,,,339000000.0,,,2162000000.0,-9109000000.0,473000000.0,,2384000000.0,,,382000000.0,2672000000.0,2672000000.0,-167000000.0,11236000000.0,,,,,1338000000.0,1.88,,,1012000000.0,,,,,390900000.0,,,,-672000000.0,,,,,239000000.0,,,,1136000000.0,,,,1054000000.0,,,,,,-31000000.0,,,11913000000.0,11287000000.0,,,-74000000.0,,,320000000.0,4441000000.0,11547000000.0,-470000000.0,,,42000000.0,288000000.0,2378000000.0,7000000.0,,,,9725000000.0,6131000000.0,22875000000.0,1710000000.0,10224000000.0,,,,,34788000000.0,,,,3563000000.0,,,969000000.0,,,,,,,,,,,,734000000.0,,734000000.0,,,,,,208000000.0,,,20681000000.0,3146000000.0,,,242000000.0,,,76000000.0,,,-208000000.0,2672000000.0,734000000.0,,,-2000000.0,,,47000000.0,1012000000.0,1852000000.0,13000000.0,,,3698000000.0,31968000000.0,,,4795000000.0,,,,0.0,,,,,-222000000.0,,,1.9,,,386900000.0,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,3140000000.0,,,92000000.0,25000000.0,,-208000000.0,,,,,,,,,0.0,338000000.0,,,2245000000.0,-9119000000.0,841000000.0,,2672000000.0,,,378000000.0,2709000000.0,2709000000.0,-182000000.0,11056000000.0,,,,,1354000000.0,2.07,,,996000000.0,,,,,385500000.0,,,,-600000000.0,,,,,289000000.0,,,,1424000000.0,,,,1072000000.0,,,,,,-233000000.0,,,12443000000.0,11583000000.0,,,86000000.0,,,275000000.0,4430000000.0,11881000000.0,-393000000.0,,,40000000.0,37000000.0,2377000000.0,9000000.0,,,,9944000000.0,6067000000.0,23299000000.0,1785000000.0,10060000000.0,,,,,35742000000.0,,,,3563000000.0,,,1242000000.0,,,,,,,,,,,,797000000.0,,797000000.0,,,,,,215000000.0,,,21019000000.0,3194000000.0,,,242000000.0,,,67000000.0,,,-779000000.0,2709000000.0,797000000.0,,,71000000.0,,,54000000.0,996000000.0,2079000000.0,3000000.0,,,3856000000.0,32602000000.0,,,4934000000.0,,,,0.0,,,,,-219000000.0,,,2.09,,,381400000.0,,,,,,,,,,,,,,,,,,,,,
1262217600,,11405000000.0,3024000000.0,4129000000.0,3096000000.0,1976000000.0,,37000000.0,,-126000000.0,-242000000.0,223000000.0,2168000000.0,,,,,,-242000000.0,311000000.0,,,2030000000.0,-8595000000.0,1027000000.0,22634000000.0,2709000000.0,365000000.0,,373000000.0,2391000000.0,2391000000.0,-371000000.0,12524000000.0,,,-435000000.0,,1495000000.0,,21000000.0,154000000.0,1211000000.0,,-233000000.0,-1476000000.0,0.0,,7.86,,5049000000.0,506000000.0,-6885000000.0,-852000000.0,3024000000.0,0.0,-2037000000.0,45189000000.0,373000000.0,,-605000000.0,542000000.0,11405000000.0,,1180000000.0,,305000000.0,,,,-15000000.0,,,12477000000.0,10703000000.0,,,-203000000.0,-6885000000.0,2183000000.0,353000000.0,4520000000.0,12351000000.0,-489000000.0,,4224000000.0,42000000.0,-318000000.0,1976000000.0,8000000.0,-491000000.0,,48000000.0,9948000000.0,6061000000.0,22634000000.0,1648000000.0,11313000000.0,,9948000000.0,35111000000.0,,35111000000.0,30982000000.0,,3024000000.0,5052000000.0,12351000000.0,6061000000.0,-976000000.0,-8595000000.0,7.78,-279000000.0,,,40965000000.0,2030000000.0,4224000000.0,384800000.0,,-1518000000.0,827000000.0,5052000000.0,827000000.0,-908000000.0,2321000000.0,2391000000.0,4284000000.0,,229000000.0,,,20279000000.0,3096000000.0,-889000000.0,1027000000.0,0.0,2391000000.0,854000000.0,86000000.0,,4129000000.0,-239000000.0,2391000000.0,827000000.0,,1260000000.0,-210000000.0,,,267000000.0,1211000000.0,2183000000.0,5000000.0,1648000000.0,,4076000000.0,30982000000.0,,,5049000000.0,3173000000.0,20279000000.0,-21000000.0,0.0,311000000.0,2391000000.0,388900000.0,,-240000000.0,40000000.0,,,-1851000000.0,4076000000.0,,12477000000.0,10703000000.0,4520000000.0,,5443000000.0,,,,,,,,,,,,,,,,
1269993600,,,,4028000000.0,,,-549000000.0,-4000000.0,,-293000000.0,,,,,,,107000000.0,,,283000000.0,,,2247000000.0,-8608000000.0,706000000.0,,2391000000.0,,,369000000.0,3288000000.0,3288000000.0,-92000000.0,10637000000.0,,,,,1209000000.0,1.45,,,936000000.0,,,,,377700000.0,,,,-730000000.0,,,,,1262000000.0,,,,1649000000.0,,,,922000000.0,,,,,,-19000000.0,,,13919000000.0,11572000000.0,,,-400000000.0,,,375000000.0,4436000000.0,12267000000.0,-516000000.0,,,41000000.0,897000000.0,2406000000.0,24000000.0,,,,9938000000.0,6610000000.0,22368000000.0,1645000000.0,9701000000.0,,,,,36287000000.0,,,,5053000000.0,,,1557000000.0,,,,,,,,,,,,547000000.0,,547000000.0,,,,,,199000000.0,,,20687000000.0,3122000000.0,,,,,,88000000.0,,,-8000000.0,3288000000.0,547000000.0,,,217000000.0,,,28000000.0,936000000.0,2476000000.0,0.0,,,3922000000.0,32259000000.0,,,5274000000.0,,,,0.0,,,,,-238000000.0,,,1.46,,,373500000.0,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,3734000000.0,,,-3000000.0,-24000000.0,,96000000.0,,,,,,,,,,179000000.0,,,2271000000.0,-8614000000.0,409000000.0,,3288000000.0,,,360000000.0,3599000000.0,2722000000.0,-131000000.0,11442000000.0,,,,,1317000000.0,2.22,,,1060000000.0,,,,,371700000.0,,,,-990000000.0,,,,,41000000.0,,,,1225000000.0,,,,1030000000.0,,,,,,-3000000.0,,,14212000000.0,11859000000.0,,,1428000000.0,,,303000000.0,4381000000.0,11988000000.0,-731000000.0,,,41000000.0,-566000000.0,2710000000.0,13000000.0,,877000000.0,,9797000000.0,6383000000.0,22027000000.0,1698000000.0,10382000000.0,,,,,36239000000.0,,,,5019000000.0,,,1094000000.0,,,,,,,,,,,,825000000.0,,727000000.0,,,,,,201000000.0,,,20646000000.0,3123000000.0,,,,,,86000000.0,,,-796000000.0,2722000000.0,825000000.0,,,30000000.0,,,-19000000.0,1060000000.0,2360000000.0,-39000000.0,,,3889000000.0,32505000000.0,,,5180000000.0,,,,0.0,,,,,-233000000.0,,,2.25,,,367600000.0,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,3918000000.0,,,37000000.0,17000000.0,,257000000.0,,,,,,,,,,158000000.0,,,2352000000.0,-8590000000.0,413000000.0,,2722000000.0,,,358000000.0,3423000000.0,2656000000.0,-171000000.0,11375000000.0,,,,,1139000000.0,1.57,,,798000000.0,,,,,363900000.0,,,,-536000000.0,,,,,29000000.0,,,,513000000.0,,,,841000000.0,,,,,,-19000000.0,,,13939000000.0,11638000000.0,,,-1104000000.0,,,276000000.0,4347000000.0,12150000000.0,-319000000.0,,,29000000.0,-66000000.0,2336000000.0,20000000.0,,767000000.0,,9588000000.0,6275000000.0,21612000000.0,1890000000.0,10577000000.0,,,,,35551000000.0,,,,5019000000.0,,,342000000.0,,,,,,,,,,,,571000000.0,,565000000.0,,,,,,213000000.0,,,19995000000.0,3178000000.0,,,,,,85000000.0,110000000.0,,-63000000.0,2656000000.0,571000000.0,,,107000000.0,,,37000000.0,798000000.0,2093000000.0,-8000000.0,,,4009000000.0,31633000000.0,,,5060000000.0,,,,0.0,,,,,-229000000.0,,,1.59,,,360100000.0,,,,,,,,,,,,,,,,,,,,,
1293753600,,11958000000.0,2926000000.0,3708000000.0,3363000000.0,1941000000.0,,33000000.0,,-287000000.0,0.0,-130000000.0,2391000000.0,,,,,,,,,,1627000000.0,-9010000000.0,502000000.0,22216000000.0,2656000000.0,335000000.0,,346000000.0,2777000000.0,2261000000.0,-426000000.0,12794000000.0,,,-148000000.0,,1384000000.0,,26000000.0,168000000.0,1077000000.0,,-227000000.0,-3363000000.0,,,8.03,,5719000000.0,-1107000000.0,-7404000000.0,-820000000.0,2645000000.0,0.0,-576000000.0,45803000000.0,346000000.0,,160000000.0,576000000.0,11958000000.0,-15000000.0,1069000000.0,,345000000.0,,,,-107000000.0,,,12851000000.0,11157000000.0,,,-851000000.0,-7404000000.0,2378000000.0,240000000.0,4554000000.0,12372000000.0,-854000000.0,,3836000000.0,57000000.0,-395000000.0,1941000000.0,,-927000000.0,516000000.0,22000000.0,9605000000.0,5757000000.0,22216000000.0,1870000000.0,11717000000.0,,9605000000.0,35067000000.0,,35067000000.0,31359000000.0,,2926000000.0,5019000000.0,12372000000.0,5757000000.0,-266000000.0,-9010000000.0,7.94,-171000000.0,,,41967000000.0,1627000000.0,3836000000.0,364200000.0,,-319000000.0,983000000.0,5019000000.0,829000000.0,-969000000.0,2727000000.0,2261000000.0,3826000000.0,,228000000.0,,,20202000000.0,3363000000.0,220000000.0,502000000.0,,2261000000.0,841000000.0,87000000.0,,3708000000.0,548000000.0,2261000000.0,983000000.0,,1181000000.0,-718000000.0,,,289000000.0,1077000000.0,2378000000.0,73000000.0,1870000000.0,,4575000000.0,31359000000.0,,,5719000000.0,3547000000.0,20202000000.0,-364000000.0,0.0,127000000.0,2777000000.0,368300000.0,516000000.0,-269000000.0,73000000.0,,,-2420000000.0,4575000000.0,,12851000000.0,11157000000.0,4554000000.0,,5012000000.0,,,,,,,,,,,,,,,,
1301529600,,,,3791000000.0,,,,22000000.0,,93000000.0,,,,,,,10000000.0,,,,,,2374000000.0,-8828000000.0,489000000.0,,2261000000.0,,,345000000.0,3861000000.0,3357000000.0,-95000000.0,10633000000.0,,,,,1066000000.0,1.5,,,802000000.0,,,,,352600000.0,,,,-537000000.0,,,,,77000000.0,,,,1684000000.0,,,,786000000.0,,,,,,,,,14743000000.0,12430000000.0,,-12000000.0,855000000.0,,,238000000.0,4461000000.0,12274000000.0,-314000000.0,,,39000000.0,1096000000.0,2404000000.0,43000000.0,,504000000.0,,9609000000.0,6583000000.0,21934000000.0,1808000000.0,9831000000.0,,,,,36677000000.0,,,,5023000000.0,,,1589000000.0,,,,,,,,,,,,530000000.0,,548000000.0,,,,,,195000000.0,,,20456000000.0,3380000000.0,,,,,,85000000.0,,,-63000000.0,3357000000.0,530000000.0,,,745000000.0,,,69000000.0,802000000.0,2277000000.0,0.0,,,4452000000.0,32886000000.0,,,5844000000.0,,,,0.0,,,,,-266000000.0,,,1.52,,,348500000.0,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,3288000000.0,,,,214000000.0,,55000000.0,,,,,,,,,,,,,2219000000.0,-8671000000.0,519000000.0,,3357000000.0,,,333000000.0,3522000000.0,3268000000.0,-147000000.0,11551000000.0,,,,,1186000000.0,2.14,,,897000000.0,,,,,346600000.0,,,,-1247000000.0,,,,,-196000000.0,,,,843000000.0,,,,909000000.0,,,,,,,,,13954000000.0,12056000000.0,,71000000.0,-7000000.0,,,167000000.0,4421000000.0,11626000000.0,-999000000.0,,,40000000.0,-89000000.0,1981000000.0,22000000.0,,254000000.0,,9615000000.0,,21764000000.0,1819000000.0,10654000000.0,,,,,35718000000.0,,,,5031000000.0,,,696000000.0,,,,,,,,,,,,742000000.0,,742000000.0,,,,,,193000000.0,,,20374000000.0,3383000000.0,,,,,,84000000.0,,,317000000.0,3268000000.0,742000000.0,,,-153000000.0,,,96000000.0,897000000.0,2226000000.0,-12000000.0,,,4460000000.0,32430000000.0,,,6037000000.0,,,,0.0,,,,,-258000000.0,,,2.16,,,342800000.0,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,2943000000.0,,,,34000000.0,,427000000.0,,,,,,,,,,,,,2328000000.0,-8567000000.0,606000000.0,,3268000000.0,,,321000000.0,4567000000.0,4564000000.0,-201000000.0,12119000000.0,,,,,1234000000.0,2.1,,,996000000.0,,,,,333600000.0,,,,721000000.0,,,,,79000000.0,,,,511000000.0,,,,949000000.0,,,,,,,,,14669000000.0,12144000000.0,,119000000.0,-620000000.0,,,284000000.0,4428000000.0,11189000000.0,-1004000000.0,,,37000000.0,1296000000.0,1972000000.0,25000000.0,,3000000.0,,9606000000.0,,21518000000.0,1800000000.0,11123000000.0,,,,,36187000000.0,,,,6538000000.0,,,310000000.0,,,,,,,,,,,,700000000.0,,665000000.0,,,,,,196000000.0,,,21100000000.0,3329000000.0,,,500000000.0,,,89000000.0,,,83000000.0,4564000000.0,700000000.0,,,115000000.0,,,42000000.0,996000000.0,1789000000.0,-34000000.0,,,4388000000.0,33244000000.0,,,5544000000.0,,,,0.0,,,,,-246000000.0,,,2.12,,,329800000.0,,,,,,,,,,,,,,,,,,,,,
1325289600,,12470000000.0,2655000000.0,1001000000.0,3541000000.0,1798000000.0,,43000000.0,,-649000000.0,-632000000.0,1321000000.0,2261000000.0,,,,,,,,,,2269000000.0,-11257000000.0,625000000.0,23814000000.0,4564000000.0,281000000.0,,321000000.0,3585000000.0,3582000000.0,-544000000.0,12211000000.0,,,-649000000.0,,1486000000.0,,93000000.0,157000000.0,988000000.0,,-74000000.0,-2119000000.0,,,7.9,,6399000000.0,-1056000000.0,-7859000000.0,-987000000.0,2667000000.0,0.0,87000000.0,46499000000.0,321000000.0,,1215000000.0,-2000000.0,12470000000.0,,966000000.0,,354000000.0,,,,,,,14094000000.0,12130000000.0,,-180000000.0,176000000.0,-7859000000.0,2481000000.0,268000000.0,4611000000.0,11937000000.0,-148000000.0,,3704000000.0,41000000.0,-982000000.0,1798000000.0,,404000000.0,3000000.0,313000000.0,10148000000.0,6064000000.0,23814000000.0,1664000000.0,11223000000.0,,10148000000.0,37908000000.0,,37908000000.0,36907000000.0,,2655000000.0,6460000000.0,11937000000.0,6064000000.0,671000000.0,-11257000000.0,7.81,,,,42795000000.0,2269000000.0,3704000000.0,335900000.0,,-813000000.0,683000000.0,6460000000.0,698000000.0,-1095000000.0,3266000000.0,3582000000.0,3631000000.0,,424000000.0,,,24777000000.0,3541000000.0,47000000.0,625000000.0,,3582000000.0,1008000000.0,96000000.0,,1001000000.0,-1150000000.0,3582000000.0,683000000.0,,964000000.0,-98000000.0,,,74000000.0,988000000.0,2481000000.0,139000000.0,1664000000.0,,4667000000.0,36907000000.0,,,6399000000.0,4253000000.0,24777000000.0,609000000.0,0.0,,3585000000.0,339900000.0,3000000.0,-325000000.0,,,,-2465000000.0,4667000000.0,,14094000000.0,12130000000.0,4611000000.0,,4993000000.0,,,,,,,,,,,,,,,,
1333152000,,,,1573000000.0,,,,-18000000.0,,104000000.0,,,,,,,,,,,,,2384000000.0,-11030000000.0,611000000.0,,3582000000.0,,,322000000.0,3518000000.0,3518000000.0,-131000000.0,11293000000.0,,,,,1275000000.0,2.03,,,974000000.0,,,,,328600000.0,,,,-373000000.0,,,,,100000000.0,,,,458000000.0,,,,948000000.0,,,,,,,,,14561000000.0,12211000000.0,,,-582000000.0,,,283000000.0,4530000000.0,12277000000.0,-242000000.0,,,41000000.0,-64000000.0,2055000000.0,159000000.0,,,,10170000000.0,,23779000000.0,1624000000.0,10319000000.0,,,,,38340000000.0,,,,6472000000.0,,,327000000.0,,,,,,,,,,,,668000000.0,,665000000.0,,,,,,231000000.0,,,24556000000.0,3613000000.0,,,,,,96000000.0,,,-149000000.0,3518000000.0,668000000.0,,,116000000.0,,,70000000.0,974000000.0,2380000000.0,37000000.0,,,4789000000.0,36767000000.0,,,6148000000.0,,,,0.0,,,,,-327000000.0,,,2.06,,,324100000.0,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,2204000000.0,,,,26000000.0,,-142000000.0,,,,,,,,,,,,,2359000000.0,-10864000000.0,581000000.0,,3518000000.0,,,322000000.0,3802000000.0,3802000000.0,-175000000.0,11921000000.0,,,,,1446000000.0,2.38,,,1180000000.0,,,,,328800000.0,,,,-412000000.0,,,,,9000000.0,,,,845000000.0,,,,1117000000.0,,,,,,,,,14800000000.0,12268000000.0,,,-224000000.0,,,336000000.0,4495000000.0,12727000000.0,-181000000.0,,,46000000.0,284000000.0,1804000000.0,,,,,10158000000.0,,23586000000.0,1668000000.0,10741000000.0,,,,,38386000000.0,,,,6343000000.0,,,670000000.0,,,,,,,,,,,,781000000.0,,781000000.0,,,,,,233000000.0,,,23914000000.0,3529000000.0,,,150000000.0,,,96000000.0,,,-149000000.0,3802000000.0,781000000.0,,,-25000000.0,,,33000000.0,1180000000.0,2521000000.0,19000000.0,,,4747000000.0,36182000000.0,,,6287000000.0,,,,0.0,,,,,-326000000.0,,,2.41,,,324500000.0,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,2442000000.0,,,140000000.0,-41000000.0,,-349000000.0,,,,,,,0.0,,,,,,2184000000.0,-10582000000.0,552000000.0,,3802000000.0,,,321000000.0,4652000000.0,4652000000.0,-208000000.0,11869000000.0,,,,,1390000000.0,2.21,,,981000000.0,,,,,328300000.0,,,,-474000000.0,,,,,215000000.0,,,,1573000000.0,,,,1046000000.0,,,,,,,,,15791000000.0,12668000000.0,,,342000000.0,,,319000000.0,4486000000.0,12703000000.0,-285000000.0,,,42000000.0,850000000.0,2213000000.0,,,,,10183000000.0,6428000000.0,23530000000.0,1725000000.0,10888000000.0,,,,,39321000000.0,,,,6374000000.0,,,1365000000.0,,,,,,,,,,,,727000000.0,,727000000.0,,,,,,247000000.0,,,24211000000.0,3625000000.0,,,150000000.0,,,97000000.0,,,-249000000.0,4652000000.0,727000000.0,,,-177000000.0,,,162000000.0,981000000.0,2878000000.0,35000000.0,,,4788000000.0,36879000000.0,,,6396000000.0,,,,0.0,,,,,-326000000.0,,,2.25,,,323500000.0,,,,,,,,,,,,,,,,,,,,,
1356912000,,12985000000.0,2745000000.0,39000000.0,3807000000.0,1815000000.0,-95000000.0,57000000.0,,-35000000.0,0.0,-1684000000.0,3582000000.0,,,,0.0,,,,,,2038000000.0,-13493000000.0,1188000000.0,24802000000.0,4652000000.0,-27000000.0,,321000000.0,1898000000.0,1898000000.0,-428000000.0,12099000000.0,,,-304000000.0,,1329000000.0,1.73,-121000000.0,167000000.0,1344000000.0,,-422000000.0,-2023000000.0,150000000.0,328000000.0,8.48,,6503000000.0,-764000000.0,-8310000000.0,-942000000.0,2745000000.0,-238000000.0,-114000000.0,47182000000.0,321000000.0,,-1315000000.0,930000000.0,12985000000.0,-460000000.0,958000000.0,,383000000.0,,,,,,,13855000000.0,12155000000.0,,,-3015000000.0,-8310000000.0,2937000000.0,389000000.0,4675000000.0,13211000000.0,-282000000.0,,4244000000.0,38000000.0,-2754000000.0,1815000000.0,,-3479000000.0,,24000000.0,10370000000.0,6563000000.0,24802000000.0,1649000000.0,10993000000.0,,10370000000.0,38657000000.0,,38657000000.0,38618000000.0,,2745000000.0,6158000000.0,13211000000.0,6563000000.0,-1743000000.0,-13493000000.0,8.36,0.0,,,42938000000.0,2038000000.0,4482000000.0,323700000.0,,-1222000000.0,569000000.0,6158000000.0,569000000.0,-1352000000.0,619000000.0,1898000000.0,4072000000.0,,277000000.0,,,26463000000.0,3807000000.0,210000000.0,1188000000.0,150000000.0,1898000000.0,988000000.0,94000000.0,,39000000.0,-675000000.0,1898000000.0,569000000.0,,1327000000.0,-150000000.0,,,-292000000.0,1106000000.0,2937000000.0,-212000000.0,1649000000.0,,4948000000.0,38618000000.0,,,6503000000.0,1561000000.0,26463000000.0,-236000000.0,-238000000.0,,1898000000.0,328400000.0,,-373000000.0,,0.0,1.76,-990000000.0,4948000000.0,322700000.0,13855000000.0,12155000000.0,4675000000.0,,5443000000.0,,,,,,,,,,,,,,,,
1364688000,,,,304000000.0,,,-384000000.0,-50000000.0,,43000000.0,,,,,,,,,,,,,2123000000.0,-13282000000.0,683000000.0,,1898000000.0,,,318000000.0,3065000000.0,3065000000.0,-106000000.0,11070000000.0,,,,,1349000000.0,2.33,,,1149000000.0,,,,,326300000.0,,,,-762000000.0,,,,,40000000.0,,,,2085000000.0,,,,1025000000.0,,,,,,,,,14872000000.0,12625000000.0,,,999000000.0,,,264000000.0,4617000000.0,13268000000.0,-461000000.0,,,53000000.0,1167000000.0,2236000000.0,,,,,10356000000.0,6968000000.0,24708000000.0,1710000000.0,9999000000.0,,,,,39580000000.0,,,,6154000000.0,,,1979000000.0,,,,,,,,,,,,761000000.0,,761000000.0,,,,,,232000000.0,,,26651000000.0,3880000000.0,,,150000000.0,,,92000000.0,,,-156000000.0,3065000000.0,761000000.0,,,83000000.0,,,-32000000.0,1071000000.0,2895000000.0,15000000.0,,,4985000000.0,39276000000.0,,,6406000000.0,,,,-78000000.0,,,,,-371000000.0,,,2.37,,,321700000.0,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,694000000.0,,,140000000.0,-15000000.0,,0.0,,,,,,,,,,,,,2044000000.0,-13041000000.0,580000000.0,,3065000000.0,,,319000000.0,2845000000.0,2845000000.0,-176000000.0,11408000000.0,,,,,1539000000.0,2.64,,,1298000000.0,,,,,325900000.0,,,,-652000000.0,,,,,-25000000.0,,,,623000000.0,,,,1211000000.0,,,,,,,,,14379000000.0,12253000000.0,,,-510000000.0,,,352000000.0,4594000000.0,13416000000.0,-465000000.0,,,59000000.0,-220000000.0,2138000000.0,,,,,10352000000.0,6826000000.0,24568000000.0,1688000000.0,10184000000.0,,,,,38947000000.0,,,,6140000000.0,,,447000000.0,,,,,,,,,,,,859000000.0,,859000000.0,,,,,,240000000.0,,,26000000000.0,3875000000.0,,,0.0,,,88000000.0,,,-191000000.0,2845000000.0,859000000.0,,,-78000000.0,,,1000000.0,1224000000.0,2895000000.0,0.0,,,4941000000.0,38253000000.0,,,6383000000.0,,,,-74000000.0,,,,,-371000000.0,,,2.68,,,320800000.0,,,,,,,,,,,,,,,,,,,,,
