,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,quarterlyCommonStockIssuance,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyEbitda,annualGrossProfit,annualNetOtherFinancingCharges,trailingTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,annualOperatingExpense,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGrossPPE,trailingFreeCashFlow,annualBasicEPS,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalAssets,annualNetIncome,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualDilutedAverageShares,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualStockholdersEquity,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,annualDilutedEPS,quarterlyNetIncome,annualInvestingCashFlow,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,quarterlyGoodwill,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyInventory,quarterlyOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1238457600,,1431000000.0,,,,,,,,,-116000000.0,750000000.0,,,0.4,845000000.0,8954000000.0,997000000.0,1677000000.0,,-114000000.0,,8236000000.0,,-5639000000.0,10000000.0,507000000.0,,,,,,6780000000.0,,0.0,,248000000.0,,-780000000.0,,-16003000000.0,,,18000000000.0,,,31000000.0,,,105000000.0,,-31000000.0,1161000000.0,,,,,-73000000.0,,,,1058000000.0,,,649000000.0,,12363000000.0,,,,2196000000.0,-382000000.0,,1457000000.0,1003000000.0,34003000000.0,,,,11368000000.0,8794000000.0,,10938000000.0,718000000.0,,,,,33773000000.0,22405000000.0,,,8737000000.0,2183000000.0,,,3231000000.0,608000000.0,2430000000.0,,4680000000.0,,1984000000.0,1588000000.0,,0.4,18199000000.0,,,,,,,,401000000.0,,7806000000.0,,401000000.0,,1964000000.0,,3738000000.0,-396000000.0,,401000000.0,,583000000.0,,,,13000000.0,,,3738000000.0,3346000000.0,,,82000000.0,4346000000.0,,,,-865000000.0,-438000000.0,,,,430000000.0,,,26993000000.0,1503000000.0,509000000.0,,,,,-256000000.0,,1814000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,1311000000.0,,,,,,,,,-131000000.0,102000000.0,,,0.45,822000000.0,10829000000.0,998000000.0,1517000000.0,,-179000000.0,,9934000000.0,,-5628000000.0,10000000.0,3738000000.0,,,,,,6793000000.0,,0.0,,247000000.0,,-1451000000.0,,-16292000000.0,,,17974000000.0,,,37000000.0,,,114000000.0,,22000000.0,873000000.0,,,,,34000000.0,,,,-220000000.0,,,692000000.0,,12352000000.0,,,,959000000.0,-289000000.0,,-1892000000.0,1004000000.0,34266000000.0,,,,10182000000.0,7157000000.0,,10829000000.0,895000000.0,,,,,32540000000.0,22358000000.0,,,8866000000.0,1935000000.0,,,-920000000.0,529000000.0,2435000000.0,,4569000000.0,,0.0,1688000000.0,,0.44,18590000000.0,,,,,,,,445000000.0,,6330000000.0,,445000000.0,,1991000000.0,,2818000000.0,-19000000.0,,445000000.0,,824000000.0,,,,-22000000.0,,,2818000000.0,2017000000.0,,,181000000.0,3347000000.0,,,,-563000000.0,-438000000.0,,,,426000000.0,,,25747000000.0,1517000000.0,497000000.0,,,,,-27000000.0,,670000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,924000000.0,,,,,,,,,-148000000.0,-302000000.0,,,0.55,465000000.0,11153000000.0,997000000.0,1486000000.0,,-26000000.0,,10224000000.0,,-5531000000.0,10000000.0,2818000000.0,,,,,,6981000000.0,,0.0,,293000000.0,,-683000000.0,,-16616000000.0,,,18092000000.0,,,36000000.0,,,93000000.0,,48000000.0,935000000.0,,,,,391000000.0,,,,-147000000.0,,,842000000.0,,12453000000.0,,,,1078000000.0,-514000000.0,,-1226000000.0,1004000000.0,34708000000.0,,,,9566000000.0,6774000000.0,,11153000000.0,929000000.0,,,,,32211000000.0,22645000000.0,,,8908000000.0,2104000000.0,,,-576000000.0,546000000.0,2508000000.0,,4851000000.0,,0.0,1787000000.0,,0.55,18391000000.0,,,,,,,,549000000.0,,6341000000.0,,549000000.0,,2111000000.0,,2242000000.0,-464000000.0,,549000000.0,,927000000.0,,,,6000000.0,,,2242000000.0,1397000000.0,,,93000000.0,2788000000.0,,,,-438000000.0,-437000000.0,,,,441000000.0,,,25165000000.0,1571000000.0,509000000.0,,,,,0.0,,564000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,668000000.0,,445000000.0,-30000000.0,,9275000000.0,507000000.0,,34807000000.0,-166000000.0,-580000000.0,2152000000.0,471000000.0,,413000000.0,9740000000.0,,1766000000.0,30930000000.0,212000000.0,-3682000000.0,8481000000.0,10000000.0,-5127000000.0,10000000.0,2242000000.0,,-1602000000.0,,1035000000.0,1416000000.0,7630000000.0,1946000000.0,0.0,1214000000.0,426000000.0,,-768000000.0,853000000.0,-16828000000.0,430000000.0,,17979000000.0,10000000.0,8819000000.0,45000000.0,668000000.0,133000000.0,118000000.0,22608000000.0,94000000.0,1722000000.0,36478000000.0,-360000000.0,,1293000000.0,119000000.0,24187000000.0,-16828000000.0,3683000000.0,-583000000.0,,32677000000.0,1183000000.0,108000000.0,12745000000.0,,,,1052000000.0,-417000000.0,2152000000.0,-1384000000.0,,34807000000.0,,2.16,,9275000000.0,6239000000.0,258000000.0,12377000000.0,1259000000.0,31883000000.0,2152000000.0,,2089000000.0,31883000000.0,22608000000.0,8668000000.0,-1751000000.0,8668000000.0,1946000000.0,998000000.0,5369000000.0,-700000000.0,558000000.0,2530000000.0,,5369000000.0,3366000000.0,2637000000.0,1416000000.0,2545000000.0,,17948000000.0,149000000.0,7630000000.0,3801000000.0,,45297000000.0,-2251000000.0,2.14,757000000.0,-1248000000.0,8031000000.0,12745000000.0,757000000.0,1747000000.0,2089000000.0,-3045000000.0,1542000000.0,-369000000.0,1542000000.0,757000000.0,995000000.0,1293000000.0,,,,13000000.0,5285000000.0,17948000000.0,1542000000.0,853000000.0,-107000000.0,,89000000.0,2100000000.0,1766000000.0,,6239000000.0,-385000000.0,-438000000.0,558000000.0,,596000000.0,450000000.0,,258000000.0,24187000000.0,1607000000.0,596000000.0,1607000000.0,17979000000.0,5558000000.0,-5127000000.0,-77000000.0,2530000000.0,635000000.0,-561000000.0,1542000000.0,0.0,2100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,783000000.0,,,,,,,,,-278000000.0,177000000.0,,,0.54,334000000.0,11728000000.0,995000000.0,1788000000.0,,48000000.0,,10686000000.0,,-5155000000.0,10000000.0,1542000000.0,,,,,,7547000000.0,,0.0,,420000000.0,,-206000000.0,,-17050000000.0,,,17758000000.0,,,45000000.0,,,100000000.0,,-12000000.0,1038000000.0,,,,,139000000.0,,,,673000000.0,,,953000000.0,,12692000000.0,,,,1549000000.0,-283000000.0,,-257000000.0,1004000000.0,34808000000.0,,,,10060000000.0,7366000000.0,348000000.0,11728000000.0,1042000000.0,,,,,32504000000.0,22444000000.0,,,8548000000.0,2036000000.0,,,1002000000.0,571000000.0,2529000000.0,,5077000000.0,,0.0,1788000000.0,,0.53,17525000000.0,,,,,,,,533000000.0,,6539000000.0,,533000000.0,,2070000000.0,,2544000000.0,-250000000.0,,533000000.0,,1494000000.0,,,,-4000000.0,,,2544000000.0,1406000000.0,,,85000000.0,3115000000.0,,,,-321000000.0,-456000000.0,,,,451000000.0,,,24891000000.0,1651000000.0,628000000.0,,,,,-42000000.0,,1266000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,805000000.0,,,,,,,,,-165000000.0,-135000000.0,,,0.85,610000000.0,12204000000.0,994000000.0,1708000000.0,,-49000000.0,,10802000000.0,,-5217000000.0,10000000.0,2544000000.0,,,,,,7865000000.0,,96000000.0,,455000000.0,,-13000000.0,,-17266000000.0,,,17615000000.0,,,61000000.0,,,138000000.0,,63000000.0,1384000000.0,,,,,-104000000.0,,,,-27000000.0,,,1300000000.0,,13067000000.0,,,,1463000000.0,-381000000.0,,-389000000.0,1003000000.0,34881000000.0,,,,11024000000.0,7687000000.0,291000000.0,12204000000.0,1402000000.0,,,,,33269000000.0,22245000000.0,,,8614000000.0,2142000000.0,,,708000000.0,755000000.0,2662000000.0,,5110000000.0,,0.0,1909000000.0,,0.84,17652000000.0,,,,,,,,845000000.0,,6515000000.0,,845000000.0,,2050000000.0,,3252000000.0,-358000000.0,,845000000.0,,1429000000.0,,,,-18000000.0,,,3252000000.0,1637000000.0,,,84000000.0,4007000000.0,,,,-703000000.0,-455000000.0,,,,449000000.0,,,25339000000.0,1640000000.0,628000000.0,,,,,-17000000.0,,1082000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,713000000.0,,,,,,,,,-156000000.0,-85000000.0,,,1.0,850000000.0,12192000000.0,994000000.0,1840000000.0,,63000000.0,,10576000000.0,,-5153000000.0,10000000.0,3252000000.0,,,,,,8460000000.0,,85000000.0,,549000000.0,,-136000000.0,,-17569000000.0,,,17471000000.0,,,45000000.0,,,111000000.0,,-27000000.0,1631000000.0,,,,,-59000000.0,,,,-377000000.0,,,1540000000.0,,13603000000.0,,,,911000000.0,-347000000.0,,-1293000000.0,1004000000.0,35040000000.0,,,,10756000000.0,6801000000.0,129000000.0,12192000000.0,1616000000.0,,,,,32907000000.0,22151000000.0,,,8648000000.0,2039000000.0,,,-232000000.0,732000000.0,2585000000.0,,5250000000.0,,0.0,1799000000.0,,0.99,17580000000.0,,,,,,,,991000000.0,,6411000000.0,,991000000.0,,2085000000.0,,3020000000.0,115000000.0,,991000000.0,,1497000000.0,,,,15000000.0,,,3020000000.0,994000000.0,,,91000000.0,3752000000.0,,,,-727000000.0,-452000000.0,,,,448000000.0,,,24381000000.0,1673000000.0,609000000.0,,,,,-1000000.0,,564000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,712000000.0,,354000000.0,-532000000.0,,11569000000.0,1542000000.0,,35220000000.0,-218000000.0,-489000000.0,3488000000.0,1002000000.0,,726000000.0,10404000000.0,,1974000000.0,31136000000.0,203000000.0,-468000000.0,8590000000.0,3000000.0,-6195000000.0,10000000.0,3020000000.0,,-1389000000.0,,1828000000.0,725000000.0,7979000000.0,1343000000.0,220000000.0,2035000000.0,611000000.0,,-113000000.0,355000000.0,-17833000000.0,519000000.0,,17387000000.0,10000000.0,10743000000.0,67000000.0,712000000.0,43000000.0,170000000.0,22028000000.0,19000000.0,2268000000.0,38802000000.0,-175000000.0,,1870000000.0,1026000000.0,25550000000.0,-17833000000.0,2446000000.0,-928000000.0,,32928000000.0,1730000000.0,-659000000.0,14164000000.0,,,,-88000000.0,-378000000.0,3488000000.0,593000000.0,,35220000000.0,,3.51,,11569000000.0,5902000000.0,,13421000000.0,1814000000.0,33597000000.0,3488000000.0,,2081000000.0,33597000000.0,22028000000.0,10491000000.0,-1818000000.0,10491000000.0,1343000000.0,1003000000.0,5627000000.0,350000000.0,711000000.0,815000000.0,,5627000000.0,5523000000.0,3017000000.0,725000000.0,2520000000.0,,19648000000.0,218000000.0,7979000000.0,5874000000.0,,49545000000.0,-2490000000.0,3.48,1119000000.0,-654000000.0,8146000000.0,14164000000.0,1119000000.0,1792000000.0,2081000000.0,-1346000000.0,3370000000.0,-161000000.0,3370000000.0,1119000000.0,994000000.0,1870000000.0,,,,10000000.0,3835000000.0,19648000000.0,3370000000.0,355000000.0,265000000.0,,94000000.0,4081000000.0,1974000000.0,,5902000000.0,-739000000.0,-455000000.0,711000000.0,,599000000.0,444000000.0,,,25550000000.0,1673000000.0,599000000.0,1673000000.0,17387000000.0,7669000000.0,-6195000000.0,-115000000.0,815000000.0,-466000000.0,-817000000.0,3370000000.0,401000000.0,4081000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,698000000.0,,,,,,,,,-505000000.0,312000000.0,,,0.89,1167000000.0,9711000000.0,992000000.0,2017000000.0,,-81000000.0,,8285000000.0,,-6052000000.0,10000000.0,3370000000.0,,,,,,8164000000.0,,-16000000.0,,467000000.0,,-113000000.0,,-18238000000.0,,,17407000000.0,,,104000000.0,,,120000000.0,,2000000.0,1878000000.0,,,,,112000000.0,,,,694000000.0,,,1352000000.0,,14206000000.0,,,,1281000000.0,-402000000.0,,247000000.0,1002000000.0,35645000000.0,,,,12618000000.0,7605000000.0,307000000.0,12582000000.0,1426000000.0,,,,,34594000000.0,21976000000.0,,,10504000000.0,1315000000.0,,,1287000000.0,787000000.0,803000000.0,,5462000000.0,,2871000000.0,752000000.0,,0.88,18755000000.0,,,,,,,,885000000.0,,7844000000.0,,885000000.0,,2107000000.0,,4657000000.0,-282000000.0,,885000000.0,,2024000000.0,,,,11000000.0,,,4657000000.0,1554000000.0,,,85000000.0,5444000000.0,,,,-1042000000.0,-503000000.0,,,,441000000.0,,,26360000000.0,1588000000.0,599000000.0,,,,,-45000000.0,,879000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,701000000.0,,,,,,,,,-547000000.0,-127000000.0,,,1.08,1122000000.0,13191000000.0,988000000.0,2078000000.0,,58000000.0,,11493000000.0,,-5977000000.0,10000000.0,4657000000.0,,,,,,8254000000.0,,-107000000.0,,561000000.0,,-66000000.0,,-18481000000.0,,,17489000000.0,,,59000000.0,,,152000000.0,,36000000.0,1707000000.0,,,,,96000000.0,,,,-37000000.0,,,1624000000.0,,14218000000.0,,,,2033000000.0,-549000000.0,,-1218000000.0,998000000.0,35970000000.0,,,,12950000000.0,7618000000.0,,13191000000.0,1698000000.0,,,,,35152000000.0,22202000000.0,,,10787000000.0,1710000000.0,,,34000000.0,946000000.0,723000000.0,,5602000000.0,,0.0,768000000.0,,1.07,19205000000.0,,,,,,,,1063000000.0,,6683000000.0,,1063000000.0,,2101000000.0,,4691000000.0,-787000000.0,,1063000000.0,,2175000000.0,,,,9000000.0,,,4691000000.0,1374000000.0,,,83000000.0,5637000000.0,,,,-1264000000.0,-504000000.0,,,,443000000.0,,,26823000000.0,1771000000.0,593000000.0,,,,,-192000000.0,,1484000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,957000000.0,,,,,,,,,-1121000000.0,-8000000.0,,,1.1,1196000000.0,13166000000.0,977000000.0,1974000000.0,,-44000000.0,,11500000000.0,,-6040000000.0,10000000.0,4691000000.0,,,,,,7798000000.0,,-120000000.0,,526000000.0,,-1000000.0,,-18697000000.0,,,17581000000.0,,,57000000.0,,,130000000.0,,-16000000.0,1682000000.0,,,,,128000000.0,,,,93000000.0,,,1598000000.0,,13828000000.0,,,,2048000000.0,-606000000.0,,-1513000000.0,987000000.0,36278000000.0,,,,12628000000.0,7511000000.0,,13166000000.0,1666000000.0,,,,,35238000000.0,22610000000.0,,,11092000000.0,1589000000.0,,,-558000000.0,1320000000.0,815000000.0,,5418000000.0,,0.0,765000000.0,,1.09,19858000000.0,,,,,,,,1072000000.0,,6647000000.0,,1072000000.0,,2066000000.0,,4133000000.0,-1047000000.0,,1072000000.0,,2394000000.0,,,,16000000.0,,,4133000000.0,1310000000.0,,,84000000.0,5453000000.0,,,,-1524000000.0,-493000000.0,,,,447000000.0,,,27369000000.0,2110000000.0,622000000.0,,,,,-1000000.0,,1442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,1152000000.0,,348000000.0,-657000000.0,,12284000000.0,3370000000.0,,36541000000.0,-492000000.0,-834000000.0,3804000000.0,241000000.0,,1189000000.0,9801000000.0,,2300000000.0,27575000000.0,316000000.0,-191000000.0,8464000000.0,44000000.0,-3103000000.0,10000000.0,4133000000.0,,-2005000000.0,,-336000000.0,2624000000.0,7035000000.0,1557000000.0,-14000000.0,1972000000.0,435000000.0,,-11000000.0,33000000.0,-18920000000.0,524000000.0,,17621000000.0,10000000.0,13507000000.0,70000000.0,1152000000.0,29000000.0,122000000.0,22417000000.0,7000000.0,1796000000.0,39598000000.0,-395000000.0,,1900000000.0,-95000000.0,27593000000.0,-18920000000.0,5068000000.0,-526000000.0,,33518000000.0,1249000000.0,224000000.0,10128000000.0,,,,1711000000.0,-448000000.0,3804000000.0,-2378000000.0,,36541000000.0,,3.88,,12284000000.0,6514000000.0,,14166000000.0,1337000000.0,34701000000.0,3804000000.0,,2101000000.0,34701000000.0,22417000000.0,11095000000.0,-1997000000.0,11095000000.0,1557000000.0,991000000.0,6246000000.0,-1099000000.0,1241000000.0,773000000.0,,6246000000.0,5776000000.0,4365000000.0,2624000000.0,4674000000.0,,21079000000.0,290000000.0,7035000000.0,6080000000.0,,53105000000.0,-4903000000.0,3.84,814000000.0,-2537000000.0,3852000000.0,10128000000.0,814000000.0,1782000000.0,2101000000.0,-4862000000.0,3034000000.0,-421000000.0,3034000000.0,814000000.0,981000000.0,1900000000.0,,,,8000000.0,7073000000.0,21079000000.0,3034000000.0,33000000.0,249000000.0,,96000000.0,4275000000.0,2300000000.0,,6514000000.0,-1073000000.0,-497000000.0,1241000000.0,,585000000.0,451000000.0,,,27593000000.0,2110000000.0,585000000.0,2110000000.0,17621000000.0,7906000000.0,-3103000000.0,-157000000.0,773000000.0,1263000000.0,-2665000000.0,3034000000.0,-257000000.0,4275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,1121000000.0,,,,,,,,,-547000000.0,585000000.0,,,1.01,1486000000.0,13136000000.0,962000000.0,2000000000.0,,-276000000.0,,11567000000.0,,-3020000000.0,10000000.0,3034000000.0,,,,,,7423000000.0,,-76000000.0,,511000000.0,,0.0,,-19271000000.0,,,17614000000.0,,,131000000.0,,,162000000.0,,-12000000.0,1575000000.0,,,,,-92000000.0,,,,695000000.0,,,1481000000.0,,10433000000.0,,,,2280000000.0,-428000000.0,,51000000.0,972000000.0,36885000000.0,,,,13473000000.0,7543000000.0,567000000.0,13136000000.0,1569000000.0,,,,,35963000000.0,22490000000.0,,,11079000000.0,1404000000.0,,,2099000000.0,947000000.0,2507000000.0,,5637000000.0,,0.0,772000000.0,,1.0,20921000000.0,,,,,,,,970000000.0,,6835000000.0,,970000000.0,,2177000000.0,,5133000000.0,-259000000.0,,970000000.0,,1870000000.0,,,,6000000.0,,,5133000000.0,919000000.0,,,94000000.0,6080000000.0,,,,-1160000000.0,-534000000.0,,,,459000000.0,,,28464000000.0,2065000000.0,634000000.0,,,,,112000000.0,,1852000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,1246000000.0,,,,,,,,,-338000000.0,-95000000.0,,,1.16,1160000000.0,13349000000.0,962000000.0,2046000000.0,,113000000.0,,11559000000.0,,-3192000000.0,10000000.0,5133000000.0,,,,,,7645000000.0,,80000000.0,,588000000.0,,-8000000.0,,-19505000000.0,,,17597000000.0,,,63000000.0,,,133000000.0,,26000000.0,1796000000.0,,,,,-56000000.0,,,,-148000000.0,,,1704000000.0,,10827000000.0,,,,1570000000.0,-521000000.0,,107000000.0,971000000.0,37102000000.0,,,,14702000000.0,8400000000.0,390000000.0,13349000000.0,1790000000.0,,,,,37177000000.0,22475000000.0,,,11112000000.0,1494000000.0,,,1585000000.0,604000000.0,2737000000.0,,5541000000.0,,0.0,779000000.0,,1.15,21052000000.0,,,,,,,,1116000000.0,,6747000000.0,,1116000000.0,,2147000000.0,,6718000000.0,-48000000.0,,1116000000.0,,1778000000.0,,,,6000000.0,,,6718000000.0,1911000000.0,,,92000000.0,7322000000.0,,,,-780000000.0,-534000000.0,,,,459000000.0,,,29452000000.0,2111000000.0,620000000.0,,,,,-68000000.0,,1049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,1214000000.0,,,,,,,,,-517000000.0,-22000000.0,,,0.49,311000000.0,13071000000.0,961000000.0,1863000000.0,,-116000000.0,,12305000000.0,,-2929000000.0,10000000.0,6718000000.0,,,,,,7529000000.0,,30000000.0,,205000000.0,,0.0,,-19859000000.0,,,17829000000.0,,,59000000.0,,,126000000.0,,43000000.0,772000000.0,,,,,478000000.0,,,,-196000000.0,,,674000000.0,,10448000000.0,,,,1253000000.0,-654000000.0,,909000000.0,970000000.0,37688000000.0,,,,16344000000.0,10289000000.0,391000000.0,13071000000.0,766000000.0,,,,,39064000000.0,22720000000.0,,,11148000000.0,1480000000.0,,,1712000000.0,586000000.0,3468000000.0,,5545000000.0,,0.0,857000000.0,,0.48,21161000000.0,,,,,,,,469000000.0,,7577000000.0,,469000000.0,,2170000000.0,,8430000000.0,-600000000.0,,469000000.0,,1332000000.0,,,,6000000.0,,,8430000000.0,3859000000.0,,,98000000.0,9016000000.0,,,,-316000000.0,-532000000.0,,,,464000000.0,,,31450000000.0,2107000000.0,614000000.0,,,,,-36000000.0,,599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,580000000.0,,393000000.0,-124000000.0,,15591000000.0,3034000000.0,,38041000000.0,-219000000.0,-592000000.0,807000000.0,-1199000000.0,-1.83,28000000.0,2628000000.0,956000000.0,2278000000.0,33102000000.0,221000000.0,-16000000.0,5410000000.0,24000000.0,-3354000000.0,10000000.0,8430000000.0,,-2153000000.0,,4293000000.0,1927000000.0,4653000000.0,1641000000.0,161000000.0,167000000.0,-1137000000.0,393000000.0,-8000000.0,1750000000.0,-20147000000.0,547000000.0,,17894000000.0,10000000.0,33102000000.0,48000000.0,580000000.0,-1024000000.0,126000000.0,23272000000.0,-1081000000.0,-2776000000.0,21025000000.0,-96000000.0,,48000000.0,-1529000000.0,34130000000.0,-20147000000.0,5063000000.0,-219000000.0,,19682000000.0,-2885000000.0,132000000.0,7997000000.0,,,,2113000000.0,-550000000.0,807000000.0,-2884000000.0,956000000.0,38041000000.0,,0.84,,15591000000.0,8390000000.0,,14571000000.0,-2782000000.0,38863000000.0,807000000.0,,2173000000.0,38863000000.0,23272000000.0,10680000000.0,-2130000000.0,10680000000.0,1641000000.0,969000000.0,6111000000.0,-1103000000.0,597000000.0,1555000000.0,,6111000000.0,974000000.0,11943000000.0,1927000000.0,2985000000.0,-1.83,25740000000.0,301000000.0,4653000000.0,1343000000.0,,54127000000.0,-2357000000.0,0.83,-1748000000.0,-1335000000.0,11943000000.0,7997000000.0,-1748000000.0,1858000000.0,2173000000.0,-1817000000.0,7327000000.0,-428000000.0,7327000000.0,-1748000000.0,960000000.0,48000000.0,,,393000000.0,6000000.0,7216000000.0,25740000000.0,7327000000.0,1750000000.0,-58000000.0,,109000000.0,7924000000.0,2278000000.0,,8390000000.0,-101000000.0,-530000000.0,597000000.0,,603000000.0,476000000.0,,,34130000000.0,1383000000.0,603000000.0,1383000000.0,17894000000.0,1367000000.0,-3354000000.0,-104000000.0,1555000000.0,1563000000.0,-1621000000.0,7327000000.0,195000000.0,7924000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
