,quarterlyInventory,quarterlyOtherIncomeExpense,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,trailingNetIncome,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingGrossProfit,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
809827200,59200000.0,100000.0,,,,,,100000.0,,400000.0,,-3000000.0,,30700000.0,-100000.0,7300000.0,,0.0,,,,26153846.0,,,,,,,,,,,-10100000.0,-2900000.0,8200000.0,,,16600000.0,1000000.0,,12700000.0,,4400000.0,,,,,,,,,,,,,,-10200000.0,,,8600000.0,29500000.0,144100000.0,,,,,,,500000.0,,17700000.0,,0.13,17700000.0,,,,,,,,,0.0,2900000.0,,,,,,,5200000.0,,42700000.0,,,,,50200000.0,,,,3400000.0,-300000.0,,17700000.0,,0.0,,,,50200000.0,15700000.0,,,,114600000.0,,,,,,,,,,,,,,,,4700000.0,,,67300000.0,-13800000.0,26153846.0,,,,,,25000000.0,,,-200000.0,,,93900000.0,,,0.13,,-6100000.0,,,,,3400000.0,,13000000.0,3400000.0,,,,,12500000.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
817689600,50200000.0,200000.0,,,,,,0.0,,500000.0,,-3100000.0,,38700000.0,-2600000.0,8000000.0,,0.0,,,,26086957.0,,,,,,,,,,,3000000.0,9100000.0,7200000.0,,,20200000.0,1700000.0,,15200000.0,,7700000.0,,,,,,,,,,,,,,400000.0,,,8400000.0,30800000.0,161200000.0,,,,,,,500000.0,,26800000.0,,0.23,26800000.0,,,,,,,,,0.0,2600000.0,,,,,,,8500000.0,,55400000.0,,,,,61400000.0,,,,6000000.0,-1800000.0,,21500000.0,,0.0,,,,61500000.0,18300000.0,,,,130400000.0,,,,,,,,,,,,,,,,8000000.0,,,73300000.0,-2800000.0,26086957.0,,-600000.0,,,,33900000.0,,,800000.0,,,99800000.0,,,0.23,,9000000.0,,,,,6000000.0,,13500000.0,6000000.0,,,,,13000000.0,,,,,1900000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,
825552000,48600000.0,800000.0,-2500000.0,,2200000.0,48600000.0,,0.0,,600000.0,,-3200000.0,12300000.0,2600000.0,-700000.0,4300000.0,,-100000.0,,,,,,,,,,,15800000.0,44200000.0,8200000.0,3400000.0,14500000.0,17400000.0,8000000.0,67000000.0,19600000.0,8700000.0,700000.0,,15800000.0,,2800000.0,,,,8700000.0,,,19000000.0,300000.0,12300000.0,1800000.0,,16900000.0,,13800000.0,,200000.0,8200000.0,32000000.0,154900000.0,,-4300000.0,,17400000.0,,1300000.0,600000.0,,44200000.0,,,44200000.0,1000000.0,,,-4600000.0,,,,13200000.0,0.0,1000000.0,,0.0,,25686275.0,-100000.0,,3100000.0,,35500000.0,13100000.0,,,44200000.0,53000000.0,167100000.0,,100100000.0,2100000.0,-1400000.0,,14700000.0,2600000.0,0.0,,,,12300000.0,19000000.0,,,-400000.0,122900000.0,8000000.0,49600000.0,,,,,40700000.0,,,-3200000.0,,-11500000.0,,,122900000.0,2500000.0,0.51,53000000.0,75400000.0,11400000.0,,,400000.0,,,,20800000.0,13100000.0,,-700000.0,,26734694.0,101900000.0,75400000.0,40500000.0,,31900000.0,1600000.0,,13100000.0,200000.0,-1200000.0,2100000.0,32000000.0,12200000.0,2100000.0,,47400000.0,200000.0,0.49,11600000.0,40500000.0,,1200000.0,3800000.0,1200000.0,154900000.0,40700000.0,,101900000.0,,,,,,,,,,,,,,,,,,,,,
833500800,51400000.0,600000.0,,,,,,,,800000.0,,-3400000.0,,,-4300000.0,-2600000.0,,0.0,,,,26666667.0,,,,,,,,,,,-500000.0,-7400000.0,7600000.0,,,11700000.0,700000.0,,17400000.0,,3100000.0,,,,,,,,,,,,,,-4800000.0,,,10500000.0,35500000.0,160100000.0,,,,,,,600000.0,,36800000.0,,0.09,36800000.0,,,,,,,,,44200000.0,3700000.0,,,,,,,3800000.0,,43800000.0,,,,,55800000.0,,,,2400000.0,-4300000.0,,16900000.0,,0.0,,,,15400000.0,20800000.0,,,,124600000.0,,,,,,,,-100000.0,,,,,,,,3200000.0,,,77800000.0,-3600000.0,26666667.0,,-200000.0,,,,26900000.0,,,0.0,,,104300000.0,,40500000.0,0.09,,-2800000.0,,,,,2400000.0,,13700000.0,2400000.0,,,-100000.0,,13100000.0,,,,,2100000.0,,40400000.0,,,,,,,,,,,,,,,,,,,,,,,
841449600,59100000.0,500000.0,,,,,,,,700000.0,,-3600000.0,,,-4200000.0,400000.0,,0.0,,,,25625000.0,,,,,,,,,,,-4000000.0,-8100000.0,7600000.0,,,14400000.0,1200000.0,,21400000.0,,5300000.0,,,,,,,,,,,,,,-8200000.0,,,10300000.0,39300000.0,168100000.0,,,,,,,600000.0,,28700000.0,,0.15,28700000.0,,,,,,,,,0.0,4500000.0,,,,,,,6100000.0,,50500000.0,,,,,59300000.0,,,,4100000.0,-4500000.0,,19300000.0,,0.0,,,,18900000.0,25000000.0,,,,128800000.0,,,,,,,,,,,,,,,,5500000.0,,,81900000.0,-8700000.0,27333333.0,,-200000.0,,,,31200000.0,,,-300000.0,,,108800000.0,,40500000.0,0.16,,-7700000.0,,,,,4100000.0,,13800000.0,4100000.0,,,-100000.0,,13200000.0,,,,,2100000.0,,40400000.0,,,,,,,,,,,,,,,,,,,,,,,
849312000,62800000.0,300000.0,,,,,,400000.0,,300000.0,,-3800000.0,,8800000.0,-2900000.0,9200000.0,,0.0,,,,26000000.0,,,,,,,,,,,-12400000.0,-14200000.0,15400000.0,,,22400000.0,2300000.0,,24100000.0,,10100000.0,,,,,,,,,,,,,,-15300000.0,,,10100000.0,49600000.0,193700000.0,,,,,,,700000.0,,14600000.0,,0.28,14600000.0,,,,,,,,,0.0,5100000.0,,,,,,,10800000.0,,74500000.0,,,,,76700000.0,,,,7800000.0,-11000000.0,,29100000.0,,0.0,,,,36300000.0,27900000.0,,,,144100000.0,,,,,,,,,,,,,,,,10100000.0,,,89700000.0,-20900000.0,27857143.0,,-600000.0,,,,45400000.0,,,-8100000.0,,,117000000.0,,40500000.0,0.3,,-3700000.0,,,,,7800000.0,,19000000.0,7800000.0,,,-100000.0,,18300000.0,,,,,2500000.0,,40400000.0,,,,,,,,,,,,,,,,,,,,,,,
857088000,68300000.0,300000.0,-19700000.0,,2700000.0,68300000.0,,600000.0,,500000.0,,-4000000.0,21300000.0,4000000.0,-1900000.0,-4100000.0,,100000.0,,,,,,,,,,,25800000.0,25800000.0,9900000.0,1900000.0,18800000.0,11300000.0,13300000.0,82800000.0,25400000.0,14700000.0,800000.0,,25800000.0,,3700000.0,,,,14700000.0,,,29800000.0,-9800000.0,-18400000.0,2300000.0,,22200000.0,,16900000.0,,-100000.0,9900000.0,49000000.0,182200000.0,,-23100000.0,,22700000.0,,1700000.0,800000.0,,25800000.0,,,25800000.0,2600000.0,,,-13300000.0,,,,2900000.0,0.0,2600000.0,,0.0,,13884804.0,100000.0,,4700000.0,,44200000.0,17200000.0,,,25800000.0,61700000.0,213000000.0,,130200000.0,2900000.0,-3300000.0,,17500000.0,4000000.0,0.0,,,,21300000.0,29800000.0,,,-500000.0,133200000.0,13300000.0,60100000.0,,,,,40400000.0,,,-4000000.0,,-20700000.0,,,133200000.0,3900000.0,1.24,61700000.0,92500000.0,12500000.0,,,500000.0,,,,26700000.0,17200000.0,,-1400000.0,,27500000.0,120500000.0,92500000.0,40500000.0,,44200000.0,-5500000.0,,17200000.0,1400000.0,-11400000.0,2900000.0,49000000.0,13600000.0,2900000.0,,57400000.0,-100000.0,1.24,12800000.0,40500000.0,,2100000.0,5000000.0,2100000.0,182200000.0,40400000.0,,120500000.0,,,,,,,,,,,,,,,,,,,,,
865036800,64500000.0,400000.0,,,,,,500000.0,,700000.0,,-4300000.0,,,-700000.0,-3500000.0,,0.0,,,,27692308.0,,,,,,,,,,,4000000.0,-200000.0,13000000.0,,,17900000.0,1000000.0,,26100000.0,,4600000.0,,,,,,,,,,,,,,3300000.0,,,9700000.0,48800000.0,185000000.0,,,,,,,900000.0,,25600000.0,,0.12,25600000.0,,,,,,,,,25800000.0,2100000.0,,,,,,,5700000.0,,52400000.0,,,,,60500000.0,,,,3600000.0,-700000.0,,20600000.0,,0.0,,,,20000000.0,30400000.0,,,,136200000.0,,,,,,,,-200000.0,,,,,,,,4800000.0,,,96100000.0,-600000.0,30000000.0,,100000.0,,,,31800000.0,,,0.0,,,124500000.0,,40500000.0,0.13,,3800000.0,,,,,3600000.0,,15800000.0,3600000.0,,,0.0,,14900000.0,,,,,3600000.0,,40500000.0,,,,,,,,,,,,,,,,,,,,,,,
872985600,64700000.0,700000.0,,,,,,2500000.0,,800000.0,,-4600000.0,,,-900000.0,17400000.0,,-100000.0,,,,26818182.0,,,,,,,,,,,0.0,14900000.0,15800000.0,,,21100000.0,1700000.0,,25400000.0,,7600000.0,,,,,,,,,,,,,,-900000.0,,,9500000.0,50700000.0,210200000.0,,,,,,,1000000.0,,40500000.0,,0.21,40500000.0,,,,,,,,,0.0,800000.0,,,,,,,8700000.0,,60900000.0,,,,,77300000.0,,,,5900000.0,-2600000.0,,24200000.0,,0.0,,,,21900000.0,30000000.0,,,,159500000.0,,,,,,,,300000.0,,,,,,,,7700000.0,,,102000000.0,-6700000.0,28095238.0,,0.0,,,,36700000.0,,,-3400000.0,,,132900000.0,,55500000.0,0.22,,-200000.0,,,,,5900000.0,,16500000.0,5900000.0,,,-100000.0,,15500000.0,,,,,4300000.0,,55400000.0,,,,,,,,,,,,,,,,,,,,,,,
880848000,68400000.0,500000.0,,,,,,1000000.0,,1000000.0,,-4900000.0,,,-500000.0,1100000.0,,100000.0,,,,27058824.0,,,,,,,,,,,-5600000.0,-5300000.0,15700000.0,,,29200000.0,2700000.0,,25500000.0,,11900000.0,,,,,,,,,,,,,,-6100000.0,,,9200000.0,50400000.0,229900000.0,,,,,,,1000000.0,,35200000.0,,0.32,35200000.0,,,,,,,,,0.0,2000000.0,,,,,,,13400000.0,,82800000.0,,,,,86700000.0,,,,9200000.0,-700000.0,,32800000.0,,0.0,,,,31200000.0,30400000.0,,,,179500000.0,,,,,,,,100000.0,,,,,,,,12400000.0,,,111200000.0,-15600000.0,28750000.0,,-600000.0,,,,50000000.0,,,-200000.0,,,143200000.0,,55500000.0,0.34,,-3700000.0,,,,,9200000.0,,20400000.0,9200000.0,,,0.0,,19400000.0,,,,,4600000.0,,55500000.0,,,,,,,,,,,,,,,,,,,,,,,
888624000,71400000.0,500000.0,-3100000.0,,4000000.0,71400000.0,,2700000.0,,1000000.0,,-4900000.0,22600000.0,,-1200000.0,2700000.0,,0.0,,,,,,,,,,,26300000.0,55700000.0,9000000.0,17600000.0,19200000.0,20500000.0,15400000.0,99000000.0,34100000.0,21200000.0,1100000.0,,26300000.0,,4700000.0,,,,21200000.0,,,31200000.0,-3800000.0,29900000.0,3500000.0,,28800000.0,,18000000.0,,0.0,9000000.0,50700000.0,227600000.0,,-5400000.0,,30100000.0,,2200000.0,1100000.0,,55700000.0,,,55700000.0,1400000.0,,,-3300000.0,,,,17700000.0,0.0,1400000.0,,0.0,,26856463.0,0.0,,6300000.0,,52000000.0,22300000.0,,,55700000.0,78100000.0,248100000.0,,149100000.0,3600000.0,-1400000.0,,21300000.0,,0.0,,,,22600000.0,31200000.0,,,-200000.0,176900000.0,15400000.0,68900000.0,,,,,55500000.0,,,-4900000.0,,-8500000.0,,,176900000.0,5200000.0,0.83,78100000.0,114900000.0,14400000.0,,,300000.0,,,,30700000.0,22300000.0,,-200000.0,,28850689.0,149500000.0,114900000.0,55500000.0,,25800000.0,-3000000.0,,22300000.0,6700000.0,14300000.0,3600000.0,50700000.0,16100000.0,3600000.0,,64900000.0,0.0,0.77,15000000.0,55500000.0,,5200000.0,6500000.0,5200000.0,227600000.0,55500000.0,,149500000.0,,,,,,,,,,,,,,,,,,,,,
896572800,78500000.0,800000.0,,,,,,,,900000.0,,-5500000.0,,,-3800000.0,-800000.0,,0.0,,,,26666667.0,,,,,,,,,,,-14600000.0,-20200000.0,15900000.0,,,20400000.0,1200000.0,,29700000.0,,6000000.0,,,,,,,,,,,,,,-18400000.0,,,8700000.0,54300000.0,230100000.0,,,,,,,1100000.0,,35500000.0,,0.17,35500000.0,,,,,,,,,55700000.0,800000.0,,,,,,,7300000.0,,64100000.0,,,,,76600000.0,,,,4800000.0,-4800000.0,,26100000.0,,0.0,,,,21200000.0,35200000.0,,,,175800000.0,,,-800000.0,,,,,,,,,,,,,6200000.0,,,119700000.0,-20500000.0,28235294.0,,-200000.0,,,,38000000.0,,,-1000000.0,,,153500000.0,,55500000.0,0.18,,-7100000.0,,,,,4800000.0,,19900000.0,4800000.0,,,-100000.0,,18800000.0,,,,,10000000.0,,55400000.0,,,,,,,,,,,,,,,,,,,,,,,
904521600,99900000.0,600000.0,,,,,,,,900000.0,,-5900000.0,,10000000.0,-4000000.0,10600000.0,,10000000.0,,,,27777778.0,,,,,,,,,,,-13500000.0,-11000000.0,19600000.0,,,24100000.0,1800000.0,,33300000.0,,9300000.0,,,,,,,,,,,,,,-17500000.0,,,8500000.0,61400000.0,252100000.0,,,,,,,1100000.0,,24500000.0,,0.26,24500000.0,,,,,,,,,0.0,900000.0,,,,,,,10800000.0,,72200000.0,,,,,90400000.0,,,,7500000.0,-8200000.0,,29800000.0,,0.0,,,,35000000.0,39200000.0,,,,190700000.0,,,600000.0,,,,,,,,,,,,,9700000.0,,,127200000.0,-21800000.0,28846154.0,,-200000.0,,,,42400000.0,,,-4200000.0,,,161700000.0,,55500000.0,0.27,,-21400000.0,,,,,7500000.0,,20100000.0,7500000.0,,,-100000.0,,19000000.0,,,,,9700000.0,,55400000.0,,,,,,,,,,,,,,,,,,,,,,,
912384000,98500000.0,300000.0,,,,,,,,800000.0,,-7000000.0,,4800000.0,-7800000.0,-6600000.0,,200000.0,,,,28461538.0,,,,,,,,,,,9200000.0,-15000000.0,15200000.0,,,30100000.0,2800000.0,,38900000.0,,13900000.0,,,,,,,,,,,,,,1400000.0,,,45400000.0,99500000.0,289800000.0,,,,,,,1200000.0,,9400000.0,,0.37,9400000.0,,,,,,,,,0.0,4800000.0,,,,,,,15500000.0,,89100000.0,,,,,95100000.0,,,,11100000.0,-17500000.0,,37200000.0,,0.0,,,,39700000.0,45900000.0,,,,190300000.0,,,,,,,,,,,,,,,,14300000.0,,,138300000.0,-3200000.0,30000000.0,,-300000.0,,,,51900000.0,,,-9700000.0,,,194700000.0,,55500000.0,0.39,,4600000.0,,,,,11100000.0,,22900000.0,11100000.0,,,-100000.0,,21700000.0,,,,,5700000.0,,55400000.0,,,,,,,,,,,,,,,,,,,,,,,
920160000,90300000.0,700000.0,-15700000.0,,5000000.0,90300000.0,,,,700000.0,,-6900000.0,38700000.0,10000000.0,-2100000.0,-400000.0,,-5500000.0,,,,,,,,,,,42500000.0,33700000.0,47000000.0,11700000.0,30600000.0,24200000.0,14800000.0,124200000.0,41300000.0,27100000.0,1200000.0,,42500000.0,,6000000.0,,,,27100000.0,,,49400000.0,-18700000.0,-22000000.0,3300000.0,,35400000.0,,28500000.0,,0.0,47000000.0,104300000.0,294000000.0,,-36400000.0,,36300000.0,,2400000.0,1600000.0,,33700000.0,,,33700000.0,1600000.0,,,-17700000.0,,,,2800000.0,0.0,1600000.0,,0.0,,28278545.0,-6600000.0,,7700000.0,,69100000.0,28300000.0,,,33700000.0,94200000.0,294500000.0,,170300000.0,4800000.0,-5900000.0,,31100000.0,10000000.0,0.0,,,,38700000.0,49400000.0,,,-500000.0,189700000.0,14800000.0,87900000.0,,,,,55500000.0,,,-6900000.0,,-22000000.0,,,189700000.0,6100000.0,1.0,94200000.0,143200000.0,23500000.0,,,200000.0,,,,38000000.0,28300000.0,,-3800000.0,,29596189.0,199800000.0,143200000.0,55500000.0,,55700000.0,8200000.0,,28300000.0,1100000.0,-6000000.0,4800000.0,104300000.0,25000000.0,4800000.0,,82900000.0,0.0,0.96,23400000.0,55500000.0,-100000.0,5900000.0,7100000.0,5900000.0,294000000.0,55500000.0,,199800000.0,,,,,,,,,,,,,,,,,,,,,
928108800,80100000.0,500000.0,,,,,,,,500000.0,,-7400000.0,,,-2500000.0,-10000000.0,,0.0,,,,29000000.0,,,,,,,,,,,11700000.0,-3100000.0,14600000.0,,,27500000.0,1500000.0,,44600000.0,,7300000.0,,,,,,,,,,,,,,9200000.0,,,46800000.0,106000000.0,291300000.0,,,,,,,1500000.0,,30600000.0,,0.2,30600000.0,,,,,,,,,33700000.0,2700000.0,,,,,,-1600000.0,8900000.0,,72200000.0,,,,,85600000.0,,,,5800000.0,-4700000.0,,30500000.0,,0.0,,,,30200000.0,52000000.0,,,,185300000.0,,,,,,,,100000.0,,,,,,,,7400000.0,,,149000000.0,3800000.0,29000000.0,,,,,,41700000.0,,,-600000.0,,,205700000.0,,55500000.0,0.2,,10200000.0,,,,,5800000.0,,23100000.0,5800000.0,,,-100000.0,,21600000.0,,,,,8100000.0,,55400000.0,,,,,,,,,,,,,,,,,,,,,,,
936057600,94900000.0,5900000.0,,,,,,,,800000.0,,-7400000.0,,10000000.0,-3000000.0,10600000.0,,0.0,,,,28928571.0,,,,,,,,,,,-19700000.0,-11900000.0,16900000.0,,,31800000.0,700000.0,,46600000.0,,8800000.0,,,,,,16800000.0,,,,,,,,-22700000.0,,,47200000.0,110700000.0,314800000.0,,,,,,,1600000.0,,18700000.0,,0.27,35500000.0,,,,,,2900000.0,,,0.0,3500000.0,,,,,,,5400000.0,,71600000.0,,,,,100800000.0,,,,8100000.0,-2900000.0,,28700000.0,,18700000.0,,,,45300000.0,54000000.0,,,,204100000.0,,,,,,,,-200000.0,,,,,,,,3800000.0,,,157200000.0,-23800000.0,30000000.0,,,,,,42900000.0,,,-1500000.0,,,214000000.0,,55500000.0,0.28,,-15300000.0,,,,,8100000.0,,24900000.0,8100000.0,,,0.0,,23300000.0,,,,,6600000.0,,55500000.0,,,,,,,,,,,,,,,,,,,,,,,
943920000,98400000.0,500000.0,,,,,,100000.0,,1100000.0,,-8100000.0,,4800000.0,-1800000.0,-6900000.0,,-5200000.0,,,,29146580.0,,,,,,,,,,,16100000.0,6300000.0,17200000.0,,,35900000.0,1300000.0,,47300000.0,,7300000.0,,,,,,1300000.0,,,,,,,,14300000.0,,,46500000.0,111000000.0,319300000.0,,,,,,,1700000.0,,25000000.0,,0.2,26300000.0,,,,,,2900000.0,,,18700000.0,4700000.0,,,,,,,9600000.0,,89600000.0,,,,,100900000.0,,,,6000000.0,-3000000.0,,35300000.0,,25000000.0,,,,45400000.0,55400000.0,,,,208300000.0,,,,,,,,-100000.0,,,,,,,,7900000.0,,,161800000.0,4000000.0,29768370.0,,-800000.0,,,,54300000.0,,,-1200000.0,,,218400000.0,,55500000.0,0.21,,-3600000.0,,,,,6000000.0,,27400000.0,6000000.0,,,0.0,,25700000.0,,,,,7700000.0,,55500000.0,,,,,,,,,,,,,,,,,,,,,,,
951782400,96959000.0,308000.0,-6671000.0,,6921000.0,96959000.0,,47000.0,,1030000.0,,-6212000.0,39628000.0,450000.0,-1040000.0,-7029000.0,,0.0,,,,,,,,,2884000.0,,47739000.0,35259000.0,46354000.0,28630000.0,20530000.0,9274000.0,16136000.0,120749000.0,16340000.0,32883000.0,-3414000.0,,47739000.0,,-10303000.0,,,,32883000.0,,994000.0,53951000.0,-4589000.0,574000.0,3530000.0,,13097000.0,,19490000.0,,0.0,46354000.0,110229000.0,304252000.0,,-14727000.0,,9419000.0,,7208000.0,2121000.0,,34265000.0,,,35259000.0,6295000.0,,,-8340000.0,,2884000.0,,-13329000.0,25000000.0,6295000.0,,34265000.0,,29052788.0,0.0,,-7560000.0,,66213000.0,13111000.0,,,34265000.0,94628000.0,299513000.0,,178764000.0,-6889000.0,-4127000.0,,26349000.0,450000.0,34265000.0,,,,39628000.0,53951000.0,,,-1112000.0,194023000.0,16136000.0,111330000.0,-2276000.0,994000.0,,,55000000.0,,,-6212000.0,,7712000.0,-4076000.0,,194023000.0,-9681000.0,0.45,94628000.0,153246000.0,23712000.0,,,-212000.0,,,,39864000.0,13111000.0,,-1289000.0,,29885260.0,209624000.0,153246000.0,55000000.0,,33691000.0,2029000.0,,13111000.0,747000.0,20290000.0,-6889000.0,110229000.0,36030000.0,-6889000.0,,104409000.0,0.0,0.44,33909000.0,55000000.0,,8889000.0,-14000.0,8889000.0,304252000.0,55000000.0,,209624000.0,,,,,,,,,,,,,,,,,,,,,
959731200,100755000.0,404000.0,,,,,,8000.0,,982000.0,,-7099000.0,,450000.0,-3991000.0,-1275000.0,,0.0,,,,28716934.0,,,,,,,,,,,-5915000.0,-16984000.0,20856000.0,,,35805000.0,615000.0,,47420000.0,,2949000.0,,,,,,588000.0,,,,,,,,-9906000.0,,,53962000.0,122238000.0,308218000.0,,,-3312000.0,,,,1878000.0,,17281000.0,,0.08,17869000.0,,,,,,2865000.0,,,34265000.0,9291000.0,,,,,,,5405000.0,,76111000.0,,,,,100546000.0,,,,2334000.0,-9794000.0,,31807000.0,,17281000.0,,,,45546000.0,54519000.0,,,,185980000.0,,,-1283000.0,,,,,,,,,,,,,3527000.0,,,154969000.0,-10787000.0,29117349.0,,215000.0,,,,44304000.0,,,-3598000.0,,,207672000.0,,55000000.0,0.08,,-2394000.0,,,,,2334000.0,,28280000.0,2334000.0,,,0.0,,26402000.0,,,,,8381000.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
967680000,105523000.0,439000.0,,,,,,131000.0,,1038000.0,,-7867000.0,,450000.0,1328000.0,-1226000.0,,0.0,,,,28479321.0,,,,,,,,,,,-9442000.0,-11285000.0,19137000.0,,,35720000.0,-128000.0,,48706000.0,,3618000.0,,,,,,767000.0,,,,,,,,-8114000.0,,,52809000.0,120652000.0,313777000.0,,,-3908000.0,,,,2185000.0,,5996000.0,,0.13,6763000.0,,,,,,2844000.0,,,17281000.0,12409000.0,,,,,,,6402000.0,,88233000.0,,,,,103579000.0,,,,3746000.0,-617000.0,,36002000.0,,5996000.0,,,,48579000.0,56573000.0,,,,193125000.0,,,-1357000.0,,,,,,,,,,,,,4217000.0,,,158407000.0,-15478000.0,28793026.0,,256000.0,,,,52231000.0,,,-1945000.0,,,210198000.0,,55000000.0,0.13,,-4768000.0,,,,,3746000.0,,31785000.0,3746000.0,,,0.0,,29600000.0,,,,,8379000.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
