,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
883526400,8465000.0,1739000.0,-12171000.0,21474000.0,,,179561000.0,,,,-52672000.0,-13920000.0,-36584000.0,5106000.0,,98699000.0,-7024000.0,,-1.979585,,,6575000.0,-11965000.0,12521000.0,,-2099000.0,,,,-6086000.0,-3825000.0,-647000.0,92124000.0,-11743000.0,-3288000.0,-13360000.0,,-85059000.0,,6085000.0,94992000.0,,,,8464000.0,44348000.0,,,,,,-1698000.0,98699000.0,15319000.0,135354000.0,,-39032000.0,,,20495000.0,133955000.0,989000.0,,906000.0,,6575000.0,27420000.0,-11984000.0,,-78274000.0,-1.979585,126889000.0,113460000.0,-94581000.0,,,5391000.0,-52672000.0,,-11096000.0,,98210000.0,-3115000.0,,,-85059000.0,-85059000.0,,29029000.0,-3637000.0,,,,,-4765000.0,8465000.0,-42879000.0,-82597000.0,,-82597000.0,-19554000.0,3919000.0,94992000.0,6085000.0,101497000.0,,-1694000.0,,-1329000.0,8044000.0,,,-85538000.0,,,,7089000.0,,234053000.0,,,39172000.0,11961000.0,20495000.0,42968097.0,-78274000.0,,,8044000.0,,,,,101497000.0,,,0.0,5326000.0,48196000.0,128000.0,-83800000.0,,126889000.0,27420000.0,92124000.0,-12171000.0,12521000.0,3199000.0,-2448000.0,113460000.0,,5806000.0,92124000.0,64704000.0,115132000.0,0.0,,92124000.0,-6155000.0,,135354000.0,42968097.0,,,,64704000.0,179561000.0,,,,,2020000.0,-6295000.0,-15861000.0,-98419000.0,133955000.0,,,-82597000.0,-3288000.0,234053000.0,3919000.0,,,,,,,,,,,,,,,
891302400,,-282000.0,,,,,,,,,,,,,,,-1269000.0,47152989.0,,,,,-846000.0,,,,,,,,1692000.0,-564000.0,80652000.0,-9377000.0,,,,,,,0.0,,-0.04935,,,,,,,,,3737000.0,0.0,,,,,,,0.0,,-1621000.0,,1199000.0,,,,-776000.0,,,,,,-3103000.0,,,10787000.0,,,-8813000.0,,,-987000.0,,,,,,,,,,,,-1833000.0,,,-2327000.0,-0.04935,-2327000.0,-12126000.0,,,,,,141000.0,,,,,,423000.0,,,,7050000.0,,,,,,,,,,,,,,,,,,47152989.0,,,5006000.0,,-846000.0,,,,,,,,2961000.0,,,,,,,92849000.0,,,,,,,,,,,,,,,,,2186000.0,,-10646000.0,,,,,-2327000.0,0.0,0.0,,,,,,,,,,,,,,,,
899164800,,78000.0,-12722000.0,,,,189940000.0,,,,,,,,,,-1155000.0,50002450.0,,,,4966000.0,-787000.0,12109000.0,,,,,,,2042000.0,-48000.0,110005000.0,-9603000.0,,,,,,,152523000.0,,-0.040818,,,,,,,,,3334000.0,141026000.0,,,,,,,19321000.0,,3390000.0,,884000.0,,,26055000.0,-612000.0,,-7415000.0,,138713000.0,113066000.0,-2653000.0,,,11293000.0,-51227000.0,,-9555000.0,,,65207000.0,,,,,,,,,,,,3738000.0,10137000.0,,-2041000.0,-0.040818,-2041000.0,59203000.0,3810000.0,,5307000.0,,,68229000.0,,,,,,748000.0,,,,7959000.0,,,,,,,,,,,,6191000.0,,,,,103065000.0,50002450.0,,,4489000.0,,30000.0,,,,,,,,3094000.0,,,,,136060000.0,110005000.0,80652000.0,0.0,,,,,148850000.0,,,,,,,,,,,2245000.0,,-5817000.0,,132387000.0,,,-2041000.0,-3130000.0,289876000.0,,,,,,,,,,,,,,,,
907113600,,-253000.0,-13789000.0,,,,193894000.0,,,,,,,,,,-1241000.0,55721937.0,,,,6338000.0,-458000.0,7515000.0,,,,,,,1569000.0,-499000.0,88615000.0,-12453000.0,,,,,,,144489000.0,,-0.045745,,,,,,,,,2876000.0,118218000.0,,,,,,,13789000.0,,649000.0,,850000.0,,,23265000.0,-327000.0,,-9606000.0,,144685000.0,113904000.0,-2876000.0,,,9999000.0,-49209000.0,,-11954000.0,,,-6973000.0,,,,,,,,,,,,513000.0,14050000.0,,-2549000.0,-0.045745,-2549000.0,-18846000.0,4116000.0,,5490000.0,,,-2563000.0,,,,,,588000.0,,,,7123000.0,,,,,,,,,,,,5424000.0,,,,,104364000.0,55721937.0,,,4117000.0,,32000.0,,,,,,,,2571000.0,,,,,111880000.0,88615000.0,110005000.0,0.0,,,,,158735000.0,,,,,,,,,,,2222000.0,,-11441000.0,,127693000.0,,,-2549000.0,-4189000.0,276953000.0,,,,,,,,,,,,,,,,
915062400,17442000.0,134000.0,4651000.0,17507000.0,,,209692000.0,,,,-54781000.0,-3876000.0,-43347000.0,3553000.0,,105750000.0,-1123000.0,,-0.14858,,,7235000.0,-1785000.0,6783000.0,,-323000.0,,,,15827000.0,1879000.0,78000.0,75517000.0,-12947000.0,-7105000.0,-3295000.0,,-7429000.0,,4522000.0,143089000.0,,,,8527000.0,40763000.0,,,,,,3510000.0,105750000.0,12920000.0,172353000.0,,-40052000.0,,,13178000.0,131461000.0,,2068000.0,939000.0,,7235000.0,,-1661000.0,,-11370000.0,-0.14858,154911000.0,118283000.0,-2424000.0,711000.0,,9918000.0,-54781000.0,,-13025000.0,,59755000.0,-334000.0,,,-7429000.0,-7429000.0,,27843000.0,-840000.0,,,,,877000.0,17442000.0,-44380000.0,-763000.0,,-763000.0,-12404000.0,4394000.0,143089000.0,4522000.0,104264000.0,,-626000.0,,,9625000.0,,22998000.0,756000.0,,,,6408000.0,,278103000.0,,,56913000.0,11628000.0,13178000.0,50000000.0,-11370000.0,,22998000.0,9625000.0,,,,,104264000.0,,,0.0,4633000.0,65181000.0,-56000.0,2455000.0,,154911000.0,,75517000.0,4651000.0,6783000.0,3002000.0,3295000.0,118283000.0,,7041000.0,75517000.0,75517000.0,88615000.0,0.0,,75517000.0,-4587000.0,,172353000.0,50000000.0,,,,75517000.0,209692000.0,,,,,2057000.0,-1033000.0,-12148000.0,-10724000.0,131461000.0,,,-763000.0,214000.0,278103000.0,4394000.0,,,,,,,,,,,,,,,
922838400,,,4638000.0,,,,225846000.0,,,,,,,,,,-994000.0,52015094.0,,,,6493000.0,-729000.0,5168000.0,-1524000.0,,,,,,1391000.0,0.0,59691000.0,-14575000.0,,,,,,,143034000.0,,-0.033125,,,,,,,,729000.0,2650000.0,88709000.0,,,,,,,9209000.0,,-132000.0,,994000.0,,,,-596000.0,,-13250000.0,,169666000.0,120243000.0,-2319000.0,,,10136000.0,-56180000.0,,-14575000.0,,,-795000.0,,,,,,,,,,,,-2319000.0,17689000.0,,-1723000.0,-0.033125,-1723000.0,-16629000.0,4636000.0,,3246000.0,,,331000.0,,,,,22525000.0,132000.0,,,,7486000.0,,,,,,,,,,,,9408000.0,,,,,106199000.0,52015094.0,,,3644000.0,,-1060000.0,,,,,,,,2385000.0,,,,,59691000.0,59691000.0,76320000.0,0.0,,,,,187355000.0,,,,,,,,,,,2120000.0,,-16894000.0,,129452000.0,,,-1723000.0,-66000.0,276064000.0,,,,,,,,,,,,,,,,
930700800,,,4568000.0,,,,246539000.0,,,,,,,,,,-3819000.0,60009219.0,,,,6817000.0,,4364000.0,4387000.0,,,,,,-1431000.0,69000.0,43772000.0,-20401000.0,,,,,,,140451000.0,,-0.047726,,,,,,,,4112000.0,681000.0,68998000.0,,,,,,,9613000.0,,64000.0,,1159000.0,,,,-477000.0,,-16159000.0,,188722000.0,121565000.0,-3341000.0,,,7227000.0,-57817000.0,,-20470000.0,,,318000.0,,,,,,,,,,,,3478000.0,17523000.0,,-2864000.0,-0.047726,-2864000.0,-15825000.0,4977000.0,,3340000.0,,,214000.0,,,,,18409000.0,1500000.0,,,,6546000.0,,,,,,,,,,,,9409000.0,,,,,107179000.0,60009219.0,,,4500000.0,,37000.0,,,,,,,,2388000.0,,,,,43772000.0,43772000.0,59691000.0,0.0,,,,,206245000.0,,,,,,,,,,,2182000.0,,-16992000.0,,131178000.0,,,-2864000.0,67000.0,275243000.0,,,,,,,,,,,,,,,,
938649600,,,18401000.0,,,,260469000.0,,,,,,,,,,-4430000.0,56921948.0,,,,9949000.0,,6883000.0,11858000.0,,,,,,-1775000.0,-69000.0,34825000.0,-15523000.0,,,,,,,135823000.0,,-0.088595,,,,,,,,13560000.0,-1295000.0,49613000.0,,,,,,,10972000.0,,-1000.0,,886000.0,,,,-3135000.0,,-21195000.0,,202678000.0,121444000.0,-8178000.0,,,5588000.0,-57791000.0,,-15454000.0,,,409000.0,,,,,,,,,,,,6474000.0,19219000.0,,-5043000.0,-0.088595,-5043000.0,-8981000.0,5044000.0,,3271000.0,,,409000.0,,,,,4839000.0,-2045000.0,,,,6883000.0,,,,,,,,,,,,8246000.0,,,,,108154000.0,56921948.0,,,3135000.0,,1000.0,,,,,,,,2655000.0,,,,,34825000.0,34825000.0,43772000.0,0.0,,,,,221897000.0,,,,,,,,,,,2181000.0,,-8980000.0,,132416000.0,,,-5043000.0,-1000.0,271510000.0,,,,,,,,,,,,,,,,
946598400,33661000.0,,18593000.0,13409000.0,,,280558000.0,,,,-60756000.0,-7949000.0,-68913000.0,4078000.0,,40781000.0,-6214000.0,,-0.283392,,,6221000.0,-3315000.0,9746000.0,485000.0,,,,,-53706000.0,-8182000.0,-69000.0,22602000.0,-18483000.0,-2972000.0,-8294000.0,,-14653000.0,,4631000.0,135821000.0,,,,8640000.0,29583000.0,,,,,-4093000.0,-5277000.0,40781000.0,-2143000.0,253463000.0,,-71816000.0,,,16243000.0,155105000.0,70000.0,15206000.0,1079000.0,,6221000.0,,-4137000.0,,-27302000.0,-0.283392,219802000.0,138862000.0,-9113000.0,14308000.0,,6685000.0,-60756000.0,,-18414000.0,,76239000.0,18039000.0,,,-14653000.0,-14653000.0,,31726000.0,-1106000.0,,,,,-10536000.0,33661000.0,-68982000.0,-4976000.0,,-4976000.0,-12271000.0,5045000.0,135821000.0,4631000.0,124140000.0,,6096000.0,,1000.0,9677000.0,,11958000.0,-1040000.0,,,,11962000.0,,294244000.0,,,17971000.0,5460000.0,16243000.0,53331000.0,-27302000.0,,11958000.0,9677000.0,,,,,124140000.0,,,0.0,937000.0,7050000.0,-84000.0,-1313000.0,,219802000.0,,22602000.0,18593000.0,9746000.0,-1968000.0,-2903000.0,138862000.0,,-10092000.0,22602000.0,22602000.0,34825000.0,0.0,,22602000.0,-15552000.0,,253463000.0,53331000.0,,,,22602000.0,280558000.0,,,,,2166000.0,-69000.0,-28950000.0,-22947000.0,155105000.0,,,-4976000.0,12027000.0,294244000.0,5045000.0,,,,,,,,,,,,,,,
954460800,,,18622000.0,,,,294157000.0,,,,,,,,,,-3380000.0,56659095.0,,,,6001000.0,-2276000.0,10621000.0,-3932000.0,,,,,,-966000.0,0.0,18001000.0,-14966000.0,,,,,,,132836000.0,,-0.062073,,,,,,,,-3380000.0,690000.0,39382000.0,,,,,,,14553000.0,,,,966000.0,,,,-2138000.0,,-30761000.0,,233532000.0,156768000.0,-5655000.0,,,11518000.0,-60625000.0,,-14966000.0,,,17036000.0,,,,,,,,,,,,-6759000.0,34554000.0,,-3517000.0,-0.062073,-3517000.0,-4621000.0,5379000.0,,3173000.0,,,483000.0,,,,,15380000.0,-345000.0,,,,10828000.0,,,,,,,,,,,,8759000.0,,,,,142630000.0,56659095.0,,,4070000.0,,-1104000.0,,,,,,,,2414000.0,,,,,18001000.0,18001000.0,22622000.0,0.0,,,,,268086000.0,,,,,,,,,,,2207000.0,,-21725000.0,,171321000.0,,,-3517000.0,139000.0,307468000.0,,,,,,,,,,,,,,,,
962323200,,,10068000.0,,,,308525000.0,,,,,,,,,,-3446000.0,55563777.0,,,,810000.0,,9798000.0,3526000.0,,,,,,-927000.0,0.0,21690000.0,-16927000.0,,,,,,,129802000.0,,-0.060813,,,,,,,,5407000.0,-472000.0,41285000.0,,,,,,,14392000.0,,,,1014000.0,,,11014000.0,-2433000.0,,-34190000.0,,249131000.0,179264000.0,-5812000.0,,,11690000.0,-59394000.0,,-16927000.0,,,20263000.0,,,,,,,,,,,,678000.0,36353000.0,,-3379000.0,-0.060813,-3379000.0,3743000.0,5677000.0,,2702000.0,,,193000.0,,,,,7771000.0,-608000.0,,,,12162000.0,,,,,,,,,,,,10000000.0,,,,,163587000.0,55563777.0,,,2974000.0,,23000.0,,,,,,,,2519000.0,,,,,32704000.0,21690000.0,18001000.0,0.0,,,,,285484000.0,,,,,,,,,,,2230000.0,,-16249000.0,,193656000.0,,,-3379000.0,64000.0,326769000.0,,,,,,,,,,,,,,,,
970272000,,,4058000.0,,,,321537000.0,,,,,,,,,,-560000.0,54389000.0,,,,3405000.0,,13008000.0,-4426000.0,,,,,,1696000.0,-114000.0,9215000.0,-15402000.0,,,,,,,128881000.0,,-0.019962,,,,,,,,-10865000.0,3338000.0,33444000.0,,,,,,,16630000.0,,,,972000.0,,,,-1223000.0,,-35537000.0,,263048000.0,184746000.0,-2579000.0,,,15276000.0,-58489000.0,,-15288000.0,,,5597000.0,,,,,,,,,,,,-2967000.0,37028000.0,,-1356000.0,-0.019962,-1356000.0,-12495000.0,5138000.0,,2833000.0,,,475000.0,,,,,20824000.0,-136000.0,,,,11938000.0,,,,,,,,,,,,9964000.0,,,,,169644000.0,54389000.0,,,3898000.0,,-19000.0,,,,,,,,2256000.0,,,,,9215000.0,9215000.0,21690000.0,0.0,,,,,300076000.0,,,,,,,,,,,2204000.0,,-18255000.0,,201376000.0,,,-1356000.0,142000.0,333520000.0,,,,,,,,,,,,,,,,
978220800,39511000.0,,4665000.0,17846000.0,,,348954000.0,,,,-66457000.0,-2518000.0,-68387000.0,4223000.0,,42744000.0,7975000.0,,-0.086684,,,22317000.0,2062000.0,17188000.0,1587000.0,,,,,-8682000.0,11196000.0,68000.0,13906000.0,-21138000.0,-88000.0,-3801000.0,,-5169000.0,,6672000.0,133890000.0,,,,8859000.0,66971000.0,,,,,9515000.0,13712000.0,42744000.0,18471000.0,322008000.0,,-67053000.0,,,23860000.0,228297000.0,,-3245000.0,1322000.0,,22317000.0,,1979000.0,,-36880000.0,-0.086684,282497000.0,204437000.0,5076000.0,677000.0,,28417000.0,-66457000.0,,-21206000.0,,22588000.0,15475000.0,,,-5169000.0,-5169000.0,,48500000.0,-1064000.0,,,,,10382000.0,39511000.0,-68433000.0,3097000.0,,3097000.0,4691000.0,5567000.0,133890000.0,6672000.0,180666000.0,,5872000.0,,-344000.0,18204000.0,,6521000.0,-789000.0,,,,14705000.0,,364752000.0,,,58371000.0,10410000.0,23860000.0,54446693.0,-36880000.0,,6521000.0,18204000.0,,,,,180666000.0,,,158252000.0,5737000.0,7023000.0,36000.0,-1833000.0,,282497000.0,,13906000.0,4665000.0,17188000.0,3221000.0,1334000.0,204437000.0,,11035000.0,13906000.0,13906000.0,9215000.0,158252000.0,,13906000.0,625000.0,,322008000.0,54446693.0,,,,13906000.0,348954000.0,,,,,2233000.0,-46000.0,-10824000.0,-8970000.0,228297000.0,,,3097000.0,-433000.0,364752000.0,5567000.0,,,,,,,,,,,,,,,
985996800,,,5262000.0,,,,352530000.0,,,,,,,,,,3566000.0,56303184.0,,,,18217000.0,1336000.0,14431000.0,-5137000.0,,,,,,7554000.0,6000.0,14091000.0,-9595000.0,,,,,,,136778000.0,,-0.004494,,,,,,,,-3746000.0,9597000.0,42575000.0,,,,,,,19174000.0,,-34000.0,,1070000.0,,,,-100000.0,,-37134000.0,,289312000.0,212779000.0,-353000.0,,,20792000.0,-63218000.0,,-9601000.0,,,8715000.0,,,,,,,,,,,,771000.0,38805000.0,,-253000.0,-0.004494,-253000.0,185000.0,5882000.0,,3017000.0,,,765000.0,,,,,10267000.0,-216000.0,,,,11195000.0,,,,,,,,,,,,17801000.0,,,,,189096000.0,56303184.0,,,6031000.0,,-1116000.0,,,,,,,,3988000.0,,,,,14091000.0,14091000.0,13906000.0,159238000.0,,,,,328117000.0,,,,,,,,,,,3866000.0,,-8830000.0,,231953000.0,,,-253000.0,1566000.0,370692000.0,,,,,,,,,,,,,,,,
993859200,,,4984000.0,,,,357879000.0,,,,,,,,,,2694000.0,66799612.0,,,,23719000.0,-399000.0,11121000.0,1277000.0,,,,,,6861000.0,29000.0,87335000.0,-7425000.0,,,,,,,217399000.0,,-0.01983,,,,,,,,2712000.0,8595000.0,118609000.0,,,,,,,16719000.0,,-5686000.0,,989000.0,,,,-233000.0,,-43622000.0,,291422000.0,214033000.0,-1349000.0,,,28799000.0,-66457000.0,,-7454000.0,,,81711000.0,,,,,,,,,,,,-818000.0,40081000.0,,-1116000.0,-0.01983,-1116000.0,73244000.0,3944000.0,,5598000.0,,,82251000.0,,,,,7555000.0,-536000.0,,,,20204000.0,,,,,,,,,,,,19948000.0,,,,,190141000.0,66799612.0,,,5901000.0,,2000.0,,,,,,,,4167000.0,,,,,87335000.0,87335000.0,14091000.0,241516000.0,,,,,331503000.0,,,,,,,,,,,3860000.0,,-8272000.0,,230752000.0,,,-1116000.0,-542000.0,450112000.0,,,,,,,,,,,,,,,,
1001808000,,,5560000.0,,,,363168000.0,,,,,,,,,,-410000.0,77813997.0,,,,19995000.0,-243000.0,10461000.0,-10623000.0,,,,,,3352000.0,0.0,76413000.0,-9674000.0,,,,,,,214888000.0,,-0.070024,,,,,,,,-1939000.0,5690000.0,109802000.0,,,,,,,13906000.0,,5686000.0,,882000.0,,,,,,-48259000.0,,296711000.0,215515000.0,-4801000.0,,,20159000.0,-66457000.0,,-9421000.0,,,2754000.0,,,,,,,,,,,,-3538000.0,16198000.0,,-4801000.0,-0.070024,-4801000.0,-10922000.0,3905000.0,,1905000.0,,,1508000.0,,,,,9494000.0,-1112000.0,,,,14469000.0,,,,,,,,,,,,20407000.0,,,,,191203000.0,67061654.0,,,6100000.0,,0.0,,,,,,,,3762000.0,,,,,76413000.0,76413000.0,87335000.0,243066000.0,,,,,336232000.0,,,,,,,,,,,3279000.0,,-12959000.0,,229421000.0,,,-4801000.0,1246000.0,446034000.0,,,,,,,,,,,,,,,,
1009756800,12151000.0,,5560000.0,21531000.0,,,381316000.0,,,,-77136000.0,1441000.0,-36278000.0,4461000.0,,57126000.0,224000.0,,-0.119986,,,21637000.0,747000.0,9423000.0,-2128000.0,,,,,7274000.0,3924000.0,0.0,21180000.0,-9862000.0,-8325000.0,-37000.0,,-7655000.0,,3905000.0,211315000.0,,,,14618000.0,95461000.0,,,,,420000.0,5966000.0,57126000.0,28121000.0,338386000.0,,-40457000.0,,,14559000.0,184197000.0,107000.0,-16611000.0,1520000.0,,21637000.0,,296000.0,,-56731000.0,-0.119986,304180000.0,169638000.0,14195000.0,-2553000.0,,25195000.0,-77136000.0,,-9802000.0,,13906000.0,-44613000.0,,,-7655000.0,-7655000.0,,67340000.0,-1114000.0,,,,,-594000.0,12151000.0,-36556000.0,-1485000.0,,-1485000.0,-55233000.0,4055000.0,211315000.0,3905000.0,147266000.0,,10982000.0,,73000.0,18317000.0,,9074000.0,2200000.0,,,,19229000.0,,395512000.0,,,48567000.0,15617000.0,14559000.0,67722853.0,-56731000.0,,9074000.0,18317000.0,,,,-278000.0,147266000.0,,,247965000.0,5742000.0,95506000.0,0.0,336000.0,,304180000.0,,21180000.0,5560000.0,9423000.0,3700000.0,-4179000.0,169638000.0,,22207000.0,21180000.0,21180000.0,76413000.0,247965000.0,,21180000.0,6590000.0,,338386000.0,67722853.0,,,,21180000.0,381316000.0,,-60000.0,,,3613000.0,0.0,-10396000.0,7692000.0,184197000.0,,,-1485000.0,-10595000.0,395512000.0,4055000.0,,,,,,,,,,,,,,,
1017532800,,,94406000.0,,,,392755000.0,,,,,,,,,,3025000.0,79283000.0,,,,30107000.0,1300000.0,10753000.0,-12186000.0,,,,,,7260000.0,-9000.0,20295000.0,-14261000.0,,,,,,,349890000.0,,0.129976,,,,,,,,-21000.0,7587000.0,66868000.0,,,,,,,11711000.0,,,,1001000.0,,,,1507000.0,,-52860000.0,,315619000.0,52586000.0,7285000.0,,,25320000.0,-77136000.0,,-14252000.0,,,20450000.0,,,,,,,,,,,,-7057000.0,11133000.0,,5778000.0,0.119997,5778000.0,-885000.0,4269000.0,,949000.0,,,148976000.0,,,,,9095000.0,6184000.0,,,,17733000.0,,,,,,,,,,,,18317000.0,,,,,30000000.0,68006000.0,,,4562000.0,,-1289000.0,,,,,,,,4235000.0,,,,,20295000.0,20295000.0,21180000.0,253316000.0,,,,,347319000.0,,,,,,,,,,,1925000.0,,-21309000.0,,64297000.0,,,5778000.0,0.0,414187000.0,,,,,,,,,,,,,,,,
1025395200,,,-18864000.0,,,,404774000.0,,,,,,,,,,4898000.0,80546000.0,,,,29567000.0,,15151000.0,8391000.0,,,,,,9431000.0,-295000.0,28311000.0,-15497000.0,,,,,,,215113000.0,,0.05002,,,,,,,,198000.0,10968000.0,70967000.0,,,,,,,17814000.0,,,,1498000.0,,,,302000.0,,-193383000.0,,323746000.0,202033000.0,3662000.0,,,31193000.0,-81028000.0,,-15202000.0,,,12376000.0,,,,,,,,,,,,15867000.0,13068000.0,,3360000.0,0.05002,3360000.0,8016000.0,11453000.0,,63000.0,,,-136412000.0,,,,,9580000.0,501000.0,,,,20225000.0,,,,,,,,,,,,16830000.0,,,,,173750000.0,69050000.0,,,6070000.0,,-30000.0,,,,,,,,4533000.0,,,,,28311000.0,28311000.0,20295000.0,420179000.0,,,,,363993000.0,,,,,,,,,,,1737000.0,,665000.0,,219847000.0,,,3360000.0,0.0,434960000.0,,,,,,,,,,,,,,,,
1033344000,,,-18307000.0,,,,422947000.0,,,,,,,,,,984000.0,80923000.0,,,,18511000.0,,12134000.0,5958000.0,,,,,,4760000.0,0.0,17699000.0,-21990000.0,,,,,,,218500000.0,,-0.01,,,,,,,,-507000.0,6742000.0,49930000.0,,,,,,,13321000.0,,,,1364000.0,,,,220000.0,,-194013000.0,,341919000.0,201670000.0,-410000.0,,,22384000.0,-81028000.0,,-21486000.0,,,-1789000.0,,,,,,,,,,,,8301000.0,14756000.0,,-630000.0,-0.01,-630000.0,-10612000.0,10549000.0,,916000.0,,,3502000.0,,,,,10087000.0,439000.0,,,,15642000.0,,,,,,,,,,,,17371000.0,,,,,173750000.0,69549000.0,,,5758000.0,,-25000.0,,,,,,,,3776000.0,,,,,17699000.0,17699000.0,28311000.0,423639000.0,,,,,383561000.0,,,,,,,,-504000.0,,,1833000.0,,-13185000.0,,214991000.0,,,-630000.0,0.0,433491000.0,,,,,,,,,,,,,,,,
