date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
2012-09-30,,-112000000.0,,,3193000000.0,,,10070000000.0,0.0,,-250000000.0,,,271000000,,,,,-0.52,228000000.0,,,,0.0,,0.0,352000000.0,-49000000.0,,,,,,,,,,-560000000,,,,,,1177000000.0,,,-3000000.0,3173000000.0,-8571000000.0,,,1760000000.0,,,1392500000.0,,,,6767000000.0,618000000.0,,,,,,0.0,1000000.0,,-724000000.0,8310000000.0,,,,1735000000,-1569000000.0,-46000000.0,,-243000000.0,,,,,,,,,,272000000.0,,-725000000,223000000.0,,-725000000,-19000000.0,2298000000.0,204000000.0,,,11000000.0,,220000000.0,,,,911000000.0,-930000000.0,1624000000.0,,1197000000.0,,558000000.0,,1325000000.0,,5663000000.0,,,-0.52,,,1760000000.0,,,,4252000000.0,,906000000.0,,,6154000000.0,,,,,,,,,,,,,,,352000000.0,371000000.0,352000000.0,15000000.0,,,,1392500000.0,,,,,,,,3000000.0,,,65000000.0,,,226000000.0,-725000000,,,16837000000.0,,13664000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,2535000000.0,-33000000.0,3969000000.0,306000000.0,3520000000.0,,,10284000000.0,9000000.0,-166000000.0,-100000000.0,-226000000.0,-1956000000.0,231000000,3022000000.0,,,,0.04,232000000.0,,-600000000.0,37000000.0,281000000.0,,0.0,207000000.0,-273000000.0,-146000000.0,-39000000.0,,252000000.0,,-4068000000.0,,1284000000.0,,215000000,-60000000.0,,-390000000.0,7249000000.0,,1238000000.0,261000000.0,1406700000.0,-224000000.0,3022000000.0,-8482000000.0,1034000000.0,,1772000000.0,,10284000000.0,1365900000.0,886000000.0,14132000000.0,4900000000.0,6870000000.0,639000000.0,284000000.0,,,1406700000.0,281000000.0,-121000000.0,-10000000.0,,50000000.0,8512000000.0,,,66000000.0,1821000000,-1956000000.0,-62000000.0,-366000000.0,-242000000.0,-4068000000.0,267000000.0,2349000000.0,4000000.0,-4068000000.0,,,1729000000.0,9000000.0,369000000.0,,60000000,306000000.0,-579000000.0,60000000,-145000000.0,2531000000.0,252000000.0,-21000000.0,4252000000.0,1000000.0,,239000000.0,,6870000000.0,108000000.0,884000000.0,-117000000.0,1564000000.0,5973000000.0,1217000000.0,17154000000.0,583000000.0,-744000000.0,1284000000.0,683000000.0,5973000000.0,884000000.0,1772000000.0,0.04,-8482000000.0,1217000000.0,1729000000.0,-22000000.0,,15000000.0,4252000000.0,,1007000000.0,21000000.0,,6289000000.0,6289000000.0,-33000000.0,1564000000.0,,,-4777000000.0,207000000.0,,232000000.0,1260000000.0,-2.89,8512000000.0,,-3451000000.0,207000000.0,352000000.0,207000000.0,15000000.0,207000000.0,,931000000.0,1375000000.0,,,3520000000.0,0.0,,,-2.89,4000000.0,207000000.0,,64000000.0,2531000000.0,-4107000000.0,307000000.0,60000000,,,17154000000.0,,14132000000.0,-142000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,45000000.0,,,3517000000.0,,,10260000000.0,,,-100000000.0,,,204000000,,,,,-0.26,206000000.0,,,,320000000.0,,0.0,268000000.0,-11000000.0,,,,,,,,,,-226000000,,,,,,1183000000.0,,,-7000000.0,3102000000.0,-8803000000.0,,,1636000000.0,,,1351900000.0,,,,6503000000.0,631000000.0,,,,,,-240000000.0,-40000000.0,,-394000000.0,8624000000.0,,,,1761000000,-1980000000.0,-53000000.0,,-90000000.0,,,,,,,,,,163000000.0,,-354000000,395000000.0,,-354000000,61000000.0,2664000000.0,240000000.0,,,10000000.0,,204000000.0,,,,851000000.0,-533000000.0,1537000000.0,,1232000000.0,,578000000.0,,1186000000.0,,5552000000.0,,,-0.26,,,1710000000.0,,,,4250000000.0,,979000000.0,,,6177000000.0,,,,,,,,,,,,,,,268000000.0,207000000.0,268000000.0,16000000.0,,,,1351900000.0,,,,,,,,4000000.0,,-11000000.0,65000000.0,,,110000000.0,-354000000,,,16763000000.0,,13661000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,82000000.0,,,3551000000.0,,,10393000000.0,,,-100000000.0,,,247000000,,,,,0.1,251000000.0,,,,352000000.0,,-3000000.0,530000000.0,-28000000.0,,,,,,,,,,318000000,,,,,,1279000000.0,,,0.0,3498000000.0,-8673000000.0,,,2477000000.0,,,1343500000.0,,,,6603000000.0,661000000.0,,,,,,0.0,22000000.0,,152000000.0,7916000000.0,,,,1809000000,-2027000000.0,-51000000.0,,-106000000.0,,,,,,,,,,396000000.0,,130000000,395000000.0,,130000000,262000000.0,2558000000.0,256000000.0,,,9000000.0,,223000000.0,,,,842000000.0,-30000000.0,1524000000.0,,1278000000.0,,530000000.0,,1365000000.0,,5553000000.0,,,0.1,,,1711000000.0,,,,3647000000.0,,1032000000.0,,,6026000000.0,,,,,,,,,,,,,,,530000000.0,268000000.0,530000000.0,16000000.0,,,,1358600000.0,,,,,,,,605000000.0,,-4000000.0,65000000.0,,,345000000.0,130000000,,,16996000000.0,,13498000000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,55000000.0,,,3616000000.0,,,10354000000.0,,,-75000000.0,,,221000000,,,,,-0.003731,238000000.0,,,,285000000.0,,-5000000.0,571000000.0,-73000000.0,,,,,,,27000000.0,,,198000000,,,,,,1225000000.0,,,0.0,3525000000.0,-8678000000.0,,,1902000000.0,,,1340300000.0,,,,6563000000.0,658000000.0,,,223000000.0,,,-1450000000.0,-35000000.0,,-40000000.0,8452000000.0,,,,1735000000,-2086000000.0,-57000000.0,,-137000000.0,,,,,,,,,,250000000.0,,-5000000,373000000.0,,-5000000,41000000.0,2583000000.0,315000000.0,,,40000000.0,,217000000.0,,,,895000000.0,-124000000.0,1530000000.0,,1238000000.0,,510000000.0,,1346000000.0,,5553000000.0,,,-0.003731,,,1623000000.0,,,,4246000000.0,,1004000000.0,,,5936000000.0,,,,,,,,,,,,,,,571000000.0,530000000.0,571000000.0,16000000.0,,,,1340300000.0,,,,,,,,3000000.0,,-11000000.0,137000000.0,,,193000000.0,-5000000,,,16917000000.0,,13392000000.0,-92000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,2674000000.0,106000000.0,4085000000.0,372000000.0,3670000000.0,,,10195000000.0,,-223000000.0,-225000000.0,-245000000.0,-2124000000.0,213000000,3173000000.0,,,,0.08,246000000.0,,-500000000.0,-101000000.0,301000000.0,,8000000.0,217000000.0,-363000000.0,-160000000.0,-102000000.0,,227000000.0,,-121000000.0,28000000.0,1348000000.0,,223000000,10000000.0,,-1790000000.0,7143000000.0,,1283000000.0,324000000.0,1341200000.0,-274000000.0,3173000000.0,-8570000000.0,837000000.0,,1824000000.0,,10195000000.0,1329200000.0,861000000.0,13561000000.0,4969000000.0,6539000000.0,724000000.0,155000000.0,,-702000000.0,1341200000.0,301000000.0,-100000000.0,-49000000.0,,59000000.0,8371000000.0,,,-7000000.0,1838000000,-2124000000.0,-84000000.0,-274000000.0,-263000000.0,-121000000.0,207000000.0,2174000000.0,3000000.0,-121000000.0,,,1564000000.0,5000000.0,273000000.0,,108000000,372000000.0,-475000000.0,108000000,-354000000.0,2570000000.0,227000000.0,30000000.0,4237000000.0,15000000.0,,216000000.0,,6539000000.0,105000000.0,897000000.0,-96000000.0,1546000000.0,5693000000.0,1307000000.0,16734000000.0,555000000.0,-596000000.0,1348000000.0,689000000.0,5693000000.0,897000000.0,1824000000.0,0.08,-8570000000.0,1307000000.0,1564000000.0,-44000000.0,,16000000.0,4237000000.0,,1070000000.0,74000000.0,,5950000000.0,5950000000.0,106000000.0,1546000000.0,,,-783000000.0,217000000.0,,246000000.0,1082000000.0,-0.09,8371000000.0,,511000000.0,217000000.0,571000000.0,217000000.0,16000000.0,217000000.0,,884000000.0,1355600000.0,,,3670000000.0,0.0,,,-0.09,3000000.0,217000000.0,-18000000.0,58000000.0,2570000000.0,-223000000.0,189000000.0,108000000,,,16734000000.0,,13561000000.0,-53000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,72000000.0,,,3726000000.0,,,9801000000.0,7000000.0,,-125000000.0,,,231000000,,,,,0.1,241000000.0,,,,323000000.0,,0.0,191000000.0,-65000000.0,,,,,,,,,,309000000,,,,,,1237000000.0,,,-8000000.0,2936000000.0,-8436000000.0,,,1719000000.0,,,1321700000.0,,,,6534000000.0,666000000.0,,,,,,-285000000.0,13000000.0,,146000000.0,8082000000.0,,,,1774000000,-2187000000.0,-59000000.0,,-160000000.0,,,,,,,,,,198000000.0,,133000000,361000000.0,,133000000,-26000000.0,2398000000.0,199000000.0,,,24000000.0,,191000000.0,,,,926000000.0,-31000000.0,1539000000.0,,1217000000.0,,537000000.0,,1275000000.0,,5697000000.0,,,0.1,,,1439000000.0,,,,4245000000.0,,1006000000.0,,,5802000000.0,,,,,,,,,,,,,,,191000000.0,217000000.0,191000000.0,16000000.0,,,,1349200000.0,,,,,,,,4000000.0,,-17000000.0,54000000.0,,,139000000.0,133000000,,,16335000000.0,,13399000000.0,-12000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,42000000.0,,,3777000000.0,,,9933000000.0,5000000.0,,0.0,,,227000000,,,,,0.002974,241000000.0,,,,301000000.0,,-10000000.0,357000000.0,-124000000.0,,,,,,,,,,58000000,,,,,,1310000000.0,,,-64000000.0,3214000000.0,-8432000000.0,,,1773000000.0,,,1323200000.0,,,,6544000000.0,743000000.0,,,,,,-365000000.0,-108000000.0,,-104000000.0,8160000000.0,,,,1873000000,-2243000000.0,-65000000.0,,6000000.0,,,,,,,,,,285000000.0,,4000000,335000000.0,,4000000,166000000.0,2606000000.0,252000000.0,,,9000000.0,,206000000.0,,,,949000000.0,-278000000.0,1534000000.0,,1287000000.0,,563000000.0,,1277000000.0,,5735000000.0,,,0.003023,,,1302000000.0,,,,4252000000.0,,1083000000.0,,,5659000000.0,,,,,,,,,,,,,,,357000000.0,191000000.0,357000000.0,16000000.0,,,,1345000000.0,,,,,,,,3000000.0,,10000000.0,53000000.0,,,220000000.0,4000000,,,16477000000.0,,13263000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,110000000.0,,,3788000000.0,,,10017000000.0,0.0,,0.0,,,213000000,,,,,0.03,234000000.0,,,,404000000.0,,-2000000.0,246000000.0,-473000000.0,,,,,,,,,,166000000,,,,,,1296000000.0,,,-415000000.0,3175000000.0,-8389000000.0,,,1820000000.0,,,1325500000.0,,,,6701000000.0,741000000.0,,,,,,-160000000.0,-40000000.0,,3000000.0,8197000000.0,,,,1846000000,-2266000000.0,-56000000.0,,18000000.0,,,,,,,,,,346000000.0,,43000000,388000000.0,,43000000,-111000000.0,2724000000.0,295000000.0,,,19000000.0,,212000000.0,,,,989000000.0,-156000000.0,1522000000.0,,1233000000.0,,550000000.0,,1288000000.0,,5901000000.0,,,0.03,,,1224000000.0,,,,4249000000.0,,1083000000.0,,,5732000000.0,,,,,,,,,,,,,,,246000000.0,357000000.0,246000000.0,16000000.0,,,,1347600000.0,,,,,,,,3000000.0,,0.0,54000000.0,,,290000000.0,43000000,,,16718000000.0,,13543000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2902000000.0,144000000.0,4268000000.0,425000000.0,3846000000.0,,,9987000000.0,2000000.0,-397000000.0,0.0,-259000000.0,-2339000000.0,231000000,3394000000.0,,,,0.06,262000000.0,,-125000000.0,53000000.0,443000000.0,,12000000.0,587000000.0,-83000000.0,-34000000.0,-176000000.0,,231000000.0,,267000000.0,,1350000000.0,,211000000,370000000.0,,-810000000.0,7380000000.0,,1328000000.0,216000000.0,1348000000.0,1000000.0,3394000000.0,-8303000000.0,1010000000.0,,2246000000.0,,9987000000.0,1326800000.0,817000000.0,13436000000.0,5170000000.0,6843000000.0,753000000.0,962000000.0,,,1324300000.0,443000000.0,0.0,-41000000.0,,46000000.0,7741000000.0,,,-81000000.0,1887000000,-2339000000.0,-79000000.0,-486000000.0,-14000000.0,267000000.0,217000000.0,2210000000.0,403000000.0,267000000.0,,,1216000000.0,14000000.0,440000000.0,,87000000,425000000.0,-745000000.0,87000000,341000000.0,2666000000.0,231000000.0,-161000000.0,3859000000.0,8000000.0,,208000000.0,,6843000000.0,103000000.0,946000000.0,-131000000.0,1507000000.0,5898000000.0,1183000000.0,16830000000.0,559000000.0,-150000000.0,1350000000.0,725000000.0,5898000000.0,946000000.0,2246000000.0,0.07,-8303000000.0,1183000000.0,1216000000.0,-26000000.0,,16000000.0,3859000000.0,,1097000000.0,60000000.0,,5606000000.0,5606000000.0,144000000.0,1507000000.0,,,-595000000.0,587000000.0,,262000000.0,1269000000.0,0.2,7741000000.0,,745000000.0,587000000.0,246000000.0,587000000.0,16000000.0,587000000.0,,902000000.0,1350100000.0,,,3846000000.0,0.0,,,0.2,403000000.0,587000000.0,-19000000.0,54000000.0,2666000000.0,91000000.0,361000000.0,87000000,,,16830000000.0,,13436000000.0,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,142000000.0,,,3850000000.0,,,9971000000.0,0.0,,0.0,,,258000000,,,,,-0.00075,228000000.0,,,,489000000.0,,-3000000.0,242000000.0,-51000000.0,,,,,,,,,,122000000,,,,,,1248000000.0,,,0.0,3189000000.0,-8690000000.0,,,2463000000.0,,,1333700000.0,,,,6501000000.0,668000000.0,,,,,,0.0,-50000000.0,,-51000000.0,7508000000.0,,,,1768000000,-2392000000.0,-46000000.0,,-94000000.0,,,,,,,,,,-197000000.0,,-1000000,430000000.0,,-1000000,-345000000.0,2700000000.0,300000000.0,,,54000000.0,,192000000.0,,,,958000000.0,-249000000.0,1458000000.0,,1161000000.0,,520000000.0,,1512000000.0,,5896000000.0,,,-0.00075,,,963000000.0,,,,3845000000.0,,990000000.0,,,5499000000.0,,,,,,,,,,,,,,,242000000.0,587000000.0,242000000.0,16000000.0,,,,1333700000.0,,,,,,,,423000000.0,,-2000000.0,60000000.0,,,-243000000.0,-1000000,,,16472000000.0,,13283000000.0,-87000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,104000000.0,,,3937000000.0,,,10543000000.0,0.0,,0.0,,,249000000,,,,,0.08,191000000.0,,,,391000000.0,,3000000.0,903000000.0,-246000000.0,,,,,,,,,,327000000,,,,,,1303000000.0,,,-63000000.0,3773000000.0,-8587000000.0,,,1937000000.0,,,1341300000.0,,,,6580000000.0,700000000.0,,,,,,-1395000000.0,3000000.0,,105000000.0,8606000000.0,,,,1843000000,-2486000000.0,-46000000.0,,846000000.0,,,,,,,,,,60000000.0,,102000000,527000000.0,,102000000,661000000.0,2638000000.0,302000000.0,,,16000000.0,,220000000.0,,,,968000000.0,-38000000.0,1451000000.0,,1195000000.0,,540000000.0,,1401000000.0,,5930000000.0,,,0.08,,,899000000.0,,,,5069000000.0,,1054000000.0,,,5442000000.0,,,,,,,,,,,,,,,903000000.0,242000000.0,903000000.0,16000000.0,,,,1361800000.0,,,,,,,,43000000.0,,-140000000.0,106000000.0,,,14000000.0,102000000,,,17123000000.0,,13350000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,81000000.0,,,4034000000.0,,,11805000000.0,0.0,,0.0,,,251000000,,,,,-0.15,210000000.0,,,,385000000.0,,-1000000.0,350000000.0,-1719000000.0,,,,,,,,,,-178000000,,,,,,1349000000.0,,,-1579000000.0,3462000000.0,-8785000000.0,,,2238000000.0,,,1344000000.0,,,,6410000000.0,729000000.0,,,,,,-170000000.0,-169000000.0,,-367000000.0,9567000000.0,,,,1888000000,-2555000000.0,-70000000.0,,761000000.0,,,,,,,,,,408000000.0,,-198000000,578000000.0,,-198000000,-553000000.0,3001000000.0,360000000.0,,,27000000.0,,221000000.0,,,,1086000000.0,-560000000.0,1479000000.0,,1274000000.0,,539000000.0,,1605000000.0,,6468000000.0,,,-0.15,,,770000000.0,,,,5796000000.0,,1098000000.0,,,6228000000.0,,,,,,,,,,,,,,,350000000.0,903000000.0,350000000.0,16000000.0,,,,1344000000.0,,,,,,,,63000000.0,,-69000000.0,58000000.0,,,338000000.0,-198000000,,,18215000000.0,,14753000000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,2873000000.0,88000000.0,4314000000.0,505000000.0,4062000000.0,,,11813000000.0,61000000.0,-532000000.0,0.0,-247000000.0,-2572000000.0,232000000,3471000000.0,,,,-0.11,209000000.0,,0.0,-17000000.0,365000000.0,,1000000.0,319000000.0,-170000000.0,-156000000.0,-411000000.0,,248000000.0,,-239000000.0,,1970000000.0,,-144000000,-268000000.0,,-1715000000.0,7477000000.0,,1405000000.0,284000000.0,1341200000.0,-92000000.0,3471000000.0,-8927000000.0,353000000.0,,2430000000.0,,11813000000.0,1345900000.0,876000000.0,14662000000.0,5304000000.0,6320000000.0,777000000.0,280000000.0,,,1341200000.0,365000000.0,-150000000.0,-196000000.0,,-338000000.0,9383000000.0,,,3000000.0,1978000000,-2572000000.0,-85000000.0,-1734000000.0,-191000000.0,-239000000.0,587000000.0,2173000000.0,3000000.0,-239000000.0,,,735000000.0,61000000.0,329000000.0,,-142000000,505000000.0,-2186000000.0,-142000000,-31000000.0,2974000000.0,248000000.0,187000000.0,5674000000.0,17000000.0,,244000000.0,,6320000000.0,107000000.0,1016000000.0,-511000000.0,1490000000.0,6473000000.0,1275000000.0,18133000000.0,573000000.0,1322000000.0,1970000000.0,769000000.0,6473000000.0,1016000000.0,2430000000.0,-0.11,-8927000000.0,1275000000.0,735000000.0,-266000000.0,,16000000.0,5674000000.0,,1173000000.0,114000000.0,,6194000000.0,6194000000.0,88000000.0,1490000000.0,,,-1356000000.0,319000000.0,,209000000.0,600000000.0,-0.18,9383000000.0,,129000000.0,319000000.0,350000000.0,319000000.0,16000000.0,319000000.0,,990000000.0,1345900000.0,,,4062000000.0,0.0,,,-0.18,3000000.0,319000000.0,-55000000.0,59000000.0,2974000000.0,-650000000.0,244000000.0,-142000000,,,18133000000.0,,14662000000.0,-54000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,35000000.0,,,4081000000.0,,,11261000000.0,,,,,,310000000,,,,,0.15,232000000.0,,,,437000000.0,,-5000000.0,338000000.0,-48000000.0,,,,,,,,,,423000000,,,,,,1391000000.0,,,,3164000000.0,-8725000000.0,,,2608000000.0,,,1350400000.0,,,,6457000000.0,716000000.0,,,,,,-40000000.0,26000000.0,,228000000.0,8653000000.0,,,,1964000000,-2617000000.0,-60000000.0,,-51000000.0,,,,,,,,,,116000000.0,,202000000,551000000.0,,202000000,19000000.0,2934000000.0,331000000.0,,,27000000.0,,210000000.0,,,,1022000000.0,-23000000.0,1464000000.0,,1291000000.0,,573000000.0,,1792000000.0,,6477000000.0,,,0.15,,,295000000.0,,,,5424000000.0,,1081000000.0,,,6062000000.0,,,,,,,,,,,,,,,338000000.0,319000000.0,338000000.0,16000000.0,,,,1369900000.0,,,,,,,,253000000.0,,-13000000.0,59000000.0,,,56000000.0,202000000,,,17718000000.0,,14554000000.0,-21000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,-70000000.0,,,4136000000.0,,,11618000000.0,,,,,,331000000,,,,,-0.15,284000000.0,,,,446000000.0,,0.0,438000000.0,-102000000.0,,,,,,,,,,-203000000,,,,,,1487000000.0,,,,3330000000.0,-8934000000.0,,,3182000000.0,,,1357400000.0,,,,6220000000.0,779000000.0,,,,,,-250000000.0,-190000000.0,,-397000000.0,8436000000.0,,,,2126000000,-2649000000.0,-78000000.0,,-217000000.0,,,,,,,,,,421000000.0,,-207000000,616000000.0,,-207000000,100000000.0,3239000000.0,408000000.0,,,46000000.0,,222000000.0,,,,981000000.0,-669000000.0,1487000000.0,,1387000000.0,,639000000.0,,2236000000.0,,6475000000.0,,,-0.15,,,24000000.0,,,,5173000000.0,,1156000000.0,,,5930000000.0,,,,,,,,,,,,,,,438000000.0,338000000.0,438000000.0,18000000.0,,,,1357400000.0,,,,,,,,254000000.0,,-23000000.0,59000000.0,,,343000000.0,-207000000,,,17838000000.0,,14508000000.0,-14000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,-99000000.0,,,4206000000.0,,,11215000000.0,,,,,,351000000,,,,,0.17,298000000.0,,,,477000000.0,,-10000000.0,237000000.0,-205000000.0,,,,,,,,,,451000000,,,,,,1511000000.0,,,-70000000.0,3181000000.0,-8706000000.0,,,3016000000.0,,,1360600000.0,,,,6482000000.0,772000000.0,,,,,,-290000000.0,29000000.0,,257000000.0,8199000000.0,,,,2105000000,-2706000000.0,-71000000.0,,34000000.0,,,,,,,,,,-31000000.0,,228000000,680000000.0,,228000000,-201000000.0,3002000000.0,365000000.0,,,35000000.0,,232000000.0,,,,998000000.0,-36000000.0,1500000000.0,,1385000000.0,,594000000.0,,2099000000.0,,6498000000.0,,,0.17,,,26000000.0,,,,5171000000.0,,1160000000.0,,,5838000000.0,,,,,,,,,,,,,,,237000000.0,438000000.0,237000000.0,19000000.0,,,,1379700000.0,,,,,,,,254000000.0,,-54000000.0,58000000.0,,,-102000000.0,228000000,,,17697000000.0,,14516000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
