,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualInvestingCashFlow,quarterlyNetIncome,annualChangeInInventory,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyTaxProvision,annualAccountsReceivable,quarterlyNetPPE,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOperatingExpense,annualGrossProfit,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualOperatingCashFlow,annualNetPPE,annualInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,trailingChangeInInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualBasicEPS,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,trailingEndCashPosition,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOperatingExpense,trailingDeferredIncomeTax,annualTaxProvision,annualCashAndCashEquivalents,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualDilutedAverageShares,annualTotalRevenue,annualCurrentAssets,quarterlyChangeInInventory,trailingOperatingExpense,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualOtherNonCurrentAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualBasicAverageShares,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingTaxProvision,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1017532800,,-257000.0,,1741506000.0,,-8221000.0,,,,4849000.0,,,-746526000.0,,-32004000.0,,,,17348000.0,-126757000.0,2301186000.0,,-9.14,1059182000.0,732383000.0,,-127290000.0,,4027029000.0,,29522000.0,,147610000.0,102209000.0,607073000.0,,397958000.0,,,213423000.0,,,,,-3071000.0,71368922.0,,,96691000.0,456557000.0,,,,,-14656000.0,,,,,,,,,,,,,,,93620000.0,71368922.0,6467645000.0,,-746775000.0,,,,,,,,5956923000.0,,,,,93620000.0,,1059182000.0,,28283000.0,61883000.0,,,,-9.14,,5304162000.0,-318255000.0,-54216000.0,,,-110406000.0,,,123830000.0,,288818000.0,-32808000.0,6486985000.0,,,,,,,502241000.0,,,,,,,,,,,-2511000.0,,-21530000.0,,,93620000.0,,,-12198000.0,,,,,,-3373000.0,,-243668000.0,,,,,-254047000.0,-161210000.0,,1580970000.0,,0.0,,510722000.0,,,,,,99123000.0,1094333000.0,-2459956000.0,,,3723192000.0,,,,,167283000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,-329000.0,,1996527000.0,,20545000.0,,,,5480000.0,,,9275000.0,,-48033000.0,,,,47369000.0,5033000.0,3505390000.0,,0.18,126794000.0,824146000.0,,-6779000.0,,4022921000.0,,10684000.0,,147790000.0,101899000.0,243028000.0,,409960000.0,,,205234000.0,,,,,4426000.0,71645655.0,,,93620000.0,480894000.0,,,,,-664000.0,,,,,,,,,,,,,,,97743000.0,71645655.0,6841824000.0,,9044000.0,,,,,,,,6201282000.0,,,,,97743000.0,,126794000.0,,-13424000.0,69028000.0,,,,0.18,,5721830000.0,56864000.0,-38477000.0,,,-6933000.0,,,122703000.0,,299892000.0,-29035000.0,6482877000.0,,,,,,,505126000.0,,,,,,,,,,,-279000.0,,-21744000.0,,,97743000.0,,,-64199000.0,,,,,,-8346000.0,,124070000.0,,,,,-1746000.0,-196236000.0,,659457000.0,,0.0,,640542000.0,,,,,,78194000.0,1050025000.0,-2459956000.0,,,5062373000.0,,,,,293110000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,-961000.0,,1948372000.0,,-152718000.0,,,,4232000.0,,,43567000.0,,-29265000.0,,,,219858000.0,43775000.0,3414086000.0,,0.61,198560000.0,812101000.0,,23350000.0,,4004045000.0,,-17041000.0,,144141000.0,116507000.0,232721000.0,,502956000.0,,,142867000.0,,,,,52751000.0,71442585.0,,,97743000.0,483336000.0,,,,,190593000.0,,,,,,,,,,,,,,,150494000.0,72170000.0,6689984000.0,,43302000.0,,,,,,,,6134251000.0,,,,,150494000.0,,198560000.0,,,70155000.0,,,,0.6,,5531710000.0,153527000.0,90379000.0,,,-4500000.0,,,102945000.0,,386248000.0,-31971000.0,6464001000.0,,,,,,,529115000.0,,,,,,,,,,,3649000.0,,-21737000.0,,,150494000.0,,,-14772000.0,,,,,,-3090000.0,,223485000.0,,,,,67125000.0,-152927000.0,,804461000.0,,17488000.0,,555733000.0,,,,,,72485000.0,1089019000.0,-2459956000.0,,,4727249000.0,,,,,144591000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,1547000.0,,1787486000.0,978122000.0,-63221000.0,,811879000.0,33078000.0,6345000.0,,-144478000.0,-99316000.0,-7392000.0,-26068000.0,-203615000.0,,,88172000.0,-99293000.0,3272828000.0,,,319499000.0,811879000.0,,-51959000.0,94747000.0,3995371000.0,,22393000.0,385637000.0,152392000.0,94747000.0,409231000.0,1264296000.0,389278000.0,804713000.0,,126545000.0,,372747000.0,3995371000.0,152392000.0,-27488000.0,,,,150494000.0,385637000.0,,66023000.0,-11.06,,62104000.0,,4604370000.0,-28594000.0,26618000.0,,123006000.0,0.0,,319499000.0,,-11.06,123006000.0,,-323647000.0,123006000.0,,6443099000.0,,-99316000.0,,,,,-224816000.0,,60218000.0,5824704000.0,6584489000.0,,95936000.0,,123006000.0,,319499000.0,,,68163000.0,,,,,,5409083000.0,-118619000.0,-19082000.0,,-166042000.0,7452000.0,,,95936000.0,-21091000.0,290612000.0,-28594000.0,6584489000.0,-135370000.0,389278000.0,1489112000.0,,-157605000.0,123006000.0,417157000.0,,269283000.0,,,,,,71731580.0,1771118000.0,618395000.0,-8251000.0,,-21692000.0,0.0,,123006000.0,,1787486000.0,-53309000.0,20906000.0,,-2589118000.0,,,-6282000.0,-114387000.0,-38926000.0,-793481000.0,,,-21396000.0,-151252000.0,-185961000.0,,804713000.0,,731000.0,,618395000.0,,6443099000.0,,5409083000.0,-185961000.0,589808000.0,978122000.0,-2589118000.0,-86703000.0,319499000.0,4604370000.0,,506822000.0,248250000.0,3272828000.0,248250000.0,-793001000.0,71731580.0,96388000.0,5824704000.0,237377000.0,,839144000.0,,,,,,,,,,,,,,,,,,
1049068800,,0.0,,1113794000.0,,-101067000.0,,,,3071000.0,,,123924000.0,,-27967000.0,,,,92640000.0,20102000.0,2675722000.0,,1.72,255496000.0,1031187000.0,,9081000.0,,3946832000.0,,12163000.0,,139678000.0,52480000.0,178785000.0,,954087000.0,,,89897000.0,,,,,100577000.0,72038854.0,,,113049000.0,385637000.0,,,,,64673000.0,,,,,,,,,,,,,,,213626000.0,72337427.0,6860662000.0,,123697000.0,,,,,,,,5060626000.0,,,,,213626000.0,,255496000.0,,801000.0,59732000.0,,,,1.71,,5753245000.0,76752000.0,95431000.0,,,-55166000.0,,,81709000.0,,255537000.0,-15502000.0,6535950000.0,,,,,,,345434000.0,,,,,,,,,,,3859000.0,,-21710000.0,,,213626000.0,,,109004000.0,,,,,,,,118143000.0,,,,,29183000.0,-62168000.0,,1291292000.0,,136170000.0,,1800036000.0,,,,,,43041000.0,1107417000.0,-2589118000.0,,,4247448000.0,,,,,1394252000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,-96683000.0,,1124619000.0,,-171333000.0,,,,3393000.0,,,28185000.0,,-44279000.0,,,,39712000.0,21807000.0,2625366000.0,,0.39,242727000.0,1021093000.0,,7412000.0,,3947302000.0,,8159000.0,,144892000.0,77522000.0,177556000.0,,803830000.0,,,88709000.0,,,,,-77855000.0,72207473.0,,,213626000.0,385637000.0,,,,,-4567000.0,,,,,,,,,,,,,,,135771000.0,73534211.0,6708928000.0,,27943000.0,,,,,,,,5071921000.0,,,,,135771000.0,,242727000.0,,300000000.0,58560000.0,,,,0.38,,5573490000.0,79620000.0,-97410000.0,,,52545000.0,,,96501000.0,,257176000.0,-9367000.0,6536420000.0,,,,,,,345885000.0,,,,,,,,,,,-5213000.0,,-13876000.0,,,135771000.0,,,53766000.0,,,,,,,,121859000.0,,,,,29219000.0,-33986000.0,,1143058000.0,,-136170000.0,,1637007000.0,,,,,,40187000.0,1135438000.0,-2589118000.0,,,4215927000.0,,,,,1278822000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,30898000.0,,896608000.0,,-381587000.0,,,,-1299000.0,,,-1535926000.0,,-31701000.0,,,,99384000.0,80584000.0,2344322000.0,,-1.12,329320000.0,1001234000.0,,38116000.0,,3913425000.0,,23292000.0,,138792000.0,93157000.0,163830000.0,,749971000.0,,,121434000.0,,,,,29643000.0,72571600.0,,,135771000.0,385637000.0,,,,,67683000.0,,,,,,,,,,,,,,,165414000.0,72571600.0,6081534000.0,,-1536142000.0,,,,,,,,4810033000.0,,,,,165414000.0,,329320000.0,,-296458000.0,57495000.0,,,,-1.12,,5050027000.0,152903000.0,-1966000.0,,,-5752000.0,,,80268000.0,,316733000.0,-22815000.0,6502543000.0,,,,,,,438167000.0,,,,,,,,,,,6100000.0,,-9447000.0,,,165414000.0,,,311846000.0,,,,,,,,194708000.0,,,,,118700000.0,-115054000.0,,1159559000.0,,540030000.0,,1271501000.0,,,,,,35669000.0,1031507000.0,-2589118000.0,,,,,,,,874138000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,0.0,,741770000.0,1036760000.0,-222013000.0,,1039620000.0,801841000.0,2095000.0,,676643000.0,13968000.0,6901000.0,-46431000.0,-876000000.0,,,-65869000.0,40422000.0,2069132000.0,,,191747000.0,1039620000.0,,27159000.0,80972000.0,3909500000.0,,-44800000.0,385637000.0,136636000.0,80972000.0,80435000.0,1070831000.0,734268000.0,1020715000.0,,90272000.0,,165867000.0,3909500000.0,136636000.0,-85855000.0,,,,165414000.0,385637000.0,,637461000.0,1.15,,-112300000.0,,,-20458000.0,-33490000.0,,79559000.0,-8123000.0,,191747000.0,,1.16,79559000.0,,244683000.0,79559000.0,,5734505000.0,,13686000.0,,,,,470225000.0,,-1186000.0,4651270000.0,6556714000.0,,94700000.0,,79559000.0,,191747000.0,,797498000.0,48570000.0,,,,,,4697745000.0,160951000.0,15229000.0,,162915000.0,-86465000.0,,,94700000.0,,241386000.0,-20458000.0,6556714000.0,-150378000.0,734268000.0,600606000.0,,81768000.0,79559000.0,331658000.0,,224356000.0,,,,,,73080000.0,1461143000.0,1083235000.0,2155000.0,,-12693000.0,-65785000.0,,79559000.0,,741770000.0,202027000.0,7260000.0,,-2647214000.0,,,,-94838000.0,202752000.0,84042000.0,,,11284000.0,67581000.0,-102782000.0,,1020715000.0,,-548153000.0,,1083235000.0,,5734505000.0,,4697745000.0,-102782000.0,41928000.0,1036760000.0,-2647214000.0,-57726000.0,191747000.0,,,390312000.0,786068000.0,2069132000.0,786068000.0,85010000.0,72428728.0,113049000.0,4651270000.0,15489000.0,,160825000.0,,,,,,,,,,,,,,,,,,
1080691200,,0.0,,782738000.0,,79549000.0,,,,214536000.0,,,15679000.0,,-46822000.0,,,,113714000.0,8791000.0,1696826000.0,,0.21,439520000.0,1020549000.0,,3733000.0,,3898860000.0,,-700000.0,,129904000.0,64500000.0,181852000.0,,186731000.0,,,101762000.0,,,,,275711000.0,73609221.0,,,79559000.0,440548000.0,,,,,66892000.0,,,,,,,,,,,,,,,355270000.0,73609221.0,5341320000.0,,15437000.0,,,,,,,,4681598000.0,,,,,355270000.0,,439520000.0,,,43425000.0,,,,0.21,,4085779000.0,56649000.0,74378000.0,,,-19282000.0,,,95053000.0,,238501000.0,-42277000.0,6546074000.0,,,,,,,340263000.0,,,,,,,,,,,6732000.0,,-12748000.0,,,355270000.0,,,82448000.0,,,,,,,,99112000.0,,,,,12524000.0,-86729000.0,,721304000.0,,2000.0,,659722000.0,,,,,,40967000.0,1255541000.0,-2647214000.0,,,,,,,,110048000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,0.0,,833867000.0,,-221712000.0,,,,31504000.0,,,13979000.0,,-46800000.0,,,,8160000.0,13979000.0,1723911000.0,,0.16,386632000.0,1029772000.0,,5936000.0,,3899038000.0,,-16300000.0,,132082000.0,88621000.0,185853000.0,,206658000.0,,,99092000.0,,,,,-278845000.0,85833950.0,,,355270000.0,449971000.0,,,,,-38640000.0,,,,,,,,,,,,,,,76425000.0,85833950.0,5397782000.0,,13737000.0,,,,,,,,4732905000.0,,,,,76425000.0,,386632000.0,,,37270000.0,,,,0.16,,4112535000.0,73485000.0,-87794000.0,,,25513000.0,,,91769000.0,,259338000.0,-18937000.0,6546252000.0,,,,,,,358430000.0,,,,,,,,,,,-2178000.0,,-12888000.0,,,76425000.0,,,-65293000.0,,,,,,,,122352000.0,,,,,19915000.0,-74130000.0,,685059000.0,,-18493000.0,,664877000.0,,,,,,42063000.0,1285247000.0,-2647214000.0,,,,,,,,367749000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,0.0,,844157000.0,,-166451000.0,,,,536000.0,,,60369000.0,,-37697000.0,,,,157625000.0,60369000.0,1659383000.0,,0.7,70986000.0,1033630000.0,,27974000.0,,3890201000.0,,1471000.0,,127143000.0,105434000.0,183072000.0,,260418000.0,,,120037000.0,,,,,-38097000.0,86059210.0,,,76425000.0,450463000.0,,,,,119928000.0,,,,,,,,,,,,,,,38328000.0,87140580.0,5120290000.0,,60127000.0,,,,,,,,4734358000.0,,,,,38328000.0,,70986000.0,,,31508000.0,,,,0.69,,3788396000.0,118380000.0,23483000.0,,,2676000.0,,,101666000.0,,301452000.0,-18082000.0,6537415000.0,,,,,,,421489000.0,,,,,,,,,,,4939000.0,,-15263000.0,,,38328000.0,,,-29271000.0,,,,,,,,165229000.0,,,,,88343000.0,-13760000.0,,433070000.0,,8426000.0,,385932000.0,,,,,,40638000.0,1331894000.0,-2647214000.0,,,,,,,,115027000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,0.0,,758784000.0,1409322000.0,-14551000.0,,996044000.0,26640000.0,481000.0,,-84824000.0,88843000.0,10368000.0,-57128000.0,-323165000.0,,,73542000.0,16941000.0,1639901000.0,,,65000000.0,996044000.0,,-4201000.0,92532000.0,3910987000.0,,1309000.0,451585000.0,124563000.0,92532000.0,204033000.0,1044701000.0,247981000.0,418574000.0,,98896000.0,,353041000.0,3910987000.0,124563000.0,-13717000.0,,,,38328000.0,451585000.0,,474216000.0,2.13,,16414000.0,,3188858000.0,-10248000.0,-54948000.0,,24611000.0,-13291000.0,,65000000.0,,2.14,24611000.0,,133523000.0,24611000.0,,5085711000.0,,88600000.0,,,,,289891000.0,,-14217000.0,4669771000.0,6672768000.0,,105593000.0,,24611000.0,,65000000.0,,,29948000.0,,,,,,3676389000.0,41379000.0,25911000.0,,100080000.0,-14122000.0,,,105593000.0,,245412000.0,-10248000.0,6672768000.0,-188447000.0,247981000.0,754810000.0,,33443000.0,24611000.0,344308000.0,,142151000.0,,,,,,83521127.0,1464489000.0,415940000.0,875000.0,,-15290000.0,0.0,,24611000.0,,758784000.0,-72708000.0,247057000.0,,-2761781000.0,,,,-5215000.0,87525000.0,177900000.0,,,35978000.0,12740000.0,55053000.0,,418574000.0,,-3226000.0,,415940000.0,,5085711000.0,,3676389000.0,55053000.0,49830000.0,1409322000.0,-2761781000.0,-56189000.0,65000000.0,3188858000.0,,419788000.0,174234000.0,1639901000.0,174234000.0,178870000.0,82941374.0,79559000.0,4669771000.0,164594000.0,,173498000.0,,,,,,,,,,,,,,,,,,
1112227200,,0.0,,813673000.0,,-60185000.0,,,,3834000.0,,,15615000.0,,-44589000.0,,,,110227000.0,15615000.0,1528511000.0,,0.18,165000000.0,1034141000.0,,7542000.0,,3914659000.0,,-1907000.0,,118841000.0,50917000.0,189777000.0,,290227000.0,,,91797000.0,,,,,1193000.0,86569149.0,,,24611000.0,453464000.0,,,,,65638000.0,,,,,,,,,,,,,,,25804000.0,86569149.0,5156853000.0,,15373000.0,,,,,,,,4739951000.0,,,,,25804000.0,,165000000.0,,,29864000.0,,,,0.18,,3746878000.0,54928000.0,13962000.0,,,37269000.0,,,110301000.0,,244705000.0,-10815000.0,6676440000.0,,,,,,,336502000.0,,,,,,,,,,,5721000.0,,-18538000.0,,,25804000.0,,,-48849000.0,,812000.0,,,,,,102440000.0,,,,,23157000.0,50553000.0,,565528000.0,,-4260000.0,,416902000.0,,,,,,41261000.0,1409975000.0,-2761781000.0,,,3113674000.0,,,,,221340000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,0.0,,893462000.0,,459480000.0,,,,629000.0,,,27876000.0,,-61710000.0,,,,-20058000.0,27876000.0,1562849000.0,,0.32,568500000.0,1040300000.0,,12297000.0,,3923712000.0,,5503000.0,,118395000.0,72914000.0,192783000.0,,305565000.0,,,119610000.0,,,,,374251000.0,86827477.0,,,25804000.0,454620000.0,,,,,-81768000.0,,,,,,,,,,,,,,,400055000.0,86827477.0,5643794000.0,,27634000.0,,,,,,,,4817174000.0,,,,,400055000.0,,568500000.0,,,27739000.0,,,,0.32,,4224424000.0,62409000.0,-87090000.0,,,8914000.0,,,112850000.0,,255192000.0,-11649000.0,6685493000.0,,,,,,,374802000.0,,,,,,,,,,,447000.0,,-18632000.0,,,400055000.0,,,-65171000.0,,,,,,,,107041000.0,,,,,40173000.0,58274000.0,,986915000.0,,-15086000.0,,826620000.0,,,,,,41391000.0,1419370000.0,-2761781000.0,,,3171107000.0,,,,,235256000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,0.0,,912020000.0,,-508498000.0,,,,616000.0,,,84475000.0,,-39650000.0,,,,156714000.0,84475000.0,1562920000.0,,0.97,100000000.0,1033197000.0,,42380000.0,,3917395000.0,,486000.0,,97119000.0,118257000.0,192611000.0,,325798000.0,,,132030000.0,,,,,-383770000.0,86949726.0,,,400055000.0,455149000.0,,,,,117064000.0,,,,,,,,,,,,,,,16285000.0,87742708.0,5230185000.0,,84233000.0,,,,,,,,4829415000.0,,,,,16285000.0,,100000000.0,,-3130000.0,26886000.0,,,,0.96,,3743579000.0,153255000.0,30076000.0,,,23184000.0,,,107975000.0,,345866000.0,-10861000.0,6679176000.0,,,,,,,477896000.0,,,,,,,,,,,21276000.0,,-18689000.0,,,16285000.0,,,-31986000.0,,,,,,,,203994000.0,,,,,126855000.0,122558000.0,,533773000.0,,10794000.0,,400770000.0,,,,,,42071000.0,1486606000.0,-2761781000.0,,,3144691000.0,,,,,169109000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,0.0,,786717000.0,1437439000.0,-18731000.0,,976693000.0,24987000.0,505000.0,,-212029000.0,6901000.0,22745000.0,-66865000.0,-127934000.0,,,107008000.0,6901000.0,1562990000.0,,,100000000.0,976693000.0,,-1705000.0,124711000.0,3947732000.0,,-348000.0,455613000.0,101818000.0,124711000.0,179149000.0,1055049000.0,340260000.0,550067000.0,,184792000.0,,353891000.0,3947732000.0,101818000.0,22254000.0,,,,16285000.0,455613000.0,,451248000.0,1.54,,40143000.0,,3045482000.0,-51244000.0,13928000.0,,40969000.0,-24202000.0,,100000000.0,,1.55,38539000.0,,195381000.0,40969000.0,,5210069000.0,,6658000.0,,,,,300728000.0,,3733000.0,4734449000.0,6828345000.0,,109807000.0,,40969000.0,,100000000.0,,16492000.0,24592000.0,,,,,,3772630000.0,30136000.0,53856000.0,,134868000.0,-43815000.0,,,109807000.0,,209285000.0,-51244000.0,6828345000.0,-212814000.0,340260000.0,754321000.0,,60513000.0,40969000.0,394077000.0,,109080000.0,,,,,,86946753.0,1583278000.0,475620000.0,-4699000.0,,-18734000.0,0.0,,38539000.0,,786717000.0,-66023000.0,5584000.0,,-2880613000.0,,,,25552000.0,52974000.0,133898000.0,,,10804000.0,5196000.0,109987000.0,,550067000.0,,-15650000.0,,475620000.0,,5210069000.0,,3772630000.0,109987000.0,41337000.0,1437439000.0,-2880613000.0,-74593000.0,100000000.0,3045482000.0,,528229000.0,208122000.0,1562990000.0,208122000.0,134868000.0,86855485.0,24611000.0,4734449000.0,141077000.0,,166060000.0,,,,,,,,,,,,,,,,,,
1143763200,,-6816000.0,,732923000.0,,17966000.0,,,,558000.0,,,26838000.0,,-63330000.0,,,,-17276000.0,26838000.0,1563059000.0,,0.3,143000000.0,958174000.0,,8749000.0,,3959937000.0,,7302000.0,,116420000.0,154828000.0,177837000.0,,306242000.0,,,110503000.0,,,,,-32866000.0,87279334.0,,,38539000.0,456286000.0,,,,,-80606000.0,,,,,,,,,,,,,,,8149000.0,87279334.0,5162409000.0,,26596000.0,,,,,,,,4692860000.0,,,,,8149000.0,,143000000.0,,81205000.0,23398000.0,-82660000.0,,,0.3,,3723683000.0,51683000.0,-142240000.0,,,-4816000.0,,,118598000.0,,229520000.0,-40992000.0,6840550000.0,,,,,,,340023000.0,,,,,,,,,,,-14602000.0,,-18776000.0,,,5673000.0,,,-33556000.0,,575000.0,,,,,,106022000.0,,,,,35587000.0,114495000.0,,567840000.0,,31229000.0,,469549000.0,,,,,,38265000.0,1438726000.0,-2880613000.0,,,3009417000.0,,,,,190152000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,7341000.0,,696217000.0,,88100000.0,,,,669000.0,,,35365000.0,,-77200000.0,,,,-13264000.0,35365000.0,1563128000.0,,0.4,198000000.0,953247000.0,,12535000.0,,3979971000.0,,3938000.0,,134674000.0,203601000.0,207862000.0,,339090000.0,,,129750000.0,,,,,4332000.0,87461996.0,,,5673000.0,457172000.0,,,,,-90464000.0,,,,,,,,,,,,,,,10005000.0,87461996.0,5254508000.0,,35123000.0,,,,,,,,4676188000.0,,,,,10005000.0,,198000000.0,,98696000.0,25048000.0,-99572000.0,,,0.4,,3800371000.0,69010000.0,-42817000.0,,,-9445000.0,,,119758000.0,,276872000.0,-40954000.0,6860584000.0,,,,,,,406622000.0,,,,,,,,,,,-18254000.0,,-20421000.0,,,10005000.0,,,-70504000.0,,964000.0,,,,,,125314000.0,,,,,47900000.0,127492000.0,,656848000.0,,7572000.0,,578320000.0,,,,,,39078000.0,1454137000.0,-2880613000.0,,,3013843000.0,,,,,230040000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,130000.0,,663538000.0,,-132371000.0,,,,549000.0,,,90034000.0,,-59837000.0,,,,187184000.0,90034000.0,1563196000.0,,1.03,87000000.0,945676000.0,,24949000.0,,3967510000.0,,1154000.0,,136570000.0,195716000.0,207308000.0,,307449000.0,,,169053000.0,,,,,-934000.0,87578093.0,,,10005000.0,457731000.0,,,,,127347000.0,,,,,,,,,,,,,,,9071000.0,88031373.0,5146390000.0,,89792000.0,,,,,,,,4631048000.0,,,,,9071000.0,,87000000.0,,112060000.0,25757000.0,-113134000.0,,,1.02,,3621681000.0,139586000.0,26562000.0,,,16260000.0,,,127929000.0,,346894000.0,-41008000.0,6848123000.0,,,,,,,515947000.0,,,,,,,,,,,-1896000.0,,-20937000.0,,,9071000.0,,,-55747000.0,,-8657000.0,,,,,,196964000.0,,,,,114983000.0,195154000.0,,522378000.0,,5164000.0,,515342000.0,,,,,,41832000.0,1524709000.0,-2880613000.0,,,2955276000.0,,,,,173985000.0,,,,,,,,,,,,,,,,,,,,,,,,,
