,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,trailingPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualCurrentDeferredRevenue,annualTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualDilutedEPS,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,trailingPurchaseOfInvestment,annualLongTermDebt,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualBasicAverageShares,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyEndCashPosition,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualNetIncomeCommonStockholders,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyNetPPE,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBasicEPS
1301529600,,25083200000.0,,,,,139900000.0,,-5242400000.0,,1763500000.0,,,1705600000.0,562200000.0,,3422300000.0,,,,,,,28404500000.0,,,-147500000.0,-1.176808,,,,26698900000.0,,,,,,,,,,,,0.0,277800000.0,-67500000.0,,26846700000.0,,55600000.0,100900000.0,,,,,,,-4600000.0,1012600000.0,,,,,-147500000.0,-144800000.0,125082547.0,18648100000.0,-191400000.0,5570800000.0,,,880500000.0,,15800000.0,,47200000.0,,,1417600000.0,,,,,1166400000.0,,,,,,700000.0,987000000.0,,,0.0,4734700000.0,-223200000.0,-1.176808,778200000.0,,,,,1514200000.0,,-86000000.0,,,,-138300000.0,,-2166000000.0,,2800000.0,,,,,,,,,880500000.0,880500000.0,473400000.0,,102900000.0,,150900000.0,243000000.0,-76500000.0,,,,,,,,,,-155800000.0,2179000000.0,177800000.0,,19763500000.0,,125082547.0,,-37900000.0,-92900000.0,,234400000.0,,,,,,,,,17597500000.0,,0.0,,,,-78400000.0,5900000.0,,-2300000.0,,-106500000.0,,,,,,528000000.0,,,,,,,,,,,,,,,,,,,,
1309392000,,25903800000.0,,,,,-119200000.0,,-5397800000.0,,1628500000.0,,,1966700000.0,565100000.0,,3468300000.0,,,,,,,28962800000.0,,,-155500000.0,-1.245695,,,,26996100000.0,,,,,,,,,,,,36000000.0,293500000.0,-6500000.0,,27532300000.0,,461500000.0,101900000.0,,,,,,,-21100000.0,1055200000.0,,,,,-155500000.0,-153100000.0,125075600.0,19539400000.0,-558900000.0,5446100000.0,,,1037800000.0,,-5000000.0,,49600000.0,,,1283900000.0,,418200000.0,,,1173900000.0,,,,,,700000.0,880500000.0,,,-51000000.0,4720400000.0,-252800000.0,-1.245695,778400000.0,,,,,1350100000.0,,-468700000.0,,,,-146100000.0,,-2335600000.0,,2800000.0,,,,,,,,,1037800000.0,1037800000.0,524600000.0,,44600000.0,,-111800000.0,300000000.0,-104500000.0,,918300000.0,,,,,,,,-168600000.0,2229100000.0,-65400000.0,,19812700000.0,,125075600.0,,-53800000.0,781600000.0,,276800000.0,,,,,,,,,17477100000.0,,0.0,,,,-99700000.0,4400000.0,,19900000.0,,157300000.0,,,,,,565300000.0,,,,,,,,,,,,,,,,,,,,
1317340800,,25832300000.0,,,,,106600000.0,,-5561900000.0,,1791900000.0,,,2027700000.0,589400000.0,,3473000000.0,,,,,,,28866100000.0,,,-164000000.0,-1.30884,,,,26838400000.0,,,,,,,,,,,,36000000.0,324600000.0,-2000000.0,,27624200000.0,,465300000.0,99900000.0,,,,,,,6400000.0,1049000000.0,,,,,-164000000.0,-173400000.0,125075600.0,19575100000.0,-85100000.0,5349000000.0,,,1150700000.0,,-32700000.0,,49000000.0,,,1470200000.0,,634100000.0,,,1205000000.0,,,,,,700000.0,1037800000.0,,,32000000.0,4703200000.0,-243900000.0,-1.30884,809900000.0,,,,,1161900000.0,,1900000.0,,,,-10900000.0,,-2507500000.0,,2400000.0,,,,,,,,,1150700000.0,1150700000.0,450300000.0,,45500000.0,,81700000.0,276200000.0,-82000000.0,,908200000.0,,,,,,,,-199400000.0,2254000000.0,202500000.0,,19870000000.0,,125075600.0,,-95900000.0,-4500000.0,,239100000.0,,,,,,,,,17362500000.0,,0.0,,,,-70500000.0,7300000.0,,13600000.0,,112900000.0,,,,,,531000000.0,,,,,,,,,,,,,,,,,,,,
1325289600,27462200000.0,25859400000.0,217924200.0,-97600000.0,,-182800000.0,-310100000.0,982500000.0,-5782700000.0,-540700000.0,1602800000.0,-96400000.0,-5782700000.0,1837200000.0,554800000.0,,3464800000.0,,,904600000.0,40400000.0,-506900000.0,,28515600000.0,,28515600000.0,-220600000.0,,-3.15729,-1173600000.0,,26678400000.0,0.0,,4699300000.0,,19759500000.0,-687600000.0,,293900000.0,,217924200.0,,0.0,-14500000.0,0.0,,27462200000.0,,451100000.0,94200000.0,,,94200000.0,30200000.0,1006700000.0,,-15800000.0,1018400000.0,904600000.0,881400000.0,,837900000.0,-220600000.0,-195400000.0,,19759500000.0,-181600000.0,5198100000.0,489200000.0,,904600000.0,1837200000.0,-11900000.0,,44900000.0,16500000.0,25859400000.0,837900000.0,1602800000.0,489200000.0,,451100000.0,1154000000.0,17266000000.0,123100000.0,4655900000.0,-687600000.0,,700000.0,1150700000.0,-375200000.0,1830100000.0,-75400000.0,4655900000.0,-453800000.0,,786300000.0,0.0,,,,1006700000.0,-82400000.0,12100000.0,904600000.0,55900000.0,,-79900000.0,811500000.0,-2681300000.0,,0.0,987000000.0,19947300000.0,,-33800000.0,,26678400000.0,,,904600000.0,904600000.0,674000000.0,2271300000.0,40400000.0,,-218400000.0,293900000.0,-240500000.0,,,5198100000.0,-94400000.0,3152700000.0,,,,-3.15729,-96400000.0,2172400000.0,-191800000.0,-305900000.0,19947300000.0,,,-666700000.0,-118300000.0,127300000.0,5500000.0,232100000.0,,-1017000000.0,,2122300000.0,,3464800000.0,22200000.0,-76000000.0,17266000000.0,,55900000.0,8834500000.0,,700000.0,-258400000.0,4600000.0,,-1000000.0,,-246100000.0,-2681300000.0,-35100000.0,4135200000.0,44900000.0,,439500000.0,-503500000.0,,,,,,,,,,,,,,,,,,,
1333152000,,25771500000.0,,,,,76500000.0,,-6063300000.0,,1789000000.0,,,2103000000.0,577100000.0,,3464800000.0,,,,,,,28409700000.0,,,-280600000.0,-2.24,,,,26306700000.0,,,,,,,,,,,,0.0,234600000.0,-200000.0,,27560500000.0,,388600000.0,86400000.0,-11000000.0,,,,,,-18800000.0,1074400000.0,,,,,-280600000.0,-281100000.0,125200000.0,19791300000.0,-15000000.0,5076800000.0,,,1134900000.0,,-136300000.0,,44500000.0,,,1394700000.0,,483600000.0,,,1197500000.0,,,,,,1300000.0,904600000.0,,,,4613400000.0,-432500000.0,-2.24,808600000.0,,,,,763100000.0,,68100000.0,,,,-2009100000.0,,-2864600000.0,,0.0,,,,,24800000.0,,,,1134900000.0,1134900000.0,562000000.0,,100500000.0,,96300000.0,293800000.0,-124200000.0,,903400000.0,,,,,,,,-88100000.0,2271900000.0,159400000.0,,19866400000.0,,125200000.0,,-82900000.0,85900000.0,,265800000.0,,,,,,,,,17001800000.0,,0.0,,,,-151400000.0,11500000.0,17200000.0,-13800000.0,,230300000.0,,,,,,364100000.0,,,,,,,,,,,,,,,,,,,,
1341014400,,25757200000.0,,,,,-168000000.0,,-6305000000.0,,1673800000.0,,,1969000000.0,41300000.0,,3360400000.0,,,,,,,28038200000.0,,,-241700000.0,-1.93,,,,26069200000.0,,,,,,,,,,,,5856400000.0,222700000.0,-13700000.0,,27431000000.0,,1788700000.0,92200000.0,2000000.0,,,,,,-1600000.0,493500000.0,,,,,-241700000.0,-255900000.0,125233161.0,19900800000.0,-87700000.0,4966600000.0,,,985100000.0,,-101800000.0,,50400000.0,,,1316400000.0,,701600000.0,,,1672200000.0,,,,,,1300000.0,1134900000.0,,,,4244000000.0,-374500000.0,-1.93,269700000.0,,,,,530200000.0,,22400000.0,,,,-58500000.0,,-2958200000.0,,972800000.0,,,,,-36200000.0,,,,985100000.0,985100000.0,496500000.0,,42800000.0,,-97300000.0,305000000.0,-112500000.0,,889800000.0,,,,,,,,-85700000.0,2165700000.0,-58700000.0,,19634300000.0,,125233161.0,,-109300000.0,6600000.0,,223800000.0,,,,,,,,,16676100000.0,,1631000000.0,,,,-118600000.0,21700000.0,200000.0,-27700000.0,,-139800000.0,,,,,,346100000.0,,,,,,,,,,,,,,,,,,,,
1348963200,,25602900000.0,,,,,45800000.0,,-6810500000.0,,2625300000.0,,,2879800000.0,51800000.0,,3100800000.0,,,,,,,28342900000.0,,,-505500000.0,-4.03,,,,25463100000.0,,,,,,,,,,,,5641700000.0,228200000.0,-44900000.0,,28228200000.0,,1731000000.0,109800000.0,17800000.0,,,,,,1900000.0,507600000.0,,,,,-505500000.0,-506200000.0,125434243.0,19961200000.0,-740300000.0,4749600000.0,,,1189400000.0,,-447000000.0,,49500000.0,,,1489500000.0,,713000000.0,,,1690800000.0,,,,,,1300000.0,985100000.0,,,,4042700000.0,-731700000.0,-4.03,276600000.0,,,,,33400000.0,,-647800000.0,,,,-3700000.0,,-3130400000.0,,881300000.0,,,,,-10600000.0,,,,1189400000.0,1189400000.0,515700000.0,,797300000.0,,158800000.0,330300000.0,-217300000.0,,892100000.0,,,,,,,,-87000000.0,2198400000.0,157600000.0,,19719000000.0,,125434243.0,,-111800000.0,757500000.0,,231000000.0,,,,,,,,,16588600000.0,,1828000000.0,,,,-225500000.0,9800000.0,0.0,2100000.0,,204300000.0,,,,,,9200000.0,,,,,,,,,,,,,,,,,,,,
1356912000,28329700000.0,25741400000.0,125313808.0,-19500000.0,17400000.0,-498100000.0,-452400000.0,884100000.0,-7280200000.0,-686000000.0,2588300000.0,-70900000.0,-7280200000.0,3493600000.0,1581100000.0,,3160300000.0,,,1757500000.0,879900000.0,-870500000.0,823000000.0,27998100000.0,138600000.0,27998100000.0,-469700000.0,-3.75,-11.95,-2253200000.0,,24504500000.0,897400000.0,,4513700000.0,,20532200000.0,-1497500000.0,,376200000.0,,125313808.0,,5157100000.0,217600000.0,19600000.0,,28329700000.0,,1656800000.0,100400000.0,29000000.0,31600000.0,100400000.0,247800000.0,-411700000.0,,-2064900000.0,961100000.0,1757500000.0,903100000.0,,974700000.0,-469700000.0,-427000000.0,125253333.0,20532200000.0,218400000.0,4334100000.0,580500000.0,,1757500000.0,3493600000.0,-441000000.0,,52000000.0,37800000.0,25741400000.0,974700000.0,2588300000.0,580500000.0,,1656800000.0,1053100000.0,15701700000.0,9600000.0,3985700000.0,-1497500000.0,,1300000.0,1189400000.0,-623800000.0,738200000.0,,3985700000.0,-808000000.0,-3.75,1856800000.0,5157100000.0,138600000.0,,,-411700000.0,857600000.0,-128700000.0,1757500000.0,1708400000.0,,1447500000.0,1472600000.0,-3102100000.0,,897400000.0,891200000.0,18803800000.0,4600000.0,-1036000000.0,-66000000.0,24504500000.0,,,1757500000.0,1757500000.0,527000000.0,6617500000.0,879900000.0,,-177300000.0,376200000.0,-296400000.0,,823000000.0,4334100000.0,-66000000.0,7702600000.0,,,,-11.95,-70900000.0,2016800000.0,-248700000.0,-507700000.0,18803800000.0,,125253333.0,-1382700000.0,-203700000.0,622600000.0,,160000000.0,,-624600000.0,,2101300000.0,,3160300000.0,55100000.0,-39200000.0,15701700000.0,,1708400000.0,8586700000.0,-88000000.0,1300000.0,-381000000.0,12100000.0,0.0,287200000.0,,562800000.0,-3102100000.0,-2083400000.0,4073000000.0,52000000.0,,-55100000.0,-750400000.0,,,,,,,,,,,,,,,,,,,
1364688000,,26131000000.0,,,,,-194300000.0,,-7497800000.0,,1904000000.0,,,3131100000.0,1654700000.0,,3165800000.0,,,,,,,27475000000.0,,,-217600000.0,-1.74,,,,24343900000.0,,,,,,,,,,,,4947200000.0,206300000.0,-1400000.0,,28035000000.0,,1580000000.0,118600000.0,-41900000.0,,,,,,-1860600000.0,1070000000.0,,,,,-217600000.0,-175700000.0,125057471.0,21134100000.0,657800000.0,4106200000.0,,,2095400000.0,,-140500000.0,,49700000.0,,,1417100000.0,,543900000.0,,,1073200000.0,,,,,,1300000.0,1757500000.0,,,-21900000.0,3921900000.0,-465900000.0,-1.74,1893900000.0,,,,,-637100000.0,,828500000.0,,,,-2500000.0,,-3252900000.0,,959900000.0,,,700000.0,,38000000.0,,,,2095400000.0,2095400000.0,574700000.0,,143000000.0,,54600000.0,340400000.0,-290900000.0,,841000000.0,,,,,,,,-83900000.0,2143200000.0,-46200000.0,,18929100000.0,,125057471.0,,-148100000.0,-273600000.0,,249300000.0,,,,,,,,,15676200000.0,,1761000000.0,,,,-290200000.0,3600000.0,0.0,92300000.0,,338000000.0,,,,,,311900000.0,,,,,,,,,,,,,,,,,,,,
1372550400,,25651100000.0,,,,,-182600000.0,,-7710300000.0,,1931800000.0,,,2765600000.0,593800000.0,,3152800000.0,,,,,,,26844800000.0,,,-212200000.0,-1.69,,,,24079200000.0,,,,,,,,,,,,4688700000.0,185600000.0,-300000.0,,27582900000.0,,1582800000.0,209000000.0,9900000.0,,,,,,-198000000.0,1086900000.0,,,,,-212200000.0,-208900000.0,125562130.0,20912800000.0,-84300000.0,3930900000.0,,,1810700000.0,,-53900000.0,,46300000.0,,,1442200000.0,,486200000.0,,,1071300000.0,,,,,,1300000.0,2095400000.0,,,-5900000.0,3881700000.0,-324600000.0,-1.69,817500000.0,,,,,-849800000.0,,28300000.0,,,,-4600000.0,,-3352900000.0,,861100000.0,,,15400000.0,,37500000.0,,,,1810700000.0,1810700000.0,540100000.0,,158500000.0,,23200000.0,327500000.0,-118000000.0,,757800000.0,,,,,,,,-93700000.0,2158200000.0,-10400000.0,,18814800000.0,,125562130.0,,-172200000.0,-190000000.0,,269400000.0,,,,,,,,,15461900000.0,,1773300000.0,,,,-115700000.0,6100000.0,12600000.0,121800000.0,,-284700000.0,,,,,,397900000.0,,,,,,,,,,,,,,,,,,,,
1380499200,,25495700000.0,,,,,-100100000.0,,-8471500000.0,,2097500000.0,,,2724200000.0,548200000.0,,3019500000.0,,,,,,,26096400000.0,,,-761400000.0,-6.03,,,,23372200000.0,,,,,,,,,,,,4267600000.0,175200000.0,-25000000.0,,27593200000.0,,1776100000.0,213100000.0,30400000.0,,,,,,-86000000.0,1058400000.0,,,,,-761400000.0,-773600000.0,126268657.0,21173800000.0,-282700000.0,3528300000.0,,,1707900000.0,,-925100000.0,,43300000.0,,,1558600000.0,,506900000.0,,,1121600000.0,,,,,,1300000.0,1810700000.0,,,-17000000.0,3660200000.0,-1187000000.0,-6.03,757300000.0,,,,,-1578700000.0,,-199700000.0,,,,-2500000.0,,-3222300000.0,,887500000.0,,,39700000.0,,-600000.0,,,,1707900000.0,1707900000.0,563000000.0,,166400000.0,,72600000.0,371800000.0,-419300000.0,,739300000.0,,,,,,,,-95600000.0,2180000000.0,46300000.0,,18138700000.0,,126268657.0,,-146400000.0,133700000.0,,301100000.0,,,,,,,,,14916400000.0,,1931100000.0,,,,-413400000.0,8500000.0,3600000.0,98200000.0,,-102700000.0,,,,,,-451900000.0,,,,,,,,,,,,,,,,,,,,
1388448000,26592700000.0,24061900000.0,128573921.0,177500000.0,217200000.0,-845100000.0,-368100000.0,987600000.0,-10320700000.0,761400000.0,2530800000.0,-16900000.0,-10320700000.0,3770300000.0,575800000.0,,3063300000.0,,,2771200000.0,197100000.0,-1549700000.0,667500000.0,24688900000.0,203500000.0,24688900000.0,-1756900000.0,-12.83,-22.93,-4459500000.0,,20918600000.0,911600000.0,,4512400000.0,,20918400000.0,-2948200000.0,,442700000.0,,128573921.0,,3143500000.0,175300000.0,-3300000.0,,26592700000.0,,1129700000.0,176800000.0,70000000.0,67400000.0,176800000.0,204900000.0,-3122000000.0,,-3367400000.0,962700000.0,2771200000.0,742400000.0,,1238400000.0,-1756900000.0,-1751500000.0,136936867.0,20918400000.0,185900000.0,2476000000.0,619900000.0,,2771200000.0,3770300000.0,-2074300000.0,,45600000.0,68400000.0,24061900000.0,1238400000.0,2530800000.0,619900000.0,,1129700000.0,1115700000.0,13237900000.0,-118800000.0,3487700000.0,-2948200000.0,,1400000.0,1707900000.0,-92800000.0,-1476800000.0,-13300000.0,3487700000.0,-2481900000.0,-12.83,795000000.0,3143500000.0,203500000.0,,,-3122000000.0,1009000000.0,104300000.0,2771200000.0,2333700000.0,,-83200000.0,651100000.0,-2819300000.0,,911600000.0,1757500000.0,16057200000.0,11600000.0,-3194100000.0,-136700000.0,20918600000.0,,,2771200000.0,2771200000.0,575300000.0,2168600000.0,197100000.0,,27100000.0,442700000.0,-648500000.0,,667500000.0,2476000000.0,-58100000.0,3059700000.0,,,,-22.93,-16900000.0,2078400000.0,-108500000.0,-726300000.0,16057200000.0,,136936867.0,-2909800000.0,-259600000.0,981000000.0,,167700000.0,,476700000.0,,2253000000.0,,3063300000.0,56500000.0,-30000000.0,13237900000.0,,2333700000.0,8559700000.0,-61800000.0,1400000.0,-730400000.0,38300000.0,201000000.0,-107400000.0,,1058400000.0,-2819300000.0,-5512000000.0,4047300000.0,45600000.0,,-1734500000.0,-1476700000.0,,,,,,,,,,,,,,,,,,,
1396224000,,23812700000.0,,,,,-335000000.0,,-10707100000.0,,2840800000.0,,,3406800000.0,556100000.0,,3077400000.0,,,,,,,24376700000.0,,,-386400000.0,-2.82,,,,20969900000.0,,,,,,,,,,,,2818400000.0,163600000.0,-12500000.0,,26653500000.0,,1082600000.0,182700000.0,-12300000.0,,,,,,-14400000.0,969600000.0,,,,,-386400000.0,-366900000.0,137021277.0,20994300000.0,-163900000.0,2422200000.0,,,2483400000.0,,-136400000.0,,43000000.0,,,1831700000.0,,578600000.0,,,1131700000.0,,,,,,1400000.0,2771200000.0,,,-24600000.0,3462000000.0,-521400000.0,-2.82,762300000.0,,,,,-3502200000.0,,109800000.0,,,,-15900000.0,,-2879200000.0,,858800000.0,,,3900000.0,,47000000.0,,,,2483400000.0,2483400000.0,592300000.0,,197200000.0,,231400000.0,488700000.0,-39400000.0,,396200000.0,,,,,,,,-21200000.0,2101300000.0,-94500000.0,,16227100000.0,,137021277.0,,-240500000.0,-29400000.0,,207300000.0,,,,,,,,,13347900000.0,,2643600000.0,,,,-154500000.0,26400000.0,900000.0,-214800000.0,,-287800000.0,,,,,,226700000.0,,,,,,,,,,,,,,,,,,,,
1404086400,,26932900000.0,,,,,-593900000.0,,-11173600000.0,,2714900000.0,,,4431500000.0,565100000.0,,3062100000.0,,,,,,,27069400000.0,,,-466400000.0,-3.24,,,,22637900000.0,,,,,,,,,,,,0.0,170700000.0,-200000.0,,29647800000.0,,1853800000.0,175500000.0,-25100000.0,,,,,,-547400000.0,1041800000.0,,,,,-466400000.0,-406500000.0,144100000.0,24209500000.0,-1881000000.0,2278900000.0,,,3429600000.0,,-170700000.0,,41500000.0,,,1791600000.0,,644300000.0,,,1143700000.0,,,,,,1500000.0,2483400000.0,,,0.0,3414500000.0,-574700000.0,-3.24,792100000.0,,,,,-3064800000.0,,-1590900000.0,,,,-93100000.0,,-3009400000.0,,0.0,,,6300000.0,,-64800000.0,,,,3429600000.0,3429600000.0,653700000.0,,148300000.0,,-135200000.0,459700000.0,-171900000.0,,444500000.0,,,,,,,,-16000000.0,2185500000.0,-298800000.0,,16466800000.0,,144100000.0,,-295100000.0,3126000000.0,,249700000.0,,,,,,,,,13457400000.0,,0.0,,,,-168200000.0,20800000.0,136000000.0,115600000.0,,946200000.0,,,,,,249700000.0,,,,,,,,,,,,,,,,,,,,
1412035200,,25407400000.0,,,,,-368800000.0,,-12081700000.0,,2798500000.0,,,4161800000.0,605600000.0,,2772700000.0,,,,,,,24491500000.0,,,-908100000.0,-6.29,,,,20329700000.0,,,,,,,,,,,,2518500000.0,,-300000.0,,28205900000.0,,848800000.0,168800000.0,,,,,,,-1542100000.0,1050600000.0,,,,,-908100000.0,-931700000.0,144372019.0,22888900000.0,1570000000.0,2077400000.0,,,3182400000.0,,-598700000.0,,44700000.0,,,1912700000.0,,622600000.0,,,1161800000.0,,,,,,1500000.0,3429600000.0,,,0.0,3223400000.0,-1101600000.0,-6.29,845200000.0,,,,,-4012200000.0,,1846700000.0,,,,-733200000.0,,-3130400000.0,,917900000.0,,,6300000.0,,,,,,3182400000.0,3182400000.0,708300000.0,,140600000.0,,,431100000.0,,,441100000.0,,,,,,,,-17000000.0,2212400000.0,-87200000.0,,16615200000.0,,144372019.0,,-281600000.0,-1730000000.0,,205400000.0,,,,,,,,,13484800000.0,,2657900000.0,,,,-169900000.0,,900000.0,,,-247200000.0,,,,,,-227600000.0,,,,,,,,,,,,,,,,,,,,
1419984000,28277000000.0,9997000000.0,142467866.0,147000000.0,136000000.0,-1793000000.0,-495300000.0,778000000.0,-13104000000.0,330000000.0,18280000000.0,-15000000.0,-13104000000.0,3673000000.0,625000000.0,,2366000000.0,,,2806000000.0,15779000000.0,-543000000.0,484000000.0,23535000000.0,150000000.0,23535000000.0,-1011000000.0,-7.0,-19.45,-3217000000.0,,19862000000.0,791000000.0,,4514000000.0,,7434000000.0,-2771000000.0,,349000000.0,,142467866.0,,2563000000.0,,-9000000.0,,28277000000.0,,890000000.0,,,24000000.0,,273000000.0,-4998000000.0,,1878900000.0,984000000.0,2806000000.0,679000000.0,,1569000000.0,-1011000000.0,-1055000000.0,144428571.0,7434000000.0,-209100000.0,2079000000.0,518000000.0,,2806000000.0,3673000000.0,-507000000.0,,43000000.0,-43000000.0,9997000000.0,1569000000.0,18280000000.0,518000000.0,,890000000.0,1147000000.0,13456000000.0,-795000000.0,3150000000.0,-2771000000.0,,1000000.0,3182400000.0,-2833000000.0,89000000.0,1600000.0,3150000000.0,-1119000000.0,-7.0,880000000.0,2563000000.0,150000000.0,,,-4998000000.0,35000000.0,-35600000.0,2806000000.0,2501000000.0,,-1990800000.0,1514000000.0,-3255000000.0,,791000000.0,2771000000.0,16711000000.0,7500000.0,-1325000000.0,,19862000000.0,,,2806000000.0,2806000000.0,716000000.0,2306000000.0,15779000000.0,,,349000000.0,,,484000000.0,2079000000.0,-23000000.0,3224000000.0,,,,-19.45,-15000000.0,2131000000.0,-314500000.0,-998000000.0,16711000000.0,,144428571.0,-2674000000.0,-180800000.0,147400000.0,,104000000.0,,-684000000.0,,2670000000.0,,2366000000.0,132000000.0,-22000000.0,13456000000.0,,2501000000.0,8516000000.0,48000000.0,1000000.0,-64000000.0,,-1800000.0,,,-376200000.0,-3255000000.0,-225000000.0,4002000000.0,43000000.0,,-238000000.0,-453000000.0,,,,,,,,,,,,,,,,,,,
