,trailingResearchAndDevelopment,trailingTotalRevenue,annualTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualAccountsPayable,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTaxProvision,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualBasicEPS,annualNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualOperatingExpense,annualFreeCashFlow,annualCurrentDebt,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashDividendsPaid,annualNetIncome,annualCostOfRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyNetIncome,trailingSaleOfInvestment,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualLongTermDebt,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyStockholdersEquity,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyGoodwill,annualOtherShortTermInvestments,annualRetainedEarnings,annualSaleOfInvestment,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,quarterlyNetPPE,annualInventory,annualChangeInInventory,quarterlyPretaxIncome,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetPPE,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualBeginningCashPosition,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualDilutedEPS,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualInterestExpense,annualPretaxIncome,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingCashDividendsPaid,trailingInterestExpense,quarterlyGrossPPE,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,trailingOperatingExpense,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGoodwill,trailingGrossProfit,annualCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1483142400,,,59124319000.0,1901939000.0,,17988617000.0,,,,-2985889000.0,,-768250000.0,117263074000.0,1814743000.0,,20194918000.0,57365578000.0,4500684000.0,117263074000.0,10617647000.0,,-5014331000.0,1932462000.0,-5381093000.0,4528367000.0,-0.1971,2008476000.0,,-451506000.0,14621784000.0,-351036000.0,174628652000.0,,233222425000.0,,213027507000.0,522043000.0,4890177000.0,4061226000.0,11010175000.0,,174628652000.0,-9569416000.0,-2623331000.0,43616495000.0,7505910000.0,1783656000.0,765517000.0,,522043000.0,,233222425000.0,263661000.0,4027220000.0,3911150000.0,105592871000.0,1901939000.0,20194918000.0,39718450000.0,39718450000.0,,19905705000.0,,10528386000.0,-2623331000.0,57365578000.0,7505910000.0,12040882000.0,899886000.0,,-5014331000.0,3102935000.0,4500684000.0,778136000.0,-4653400000.0,,2160936000.0,105592871000.0,13309644850.0,2766573000.0,4093398000.0,,4528367000.0,555485000.0,4528367000.0,20452977000.0,3527049000.0,180556271000.0,2766573000.0,-312284000.0,800510000.0,15507824000.0,4528367000.0,213027507000.0,180556271000.0,,13310038000.0,-20055934000.0,,4659167000.0,34993000.0,-6710652000.0,1266743000.0,1783656000.0,6676782000.0,11010175000.0,13309644850.0,3911150000.0,180556271000.0,3527049000.0,-405298000.0,,5199317000.0,-459906000.0,24437656000.0,216091000.0,-0.1971,,,,6624597000.0,1240226000.0,-16391751000.0,2179183000.0,,,180556271000.0,,-13746719000.0,,555485000.0,,,,,1783656000.0,1783656000.0,,17988617000.0,,,,-591269000.0,358966000.0,-86370287000.0,,24437656000.0,2067253000.0,-698633000.0,-693343000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,,,,-1480060000.0,,,,305661000.0,,20499623000.0,55289089000.0,,117493524000.0,,13311308017.0,-4383375000.0,1625034000.0,2160237000.0,,,,0.0474,-3000000.0,15312078000.0,,,,232038778000.0,,211539155000.0,630956000.0,,,,,172782613000.0,,,,,1672167000.0,605819000.0,,630956000.0,,,-16964000.0,,,,1412465000.0,,40351054000.0,,,,,13139392000.0,,,8911420000.0,,899886000.0,,,,4024918000.0,,-1337264000.0,,547652000.0,106534528000.0,,2347642000.0,2172686000.0,0.0474,4037239000.0,552168000.0,4037239000.0,,,178694405000.0,,,860926000.0,,,,,,13310038000.0,-16988843000.0,,4500684000.0,255107000.0,-1795858000.0,1396822000.0,,,16383599000.0,,4177442000.0,,3504926000.0,-199526000.0,,,,17724410000.0,-475766000.0,,,,13311308017.0,,,,478558000.0,,,178694405000.0,,,,,,,,,1672167000.0,,,16860380000.0,,,,,54930000.0,,,,2257748000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,-1978162000.0,,,,314623000.0,,21354052000.0,54772298000.0,,117422436000.0,,,5081608000.0,2114212000.0,828047000.0,,,,,-40000000.0,14735838000.0,,,,231811315000.0,,210457263000.0,449818000.0,,,,,172194734000.0,,,,,1691852000.0,717122000.0,,449818000.0,,,-31412000.0,,,,1810519000.0,,40786330000.0,,,,,12215334000.0,,,8457072000.0,,899886000.0,,,,4709789000.0,,-1999277000.0,,406292000.0,106787332000.0,,2709809000.0,2520504000.0,,4722296000.0,549377000.0,4722296000.0,,,178289023000.0,,,921280000.0,,,,,,13310038000.0,-19457876000.0,,4024918000.0,204158000.0,-2564450000.0,1458026000.0,,,24043379000.0,,3785150000.0,,3481641000.0,-400375000.0,,,,10959074000.0,684871000.0,,,,,,,,612944000.0,,,178289023000.0,,,,,,,,,1691852000.0,,,15472107000.0,,,,,163160000.0,,,,2379306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,,,-1288914000.0,,,,379085000.0,,22159721000.0,55772210000.0,,116965953000.0,,13320321543.0,5910133000.0,2752708000.0,4932003000.0,,,,0.0622,-169225000.0,17596050000.0,,,,232940946000.0,,210781225000.0,828524000.0,,,,,172738163000.0,,,,,1574843000.0,1338935000.0,,828524000.0,,,-34645000.0,,,,1448863000.0,,41699523000.0,,,,,14296121000.0,,,7906534000.0,,899886000.0,,,,5765336000.0,,-2360703000.0,,547221000.0,106943982000.0,,2838789000.0,3299929000.0,0.0622,5783462000.0,546458000.0,5783462000.0,,,177852690000.0,,,1623534000.0,,,,,,13310038000.0,-11304351000.0,,4709789000.0,284599000.0,-2210474000.0,1499556000.0,,,23098860000.0,,3997103000.0,,3450459000.0,-575944000.0,,,,11435660000.0,1055547000.0,,,,13320321543.0,,,,53402000.0,,,177852690000.0,,,,,,,,,1574843000.0,,,16050441000.0,,,,,143289000.0,,,,3123090000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,64607755000.0,1543787000.0,,19763575000.0,,,,-1882997000.0,,878280000.0,113055518000.0,1236797000.0,,21440916000.0,62683578000.0,4192369000.0,113055518000.0,8345052000.0,,5362969000.0,1853098000.0,137731000.0,4621714000.0,0.1286,2449463000.0,,-46849000.0,16963789000.0,24942000.0,175739096000.0,,235673786000.0,,214232870000.0,-197488000.0,2500126000.0,8058018000.0,24441440000.0,,175739096000.0,-6630133000.0,1711810000.0,53762577000.0,9144621000.0,,-212413000.0,,-197488000.0,,235673786000.0,107963000.0,2236166000.0,4539355000.0,103857511000.0,1543787000.0,21440916000.0,41478513000.0,41478513000.0,,20505757000.0,,14111730000.0,1711810000.0,62683578000.0,9144621000.0,11286148000.0,899886000.0,,5362969000.0,1342016000.0,4192369000.0,450979000.0,-3149178000.0,,998961000.0,103857511000.0,13311119751.0,2916823000.0,2852059000.0,,4621714000.0,523891000.0,4621714000.0,18142090000.0,3443984000.0,180928528000.0,2916823000.0,-446012000.0,-77997000.0,10845178000.0,4621714000.0,214232870000.0,180928528000.0,,13310038000.0,-9219039000.0,,5765336000.0,134416000.0,-3513290000.0,1555224000.0,,5947371000.0,24441440000.0,13311119751.0,4539355000.0,180928528000.0,3443984000.0,-703898000.0,,4500684000.0,-259074000.0,14521572000.0,-1572967000.0,0.1286,,,,5891866000.0,3327743000.0,-10084072000.0,197112000.0,,,180928528000.0,,-8846422000.0,,523891000.0,,,,,1613873000.0,1613873000.0,,19763575000.0,,,,-462564000.0,89600000.0,-56970109000.0,,14521572000.0,1477227000.0,-308315000.0,-1879743000.0,899886000.0,,13310038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,,,-1470061000.0,,,,322520000.0,,39199810000.0,65410179000.0,,111985060000.0,,13302530713.0,5904382000.0,2584367000.0,2475653000.0,,,,0.0407,-26131000.0,17344622000.0,,,,251493998000.0,,212294188000.0,541413000.0,,,,,177395239000.0,,,,,15869000.0,824016000.0,,541413000.0,,,6503000.0,,,,922376000.0,,55357161000.0,,,,,14224385000.0,,,8850912000.0,,899886000.0,,,,21887579000.0,,-2812520000.0,,535870000.0,102822974000.0,,3319415000.0,3120237000.0,0.0407,22464565000.0,535218000.0,22464565000.0,,,178573446000.0,,,1099631000.0,,,,,,18506711000.0,-10235534000.0,,4192369000.0,275615000.0,-2792892000.0,1618174000.0,,,24445826000.0,,4857943000.0,,3420505000.0,12498744000.0,,,,19366311000.0,17695210000.0,,,,13302530713.0,,,,,,,178573446000.0,,,,,,,,,1668550000.0,,,17579018000.0,,,,,13360635000.0,,,,2717805000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,-2363760000.0,,,,520066000.0,,35178376000.0,83728740000.0,,133974998000.0,,,4674201000.0,3426011000.0,-579559000.0,,,,,-19293000.0,28198812000.0,,,,283285335000.0,,248106959000.0,821705000.0,,,,,217703738000.0,,,,,,1420510000.0,,821705000.0,,,29875000.0,,,,1102449000.0,,47097487000.0,,,,,23882518000.0,,,12131587000.0,,899886000.0,,,,12401137000.0,,-11290603000.0,,890283000.0,122993552000.0,,4295166000.0,4316294000.0,,12939939000.0,684026000.0,12939939000.0,,,212426511000.0,,,1916070000.0,,,,,,18506711000.0,-32941641000.0,,21887579000.0,495560000.0,-3493237000.0,2080639000.0,,,19376121000.0,,9148934000.0,,3875720000.0,-718637000.0,,,,26055699000.0,-11330340000.0,,,,,,,,,,,212426511000.0,,,,,,,,,2658506000.0,,,21600814000.0,,,,,126674000.0,,,,3996709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,,,-3889151000.0,,,,643646000.0,,34374705000.0,81968249000.0,,135661678000.0,,16741176471.0,5072641000.0,2635148000.0,5217126000.0,,,,0.0238,-2101336000.0,23555883000.0,,,,283849456000.0,,249474751000.0,398440000.0,,,,,217629927000.0,,,,,,764060000.0,,398440000.0,,,110562000.0,,,,1126597000.0,,47396485000.0,,,,,20079131000.0,,,11383388000.0,,899886000.0,,,,12071261000.0,,-13657857000.0,,841604000.0,124811265000.0,,4526643000.0,3476752000.0,0.0238,12205356000.0,681053000.0,12205356000.0,,,214779476000.0,,,1113084000.0,,,,,-7500000000.0,18506711000.0,-27473536000.0,,12401137000.0,349024000.0,-3627170000.0,1942356000.0,,,21462374000.0,,8012842000.0,,3849135000.0,553504000.0,,,,32303610000.0,-337876000.0,,,,16741176471.0,,,,-543575000.0,,,214779476000.0,,,,,,,,261000.0,2627862000.0,,,21500703000.0,,,,,150410000.0,,,,3055440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,93389625000.0,1628234000.0,,21635391000.0,,,13221000.0,-2523755000.0,,1378178000.0,125581978000.0,1651135000.0,,34885444000.0,92157871000.0,11380978000.0,125581978000.0,10502719000.0,,3906621000.0,1857193000.0,-3370115000.0,11541749000.0,0.0718,2790088000.0,,1715021000.0,24290308000.0,47706000.0,217739849000.0,,287916388000.0,,253030944000.0,-526849000.0,4130954000.0,3743105000.0,24771641000.0,,217739849000.0,-10246727000.0,1234709000.0,78755952000.0,12722331000.0,46570000.0,-218498000.0,,-526849000.0,,287916388000.0,-99234000.0,3137367000.0,7620131000.0,114614852000.0,1628234000.0,34885444000.0,50126658000.0,50126658000.0,,25368191000.0,,20569918000.0,1234709000.0,92157871000.0,12722331000.0,13667856000.0,899886000.0,,3906621000.0,900904000.0,11380978000.0,18748062000.0,12732258000.0,,1863197000.0,114614852000.0,17196504178.0,4639385000.0,3720390000.0,,11541749000.0,710598000.0,11541749000.0,19314090000.0,4056550000.0,217484960000.0,4639385000.0,-128025000.0,39481000.0,14633673000.0,11541749000.0,253030944000.0,217484960000.0,,18506711000.0,-19713459000.0,,12071261000.0,257979000.0,-5657686000.0,1870467000.0,46570000.0,7574830000.0,24771641000.0,17196504178.0,7620131000.0,217484960000.0,4056550000.0,-12298047000.0,,6036267000.0,-431739000.0,38055955000.0,-682283000.0,0.0718,,,,7532069000.0,4168266000.0,-15570985000.0,759685000.0,,,217484960000.0,,-15028722000.0,,710598000.0,,,,12432000.0,2564376000.0,2564376000.0,,21635391000.0,,,,-3791511000.0,5110343000.0,-90364170000.0,,38055955000.0,1909948000.0,5344711000.0,35564000.0,899886000.0,,18506711000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,,,,,-1949336000.0,,,,472834000.0,,32628176000.0,85720669000.0,,126282506000.0,,22040000000.0,4267027000.0,2868030000.0,4319710000.0,,,,0.0195,-25850000.0,22666184000.0,,,,282964918000.0,,250336742000.0,429780000.0,,,,,212003175000.0,,,,,46570000.0,773084000.0,,429780000.0,,,87922000.0,,,,1530253000.0,,50525277000.0,,,,,19036663000.0,,,13012105000.0,,899886000.0,,,,8900528000.0,,-2032563000.0,,761491000.0,114815997000.0,,4209533000.0,3629521000.0,0.0195,8976591000.0,709366000.0,8976591000.0,,,214936304000.0,,,1138751000.0,,,,,,18506711000.0,-21013766000.0,,11380978000.0,365667000.0,-2095014000.0,1858889000.0,,,24716732000.0,,7399508000.0,,4025143000.0,-343239000.0,,,,32205023000.0,-2480450000.0,,,,22040000000.0,,,,,,,214936304000.0,,,,,,,,612000.0,2478818000.0,,,21161367000.0,,,,,25770000.0,,,,2997640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,-2366738000.0,,,,655582000.0,,33415127000.0,86048472000.0,,122444404000.0,,,880160000.0,3109668000.0,2959512000.0,,,,,,22374271000.0,,,,281883086000.0,,248467959000.0,430479000.0,,,,,208492876000.0,,,,,575779000.0,1000186000.0,,430479000.0,,,43101000.0,,,,1668307000.0,,52916187000.0,,,,,18366034000.0,,,13818298000.0,,899886000.0,,,,8421629000.0,,372513000.0,,898569000.0,111145731000.0,,4388248000.0,4008237000.0,,8501804000.0,688498000.0,8501804000.0,,,212831060000.0,,,1450383000.0,,,,,,18506711000.0,-33861336000.0,,8900528000.0,450197000.0,-607968000.0,1796695000.0,,,28456777000.0,,8180238000.0,,4006226000.0,4576974000.0,,,,26762989000.0,-478899000.0,,,,,,,,,,,212831060000.0,,,,,,,,-601000.0,2346627000.0,,,20341717000.0,,,,,4099950000.0,,,,3247078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,12443000.0,93334078000.0,,,78160586000.0,,,10811149000.0,,-92000000.0,5516181000.0,,,612306000.0,1471328000.0,35166770000.0,77643394000.0,,124009114000.0,,26154700855.0,1343411000.0,2976258000.0,1607074000.0,,,,0.0234,,24003315000.0,,,,282187384000.0,11311328000.0,247020614000.0,612020000.0,,,,3391857000.0,201652508000.0,,,,,39300000.0,1162703000.0,4188803000.0,612020000.0,1670972000.0,,30776000.0,,,,1479405000.0,,63702785000.0,,945430000.0,,62565000.0,20187971000.0,,,12486166000.0,,899886000.0,,,,11302102000.0,,-9480091000.0,,839086000.0,112286438000.0,,4025838000.0,3815344000.0,0.0234,11381290000.0,686618000.0,11381290000.0,,,211477865000.0,,,1560188000.0,,,,,,18506711000.0,-31049896000.0,-105638457000.0,8421629000.0,397485000.0,-4067078000.0,1728468000.0,,,32136852000.0,,7729317000.0,,3989341000.0,11141172000.0,,,,18822660000.0,2880474000.0,,-12427746000.0,1592117000.0,26154700855.0,,,,0.0,-6931829000.0,7250496000.0,211477865000.0,,,945430000.0,,12071261000.0,,-761158000.0,,2285232000.0,,2717475000.0,18813238000.0,4362343000.0,-3729806000.0,,,,,3076860000.0,,3288656000.0,,,,15173492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
