date,quarterlyOperatingIncome,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOperatingExpense,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyGrossProfit,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualInterestExpense,trailingBeginningCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualBasicEPS,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyEbitda,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyBasicEPS,quarterlyGoodwill,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualNetIncome,annualCurrentDebt,annualTaxProvision,annualTotalAssets,quarterlyRepaymentOfDebt,annualDilutedEPS,annualSellingGeneralAndAdministration,trailingTaxProvision,annualTotalNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualDepreciationAndAmortization,trailingPurchaseOfBusiness,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualChangeInInventory,annualStockBasedCompensation,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,annualCapitalStock,trailingCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyNetPPE,annualGrossProfit,quarterlyPretaxIncome,quarterlyAccountsReceivable,annualInventory,quarterlyTaxProvision,annualOtherIntangibleAssets,trailingChangeInInventory,annualNetPPE,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingTotalRevenue,trailingPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlySaleOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
2015-12-31,261000000.0,,,,-68600000.0,64100000.0,-11500000.0,147700000.0,1273800000.0,,,,,,,859100000.0,,,2036400000.0,,,,,,,,,134400000.0,,,-93700000.0,704000000.0,,,843800000.0,-325300000.0,,,,,,,,-110400000.0,261000000.0,,,,21600000.0,278400000.0,,500000.0,,2567300000.0,,,541300000.0,1332400000.0,414700000.0,,-35200000.0,,,2301600000.0,0.0,598100000.0,,0.61,437100000.0,,,598100000.0,460400000.0,,,,,,222400000.0,,,,,-3700000.0,,,,,-98200000.0,,,,,-2600000.0,515100000.0,,,,,,,438500000.0,,,,,170100000.0,170100000.0,277600000.0,0.0,,302000000.0,,-106000000.0,1517700000.0,,0.0,,,,-122200000.0,872000000.0,,,,,784400000.0,,254700000.0,303600000.0,,84600000.0,,,,,1800000.0,493300000.0,,,,196000000.0,966000000.0,,,350700000.0,2302100000.0,,,,,,,,,,,,,0.61,,4603700000.0,170100000.0,,,-108300000.0,-58600000.0,,,52700000.0,,,60800000.0,,,,,,2800000.0,-244900000.0,15000000.0,1337100000.0,1337100000.0,,,,,,,,,,,,,,
2016-03-31,134300000.0,,,,26600000.0,4900000.0,8700000.0,174600000.0,1033100000.0,,,,,,,713000000.0,,,2051100000.0,,,,,,,,,-17800000.0,,,-93700000.0,731500000.0,,,821600000.0,-129200000.0,,,,,,,,-91700000.0,134300000.0,,,,21200000.0,279500000.0,,-1800000.0,,2625400000.0,,,541900000.0,1319600000.0,320100000.0,,-31500000.0,,,2265100000.0,-8300000.0,578700000.0,,0.4,453400000.0,,,578700000.0,451100000.0,,,,,,255400000.0,,,,,-3800000.0,,,,,-95700000.0,,,,,-2300000.0,567900000.0,,,,,,,464100000.0,,,,,112500000.0,112500000.0,277800000.0,0.0,,199200000.0,,-109200000.0,1588200000.0,,0.0,,,,-22200000.0,868500000.0,,,,,823200000.0,,127800000.0,263200000.0,,15300000.0,,,,,4100000.0,460800000.0,,,,90000000.0,843800000.0,,,349800000.0,2411400000.0,,,,,,,,,,,,,0.4,,4676500000.0,112500000.0,,,-92100000.0,40700000.0,,,49500000.0,,,106000000.0,,,,,,2800000.0,-94500000.0,15000000.0,1282400000.0,1282400000.0,,,,,,,,,,,,,,
2016-06-30,116800000.0,277600000.0,,0.0,600000.0,162900000.0,-69700000.0,186700000.0,1154600000.0,,,558600000.0,2397800000.0,625000000.0,1781300000.0,782700000.0,,,2209800000.0,460500000.0,-405300000.0,,1319400000.0,2172900000.0,,-28300000.0,4491800000.0,19600000.0,,,-93800000.0,826700000.0,,,859000000.0,-135100000.0,1.66,,460400000.0,-24500000.0,-861800000.0,,-52300000.0,-104100000.0,116800000.0,460500000.0,-48400000.0,1383100000.0,21100000.0,,1800300000.0,8900000.0,37300000.0,2682900000.0,2209800000.0,279300000.0,625000000.0,1383100000.0,371900000.0,29100000.0,-47800000.0,353300000.0,-104100000.0,2172900000.0,-25600000.0,665900000.0,,,502400000.0,,,665900000.0,521900000.0,861200000.0,-374500000.0,149100000.0,1440500000.0,1291800000.0,149100000.0,460500000.0,15000000.0,166100000.0,4892700000.0,-7500000.0,1.65,2397800000.0,,2719800000.0,-80300000.0,2682900000.0,3000000.0,,,700000.0,558600000.0,-165900000.0,,210600000.0,,425900000.0,57300000.0,459200000.0,40700000.0,86800000.0,,-810000000.0,81500000.0,81500000.0,,0.0,,249400000.0,-861800000.0,-120600000.0,1800300000.0,57300000.0,0.0,245200000.0,,-664700000.0,37400000.0,861200000.0,2800000.0,,502400000.0,,919500000.0,3051300000.0,109400000.0,245200000.0,459200000.0,27900000.0,346800000.0,,919500000.0,826700000.0,20300000.0,460400000.0,758600000.0,653500000.0,521900000.0,128800000.0,821600000.0,,,346800000.0,2719800000.0,1319400000.0,-432800000.0,0.0,,0.0,-72900000.0,,-15000000.0,,,-384900000.0,,,626600000.0,4892700000.0,81500000.0,,859000000.0,-72900000.0,18900000.0,0.0,,54000000.0,,653500000.0,153000000.0,,186700000.0,1781300000.0,,,2800000.0,-119700000.0,15000000.0,1319400000.0,1319400000.0,,,,,,,,,,,,,,
2016-09-30,165900000.0,,,,-8000000.0,-234600000.0,4800000.0,173500000.0,1037600000.0,,,,,,,714700000.0,,,1856100000.0,,,,,,,,,-86100000.0,,,-94000000.0,697200000.0,,,1000000000.0,555600000.0,,,,,,,,-81300000.0,165900000.0,,,,16000000.0,281900000.0,,6400000.0,,2728500000.0,,,523700000.0,1158900000.0,322900000.0,,0.0,,,2505200000.0,0.0,548800000.0,,0.42,505900000.0,,,548800000.0,567500000.0,,,,,,180100000.0,,,,,-285000000.0,,,,,-377400000.0,,,,,-19100000.0,74400000.0,,,,,,,546800000.0,,,,,117400000.0,117400000.0,279500000.0,0.0,,-38100000.0,,-74400000.0,1304800000.0,,0.0,,,,141000000.0,591400000.0,,,,,774600000.0,,160200000.0,245100000.0,,42800000.0,,,,,20700000.0,533200000.0,,,,-112500000.0,859000000.0,,,345100000.0,2079400000.0,,,,,,,,,,,,,0.42,,4584600000.0,117400000.0,,,-67600000.0,600000.0,,,52300000.0,,,834200000.0,,,,,,2800000.0,-204200000.0,0.0,1533200000.0,1533200000.0,,,,,,,,,,,,,,
2016-12-31,277400000.0,,,,-19600000.0,78100000.0,7900000.0,152500000.0,1321700000.0,,,,,,,906200000.0,,,1867600000.0,,,,,,,,,59200000.0,,,-94500000.0,715200000.0,,,1309700000.0,44200000.0,,,,,,,,23700000.0,277400000.0,,,,20200000.0,281800000.0,,11600000.0,,2811100000.0,,,562700000.0,1152400000.0,415500000.0,,0.0,,,2765700000.0,126000000.0,628800000.0,,0.71,467300000.0,,,628800000.0,560800000.0,,,,,,195300000.0,,,,,0.0,,,,,-89600000.0,,,,,-1100000.0,110100000.0,,,,,,,464900000.0,,,,,199700000.0,199700000.0,280500000.0,0.0,,366200000.0,,-51500000.0,1271800000.0,,0.0,,,,309700000.0,591600000.0,,,,,641200000.0,,272300000.0,269600000.0,,72600000.0,,,,,6000000.0,526200000.0,,,,314700000.0,1000000000.0,,,344600000.0,1913000000.0,,,,,,,,,,,,,0.71,,4678700000.0,199700000.0,,,-115700000.0,-35700000.0,,,47900000.0,,,153600000.0,,,,,,2800000.0,-183900000.0,0.0,1835900000.0,1835900000.0,,,,,,,,,,,,,,
2017-03-31,151100000.0,,,,-24300000.0,-44100000.0,50300000.0,129200000.0,995200000.0,,,,,,,705700000.0,,,1769100000.0,,,,,,,,,-4200000.0,,,-94700000.0,636300000.0,,,1394500000.0,-37300000.0,,,,,,,,51100000.0,151100000.0,,,,18900000.0,282900000.0,,5000000.0,,2891900000.0,,,507100000.0,1132800000.0,289500000.0,,0.0,,,2769600000.0,0.0,554600000.0,,0.44,481100000.0,,,554600000.0,541000000.0,,,,,,195600000.0,,,,,0.0,,,,,-83200000.0,,,,,-2500000.0,104400000.0,,,,,,,478700000.0,,,,,122200000.0,122200000.0,280800000.0,0.0,,201900000.0,,-70700000.0,1230200000.0,,0.0,,,,84800000.0,591800000.0,,,,,661200000.0,,147100000.0,203400000.0,,24900000.0,,,,,14000000.0,497400000.0,,,,131200000.0,1309700000.0,,,342900000.0,1891400000.0,,,,,,,,,,,,,0.43,,4661000000.0,122200000.0,,,-93800000.0,71000000.0,,,48500000.0,,,143600000.0,,,,,,2800000.0,-110200000.0,0.0,1891900000.0,1891900000.0,,,,,,,,,,,,,,
2017-06-30,193000000.0,280600000.0,,,60300000.0,104100000.0,15000000.0,194600000.0,1133800000.0,,,75100000.0,2293700000.0,464100000.0,1489500000.0,754500000.0,,,2829700000.0,591000000.0,-283100000.0,,2672900000.0,3953300000.0,,-29400000.0,4488300000.0,11100000.0,,,-94800000.0,753800000.0,,,2672900000.0,30500000.0,2.11,,410700000.0,-35100000.0,-798100000.0,,78000000.0,107700000.0,257100000.0,591000000.0,8400000.0,2075900000.0,18500000.0,,120000000.0,-33600000.0,-96500000.0,3001900000.0,2829700000.0,282800000.0,464100000.0,2075900000.0,379300000.0,70400000.0,0.0,570700000.0,107700000.0,3953300000.0,0.0,561500000.0,,,480500000.0,,,561500000.0,228900000.0,1579500000.0,-378000000.0,31900000.0,1407200000.0,859000000.0,31900000.0,591000000.0,0.0,168000000.0,5831600000.0,0.0,2.09,2293700000.0,,1878300000.0,919700000.0,3001900000.0,-10600000.0,,,-12400000.0,75100000.0,0.0,,212800000.0,,1271800000.0,63300000.0,469700000.0,-20000000.0,73600000.0,,593000000.0,151700000.0,151700000.0,,0.0,,323800000.0,-798100000.0,-86500000.0,120000000.0,63300000.0,0.0,268000000.0,,-523500000.0,1278400000.0,1579500000.0,2800000.0,,480500000.0,,691400000.0,3081100000.0,179400000.0,268000000.0,469700000.0,27700000.0,340800000.0,,691400000.0,753800000.0,29700000.0,410700000.0,853800000.0,1000200000.0,228900000.0,237300000.0,1394500000.0,,,340800000.0,1878300000.0,3083600000.0,1813900000.0,0.0,,0.0,-86900000.0,,-285000000.0,,,369500000.0,,,759000000.0,5831600000.0,151700000.0,,2672900000.0,-86900000.0,-65300000.0,0.0,,64100000.0,,787400000.0,140400000.0,,194600000.0,1489500000.0,,,2800000.0,-25200000.0,0.0,2672900000.0,3083600000.0,,,,,,,,,,,,,,
2017-09-30,-21800000.0,,,,-23800000.0,-239700000.0,-23600000.0,292700000.0,1288900000.0,,,,,,,764400000.0,,,4514400000.0,,,,,,,,,-156000000.0,,,-95100000.0,1734900000.0,,,1373300000.0,-2221600000.0,,,,,,,,-5900000.0,43700000.0,,,,20000000.0,286700000.0,,91400000.0,,2940000000.0,,,641600000.0,2779500000.0,524500000.0,,-2320200000.0,,,3022300000.0,0.0,786200000.0,,-0.06,1410200000.0,,,786200000.0,891300000.0,,,,,,0.0,,,,,0.0,,,,,1022400000.0,,,,,-26000000.0,70000000.0,,,,,,,852800000.0,,,,,-17700000.0,-17700000.0,283200000.0,0.0,,-103800000.0,,-48900000.0,133900000.0,,0.0,,,,-1299600000.0,1880400000.0,,,,,860800000.0,,-42300000.0,302700000.0,,-24600000.0,,,,,43500000.0,297600000.0,,,,-152700000.0,2672900000.0,,,1753100000.0,4432100000.0,,,,,,,,,,,,,-0.06,,7454400000.0,-17700000.0,,,-81300000.0,31600000.0,,,65500000.0,,,150500000.0,,,,,,2800000.0,-3000000.0,800000000.0,1373300000.0,1670900000.0,,,,,,,,,,,,,,
2017-12-31,346400000.0,,,,-68200000.0,440900000.0,-71000000.0,234800000.0,1785000000.0,,,,,,,1177400000.0,,,4531800000.0,,,,,,,,,168500000.0,,,-95900000.0,1731400000.0,,,2065000000.0,233100000.0,,,,,,,,-38800000.0,346400000.0,,,,18500000.0,286400000.0,,22200000.0,,2949400000.0,,,696000000.0,2800400000.0,607600000.0,,0.0,,,3282300000.0,0.0,831000000.0,,0.22,1400800000.0,,,831000000.0,912900000.0,,,,,,176500000.0,,,,,0.0,,,,,-82400000.0,,,,,-3300000.0,27300000.0,,,,,,,666200000.0,,,,,63200000.0,63200000.0,284500000.0,0.0,,534800000.0,,-77600000.0,3321900000.0,173400000.0,0.0,,,,691700000.0,1887500000.0,,,,,877000000.0,,324200000.0,347800000.0,,261000000.0,,,,,16800000.0,26800000.0,,,,457200000.0,1373300000.0,,,1746900000.0,4198900000.0,,,,,,,,,,,,,0.22,,7481200000.0,63200000.0,,,-72300000.0,-17600000.0,,,60800000.0,,,310700000.0,,,,,,2800000.0,0.0,800600000.0,2091800000.0,2091800000.0,,,,,,,,,,,,,,
2018-03-31,159000000.0,,,,-44700000.0,-136800000.0,55300000.0,221900000.0,1322400000.0,,,,,,,908900000.0,,,3450000000.0,,,,,,,,,-500000.0,,,-96100000.0,860100000.0,,,1031700000.0,-92600000.0,,,,,,,,4500000.0,221300000.0,,,,22400000.0,290100000.0,,11500000.0,,3138000000.0,,,637500000.0,2589900000.0,413500000.0,,-53000000.0,,,2288300000.0,,749900000.0,,0.49,1513500000.0,,,749900000.0,479000000.0,,,,,,243400000.0,,,,,-1100000000.0,,,,,-1098400000.0,,,,,-1900000.0,100000.0,,,,,,,714300000.0,,,,,140300000.0,140300000.0,286200000.0,,,155500000.0,,-60100000.0,124400000.0,240100000.0,,,,,-1033300000.0,1593900000.0,,,,,889400000.0,,142100000.0,292300000.0,,1800000.0,,,,,99600000.0,6600000.0,,,,95400000.0,2065000000.0,,,1740300000.0,4299700000.0,,,,,,,,,,,,,0.48,,6588000000.0,140300000.0,,,-46400000.0,64600000.0,,,62300000.0,,,21000000.0,,,,,,2900000.0,-500000.0,700000.0,1031700000.0,1038300000.0,,,,,,,,,,,,,,
2018-06-30,187200000.0,285400000.0,,,59400000.0,104800000.0,-11600000.0,264300000.0,1483700000.0,,,,3183100000.0,576000000.0,1839800000.0,1003200000.0,,,3433700000.0,397500000.0,-267400000.0,,1243400000.0,2432600000.0,,-5600000.0,5880000000.0,18400000.0,,,-97000000.0,938200000.0,,,1243400000.0,-83700000.0,1.39,,6600000.0,-31500000.0,-954400000.0,,-50900000.0,119000000.0,258900000.0,397500000.0,-77300000.0,2495500000.0,20400000.0,,118800000.0,12900000.0,169200000.0,3244600000.0,3433700000.0,288600000.0,576000000.0,2495500000.0,480500000.0,165700000.0,-2600000.0,729300000.0,119000000.0,2432600000.0,,816000000.0,,,1484300000.0,,,816000000.0,266300000.0,1593900000.0,-384100000.0,86300000.0,2026100000.0,2672900000.0,86300000.0,397500000.0,700000.0,199300000.0,6678300000.0,0.0,1.38,3183100000.0,,4245700000.0,-91500000.0,3244600000.0,138000000.0,,,-300000.0,,-2375800000.0,,260300000.0,,482200000.0,206200000.0,673800000.0,30400000.0,81300000.0,,-2164800000.0,211700000.0,211700000.0,,,,410200000.0,-954400000.0,-80800000.0,118800000.0,206200000.0,,314100000.0,,-3800000.0,211700000.0,1593900000.0,2900000.0,,1484300000.0,,885400000.0,3853900000.0,172800000.0,314100000.0,673800000.0,-38900000.0,1732900000.0,,885400000.0,938200000.0,5800000.0,6600000.0,996700000.0,931100000.0,266300000.0,329400000.0,1031700000.0,,,1732900000.0,4245700000.0,1250000000.0,-1429500000.0,,,,-82800000.0,,-1100000000.0,,,-249900000.0,,,596800000.0,6678300000.0,211700000.0,,1243400000.0,-82800000.0,-84200000.0,,,71700000.0,,670800000.0,0.0,,264300000.0,1839800000.0,,,2900000.0,-300000.0,700000.0,1243400000.0,1250000000.0,,,,,,,,,,,,,,
2018-09-30,157700000.0,,,,23400000.0,-251400000.0,17200000.0,292900000.0,1381200000.0,,,,,,,935100000.0,,,3393700000.0,,,,,,,,,-150700000.0,,,-97200000.0,899400000.0,,,904700000.0,-223000000.0,,,,,,,,163700000.0,218700000.0,,,,22000000.0,292000000.0,,7000000.0,,3309600000.0,,,605800000.0,2494300000.0,446100000.0,,-15700000.0,,,2467500000.0,,777400000.0,,0.42,1485000000.0,,,777400000.0,450600000.0,,,,,,98400000.0,,,,,,,,,,-94100000.0,,,,,-23100000.0,,,,,,,,820900000.0,,,,,122300000.0,122300000.0,288800000.0,,,-19300000.0,,-55200000.0,111200000.0,225500000.0,,,,,-338700000.0,1594500000.0,,,,,888300000.0,,144600000.0,283100000.0,,22300000.0,,,,,26200000.0,158500000.0,,,,-74500000.0,1243400000.0,,,1728500000.0,4235800000.0,,,,,,,,,,,,,0.42,,6703300000.0,122300000.0,,,-88100000.0,25500000.0,,,61000000.0,,,7800000.0,,,,,,2900000.0,-159900000.0,700000.0,904700000.0,1063200000.0,,,,,,,,,,,,,,
2018-12-31,380700000.0,,,,-10800000.0,267300000.0,13800000.0,299100000.0,1800800000.0,,,,,,,1203500000.0,,,3630900000.0,,,,,,,,,108600000.0,,,-97700000.0,1081100000.0,,,1237000000.0,-182500000.0,,,,,,,,320700000.0,446000000.0,,,,21100000.0,291000000.0,,-4600000.0,,3488400000.0,,,781300000.0,2549800000.0,597300000.0,,-22000000.0,,,2828500000.0,,822800000.0,,0.88,1503400000.0,,,822800000.0,472400000.0,,,,,,95400000.0,,,,,,,,,,-93700000.0,,,,,-600000.0,100000.0,,,,,,,732400000.0,,,,,254800000.0,254800000.0,289900000.0,,,618300000.0,,-61200000.0,137600000.0,243100000.0,,,,,332300000.0,1595000000.0,,,,,896000000.0,,367500000.0,360500000.0,,112700000.0,,,,,,258200000.0,,,,557100000.0,904700000.0,,,1721900000.0,4290800000.0,,,,,,,,,,,,,0.88,,7119300000.0,254800000.0,,,-91500000.0,-59700000.0,,,65300000.0,,,27000000.0,,,,,,2900000.0,-126300000.0,700000.0,1237000000.0,1495200000.0,,,,,,,,,,,,,,
2019-03-31,105800000.0,,,,-56100000.0,-218800000.0,10500000.0,260600000.0,1331400000.0,,,,,,,915900000.0,,,3438700000.0,,,,,,,,,-81000000.0,,76300000.0,-97900000.0,996600000.0,,,1075300000.0,-72200000.0,,,,,,,,340200000.0,169300000.0,,,,22300000.0,290900000.0,,5100000.0,,3531200000.0,,,659000000.0,2442100000.0,415500000.0,,-1700000.0,,,2662400000.0,,810100000.0,,0.4,1504100000.0,,,810100000.0,439400000.0,,,,,,99500000.0,,,,,,,,,,-99500000.0,,,,,-2400000.0,100000.0,,,,,,,811100000.0,,,,,117400000.0,117400000.0,290000000.0,,,3200000.0,,-67800000.0,138900000.0,245300000.0,,,,,-161700000.0,1595900000.0,,,,,921600000.0,,95200000.0,285700000.0,,-22200000.0,,,,,,262000000.0,,,,-64600000.0,1237000000.0,,,1716800000.0,4307500000.0,,,,,,,,,,,,,0.4,,6969900000.0,117400000.0,,,-90500000.0,85100000.0,,,63500000.0,,,47500000.0,,,,,,2900000.0,-50200000.0,700000.0,1075300000.0,1337300000.0,,,,,,,,,,,,,,
2019-06-30,169900000.0,289400000.0,,-100000000.0,3700000.0,-70400000.0,-7000000.0,243600000.0,1513700000.0,,,100000.0,3239600000.0,576800000.0,2139300000.0,999200000.0,,,3363900000.0,643400000.0,-274200000.0,,969200000.0,2556800000.0,,25700000.0,6027100000.0,18400000.0,,,-97900000.0,918000000.0,,,969200000.0,-96500000.0,2.22,,264600000.0,-29500000.0,-1200500000.0,,34500000.0,291600000.0,248300000.0,643400000.0,-39800000.0,2445900000.0,19400000.0,,134100000.0,19500000.0,-273300000.0,3513400000.0,3363900000.0,290800000.0,576800000.0,2445900000.0,514500000.0,,-4100000.0,517500000.0,291600000.0,2556800000.0,,829300000.0,,,1516200000.0,,,829300000.0,232400000.0,1596600000.0,-390700000.0,91000000.0,1973400000.0,1243400000.0,91000000.0,643400000.0,800000.0,122800000.0,6877300000.0,0.0,2.21,3239600000.0,,4320500000.0,-197600000.0,3513400000.0,27000000.0,,,-3400000.0,100000.0,-43500000.0,,268200000.0,,159000000.0,234100000.0,778300000.0,-104700000.0,84800000.0,,-574200000.0,148900000.0,148900000.0,,,,189500000.0,-1200500000.0,-90000000.0,134100000.0,234100000.0,,298100000.0,,-415500000.0,-106100000.0,1596600000.0,2900000.0,,1516200000.0,,938800000.0,4053700000.0,158900000.0,298100000.0,778300000.0,10000000.0,1711900000.0,,938800000.0,918000000.0,,264600000.0,791700000.0,1082300000.0,232400000.0,99500000.0,1075300000.0,,,1711900000.0,4320500000.0,1233800000.0,-274200000.0,,,,-83200000.0,,0.0,,,-484900000.0,,,766200000.0,6877300000.0,148900000.0,,969200000.0,-83200000.0,-25200000.0,,,78400000.0,,814100000.0,76700000.0,,243600000.0,2139300000.0,,,2900000.0,-79100000.0,800000.0,969200000.0,1233800000.0,,,,,,,,,,,,,,
2019-09-30,51600000.0,,,,37100000.0,-158600000.0,-34100000.0,254300000.0,1357900000.0,,,,,,2946400000.0,914500000.0,,,5363200000.0,,,,,,,,,-116700000.0,,,-96800000.0,1212000000.0,,,522100000.0,-73600000.0,,-267000000.0,,,,,,-134300000.0,115800000.0,,,,17100000.0,285700000.0,,20600000.0,,3086900000.0,,,628800000.0,4151200000.0,443400000.0,,0.0,,,2203900000.0,,862900000.0,,0.07,1511600000.0,,,862900000.0,238700000.0,,,,,,104400000.0,,,,,-200000.0,,,,,-377400000.0,,,,,-13500000.0,,,,,,,,880200000.0,,,,,20000000.0,20000000.0,284400000.0,-12700000.0,,5700000.0,,-71900000.0,108000000.0,196900000.0,,,,,-447100000.0,1597300000.0,,,,,2946400000.0,,26600000.0,313100000.0,,6600000.0,,,,,,266300000.0,,,,-66200000.0,969200000.0,,,1651500000.0,6246200000.0,,,,,,,,,,,,,0.07,,8450100000.0,20000000.0,,,-96000000.0,-38100000.0,,,64200000.0,,,94000000.0,,,,,,2800000.0,-95700000.0,,522100000.0,788400000.0,,,,,,,,,,,,,,
