date,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualCapitalExpenditure,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualTotalRevenue,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualInterestExpense,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingCommonStockIssuance,annualChangeInWorkingCapital,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingTaxProvision,annualNetIncome,annualDilutedEPS,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCurrentDebt,annualCashDividendsPaid,annualFreeCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,annualLongTermDebt,trailingPurchaseOfInvestment,trailingStockBasedCompensation,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,quarterlyTaxProvision,annualGoodwill,quarterlyNetPPE,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualStockBasedCompensation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualNetPPE,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,annualRepaymentOfDebt,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,trailingTotalRevenue,annualOperatingIncome,annualEndCashPosition,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualBasicAverageShares,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
,,-4283000000.0,1223000000.0,1125000000.0,-1470000000.0,2002000000.0,-277000000.0,5.69,756455000000.0,-176000000.0,,7731000000.0,,,1812000000.0,5675000000.0,,,1009000000.0,6555000000.0,9876000000.0,,7478000000.0,374000000.0,3455000000.0,-4998000000.0,2000000.0,796000000.0,,2002000000.0,6916000000.0,3000000.0,,379000000.0,,,23176000000.0,-833000000.0,,5828000000.0,7235000000.0,28609000000.0,756455000000.0,,,-3056000000.0,1.1,,-3099000000.0,1222000000.0,47899000000.0,1840000000.0,1812000000.0,0.0,,,,7071000000.0,5.66,-4283000000.0,7298000000.0,,5449000000.0,,,,-3265000000.0,4667000000.0,44876000000.0,454000000.0,1009000000.0,,162768000000.0,1438000000.0,-586000000.0,1373000000.0,5623000000.0,-499000000.0,,-74000000.0,122000000.0,-12305000000.0,526000000.0,4871000000.0,,,,,47899000000.0,374000000.0,6909000000.0,2272000000.0,805666000000.0,-4186000000.0,6909000000.0,4871000000.0,454000000.0,28609000000.0,1217000000.0,170000000.0,2934000000.0,-47328000000.0,,2862000000.0,,,2862000000.0,30000000.0,753000000.0,,3975000000.0,134000000.0,,2272000000.0,5658000000.0,1125000000.0,2934000000.0,7478000000.0,,-1000000000.0,4944000000.0,,56730000000.0,,9300000000.0,5828000000.0,,,,-115000000.0,,-10684000000.0,56730000000.0,6555000000.0,,5549000000.0,1792000000.0,1.1,11488000000.0,388000000.0,9300000000.0,1214000000.0,162768000000.0,1343000000.0,805666000000.0,3975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1220000000.0,2617000000.0,,,,,800692000000.0,-445000000.0,,,,,2203000000.0,5773000000.0,,,,,11898000000.0,,,477000000.0,3894000000.0,-3040000000.0,-452000000.0,,,,,9000000.0,,,,,,-832000000.0,,6882000000.0,,29103000000.0,,,,,1.36,,-3169000000.0,,49827000000.0,1948000000.0,2203000000.0,,,,,,,,,,,,,,,,,,,,164248000000.0,1726000000.0,,1679000000.0,5850000000.0,-2117000000.0,,-58000000.0,28000000.0,,,,,,,,,477000000.0,,2334000000.0,,,,4973000000.0,,,1215000000.0,1054000000.0,,,,,,,,,,,,139000000.0,,,5828000000.0,,2934000000.0,,,,,,65894000000.0,,,,,,,,,-13277000000.0,,,,5792000000.0,1880000000.0,1.35,13173000000.0,-868000000.0,,,,1649000000.0,851873000000.0,11068000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1231000000.0,1542000000.0,,,,,786218000000.0,-29000000.0,,,,,2265000000.0,5838000000.0,,,,,13549000000.0,,,468000000.0,-3926000000.0,1230000000.0,88000000.0,,,,,2000000.0,,,,,,-853000000.0,,6116000000.0,,29984000000.0,,,,,1.43,,-3198000000.0,,49646000000.0,1932000000.0,2265000000.0,0.0,,,,,,,,,,,,,,,,,,,165360000000.0,1797000000.0,,1757000000.0,-2077000000.0,334000000.0,,-1000000.0,19000000.0,,,,,,,,,468000000.0,,2182000000.0,,,,6134000000.0,,,1210000000.0,-766000000.0,,,,,,,,,,,,144000000.0,,,6882000000.0,,2934000000.0,,,,,,60664000000.0,,,,,,,,,-10959000000.0,,,,-2078000000.0,1710000000.0,1.42,10308000000.0,-39000000.0,,,,1727000000.0,837161000000.0,10923000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1231000000.0,2849000000.0,,,,,810103000000.0,-170000000.0,,,,,2310000000.0,6004000000.0,,,,,11025000000.0,,,463000000.0,15492000000.0,-17324000000.0,-283000000.0,,,,,1000000.0,,,,,,-851000000.0,,6919000000.0,,30640000000.0,,,,,1.46,,-3354000000.0,,51608000000.0,1989000000.0,2310000000.0,-6000000.0,,,,,,,,,,,,,,,,,,,156800000000.0,1847000000.0,,1795000000.0,17786000000.0,105000000.0,,-78000000.0,32000000.0,,,,,,,,,463000000.0,,2237000000.0,,,,6184000000.0,,,1210000000.0,803000000.0,,,,,,,,,,,,144000000.0,,,6116000000.0,,2934000000.0,,,,,,82789000000.0,,,,,,,,,-9138000000.0,,,,17708000000.0,1789000000.0,1.45,9332000000.0,1100000000.0,,,,1767000000.0,863064000000.0,11037000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4541000000.0,1227000000.0,2628000000.0,-955000000.0,1853000000.0,-282000000.0,5.7,803018000000.0,-311000000.0,,7707000000.0,,,2288000000.0,6029000000.0,,,584000000.0,6827000000.0,10296000000.0,,7339000000.0,445000000.0,-10128000000.0,5615000000.0,-406000000.0,3293000000.0,,1853000000.0,6897000000.0,2000000.0,,896000000.0,,,23644000000.0,-870000000.0,,6724000000.0,7195000000.0,31316000000.0,803018000000.0,,,5332000000.0,1.46,,-3371000000.0,1232000000.0,52019000000.0,1838000000.0,2288000000.0,-12000000.0,,,,7014000000.0,5.67,-4541000000.0,7213000000.0,,5828000000.0,,,,-3406000000.0,13565000000.0,41649000000.0,599000000.0,584000000.0,,157259000000.0,1843000000.0,-13519000000.0,1783000000.0,-7712000000.0,1941000000.0,,-145000000.0,22000000.0,-13092000000.0,584000000.0,6182000000.0,,,,10296000000.0,52019000000.0,445000000.0,7015000000.0,2286000000.0,856497000000.0,263000000.0,7015000000.0,6182000000.0,599000000.0,31316000000.0,1205000000.0,-195000000.0,2934000000.0,-44684000000.0,,3425000000.0,,,3425000000.0,14000000.0,101000000.0,,4434000000.0,157000000.0,,2286000000.0,6919000000.0,2628000000.0,2934000000.0,7339000000.0,,-18000000.0,13847000000.0,,73927000000.0,,9066000000.0,6724000000.0,,,,-1053000000.0,,-11310000000.0,73927000000.0,6827000000.0,,-7857000000.0,1816000000.0,1.45,8836000000.0,3100000000.0,9066000000.0,1210000000.0,157259000000.0,1754000000.0,856497000000.0,4434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1225000000.0,3574000000.0,,,,,863958000000.0,-65000000.0,,,,,2258000000.0,6263000000.0,,,,,10416000000.0,,,444000000.0,11026000000.0,-14072000000.0,-229000000.0,,,,,5000000.0,,,,,,-871000000.0,,7508000000.0,,32150000000.0,,,,,1.44,,-3519000000.0,,54180000000.0,2074000000.0,2258000000.0,-1000000000.0,,,,,,,,,,,,,,,,,,,178714000000.0,1814000000.0,,1758000000.0,13189000000.0,1467000000.0,,-92000000.0,46000000.0,,,,,,,,,444000000.0,,2339000000.0,,,,7759000000.0,,,1203000000.0,784000000.0,,,,,,,,,,,,159000000.0,,,6724000000.0,,3284000000.0,,,,,,75253000000.0,,,,,,,,,-28450000000.0,,,,13097000000.0,1897000000.0,1.43,12913000000.0,542000000.0,,,,1730000000.0,919613000000.0,11620000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1228000000.0,996000000.0,,,,,841135000000.0,-360000000.0,,,,,2025000000.0,6496000000.0,,,,,10008000000.0,,,441000000.0,1754000000.0,-1503000000.0,373000000.0,,,,,1000000.0,,,,,,-899000000.0,,7017000000.0,,32757000000.0,,,,,1.24,,-3518000000.0,,52386000000.0,1956000000.0,2025000000.0,-19000000.0,,,,,,,,,,,,,,,,,,,181041000000.0,1584000000.0,,1523000000.0,3833000000.0,-2386000000.0,,-32000000.0,26000000.0,,,,,,,,,441000000.0,,2317000000.0,,,,7499000000.0,,,1203000000.0,-491000000.0,,,,,,,,,,,,169000000.0,,,7508000000.0,,3439000000.0,,,,,,61215000000.0,,,,,,,,,-29623000000.0,,,,3801000000.0,1955000000.0,1.23,19290000000.0,-1634000000.0,,,,1489000000.0,894961000000.0,11541000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1222000000.0,1697000000.0,,,,,851540000000.0,-345000000.0,,,,,2564000000.0,6543000000.0,,,,,10409000000.0,,,605000000.0,9829000000.0,-8477000000.0,-269000000.0,,,,,1000000.0,,,,,,-904000000.0,,7455000000.0,,33750000000.0,,,,,1.55,,-3602000000.0,,53855000000.0,2012000000.0,2564000000.0,-16000000.0,,,,,,,,,,,,,,,,,,,188445000000.0,1959000000.0,,1897000000.0,12241000000.0,-3422000000.0,,-170000000.0,120000000.0,,,,,,,,,605000000.0,,2441000000.0,,,,7598000000.0,,,1203000000.0,438000000.0,,,,,,,,,,,,173000000.0,,,7017000000.0,,3094000000.0,,,,,,69774000000.0,,,,,,,,,-20062000000.0,,,,12071000000.0,2018000000.0,1.54,18561000000.0,-2277000000.0,,,,1860000000.0,906844000000.0,11693000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4619000000.0,1226000000.0,2392000000.0,-770000000.0,2030000000.0,-348000000.0,5.8,838445000000.0,0.0,,8084000000.0,,,2551000000.0,6634000000.0,,,587000000.0,7139000000.0,11978000000.0,,7988000000.0,540000000.0,-28369000000.0,21298000000.0,-306000000.0,1000000.0,,2030000000.0,6987000000.0,0.0,,131000000.0,,,25936000000.0,-924000000.0,,6855000000.0,7916000000.0,34752000000.0,838445000000.0,,,-6138000000.0,1.58,,-3653000000.0,1226000000.0,56251000000.0,2042000000.0,2551000000.0,0.0,,,,7117000000.0,5.77,-4619000000.0,7368000000.0,,6724000000.0,,,,-3598000000.0,3751000000.0,65069000000.0,611000000.0,587000000.0,,194442000000.0,2011000000.0,-2754000000.0,1939000000.0,-25164000000.0,3145000000.0,,-54000000.0,199000000.0,-13914000000.0,684000000.0,7633000000.0,,,,11978000000.0,56251000000.0,540000000.0,7384000000.0,2520000000.0,896266000000.0,-1196000000.0,7384000000.0,7633000000.0,611000000.0,34752000000.0,1206000000.0,-600000000.0,3594000000.0,-94441000000.0,,3925000000.0,,,3925000000.0,7000000.0,391000000.0,,4757000000.0,183000000.0,,2520000000.0,7455000000.0,2392000000.0,3594000000.0,7988000000.0,,-1035000000.0,4099000000.0,,46344000000.0,,9398000000.0,6855000000.0,,,,-431000000.0,,-16306000000.0,46344000000.0,7139000000.0,,-25218000000.0,2046000000.0,1.57,14305000000.0,3370000000.0,9398000000.0,1204000000.0,194442000000.0,1908000000.0,896266000000.0,4757000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1229000000.0,1728000000.0,,,,,829160000000.0,-483000000.0,,,,,2626000000.0,6769000000.0,,,,,11185000000.0,,,617000000.0,5736000000.0,-3688000000.0,19000000.0,,,,,5000000.0,,,,,,-934000000.0,,7973000000.0,,35653000000.0,,,,,1.58,,-3643000000.0,,56255000000.0,2120000000.0,2626000000.0,0.0,,,,,,,,,,,,,,,,,,,190935000000.0,2009000000.0,,1948000000.0,8298000000.0,-3299000000.0,,,138000000.0,,,,,,,,,617000000.0,,2275000000.0,,,,7507000000.0,,,1209000000.0,1118000000.0,,,,,,,,,,,,187000000.0,,,6855000000.0,,3249000000.0,,,,,,48429000000.0,,,,,,,,,-17445000000.0,,,,8298000000.0,2085000000.0,1.57,15706000000.0,-2020000000.0,,,,1909000000.0,886992000000.0,12056000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1223000000.0,3267000000.0,,,,,861847000000.0,-802000000.0,,,,,2393000000.0,6483000000.0,,,,,10378000000.0,,,332000000.0,-7602000000.0,5567000000.0,-277000000.0,,,,,1000000.0,,,,,,-947000000.0,,8805000000.0,,36234000000.0,,,,,1.63,,-3728000000.0,,58134000000.0,2083000000.0,2393000000.0,0.0,,,,,,,,,,,,,,,,,,,194931000000.0,2061000000.0,,1997000000.0,-3981000000.0,-1126000000.0,,,93000000.0,,,,,,,,,332000000.0,,2355000000.0,,,,7621000000.0,,,1206000000.0,832000000.0,,,,,,,,,,,,188000000.0,,,7973000000.0,,3019000000.0,,,,,,50877000000.0,,,,,,,,,-13304000000.0,,,,-3981000000.0,2106000000.0,1.62,18811000000.0,530000000.0,,,,1965000000.0,921646000000.0,12285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1219000000.0,689000000.0,,,,,848414000000.0,-299000000.0,,,,,2649000000.0,6781000000.0,,,,,11810000000.0,,,546000000.0,11841000000.0,-15089000000.0,160000000.0,,,,,0.0,,,,,,-940000000.0,,6858000000.0,,37092000000.0,,,,,1.68,,-3833000000.0,,56384000000.0,2097000000.0,2649000000.0,0.0,,,,,,,,,,,,,,,,,,,185883000000.0,2103000000.0,,2045000000.0,14620000000.0,-1003000000.0,,,21000000.0,,,,,,,,,546000000.0,,2228000000.0,,,,7376000000.0,,,1200000000.0,-1947000000.0,,,,,,,,,,,,191000000.0,,,8805000000.0,,3019000000.0,,,,,,57750000000.0,,,,,,,,,-17025000000.0,,,,14620000000.0,2285000000.0,1.66,14516000000.0,215000000.0,,,,2016000000.0,906332000000.0,11931000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-4731000000.0,1215000000.0,1693000000.0,-1584000000.0,2033000000.0,,6.55,853648000000.0,0.0,,8393000000.0,,,2608000000.0,6715000000.0,,,408000000.0,7112000000.0,13560000000.0,,8835000000.0,538000000.0,-3046000000.0,670000000.0,-287000000.0,2076000000.0,,2033000000.0,7876000000.0,2000000.0,,970000000.0,,,26748000000.0,-976000000.0,,7825000000.0,8892000000.0,38117000000.0,853648000000.0,,,4667000000.0,1.66,,-3831000000.0,1223000000.0,60033000000.0,2093000000.0,2608000000.0,-1500000000.0,,,,8005000000.0,6.49,-4731000000.0,8243000000.0,,6855000000.0,,,,-3797000000.0,16584000000.0,66179000000.0,697000000.0,408000000.0,,178049000000.0,2070000000.0,-12540000000.0,2015000000.0,-91000000.0,234000000.0,,-187000000.0,61000000.0,-15035000000.0,761000000.0,5935000000.0,,,,13560000000.0,60033000000.0,538000000.0,7243000000.0,2381000000.0,915273000000.0,-2932000000.0,7243000000.0,5935000000.0,697000000.0,38117000000.0,1198000000.0,967000000.0,4579000000.0,-64560000000.0,,3850000000.0,,,3850000000.0,8000000.0,313000000.0,,4863000000.0,195000000.0,,2381000000.0,6858000000.0,1693000000.0,4579000000.0,8835000000.0,,-1500000000.0,16584000000.0,,59663000000.0,,10276000000.0,7825000000.0,,,,-385000000.0,,-16786000000.0,59663000000.0,7112000000.0,,-278000000.0,2416000000.0,1.64,17146000000.0,1089000000.0,10276000000.0,1203000000.0,178049000000.0,1986000000.0,915273000000.0,4863000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1215000000.0,700000000.0,,,,,861965000000.0,-178000000.0,,,,,3046000000.0,6978000000.0,,,,,16398000000.0,,,709000000.0,5723000000.0,-7530000000.0,-115000000.0,,,,,4000000.0,,,,,,-979000000.0,,7832000000.0,,38704000000.0,,,,,1.88,,-3936000000.0,,59660000000.0,1936000000.0,3046000000.0,-112000000.0,,,,,,,,,,,,,,,,,,,190815000000.0,2337000000.0,,2279000000.0,8678000000.0,-965000000.0,,-24000000.0,62000000.0,,,,,,,,,709000000.0,,2314000000.0,,,,5701000000.0,,,1199000000.0,7000000.0,,,,,,,,,,,,199000000.0,,,7825000000.0,,4579000000.0,,,,,,57365000000.0,,,,,,,,,-26550000000.0,,,,8654000000.0,2545000000.0,1.86,18724000000.0,242000000.0,,,,2249000000.0,923152000000.0,12049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1203000000.0,1784000000.0,,,,,863175000000.0,-345000000.0,,,,,,6904000000.0,,,,,,,,621000000.0,-998000000.0,-1078000000.0,-301000000.0,,,,,1000000.0,,,,,,-1047000000.0,,7386000000.0,,39766000000.0,,,,,1.7,,-3950000000.0,,61495000000.0,2155000000.0,2798000000.0,-121000000.0,,,,,,,,,,,,,,,,,,,182699000000.0,2177000000.0,,2107000000.0,1788000000.0,-1377000000.0,,-91000000.0,34000000.0,,,,,,,,,621000000.0,,2390000000.0,,,,5667000000.0,,,1198000000.0,-446000000.0,,,,,,,,,,,,204000000.0,,,7832000000.0,,4234000000.0,,,,,,61792000000.0,,,,,,,,,-19152000000.0,,,,1697000000.0,2785000000.0,1.7,21435000000.0,102000000.0,,,,2042000000.0,926310000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1240000000.0,1808000000.0,,,,,879369000000.0,-74000000.0,,,,,,7055000000.0,,,,,,,,529000000.0,-21236000000.0,10680000000.0,-89000000.0,,,,,1000000.0,,,,,,-1038000000.0,,7998000000.0,,40652000000.0,,,,,1.6,,-4085000000.0,,64986000000.0,2115000000.0,2468000000.0,,,,,,,,,,,,,,,,,,,,175574000000.0,1939000000.0,,1983000000.0,-18232000000.0,8146000000.0,,-106000000.0,1718000000.0,,,,,,,,,529000000.0,,2597000000.0,,,,5687000000.0,,,1223000000.0,612000000.0,,,,,,,,,,,,212000000.0,,,7386000000.0,,4234000000.0,,,,,,51891000000.0,,,,,,,,,-20824000000.0,,,,-18338000000.0,3046000000.0,1.55,23072000000.0,7540000000.0,,,,1956000000.0,946703000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-5181000000.0,1246000000.0,1396000000.0,-1327000000.0,2382000000.0,-416000000.0,6.9,930813000000.0,-730000000.0,,8483000000.0,,,,7279000000.0,,,435000000.0,7865000000.0,,,9396000000.0,523000000.0,14997000000.0,-15797000000.0,-678000000.0,732000000.0,,2382000000.0,8361000000.0,0.0,,1172000000.0,,,28216000000.0,-1108000000.0,,8997000000.0,11876000000.0,41414000000.0,930813000000.0,,,5758000000.0,1.72,,-4220000000.0,1229000000.0,65228000000.0,2277000000.0,2794000000.0,0.0,,,,8548000000.0,6.82,-5181000000.0,8724000000.0,,7825000000.0,,,,-4172000000.0,17395000000.0,84336000000.0,1205000000.0,435000000.0,,186711000000.0,2271000000.0,-13725000000.0,2179000000.0,18305000000.0,-1402000000.0,,-195000000.0,16000000.0,-16191000000.0,848000000.0,5698000000.0,,,,,65228000000.0,523000000.0,10007000000.0,2684000000.0,998493000000.0,-2870000000.0,10007000000.0,5698000000.0,1205000000.0,41414000000.0,1230000000.0,999000000.0,4184000000.0,-91896000000.0,,4678000000.0,,,4678000000.0,6000000.0,1830000000.0,,7712000000.0,233000000.0,,2684000000.0,7998000000.0,1396000000.0,4184000000.0,9396000000.0,,-233000000.0,17811000000.0,,62269000000.0,,,8997000000.0,,,,-1183000000.0,,-25370000000.0,62269000000.0,7865000000.0,,18110000000.0,3500000000.0,1.71,21105000000.0,120000000.0,11106000000.0,1213000000.0,186711000000.0,2114000000.0,998493000000.0,7712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1255000000.0,1993000000.0,,,,,965117000000.0,-534000000.0,,,,,,7475000000.0,,,,,,,,498000000.0,-14347000000.0,11536000000.0,-214000000.0,,,,,4000000.0,,,,,,-1070000000.0,,9799000000.0,,42236000000.0,,,,,1.72,,-4274000000.0,,66409000000.0,2412000000.0,2745000000.0,0.0,,,,,,,,,,,,,,,,,,,193762000000.0,2247000000.0,,2136000000.0,-11609000000.0,805000000.0,,-17000000.0,110000000.0,,,,,,,,,498000000.0,,2680000000.0,,,,7492000000.0,,,1226000000.0,802000000.0,,,,,,,,,,,,248000000.0,,,8997000000.0,,3884000000.0,,,,,,52942000000.0,,,,,,,,,-17693000000.0,,,,-11626000000.0,3717000000.0,1.71,19007000000.0,549000000.0,,,,2107000000.0,1034283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1252000000.0,2231000000.0,,,,,987922000000.0,-289000000.0,,,,,,7633000000.0,,,,,,,,625000000.0,-518000000.0,-1978000000.0,200000000.0,,,,,1000000.0,,,,,,-1127000000.0,,9660000000.0,,43056000000.0,,,,,1.74,,-4193000000.0,,67455000000.0,2295000000.0,2884000000.0,-14000000.0,,,,,,,,,,,,,,,,,,,211146000000.0,2259000000.0,,2189000000.0,2556000000.0,-865000000.0,,-87000000.0,48000000.0,,,,,,,,,625000000.0,,2722000000.0,,,,7554000000.0,,,1224000000.0,-139000000.0,,,,,,,,,,,,258000000.0,,,9799000000.0,,3884000000.0,,,,,,50121000000.0,,,,,,,,,-27119000000.0,,,,2469000000.0,3908000000.0,1.73,21368000000.0,517000000.0,,,,2125000000.0,1058169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1251000000.0,1557000000.0,,,,,996609000000.0,-196000000.0,,,,,,7469000000.0,,,,,,,,753000000.0,-10196000000.0,6674000000.0,-417000000.0,,,,,1000000.0,,,,,,-1087000000.0,,10548000000.0,,43682000000.0,,,,,1.51,,-4374000000.0,,67418000000.0,2413000000.0,2737000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,222741000000.0,1984000000.0,,1864000000.0,-7037000000.0,1405000000.0,,,53000000.0,,,,,,,,,753000000.0,,2634000000.0,,,,9021000000.0,,,1221000000.0,888000000.0,,,,,,,,,,,,276000000.0,,,9660000000.0,,3884000000.0,,,,,,45262000000.0,,,,,,,,,-22724000000.0,,,,-7037000000.0,4066000000.0,1.5,24735000000.0,1139000000.0,,,,1839000000.0,1066740000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
