,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingGrossProfit,trailingCapitalExpenditure,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,annualInventory,trailingTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyEbitda,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualCostOfRevenue,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOperatingExpense,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyTaxProvision,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNetPPE,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyLongTermDebt,annualPretaxIncome,annualDilutedEPS,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalNonCurrentAssets,annualDilutedAverageShares,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,quarterlyDilutedEPS,annualTotalAssets,trailingTotalRevenue,annualStockholdersEquity,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualOperatingIncome,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingEndCashPosition,quarterlyInvestingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingCashFlow,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualEbitda,annualCurrentAssets,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1498780800,,,19000000.0,,-22000000.0,,,0.62,416800000.0,,,15314000000.0,,1040000000.0,,-40000000.0,,869000000.0,,,,,231000000.0,,,,,3368000000.0,,231000000.0,1803000000.0,,,-260000000.0,,298000000.0,1623000000.0,407000000.0,306000000.0,2015000000.0,30000000.0,,,,622000000.0,27000000.0,,-719000000.0,,,,,,,953000000.0,,,,,,417400000.0,,,,-52000000.0,,29419000000.0,,4080000000.0,2063000000.0,,,-67000000.0,,,,649000000.0,,102000000.0,,,-20000000.0,,,,455000000.0,0.0,414000000.0,,,,102000000.0,,,1840000000.0,29419000000.0,,,1106000000.0,,-70000000.0,524000000.0,,11991000000.0,,298000000.0,19926000000.0,,,,,,45518000000.0,,,47581000000.0,,,,,,,,,,1182000000.0,,,312000000.0,274000000.0,571000000.0,,,0.62,,,,,26357000000.0,,,,,,,1754000000.0,,241000000.0,,,-15000000.0,30437000000.0,,257000000.0,451000000.0,,,-741000000.0,,,355000000.0,231000000.0,21000000.0,,1491000000.0,-16000000.0,,,,,,-121000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,23000000.0,,23000000.0,,,0.66,418600000.0,,,15124000000.0,,1051000000.0,,-36000000.0,,794000000.0,,,,,252000000.0,,,,,3404000000.0,,252000000.0,1769000000.0,,,-326000000.0,,231000000.0,1623000000.0,35000000.0,270000000.0,1901000000.0,8000000.0,,,,629000000.0,-87000000.0,,-706000000.0,,,,,,,952000000.0,,,,,,419300000.0,,,,-3000000.0,,29067000000.0,,3962000000.0,2075000000.0,,,21000000.0,,0.0,,800000000.0,,110000000.0,,,82000000.0,,,,463000000.0,0.0,427000000.0,,,,106000000.0,,,1951000000.0,29067000000.0,,,1047000000.0,,94000000.0,478000000.0,,11588000000.0,,290000000.0,19495000000.0,,,,,,44770000000.0,,,46845000000.0,,,,,,,,,,1184000000.0,,,321000000.0,294000000.0,504000000.0,,,0.66,,,,,25992000000.0,,,,,,,1665000000.0,,235000000.0,,,14000000.0,29954000000.0,,278000000.0,444000000.0,,,-683000000.0,,,382000000.0,252000000.0,19000000.0,,1423000000.0,-30000000.0,,,,,,-122000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,40249000000.0,-103000000.0,,8000000.0,-3356000000.0,58000000.0,,,705000000.0,963000000.0,15003000000.0,269000000.0,1081000000.0,914000000.0,19000000.0,91000000.0,898000000.0,,-3024000000.0,,45615000000.0,327000000.0,113000000.0,,,204000000.0,2298000000.0,2261000000.0,327000000.0,696000000.0,,339000000.0,-2341000000.0,,252000000.0,1623000000.0,61000000.0,303000000.0,2111000000.0,9000000.0,1125000000.0,-113000000.0,-90000000.0,608000000.0,191000000.0,-6000000.0,-890000000.0,367000000.0,,,,,2.32,923000000.0,914000000.0,-10581000000.0,204000000.0,,,,2361000000.0,1623000000.0,,-40000000.0,,40249000000.0,,3504000000.0,2207000000.0,3440000000.0,5940000000.0,75000000.0,544000000.0,,-10581000000.0,766000000.0,67000000.0,260000000.0,,31073000000.0,80000000.0,2298000000.0,-29000000.0,,705000000.0,,429000000.0,,,,274000000.0,-74000000.0,,1727000000.0,29668000000.0,-1000000.0,223000000.0,492000000.0,,-124000000.0,605000000.0,1727000000.0,11644000000.0,,294000000.0,20754000000.0,1713000000.0,2.31,11644000000.0,-268000000.0,561000000.0,45615000000.0,416200000.0,492000000.0,47822000000.0,-484000000.0,1028000000.0,696000000.0,,,8301000000.0,303000000.0,,,91000000.0,-3025000000.0,,155000000.0,150000000.0,604000000.0,327000000.0,588000000.0,,47822000000.0,,15003000000.0,415500000.0,27569000000.0,67000000.0,20754000000.0,2500000000.0,327000000.0,1179000000.0,3504000000.0,914000000.0,223000000.0,200000000.0,,,126000000.0,31073000000.0,124000000.0,134000000.0,171000000.0,124000000.0,,-882000000.0,,,367000000.0,327000000.0,46000000.0,,1506000000.0,-51000000.0,,119000000.0,61000000.0,29668000000.0,2756000000.0,-127000000.0,1081000000.0,171000000.0,327000000.0,27569000000.0,,,3806000000.0,2207000000.0,,,,,,,,,,,,,,,,,
1522454400,,,-16000000.0,,7000000.0,,,0.77,422000000.0,,,15489000000.0,,1105000000.0,,52000000.0,,855000000.0,,,,,333000000.0,,,,,2330000000.0,,333000000.0,1980000000.0,,,-1252000000.0,,327000000.0,1623000000.0,328000000.0,316000000.0,2197000000.0,15000000.0,,,,613000000.0,89000000.0,,-685000000.0,,,,,,,924000000.0,,,,,,422500000.0,,,,3000000.0,,,,3526000000.0,2238000000.0,,,6000000.0,,,,589000000.0,,-15000000.0,,,-61000000.0,,,,505000000.0,,386000000.0,,,,22000000.0,,,1870000000.0,30506000000.0,,,570000000.0,,-96000000.0,729000000.0,,11927000000.0,,302000000.0,21267000000.0,,,,,,46845000000.0,,,49083000000.0,,,,,,,,,,1225000000.0,,,364000000.0,339000000.0,,,,0.76,,,,,28281000000.0,,,,,,,995000000.0,,236000000.0,,,-107000000.0,31807000000.0,,323000000.0,502000000.0,,,-678000000.0,,,322000000.0,333000000.0,5000000.0,,1468000000.0,-26000000.0,,,,,,-132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,0.57,423800000.0,,,16014000000.0,,1165000000.0,,,,862000000.0,,,,,197000000.0,,,,,2465000000.0,,197000000.0,1769000000.0,,,-1164000000.0,,333000000.0,1623000000.0,540000000.0,331000000.0,1947000000.0,5000000.0,,,,578000000.0,-31000000.0,,-792000000.0,,,,,,,905000000.0,,,,,,424300000.0,,,,26000000.0,,,,3508000000.0,2069000000.0,,,-136000000.0,,,,682000000.0,,76000000.0,,,-28000000.0,,,,587000000.0,,353000000.0,,,,61000000.0,,,2110000000.0,31559000000.0,,,488000000.0,,-110000000.0,507000000.0,,12150000000.0,,309000000.0,21572000000.0,,,,,,48180000000.0,,,50249000000.0,,,,,,,,,,1234000000.0,,,292000000.0,257000000.0,,,,0.57,,,,,28877000000.0,,,,,,,1106000000.0,,243000000.0,,,,32385000000.0,,240000000.0,526000000.0,,,-792000000.0,,,346000000.0,197000000.0,18000000.0,,1440000000.0,6000000.0,,,,,,-131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,5000000.0,,,0.65,425600000.0,,,15984000000.0,,1165000000.0,,,,870000000.0,,,,,195000000.0,,,,,2533000000.0,,195000000.0,1906000000.0,,,-1487000000.0,,197000000.0,1623000000.0,337000000.0,329000000.0,2040000000.0,6000000.0,,,,596000000.0,-12000000.0,,-788000000.0,,,,,,,932000000.0,,,,,,426200000.0,,,,-1000000.0,,,,3601000000.0,2133000000.0,,,-2000000.0,,,,796000000.0,,62000000.0,,,106000000.0,,,,680000000.0,,374000000.0,,,,52000000.0,,,2206000000.0,31727000000.0,,,498000000.0,,8000000.0,574000000.0,,11939000000.0,,313000000.0,21533000000.0,,,,,,48111000000.0,,,50244000000.0,,,,,,,,,,1232000000.0,,,322000000.0,292000000.0,,,,0.65,,,,,28836000000.0,,,,,,,969000000.0,,245000000.0,,,,32437000000.0,,276000000.0,536000000.0,,,-783000000.0,,,368000000.0,195000000.0,23000000.0,,1466000000.0,-24000000.0,,,,,,-126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,44355000000.0,,,-46000000.0,-6086000000.0,20000000.0,,,934000000.0,1100000000.0,16533000000.0,327000000.0,1200000000.0,974000000.0,,74000000.0,943000000.0,,-3218000000.0,,49790000000.0,332000000.0,45000000.0,,,267000000.0,2686000000.0,,332000000.0,679000000.0,,644000000.0,-2183000000.0,,195000000.0,1623000000.0,928000000.0,324000000.0,2206000000.0,8000000.0,1286000000.0,-49000000.0,28000000.0,578000000.0,598000000.0,-8000000.0,-953000000.0,398000000.0,,,,,2.59,907000000.0,986000000.0,-11701000000.0,267000000.0,,,,2495000000.0,1623000000.0,,0.0,,44355000000.0,,4252000000.0,3261000000.0,3530000000.0,5895000000.0,152000000.0,136000000.0,,-11701000000.0,537000000.0,57000000.0,13000000.0,,34595000000.0,-106000000.0,2686000000.0,-89000000.0,,934000000.0,,338000000.0,,,,30000000.0,-204000000.0,,2082000000.0,32654000000.0,-34000000.0,230000000.0,538000000.0,,-416000000.0,685000000.0,2082000000.0,12530000000.0,,319000000.0,23159000000.0,1451000000.0,2.59,12530000000.0,-614000000.0,34000000.0,49790000000.0,425200000.0,538000000.0,53051000000.0,-525000000.0,1166000000.0,679000000.0,,,8390000000.0,324000000.0,,,74000000.0,-3252000000.0,,308000000.0,278000000.0,,332000000.0,165000000.0,,53051000000.0,,16533000000.0,424700000.0,30343000000.0,57000000.0,23159000000.0,2365000000.0,332000000.0,1243000000.0,4252000000.0,986000000.0,230000000.0,250000000.0,,,,34595000000.0,153000000.0,261000000.0,204000000.0,153000000.0,,-999000000.0,,,398000000.0,332000000.0,-5000000.0,,1521000000.0,-5000000.0,,99000000.0,928000000.0,32654000000.0,2604000000.0,-136000000.0,1200000000.0,204000000.0,332000000.0,30343000000.0,,,3668000000.0,3261000000.0,,,,,,,,,,,,,,,,,
1553990400,,,,,8000000.0,,,0.72,429500000.0,,,16527000000.0,,1178000000.0,,23000000.0,,950000000.0,,,,,233000000.0,,,,,2720000000.0,,233000000.0,2220000000.0,,,-1435000000.0,,332000000.0,1623000000.0,695000000.0,330000000.0,2436000000.0,32000000.0,,,,653000000.0,94000000.0,,-740000000.0,,,,,,,1025000000.0,,,,,,430100000.0,,,,16000000.0,,,,4588000000.0,3225000000.0,,,-105000000.0,,,,541000000.0,,23000000.0,,,-188000000.0,,,,726000000.0,,422000000.0,,,,66000000.0,,,2200000000.0,32593000000.0,,,1452000000.0,,-199000000.0,833000000.0,,12298000000.0,,334000000.0,22611000000.0,,,,,,49580000000.0,,,52805000000.0,,,,,,,,,,1220000000.0,,,356000000.0,328000000.0,,,,0.72,,,,,29797000000.0,,,,,,,1406000000.0,,269000000.0,,,-57000000.0,34385000000.0,,311000000.0,609000000.0,,,-732000000.0,,,368000000.0,233000000.0,34000000.0,,1603000000.0,-20000000.0,,,,,,-135000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,-53000000.0,,,1.66,433100000.0,,,17259000000.0,,1156000000.0,,-7000000.0,,941000000.0,,,,,191000000.0,,,,,2797000000.0,,191000000.0,1862000000.0,,,-3467000000.0,,233000000.0,1623000000.0,468000000.0,333000000.0,1970000000.0,164000000.0,,,,533000000.0,-776000000.0,,-843000000.0,,,,,,,1491000000.0,,,,,,433700000.0,,,,21000000.0,,,,3418000000.0,2125000000.0,,,-51000000.0,,,,631000000.0,,88000000.0,,,2000000.0,,,,640000000.0,,890000000.0,,,,125000000.0,,,2919000000.0,32752000000.0,,,1170000000.0,,-212000000.0,496000000.0,,12092000000.0,,338000000.0,22230000000.0,,,,,,49574000000.0,,,51699000000.0,,,,,,,,,,1249000000.0,,,765000000.0,737000000.0,,,,1.66,,,,,29467000000.0,,,,,,,685000000.0,,263000000.0,,,-199000000.0,32885000000.0,,720000000.0,617000000.0,,,99000000.0,,,369000000.0,191000000.0,616000000.0,,1474000000.0,-23000000.0,,,,,,-135000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,1570000000.0,,,33000000.0,-18000000.0,,,0.64,437400000.0,,,17381000000.0,,1222000000.0,,-16000000.0,,944000000.0,,,177000000.0,,228000000.0,,6127000000.0,-3549000000.0,,2891000000.0,,228000000.0,2204000000.0,1044000000.0,,-1274000000.0,-8359000000.0,191000000.0,1623000000.0,593000000.0,348000000.0,2051000000.0,51000000.0,,,,585000000.0,209000000.0,,-1013000000.0,,253000000.0,-13000000.0,-54000000.0,1326000000.0,,953000000.0,,,,,,438000000.0,,,60000000.0,20000000.0,-983000000.0,,,3922000000.0,2202000000.0,,,37000000.0,,,,857000000.0,,53000000.0,195000000.0,,125000000.0,,,-545000000.0,682000000.0,,356000000.0,2536000000.0,1637000000.0,1753000000.0,32000000.0,,3778000000.0,2791000000.0,33598000000.0,,,1118000000.0,-109000000.0,-156000000.0,522000000.0,,12210000000.0,-167000000.0,335000000.0,22598000000.0,,,,,,50598000000.0,,,52800000000.0,,,,2349000000.0,-2663000000.0,,,-25000000.0,,1263000000.0,,255000000.0,324000000.0,294000000.0,,,,0.63,,8663000000.0,,,29912000000.0,,,,,,,794000000.0,,262000000.0,,125000000.0,93000000.0,33834000000.0,,278000000.0,620000000.0,,223000000.0,-1031000000.0,,,389000000.0,228000000.0,29000000.0,2566000000.0,1529000000.0,-6000000.0,685000000.0,,,,,-139000000.0,,,,,,2006000000.0,,,,,,,,,,,,,,,,,,,
