,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,trailingOperatingIncome,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualChangeInWorkingCapital,annualOperatingExpense,annualFreeCashFlow,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,trailingPretaxIncome,annualTotalAssets,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,annualBeginningCashPosition,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualDilutedAverageShares,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,quarterlyInventory,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,annualCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualNetPPE,quarterlyCommonStockIssuance,annualOtherIntangibleAssets,quarterlyInterestExpense,annualGrossProfit,quarterlyBasicAverageShares,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,annualGoodwill,trailingNetIncome,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualTotalRevenue,trailingStockBasedCompensation,trailingGrossProfit,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
907113600,,,,,53800000.0,-130200000.0,,0.0,,,,,,,,,-15000000.0,-20900000.0,,,,,42200000.0,3900000.0,,153100000.0,5079600000.0,-126900000.0,,,-300000.0,,,,,,-48300000.0,,680800000.0,981600000.0,,336250000.0,,,,690500000.0,3765800000.0,,110900000.0,3349500000.0,,,,,1068100000.0,,,,,,,,,462600000.0,,,42200000.0,,,245700000.0,0.16,,,1313800000.0,,,,,,,912900000.0,1023800000.0,,,,,,870600000.0,1067400000.0,,-125000000.0,,,53800000.0,53800000.0,,,-389000000.0,,,,,301500000.0,12400000.0,42200000.0,,,,313200000.0,313200000.0,,,17800000.0,,17900000.0,,336250000.0,123200000.0,,,,,,645900000.0,,,,,,96000000.0,1927400000.0,,100000.0,-9700000.0,,-35900000.0,-12400000.0,,,159700000.0,,,,6224300000.0,,,,,,1237700000.0,2874800000.0,,,,3300000.0,,,,,-24700000.0,,-56400000.0,,2404900000.0,,,0.0,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,0.0,215800000.0,100400000.0,,94400000.0,-83600000.0,331511628.0,0.0,,,758400000.0,154400000.0,3272000000.0,,936500000.0,,-42000000.0,-67200000.0,,,-100000.0,,44000000.0,-38200000.0,,219100000.0,5732900000.0,756100000.0,-149300000.0,5732900000.0,17700000.0,,35800000.0,3686300000.0,-182800000.0,,296700000.0,,750200000.0,1197900000.0,0.0,,648000000.0,,,741100000.0,4796400000.0,285100000.0,175100000.0,3981300000.0,0.86,,,6910100000.0,715900000.0,,3981300000.0,556400000.0,-128800000.0,715900000.0,,339404762.0,285100000.0,758400000.0,,,44000000.0,571100000.0,3531900000.0,220600000.0,,285100000.0,,936500000.0,,101700000.0,222100000.0,-71900000.0,1086500000.0,,1066800000.0,1241900000.0,154400000.0,,,,750200000.0,1022800000.0,1086500000.0,,460600000.0,,0.84,94400000.0,94400000.0,,205900000.0,-414500000.0,,,,,326600000.0,17900000.0,65800000.0,,54600000.0,2928800000.0,648000000.0,648000000.0,471400000.0,326600000.0,4200000.0,2031100000.0,19400000.0,4246400000.0,,100400000.0,,4796400000.0,,,,571100000.0,,714500000.0,,,,160200000.0,2031100000.0,,,28300000.0,220600000.0,885600000.0,-588900000.0,648000000.0,,-441300000.0,,,,6910100000.0,69600000.0,,,500900000.0,,1424000000.0,2928800000.0,,741100000.0,,4800000.0,,,,,334800000.0,-414500000.0,-21000000.0,21400000.0,3272000000.0,,,0.0,,,,560100000.0,,-654200000.0,4092000000.0,,,-77100000.0,91600000.0,-551500000.0,,1424000000.0,,,,,,,,,,,,,,,,
922838400,,,,,65600000.0,-118700000.0,,0.0,,,,,,,,,-100000.0,-41600000.0,,,,,45000000.0,-21300000.0,,179600000.0,5820500000.0,-768200000.0,,,1100000.0,,,,,,-672300000.0,,667900000.0,1146900000.0,,354594595.0,,,,833600000.0,4472600000.0,,134600000.0,3877400000.0,,,,,1110800000.0,,,,,,,,,526000000.0,,,45000000.0,,,237100000.0,0.185,,,1347900000.0,,,,,,,1057300000.0,1191900000.0,,,,,,1012300000.0,1013800000.0,,-108300000.0,,,65600000.0,65600000.0,,,-459600000.0,,,,,374000000.0,8100000.0,50500000.0,,,,310700000.0,310700000.0,,,13500000.0,,18500000.0,,354594595.0,253600000.0,,,,,,609600000.0,,,,,,116100000.0,2049200000.0,,,0.0,,-645100000.0,-27200000.0,,,426000000.0,,,,6910200000.0,,,,,,1394700000.0,3032800000.0,,,,37500000.0,,,,,-338100000.0,,-72500000.0,,2824300000.0,,,648800000.0,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,107100000.0,-156900000.0,,0.0,,,,,,,,,200000.0,-9800000.0,,,,,47000000.0,-18600000.0,,257500000.0,6117400000.0,-13000000.0,,,13500000.0,,,,,,-110900000.0,,748700000.0,1270400000.0,,363050847.0,,,,858600000.0,4738000000.0,,210500000.0,4087400000.0,,,,,1148300000.0,,,,,,,,,515000000.0,,,47000000.0,,,231100000.0,0.305,,,1379400000.0,,,,,,,1106900000.0,1317400000.0,,,,,,1059900000.0,1032000000.0,,108300000.0,,,107100000.0,107100000.0,,,-478000000.0,,,,,380600000.0,12100000.0,80600000.0,,,,306700000.0,306700000.0,,,60200000.0,,21000000.0,,351147541.0,279600000.0,,,,,,624100000.0,,,,,,187700000.0,2134500000.0,,,-28800000.0,,170600000.0,-281500000.0,,,-26000000.0,,,,7226600000.0,,,,,,1383400000.0,3139200000.0,,,,34500000.0,,,,,-4000000.0,,-126100000.0,,3075000000.0,,,0.0,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,70300000.0,-81900000.0,,296000000.0,,,,,,,,,-200000.0,-26400000.0,,,,,29000000.0,-23200000.0,,176200000.0,6304400000.0,-67900000.0,,,-4200000.0,,,,,,277800000.0,,792800000.0,1210900000.0,,360512821.0,,,,896700000.0,4902500000.0,,147200000.0,4235100000.0,,,,,1153700000.0,,,,,,,,,898700000.0,,,29000000.0,,,248200000.0,0.2,,,1401900000.0,,,,,,,1092700000.0,1239900000.0,,,,,,1063700000.0,1060300000.0,,-294700000.0,,,70300000.0,70300000.0,,,-506400000.0,,,,,390300000.0,4500000.0,53900000.0,,,,296000000.0,337100000.0,,,4000000.0,,20600000.0,,351500000.0,395600000.0,,,,,,622200000.0,,,,,,124200000.0,2214200000.0,,,-1300000.0,,52500000.0,225300000.0,,,25000000.0,,,,7461800000.0,,,,,,1451400000.0,3226700000.0,,,,11700000.0,,,,41100000.0,-10700000.0,,-54200000.0,,3055500000.0,93500000.0,,0.0,,0.195,,,-194600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,576400000.0,273200000.0,130400000.0,,119900000.0,-410600000.0,350628019.0,576400000.0,,,453900000.0,195700000.0,4112800000.0,,1332500000.0,,13600000.0,-26100000.0,,24500000.0,93100000.0,,74700000.0,5000000.0,,306600000.0,7341600000.0,1152100000.0,-286200000.0,7341600000.0,-43500000.0,,303000000.0,4602100000.0,79700000.0,,585100000.0,,882100000.0,1502400000.0,0.0,,576400000.0,,199300000.0,967000000.0,6009100000.0,362900000.0,231900000.0,4712300000.0,1.035,,,9017600000.0,711600000.0,,4712300000.0,648800000.0,-103900000.0,711600000.0,,361094527.0,362900000.0,453900000.0,,,74700000.0,1432200000.0,4406400000.0,300700000.0,,362900000.0,,1332500000.0,,96900000.0,102700000.0,13500000.0,1552900000.0,,1345200000.0,1577100000.0,195700000.0,,,,882100000.0,1270500000.0,1552900000.0,,294700000.0,,1.005,119900000.0,119900000.0,,-201700000.0,-522300000.0,320200000.0,,,,444700000.0,-9400000.0,88300000.0,93500000.0,15400000.0,4305300000.0,576400000.0,600900000.0,901000000.0,444700000.0,25000000.0,2428400000.0,24800000.0,5326200000.0,,130400000.0,,6009100000.0,,,,1432200000.0,,919800000.0,320200000.0,,,208200000.0,2428400000.0,,,123200000.0,300700000.0,1323000000.0,-737900000.0,600900000.0,,-626700000.0,,,,9017600000.0,84900000.0,,,636100000.0,,1765900000.0,4305300000.0,,967000000.0,,13200000.0,,,,24500000.0,280400000.0,-522300000.0,-33400000.0,-33100000.0,4112800000.0,93500000.0,,296000000.0,,,,724100000.0,199300000.0,-821300000.0,5130500000.0,,,-58100000.0,-72400000.0,-768100000.0,,1765900000.0,,,,,,,,,,,,,,,,
954460800,,,,,143538000.0,-143111000.0,,353462000.0,,,,,,,,,,-85789000.0,,,,,52636000.0,,,216323000.0,7180825000.0,-1004550000.0,,,1759000.0,,,,,,-935336000.0,,995084000.0,1379015000.0,,368046154.0,,,,991484000.0,5082263000.0,,163687000.0,4520236000.0,,,,,1550147000.0,,,,,,,,,565031000.0,,,52636000.0,,,311121000.0,0.41,,,2098562000.0,,,,,,,1267964000.0,1431651000.0,,,,,,1215328000.0,1501064000.0,,-116039000.0,,,143538000.0,143538000.0,,,-542911000.0,237294000.0,,,,448573000.0,110920000.0,108469000.0,,,,353462000.0,392883000.0,,,17328000.0,,18595000.0,,350092683.0,261685000.0,,,,,,1343334000.0,,,,,,252007000.0,2491103000.0,,,0.0,,-902247000.0,-33089000.0,,,826113000.0,,,,8803246000.0,,,,,,1638303000.0,4283010000.0,,,,6017000.0,,,,39421000.0,-222965000.0,,-86270000.0,,3182275000.0,93543000.0,,576427000.0,,0.39,,,103634000.0,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,127387000.0,-416123000.0,,437808000.0,,,,,,,,,,24635000.0,,,,,57043000.0,,,310760000.0,7874534000.0,109186000.0,,,-7593000.0,,,,,,279540000.0,,1091811000.0,1520245000.0,,363962857.0,,,,995798000.0,5803998000.0,,253717000.0,4913489000.0,,,,,1634770000.0,,,,,,,,,1058984000.0,,,57043000.0,,,300393000.0,0.365,,,2070536000.0,,,,,,,1323571000.0,1577288000.0,,,,,,1266528000.0,1383689000.0,,-353409000.0,,,127387000.0,127387000.0,,,-541495000.0,135373000.0,,,,454303000.0,2629000.0,96256000.0,,,,437808000.0,488009000.0,,,28483000.0,,24844000.0,,349005479.0,438772000.0,,,,,,1336607000.0,,,,,,223643000.0,2674593000.0,,,-94952000.0,,315702000.0,-36162000.0,,,180718000.0,,,,9378992000.0,,,,,,1793354000.0,4465503000.0,,,,152501000.0,,,,50201000.0,84346000.0,,-41951000.0,,3571872000.0,93543000.0,,353462000.0,,0.35,,,-168137000.0,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,85664000.0,-134806000.0,,435044000.0,,,,,,,,,,-30805000.0,,,,,57338000.0,1048000.0,,239592000.0,7978902000.0,-78266000.0,,,19344000.0,,,,,,55559000.0,,1146955000.0,1452523000.0,,356933333.0,,,,1004723000.0,5745583000.0,,182254000.0,5050930000.0,,,,,1888429000.0,,,,,,,,,583885000.0,,,57338000.0,,,289147000.0,0.245,,,2233319000.0,,,,,,,1327607000.0,1509861000.0,,,,,,1270269000.0,1253177000.0,,-102936000.0,,,85664000.0,85664000.0,,,-544496000.0,55743000.0,,,,460227000.0,3107000.0,64552000.0,,,,435044000.0,483153000.0,,,26977000.0,,35568000.0,,349648980.0,320106000.0,,,,,,1142844000.0,,,,,,150216000.0,2698514000.0,,,-15786000.0,,96061000.0,-40502000.0,,,34486000.0,,,,9352515000.0,,,,,,1964566000.0,4301585000.0,,,,7584000.0,,,,48109000.0,-2764000.0,,-97655000.0,,3460911000.0,28076000.0,,437808000.0,,0.24,,,-294505000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,516817000.0,369140000.0,102120000.0,,142206000.0,-340534000.0,350031579.0,516817000.0,,,933162000.0,225670000.0,4351039000.0,,1580100000.0,,,-170375000.0,,59722000.0,0.0,,58653000.0,-910620000.0,,337085000.0,8205152000.0,892503000.0,-237082000.0,8205152000.0,4872000.0,,-81127000.0,5501810000.0,535590000.0,,1135827000.0,,1258568000.0,1802447000.0,0.0,,516817000.0,,-351859000.0,1040315000.0,6625052000.0,498795000.0,278432000.0,5366883000.0,1.425,,,9891499000.0,1245387000.0,,5366883000.0,576427000.0,-262334000.0,1245387000.0,,365417582.0,498795000.0,933162000.0,,,58653000.0,1092690000.0,5276140000.0,296921000.0,,498795000.0,,1580100000.0,,204340000.0,50001000.0,-29649000.0,1548477000.0,,1582668000.0,1861100000.0,225670000.0,,,,1258568000.0,1524015000.0,1548477000.0,,572384000.0,,1.365,142206000.0,142206000.0,,282135000.0,-557210000.0,37792000.0,,,,483105000.0,4302000.0,99864000.0,29115000.0,120958000.0,4524616000.0,516817000.0,576539000.0,685879000.0,483105000.0,-22787000.0,2948821000.0,-2490000.0,6379900000.0,,102120000.0,,6625052000.0,,,,1092690000.0,,1103760000.0,37792000.0,,,242070000.0,2948821000.0,,,110738000.0,296921000.0,1176363000.0,-40536000.0,576539000.0,,-759182000.0,,,,9891499000.0,76517000.0,,,867935000.0,,2171893000.0,4524616000.0,,1040315000.0,,38238000.0,,,,59722000.0,81773000.0,-557210000.0,-11206000.0,18382000.0,4351039000.0,29115000.0,,435044000.0,,,,878090000.0,-351859000.0,-150289000.0,6154230000.0,,,-1088625000.0,-59610000.0,-1034574000.0,,2171893000.0,,,,,,,,,,,,,,,,
985996800,,,,,95280000.0,-54801000.0,,420705000.0,,,,,,,,,,-60029000.0,,,,,59933000.0,,,251217000.0,7596506000.0,-1109342000.0,,,16566000.0,,,,,,-948369000.0,,1322029000.0,1601134000.0,,366461538.0,,,,1040523000.0,5132089000.0,,191284000.0,4795076000.0,,,,,2133822000.0,,,,,,,,,0.0,1178808000.0,3355318000.0,,,,297894000.0,0.26,,,2464417000.0,,,,,,,1409850000.0,1601134000.0,,518958000.0,,,,1409850000.0,1511689000.0,,-83469000.0,,,95280000.0,95280000.0,,,-558202000.0,32701000.0,,,,482321000.0,410000.0,67723000.0,,,,420705000.0,458171000.0,,,21009000.0,,20309000.0,,366461538.0,174485000.0,,,,,,925224000.0,,,,,,170975000.0,2916547000.0,,,0.0,,-913790000.0,-34579000.0,,,882406000.0,,,,9227229000.0,,,,,,32246000.0,4432153000.0,,,,63247000.0,,,,37466000.0,-96112000.0,,-60149000.0,,3227592000.0,29115000.0,,516817000.0,,0.26,,,-418084000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,151366000.0,-284930000.0,,425245000.0,,,,,,,,,,-2374000.0,,,,,65908000.0,,,357014000.0,8002060000.0,158779000.0,,,-18049000.0,,,,,,339684000.0,,1436812000.0,1746788000.0,,373743210.0,,,,1105838000.0,5567961000.0,,291106000.0,5135246000.0,,,,,2100287000.0,,,,,,,,,0.0,1172338000.0,3659398000.0,,,,333812000.0,0.415,,,2434099000.0,,,,,,,1455682000.0,1746788000.0,,488514000.0,,,,1455682000.0,1669185000.0,,83469000.0,,,151366000.0,151366000.0,,,-583162000.0,,,,,522676000.0,2880000.0,107613000.0,,,,425245000.0,457183000.0,,,14190000.0,,19439000.0,,364737349.0,124408000.0,,,,,,974396000.0,,,,,,271667000.0,3128429000.0,,,0.0,,390967000.0,-51283000.0,,,-90310000.0,,,,9825599000.0,,,,,,37054000.0,4690353000.0,,,,39124000.0,,,,31938000.0,4540000.0,,0.0,,3745647000.0,29115000.0,,420705000.0,,0.405,,,-450268000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,92355000.0,-301262000.0,,421145000.0,,,,,,,,,,-37587000.0,,,,,67948000.0,297541000.0,,250158000.0,8375486000.0,-66953000.0,,,,,,,,,67643000.0,,1492480000.0,1571012000.0,,369420000.0,,,,1179754000.0,5663163000.0,,182210000.0,5205321000.0,,,,,2340308000.0,,,,,,,,,0.0,1208500000.0,3732470000.0,,,,372015000.0,0.25,,,2712323000.0,,,,,,,1388802000.0,1571012000.0,,,,,,1388802000.0,1809299000.0,,-556895000.0,,,92355000.0,92355000.0,,,-625106000.0,,,,,554648000.0,2521000.0,64340000.0,,,,421145000.0,448696000.0,,,20943000.0,,18120000.0,,369420000.0,109492000.0,,,,,,1038003000.0,,,,,,164090000.0,3457226000.0,,,0.0,,113296000.0,-45653000.0,,,190490000.0,,,,10361118000.0,,,,,,546201000.0,5155797000.0,,,,3745000.0,,,,27551000.0,-4100000.0,,0.0,,3798970000.0,29115000.0,,425245000.0,,0.25,,,-391294000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,472151000.0,352128000.0,209500000.0,,164141000.0,-306859000.0,365921455.0,472151000.0,,,382750000.0,,4303152000.0,,1637085000.0,,,-35686000.0,,44848000.0,-53479000.0,,64255000.0,-47217000.0,,367839000.0,8280872000.0,916018000.0,-60149000.0,8280872000.0,,,-101498000.0,5921222000.0,626137000.0,,1167179000.0,,1619874000.0,1970473000.0,-818819000.0,,472151000.0,,-421103000.0,1166462000.0,6643787000.0,503142000.0,303584000.0,5233824000.0,1.375,,,10617414000.0,1340105000.0,3720790000.0,5233824000.0,516817000.0,-135676000.0,1340105000.0,,372697778.0,503142000.0,382750000.0,1490385000.0,3720790000.0,,800859000.0,5921222000.0,296980000.0,,503142000.0,,1637085000.0,,126306000.0,65392000.0,,2178419000.0,,1666889000.0,1970473000.0,258044000.0,,,,1619874000.0,1666889000.0,2178419000.0,1490385000.0,-261924000.0,,1.35,164141000.0,164141000.0,,170801000.0,-618661000.0,,,,,547801000.0,6856000.0,112453000.0,29800000.0,12667000.0,5383590000.0,472151000.0,516999000.0,775560000.0,547801000.0,9250000.0,3934512000.0,14931000.0,6889406000.0,,209500000.0,,6643787000.0,,,,800859000.0,,1226228000.0,,,,248538000.0,3934512000.0,,,-53479000.0,296980000.0,1185087000.0,-17908000.0,516999000.0,,-811785000.0,,,,10617414000.0,72799000.0,,,855270000.0,,640750000.0,5383590000.0,,1166462000.0,,20190000.0,,,,44848000.0,51006000.0,-618661000.0,0.0,,4303152000.0,29800000.0,,421145000.0,,,,968184000.0,-421103000.0,-149423000.0,6889406000.0,,,-105916000.0,-44666000.0,-947852000.0,,640750000.0,,,,,,,,,,,,,,,,
1017532800,,,,,128566000.0,-141311000.0,,501711000.0,,,,,,,,,,-36810000.0,,,,,49107000.0,-2153000.0,,277966000.0,8893434000.0,-960520000.0,,,,,,,,,-790454000.0,,1711300000.0,1732426000.0,,378135294.0,,,,1183873000.0,5995888000.0,,228859000.0,5444179000.0,,,,,2609771000.0,,,,,,,,,487529000.0,1295730000.0,3752013000.0,,,,287775000.0,0.345,,,2897546000.0,,,,,,,1503567000.0,1732426000.0,,,,,,1503567000.0,1914604000.0,,-106892000.0,,,128566000.0,128566000.0,,,-627062000.0,,,,,556811000.0,2522000.0,79858000.0,,,,501711000.0,549519000.0,,,,,13852000.0,,372655072.0,282446000.0,,,,,,842144000.0,,,,,,217536000.0,4030194000.0,,,9666000.0,,-758188000.0,-32266000.0,,,937297000.0,,,,10968837000.0,,,,,,598069000.0,5524658000.0,,,,,,,,47808000.0,29560000.0,,-368780000.0,,3819643000.0,29800000.0,,472151000.0,,0.34,,,-436811000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,187315000.0,-199474000.0,,409971000.0,,,,,,,,,,-37154000.0,,,,,49980000.0,,,380470000.0,9186557000.0,104101000.0,,,,,,,,,335646000.0,,1861489000.0,1916569000.0,,374630000.0,,,,1231375000.0,6328577000.0,,330490000.0,5689546000.0,,,,,2556063000.0,,,,,,,,,499641000.0,1251873000.0,4055363000.0,,,,301917000.0,0.505,,,2857980000.0,,,,,,,1586079000.0,1916569000.0,,,,,,1586079000.0,2206736000.0,,-172046000.0,4290769000.0,,187315000.0,187315000.0,,,-673474000.0,,,,,557901000.0,3454000.0,122014000.0,,,,409971000.0,454392000.0,,,,,10658000.0,,370920792.0,165766000.0,,,,,,856856000.0,,,,,,324548000.0,89733000.0,,,4945000.0,,365391000.0,-29745000.0,,,-244561000.0,,,,11575553000.0,,,,,,549011000.0,5886007000.0,,,,,,,,44421000.0,-91740000.0,,-39000.0,,4361927000.0,29800000.0,,501711000.0,,0.5,,,-384876000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,126104000.0,-80412000.0,,357649000.0,,,,,,,,,,-36994000.0,,,,,51697000.0,,,263088000.0,8743028000.0,-35835000.0,,,,,,,,,130855000.0,,1950717000.0,1768459000.0,,370894118.0,,,,1222822000.0,5927443000.0,,211391000.0,5314050000.0,,,,,2508709000.0,,,,,,,,,533280000.0,1181646000.0,3704876000.0,,,,306876000.0,0.34,,,2815585000.0,,,,,,,1557068000.0,1768459000.0,,,,,,1557068000.0,2308105000.0,,-63585000.0,4372454000.0,,126104000.0,126104000.0,,,-675789000.0,,,,,547033000.0,2436000.0,69696000.0,,,,357649000.0,392643000.0,,,,,10365000.0,,370894118.0,126334000.0,,,,,,800038000.0,,,,,,205827000.0,94794000.0,,,-16233000.0,,160125000.0,-29270000.0,,,-158245000.0,,,,11222307000.0,,,,,,557210000.0,5908257000.0,,,,12443000.0,,,,34994000.0,-52322000.0,,0.0,,4062253000.0,29800000.0,,409971000.0,,0.34,,,-376605000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,666951000.0,375637000.0,85650000.0,,201474000.0,-261937000.0,371941618.0,666951000.0,,,371816000.0,,4833681000.0,,2238536000.0,,,-37453000.0,,28930000.0,-32061000.0,,54022000.0,,,387397000.0,9078060000.0,958537000.0,-371664000.0,9078060000.0,,,66283000.0,6432184000.0,883403000.0,,1207356000.0,,2114506000.0,2118845000.0,-586349000.0,,666951000.0,,-290499000.0,1275029000.0,6839524000.0,643459000.0,333375000.0,5637066000.0,1.73,,,11819802000.0,1944898000.0,3966550000.0,5637066000.0,472151000.0,-148411000.0,1944898000.0,,374104070.0,643459000.0,371816000.0,1271616000.0,3966550000.0,,633903000.0,6432184000.0,293638000.0,,643459000.0,,2238536000.0,,36303000.0,,,2568927000.0,,1785470000.0,2118845000.0,204806000.0,,,,2114506000.0,1785470000.0,2568927000.0,1271616000.0,-243826000.0,,1.72,201474000.0,201474000.0,,-119789000.0,-717294000.0,,,,,557735000.0,5399000.0,104069000.0,29790000.0,13811000.0,6182736000.0,666951000.0,695881000.0,1000601000.0,557735000.0,,4948559000.0,10635000.0,7536299000.0,,85650000.0,,6839524000.0,,,,633903000.0,,1308921000.0,,,,271185000.0,4948559000.0,,,-30439000.0,293638000.0,1233273000.0,-25917000.0,695881000.0,,-654280000.0,,,,11819802000.0,45509000.0,,,1019096000.0,,648577000.0,6182736000.0,,1275029000.0,,23696000.0,,,,28930000.0,309302000.0,-717294000.0,-2845000.0,,4833681000.0,29790000.0,,357649000.0,,,,1104115000.0,-290499000.0,-117198000.0,7536299000.0,,,-15890000.0,194800000.0,-683134000.0,,648577000.0,,,,,,,,,,,,,,,,
