,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1062288000,,49447000.0,218493000.0,,235023000.0,,,,,170570000.0,976521000.0,,,,,,,542914000.0,-12510000.0,,,,,,,,67838000.0,115155000.0,14795000.0,12286000.0,12286000.0,,,,285725000.0,57418000.0,,,,,,,,,,,,3662000.0,,30471000.0,,,-364000.0,,483081000.0,101856000.0,,0.215,,,,12286000.0,,-9330000.0,,1863000.0,,1554000.0,,489000.0,,153276000.0,87066000.0,,,,-3196000.0,,,,,,,,,,,,,,478292000.0,,0.0,,,,,,94500000.0,56524000.0,67838000.0,,950000.0,,,,,,,,,,1863000.0,1863000.0,,,103593000.0,,,28426000.0,,5872000.0,59975000.0,-18857000.0,322089000.0,,,,,,,-11717000.0,,5998000.0,,19228000.0,,,,34023000.0,,,-422033000.0,,,,,,,,-793000.0,,,768591000.0,197356000.0,,,-4009000.0,433607000.0,0.215,,,,,,,-27874000.0,,,,,,,,,346558000.0,,16559000.0,,13845000.0,,,427555000.0,4804000.0,,,,,,,,,,,,,
1070150400,0.0,,239593000.0,56490000.0,252763000.0,,437575000.0,,,161047000.0,1007588000.0,,50808000.0,,239593000.0,-3106000.0,20414000.0,559096000.0,29147000.0,-12662000.0,,38619000.0,,117001000.0,,,72332000.0,122825000.0,13855000.0,13321000.0,13321000.0,-36659000.0,3260000.0,14307000.0,283872000.0,,1007588000.0,0.685,1973000.0,,509338000.0,59068000.0,161047000.0,67954000.0,54136000.0,3260000.0,200026000.0,3438000.0,,12876000.0,,57390000.0,0.0,,483898000.0,114117000.0,,,,,,13321000.0,,-9139000.0,,3260000.0,,319000.0,,225000.0,,146571000.0,93410000.0,,283872000.0,2004000.0,-3150000.0,114117000.0,59677000.0,348653000.0,96326000.0,3260000.0,,122090000.0,448492000.0,0.675,828416000.0,,,,509338000.0,-406000.0,0.0,70149000.0,38619000.0,14467000.0,,,96326000.0,,72332000.0,3666000.0,10227000.0,122825000.0,,,-39263000.0,-548000.0,559096000.0,,,,3260000.0,3260000.0,284242000.0,,117001000.0,,,28435000.0,-23388000.0,1863000.0,59068000.0,2004000.0,346173000.0,,,,,38619000.0,,-11771000.0,1014000.0,-30924000.0,3986000.0,21078000.0,146571000.0,,,34933000.0,12876000.0,,-479763000.0,,,284242000.0,935135000.0,1287331000.0,,28435000.0,40918000.0,,,828416000.0,200026000.0,,,1397000.0,448492000.0,,-479763000.0,352196000.0,,,42000.0,,14494000.0,483898000.0,,,,,-32326000.0,,,348653000.0,,17263000.0,,70149000.0,,,437575000.0,5205000.0,,,,,,,,,,,,,
1078012800,,25244000.0,244294000.0,,232796000.0,,,,,160406000.0,1015741000.0,,,,,,,561500000.0,-11249000.0,,,,,,,,75409000.0,127896000.0,13545000.0,4613000.0,4613000.0,,,,288302000.0,57776000.0,,,,,,,,,,,,3564000.0,,24357000.0,,,-1000000.0,,483982000.0,117165000.0,,0.08,,,,4613000.0,,-5338000.0,,996000.0,,-432000.0,,1196000.0,,154893000.0,85777000.0,,,,-3206000.0,,,,,,,,,,,,,,517523000.0,,0.0,,,,,,98631000.0,56694000.0,75409000.0,,-6357000.0,,1877000.0,,,,,,,,996000.0,996000.0,,,105862000.0,,,28496000.0,,3260000.0,54058000.0,7383000.0,318573000.0,,,,,,,-6285000.0,,7958000.0,,10368000.0,,,,23913000.0,,,-479763000.0,,,,,,,,-4964000.0,,,825467000.0,195680000.0,-1326000.0,,-2264000.0,454241000.0,0.08,,,,,,,-21796000.0,,,,,,,,,345704000.0,,5871000.0,,40217000.0,,,438959000.0,1879000.0,,,,,,,,,,,,,
1085961600,,62006000.0,248961000.0,,262517000.0,,,,,160782000.0,1045178000.0,,,,,,,576151000.0,40403000.0,,,,,,,,77731000.0,121325000.0,13560000.0,11697000.0,11697000.0,,,,282107000.0,57706000.0,,,,,,,,,,,,3638000.0,,18184000.0,,,0.0,,505929000.0,113104000.0,,0.205,,,,11697000.0,,-27768000.0,,10489000.0,,-1798000.0,,618000.0,,154255000.0,100546000.0,,,,-3285000.0,,,,,,,,,,,,,,522889000.0,,-20485000.0,,,,,,111007000.0,56804000.0,77731000.0,,2649000.0,,0.0,,,,,,,,10489000.0,10489000.0,,,131569000.0,,,28581000.0,,996000.0,55322000.0,1864000.0,363063000.0,,,,,,,-7574000.0,,-10646000.0,,22815000.0,,,,36375000.0,,,-479763000.0,,,,,,,,47977000.0,,,831803000.0,223822000.0,-118000.0,,9493000.0,469027000.0,0.205,,,,,,,22837000.0,,,,,,,,,352040000.0,,17027000.0,,12063000.0,,,447681000.0,5449000.0,,,,,,,,,,,,,
1093910400,,65114000.0,249587000.0,,255064000.0,,,,,138677000.0,1045941000.0,,,,,,,566781000.0,26453000.0,,,,,,,,79078000.0,118903000.0,14531000.0,9516000.0,9516000.0,,,,257580000.0,57856000.0,,,,,,,,,,,,3205000.0,,33333000.0,,,0.0,,500940000.0,112387000.0,,0.165,,,,9516000.0,,-3379000.0,,28612000.0,,-1128000.0,,215000.0,,155920000.0,94450000.0,,,,-3291000.0,,,,,,,,,,,,,,528927000.0,,0.0,,,,,,111143000.0,56942000.0,79078000.0,,-2077000.0,,0.0,,,,,,,,28612000.0,28612000.0,,,132774000.0,,,28624000.0,,10489000.0,45041000.0,1015000.0,349514000.0,,,,,,,-5702000.0,,-10495000.0,,15372000.0,,,,29903000.0,,,-479763000.0,,,,,,,,32155000.0,,,823014000.0,243360000.0,,,18123000.0,479160000.0,0.165,,,,,,,6664000.0,,,,,,,,,343251000.0,,10592000.0,,12139000.0,,,453808000.0,1806000.0,,,,,,,,,,,,,
1101772800,0.0,83847000.0,262932000.0,56858000.0,286584000.0,,459718000.0,,,138149000.0,1135359000.0,,48298000.0,,262932000.0,-3000000.0,91989000.0,581709000.0,36382000.0,-13074000.0,,35603000.0,,164846000.0,,,78041000.0,134886000.0,14394000.0,9776000.0,9776000.0,-48476000.0,67028000.0,14713000.0,273035000.0,,1135359000.0,0.625,-4617000.0,,553059000.0,64623000.0,138149000.0,62386000.0,56030000.0,67028000.0,293449000.0,3309000.0,,36235000.0,83847000.0,57818000.0,-2000000.0,,566484000.0,115997000.0,,,,,1877000.0,9776000.0,,-11991000.0,,67028000.0,,4805000.0,,32000.0,,159067000.0,91871000.0,,273035000.0,18770000.0,-3292000.0,115997000.0,123249000.0,349075000.0,116637000.0,67028000.0,,118416000.0,553650000.0,0.615,857284000.0,,,,553059000.0,63768000.0,-1705000.0,8521000.0,35603000.0,13716000.0,,,116637000.0,,78041000.0,3260000.0,1532000.0,134886000.0,0.0,,-31260000.0,1447000.0,581709000.0,,,,67028000.0,67028000.0,310259000.0,,164846000.0,,,28641000.0,-13972000.0,28612000.0,64623000.0,18770000.0,378455000.0,,,,,35603000.0,,-11699000.0,2061000.0,-789000.0,-4253000.0,13830000.0,159067000.0,,,28224000.0,36235000.0,,-508209000.0,,,310259000.0,1036961000.0,1409606000.0,,28641000.0,48081000.0,,,857284000.0,293449000.0,,,38416000.0,553650000.0,,-508209000.0,372645000.0,,,11241000.0,,16915000.0,566484000.0,,,,,24620000.0,,,349075000.0,,14807000.0,,8521000.0,,,459718000.0,5579000.0,,,,,,,,,,,,,
1109548800,,65853000.0,246158000.0,,262278000.0,,,,,137747000.0,1087820000.0,,,,,,,574062000.0,-14364000.0,,,,,,,,80321000.0,132447000.0,13918000.0,6501000.0,6501000.0,,,,270194000.0,57924000.0,,,,,,,,,,,,3330000.0,,12523000.0,,,,,515758000.0,121957000.0,,0.115,,,,6501000.0,,3478000.0,,35516000.0,,1937000.0,,612000.0,,174773000.0,90709000.0,,,,-3295000.0,,,,,,,,,,,,,,556465000.0,,0.0,,,,,,110501000.0,57082000.0,80321000.0,,-15921000.0,,,,,,,,,,35516000.0,35516000.0,,,159550000.0,,,28787000.0,,67028000.0,57311000.0,14298000.0,352987000.0,,,,,,,-6913000.0,,-26735000.0,,10388000.0,,,,24306000.0,,,-508209000.0,,,,,,,,-7451000.0,,,849813000.0,245564000.0,-112000.0,,-31512000.0,513758000.0,0.11,,,,,,,-25515000.0,,,-449000.0,,,,,,341604000.0,,8500000.0,,7638000.0,,,462913000.0,2720000.0,,,,,,,,,,,,,
1117497600,,76974000.0,243094000.0,,288371000.0,,,,,137000000.0,1097439000.0,,,,,,,550434000.0,29722000.0,,,,,,,,78509000.0,127948000.0,13916000.0,16215000.0,16215000.0,,,,264948000.0,58258000.0,,,,,,,,,,,,2895000.0,,13743000.0,,,,,516028000.0,127299000.0,,0.285,,,,16215000.0,,11989000.0,,81682000.0,,5241000.0,,2653000.0,,165193000.0,99555000.0,,,,-3556000.0,,,,,,,,,,,,,,563773000.0,,16984000.0,,,,,,103897000.0,57290000.0,78509000.0,,2847000.0,,,,,,,,,,81682000.0,81682000.0,,,148812000.0,,,28904000.0,,35516000.0,57036000.0,6224000.0,387926000.0,,,,,,,-5335000.0,,566000.0,,21046000.0,,,,34962000.0,,,-508209000.0,,,,,,,,35057000.0,,,827447000.0,251080000.0,4009000.0,,46166000.0,547005000.0,0.28,,,,,,,6319000.0,,,-398000.0,,,,,,319238000.0,,22694000.0,,11551000.0,,,475556000.0,7424000.0,,,,,,,,,,,,,
1125446400,,74645000.0,239117000.0,,260509000.0,,,,,112003000.0,1098693000.0,,,,,,,539850000.0,31687000.0,,,,,,,,73460000.0,127685000.0,13513000.0,15541000.0,15541000.0,,,,239688000.0,58864000.0,,,,,,,,,,,,2942000.0,,38466000.0,,,,,502423000.0,128202000.0,,0.27,,,,15541000.0,,-6572000.0,,112775000.0,,904000.0,,3836000.0,,160336000.0,97582000.0,,,,-3570000.0,,,,,,,,,,,,,,578952000.0,,10578000.0,,,,,,101926000.0,57634000.0,73460000.0,,4191000.0,,-9781000.0,,,,,,,,112775000.0,112775000.0,,,134677000.0,,,29090000.0,,81682000.0,46615000.0,4721000.0,358091000.0,,,,,,,-5623000.0,,34000.0,,24122000.0,,,,37635000.0,,,-508209000.0,,,,,,,,37310000.0,,,817931000.0,262735000.0,1805000.0,,31093000.0,558843000.0,0.265,,,,,,,7691000.0,,,-962000.0,,,,,,309722000.0,,21433000.0,,14947000.0,,,487514000.0,6855000.0,,,,,,,,,,,,,
1133308800,9781000.0,77541000.0,238550000.0,57468000.0,301984000.0,,507217000.0,,,112001000.0,1107557000.0,,82401000.0,7293000.0,238550000.0,-2611000.0,100381000.0,525123000.0,53336000.0,-13961000.0,,61576000.0,,135292000.0,,,79421000.0,132894000.0,14128000.0,23319000.0,23319000.0,1374000.0,157631000.0,24990000.0,244895000.0,,1107557000.0,1.07,8688000.0,,584443000.0,0.0,112001000.0,84430000.0,55475000.0,157631000.0,261858000.0,3179000.0,,34837000.0,77541000.0,58476000.0,-314000.0,,506753000.0,117409000.0,,,,,8000000.0,23319000.0,,-7521000.0,,157631000.0,,3275000.0,,192000.0,,142984000.0,111206000.0,,244895000.0,-12904000.0,-3540000.0,117409000.0,125836000.0,298852000.0,98058000.0,157631000.0,,139905000.0,582434000.0,1.055,820608000.0,,,,584443000.0,90603000.0,0.0,14188000.0,61576000.0,12345000.0,,,98058000.0,,82331000.0,67028000.0,15936000.0,132894000.0,0.0,,-25455000.0,11356000.0,525123000.0,,,,157631000.0,157631000.0,311711000.0,,135292000.0,,,29185000.0,-33516000.0,112775000.0,0.0,-12904000.0,413190000.0,,,,,61576000.0,,-7584000.0,0.0,-7381000.0,7053000.0,28875000.0,142984000.0,,,43003000.0,34837000.0,,-521756000.0,,,314621000.0,1113142000.0,1512193000.0,,29185000.0,60920000.0,,,820608000.0,261858000.0,2986000.0,,44856000.0,582434000.0,,-521756000.0,399051000.0,,,-4752000.0,,23504000.0,506753000.0,,-2943000.0,,,11999000.0,,,298852000.0,,29775000.0,,14188000.0,,,507217000.0,7991000.0,,,,,,,,,,,,,
1141084800,,63978000.0,222019000.0,,250441000.0,,,,,112000000.0,1111596000.0,,,,,,,522190000.0,4824000.0,,,,,,,,75856000.0,135053000.0,10989000.0,15270000.0,15270000.0,,,,247053000.0,59154000.0,,,,,,,,,,,,2743000.0,,33412000.0,,,,,482772000.0,130191000.0,,0.265,,,,15270000.0,,-1631000.0,,167649000.0,,2426000.0,,6050000.0,,156453000.0,97853000.0,,,,-3596000.0,,,,,,,,,,,,,,612208000.0,,0.0,,,,,,98812000.0,58040000.0,75856000.0,,-12853000.0,,,,,,,,,,167649000.0,167649000.0,,,128627000.0,,,29403000.0,,157631000.0,43285000.0,-2089000.0,348294000.0,,,,,,,-4377000.0,,930000.0,,21997000.0,,,,32986000.0,,,-814943000.0,,,,,,,,9201000.0,,,1108130000.0,235719000.0,-73000.0,,10018000.0,589406000.0,0.26,,,,-15000.0,,,-15175000.0,,,-1284000.0,,,,,,293187000.0,,20566000.0,,9702000.0,,,518872000.0,6170000.0,,,,,,,,,,,,,
1149033600,,75105000.0,236568000.0,,276830000.0,,,180809000.0,,282000000.0,1358424000.0,,,,,,,801448000.0,42265000.0,,,,,,,,79056000.0,149392000.0,12898000.0,19540000.0,19540000.0,,,,431392000.0,60192000.0,,,,,,,,,,,,4968000.0,,36202000.0,,,,,685248000.0,143345000.0,,0.335,,,,19540000.0,,-279183000.0,,121604000.0,,543000.0,,-894000.0,,150186000.0,111670000.0,,,,-3700000.0,,,,,,,,,,,,,,656078000.0,,-272721000.0,,,,,,161797000.0,58730000.0,79056000.0,,15695000.0,,,,,,,,,,121604000.0,121604000.0,,,138500000.0,,,29786000.0,,167649000.0,48618000.0,11003000.0,388500000.0,,,,,,,-4022000.0,,182430000.0,,32614000.0,,,,45512000.0,,,-521756000.0,,,,,,,,46287000.0,,,837253000.0,253856000.0,-2187000.0,,-46045000.0,556976000.0,0.325,,,,-319000.0,,,16851000.0,,,-497000.0,,,,,,315497000.0,,27185000.0,,4049000.0,,,534683000.0,8156000.0,,,,,,,,,,,,,
1156982400,,79465000.0,233786000.0,,278610000.0,,,196764000.0,,252000000.0,1392493000.0,,,,,,,821214000.0,69749000.0,,,,,,,,75739000.0,151440000.0,13432000.0,24198000.0,24198000.0,,,,403440000.0,60281000.0,,,,,,,,,,,,4575000.0,,35880000.0,,,,,697556000.0,141557000.0,,0.41,,,,24198000.0,,-38396000.0,,123613000.0,,1886000.0,,290000.0,,157022000.0,110339000.0,,,,-3726000.0,,,,,,,,,,,,,,677567000.0,,0.0,,,,,,172221000.0,59157000.0,75739000.0,,-3804000.0,,,,,,,,,,123613000.0,123613000.0,,,164799000.0,,,59632000.0,,121604000.0,56858000.0,10140000.0,388949000.0,,,,464000.0,,,-4439000.0,,-33522000.0,,34600000.0,,,,48032000.0,,,-521756000.0,,,,,,,,74188000.0,,,832428000.0,294116000.0,-216000.0,,2009000.0,571279000.0,0.4,,,,-172000.0,,,39736000.0,,,-2976000.0,,,,,,310672000.0,,30285000.0,,13972000.0,,,525319000.0,7454000.0,,,,,,,,,,,,,
1164844800,0.0,89914000.0,238155000.0,58793000.0,246627000.0,,597115000.0,195208000.0,,224000000.0,1478471000.0,195208000.0,100031000.0,19870000.0,238155000.0,,173343000.0,809377000.0,56505000.0,-14752000.0,,134213000.0,,172772000.0,,,56890000.0,107138000.0,11136000.0,75204000.0,21939000.0,-227666000.0,255362000.0,23682000.0,340465000.0,,1478471000.0,2.28,1203000.0,,777792000.0,9078000.0,224000000.0,113690000.0,48455000.0,255362000.0,342442000.0,4674000.0,,34746000.0,89914000.0,60065000.0,,,682907000.0,134110000.0,,,,,,75204000.0,,91544000.0,9327000.0,255362000.0,,910000.0,,-1081000.0,,128623000.0,100022000.0,,340465000.0,25482000.0,-3730000.0,134110000.0,194487000.0,298004000.0,172363000.0,255362000.0,,162145000.0,669094000.0,2.23,828425000.0,,,,777792000.0,97815000.0,0.0,45010000.0,134213000.0,16959000.0,,,172363000.0,,75542000.0,157547000.0,15402000.0,107138000.0,,,-21144000.0,5766000.0,809377000.0,,,,255362000.0,255362000.0,287541000.0,,172772000.0,,,59932000.0,121274000.0,123613000.0,9078000.0,25482000.0,346649000.0,,,,4900000.0,80948000.0,,-8306000.0,4365000.0,-28564000.0,14440000.0,24480000.0,128623000.0,,,35616000.0,34746000.0,,-530421000.0,,,306193000.0,1052508000.0,1472391000.0,,59932000.0,64811000.0,,,828425000.0,342442000.0,3679000.0,16917000.0,131833000.0,669094000.0,,-530421000.0,419883000.0,,,-8676000.0,,26198000.0,682907000.0,,-3919000.0,,,67610000.0,9327000.0,,298004000.0,,21995000.0,,45010000.0,,,597115000.0,1903000.0,,,,,,,,,,,,,
1172620800,,64956000.0,216286000.0,,249465000.0,,,194379000.0,,162000000.0,1374687000.0,,,,,,,802003000.0,-27875000.0,,,,,,,,73620000.0,116287000.0,14222000.0,20820000.0,20820000.0,,,,278287000.0,61212000.0,,,,,,,,,,,,3608000.0,,35208000.0,,,,,554341000.0,145756000.0,,0.35,,,,20820000.0,,-6657000.0,,171423000.0,,3490000.0,,1273000.0,,139229000.0,102290000.0,,,,-3792000.0,,,,,,,,,,,,,,802525000.0,,0.0,,,,,,167391000.0,59933000.0,73620000.0,,-10954000.0,,,,,,,,,,171423000.0,171423000.0,,,148268000.0,,,60609000.0,,255362000.0,45746000.0,21870000.0,351755000.0,,,,9152000.0,,,-6865000.0,,-54970000.0,,28670000.0,,,,42892000.0,,,-530421000.0,,,,,,,,-21010000.0,,,824898000.0,276054000.0,-693000.0,,-83939000.0,572684000.0,0.34,,,,-37000.0,,,-31076000.0,,,-270000.0,,,,,,294477000.0,,26524000.0,,27622000.0,,,614124000.0,7692000.0,,,,,,,,,,,,,
1180569600,,60583000.0,217455000.0,,265368000.0,,,196103000.0,,137000000.0,1391759000.0,,,,,,,794256000.0,51791000.0,,,,,,,,70943000.0,117135000.0,12406000.0,27267000.0,27267000.0,,,,254135000.0,61465000.0,,,,,,,,,,,,3181000.0,,34666000.0,,,,,531782000.0,143943000.0,,0.45,,,,27267000.0,,-3695000.0,,200995000.0,,3557000.0,,798000.0,,131885000.0,108147000.0,,,,-3918000.0,,,,,,,,,,,,,,842070000.0,,0.0,,,,,,164557000.0,60394000.0,70943000.0,,8437000.0,,,,,,,,,,200995000.0,200995000.0,,,153881000.0,,,60739000.0,,171423000.0,47168000.0,34015000.0,373515000.0,,,,2139000.0,,,-4284000.0,,-26650000.0,,37204000.0,,,,49610000.0,,,-530421000.0,,,,,,,,56075000.0,,,820074000.0,277647000.0,2545000.0,,29572000.0,597503000.0,0.44,,,,-95000.0,,,15507000.0,,,-935000.0,,,,,,289653000.0,,35321000.0,,28517000.0,,,637848000.0,10243000.0,,,,,,,,,,,,,
1188518400,,79875000.0,214887000.0,,259288000.0,,,197415000.0,,137000000.0,1401530000.0,,,,,,,784572000.0,43277000.0,,,,,,,,69228000.0,101344000.0,12735000.0,28366000.0,28366000.0,,,,238344000.0,61357000.0,,,,,,,,,,,,2868000.0,,34928000.0,,,,,535838000.0,138987000.0,,0.47,,,,28366000.0,,-6107000.0,,219175000.0,,2383000.0,,1326000.0,,136567000.0,108603000.0,,,,-3930000.0,,,,,,,,,,,,,,847908000.0,,-1155000.0,,,,,,162456000.0,60370000.0,69228000.0,,-3891000.0,,,,,,,,,,219175000.0,219175000.0,,,154754000.0,,,60024000.0,,200995000.0,46329000.0,36658000.0,367891000.0,,,,2146000.0,,,-4726000.0,,-25334000.0,,39375000.0,,,,52110000.0,,,-545117000.0,,,,,,,,48003000.0,,,830831000.0,297494000.0,-2808000.0,,18180000.0,616958000.0,0.46,,,,-25139000.0,,,10256000.0,,,-542000.0,,,,,,285714000.0,,37453000.0,,27937000.0,,,661855000.0,10645000.0,,,,,,,,,,,,,
1196380800,0.0,73201000.0,212477000.0,59914000.0,207434000.0,,683698000.0,184660000.0,,137000000.0,1364602000.0,184660000.0,136887000.0,13835000.0,212477000.0,-12000000.0,102637000.0,728652000.0,35444000.0,-15499000.0,,102173000.0,,156247000.0,,,62102000.0,112721000.0,10995000.0,25720000.0,24691000.0,37954000.0,246358000.0,37712000.0,264717000.0,,1364602000.0,1.71,-644000.0,,798993000.0,892000.0,137000000.0,142810000.0,50358000.0,246358000.0,297835000.0,3068000.0,,35608000.0,73201000.0,60991000.0,,,562552000.0,78702000.0,,,,,,25720000.0,,54413000.0,14996000.0,246358000.0,,-706000.0,,141000.0,,137564000.0,99663000.0,,264717000.0,40502000.0,-3859000.0,78702000.0,123527000.0,277834000.0,159459000.0,246358000.0,-100219000.0,193168000.0,635950000.0,1.68,791160000.0,,,,798993000.0,-8771000.0,-12000000.0,32779000.0,102173000.0,12725000.0,,,159459000.0,,62102000.0,255129000.0,-6240000.0,112721000.0,,,-20890000.0,8725000.0,728652000.0,,,,246358000.0,246358000.0,275893000.0,,156247000.0,,,57437000.0,-184564000.0,219175000.0,892000.0,40502000.0,307097000.0,,,,398000.0,101144000.0,,-5015000.0,3538000.0,-77610000.0,-12648000.0,37561000.0,137564000.0,,,48556000.0,35608000.0,,-513326000.0,,,275893000.0,981555000.0,1400258000.0,,57437000.0,40459000.0,,,791160000.0,297835000.0,312000.0,,27416000.0,635950000.0,,-513326000.0,418703000.0,,-74948000.0,3563000.0,,-8483000.0,562552000.0,,5310000.0,,,-13796000.0,14996000.0,,277834000.0,,37589000.0,,32779000.0,,,683698000.0,9132000.0,,,,,,,,,,,,,
