date,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyChangeInInventory,annualCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualCurrentDebt,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,annualLongTermDebt,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualBasicEPS,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingOperatingCashFlow,annualAccountsReceivable,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualDilutedAverageShares,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalAssets,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingOtherIncomeExpense,annualResearchAndDevelopment,annualCashDividendsPaid,trailingDilutedAverageShares,quarterlyCashDividendsPaid,trailingInterestExpense,trailingBasicEPS
,,197926000.0,-3000.0,2291000.0,91024000.0,0.0,-885000.0,,124929000.0,,,,,,,,264706000.0,,,,530214000.0,,,,-26940000.0,107555000.0,381466000.0,53569000.0,0.0,44596000.0,509629000.0,,110567000.0,,4322000.0,-7854000.0,,,79000.0,,,,,,,,,833293000.0,,,,107369000.0,,124929000.0,90371000.0,,,9696000.0,,,,,,761974000.0,,,,-69000.0,842533000.0,,,5577000.0,139777000.0,,,,0.0,-20396000.0,0.12,,,,,0.0,,,,,66496000.0,3548000.0,46002000.0,1794000.0,,-6073000.0,44092000.0,,9365000.0,,,,66496000.0,,,,,40873000.0,-727000.0,,,148938000.0,33173000.0,,,,0.0,,,,,,,5886000.0,24203000.0,,,,99718000.0,,183540000.0,,38813000.0,557190000.0,130942000.0,3012000.0,42230000.0,,,,,,409911000.0,,,,,,,492000.0,0.125,,,,,,,1026680000.0,,,66496000.0,,184147000.0,,,,,38019000.0,509629000.0,244000.0,,,533832000.0,,,,,0.0,,45080000.0,,,-2593000.0,,,,,,,,,,,,,,,,
,,164410000.0,-16316000.0,-5426000.0,85674000.0,0.0,281000.0,332426000.0,124899000.0,-22297000.0,-22397000.0,-23540000.0,,,3447000.0,332426000.0,253733000.0,,212029000.0,,,354842000.0,2031000.0,,7604000.0,79797000.0,318665000.0,56848000.0,925000.0,-225958000.0,354842000.0,26493000.0,83087000.0,24218000.0,4027000.0,-4362000.0,898153000.0,1303942000.0,1845000.0,124899000.0,37096000.0,-13735000.0,212029000.0,758000.0,,244649000.0,12374000.0,882425000.0,20824000.0,206647000.0,,80166000.0,680240000.0,124899000.0,84613000.0,183978000.0,-499000.0,10140000.0,0.0,,,,,828398000.0,,,,-112000.0,898153000.0,137273000.0,253733000.0,-7352000.0,128834000.0,1082131000.0,,212029000.0,0.0,-22297000.0,,10140000.0,623702000.0,,328349000.0,0.0,,274000.0,531084000.0,,49132000.0,2182000.0,44189000.0,3447000.0,4488000.0,-5676000.0,58229000.0,828398000.0,11987000.0,,,-212510000.0,49132000.0,-44973000.0,11776000.0,,,31034000.0,106000.0,16862000.0,,153241000.0,34551000.0,882425000.0,153241000.0,128834000.0,0.0,,-317381000.0,,,0.4,494000.0,9917000.0,244649000.0,,101222000.0,229044000.0,-154787000.0,,154255000.0,128593000.0,24218000.0,,101222000.0,3290000.0,,43316000.0,-758000.0,,34551000.0,558126000.0,509629000.0,347814000.0,,,359590000.0,-420000.0,281000.0,494000.0,,-1440000.0,,0.0,354842000.0,9238000.0,599491000.0,1082131000.0,,,49132000.0,,183978000.0,124899000.0,,56848000.0,,52553000.0,354842000.0,274000.0,0.0,,599491000.0,0.38,85674000.0,,,-227412000.0,349302000.0,14426000.0,44189000.0,925000.0,29960000.0,,,,,,,,,,,,,,,,
,,185537000.0,-190000.0,3485000.0,89708000.0,-38862000.0,1110000.0,,123192000.0,,,,,,,,278439000.0,,,,533574000.0,,,,-38240000.0,88455000.0,356419000.0,64300000.0,21636000.0,-48505000.0,295505000.0,,92048000.0,,3779000.0,-19548000.0,,,3589000.0,,,,,,,,,937468000.0,,,,88756000.0,,123192000.0,97082000.0,,,10728000.0,,,,,97082000.0,853553000.0,,,,-249000.0,955819000.0,,,-26000.0,155247000.0,,,,0.0,-25263000.0,0.098333,,,,,0.0,,,,,55043000.0,190000.0,30462000.0,2962000.0,,-8519000.0,23613000.0,,-34674000.0,,,,55043000.0,,,,,33713000.0,297000.0,,,173725000.0,39037000.0,,,,0.0,,,,,,,4247000.0,298985000.0,,,,-59337000.0,,170882000.0,,26356000.0,561744000.0,148989000.0,3593000.0,45300000.0,,,,,,354842000.0,,,,,,,494000.0,0.103333,,,,,,,1131992000.0,,,55043000.0,,176173000.0,,,,,15094000.0,295505000.0,1623000.0,,,594490000.0,,,,,-87668000.0,,47501000.0,,,-47605000.0,,,,,,,,,,,,,,,,
,,244221000.0,-954000.0,11458000.0,102263000.0,0.0,2004000.0,,121376000.0,,,,,,,,283226000.0,,,,530850000.0,,,,8474000.0,132482000.0,462145000.0,69928000.0,8784000.0,13574000.0,418197000.0,,136584000.0,,4115000.0,17096000.0,,,3161000.0,,,,,,,,,1021716000.0,,,,132756000.0,,121376000.0,111739000.0,,,11050000.0,,,,,111739000.0,950344000.0,,,,-447000.0,1054135000.0,,,1051000.0,161850000.0,,,,0.0,-28997000.0,0.15,,,,,0.0,,,,,84248000.0,954000.0,30202000.0,4080000.0,,-7177000.0,100353000.0,,7568000.0,,,,84248000.0,,,,,48508000.0,-350000.0,,,156778000.0,40931000.0,,,,0.0,,,,,,,7061000.0,281218000.0,,,,122692000.0,,217924000.0,,32713000.0,561624000.0,161626000.0,4102000.0,46677000.0,,,,,,295505000.0,,,,,,,495000.0,0.158333,,,,,,,1233570000.0,,,84248000.0,,179435000.0,,,,,93176000.0,418197000.0,1255000.0,,,699415000.0,,,,,-152455000.0,,172073000.0,,,-13657000.0,,,,,,,,,,,,,,,,
,,250307000.0,-2219000.0,7568000.0,108521000.0,-110181000.0,-1504000.0,,119953000.0,,,,,,,,285882000.0,,,,527856000.0,,,,22992000.0,132090000.0,474709000.0,77226000.0,3128000.0,-135731000.0,287157000.0,,136586000.0,,4828000.0,-9381000.0,,,2609000.0,,,,,,,,,1104108000.0,,,,131228000.0,,119953000.0,118217000.0,,,11434000.0,,,,,118217000.0,932546000.0,,,,-482000.0,1038732000.0,,,36000.0,165929000.0,,,,0.0,-33156000.0,0.146667,,,,,0.0,,,,,82392000.0,2219000.0,26689000.0,3926000.0,,-8420000.0,109037000.0,,-101958000.0,,,,82392000.0,,,,,48836000.0,-799000.0,,,164481000.0,44070000.0,,,,0.0,,,,,,,6486000.0,412255000.0,,,,-131040000.0,,224402000.0,,32817000.0,559920000.0,139033000.0,4496000.0,47466000.0,,,,,,418197000.0,,,,,,,496000.0,0.156667,,,,,,,1218428000.0,,,82392000.0,,179696000.0,,,,,100617000.0,287157000.0,994000.0,,,699412000.0,,,,,-242305000.0,,114898000.0,,,22065000.0,,,,,,,,,,,,,,,,
,,214244000.0,-1148000.0,3739000.0,113446000.0,-27349000.0,-1547000.0,,117151000.0,-36961000.0,-30684000.0,-176392000.0,,,4405000.0,437886000.0,383241000.0,,286219000.0,,,359331000.0,-56752000.0,,21581000.0,103397000.0,409957000.0,82112000.0,10996000.0,-2365000.0,359331000.0,4489000.0,108290000.0,119712000.0,6702000.0,7368000.0,1182677000.0,1703230000.0,6241000.0,117151000.0,26250000.0,-4511000.0,286219000.0,772000.0,,411282000.0,3824000.0,1168644000.0,20318000.0,303143000.0,,104530000.0,894309000.0,117151000.0,110847000.0,179722000.0,14807000.0,11583000.0,0.0,,,,,979158000.0,,,,-764000.0,1182677000.0,171051000.0,383241000.0,-651000.0,266090000.0,1362399000.0,,286219000.0,0.0,-36961000.0,,11583000.0,808921000.0,,354842000.0,0.0,,,528636000.0,,64536000.0,461000.0,23194000.0,4405000.0,15600000.0,-6568000.0,100824000.0,979158000.0,-25128000.0,,,-173027000.0,64536000.0,-4465000.0,17084000.0,,,39994000.0,78000.0,19424000.0,,155613000.0,45151000.0,1168644000.0,155613000.0,266090000.0,0.0,,-616450000.0,,,0.54,994000.0,2524000.0,411282000.0,,218072000.0,333827000.0,72174000.0,,195713000.0,473178000.0,119712000.0,,218072000.0,4893000.0,,48396000.0,-772000.0,,45151000.0,560022000.0,287157000.0,456423000.0,,,473507000.0,-1942000.0,-1547000.0,994000.0,,410000.0,,0.0,359331000.0,-154192000.0,770613000.0,1362399000.0,,,64536000.0,,179722000.0,117151000.0,,82112000.0,,94256000.0,359331000.0,,0.0,,770613000.0,0.51,113446000.0,,,-134022000.0,457270000.0,138706000.0,23194000.0,10996000.0,-17555000.0,,,,,,,,,,,,,,,,
,,241169000.0,2082000.0,16201000.0,134035000.0,0.0,908000.0,,115300000.0,,,,,,,,403417000.0,,,,524496000.0,,,,-52515000.0,126285000.0,454605000.0,97399000.0,36302000.0,-20014000.0,391438000.0,,131253000.0,,6571000.0,-34128000.0,,,6079000.0,,,,,,,,,1244743000.0,,,,126631000.0,,115300000.0,114884000.0,,,11751000.0,,,,,114884000.0,1067328000.0,,,,-610000.0,1284463000.0,,,302000.0,288117000.0,,,,0.0,-41710000.0,0.136667,,,,,0.0,,,,,76099000.0,492000.0,21864000.0,3594000.0,,-15291000.0,36770000.0,,2604000.0,,,,76099000.0,,,,,50532000.0,396000.0,,,179127000.0,55689000.0,,,,0.0,,,,,,,2722000.0,419588000.0,,,,32107000.0,,213436000.0,,99460000.0,555786000.0,255712000.0,4968000.0,49132000.0,,,,,,359331000.0,,,,,,,1003000.0,0.146667,,,,,,,1470745000.0,,,76099000.0,,186282000.0,,,,,21479000.0,391438000.0,,,,811026000.0,,,,,-192636000.0,,187447000.0,,,-33867000.0,,,,,,,,,,,,,,,,
,,307008000.0,-2430000.0,28857000.0,157212000.0,0.0,-1820000.0,,113756000.0,,,,,,,,413588000.0,,,,528558000.0,,,,-46276000.0,169773000.0,592640000.0,102268000.0,3068000.0,-37533000.0,419167000.0,,174898000.0,,7060000.0,-10161000.0,,,4630000.0,,,,,,,,,1354539000.0,,,,169713000.0,,113756000.0,137235000.0,,,12062000.0,,,,,137235000.0,1187929000.0,,,,-481000.0,1414257000.0,,,183000.0,299832000.0,,,,0.0,-46324000.0,0.196667,,,,,0.0,,,,,109795000.0,2430000.0,20873000.0,3566000.0,,-7092000.0,73299000.0,,5664000.0,,,,109795000.0,,,,,59918000.0,-33000.0,,,199053000.0,55944000.0,,,,0.0,,,,,,,3715000.0,451063000.0,,,,27729000.0,,285632000.0,,119633000.0,558852000.0,305707000.0,5125000.0,50875000.0,,,,,,391438000.0,,,,,,,1004000.0,0.206667,,,,,,,1601517000.0,,,109795000.0,,187260000.0,,,,,66207000.0,419167000.0,,,,870230000.0,,,,,-209644000.0,,178958000.0,,,-53966000.0,,,,,,,,,,,,,,,,
,,273592000.0,-1376000.0,-17244000.0,152449000.0,-386776000.0,905000.0,,112209000.0,,,,,,,,429247000.0,,,,525078000.0,,,,10319000.0,140685000.0,541940000.0,109137000.0,2833000.0,136499000.0,283054000.0,,145856000.0,,7950000.0,5643000.0,,,6577000.0,,,,,,,,,1440681000.0,,,,141238000.0,,112209000.0,132907000.0,,,12360000.0,,,,,132907000.0,889675000.0,,,,-531000.0,1128937000.0,,,-100000.0,317038000.0,,,,0.0,-51563000.0,0.156667,,,,,0.0,,,,,86142000.0,1373000.0,19882000.0,3673000.0,,-7920000.0,107980000.0,,-384003000.0,,,,86142000.0,,,,,55096000.0,222000.0,,,193934000.0,57574000.0,,,,0.0,,,,,,,1931000.0,307654000.0,,,,-136113000.0,,268348000.0,,137499000.0,551697000.0,288584000.0,5171000.0,52851000.0,,,,,,419167000.0,,,,,,,1013000.0,0.163333,,,,,,,1318922000.0,,,86142000.0,,189985000.0,,,,,100060000.0,283054000.0,,,,590708000.0,,,,,-164390000.0,,308897000.0,,,17300000.0,,,,,,,,,,,,,,,,
,,243888000.0,-20392000.0,-24155000.0,127330000.0,-340894000.0,2074000.0,515033000.0,110383000.0,-47210000.0,-49236000.0,-727670000.0,,,3576000.0,515033000.0,398928000.0,,340020000.0,,,222514000.0,-17769000.0,,10040000.0,113881000.0,471517000.0,116347000.0,5470000.0,192897000.0,222514000.0,-136817000.0,119179000.0,38916000.0,6832000.0,-8922000.0,835068000.0,2060702000.0,-8529000.0,110383000.0,3659000.0,-22116000.0,340020000.0,,,97042000.0,19656000.0,1508664000.0,11015000.0,238440000.0,,111572000.0,1065656000.0,110383000.0,130007000.0,208257000.0,-78432000.0,12695000.0,0.0,,,,130008000.0,644397000.0,,,,-454000.0,835068000.0,209134000.0,398928000.0,-8000.0,288545000.0,1043325000.0,,340020000.0,0.0,-47210000.0,,12695000.0,995046000.0,,359331000.0,0.0,,,521136000.0,,67983000.0,15361000.0,21393000.0,3576000.0,8757000.0,-18933000.0,69627000.0,644397000.0,-323340000.0,,,271849000.0,67983000.0,-47568000.0,20562000.0,,,43589000.0,202000.0,28413000.0,,203106000.0,69137000.0,1508664000.0,203106000.0,288545000.0,0.0,,-606657000.0,,,0.653333,1019000.0,2647000.0,97042000.0,,236710000.0,287676000.0,-60540000.0,,227629000.0,927077000.0,38916000.0,,236710000.0,5298000.0,54648000.0,54648000.0,787000.0,,69137000.0,549249000.0,283054000.0,550623000.0,,,571185000.0,-2076000.0,2074000.0,1019000.0,,377000.0,,0.0,222514000.0,-699075000.0,319556000.0,1043325000.0,,,67983000.0,,208257000.0,110383000.0,,116347000.0,,50694000.0,222514000.0,,0.0,,319556000.0,0.62,127330000.0,,,-39987000.0,549154000.0,251775000.0,21393000.0,5470000.0,52764000.0,,,,,,,,,,,,,,,,
,,252039000.0,-574000.0,7479000.0,135477000.0,-13361000.0,-543000.0,,116235000.0,,,,,,,,446001000.0,,,,496575000.0,,,,-26474000.0,107306000.0,484223000.0,126178000.0,14520000.0,-15415000.0,242533000.0,,112366000.0,,6959000.0,-14080000.0,,,6783000.0,,,,,,,,,1572160000.0,,,,105404000.0,,116235000.0,144733000.0,,,13079000.0,,,,,144733000.0,701371000.0,,,,-296000.0,936699000.0,,,-219000.0,329766000.0,,,,0.0,-51582000.0,0.123333,,,,,0.0,,,,,63496000.0,176000.0,13631000.0,3591000.0,,-12094000.0,45893000.0,,-11100000.0,,,,63496000.0,,,,,41908000.0,2571000.0,,,215337000.0,74596000.0,,,,0.0,,,,,,,2381000.0,102139000.0,,,,20019000.0,,232184000.0,,55356000.0,517677000.0,317655000.0,5060000.0,57999000.0,,,,,,222514000.0,,,,,,,1019000.0,0.126667,,,,,,,1147372000.0,,,63496000.0,,210673000.0,,,,,33799000.0,242533000.0,,,,344672000.0,,,,4473000.0,-69464000.0,,66344000.0,,,-78027000.0,,,,,,,,,,,,,,,,
,,336262000.0,-29235000.0,9398000.0,144365000.0,-35000.0,-2984000.0,,115647000.0,,,,,,,,461821000.0,,,,499341000.0,,,,-36241000.0,179427000.0,630934000.0,138868000.0,9558000.0,-55165000.0,283839000.0,,184704000.0,,7433000.0,-19892000.0,,,-21274000.0,,,,,,,,,1679033000.0,,,,176025000.0,,115647000.0,156835000.0,,,14211000.0,,,,,156835000.0,856021000.0,,,,-498000.0,1093822000.0,,,-4319000.0,346174000.0,,,,0.0,-55339000.0,0.206667,,,,,0.0,,,,,106873000.0,28707000.0,11953000.0,7407000.0,,-15504000.0,53827000.0,,42081000.0,,,,106873000.0,,,,,69152000.0,66000.0,,,233549000.0,83529000.0,,,,0.0,,,,,,,13907000.0,148197000.0,,,,41306000.0,,294672000.0,,57781000.0,520050000.0,348197000.0,5277000.0,59725000.0,,,,,,242533000.0,,,,,,,1028000.0,0.213333,,,,,,,1317842000.0,,,106873000.0,,224020000.0,,,,,38323000.0,283839000.0,,,,432036000.0,,,,3468000.0,-85061000.0,,41072000.0,,,-32276000.0,,,,,,,,,,,,,,,,
,,307470000.0,-1367000.0,16854000.0,162851000.0,-5000.0,-1134000.0,,113204000.0,,,,,,,,551476000.0,,,,502371000.0,,,,71867000.0,151429000.0,590422000.0,148853000.0,53577000.0,-176117000.0,287019000.0,,157536000.0,,7200000.0,-12715000.0,,,5833000.0,,,,,,,,,1771219000.0,,,,150723000.0,,113204000.0,156041000.0,,,14702000.0,,,,,156041000.0,960391000.0,,,,-528000.0,1278457000.0,,,-3038000.0,438272000.0,,,,0.0,-60358000.0,0.176667,,,,,0.0,,,,,92187000.0,1367000.0,9725000.0,10170000.0,,-14015000.0,176114000.0,,2744000.0,,,,92187000.0,,,,,58536000.0,44000.0,,,247368000.0,88495000.0,,,,0.0,,,,,,,1910000.0,315572000.0,,,,3180000.0,,282952000.0,,63213000.0,521844000.0,343205000.0,6107000.0,63613000.0,,,,,,283839000.0,,,,,,,1029000.0,0.183333,,,,,,,1511867000.0,,,92187000.0,,233410000.0,,,,,162099000.0,287019000.0,,,,602591000.0,,,,,-238345000.0,,79184000.0,,,2253000.0,,,,,,,,,,,,,,,,
,,277161000.0,-6246000.0,-41935000.0,119376000.0,-54198000.0,-1233000.0,600015000.0,112216000.0,-64323000.0,-51937000.0,-67599000.0,,,10146000.0,600015000.0,428230000.0,,338661000.0,,501786000.0,211349000.0,-50408000.0,,-17800000.0,134756000.0,540849000.0,152466000.0,9359000.0,-93111000.0,211349000.0,-11165000.0,141074000.0,59113000.0,7172000.0,25135000.0,1183043000.0,2246428000.0,7074000.0,112216000.0,-8204000.0,-37422000.0,338661000.0,,,402247000.0,30348000.0,1847325000.0,21252000.0,290096000.0,,131743000.0,1172931000.0,112216000.0,142405000.0,237466000.0,-8648000.0,13832000.0,0.0,,,,142405000.0,992279000.0,,,,-565000.0,1183043000.0,225233000.0,428230000.0,3216000.0,316014000.0,1420509000.0,,338661000.0,0.0,-64323000.0,0.146667,13832000.0,1073497000.0,,222514000.0,0.0,,,500037000.0,,76106000.0,98000.0,9792000.0,10146000.0,-1584000.0,-10324000.0,66199000.0,992279000.0,-51611000.0,,,-339808000.0,76106000.0,-21552000.0,22762000.0,,,55637000.0,34000.0,28764000.0,,221449000.0,88143000.0,1847325000.0,221449000.0,316014000.0,0.0,,-557419000.0,,,0.676667,1030000.0,3054000.0,402247000.0,,296180000.0,342033000.0,-75670000.0,,263688000.0,264886000.0,59113000.0,520104000.0,296180000.0,6318000.0,65774000.0,65774000.0,2715000.0,,88143000.0,520161000.0,287019000.0,572916000.0,,,595678000.0,-1887000.0,-1233000.0,1030000.0,0.153333,-4360000.0,,0.0,211349000.0,-17886000.0,613596000.0,1420509000.0,,,76106000.0,,237466000.0,112216000.0,,152466000.0,,55875000.0,211349000.0,,0.0,,613596000.0,0.65,119376000.0,,,-164549000.0,563894000.0,78286000.0,9792000.0,9359000.0,57642000.0,,,,,,,,,,,,,,,,
,,286818000.0,-2434000.0,6068000.0,125581000.0,-20000.0,-1131000.0,,110491000.0,,,,,,,,490857000.0,,,,500739000.0,,,,30246000.0,148863000.0,536129000.0,161374000.0,45900000.0,-43944000.0,312020000.0,,155316000.0,,6986000.0,17410000.0,,,4384000.0,,,,,,,,,1942575000.0,,,,149017000.0,,110491000.0,137955000.0,,,14034000.0,,,,,137955000.0,1102726000.0,,,,-620000.0,1355213000.0,,,543000.0,380366000.0,,,,0.0,-69641000.0,0.183333,,,,,0.0,,,,,95250000.0,2602000.0,8131000.0,9538000.0,,-9871000.0,136402000.0,,7690000.0,,,,95250000.0,,,,,53767000.0,-1000.0,,,204061000.0,91733000.0,,,,0.0,,,,,,,5728000.0,438932000.0,,,,100671000.0,,249311000.0,,71959000.0,521223000.0,345786000.0,6453000.0,65525000.0,,,,,,211349000.0,,,,,,,1031000.0,0.19,,,,,,,1593583000.0,,,95250000.0,,238370000.0,,,,,126531000.0,312020000.0,,,,750952000.0,,,,,-187718000.0,,152760000.0,,,-41597000.0,,,,,,,,,,,,,,,,
,,379288000.0,-701000.0,30045000.0,155776000.0,-39000.0,-621000.0,,108547000.0,,,,,,,,513388000.0,,,,501294000.0,,,,-32300000.0,215813000.0,687199000.0,166807000.0,12839000.0,-64074000.0,373051000.0,,222355000.0,,8103000.0,-3874000.0,,,7402000.0,,,,,,,,,2083579000.0,,,,215991000.0,,108547000.0,163475000.0,,,14317000.0,,,,,163475000.0,1255631000.0,,,,-353000.0,1487353000.0,,,559000.0,404841000.0,,,,0.0,-75589000.0,0.27,,,,,0.0,,,,,141003000.0,701000.0,51682000.0,8972000.0,,-6031000.0,122575000.0,,2297000.0,,,,141003000.0,,,,,74988000.0,-12000.0,,,207908000.0,91218000.0,,,,0.0,,,,,,,1988000.0,453969000.0,,,,61031000.0,,307911000.0,,80792000.0,521892000.0,398792000.0,6542000.0,66351000.0,,,,,,312020000.0,,,,,,,1032000.0,0.28,,,,,,,1769019000.0,,,141003000.0,,281666000.0,,,,,116544000.0,373051000.0,,,,827020000.0,,,,,-234079000.0,,175509000.0,,,-56872000.0,,,,,,,,,,,,,,,,
,,341920000.0,-16325000.0,-6081000.0,145373000.0,-8067000.0,-6337000.0,,105827000.0,,,,,,,,476438000.0,,,,502038000.0,,,,29416000.0,189907000.0,635972000.0,168433000.0,2697000.0,-114964000.0,408323000.0,,196036000.0,,7420000.0,-236000.0,,,-818000.0,,,,,,,,,2205179000.0,,,,188869000.0,,105827000.0,152013000.0,,,14335000.0,,,,,152013000.0,1386440000.0,,,,-343000.0,1617479000.0,,,-75000.0,370611000.0,,,,18079000.0,-79946000.0,0.233333,,,,,0.0,,,,,121600000.0,8238000.0,28419000.0,7863000.0,,-5163000.0,148072000.0,,7162000.0,,,,121600000.0,,,,,67269000.0,-26000.0,,,205449000.0,88487000.0,,,,0.0,,,,,,,7334000.0,588041000.0,,,,35272000.0,,294052000.0,,66599000.0,522810000.0,333165000.0,6129000.0,49100000.0,,,,,,373051000.0,,,,,,,1035000.0,0.243333,,,,,,,1862878000.0,,,121600000.0,,245399000.0,,,,,142909000.0,408323000.0,,,,996364000.0,,,,,-339741000.0,,229580000.0,,,54757000.0,,,,,,,,,,,,,,,,
