date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,annualTotalRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualOperatingIncome,trailingTotalRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyStockBasedCompensation,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,trailingEndCashPosition,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyEbitda,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyIncomeTaxPayable,trailingNetIncome,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualTaxProvision,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualChangeInInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualInterestExpense,trailingInterestExpense,annualPretaxIncome,annualPurchaseOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyTotalAssets,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualIncomeTaxPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyDilutedAverageShares,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualBasicEPS,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
2017-02-28,,,,,145000000.0,,,,,,,,,620000000.0,1000000.0,,,-343000000.0,-97000000.0,,,-3000000.0,,,266000000.0,-9000000.0,,546000000.0,275000000.0,,,,123000000.0,9955000000.0,0.3,,22000000.0,,,20000000.0,1849000000.0,,,,100000000.0,,,,1767000000.0,1121000000.0,,,1304000000.0,,,,,,,116000000.0,,,5536000000.0,,,,156000000.0,,265000000.0,,,764000000.0,,,,899000000.0,,8188000000.0,540000000.0,,,,1327000000.0,6000000.0,-13000000.0,,,,,147000000.0,5805000000.0,147000000.0,764000000.0,,,-3000000.0,620000000.0,620000000.0,1932000000.0,209000000.0,,80000000.0,58000000.0,265000000.0,,4677000000.0,,,,,,7454000000.0,,,0.3,,412000000.0,75000000.0,,,,489000000.0,,,230000000.0,278000000.0,27000000.0,,,,-3000000.0,,205000000.0,0.0,,-321000000.0,444000000.0,0.0,,,,,,,,15761000000.0,,,,14640000000.0,,,,,,,,,,,331000000.0,,289000000.0,3935000000.0,,919000000.0,-17000000.0,,,490000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,131000000.0,,,,,,,,,175000000.0,1000000.0,,,-395000000.0,-98000000.0,,,-8000000.0,,,273000000.0,-31000000.0,,551000000.0,235000000.0,,,,88000000.0,9552000000.0,0.27,,-1000000.0,,,45000000.0,1833000000.0,,,,128000000.0,,,,1356000000.0,728000000.0,,,1311000000.0,,,,,,,144000000.0,,,5556000000.0,,,,160000000.0,,243000000.0,,,804000000.0,,,,922000000.0,,8196000000.0,507000000.0,,,,1283000000.0,44000000.0,-14000000.0,,,,,164000000.0,5835000000.0,133000000.0,761000000.0,,,-403000000.0,175000000.0,175000000.0,1927000000.0,214000000.0,,89000000.0,40000000.0,272000000.0,,4731000000.0,,,,,,7457000000.0,,,0.27,,12000000.0,74000000.0,,,,492000000.0,,,-488000000.0,263000000.0,7000000.0,,,,-1000000.0,,204000000.0,0.0,,-350000000.0,438000000.0,35000000.0,,,,,,,,15388000000.0,,,,14660000000.0,,,,,,,,,,,-445000000.0,,620000000.0,3993000000.0,,875000000.0,-29000000.0,,,493000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,211000000.0,,492000000.0,155000000.0,479000000.0,2939000000.0,4882000000.0,507000000.0,,2000000.0,999000000.0,,-4000000.0,507000000.0,1000000.0,-111000000.0,77000000.0,1089000000.0,-100000000.0,,6827000000.0,-15000000.0,,913000000.0,248000000.0,-42000000.0,,516000000.0,232000000.0,,,557000000.0,-391000000.0,8219000000.0,0.96,-110000000.0,20000000.0,937000000.0,,-39000000.0,2164000000.0,,8336000000.0,,181000000.0,,944000000.0,-131000000.0,1392000000.0,1118000000.0,,8219000000.0,1244000000.0,1.71,507000000.0,-48000000.0,4298000000.0,-393000000.0,405000000.0,114000000.0,286000000.0,1118000000.0,4298000000.0,491000000.0,,851000000.0,155000000.0,255000000.0,286000000.0,806000000.0,,765000000.0,843000000.0,2885000000.0,6153000000.0,937000000.0,-31000000.0,6827000000.0,479000000.0,806000000.0,2164000000.0,,280000000.0,37000000.0,-19000000.0,14373000000.0,190000000.0,,946000000.0,149000000.0,6153000000.0,481000000.0,765000000.0,-3992000000.0,,-1408000000.0,507000000.0,507000000.0,1858000000.0,211000000.0,4090000000.0,109000000.0,56000000.0,247000000.0,,4344000000.0,7435000000.0,1943000000.0,3000000.0,13255000000.0,1392000000.0,7435000000.0,8000000.0,4344000000.0,0.97,1502000000.0,2000000.0,63000000.0,,,109000000.0,495000000.0,,0.0,-535000000.0,255000000.0,40000000.0,1951000000.0,1858000000.0,114000000.0,0.0,,205000000.0,0.0,507000000.0,-747000000.0,356000000.0,39000000.0,258000000.0,,747000000.0,-92000000.0,,,,14373000000.0,,,,13255000000.0,,280000000.0,,,181000000.0,,8336000000.0,,-3992000000.0,39000000.0,332000000.0,-1810000000.0,175000000.0,4090000000.0,,913000000.0,-131000000.0,102000000.0,,496000000.0,,-897000000.0,,,-1613000000.0,39000000.0,49000000.0,1.72,,,,,,,,,,,,,,,,,,,
2017-11-30,,,,,112000000.0,,,,,,,,,445000000.0,1000000.0,,,-350000000.0,-98000000.0,,,-8000000.0,,,256000000.0,0.0,,514000000.0,225000000.0,,,,-18000000.0,8146000000.0,0.22,,41000000.0,,,-17000000.0,2128000000.0,,,,82000000.0,,,,1276000000.0,971000000.0,,,1249000000.0,,,,,,,127000000.0,,,4299000000.0,,,,166000000.0,,236000000.0,,,768000000.0,,,,944000000.0,,6870000000.0,481000000.0,,,,280000000.0,34000000.0,-15000000.0,,,,,120000000.0,6184000000.0,114000000.0,199000000.0,,,0.0,445000000.0,445000000.0,1897000000.0,212000000.0,,124000000.0,77000000.0,256000000.0,,4440000000.0,,,,,,7434000000.0,,,0.22,,1000000.0,61000000.0,,,,498000000.0,,,-77000000.0,258000000.0,21000000.0,,,,0.0,,197000000.0,,,-383000000.0,365000000.0,0.0,,,,,,,,14331000000.0,,,,13360000000.0,,,,,,,,23000000.0,,,-62000000.0,,507000000.0,4167000000.0,,898000000.0,-137000000.0,,,499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,,,,-166000000.0,,,,,,,,,278000000.0,1000000.0,,,-290000000.0,-96000000.0,,,-8000000.0,,,252000000.0,,,98000000.0,-167000000.0,,,,-98000000.0,8332000000.0,-0.33,,-95000000.0,,,229000000.0,1812000000.0,,,,75000000.0,,,,1423000000.0,895000000.0,,,1355000000.0,,,,,,,3000000.0,,,4310000000.0,,,,122000000.0,,254000000.0,,,1271000000.0,,,,947000000.0,,6909000000.0,84000000.0,,,,280000000.0,14000000.0,-9000000.0,,,,,-164000000.0,6009000000.0,-164000000.0,,,,0.0,278000000.0,278000000.0,1829000000.0,209000000.0,,133000000.0,-53000000.0,251000000.0,,4476000000.0,,,,,,7443000000.0,,,-0.33,,1000000.0,63000000.0,,,,500000000.0,,,-80000000.0,297000000.0,6000000.0,,,,,,-217000000.0,,,-301000000.0,203000000.0,,,,,,,,,14342000000.0,,,,13447000000.0,,,,,,,,19000000.0,,,-167000000.0,,445000000.0,4227000000.0,,855000000.0,-58000000.0,,,501000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,,,,,-93000000.0,,,,,,,,,294000000.0,0.0,,,-236000000.0,-98000000.0,,,-1000000.0,,,249000000.0,,,276000000.0,285000000.0,,,,76000000.0,8304000000.0,-0.18,,40000000.0,,,-112000000.0,1570000000.0,,,,112000000.0,,,,1416000000.0,918000000.0,,,1300000000.0,,,,,,,2000000.0,,,4310000000.0,,,,150000000.0,,246000000.0,,,766000000.0,,,,667000000.0,,6888000000.0,534000000.0,,,,280000000.0,-258000000.0,11000000.0,,,,,-91000000.0,5828000000.0,-91000000.0,766000000.0,,,-1000000.0,294000000.0,294000000.0,1870000000.0,218000000.0,,122000000.0,58000000.0,249000000.0,,4517000000.0,,,,,,7450000000.0,,,-0.18,,1000000.0,60000000.0,,,,503000000.0,,,-95000000.0,297000000.0,4000000.0,,,,,,-33000000.0,,,-271000000.0,347000000.0,,,,,,,,,14133000000.0,,,,13215000000.0,,,,,,,,23000000.0,,,16000000.0,,278000000.0,4284000000.0,,828000000.0,-54000000.0,,,504000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31,221000000.0,,503000000.0,,198000000.0,3596000000.0,5239000000.0,384000000.0,,41000000.0,631000000.0,,,384000000.0,1000000.0,19000000.0,43000000.0,-297000000.0,-100000000.0,,6856000000.0,-21000000.0,,971000000.0,258000000.0,23000000.0,,583000000.0,288000000.0,,,66000000.0,58000000.0,8467000000.0,0.39,94000000.0,20000000.0,660000000.0,,-6000000.0,1619000000.0,,9007000000.0,,133000000.0,,1012000000.0,-39000000.0,1611000000.0,1026000000.0,,8467000000.0,1336000000.0,0.1,384000000.0,8000000.0,4310000000.0,-392000000.0,507000000.0,,255000000.0,1026000000.0,4310000000.0,502000000.0,,60000000.0,,300000000.0,255000000.0,856000000.0,88000000.0,792000000.0,52000000.0,,5956000000.0,660000000.0,-37000000.0,6856000000.0,544000000.0,856000000.0,1619000000.0,,280000000.0,39000000.0,22000000.0,14424000000.0,143000000.0,,1015000000.0,200000000.0,5956000000.0,200000000.0,,-4335000000.0,,0.0,384000000.0,384000000.0,1894000000.0,221000000.0,4349000000.0,101000000.0,61000000.0,256000000.0,,4672000000.0,7482000000.0,1643000000.0,3000000.0,13398000000.0,1611000000.0,7482000000.0,-171000000.0,4672000000.0,0.39,1351000000.0,41000000.0,64000000.0,,,101000000.0,505000000.0,,,-48000000.0,300000000.0,12000000.0,1472000000.0,1894000000.0,,,,261000000.0,,384000000.0,-377000000.0,435000000.0,,248000000.0,,209000000.0,88000000.0,,,,14424000000.0,,,,13398000000.0,,280000000.0,,,133000000.0,,9007000000.0,23000000.0,-4335000000.0,6000000.0,90000000.0,-1000000.0,294000000.0,4349000000.0,,971000000.0,-39000000.0,-123000000.0,,506000000.0,,-300000000.0,,,-1332000000.0,,-1174000000.0,0.1,,,,,,,,,,,,,,,,,,,
2018-11-30,,,,,185000000.0,,,,,,,,,1189000000.0,1000000.0,,,-423000000.0,-100000000.0,,,-2000000.0,,,263000000.0,,,567000000.0,282000000.0,,,,-44000000.0,9315000000.0,0.36,,20000000.0,,,-114000000.0,1664000000.0,17000000.0,,,118000000.0,,,,2761000000.0,1953000000.0,,,1355000000.0,,,,,,,4000000.0,,,4054000000.0,,,,,,256000000.0,,,811000000.0,,,,684000000.0,,6554000000.0,544000000.0,,,,280000000.0,23000000.0,-44000000.0,,,,,187000000.0,6068000000.0,187000000.0,,,,,1189000000.0,1189000000.0,1909000000.0,222000000.0,,104000000.0,55000000.0,262000000.0,,4717000000.0,,,,,,7483000000.0,,,0.36,,1291000000.0,62000000.0,,,,507000000.0,,,893000000.0,186000000.0,2000000.0,,,,-2000000.0,,242000000.0,,,-379000000.0,335000000.0,,,,,,,,,15384000000.0,,,,13431000000.0,,,,,,,,0.0,,,805000000.0,,384000000.0,4404000000.0,,856000000.0,-28000000.0,,,508000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,153000000.0,,,,,,,,,1288000000.0,1000000.0,,,-203000000.0,-99000000.0,,,6000000.0,,,264000000.0,,,548000000.0,285000000.0,,,,131000000.0,9335000000.0,0.3,,19000000.0,,,-64000000.0,1666000000.0,16000000.0,,,114000000.0,,,,2788000000.0,2044000000.0,,,1316000000.0,,,,,,,21000000.0,,,4055000000.0,,,,,,276000000.0,,,767000000.0,,,,676000000.0,,6547000000.0,549000000.0,,,,280000000.0,-1000000.0,30000000.0,,,,,155000000.0,6128000000.0,155000000.0,,,,,1288000000.0,1288000000.0,1924000000.0,218000000.0,,74000000.0,61000000.0,264000000.0,,4747000000.0,,,,,,7469000000.0,,,0.3,,1291000000.0,68000000.0,,,,510000000.0,,,-78000000.0,172000000.0,21000000.0,,,,,,216000000.0,,,-249000000.0,380000000.0,,,,,,,,,15464000000.0,,,,13420000000.0,,,,,,,,3000000.0,,,99000000.0,,1189000000.0,4482000000.0,,931000000.0,-45000000.0,,,510000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,,,,,224000000.0,,,,,,,,,1427000000.0,0.0,,,-202000000.0,-100000000.0,,,1000000.0,,,264000000.0,,,494000000.0,267000000.0,,,,121000000.0,9232000000.0,0.44,,-69000000.0,,,-30000000.0,1739000000.0,15000000.0,,,93000000.0,,,,2751000000.0,2092000000.0,,,1324000000.0,,,,,,,57000000.0,,,4056000000.0,,,,,,234000000.0,,,794000000.0,,,,37000000.0,,6481000000.0,530000000.0,,,,280000000.0,-36000000.0,,,,,,229000000.0,6232000000.0,227000000.0,,,,,1427000000.0,1427000000.0,1847000000.0,219000000.0,,64000000.0,-61000000.0,263000000.0,,4817000000.0,,,,,,7952000000.0,,,0.44,,1291000000.0,62000000.0,,,,512000000.0,,,-91000000.0,210000000.0,10000000.0,,,,-1000000.0,,168000000.0,-492000000.0,,-311000000.0,432000000.0,,,,,,,,,15467000000.0,,,,13375000000.0,,,,,,,,555000000.0,,,139000000.0,,1288000000.0,4547000000.0,,909000000.0,-79000000.0,,,512000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,216000000.0,,511000000.0,291000000.0,165000000.0,3186000000.0,5347000000.0,1446000000.0,,1291000000.0,1123000000.0,,-10000000.0,1446000000.0,1000000.0,270000000.0,35000000.0,-319000000.0,-99000000.0,,6528000000.0,-5000000.0,,1015000000.0,251000000.0,,,549000000.0,287000000.0,,,738000000.0,76000000.0,9356000000.0,0.32,-239000000.0,36000000.0,37000000.0,,-17000000.0,1750000000.0,15000000.0,9670000000.0,,82000000.0,,1038000000.0,-94000000.0,2828000000.0,2185000000.0,,9356000000.0,1352000000.0,1.42,1446000000.0,,4057000000.0,-398000000.0,384000000.0,75000000.0,287000000.0,2185000000.0,4057000000.0,511000000.0,,736000000.0,291000000.0,195000000.0,287000000.0,886000000.0,558000000.0,815000000.0,727000000.0,,6287000000.0,37000000.0,-4000000.0,6528000000.0,537000000.0,886000000.0,1750000000.0,,280000000.0,12000000.0,,15646000000.0,120000000.0,,1041000000.0,167000000.0,6287000000.0,167000000.0,,-4787000000.0,,,1446000000.0,1446000000.0,1877000000.0,216000000.0,4605000000.0,86000000.0,65000000.0,250000000.0,,4883000000.0,7979000000.0,2161000000.0,3000000.0,13461000000.0,2828000000.0,7979000000.0,-4000000.0,4883000000.0,0.32,1568000000.0,1291000000.0,66000000.0,,,86000000.0,515000000.0,,-492000000.0,-97000000.0,195000000.0,2000000.0,2157000000.0,1877000000.0,75000000.0,0.0,,232000000.0,0.0,1446000000.0,-359000000.0,435000000.0,,258000000.0,,858000000.0,,,15000000.0,,15646000000.0,,,,13461000000.0,,280000000.0,,,82000000.0,,9670000000.0,0.0,-4787000000.0,6000000.0,19000000.0,,1427000000.0,4605000000.0,,1015000000.0,-94000000.0,1062000000.0,,515000000.0,,627000000.0,,,-1298000000.0,,-1133000000.0,1.42,,,,,,,,,,,,,,,,,,,
2019-11-30,,,,,160000000.0,,,,,,,,,132000000.0,0.0,,,-310000000.0,-118000000.0,,,2000000.0,,,304000000.0,-1000000.0,,585000000.0,285000000.0,,,,30000000.0,9372000000.0,0.31,,12000000.0,,,-139000000.0,1713000000.0,15000000.0,,,72000000.0,,,,1617000000.0,899000000.0,,,1383000000.0,,,,,,,64000000.0,,,4058000000.0,,,,,,283000000.0,,,795000000.0,,,,38000000.0,,7755000000.0,588000000.0,,,,280000000.0,-3000000.0,,,,,,162000000.0,6287000000.0,162000000.0,,,,-30000000.0,132000000.0,132000000.0,1924000000.0,214000000.0,,91000000.0,48000000.0,303000000.0,,6195000000.0,,,,,,7972000000.0,,,0.31,,121000000.0,71000000.0,,,,518000000.0,,,-1343000000.0,205000000.0,3000000.0,,,,-3000000.0,,210000000.0,,,-309000000.0,339000000.0,,,,,,,,,15659000000.0,,,-25000000.0,14760000000.0,,,,,,,,,,,-1314000000.0,,1446000000.0,4637000000.0,,914000000.0,-89000000.0,,,518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
