,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
765072000,,,,1504800000.0,1700000.0,136800000.0,,,,,294300000.0,15400000.0,,298200000.0,,925200000.0,,,69414000.0,,,,529900000.0,,,,,,22300000.0,,22300000.0,,,,65000000.0,,,,,21400000.0,35000000.0,,,-5100000.0,98800000.0,,216900000.0,35000000.0,,,-5800000.0,,86100000.0,,,,,,,,205800000.0,,75800000.0,,10300000.0,,0.0,-15800000.0,,21100000.0,,1031700000.0,-100000.0,213000000.0,,,0.0725,,,,,,42500000.0,,,,,,-4600000.0,,,,49000000.0,,,,,,,,,,,,,,,71900000.0,280600000.0,,,,,136700000.0,0.0,,,,,,69414000.0,,,,,473100000.0,-300000.0,,,,,,,,,-635700000.0,636400000.0,,1200000.0,,12800000.0,,,,,,,71700000.0,,,,,,,0.0775,,9200000.0,,,,-41000000.0,,,,0.0,,,888600000.0,,,,,58100000.0,,35100000.0,-15600000.0,,,,579600000.0,,501800000.0,,,434900000.0,1272100000.0,50600000.0,,,,,,,,,,
772934400,,,,1508300000.0,6300000.0,136300000.0,,,,,293400000.0,18300000.0,,291000000.0,,922900000.0,,,68360000.0,,,,524500000.0,,,,,,22000000.0,,22000000.0,,,,67700000.0,,,,,21100000.0,41400000.0,,,-3800000.0,94800000.0,,218100000.0,41400000.0,,,-5800000.0,,89000000.0,,,,,,,,190500000.0,,74500000.0,,10800000.0,,0.0,-17700000.0,,21800000.0,,1002200000.0,0.0,197600000.0,,,0.0725,,,,,,27300000.0,,,,,,3700000.0,,,,41000000.0,,,,,,,,,,,,,,,75300000.0,268900000.0,,,,,137800000.0,0.0,,,,,,68360000.0,,,,,506100000.0,100000.0,,,,,,,,,-660100000.0,650800000.0,,12100000.0,,12200000.0,,,,,,,70600000.0,,,,,,,0.0775,,-9200000.0,,2000000.0,,-22200000.0,,,,300000.0,,,904800000.0,,,,,45500000.0,,34200000.0,-18200000.0,,,,585400000.0,,477700000.0,,,428800000.0,1310900000.0,48800000.0,,,,,,,,,,
780883200,,123700000.0,78700000.0,1616800000.0,39600000.0,147100000.0,-23600000.0,,,307800000.0,307800000.0,7600000.0,,283600000.0,,1010400000.0,,,,,,,579200000.0,,562500000.0,-9800000.0,174700000.0,,18400000.0,-73400000.0,18400000.0,916900000.0,,1616800000.0,75300000.0,,86300000.0,-31300000.0,0.0,17500000.0,80900000.0,,,1700000.0,124300000.0,,216900000.0,80900000.0,,,-6200000.0,694500000.0,97700000.0,143800000.0,579200000.0,,,281300000.0,,475100000.0,186200000.0,,74100000.0,,10300000.0,74100000.0,0.0,-26700000.0,7700000.0,22400000.0,,1054300000.0,0.0,241800000.0,,,,147100000.0,261000000.0,241800000.0,,,48400000.0,-300000.0,80900000.0,80900000.0,,,4100000.0,,41700000.0,,35800000.0,74900000.0,40300000.0,,606400000.0,,1301600000.0,,27100000.0,75100000.0,,270800000.0,-607100000.0,,,71300000.0,281300000.0,,,,,134000000.0,0.0,-9500000.0,7600000.0,,,,,,40700000.0,-73600000.0,,562500000.0,-100000.0,,45000000.0,0.515,,186200000.0,74900000.0,216900000.0,,-607100000.0,694500000.0,,-13000000.0,71300000.0,9600000.0,1148000000.0,35800000.0,1679800000.0,,1010400000.0,,58700000.0,,531800000.0,70200000.0,,,,,0.0,24700000.0,,17700000.0,,-9300000.0,,357100000.0,-44600000.0,5300000.0,,78700000.0,916900000.0,,,,,75000000.0,,28000000.0,-26600000.0,0.46,,,606400000.0,124300000.0,475100000.0,,1054300000.0,417600000.0,1301600000.0,36300000.0,-13700000.0,,,,,,,,,
788832000,,,,1592500000.0,-51400000.0,148000000.0,,,,,301800000.0,14900000.0,,273400000.0,,997800000.0,,,76154000.0,,,,571500000.0,,,,,,33900000.0,,33900000.0,,,,68400000.0,,,,,33000000.0,29500000.0,,,100000.0,121700000.0,,244100000.0,29500000.0,,,-6200000.0,,91800000.0,,,,,,,,160800000.0,,72100000.0,,10000000.0,,0.0,-24300000.0,,23400000.0,,1008500000.0,0.0,231400000.0,,,0.2,,,,,,-14700000.0,,,,,,-27400000.0,,,,35500000.0,,,,,,,,,,,,,,,71100000.0,261300000.0,,,,,154600000.0,80900000.0,,,,,,76154000.0,,,,,584000000.0,-100000.0,,,,,,,,,-705300000.0,694300000.0,,9600000.0,,18800000.0,,,,,,,86200000.0,,,,,,,0.215,,-60100000.0,,1600000.0,,-36600000.0,,,,2000000.0,,,944600000.0,,,,,9600000.0,,52700000.0,-24300000.0,,,,594700000.0,,437000000.0,,,428000000.0,1399600000.0,62800000.0,,,,,,,,,,
796608000,,,,1689000000.0,4600000.0,149200000.0,,,,,301400000.0,24500000.0,,305900000.0,,1033400000.0,,,76278000.0,,,,574900000.0,,,,,,46400000.0,,46400000.0,,,,76100000.0,,,,,45500000.0,34100000.0,,,3400000.0,124300000.0,,259800000.0,34100000.0,,,-6200000.0,,99600000.0,,,,,,,,163200000.0,,70800000.0,,8900000.0,,0.0,-32500000.0,,23700000.0,,1033800000.0,-100000.0,236800000.0,,,0.275,,,,,,7200000.0,,,,,,-11700000.0,,,,34200000.0,,,,,,,,,,,,,,,71000000.0,271200000.0,,,,,175400000.0,0.0,,,,,,76278000.0,,,,,655200000.0,0.0,,,,,,,,,-749200000.0,725800000.0,,9500000.0,,23900000.0,,,,,,,99500000.0,,,,,,,0.295,,-39800000.0,,600000.0,,-4200000.0,,,,1400000.0,,,984800000.0,,,,,39800000.0,,70300000.0,-32600000.0,,,,655600000.0,,458900000.0,,,481300000.0,1475000000.0,75800000.0,,,,,,,,,,
804470400,,,,1727900000.0,300000.0,146700000.0,,,,,313900000.0,21700000.0,,311500000.0,,1046700000.0,,,75892000.0,,,,591000000.0,,,,,,47000000.0,,47000000.0,,,,78600000.0,,,,,46100000.0,34500000.0,,,-100000.0,130400000.0,,275100000.0,34500000.0,,,-6300000.0,,103200000.0,,,,,,,,137700000.0,,68700000.0,,8600000.0,,0.0,-29400000.0,,24600000.0,,1031600000.0,100000.0,246100000.0,,,0.275,,,,,,28400000.0,,,,,,-14200000.0,,,,32000000.0,,,,,,,,,,,,,,,70700000.0,281200000.0,,,,,183300000.0,0.0,,,,,,75892000.0,,,,,696300000.0,100000.0,,,,,,,,,-770600000.0,731900000.0,,-4500000.0,,24400000.0,,,,,,,104700000.0,,,,,,,0.295,,-11700000.0,,2500000.0,,-28800000.0,,,,,,,1025600000.0,,,,,57800000.0,,71400000.0,-29400000.0,,,,681200000.0,,440600000.0,,,494800000.0,1502500000.0,80100000.0,,,,,,,,,,
812419200,,273000000.0,171900000.0,1654300000.0,56400000.0,160100000.0,-26400000.0,,,306400000.0,306400000.0,73400000.0,,274100000.0,,976400000.0,,,,,,,566900000.0,,685000000.0,74600000.0,277500000.0,,44600000.0,24500000.0,44600000.0,1062500000.0,,1654300000.0,70700000.0,,94200000.0,-197200000.0,0.0,43700000.0,90800000.0,,,27800000.0,100400000.0,,253100000.0,90800000.0,,,-7700000.0,706500000.0,93200000.0,182000000.0,566900000.0,,,260900000.0,,402400000.0,68100000.0,,13900000.0,,8100000.0,13900000.0,0.0,110700000.0,19700000.0,22500000.0,,969300000.0,0.0,256000000.0,-76300000.0,,,160100000.0,371700000.0,256000000.0,,,29900000.0,155300000.0,90800000.0,90800000.0,,,-4700000.0,,35600000.0,,41200000.0,77379310.0,80900000.0,,677900000.0,,1447600000.0,,-24200000.0,168300000.0,-70000000.0,293900000.0,-741100000.0,,,70500000.0,260900000.0,,,,,152200000.0,0.0,31100000.0,73400000.0,,,,,,9900000.0,-131200000.0,,685000000.0,155300000.0,,101100000.0,2.175,,68100000.0,83316832.0,253100000.0,,-741100000.0,706500000.0,,60000000.0,70500000.0,34000000.0,1164800000.0,41200000.0,1830400000.0,,976400000.0,,81500000.0,,665600000.0,50800000.0,,,,,0.0,9300000.0,,-28900000.0,,-127600000.0,,388100000.0,-102300000.0,,,171900000.0,1062500000.0,,,,,74800000.0,,78600000.0,-44900000.0,2.02,,,677900000.0,100400000.0,402400000.0,,969300000.0,426300000.0,1447600000.0,59000000.0,-58000000.0,,,,,,,,,
820368000,,,,1727900000.0,-34800000.0,148400000.0,,,,,335100000.0,48800000.0,,281600000.0,,1026700000.0,,,71208000.0,,,,590400000.0,,,,,,43400000.0,,43400000.0,,,,60900000.0,,,,,42500000.0,56000000.0,,,900000.0,106900000.0,,295000000.0,56000000.0,,,-7500000.0,,84400000.0,,,,,,,,178300000.0,,13800000.0,,9400000.0,,0.0,-18100000.0,,23500000.0,,1071100000.0,100000.0,242000000.0,,,0.265,,,,,,-40900000.0,,,,,,-34700000.0,,,,47900000.0,,,,,,,,,,-92300000.0,,,,,26300000.0,253600000.0,,,,,161400000.0,90800000.0,,,,,,71208000.0,,,,,656800000.0,10500000.0,,,,,,,,,-766700000.0,770900000.0,,-29600000.0,,24000000.0,,,,,,,100500000.0,,,,,,,0.285,,-51900000.0,,100000.0,,-4600000.0,,,,2000000.0,,,1096500000.0,,,,,-12300000.0,,67400000.0,-28600000.0,,,,701200000.0,,480700000.0,,,443000000.0,1537600000.0,77000000.0,,,,,,,,,,
828230400,,,,1819600000.0,-15000000.0,148500000.0,,,,,341500000.0,41800000.0,,321100000.0,,1111800000.0,,,72413793.0,,,,599000000.0,,,,,,42900000.0,,42900000.0,,,,71000000.0,,,,,42000000.0,41000000.0,,,3700000.0,109000000.0,,280000000.0,41000000.0,,,-7300000.0,,95200000.0,,,,,,,,235200000.0,,31300000.0,,11200000.0,,0.0,-96600000.0,,24200000.0,,1130000000.0,-100000.0,245100000.0,,,0.54,,,,,,-9000000.0,,,,,,18100000.0,,,,53100000.0,,,,,,,,,,-5900000.0,,,,,69700000.0,254000000.0,,,,,170200000.0,0.0,,,,,,77777778.0,,,,,666000000.0,-49300000.0,,,,,,,,,-796400000.0,835400000.0,,-6900000.0,,23100000.0,,,,,,,99200000.0,,,,,,,0.58,,-15100000.0,,0.0,,42600000.0,,,,4900000.0,,,1819600000.0,,,,,40100000.0,,66000000.0,-49100000.0,,,,707800000.0,,531000000.0,,,491300000.0,1631800000.0,75000000.0,,,,,,,,,,
836092800,,,,1847500000.0,-6100000.0,150300000.0,,,,,336300000.0,30600000.0,,293000000.0,,1152000000.0,,,72916667.0,,,,595900000.0,,,,,,35700000.0,,35700000.0,,,,72100000.0,,,,,35000000.0,34900000.0,,,1200000.0,109300000.0,,301100000.0,34900000.0,,,-8900000.0,,97600000.0,,,,,,,,251900000.0,,33200000.0,,10600000.0,,0.0,-59700000.0,,25500000.0,,1128300000.0,0.0,256400000.0,,,0.45,,,,,,-3200000.0,,,,,,-22000000.0,,,,45800000.0,,,,,,,,,,-4500000.0,,,,,69100000.0,249900000.0,,,,,164300000.0,0.0,,,,,,77777778.0,,,,,694000000.0,49300000.0,,,,,,,,,-809000000.0,862400000.0,,34900000.0,,19700000.0,,,,,,,92200000.0,,,,,,,0.48,,-50500000.0,,0.0,,-1000000.0,,,,1900000.0,,,1111400000.0,,,,,54000000.0,,55400000.0,-57200000.0,,,,695500000.0,,532400000.0,,,457300000.0,1671400000.0,66700000.0,,,,,,,,,,
844041600,,292300000.0,194100000.0,1857600000.0,23300000.0,148000000.0,-30500000.0,,,321500000.0,321500000.0,27000000.0,,317200000.0,,1147800000.0,,,,,,,557800000.0,,745000000.0,-36700000.0,259900000.0,,72100000.0,-196900000.0,72100000.0,1176700000.0,,1857600000.0,82400000.0,,97000000.0,12800000.0,0.0,71300000.0,58100000.0,,,74600000.0,88300000.0,,260400000.0,58100000.0,,,-6800000.0,903000000.0,106200000.0,152000000.0,557800000.0,,,250700000.0,,527700000.0,250000000.0,,42700000.0,,10500000.0,42700000.0,0.0,-22500000.0,28600000.0,23800000.0,,1085500000.0,0.0,202100000.0,-123500000.0,,,148000000.0,356900000.0,202100000.0,,,-4000000.0,-48200000.0,58100000.0,58100000.0,,,-400000.0,,41700000.0,,27500000.0,73237000.0,90800000.0,,709800000.0,,1712100000.0,,3800000.0,190800000.0,-20800000.0,286500000.0,-809100000.0,,,68800000.0,250700000.0,,,,,147500000.0,0.0,80300000.0,27000000.0,,,,,,-32600000.0,-209100000.0,,745000000.0,-58700000.0,,98200000.0,2.6,,250000000.0,79345000.0,260400000.0,,-809100000.0,903000000.0,,-35100000.0,68800000.0,31400000.0,1212900000.0,27500000.0,1856300000.0,,1147800000.0,,65100000.0,,643400000.0,-57100000.0,,,,,0.0,75200000.0,,3700000.0,,-24200000.0,,383500000.0,-42300000.0,19800000.0,,194100000.0,1176700000.0,,,,,70200000.0,,103500000.0,-74200000.0,2.42,,,709800000.0,88300000.0,527700000.0,,1085500000.0,464700000.0,1712100000.0,41300000.0,-39000000.0,,,,,,,,,
851990400,,,,1836200000.0,-15800000.0,151200000.0,,,,,219800000.0,21400000.0,,252700000.0,,1197800000.0,,,71470588.0,,,,462700000.0,,,,,,25100000.0,,25100000.0,,,,53700000.0,,,,,24300000.0,42300000.0,,,3800000.0,91700000.0,,274700000.0,42300000.0,,,-8000000.0,,101600000.0,,,,,,,,359100000.0,,41800000.0,,9700000.0,,0.0,-27500000.0,,27000000.0,,1075400000.0,-100000.0,215000000.0,,,0.32,,,,,,-57800000.0,,,,,,-13600000.0,,,,29400000.0,,,,,,,,,,-38200000.0,,,,,68200000.0,232200000.0,,,,,146100000.0,58100000.0,,,,,,75937500.0,,,,,734100000.0,31100000.0,,,,,,,,,-836000000.0,941000000.0,,2000000.0,,12500000.0,,,,,,,71500000.0,,,,,,,0.34,,-53300000.0,,-500000.0,,11200000.0,,,,1400000.0,,,1193800000.0,,,20900000.0,,800000.0,,37600000.0,-58600000.0,,,,638400000.0,,612700000.0,,,398800000.0,1777000000.0,44500000.0,,,,,,,,,,
859766400,,,,1838000000.0,6300000.0,145800000.0,,,,,296400000.0,23300000.0,,279400000.0,,1195300000.0,,,71500000.0,,,,533600000.0,,,,,,29400000.0,,29400000.0,,,,53100000.0,,,,,28600000.0,48700000.0,,,3700000.0,91400000.0,,250900000.0,48700000.0,,,-7700000.0,,101800000.0,,,,,,,,315400000.0,,40500000.0,,10600000.0,,0.0,-54900000.0,,26200000.0,,1090800000.0,100000.0,222200000.0,,,0.38,,,,,,-2000000.0,,,,,,20500000.0,,,,33700000.0,,,,,,,,,,-9400000.0,,,,,67700000.0,218500000.0,,,,,152600000.0,0.0,,,,,,75263158.0,,,,,721400000.0,4300000.0,,,,,,,,,-812100000.0,932600000.0,,-2100000.0,,14400000.0,,,,,,,77000000.0,,,,,,,0.4,,-16400000.0,,1800000.0,,20100000.0,,,,1300000.0,,,1215500000.0,,,22500000.0,,40900000.0,,43800000.0,-42900000.0,,,,642700000.0,,557200000.0,,,432000000.0,1744700000.0,50800000.0,,,,,,,,,,
867628800,,,,1862700000.0,2800000.0,145900000.0,,,,,291900000.0,10200000.0,,246200000.0,,1217700000.0,,,70000000.0,,,,535200000.0,,,,,,28800000.0,,28800000.0,,,,53500000.0,,,,,28000000.0,51400000.0,,,3800000.0,97400000.0,,256100000.0,51400000.0,,5000000.0,-7800000.0,,101900000.0,,,,,,,,347800000.0,,39800000.0,,11300000.0,,0.0,-46600000.0,,28000000.0,,1109400000.0,0.0,251400000.0,,,0.37,,,,,,21900000.0,,,,,,-9400000.0,,,,32800000.0,,,,,,,,,,-25300000.0,,,,,67000000.0,216200000.0,,,,,152400000.0,0.0,,,,,,75675676.0,,,,,728500000.0,-56200000.0,,,,,,,,,-825200000.0,926500000.0,,2100000.0,,13600000.0,,,,,,,78500000.0,,,,,,,0.4,,-4200000.0,,-2900000.0,,-1500000.0,,,,1500000.0,,,1236500000.0,,,20400000.0,,52300000.0,,42400000.0,-30400000.0,,,,645000000.0,,574200000.0,,,398600000.0,1751700000.0,50500000.0,,,,,,,,,,
875577600,,134900000.0,92800000.0,1823600000.0,-12200000.0,146900000.0,-31300000.0,,,285500000.0,285500000.0,1600000.0,,256200000.0,,1212400000.0,,,,,,,531600000.0,,727800000.0,,186400000.0,,9600000.0,-145300000.0,9600000.0,1238200000.0,,1823600000.0,56300000.0,,109900000.0,-15200000.0,0.0,8800000.0,39200000.0,,,-18000000.0,99200000.0,,246900000.0,39200000.0,,,-7800000.0,922300000.0,103900000.0,144200000.0,531600000.0,,,224000000.0,,541400000.0,315800000.0,,39100000.0,,11600000.0,39100000.0,0.0,-16300000.0,16600000.0,28700000.0,,1073000000.0,100000.0,251000000.0,-85800000.0,,,146900000.0,296300000.0,251000000.0,,,19300000.0,-18600000.0,39200000.0,39200000.0,,,5200000.0,,43200000.0,,36500000.0,70730000.0,58100000.0,,611200000.0,,1759800000.0,,-13200000.0,89500000.0,-12900000.0,216500000.0,-837500000.0,,,65900000.0,224000000.0,,,,,144400000.0,0.0,-6600000.0,1600000.0,,,,,,-18900000.0,-162800000.0,,727800000.0,2200000.0,,42100000.0,1.27,,315800000.0,76736000.0,246900000.0,,-837500000.0,922300000.0,,,65900000.0,1600000.0,1034500000.0,36500000.0,1630000000.0,,1212400000.0,82700000.0,69200000.0,,595500000.0,-18600000.0,,,,,100000.0,11300000.0,,-11600000.0,,-45000000.0,,409100000.0,-62600000.0,12400000.0,,92800000.0,1238200000.0,,,18900000.0,,50200000.0,,11200000.0,-30900000.0,1.19,,,611200000.0,99200000.0,541400000.0,,1073000000.0,400600000.0,1759800000.0,40500000.0,2700000.0,,,,,,,,,
883526400,,,,1924700000.0,-1300000.0,151000000.0,,,,,336200000.0,9700000.0,,270700000.0,,1253000000.0,,,66739130.0,,,,596700000.0,,,,,,31500000.0,,31500000.0,,,,56700000.0,,,,,30700000.0,37900000.0,,,200000.0,109500000.0,,262500000.0,37900000.0,,,-7600000.0,,105200000.0,,,,,,,,363700000.0,,46500000.0,,11400000.0,,0.0,-52300000.0,,29500000.0,,1186600000.0,0.0,274900000.0,,,0.41,,,,,,-28300000.0,,,,,,-15100000.0,,,,51100000.0,,,,,,,,,,-45000000.0,,,,,65300000.0,216500000.0,,,,,164700000.0,39200000.0,,,,,,74878049.0,,,,,715500000.0,-21700000.0,,,,,,,,,-856200000.0,931600000.0,,,,16300000.0,,,,,,,89000000.0,,,,,,,0.46,,-60300000.0,,-200000.0,,49200000.0,,,,1300000.0,,,1262100000.0,,,19000000.0,,2300000.0,,47800000.0,-30600000.0,,,,671700000.0,,589900000.0,,,435400000.0,1787800000.0,59500000.0,,,,,,,,,,
891302400,,,,1955600000.0,1200000.0,145600000.0,,,,,329200000.0,11900000.0,,281700000.0,,1286600000.0,,,65535714.0,,,,595100000.0,,,,,,37500000.0,,37500000.0,,,,58900000.0,,,,,36700000.0,39100000.0,,,900000.0,120300000.0,,237900000.0,39100000.0,,,-7500000.0,,107500000.0,,,,,,,,349300000.0,,48800000.0,,11100000.0,,0.0,-43200000.0,,28100000.0,,1183700000.0,0.0,298900000.0,,,0.5,,,,,,35700000.0,,,,,,23000000.0,,,,56100000.0,,,,,,,,,,-5100000.0,,,,,64000000.0,227400000.0,,,,,175300000.0,0.0,,,,,,73400000.0,,,,,748200000.0,24100000.0,,,,,,,,,-874600000.0,938900000.0,,,,19300000.0,,,,,,,95900000.0,,,,,,,0.56,,9000000.0,,-400000.0,,-31800000.0,,,,2300000.0,,,1292000000.0,,,20500000.0,,75700000.0,,56800000.0,-40000000.0,,,,669000000.0,,588600000.0,,,457000000.0,1813500000.0,67800000.0,,,,,,,,,,
899164800,,,,1758900000.0,31700000.0,144200000.0,,,,,322500000.0,3300000.0,,220400000.0,,1125300000.0,,,66326531.0,,,,547300000.0,,,,,,33300000.0,,33300000.0,,,,62500000.0,,,,,32500000.0,70800000.0,,,11900000.0,80600000.0,,245300000.0,70800000.0,,7100000.0,-8300000.0,,107000000.0,,,,,,,,283200000.0,,22800000.0,,10700000.0,,0.0,64800000.0,,24400000.0,,1035000000.0,0.0,182000000.0,,,0.44,,,,,,15000000.0,,,,,,-12800000.0,,,,28100000.0,,,,,,,,,,-15200000.0,,,,,62400000.0,201200000.0,,,,,155900000.0,0.0,,,,,,73863636.0,,,,,699500000.0,-32400000.0,,,,,,,,,-896600000.0,920500000.0,,,,15800000.0,,,,,,,73300000.0,,,,,,,0.49,,5300000.0,,4600000.0,,-91600000.0,,,,4900000.0,,,1317000000.0,,,20100000.0,,59400000.0,,49100000.0,-44400000.0,,,,633600000.0,,487700000.0,,,376300000.0,1817100000.0,48900000.0,,,,,,,,,,
907113600,,182100000.0,121600000.0,1805200000.0,-31200000.0,139600000.0,-31700000.0,-20200000.0,,316300000.0,316300000.0,3400000.0,,232800000.0,,1186300000.0,,129500000.0,,,,,538300000.0,,705500000.0,,214500000.0,,19400000.0,-109100000.0,19400000.0,671700000.0,,1805200000.0,51600000.0,,115400000.0,-130400000.0,0.0,18600000.0,39600000.0,,,-500000.0,82400000.0,,251100000.0,39600000.0,,0.0,-8300000.0,978000000.0,108100000.0,236400000.0,538300000.0,,,268200000.0,,536300000.0,264700000.0,,24200000.0,,8800000.0,24200000.0,0.0,-78400000.0,24400000.0,33400000.0,,1074600000.0,0.0,184100000.0,-105200000.0,,,139600000.0,329900000.0,184100000.0,,,-12600000.0,1900000.0,39600000.0,39600000.0,,,1700000.0,,42000000.0,,43900000.0,65600000.0,39200000.0,,618900000.0,,1914300000.0,0.0,12000000.0,118400000.0,-39900000.0,229700000.0,-936300000.0,,,61700000.0,268200000.0,,,,,146300000.0,0.0,12500000.0,3400000.0,,,,,,400000.0,-226600000.0,,705500000.0,31900000.0,,60500000.0,1.8,,264700000.0,74600000.0,251100000.0,,-936300000.0,978000000.0,,,61700000.0,9000000.0,1005500000.0,43900000.0,1647800000.0,,1186300000.0,82700000.0,71600000.0,,642300000.0,9800000.0,,,,,0.0,61500000.0,,8000000.0,,-56200000.0,,427800000.0,15500000.0,15900000.0,,121600000.0,671700000.0,,,23100000.0,,99000000.0,,28400000.0,-111600000.0,1.61,,,618900000.0,82400000.0,536300000.0,,1074600000.0,379100000.0,1914300000.0,38200000.0,-3200000.0,,,,,,,,,
