,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualOperatingIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualBasicAverageShares,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualTaxProvision,annualBasicEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualDilutedAverageShares,annualInventory,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyNetPPE,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyTaxProvision,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,trailingChangeInInventory,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,annualGrossProfit,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingOtherNonCashItems,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingOperatingExpense,quarterlyPretaxIncome,quarterlyCapitalExpenditure,annualDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualChangeInInventory,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares
1467244800,,,,3033000000.0,44000000.0,226000000.0,,,,,669000000.0,0.0,,461000000.0,,1954000000.0,,,62288963.0,434000000.0,,,989000000.0,55000000.0,,,,152000000.0,60000000.0,,56000000.0,,,,64000000.0,,,,,56000000.0,222000000.0,,,3000000.0,67000000.0,,330000000.0,222000000.0,,,-19000000.0,,77000000.0,,,,,,,,308000000.0,,142000000.0,,13000000.0,,222000000.0,-29000000.0,,40000000.0,,1650000000.0,-13000000.0,136000000.0,,,0.88,,,,,,79000000.0,,,,,,12000000.0,,,,0.0,,,,,,,,,,-8000000.0,,,-29000000.0,,63000000.0,332000000.0,,-4000000.0,-290000000.0,,160000000.0,178000000.0,,,,,,62900000.0,,,,,1288000000.0,-1000000.0,,,,0.0,,,,,,1297000000.0,,7000000.0,,15000000.0,,,,,,,127000000.0,-4000000.0,,,,,,0.899036,,8000000.0,,-10000000.0,,-36000000.0,,,,4000000.0,,,1523000000.0,,,13000000.0,20000000.0,107000000.0,,74000000.0,-28000000.0,,,,1079000000.0,,661000000.0,,,621000000.0,,83000000.0,,,,,,,,,,
1475193600,,194000000.0,149000000.0,3044000000.0,-22000000.0,282000000.0,-65000000.0,,456000000.0,918000000.0,918000000.0,0.0,63000000.0,450000000.0,,1955000000.0,152000000.0,,62210711.0,456000000.0,25000000.0,,1274000000.0,53000000.0,1274000000.0,22000000.0,250000000.0,152000000.0,54000000.0,-104000000.0,52000000.0,1544000000.0,,3044000000.0,78000000.0,,161000000.0,-184000000.0,200000000.0,51000000.0,200000000.0,,,1000000.0,64000000.0,,342000000.0,200000000.0,,,-18000000.0,1290000000.0,91000000.0,392000000.0,1274000000.0,,,259000000.0,-27000000.0,398000000.0,8000000.0,,140000000.0,,14000000.0,140000000.0,200000000.0,-34000000.0,10000000.0,39000000.0,,1672000000.0,0.0,140000000.0,-45000000.0,53000000.0,0.83,282000000.0,409000000.0,140000000.0,,-325000000.0,65000000.0,-8000000.0,200000000.0,200000000.0,,,-10000000.0,,54000000.0,25000000.0,0.0,62210711.0,77000000.0,,1089000000.0,,3433000000.0,,-35000000.0,148000000.0,-18000000.0,275000000.0,-2143000000.0,-17000000.0,,62000000.0,259000000.0,,29000000.0,-325000000.0,-316000000.0,169000000.0,222000000.0,-7000000.0,0.0,,,,62900000.0,,123000000.0,-112000000.0,63000000.0,1274000000.0,-2000000.0,,34000000.0,2.395086,-301000000.0,8000000.0,62900000.0,342000000.0,,-2143000000.0,1290000000.0,,6000000.0,62000000.0,13000000.0,1833000000.0,0.0,2411000000.0,,1955000000.0,53000000.0,119000000.0,-17000000.0,578000000.0,280000000.0,,,7000000.0,0.835869,-16000000.0,19000000.0,,-22000000.0,,-87000000.0,0.0,328000000.0,51000000.0,2000000.0,,163000000.0,1544000000.0,,,13000000.0,25000000.0,97000000.0,,66000000.0,-32000000.0,2.36,,,1089000000.0,64000000.0,398000000.0,,1672000000.0,619000000.0,3433000000.0,78000000.0,51000000.0,,,,,,,,,
1483142400,,,,2929000000.0,-11000000.0,275000000.0,,,,,913000000.0,0.0,,454000000.0,,1928000000.0,,,62181180.0,405000000.0,,,1255000000.0,52000000.0,,,,147000000.0,58000000.0,,54000000.0,,,,63000000.0,,,,,54000000.0,189000000.0,,,2000000.0,41000000.0,,360000000.0,189000000.0,,,-19000000.0,,75000000.0,,,,,,,,8000000.0,,131000000.0,,13000000.0,,189000000.0,-23000000.0,,38000000.0,,1652000000.0,5000000.0,143000000.0,,,0.85,,,,,,80000000.0,,,,,,-34000000.0,,,,0.0,,,,,,,,,,-16000000.0,,,28000000.0,,62000000.0,369000000.0,,22000000.0,-445000000.0,,157000000.0,200000000.0,,,,,,62800000.0,,,,,1186000000.0,-1000000.0,,,,-4000000.0,,,,,,1236000000.0,,5000000.0,,17000000.0,,,,,,,124000000.0,-4000000.0,,,,,,0.86843,,7000000.0,,-2000000.0,,-27000000.0,,,,3000000.0,,,1576000000.0,,,12000000.0,20000000.0,102000000.0,,73000000.0,-22000000.0,,,,1001000000.0,,397000000.0,,,611000000.0,,82000000.0,,,,,,,,,,
1490918400,,,,3081000000.0,-56000000.0,270000000.0,,,,,664000000.0,0.0,,509000000.0,,1977000000.0,,,62470543.0,520000000.0,,,1008000000.0,54000000.0,,,,151000000.0,80000000.0,,74000000.0,,,,65000000.0,,,,,74000000.0,133000000.0,,,-1000000.0,47000000.0,,395000000.0,133000000.0,,,-19000000.0,,79000000.0,,,,,,,,266000000.0,,134000000.0,,13000000.0,,133000000.0,-24000000.0,,38000000.0,,1683000000.0,0.0,147000000.0,,,1.18,,,,,,-74000000.0,,,,,,-29000000.0,,,,0.0,,,,,,,,,,-14000000.0,,,-106000000.0,,63000000.0,377000000.0,,1000000.0,-389000000.0,,169000000.0,189000000.0,,,,,,62800000.0,,,,,1305000000.0,-1000000.0,,,,-1000000.0,,,,,,1237000000.0,,1000000.0,,-1000000.0,,,,,,,129000000.0,-27000000.0,,,,,,1.184558,,-145000000.0,,-25000000.0,,-8000000.0,,,,18000000.0,,,1638000000.0,,,14000000.0,32000000.0,-51000000.0,,78000000.0,-23000000.0,,,,1104000000.0,,675000000.0,,,678000000.0,,90000000.0,,,,,,,,,,
1498780800,,,,3178000000.0,65000000.0,283000000.0,,,,,665000000.0,0.0,,546000000.0,,2014000000.0,,,62229151.0,517000000.0,,,1022000000.0,55000000.0,,,,153000000.0,53000000.0,,45000000.0,,,,63000000.0,,,,,45000000.0,198000000.0,,,-6000000.0,47000000.0,,398000000.0,198000000.0,,,-19000000.0,,77000000.0,,,,,,,,258000000.0,,137000000.0,,13000000.0,,198000000.0,-42000000.0,,39000000.0,,1701000000.0,-10000000.0,148000000.0,,,0.71,,,,,,91000000.0,,,,,,6000000.0,,,,0.0,,,,,,,,,,-13000000.0,,,14000000.0,,62000000.0,394000000.0,,11000000.0,-338000000.0,,159000000.0,133000000.0,,,,,,62700000.0,,,,,1373000000.0,-1000000.0,,,,1000000.0,,,,,,1267000000.0,,2000000.0,,16000000.0,,,,,,,118000000.0,-1000000.0,,,,,,0.723134,,38000000.0,,1000000.0,,-51000000.0,,,,0.0,,,1655000000.0,,,14000000.0,27000000.0,132000000.0,,66000000.0,-41000000.0,,,,1164000000.0,,679000000.0,,,705000000.0,,82000000.0,,,,,,,,,,
1506729600,,288000000.0,241000000.0,3314000000.0,82000000.0,244000000.0,-77000000.0,,527000000.0,661000000.0,661000000.0,0.0,67000000.0,556000000.0,,2052000000.0,154000000.0,,61884347.0,527000000.0,22000000.0,,971000000.0,56000000.0,1480000000.0,13000000.0,336000000.0,154000000.0,75000000.0,-149000000.0,68000000.0,1683000000.0,,3314000000.0,69000000.0,,155000000.0,-125000000.0,280000000.0,66000000.0,280000000.0,,,1000000.0,57000000.0,,396000000.0,280000000.0,,,-20000000.0,1305000000.0,85000000.0,340000000.0,971000000.0,,,339000000.0,91000000.0,742000000.0,263000000.0,,137000000.0,,14000000.0,137000000.0,280000000.0,-60000000.0,21000000.0,40000000.0,,1713000000.0,-1000000.0,150000000.0,-61000000.0,56000000.0,1.07,244000000.0,496000000.0,150000000.0,,-259000000.0,96000000.0,-2000000.0,280000000.0,280000000.0,,,7000000.0,,53000000.0,-64000000.0,0.0,61884347.0,200000000.0,,1262000000.0,,3602000000.0,,-35000000.0,239000000.0,-18000000.0,260000000.0,-2297000000.0,0.0,,62000000.0,339000000.0,,57000000.0,-259000000.0,-5000000.0,167000000.0,198000000.0,-4000000.0,0.0,,,,62500000.0,,80000000.0,-147000000.0,67000000.0,1480000000.0,1000000.0,,29000000.0,3.894361,-1000000.0,263000000.0,62700000.0,396000000.0,,-2297000000.0,1305000000.0,,5000000.0,62000000.0,-3000000.0,2065000000.0,0.0,2717000000.0,,2052000000.0,56000000.0,125000000.0,-9000000.0,652000000.0,193000000.0,,,-41000000.0,1.098824,-6000000.0,45000000.0,,-9000000.0,,-39000000.0,,316000000.0,-55000000.0,0.0,,266000000.0,1683000000.0,,,16000000.0,22000000.0,157000000.0,,71000000.0,-61000000.0,3.81,,,1262000000.0,57000000.0,742000000.0,,1713000000.0,723000000.0,3602000000.0,82000000.0,-50000000.0,,,,,,,,,
1514678400,,,,3189000000.0,-91000000.0,252000000.0,,,,,631000000.0,0.0,,542000000.0,,1908000000.0,,,61796641.0,551000000.0,,,929000000.0,54000000.0,,,,184000000.0,-112000000.0,,-122000000.0,,,,69000000.0,,,,,-122000000.0,189000000.0,,,8000000.0,20000000.0,,478000000.0,189000000.0,,,-20000000.0,,84000000.0,,,,,,,,293000000.0,,164000000.0,,13000000.0,,189000000.0,-101000000.0,,39000000.0,,1717000000.0,-16000000.0,150000000.0,,,-1.98,,,,,,-7000000.0,,,,,,-41000000.0,,,,0.0,,,,,,,10000000.0,,,-16000000.0,,,-19000000.0,,62000000.0,475000000.0,,10000000.0,-263000000.0,,178000000.0,280000000.0,,,,,,61900000.0,,,,,1348000000.0,5000000.0,,,,0.0,,,,,,1329000000.0,,6000000.0,,205000000.0,,,,,,,144000000.0,191000000.0,,,,,,-1.974217,,-67000000.0,,186000000.0,,-36000000.0,,,,0.0,,,1555000000.0,,,15000000.0,20000000.0,45000000.0,,92000000.0,-52000000.0,,,-64000000.0,1281000000.0,,788000000.0,,,720000000.0,,94000000.0,,,,,,,,,,
1522454400,,,,3117000000.0,-10000000.0,265000000.0,,,,,631000000.0,,,628000000.0,,1730000000.0,,,61785714.0,637000000.0,,,941000000.0,54000000.0,,,,97000000.0,-163000000.0,,-173000000.0,,,,78000000.0,,,,,-173000000.0,179000000.0,,,-256000000.0,19000000.0,,498000000.0,179000000.0,,,-19000000.0,,94000000.0,,,,,,,,304000000.0,,103000000.0,,14000000.0,,179000000.0,-56000000.0,,40000000.0,,1774000000.0,-5000000.0,153000000.0,,,-2.8,,,,,,-21000000.0,,,,,,-20000000.0,,,,,,,,,,,0.0,,,0.0,,,-68000000.0,,62000000.0,505000000.0,,23000000.0,-209000000.0,,190000000.0,189000000.0,,,,,,61800000.0,,,,,1216000000.0,-12000000.0,,,,-251000000.0,,,,,,1274000000.0,,20000000.0,,-7000000.0,,,,,,,-117000000.0,233000000.0,,,,,,-2.8,,-77000000.0,,-29000000.0,,-15000000.0,,,,1000000.0,,,1370000000.0,,,16000000.0,24000000.0,36000000.0,,-171000000.0,-57000000.0,,,0.0,1387000000.0,,833000000.0,,,818000000.0,,96000000.0,,,,,,,,,,
1530316800,,,,3057000000.0,-48000000.0,247000000.0,,,,,630000000.0,26000000.0,,654000000.0,,1715000000.0,,,61558577.0,664000000.0,,,878000000.0,51000000.0,,,,92000000.0,99000000.0,,88000000.0,,,,74000000.0,,,,,88000000.0,131000000.0,,,-2000000.0,1000000.0,,482000000.0,131000000.0,,,-21000000.0,,91000000.0,,,,,,,,348000000.0,,96000000.0,,14000000.0,,131000000.0,-54000000.0,,38000000.0,,1768000000.0,-15000000.0,160000000.0,,,1.4,,,,,,4000000.0,,,,,,-16000000.0,,,,,,,,,,,1000000.0,,,-43000000.0,,,-64000000.0,,62000000.0,491000000.0,,7000000.0,-313000000.0,,200000000.0,179000000.0,,,,,,62300000.0,,,,,1159000000.0,3000000.0,,,,-1000000.0,,,,,,1248000000.0,,4000000.0,,-4000000.0,,,,,,,147000000.0,-22000000.0,,,,,,1.429533,,-54000000.0,,-26000000.0,,-18000000.0,,,,17000000.0,,,1417000000.0,,,17000000.0,25000000.0,62000000.0,,95000000.0,-58000000.0,,,0.0,1342000000.0,,890000000.0,,,854000000.0,,109000000.0,,,,,,,,,,
1538265600,,117000000.0,-113000000.0,3244000000.0,44000000.0,252000000.0,-80000000.0,,637000000.0,719000000.0,719000000.0,26000000.0,97000000.0,637000000.0,,1858000000.0,93000000.0,11000000.0,60366569.0,637000000.0,29000000.0,,1013000000.0,52000000.0,1154000000.0,38000000.0,410000000.0,93000000.0,102000000.0,-246000000.0,94000000.0,1417000000.0,,3244000000.0,84000000.0,,149000000.0,-141000000.0,175000000.0,93000000.0,175000000.0,,,1000000.0,61000000.0,,511000000.0,175000000.0,,,-20000000.0,1296000000.0,102000000.0,298000000.0,1013000000.0,,,446000000.0,122000000.0,952000000.0,284000000.0,,98000000.0,,13000000.0,98000000.0,175000000.0,-35000000.0,22000000.0,32000000.0,,1965000000.0,0.0,185000000.0,-142000000.0,52000000.0,1.51,252000000.0,320000000.0,185000000.0,,-317000000.0,93000000.0,-3000000.0,175000000.0,175000000.0,,,-28000000.0,,54000000.0,-127000000.0,,60366569.0,280000000.0,,1386000000.0,,3520000000.0,0.0,91000000.0,-114000000.0,-83000000.0,305000000.0,-2224000000.0,24000000.0,,61000000.0,446000000.0,,82000000.0,-317000000.0,-259000000.0,213000000.0,131000000.0,-249000000.0,26000000.0,,,,61700000.0,,-105000000.0,-229000000.0,97000000.0,1154000000.0,1000000.0,,193000000.0,-1.871897,-7000000.0,284000000.0,61700000.0,511000000.0,,-2224000000.0,1296000000.0,,8000000.0,61000000.0,-1000000.0,2461000000.0,,3242000000.0,,1858000000.0,66000000.0,146000000.0,,781000000.0,69000000.0,,,,1.557153,-21000000.0,80000000.0,,-40000000.0,,-72000000.0,-64000000.0,371000000.0,-118000000.0,4000000.0,,-74000000.0,1417000000.0,,,18000000.0,29000000.0,155000000.0,,101000000.0,-62000000.0,-1.871897,,0.0,1386000000.0,61000000.0,952000000.0,,1965000000.0,850000000.0,3520000000.0,111000000.0,-105000000.0,,,,,,,,,
1546214400,,,,3255000000.0,-33000000.0,211000000.0,,,,,671000000.0,,,655000000.0,,1874000000.0,,,59509656.0,588000000.0,,,924000000.0,49000000.0,,,,90000000.0,77000000.0,,69000000.0,,,,73000000.0,,,,,69000000.0,142000000.0,,,6000000.0,42000000.0,,589000000.0,142000000.0,,,-20000000.0,,89000000.0,,,,,,,,520000000.0,,94000000.0,,15000000.0,,142000000.0,-54000000.0,,35000000.0,,1979000000.0,-11000000.0,192000000.0,,,1.14,,,,,,-93000000.0,,,,,,-83000000.0,,,,,,,,,,,0.0,,,-87000000.0,,,47000000.0,,60000000.0,521000000.0,,-75000000.0,-320000000.0,,166000000.0,175000000.0,,,,,,60100000.0,,,,,1143000000.0,,,,,-74000000.0,,,,,,1298000000.0,,5000000.0,,-7000000.0,,,,,,,120000000.0,,,,,,,1.159476,,-140000000.0,,-23000000.0,,74000000.0,,,,,,,1410000000.0,,,16000000.0,14000000.0,-39000000.0,,70000000.0,-54000000.0,,,0.0,1381000000.0,,1055000000.0,,,821000000.0,,77000000.0,,,,,,,,,,
1553990400,,,,3272000000.0,34000000.0,193000000.0,,,,,672000000.0,21000000.0,,666000000.0,,1749000000.0,,,59300000.0,555000000.0,,,907000000.0,38000000.0,,,,91000000.0,29000000.0,,23000000.0,,,,70000000.0,,,,,23000000.0,176000000.0,,,-32000000.0,42000000.0,,554000000.0,176000000.0,,,-20000000.0,,85000000.0,,,,,,,,581000000.0,,93000000.0,,14000000.0,,176000000.0,-44000000.0,,38000000.0,,2040000000.0,-6000000.0,72000000.0,,,0.39,,,,,,47000000.0,,,,,,32000000.0,,,,,,,,,,,0.0,,,-50000000.0,,,-8000000.0,,59000000.0,529000000.0,,-2000000.0,-315000000.0,,178000000.0,142000000.0,,,,,,59300000.0,,,,,1104000000.0,,,,,-1000000.0,,,,,,1297000000.0,,1000000.0,,20000000.0,,,,,,,101000000.0,,,,,,,0.39,,-4000000.0,,-6000000.0,,-16000000.0,,,,,,,1367000000.0,,,15000000.0,2000000.0,90000000.0,,49000000.0,-43000000.0,,,0.0,1523000000.0,,1133000000.0,,,844000000.0,,93000000.0,,,,,,,,,,
1561852800,-80000000.0,,,3119000000.0,-29000000.0,191000000.0,,,,,1017000000.0,,,675000000.0,-68000000.0,1784000000.0,,,58181818.0,611000000.0,,-45000000.0,1248000000.0,39000000.0,,,,92000000.0,40000000.0,,32000000.0,,0.0,,65000000.0,6000000.0,,,,32000000.0,147000000.0,321000000.0,3360000000.0,-8000000.0,40000000.0,17000000.0,518000000.0,147000000.0,,,-20000000.0,,81000000.0,,,-42000000.0,379000000.0,,,,89000000.0,-218000000.0,100000000.0,,14000000.0,,147000000.0,65000000.0,,37000000.0,166000000.0,1893000000.0,-6000000.0,71000000.0,,,0.547945,,,,-4000000.0,,57000000.0,,,,289000000.0,131000000.0,37000000.0,30000000.0,,,,,,-217000000.0,,16000000.0,,0.0,,,-32000000.0,,,-33000000.0,-100000000.0,58000000.0,553000000.0,-227000000.0,12000000.0,-311000000.0,,170000000.0,176000000.0,,,-48000000.0,734000000.0,-60000000.0,58400000.0,217000000.0,,,,1092000000.0,-4000000.0,56000000.0,,,-18000000.0,,,,2626000000.0,,1336000000.0,65000000.0,3000000.0,,30000000.0,,,,-42000000.0,,,120000000.0,,,,42000000.0,142000000.0,,0.55,,19000000.0,17000000.0,9000000.0,-3000000.0,-204000000.0,,,,1000000.0,,,1351000000.0,248000000.0,290000000.0,16000000.0,3000000.0,115000000.0,355000000.0,69000000.0,-58000000.0,,218000000.0,-3000000.0,1335000000.0,,645000000.0,104000000.0,,845000000.0,,89000000.0,,,,,,,,,,
1569801600,,255000000.0,157000000.0,3004000000.0,22000000.0,206000000.0,-80000000.0,,530000000.0,1024000000.0,1024000000.0,,96000000.0,656000000.0,,1794000000.0,90000000.0,0.0,57080589.0,530000000.0,22000000.0,,1271000000.0,39000000.0,998000000.0,8000000.0,335000000.0,90000000.0,40000000.0,-94000000.0,33000000.0,1337000000.0,,3004000000.0,82000000.0,,148000000.0,-236000000.0,169000000.0,31000000.0,169000000.0,,,4000000.0,53000000.0,,466000000.0,169000000.0,,,-20000000.0,1348000000.0,95000000.0,363000000.0,1271000000.0,,,390000000.0,-75000000.0,599000000.0,40000000.0,,96000000.0,,16000000.0,96000000.0,169000000.0,-61000000.0,4000000.0,38000000.0,,1870000000.0,0.0,58000000.0,-198000000.0,39000000.0,0.55,206000000.0,462000000.0,58000000.0,,-391000000.0,128000000.0,-2000000.0,169000000.0,169000000.0,,,41000000.0,,59000000.0,73000000.0,,57080589.0,175000000.0,,1210000000.0,,3546000000.0,0.0,-27000000.0,155000000.0,-29000000.0,290000000.0,-2198000000.0,67000000.0,,57000000.0,390000000.0,,-10000000.0,-391000000.0,-104000000.0,171000000.0,147000000.0,-30000000.0,,,,,57600000.0,,-6000000.0,-224000000.0,96000000.0,998000000.0,3000000.0,,70000000.0,2.750497,-11000000.0,40000000.0,58800000.0,466000000.0,,-2198000000.0,1348000000.0,,-1000000.0,57000000.0,27000000.0,2652000000.0,,3337000000.0,,1794000000.0,60000000.0,121000000.0,,685000000.0,139000000.0,,,,0.57813,-23000000.0,125000000.0,,-7000000.0,,-90000000.0,-3000000.0,350000000.0,0.0,2000000.0,,186000000.0,1337000000.0,,,13000000.0,22000000.0,197000000.0,,67000000.0,-69000000.0,2.63,,0.0,1210000000.0,53000000.0,599000000.0,,1870000000.0,827000000.0,3546000000.0,76000000.0,27000000.0,,,,,,,,,
