,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualBasicEPS,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,annualLongTermDebt,trailingPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,annualDepreciationAndAmortization,trailingPretaxIncome,trailingCashDividendsPaid,annualInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,trailingNetIncome,quarterlyInventory,annualGoodwill,quarterlyNetPPE,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCapitalStock,annualOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,annualOtherIntangibleAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,quarterlyBasicAverageShares,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualTotalRevenue,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualDilutedEPS,annualNetOtherInvestingChanges,trailingTotalRevenue,annualDilutedAverageShares,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyInterestExpense,trailingOperatingIncome,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingInvestingCashFlow,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyGrossProfit,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCapitalExpenditure,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,trailingInterestExpense,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualInterestExpense,quarterlyEbitda,annualNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,trailingTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualCostOfRevenue,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1483142400,0.0,712000000.0,-42000000.0,51000000.0,,,-109000000.0,-6000000.0,0.41,122000000.0,112000000.0,3511000000.0,3722000000.0,,171000000.0,,81000000.0,-327000000.0,11000000.0,664000000.0,,,213000000.0,-33000000.0,82000000.0,,213000000.0,464000000.0,6824000000.0,1217000000.0,-933000000.0,712000000.0,558000000.0,,3722000000.0,66000000.0,,,,942000000.0,744000000.0,,148000000.0,280000000.0,355000000.0,558000000.0,,355000000.0,206000000.0,157000000.0,6824000000.0,399000000.0,,,507000000.0,,,-104000000.0,1196000000.0,942000000.0,2397000000.0,13000000.0,-51000000.0,0.41,52000000.0,,288000000.0,66000000.0,305000000.0,305000000.0,-163000000.0,,,10996000000.0,9442000000.0,61000000.0,,,623000000.0,52000000.0,,-1152000000.0,305000000.0,305000000.0,413000000.0,,12773000000.0,,314000000.0,,-1000000.0,6000000.0,,,-5949000000.0,437000000.0,,399000000.0,,413000000.0,76000000.0,-61000000.0,489000000.0,,,-379000000.0,,,,51000000.0,927000000.0,,6333000000.0,,276000000.0,,305000000.0,-23000000.0,,,717000000.0,,311000000.0,6000000.0,12773000000.0,-85000000.0,305000000.0,,251000000.0,,1554000000.0,-224000000.0,81000000.0,5116000000.0,-22000000.0,15000000.0,218000000.0,511000000.0,117000000.0,6000000.0,,-933000000.0,,365000000.0,0.0,253000000.0,5116000000.0,1434000000.0,126000000.0,9442000000.0,73000000.0,,,125000000.0,3511000000.0,,1217000000.0,289000000.0,464000000.0,23000000.0,6333000000.0,1554000000.0,,38000000.0,,10996000000.0,169000000.0,249000000.0,623000000.0,-5949000000.0,54000000.0,249000000.0,,963000000.0,-265000000.0,0.0,,-111000000.0,-1152000000.0,288000000.0,,,,,,,,,,,,,,,,,
1490918400,,,-48000000.0,212000000.0,0.0,,-64000000.0,,,281000000.0,-88000000.0,,,,32000000.0,288000000.0,0.0,,,,,,,-6000000.0,-17000000.0,,198000000.0,,6811000000.0,,,704000000.0,,,3674000000.0,75000000.0,,0.0,,,,0.0,199000000.0,250000000.0,,657000000.0,,347000000.0,160000000.0,305000000.0,,,,,,,288000000.0,,,942000000.0,,217000000.0,,,,,,,,,,,,11049000000.0,9357000000.0,0.0,,,630000000.0,58000000.0,,,504000000.0,504000000.0,,,,,,0.0,,,,,,328000000.0,,425000000.0,,457000000.0,-23000000.0,95000000.0,,,,,,,,,,,6370000000.0,,,,,,,,578000000.0,,62000000.0,9000000.0,12880000000.0,5000000.0,504000000.0,,,,,14000000.0,,,-22000000.0,,,233000000.0,,,,-933000000.0,,,,15000000.0,5130000000.0,,266000000.0,,,,,125000000.0,3537000000.0,,1240000000.0,-18000000.0,464000000.0,8000000.0,,1692000000.0,,,,,,285000000.0,,-6069000000.0,,,,,,,0.0,,-1142000000.0,,,,,,,,,,,,,,,,,,
1498780800,,,57000000.0,192000000.0,0.0,,-103000000.0,,,63000000.0,-442000000.0,,,,4000000.0,288000000.0,-8000000.0,,,,,,,-21000000.0,-19000000.0,,247000000.0,,6704000000.0,,,674000000.0,,,2860000000.0,70000000.0,,0.0,,,,-0.06,-454000000.0,180000000.0,,671000000.0,,343000000.0,173000000.0,504000000.0,,,,,,,288000000.0,,,942000000.0,,-40000000.0,,,,,,,,,,,,10419000000.0,9173000000.0,-18000000.0,,,943000000.0,55000000.0,,,50000000.0,50000000.0,,,,,,0.0,,,,,,323000000.0,,394000000.0,,421000000.0,-25000000.0,-109000000.0,,,,,,,,,,,5819000000.0,,,,,,,,503000000.0,,44000000.0,12000000.0,12845000000.0,-74000000.0,50000000.0,,,,,24000000.0,,,-21000000.0,,,213000000.0,,,,-963000000.0,,,,-15000000.0,4313000000.0,,279000000.0,,,,,127000000.0,3476000000.0,,1506000000.0,-578000000.0,464000000.0,29000000.0,,1246000000.0,,,,,,220000000.0,,-6141000000.0,,,,,,,-0.06,,-1124000000.0,,,,,,,,,,,,,,,,,,
1506729600,,,-38000000.0,234000000.0,0.0,,-144000000.0,,,201000000.0,-18000000.0,,,,-38000000.0,288000000.0,-17000000.0,,,,,,,-21000000.0,-5000000.0,,233000000.0,,6654000000.0,,,667000000.0,,,2857000000.0,60000000.0,,0.0,,,,-0.09375,37000000.0,294000000.0,,1114000000.0,,367000000.0,176000000.0,50000000.0,,,,,,,288000000.0,,,942000000.0,,57000000.0,,,,,,,,,,,,10361000000.0,8694000000.0,-27000000.0,,,923000000.0,58000000.0,,,87000000.0,87000000.0,,,,,,,0.0,,,,,294000000.0,,403000000.0,,511000000.0,-10000000.0,21000000.0,,,,,,,,,,,5885000000.0,,,,,,,,588000000.0,,20000000.0,6000000.0,12890000000.0,-145000000.0,87000000.0,,,,,43000000.0,,,-22000000.0,,,191000000.0,,,,-1056000000.0,,,,-43000000.0,4324000000.0,,274000000.0,,,,,119000000.0,3393000000.0,,1561000000.0,-5000000.0,463000000.0,-2000000.0,,1667000000.0,,,,,,200000000.0,,-6236000000.0,,,,,,,-0.09375,,-1083000000.0,,,,,,,,,,,,,,,,,,
1514678400,6000000.0,549000000.0,-43000000.0,87000000.0,0.0,,-78000000.0,,-0.66,81000000.0,-155000000.0,3326000000.0,2909000000.0,,-116000000.0,,-135000000.0,87000000.0,-7000000.0,708000000.0,,,219000000.0,2000000.0,105000000.0,,219000000.0,463000000.0,6578000000.0,1608000000.0,-1209000000.0,549000000.0,693000000.0,,2909000000.0,101000000.0,,0.0,,942000000.0,626000000.0,,227000000.0,292000000.0,364000000.0,693000000.0,,364000000.0,199000000.0,87000000.0,6578000000.0,489000000.0,,,158000000.0,,,-831000000.0,863000000.0,942000000.0,2307000000.0,3000000.0,-46000000.0,-0.66,45000000.0,,288000000.0,101000000.0,314000000.0,314000000.0,-703000000.0,,,10304000000.0,8595000000.0,-145000000.0,,,729000000.0,38000000.0,,-1059000000.0,314000000.0,314000000.0,595000000.0,,12973000000.0,,-54000000.0,,,64000000.0,,,-6395000000.0,346000000.0,0.0,489000000.0,,595000000.0,43000000.0,-121000000.0,517000000.0,,,-389000000.0,,,,87000000.0,1133000000.0,,5919000000.0,,-118000000.0,,314000000.0,-228000000.0,,,638000000.0,,32000000.0,64000000.0,12973000000.0,301000000.0,314000000.0,,9000000.0,,1709000000.0,75000000.0,186000000.0,4311000000.0,-21000000.0,-15000000.0,209000000.0,226000000.0,-190000000.0,-72000000.0,0.0,-1209000000.0,,237000000.0,,-11000000.0,4311000000.0,1291000000.0,314000000.0,8595000000.0,-114000000.0,,,146000000.0,3326000000.0,,1608000000.0,-230000000.0,463000000.0,10000000.0,5919000000.0,1709000000.0,,64000000.0,,10304000000.0,-160000000.0,219000000.0,729000000.0,-6395000000.0,305000000.0,219000000.0,,1016000000.0,156000000.0,-56000000.0,,-86000000.0,-1059000000.0,288000000.0,,,,,,,,,,,,,,,,,
1522454400,,,4000000.0,305000000.0,,,-28000000.0,,,425000000.0,-357000000.0,,,,103000000.0,288000000.0,75000000.0,,,,,,,-13000000.0,37000000.0,,224000000.0,,6469000000.0,,,568000000.0,,,3271000000.0,95000000.0,,,,,,0.23,15000000.0,277000000.0,,671000000.0,,358000000.0,161000000.0,314000000.0,,,,,,,288000000.0,,,942000000.0,,397000000.0,,,,,,,,,,,,9963000000.0,8512000000.0,65000000.0,,,123000000.0,57000000.0,,,329000000.0,329000000.0,,,,,,,,,,,,311000000.0,,496000000.0,-1000000.0,496000000.0,28000000.0,123000000.0,,,,,,,,,,,5544000000.0,,,,,,,,588000000.0,,208000000.0,66000000.0,13028000000.0,-53000000.0,329000000.0,,,,,10000000.0,,,-22000000.0,,,358000000.0,,,,-1168000000.0,,,-30000000.0,140000000.0,4638000000.0,,103000000.0,,,,,133000000.0,3371000000.0,,906000000.0,-664000000.0,464000000.0,4000000.0,,1451000000.0,,,,,,,,-6559000000.0,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,
1530316800,,,100000000.0,304000000.0,,,-65000000.0,,,104000000.0,-205000000.0,,,,-67000000.0,288000000.0,-95000000.0,,,,,,,-23000000.0,-6000000.0,,281000000.0,,6359000000.0,,,554000000.0,,,3044000000.0,74000000.0,,,,,,-0.36,-206000000.0,179000000.0,,562000000.0,,349000000.0,182000000.0,329000000.0,,,,,,,288000000.0,,,942000000.0,,39000000.0,,,,,,,,,,,,9593000000.0,8397000000.0,-105000000.0,,,86000000.0,53000000.0,,,123000000.0,123000000.0,,,,,,,,,,,,267000000.0,,520000000.0,-3000000.0,425000000.0,-16000000.0,-69000000.0,,,,,,,,,,,5141000000.0,,,,,,,,446000000.0,,0.0,14000000.0,13089000000.0,-106000000.0,123000000.0,,,,,28000000.0,,,-11000000.0,,,162000000.0,,,,-1265000000.0,,,,-73000000.0,4401000000.0,,267000000.0,,,,,123000000.0,3296000000.0,,740000000.0,-291000000.0,464000000.0,-41000000.0,,1196000000.0,,,,,,,,-6730000000.0,,,,,,,-0.36,,,,,,,,,,,,,,,,,,,,
1538265600,,,-65000000.0,275000000.0,,,-99000000.0,,,159000000.0,-51000000.0,,,,-67000000.0,287000000.0,-76000000.0,,,,,,,-70000000.0,-21000000.0,,264000000.0,,6201000000.0,,,532000000.0,,,3051000000.0,64000000.0,,,,,,-0.3,-28000000.0,308000000.0,,650000000.0,,341000000.0,180000000.0,123000000.0,,,,,,,287000000.0,,,942000000.0,,60000000.0,,,,,,,,,,,,9421000000.0,8138000000.0,-86000000.0,,,116000000.0,46000000.0,,,95000000.0,95000000.0,,,,,,,,,,,,285000000.0,,495000000.0,-10000000.0,477000000.0,-20000000.0,-29000000.0,,,,,,,,,,,5137000000.0,,,,,,,,593000000.0,,28000000.0,8000000.0,13049000000.0,-135000000.0,95000000.0,,,,,43000000.0,,,-31000000.0,,,138000000.0,,,,-1357000000.0,,,0.0,-88000000.0,4345000000.0,,257000000.0,,,,,120000000.0,3165000000.0,,792000000.0,-417000000.0,464000000.0,-35000000.0,,1283000000.0,,,,,,,,-6848000000.0,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,
1546214400,2000000.0,501000000.0,-41000000.0,49000000.0,,,-105000000.0,,-0.86,132000000.0,-38000000.0,2997000000.0,3119000000.0,,-59000000.0,,-102000000.0,-394000000.0,-21000000.0,710000000.0,,,242000000.0,-29000000.0,-16000000.0,,242000000.0,464000000.0,6164000000.0,873000000.0,-1496000000.0,501000000.0,597000000.0,,3119000000.0,90000000.0,,,,942000000.0,820000000.0,,-6000000.0,336000000.0,373000000.0,597000000.0,,373000000.0,187000000.0,95000000.0,6164000000.0,481000000.0,,,233000000.0,,,-1197000000.0,814000000.0,942000000.0,2249000000.0,27000000.0,-135000000.0,-0.86,-73000000.0,,287000000.0,90000000.0,89000000.0,89000000.0,-651000000.0,,,9428000000.0,8116000000.0,-122000000.0,87000000.0,,130000000.0,44000000.0,,,89000000.0,89000000.0,497000000.0,,13202000000.0,,-96000000.0,,,10000000.0,,,-7038000000.0,286000000.0,,481000000.0,-9000000.0,497000000.0,-26000000.0,-69000000.0,515000000.0,,87000000.0,-297000000.0,,,-23000000.0,49000000.0,916000000.0,,5294000000.0,,-90000000.0,,89000000.0,58000000.0,,,622000000.0,,-3000000.0,10000000.0,13202000000.0,-100000000.0,89000000.0,,-225000000.0,,1312000000.0,35000000.0,-97000000.0,4421000000.0,-22000000.0,-34000000.0,200000000.0,156000000.0,-248000000.0,-2000000.0,,-1496000000.0,,523000000.0,0.0,-75000000.0,4421000000.0,1149000000.0,289000000.0,8116000000.0,-44000000.0,,,139000000.0,2997000000.0,,873000000.0,-47000000.0,464000000.0,-1000000.0,5294000000.0,1312000000.0,,-6000000.0,,9428000000.0,-198000000.0,,130000000.0,-7038000000.0,314000000.0,,,1100000000.0,116000000.0,-30000000.0,,-86000000.0,,287000000.0,,,,,,,,,,,,,,,,,
1553990400,,,-35000000.0,283000000.0,,,-37000000.0,,,82000000.0,-9000000.0,,,,-30000000.0,285000000.0,-65000000.0,,,,,,,-7000000.0,17000000.0,,226000000.0,,6110000000.0,,,490000000.0,,,3203000000.0,100000000.0,,,,,,-0.23,20000000.0,366000000.0,,731000000.0,,372000000.0,174000000.0,89000000.0,,,,,,,285000000.0,,,942000000.0,,45000000.0,,,,,,,,,,,,9328000000.0,8067000000.0,-65000000.0,,,85000000.0,43000000.0,,,109000000.0,109000000.0,,,,,,3000000.0,,,,,,282000000.0,,422000000.0,0.0,458000000.0,10000000.0,-80000000.0,,,104000000.0,,,,,,,,5311000000.0,,,,,,,,648000000.0,,36000000.0,8000000.0,13187000000.0,-53000000.0,109000000.0,,,,,-1000000.0,,,-11000000.0,,,204000000.0,,,,-1558000000.0,,,-32000000.0,-13000000.0,4537000000.0,,246000000.0,,,,,104000000.0,2877000000.0,,774000000.0,-34000000.0,464000000.0,12000000.0,,1261000000.0,,,,,,,,-7077000000.0,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,
1561852800,,,-50000000.0,217000000.0,,,-113000000.0,,,258000000.0,19000000.0,,,,26000000.0,284000000.0,10000000.0,,,,,,,-26000000.0,-50000000.0,,268000000.0,,6117000000.0,,,433000000.0,,,2942000000.0,103000000.0,,,,,,0.0,99000000.0,177000000.0,,504000000.0,,361000000.0,173000000.0,109000000.0,,,,,,,284000000.0,,,942000000.0,,145000000.0,,,,,,,,,,,,9199000000.0,7984000000.0,0.0,,,86000000.0,49000000.0,,,208000000.0,208000000.0,,,,,,0.0,,,,,,320000000.0,,433000000.0,-18000000.0,364000000.0,-57000000.0,110000000.0,,,95000000.0,,,,,,,,5245000000.0,,,,,,,,497000000.0,,51000000.0,9000000.0,6117000000.0,-177000000.0,208000000.0,,,,,-7000000.0,,,-22000000.0,,,198000000.0,,,,-1562000000.0,,,-33000000.0,-24000000.0,4547000000.0,,269000000.0,,,,10000000.0,130000000.0,2859000000.0,,698000000.0,-241000000.0,464000000.0,-32000000.0,,1215000000.0,,,,,,,,,,,,,,,0.0,,324000000.0,,,,,,,,,,,,,,,,,,
1569801600,,,-17000000.0,190000000.0,,27000000.0,-100000000.0,,,328000000.0,-119000000.0,,,-115000000.0,77000000.0,282000000.0,61000000.0,,,,-25000000.0,-86000000.0,,57000000.0,10000000.0,-96000000.0,244000000.0,,5979000000.0,,,432000000.0,,800000000.0,2892000000.0,83000000.0,36000000.0,,,,,0.18,118000000.0,257000000.0,,452000000.0,,325000000.0,177000000.0,208000000.0,,,1224000000.0,-313000000.0,,53000000.0,282000000.0,,,942000000.0,,228000000.0,,,,2360000000.0,,,,,,327000000.0,-147000000.0,9261000000.0,7774000000.0,51000000.0,,231000000.0,85000000.0,49000000.0,318000000.0,,326000000.0,326000000.0,,-162000000.0,,-421000000.0,,,,,,-36000000.0,,336000000.0,,434000000.0,-9000000.0,357000000.0,-4000000.0,92000000.0,,,15000000.0,,906000000.0,487000000.0,,,,14000000.0,5255000000.0,-355000000.0,,-77000000.0,,,95000000.0,-143000000.0,593000000.0,185000000.0,77000000.0,19000000.0,13412000000.0,-91000000.0,326000000.0,,,,,,,,-31000000.0,,,313000000.0,,,,-1520000000.0,,,0.0,87000000.0,4520000000.0,,259000000.0,,,-136000000.0,89000000.0,114000000.0,2905000000.0,1136000000.0,735000000.0,-62000000.0,464000000.0,7000000.0,,1487000000.0,445000000.0,,-39000000.0,,,,,-7433000000.0,,,711000000.0,,,,0.18,,325000000.0,,,,,,,,,,,,,,,,,,
