date,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,annualLongTermDebt,annualBasicAverageShares,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,annualDilutedEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyInventory,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualDilutedAverageShares,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyBeginningCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOperatingIncome,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualGrossProfit,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingTaxProvision,annualBasicEPS,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,annualFreeCashFlow,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyDilutedAverageShares,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
2008-03-31,-12330000.0,,,4341000.0,,17565000.0,,16894000.0,16894000.0,,,,,,205960000.0,,,,,,,,,,,3267000.0,343792000.0,113189000.0,29743000.0,,,139086000.0,,,,48394000.0,6636000.0,,,,,,0.0,,,,,,,,,81222000.0,,,,,110965000.0,,,,,,6067000.0,,2139000.0,,0.56,76881000.0,,0.58,,,,,,,,976000.0,82753000.0,,,,,375212000.0,5413000.0,,797880000.0,16894000.0,,,1787000.0,-28847000.0,305458000.0,1346000.0,,12009000.0,,,,,248484000.0,,,,,,,-34111000.0,,13645000.0,,,-2923000.0,,28902630.0,,,,,0.0,41693000.0,,,421033000.0,,,0.0,,,27610000.0,,,,,,-15556000.0,,81222000.0,,66643000.0,,88155000.0,302617000.0,,1254000.0,,,492422000.0,60545000.0,,,,,72595000.0,,,,153708000.0,21469000.0,,,4247000.0,224984000.0,201344000.0,,21512000.0,,-16517000.0,31335000.0,,,,,,-94776000.0,,,,,,,,30039736.0,,,,,,,,,,,,,,
2008-06-30,40743000.0,,,-9559000.0,,18048000.0,,18821000.0,18821000.0,,,,,,248334000.0,,,,,,,,,,,3876000.0,221480000.0,122976000.0,42726000.0,,,141199000.0,,,,48401000.0,7088000.0,,,,,,0.0,,,,,,,,,71663000.0,,,,,114389000.0,,,,,,6672000.0,,2158000.0,,0.62,81222000.0,,0.65,,,,,,,,1086000.0,59029000.0,,,,,394970000.0,5646000.0,,843968000.0,18821000.0,,,1495000.0,21774000.0,320673000.0,2298000.0,,2017000.0,,,,,259959000.0,,,,,,,14416000.0,,13233000.0,,,-874000.0,,29106694.0,,,,,146958000.0,41237000.0,,,447157000.0,,,0.0,,,31066000.0,,,,,,-32876000.0,,71663000.0,,70930000.0,,95324000.0,321433000.0,,1511000.0,,,523295000.0,64289000.0,,,,,73537000.0,,,,165183000.0,23918000.0,,,4891000.0,243805000.0,218300000.0,,24394000.0,,-18969000.0,-16607000.0,,,,,,-94776000.0,,,,,,,,30156563.0,,,,,,,,,,,,,,
2008-09-30,57622000.0,,,20765000.0,,17819000.0,,21380000.0,21380000.0,,,,,,235053000.0,,,,,,,,,,,1241000.0,179553000.0,127948000.0,42726000.0,,,130318000.0,,,,37569000.0,8466000.0,,,,,,0.0,,,,,,,,,92428000.0,,,,,135154000.0,,,,,,7937000.0,,4918000.0,,0.35,71663000.0,,0.37,,,,,,,,889000.0,42524000.0,,,0.0,,354564000.0,6840000.0,,808656000.0,21380000.0,,,3307000.0,39543000.0,313191000.0,197000.0,,0.0,,,,,260003000.0,,,,,,,23166000.0,,12344000.0,,,3372000.0,,58451960.0,,,,,139549000.0,21730000.0,,,452077000.0,,,400000.0,,,35069000.0,,,,,,-17679000.0,,92428000.0,,70431000.0,,97563000.0,290710000.0,,1578000.0,,,495465000.0,62494000.0,,,,,63854000.0,,,,165227000.0,26908000.0,,,5355000.0,265185000.0,225511000.0,,27132000.0,,-18079000.0,-16480000.0,,,,,,-94776000.0,,,,,,,,61847265.0,,,,,,,,,,,,,,
2008-12-31,-4753000.0,,-15000000.0,-34050000.0,,18745000.0,-117447000.0,21025000.0,21218000.0,,,867285000.0,,12196000.0,144000.0,193000.0,456366000.0,,,65186000.0,58245240.0,,27728000.0,107352000.0,314322000.0,,210535000.0,125125000.0,42726000.0,286210000.0,,169344000.0,1.3,,14026000.0,65186000.0,12196000.0,169344000.0,,6058000.0,210535000.0,,0.0,4921000.0,,,139440000.0,29554000.0,96597000.0,0.0,865248000.0,58378000.0,3178000.0,,,81282000.0,101104000.0,171748000.0,60221587.0,10624000.0,42726000.0,101104000.0,7052000.0,58378000.0,4921000.0,22337000.0,,92428000.0,130113000.0,,,99504000.0,290995000.0,400000.0,58378000.0,,,1154000.0,40193000.0,,,0.0,,410919000.0,7019000.0,3110000.0,867285000.0,21025000.0,,98280000.0,10624000.0,-19070000.0,367006000.0,219000.0,18745000.0,0.0,-67882000.0,,3110000.0,,290995000.0,,7019000.0,248778000.0,-119247000.0,,2909000.0,-37325000.0,-138000.0,139440000.0,,,3334000.0,,,500279000.0,,,-83816000.0,141727000.0,3178000.0,,,456366000.0,4060000.0,-18503000.0,0.0,107352000.0,144000.0,36399000.0,78120000.0,,,4105000.0,-49026000.0,-51336000.0,,58378000.0,,68502000.0,,94968000.0,314322000.0,367006000.0,-4150000.0,,,500279000.0,61450000.0,376010000.0,,,410919000.0,96597000.0,19967000.0,-33854000.0,,171748000.0,25985000.0,141727000.0,,5474000.0,286210000.0,220093000.0,78313000.0,26466000.0,,-14317000.0,24089000.0,,,1.34,40193000.0,,-119247000.0,276506000.0,-49540000.0,13400000.0,,489238000.0,76881000.0,78120000.0,,,,,,,,,,,,,,,
2009-03-31,24670000.0,,,12438000.0,,19515000.0,,20944000.0,20944000.0,,,,,,94361000.0,,,,,,,,,,,,222564000.0,124168000.0,26182000.0,,,166723000.0,,,,60972000.0,12129000.0,,,,,,0.0,,,,,,,,,70816000.0,,,,,96998000.0,,,,,,7490000.0,,4924000.0,,0.35,58378000.0,,0.36,,,,,,-15471000.0,,1224000.0,38239000.0,,,,,376145000.0,7394000.0,,850536000.0,20944000.0,,,10047000.0,16550000.0,358299000.0,-76000.0,,16544000.0,,,4637000.0,,,,,,,-33000.0,,-3314000.0,,144715000.0,,,-2181000.0,,58537795.0,,,,,122757000.0,-1662000.0,1594000.0,,474391000.0,,,0.0,,,34893000.0,,,6944000.0,,,-8976000.0,,70816000.0,,68748000.0,,95663000.0,283138000.0,,1558000.0,,,492237000.0,61258000.0,,,-20116000.0,,93007000.0,,,-17400000.0,165970000.0,26179000.0,,,5235000.0,307154000.0,219831000.0,,26915000.0,,-8120000.0,-2468000.0,,,,,,,,,,,,,,59771335.0,,,,,,,,,,,,,,
2009-06-30,103393000.0,,,-17435000.0,,3398000.0,,18530000.0,18530000.0,,,,,,113209000.0,,,,,,,,,,,,208461000.0,125146000.0,93923000.0,,,173394000.0,,,,30736000.0,13018000.0,,,,,,0.0,,,,,,,,,53381000.0,,,,,147304000.0,,,,,,7526000.0,,4929000.0,,0.31,70816000.0,,0.32,,,,,,21799000.0,,960000.0,33371000.0,,,,,389554000.0,2865000.0,,897478000.0,18530000.0,,,9550000.0,95129000.0,375178000.0,75000.0,,0.0,,,9507000.0,,,,,,,,,78087000.0,,8919000.0,,,-2385000.0,,58576384.0,,,,,0.0,11220000.0,1663000.0,,507924000.0,,,0.0,,,27989000.0,,,21864000.0,,,-82503000.0,,53381000.0,,74477000.0,,94855000.0,324827000.0,,1627000.0,,,522300000.0,58010000.0,,,-40759000.0,,64727000.0,,,-6686000.0,175046000.0,19503000.0,,,973000.0,325684000.0,220001000.0,,20378000.0,,-8264000.0,-40222000.0,,,,,,,,,,,,,,59674939.0,,,,,,,,,,,,,,
2009-09-30,70310000.0,,,14799000.0,,21549000.0,,23951000.0,23951000.0,,,,,,120148000.0,,,,0.0,,,,,,,,191962000.0,127179000.0,104692000.0,,,176144000.0,,,,25700000.0,14283000.0,,,,,,0.0,,,,,,,,,68180000.0,,,,,172872000.0,,,,,,8404000.0,,4933000.0,,0.4,53381000.0,,0.41,,,,,,41651000.0,,739000.0,2570000.0,,,-58534000.0,,381286000.0,8645000.0,,922140000.0,23951000.0,,,9028000.0,60671000.0,386963000.0,-215000.0,,50020000.0,,,15553000.0,,,,,,,,,39199000.0,,180076000.0,,,-2950000.0,,58624028.0,,,,,118398000.0,17996000.0,1677000.0,,540854000.0,,,533000.0,,,38859000.0,,,10953000.0,,,-19466000.0,,68180000.0,,62773000.0,,93182000.0,319519000.0,,1640000.0,,,535177000.0,54369000.0,,,-37495000.0,,61767000.0,,,-1846000.0,182542000.0,29716000.0,,,5765000.0,349635000.0,220361000.0,,30409000.0,,-9639000.0,-37185000.0,,,,,,,,,,,,,,59953574.0,,,,,,,,,,,,,,
2009-12-31,56697000.0,,-24045000.0,76621000.0,,4594000.0,-65692000.0,30874000.0,30874000.0,,,908398000.0,,32038000.0,119666000.0,7204000.0,572246000.0,,,0.0,58636878.0,,32659000.0,,299520000.0,,191924000.0,131290000.0,49227000.0,380509000.0,,173568000.0,1.57,,17544000.0,0.0,32038000.0,173568000.0,,7353000.0,191924000.0,,0.0,4965000.0,,,177321000.0,37833000.0,36632000.0,0.0,887612000.0,144801000.0,12584000.0,,,255070000.0,194028000.0,178989000.0,59900504.0,9960000.0,49227000.0,194028000.0,9239000.0,144801000.0,4965000.0,-105058000.0,,68180000.0,140863000.0,,,107452000.0,336658000.0,501000.0,144801000.0,-22175000.0,,607000.0,0.0,,,102042000.0,,336152000.0,3082000.0,1782000.0,908398000.0,30874000.0,,104674000.0,9960000.0,48928000.0,372972000.0,619000.0,4594000.0,-49020000.0,-33792000.0,,1782000.0,,336658000.0,,3082000.0,230910000.0,-157669000.0,,-3399000.0,10071000.0,,177321000.0,,,4117000.0,,,535426000.0,,,25804000.0,0.0,12584000.0,2419000.0,,572246000.0,403000.0,86423000.0,-32000.0,,119666000.0,39122000.0,94299000.0,,-1928000.0,3530000.0,-127280000.0,45253000.0,,144801000.0,,79813000.0,,96129000.0,299520000.0,372972000.0,2379000.0,,,535426000.0,57273000.0,379829000.0,,-28910000.0,336152000.0,36632000.0,10375000.0,124043000.0,0.0,178989000.0,29276000.0,0.0,,-1598000.0,380509000.0,227419000.0,94299000.0,16316000.0,,-7769000.0,-25183000.0,,,1.61,0.0,,-157669000.0,272377000.0,-25932000.0,221278000.0,,507783000.0,58378000.0,94299000.0,,,,,,,,,,,,,,,
2010-03-31,16765000.0,,,24683000.0,,23941000.0,,22199000.0,22199000.0,,,,,,100243000.0,,,,,,,,,,,,183445000.0,131318000.0,30260000.0,,,168739000.0,,,,,12697000.0,,,,,,0.0,,,,,,,,,169484000.0,,,,,199744000.0,,,,,,8722000.0,,5001000.0,,0.37,144801000.0,,0.38,,,,,,4335000.0,,427000.0,,,,-30260000.0,,312120000.0,4161000.0,,897101000.0,22199000.0,,,9162000.0,7216000.0,361066000.0,-84000.0,,49227000.0,,,2565000.0,,,,,,,-11000.0,,-15535000.0,,171924000.0,,,-382000.0,,59122650.0,,,,,92480000.0,-4297000.0,1797000.0,,584981000.0,,,0.0,,,35735000.0,,,-3419000.0,,,9418000.0,,169484000.0,,61016000.0,,87794000.0,275482000.0,,1758000.0,,,536035000.0,52294000.0,,,0.0,,36638000.0,,,0.0,172412000.0,26586000.0,,,4387000.0,402708000.0,219112000.0,,26778000.0,,-9549000.0,5536000.0,,,,,,,,,,,,,,60313774.0,,,,,,,,,,,,,,
2010-06-30,35055000.0,,,69221000.0,,3158000.0,,22873000.0,22873000.0,,,,,,0.0,,,,,,,,,96437000.0,,,157303000.0,130869000.0,0.0,,,,,,,,980000.0,,,,,,0.0,,,5531000.0,,,,,,220762000.0,,,,,220762000.0,,,,,,8281000.0,,5031000.0,,0.38,169484000.0,,0.38,,,,,,14860000.0,,344000.0,,,,0.0,,270668000.0,8384000.0,,888541000.0,22873000.0,,,,27635000.0,374671000.0,2263000.0,,30260000.0,,,,,240638000.0,,,,,-17000.0,,9103000.0,,7218000.0,,,,,59667635.0,,,,,24972000.0,-22713000.0,1484000.0,,617873000.0,,,-4503000.0,,,34364000.0,,,-688000.0,,,21679000.0,,220762000.0,,67204000.0,,92882000.0,265154000.0,,1446000.0,,,513870000.0,58923000.0,,,-160000.0,,5514000.0,,,-1161000.0,136473000.0,25739000.0,,,2866000.0,484135000.0,223751000.0,,25678000.0,,-7420000.0,5451000.0,,,,,,-104165000.0,,,,,,,,60768374.0,,,,,,,,,,,,,,
2010-09-30,3681000.0,,,-7416000.0,,17187000.0,,19899000.0,19899000.0,,,,,,107357000.0,,,,,,,,,,,,174375000.0,139460000.0,0.0,,,176715000.0,,,,,10491000.0,,,,,,0.0,,,,,,,,,231289000.0,,,,,231289000.0,,,,,,8002000.0,,5050000.0,,0.33,220762000.0,,0.33,,,,,,-9155000.0,,267000.0,,,,0.0,,290694000.0,3802000.0,,937857000.0,19899000.0,,,8122000.0,-3256000.0,368363000.0,-2344000.0,,0.0,,,2583000.0,,,,,,,-23000.0,,-33192000.0,,8569000.0,,,,,59940045.0,,,,,97218000.0,3139000.0,2268000.0,,647163000.0,,,4503000.0,,,26170000.0,,,934000.0,,,-9187000.0,,231289000.0,,68010000.0,,85635000.0,263016000.0,,9190000.0,,,569494000.0,60008000.0,,,160000.0,,27678000.0,,,-2250000.0,172883000.0,17901000.0,,,-1998000.0,445480000.0,225095000.0,,17625000.0,,-6937000.0,2690000.0,,,,,,,,,,,,,,60743403.0,,,,,,,,,,,,,,
2010-12-31,31927000.0,,-30260000.0,24417000.0,,15351000.0,14582000.0,22100000.0,22100000.0,,,949538000.0,,13862000.0,100182000.0,7188000.0,669999000.0,,,0.0,59718934.0,,33873000.0,,250326000.0,,164907000.0,139741000.0,0.0,467580000.0,,175860000.0,1.44,,79487000.0,,13862000.0,175860000.0,,7408000.0,164907000.0,,0.0,5063000.0,,,12314000.0,-28544000.0,29213000.0,0.0,900044000.0,255706000.0,396000.0,,,87428000.0,255706000.0,170861000.0,60637103.0,8278000.0,0.0,255706000.0,8868000.0,255706000.0,5063000.0,15296000.0,,231289000.0,127729000.0,,,92095000.0,354019000.0,0.0,255706000.0,8227000.0,,94000.0,,,,0.0,,279539000.0,4353000.0,2634000.0,949538000.0,22100000.0,,92724000.0,8278000.0,24881000.0,369862000.0,165000.0,15351000.0,0.0,-30952000.0,,2634000.0,,354019000.0,,4353000.0,232688000.0,-183158000.0,0.0,2334000.0,-3550000.0,-51000.0,12314000.0,,,2740000.0,,,579676000.0,,,18267000.0,101431000.0,396000.0,1859000.0,,669999000.0,0.0,110905000.0,0.0,,100182000.0,31460000.0,87071000.0,,-25371000.0,1132000.0,-166000.0,-7328000.0,,255706000.0,,70331000.0,,92345000.0,250326000.0,369862000.0,1859000.0,,,579676000.0,61463000.0,358656000.0,,-166000.0,279539000.0,29213000.0,5653000.0,-43174000.0,-282000.0,170861000.0,22498000.0,101431000.0,,398000.0,467580000.0,232086000.0,87071000.0,22014000.0,,-7046000.0,1619000.0,,,1.46,,,-183158000.0,266561000.0,-3693000.0,56476000.0,,541388000.0,144801000.0,87071000.0,,,,,,,,,,,,,,,
2011-03-31,-5283000.0,,,-63893000.0,,15387000.0,,8348000.0,8348000.0,,,,,,136874000.0,,,,,,,,,,,,188097000.0,144470000.0,40000000.0,,,220217000.0,,,,,14168000.0,,,,,,-5002000.0,,,,,,,,,191813000.0,,,,,231813000.0,,,,,,8973000.0,,5070000.0,,0.14,255706000.0,,0.14,,,,,,-13373000.0,,167000.0,,,,-40000000.0,,320566000.0,4472000.0,,1013685000.0,8348000.0,,,7760000.0,-11306000.0,418621000.0,235000.0,,0.0,,,1520000.0,,,,,,,,,-17524000.0,,8607000.0,,,-7005000.0,,60283078.0,,,,,121998000.0,12171000.0,1943000.0,,693119000.0,,,0.0,,,20175000.0,,,2486000.0,,,-67408000.0,,191813000.0,,68856000.0,,84827000.0,291011000.0,,1912000.0,,,595064000.0,59883000.0,,,,,29555000.0,,,-27720000.0,175552000.0,11035000.0,,,2687000.0,475928000.0,229297000.0,,15971000.0,,-6023000.0,1054000.0,,,,,,,,,,,,,,60982948.0,,,,,,,,,,,,,,
2011-06-30,-6376000.0,,,-16249000.0,,5968000.0,,13082000.0,13082000.0,,,,,,122007000.0,,,,,,,,,,,,171014000.0,150866000.0,40000000.0,,,219611000.0,,,,,14704000.0,,,,,,0.0,,,,,,,,,175564000.0,,,,,215564000.0,,,,,,9329000.0,,5079000.0,,0.21,191813000.0,,0.22,,,,,,17322000.0,,188000.0,,,,0.0,,302449000.0,4538000.0,,1014249000.0,13082000.0,,,7230000.0,-13450000.0,418463000.0,50000.0,,0.0,,,1029000.0,,,,,,,,,-35662000.0,,4291000.0,,,4709000.0,,60390788.0,,,,,143323000.0,14053000.0,2194000.0,,711800000.0,,,0.0,,,25129000.0,,,-12185000.0,,,-12581000.0,,175564000.0,,66673000.0,,82179000.0,271007000.0,,2166000.0,,,595786000.0,57344000.0,,,,,31442000.0,,,828000.0,175132000.0,15612000.0,,,2530000.0,489010000.0,233045000.0,,15506000.0,,-7074000.0,1523000.0,,,,,,,,,,,,,,61114996.0,,,,,,,,,,,,,,
2011-09-30,-5969000.0,,,-48777000.0,,33551000.0,,-2663000.0,-2663000.0,,,,,,143684000.0,,,,,,,,,,,,196810000.0,158343000.0,39300000.0,,,282948000.0,,,,,15494000.0,,,,,,-4815000.0,,,,,,,,,126787000.0,,,,,166087000.0,,,,,,9667000.0,,5085000.0,,-0.04,175564000.0,,-0.04,,,,,,-26631000.0,,247000.0,,,,0.0,,348213000.0,4711000.0,,1045655000.0,-2663000.0,,,6706000.0,-17480000.0,478007000.0,189000.0,,381000.0,,,1685000.0,,,,,,,-8000.0,,-10128000.0,,6522000.0,,,-5089000.0,,60471985.0,,,,,133211000.0,-693000.0,2218000.0,,697442000.0,,,0.0,,,6363000.0,,,2221000.0,,,-38715000.0,,126787000.0,,81296000.0,,82429000.0,290570000.0,,2190000.0,,,567648000.0,71629000.0,,,,,57643000.0,,,-27585000.0,172203000.0,-3551000.0,,,-888000.0,486347000.0,240772000.0,,1133000.0,,-11511000.0,833000.0,,,,,,,,,,,,,,61063020.0,,,,,,,,,,,,,,
2011-12-31,37819000.0,,-56000000.0,-7550000.0,,21389000.0,-152382000.0,4113000.0,4113000.0,,,1035467000.0,,20395000.0,145963000.0,22880000.0,681544000.0,,,,60379338.0,,38682000.0,,306908000.0,,201338000.0,158244000.0,54940000.0,481342000.0,,253393000.0,0.37,,438000.0,,20395000.0,253393000.0,,9355000.0,201338000.0,,0.0,5055000.0,,,5340000.0,-8652000.0,47015000.0,-9817000.0,945729000.0,119237000.0,-16446000.0,,,20191000.0,174177000.0,168461000.0,61070686.0,28260000.0,54940000.0,174177000.0,10713000.0,119237000.0,5055000.0,-3848000.0,,126787000.0,69319000.0,,,39260000.0,380178000.0,0.0,119237000.0,-9399000.0,,1040000.0,,,,-16000000.0,,353923000.0,4583000.0,3630000.0,1035467000.0,4113000.0,,28995000.0,28260000.0,27143000.0,475045000.0,131000.0,21389000.0,57000.0,-35284000.0,,3630000.0,,380178000.0,,4583000.0,255864000.0,-211717000.0,-9044000.0,-6121000.0,18688000.0,-9118000.0,5340000.0,,,1264000.0,,,560422000.0,,,-32081000.0,126850000.0,-16446000.0,3000000.0,,681544000.0,605000.0,-136469000.0,0.0,,145963000.0,17652000.0,22880000.0,,-1174000.0,1642000.0,0.0,-33678000.0,,119237000.0,,77721000.0,,84371000.0,306908000.0,475045000.0,4113000.0,,,560422000.0,67008000.0,333806000.0,,0.0,353923000.0,47015000.0,6115000.0,-44626000.0,-15359000.0,168461000.0,5899000.0,126850000.0,,1786000.0,481342000.0,242615000.0,22880000.0,6650000.0,,-10676000.0,-7258000.0,,,0.38,,,-211717000.0,294546000.0,-69836000.0,-15093000.0,,611923000.0,255706000.0,22880000.0,,,,,,,,,,,,,,,
