date,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualTaxProvision,quarterlyTotalRevenue,annualDilutedEPS,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualBasicAverageShares,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,trailingOperatingExpense,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingNetIncomeCommonStockholders,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyResearchAndDevelopment,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualNetPPE,annualGoodwill,annualOperatingCashFlow,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyRepaymentOfDebt,trailingCashDividendsPaid,annualRepaymentOfDebt,quarterlyCurrentDebt,annualLongTermDebt,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyLongTermDebt,trailingSaleOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,quarterlyInterestExpense,trailingPurchaseOfInvestment,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,annualCurrentDebt,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
,,70439000,,313794000.0,-7077000.0,,,,,136289000.0,,134454000.0,-7670000.0,,,,,83230000.0,,,,,142518000,,,,,,,16152000.0,,,,,73444000,-201440000.0,,,,,1612050000.0,-1905000.0,,,,,,,,4099000.0,,984809000.0,1944939000.0,309695000.0,,86034000.0,0.0,,,1300447000.0,,,,,1645888000.0,48245000.0,174295000.0,,-37896000.0,,,,,0.0,,,0.31,,,,231008000.0,,,14266000.0,,0.0,-195329000.0,,422952000.0,6111000.0,,,71137000,,,,-1905000.0,,83217000.0,71137000,,-114017000.0,0.0,,,173406000.0,0.0,45334000.0,,,,,14897000.0,64015000.0,,,92316000.0,,,8064000.0,,,,,,1726067000.0,774000.0,,0.31,81312000.0,,,,231656000.0,,,,,,,,,,205180000.0,1189989000.0,,,71137000,1959682000.0,,,,,659235000.0,,,15701000.0,,,,,3005000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80698000,,369260000.0,-410000.0,,278027000.0,,,7931000.0,-435491000.0,145975000.0,-6293000.0,111790000.0,,-44890000.0,,90577000.0,262827000.0,519443000.0,,60443000.0,160095000,1.17,,,,,235616102.0,876000.0,575141000.0,,1255353000.0,,87624000,-31693000.0,2291000.0,,571621000.0,51934000.0,519443000.0,278404000.0,62210000.0,566039000.0,-43385000.0,11211000.0,,278027000.0,-3150000.0,11211000.0,41530000.0,571621000.0,2023580000.0,358049000.0,,95964000.0,281379000.0,2023580000.0,,1255353000.0,,,2080793000.0,369260000.0,1711533000.0,54968000.0,182115000.0,204149000.0,-43385000.0,,36431000.0,22408000.0,237629915.0,22408000.0,278027000.0,298531000.0,,200617000.0,322632000.0,825440000.0,,,,15750000.0,1711533000.0,-1159000.0,-29310000.0,34101000.0,566039000.0,5375000.0,,,79541000,,,-383099000.0,-2975000.0,15686000.0,85111000.0,79541000,236489000.0,334205000.0,34179000.0,-603133000.0,,204149000.0,-5296000.0,47192000.0,,141881000.0,774000.0,,16423000.0,65277000.0,538710000.0,358049000.0,141881000.0,111790000.0,,14120000.0,47192000.0,182115000.0,367522000.0,898883000.0,23117000.0,1612050000.0,774000.0,291569000.0,,82136000.0,,,-6293000.0,,220912000.0,1.18,,1091064000.0,34179000.0,0.0,,519443000.0,338470000.0,519443000.0,1091064000.0,,,79541000,2080793000.0,,275883000.0,,,825440000.0,-2395000.0,,23117000.0,90577000.0,,7931000.0,,6926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61879000,,462163000.0,32782000.0,,,,,175153000.0,,147009000.0,-1107000.0,,,,,95331000.0,,,,,163969000,,,,,,,33464000.0,,,,,72079000,-55627000.0,,,,,1121506000.0,-598456000.0,,,,,,,,48607000.0,,446473000.0,2069344000.0,413556000.0,,57947000.0,0.0,,,851343000.0,,,,,1724963000.0,66262000.0,656540000.0,,-43385000.0,5407000.0,,,,0.0,,,0.21,,,,224917000.0,,,18868000.0,,0.0,-48110000.0,,429620000.0,7517000.0,,,46948000,,,,-4422000.0,,118134000.0,46948000,,-528432000.0,0.0,,43200000.0,238403000.0,-17000000.0,51946000.0,,,,,10999000.0,85130000.0,,,135632000.0,,,16960000.0,,,,,,1649938000.0,774000.0,,0.21,113712000.0,,,,227691000.0,,,,,,,,,,246068000.0,692541000.0,,,46948000,2187573000.0,,,,,1336230000.0,,,191147000.0,,,,,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68820000,,449272000.0,-5494000.0,,,,,169158000.0,,156392000.0,-3944000.0,,,,,99188000.0,,,,,176192000,,,,,,,462000.0,,,,,80865000,-50000000.0,,,,,1150176000.0,-5824000.0,,,,,,,,43886000.0,,452886000.0,2136366000.0,405386000.0,,80465000.0,0.0,,,870962000.0,,,,,1757592000.0,66797000.0,659316000.0,,-43385000.0,5224000.0,,,,0.0,,,0.31,,,,223291000.0,,,20775000.0,,0.0,-42582000.0,,435823000.0,7418000.0,,,69461000,,,,-5564000.0,,77076000.0,69461000,,28670000.0,0.0,,38662000.0,236228000.0,0.0,55803000.0,,,,,11004000.0,87572000.0,,,132393000.0,,,19800000.0,,,,,,1121506000.0,774000.0,,0.31,71512000.0,,,,226151000.0,,,,,,,,,,262164000.0,715050000.0,,,69461000,2207311000.0,,,,,1336349000.0,,,180809000.0,,,,,12045000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77660000,,437618000.0,-664000.0,,,-7467000.0,,171327000.0,,162098000.0,-1458000.0,,,,,100238000.0,,,,,184012000,,,,,,,-8701000.0,,,,,89600000,-42272000.0,,,,,1204829000.0,-2866000.0,,,,,,,,39135000.0,,394662000.0,2211581000.0,398483000.0,,89229000.0,0.0,,,876679000.0,,,,,1810798000.0,64553000.0,657009000.0,,-43385000.0,39135000.0,,,,0.0,,,0.35,,,,221893000.0,,,19885000.0,,0.0,-34318000.0,,483045000.0,7954000.0,,,76738000,,,,-2652000.0,,91837000.0,76738000,,54653000.0,0.0,,,227156000.0,0.0,56853000.0,,,,,12491000.0,84438000.0,,,130264000.0,,,21914000.0,,,,,,1150176000.0,774000.0,,0.34,89185000.0,,,,224974000.0,,,,,,,,,,327803000.0,722465000.0,,,76738000,2248863000.0,,,,,1372184000.0,,,170471000.0,,,,,11940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,88217000,,514512000.0,-6845000.0,,281064000.0,-3460000.0,,6343000.0,-209757000.0,183077000.0,1233000.0,50859000.0,,-16727000.0,,103832000.0,352000000.0,509664000.0,,48237000.0,206704000,1.25,,,,,223066667.0,18999000.0,730877000.0,,1065129000.0,,102310000,-61858000.0,6828000.0,,332355000.0,24640000.0,509664000.0,400651000.0,80982000.0,409428000.0,-46885000.0,124413000.0,,281064000.0,-19323000.0,124413000.0,19779000.0,332355000.0,2297640000.0,390099000.0,,101660000.0,407870000.0,2297640000.0,,1065129000.0,,,2371467000.0,514512000.0,1856955000.0,73406000.0,664910000.0,273693000.0,-46885000.0,92948000.0,82301000.0,21595000.0,224851200.0,21595000.0,281064000.0,519443000.0,,271018000.0,358278000.0,1306338000.0,,,,21454000.0,1856955000.0,6828000.0,-53279000.0,44224000.0,409428000.0,1751000.0,,,87917000,,31465000.0,-178289000.0,-4089000.0,48278000.0,87958000.0,87917000,-206495000.0,435330000.0,52514000.0,-187720000.0,31465000.0,273693000.0,1103000.0,56947000.0,,201515000.0,774000.0,,13743000.0,94860000.0,648576000.0,390099000.0,201515000.0,50859000.0,,23627000.0,56947000.0,664910000.0,375005000.0,595590000.0,160133000.0,1204829000.0,774000.0,344854000.0,,83869000.0,92948000.0,,1233000.0,,-9779000.0,1.26,,842019000.0,52514000.0,0.0,,509664000.0,329301000.0,509664000.0,842019000.0,,,87917000,2371467000.0,,296576000.0,,,1306338000.0,-15897000.0,,160133000.0,103832000.0,,6343000.0,,14093000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78729000,,508282000.0,51457000.0,,,-5055000.0,,99248000.0,,168700000.0,767000.0,,,,,103578000.0,,,,,191597000,,,,,,,5163000.0,,,,,91222000,-73000000.0,,,,,1318706000.0,-1935000.0,,,,,,,,130604000.0,,252874000.0,2375898000.0,377678000.0,,93349000.0,0.0,,,1037357000.0,,,,,1885158000.0,67226000.0,664602000.0,,-46885000.0,101449000.0,,,,26758000.0,,,0.36,,,,217065000.0,,,22745000.0,,3348000.0,-63184000.0,,469965000.0,6468000.0,,,78258000,,,,-1935000.0,,142316000.0,78258000,,77197000.0,0.0,,29155000.0,278430000.0,0.0,56693000.0,,,,,15091000.0,89971000.0,,,150365000.0,,,22897000.0,,,,,,1241509000.0,774000.0,,0.36,140381000.0,,,,219393000.0,,,,,,,,,,607360000.0,860234000.0,,,78258000,2393440000.0,,,,,1356083000.0,,,149829000.0,,,,,12493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,83595000,,496492000.0,-10129000.0,,,-3268000.0,,81404000.0,,182812000.0,-6330000.0,,,,,103983000.0,,,,,199606000,,,,,,,6264000.0,,,,,94674000,-50000000.0,,,,,1342773000.0,-11633000.0,,,,,,,,135900000.0,,279557000.0,2455071000.0,360592000.0,,96384000.0,-9042000.0,,,940555000.0,,,,,1927499000.0,69593000.0,664602000.0,,-46885000.0,109055000.0,,,,29899000.0,,,0.37,,,,215030000.0,,,23824000.0,,-6723000.0,-47419000.0,,603006000.0,9304000.0,,,79173000,,,,-2591000.0,,83119000.0,79173000,,24067000.0,0.0,,26845000.0,279188000.0,0.0,57098000.0,,,,,17211000.0,99217000.0,,,158129000.0,,,16794000.0,,,,,,1318706000.0,774000.0,,0.36,80528000.0,,,,217951000.0,,,,,,,,,,472970000.0,752527000.0,,,79173000,2423991000.0,,,,,1483436000.0,,,140937000.0,,,,,11079000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,90429000,,511792000.0,22565000.0,,,-4338000.0,,88109000.0,,182512000.0,-20027000.0,,,,,104097000.0,,,,,199720000,,,,,,,-23210000.0,,,,,101620000,-49825000.0,,,,,1401244000.0,-2412000.0,,,,,,,,150803000.0,,281023000.0,2532946000.0,360989000.0,,98180000.0,0.0,,,992436000.0,,,,,1965931000.0,63090000.0,664602000.0,,-46885000.0,126268000.0,,,,32310000.0,,,0.37,,,,213728000.0,,,23193000.0,,12935000.0,-25386000.0,,610297000.0,11504000.0,,,80061000,,,,-2412000.0,,86269000.0,80061000,,58471000.0,0.0,,24535000.0,272880000.0,0.0,57212000.0,,,,,18119000.0,92083000.0,,,155683000.0,,,17208000.0,,,,,,1342773000.0,774000.0,,0.37,83857000.0,,,,216567000.0,,,,,,,,,,523420000.0,804443000.0,,,80061000,2477723000.0,,,,,1485287000.0,,,132044000.0,,,,,11191000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,103747000,,577751000.0,-20250000.0,,323966000.0,-1373000.0,,7087000.0,-239542000.0,174703000.0,-4673000.0,58122000.0,,-8301000.0,,105612000.0,359381000.0,543190000.0,,62189000.0,217567000,1.5,,,,,214361000.0,41849000.0,808490000.0,,1194530000.0,,117878000,-66717000.0,13019000.0,,344895000.0,35046000.0,543190000.0,-193046000.0,91629000.0,535895000.0,-49177000.0,175197000.0,,323966000.0,-14034000.0,175197000.0,43643000.0,344895000.0,2621606000.0,402554000.0,,98242000.0,-192146000.0,2621606000.0,,1194530000.0,,,2593616000.0,577751000.0,2015865000.0,67843000.0,664602000.0,289998000.0,-49177000.0,152972000.0,92609000.0,54674000.0,216668000.0,54674000.0,323966000.0,509664000.0,,267752000.0,425728000.0,1399086000.0,,,,21867000.0,2015865000.0,3459000.0,-55488000.0,30066000.0,535895000.0,7770000.0,,,86474000,,22225000.0,-191477000.0,-1363000.0,48894000.0,122325000.0,86474000,-209026000.0,-126209000.0,40109000.0,-763083000.0,22225000.0,289998000.0,-22121000.0,56435000.0,,251771000.0,774000.0,,11768000.0,70956000.0,715881000.0,402554000.0,251771000.0,58122000.0,,42864000.0,56435000.0,664602000.0,434029000.0,570937000.0,123151000.0,1401244000.0,774000.0,405394000.0,,120962000.0,152972000.0,,-4673000.0,,33526000.0,1.51,,888085000.0,40109000.0,0.0,,543190000.0,386155000.0,543190000.0,888085000.0,,,86474000,2593616000.0,,356500000.0,,,1399086000.0,-19022000.0,,123151000.0,105612000.0,,7087000.0,,14131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,92281000,41926000.0,565784000.0,73823000.0,,,-1890000.0,,,,173757000.0,-1429000.0,,,,,,,,,,195012000,,,,,,,80921000.0,,,,,103986000,-52288000.0,,7803000.0,,,1590819000.0,-1394000.0,,,,,,,,164771000.0,,335795000.0,2702527000.0,401013000.0,,100694000.0,0.0,,,1205151000.0,,,,,2081805000.0,61689000.0,664602000.0,,,93124000.0,,,,27725000.0,,,0.39,,,,210153000.0,,,19787000.0,,2471000.0,-26028000.0,,22088000.0,,,584359000.0,80921000,,,,-1394000.0,,171787000.0,80921000,,146987000.0,0.0,,19915000.0,283094000.0,0.0,38830000.0,,,,,19773000.0,81476000.0,,,170966000.0,,,21255000.0,,,,,,1443832000.0,774000.0,,0.38,170393000.0,,,,212083000.0,,,,,,,,,,670665000.0,1006460000.0,,,80921000,2647589000.0,,,,80707000.0,1442438000.0,,,114258000.0,,,,,11705000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,95712000,32106000.0,641543000.0,20552000.0,,,-4352000.0,,,,188799000.0,7717000.0,,,,,,,,,,223641000,,,,,,,75603000.0,,,,,111388000,-49998000.0,,7271000.0,,,1630180000.0,-58747000.0,,,,,,,,170086000.0,,307291000.0,2777268000.0,471457000.0,,94808000.0,-57540000.0,,,1247792000.0,,,,,2147863000.0,69619000.0,708458000.0,,,109737000.0,,,,39222000.0,,,0.36,,,,209521000.0,,,23468000.0,,2043000.0,-29441000.0,,28155000.0,,,608795000.0,75603000,,,,-1207000.0,,112707000.0,75603000,,39361000.0,0.0,,17605000.0,329985000.0,-9034000.0,41104000.0,,,,,19205000.0,93087000.0,,,187185000.0,,,34842000.0,,,,,,1590819000.0,774000.0,,0.36,111500000.0,,,,211615000.0,,,,,,,,,,714094000.0,1021385000.0,,,75603000,2789406000.0,,,,,1541614000.0,,,137749000.0,,,,,15676000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,105544000,37361000.0,652706000.0,15444000.0,,,-2487000.0,,,,197539000.0,16895000.0,,,,,,,,,,233641000,,,,,,,5221000.0,,,,,122035000,-50000000.0,,7695000.0,,,1736164000.0,-1043000.0,,,,,,,,184751000.0,,348898000.0,2868731000.0,467955000.0,,113302000.0,0.0,,0.0,1182752000.0,,,,,2225361000.0,69569000.0,708458000.0,,,121138000.0,,,,34477000.0,,,0.44,,,,208738000.0,,,22426000.0,,2474000.0,-27360000.0,,27482000.0,,,779045000.0,91463000,,,,-1043000.0,,126132000.0,91463000,,105984000.0,0.0,,15127000.0,322764000.0,-67000.0,39956000.0,,,,,21839000.0,91995000.0,,,191156000.0,,,36102000.0,,,,,,1630180000.0,774000.0,,0.43,125089000.0,,,,211688000.0,,,,,,,,,,608221000.0,957119000.0,,,91463000,2878067000.0,,,,,1695315000.0,,,123448000.0,,,,,16491000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,130581000,41005000.0,749876000.0,6621000.0,963001000.0,357523000.0,-2657000.0,,8860000.0,-202285000.0,231052000.0,12555000.0,127880000.0,,-4283000.0,24851000.0,94765000.0,367029000.0,414085000.0,,88275000.0,272123000,1.68,-11256000.0,,,,209371000.0,7625000.0,924417000.0,,1202210000.0,,146246000,-49999000.0,7502000.0,8139000.0,469913000.0,92978000.0,414085000.0,-523223000.0,89743000.0,26490000.0,-55829000.0,196610000.0,-2405000.0,357523000.0,-11386000.0,196610000.0,116440000.0,469913000.0,2978267000.0,553266000.0,,136994000.0,-521337000.0,2978267000.0,-1247000.0,1202210000.0,,,3069594000.0,749876000.0,2319718000.0,76409000.0,708458000.0,384255000.0,-55829000.0,0.0,133270000.0,34544000.0,212208000.0,0.0,357523000.0,543190000.0,,277286000.0,552824000.0,1867384000.0,,,,24062000.0,2319718000.0,514000.0,-18976000.0,1277000.0,26490000.0,,-58787000.0,963001000.0,109536000,,11636000.0,-101805000.0,-639000.0,59538000.0,146481000.0,109536000,-584407000.0,-421437000.0,0.0,-1002305000.0,11636000.0,384255000.0,-10565000.0,38936000.0,,283668000.0,774000.0,,27458000.0,100471000.0,791147000.0,553266000.0,283668000.0,127880000.0,30907000.0,41071000.0,38936000.0,708458000.0,557107000.0,480968000.0,114192000.0,1736164000.0,774000.0,483656000.0,,145842000.0,0.0,,12555000.0,,-129105000.0,1.71,,883998000.0,0.0,0.0,,414085000.0,445798000.0,414085000.0,883998000.0,,,109536000,3069594000.0,41005000.0,424118000.0,,,1867384000.0,-19666000.0,,114192000.0,94765000.0,,8860000.0,24851000.0,15665000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,115861000,38898000.0,746263000.0,100452000.0,,,-2392000.0,,,,208261000.0,15888000.0,,,,,,,,,,245077000,,,,,,,98041000.0,,,,,130465000,-50000000.0,,8933000.0,,,2051738000.0,-896000.0,,,,,,,,199877000.0,,453935000.0,3074378000.0,546386000.0,,123054000.0,0.0,,,1261984000.0,,,,,2413955000.0,68078000.0,708458000.0,,,140300000.0,,,,0.0,,,0.47,,,,209014000.0,,,24322000.0,,1833000.0,-16107000.0,,24134000.0,,,1009537000.0,98041000,,,,-896000.0,,217805000.0,98041000,,204739000.0,0.0,,9466000.0,380879000.0,0.0,37991000.0,,,,,25013000.0,92400000.0,,,183305000.0,,,36816000.0,,,,,,1846999000.0,774000.0,,0.46,216909000.0,,,,213523000.0,,,,,,,,,,588266000.0,1042201000.0,,,98041000,3160218000.0,,,,,1898234000.0,,,101429000.0,,,,,14604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,122701000,37728000.0,747426000.0,25350000.0,,,-1857000.0,,,,223107000.0,16477000.0,,,,,,,,,,261091000,,,,,,,102861000.0,,,,,137328000,-50000000.0,,9080000.0,,,2140916000.0,-14872000.0,,,,,,,,195844000.0,,525567000.0,3177155000.0,551582000.0,,129246000.0,-13624000.0,,,1179145000.0,,,,,2479518000.0,74599000.0,714803000.0,,,139500000.0,,,,0.0,,,0.49,,,,207914000.0,,,25807000.0,,1127000.0,-46935000.0,,23850000.0,,,1157672000.0,102861000,,,,-1248000.0,,148934000.0,102861000,,89178000.0,0.0,,7857000.0,377028000.0,-588000.0,37616000.0,,,,,26385000.0,100406000.0,,,164106000.0,,,37984000.0,,,,,,2051738000.0,774000.0,,0.48,147686000.0,,,,212166000.0,,,,,,,,,,457677000.0,983244000.0,,,102861000,3226944000.0,,,,,2047799000.0,,,93086000.0,,,,,14627000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,135062000,33430000.0,763721000.0,11937000.0,,,-3558000.0,,,,231174000.0,23220000.0,,,,,,,,,,273194000,,,,,,,7619000.0,,,,,149906000,-50000000.0,,8701000.0,,,2256499000.0,-1774000.0,,,,,,,,205221000.0,,,3291670000.0,558500000.0,,142305000.0,0.0,,-333000.0,1158210000.0,,,,,2573128000.0,69947000.0,714803000.0,,,155137000.0,,,,0.0,,,0.55,,,,207239000.0,,,26165000.0,,1082000.0,-36350000.0,,24313000.0,,,1302266000.0,114515000,,,,-1441000.0,,144576000.0,114515000,,115583000.0,0.0,,5687000.0,362918000.0,0.0,37329000.0,,,,515448000.0,27790000.0,96112000.0,,,165712000.0,,,42020000.0,,,,,,2140916000.0,774000.0,,0.54,143135000.0,,,,211637000.0,,,,,,,,,,438785000.0,438785000.0,,,114515000,3336849000.0,,,,,2178639000.0,,,79972000.0,,,,,14844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,161978000,40394000.0,885971000.0,6263000.0,1325451000.0,452826000.0,-3867000.0,,9927000.0,-200000000.0,271353000.0,15584000.0,110916000.0,,-4910000.0,24851000.0,98150000.0,398293000.0,551777000.0,,111567000.0,318506000,2.13,536000.0,,,,208106000.0,7745000.0,1097868000.0,,1416934000.0,,176669000,-50000000.0,4763000.0,8466000.0,537718000.0,103815000.0,551777000.0,-441920000.0,105748000.0,23913000.0,-61085000.0,222709000.0,789000.0,452826000.0,-11674000.0,222709000.0,144002000.0,537718000.0,3429079000.0,663262000.0,,169788000.0,-440595000.0,3429079000.0,0.0,1416934000.0,,,3605302000.0,885971000.0,2719331000.0,79921000.0,717052000.0,424158000.0,-61085000.0,169370000.0,163973000.0,0.0,212933000.0,0.0,452826000.0,414085000.0,,292545000.0,683666000.0,2188368000.0,,,,29454000.0,2719331000.0,721000.0,7970000.0,31202000.0,23913000.0,,-13957000.0,1325451000.0,137409000,,1721000.0,-91422000.0,-1325000.0,58766000.0,177261000.0,137409000,-459462000.0,-271808000.0,0.0,-1090416000.0,1721000.0,424158000.0,-785000.0,37065000.0,,283192000.0,774000.0,,32379000.0,109375000.0,933895000.0,663262000.0,283192000.0,110916000.0,35180000.0,47153000.0,37065000.0,717052000.0,688576000.0,649821000.0,66765000.0,2256499000.0,774000.0,594368000.0,,175936000.0,0.0,,15584000.0,,137692000.0,2.18,,1089495000.0,0.0,0.0,,551777000.0,564393000.0,551777000.0,1089495000.0,,,137409000,3605302000.0,40394000.0,535602000.0,,,2188368000.0,-1373000.0,,66765000.0,98150000.0,,9927000.0,24851000.0,14691000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,141334000,38560000.0,867003000.0,69367000.0,,,-804000.0,,,,241476000.0,13233000.0,,,,,,,,,,281274000,,,,,,,8192000.0,,,,,154094000,-75000000.0,,8245000.0,,,2572203000.0,-7377000.0,,,,,,,,242118000.0,,743526000.0,3551169000.0,624885000.0,,151862000.0,0.0,,-5516000.0,1322078000.0,,,,,2801420000.0,72499000.0,717052000.0,,,190515000.0,,,,0.0,,,0.59,,,,208177000.0,,,27643000.0,,53000.0,-43432000.0,,23754000.0,,,1489453000.0,122090000,,,,-1861000.0,,211605000.0,122090000,,157257000.0,0.0,,1293000.0,421873000.0,0.0,37197000.0,,,,,29772000.0,100142000.0,,,199068000.0,,,39798000.0,,,,,,2414946000.0,774000.0,,0.57,209744000.0,,,,214934000.0,,,,,,,,,,339224000.0,1082750000.0,,,122090000,3668423000.0,,,,,2346345000.0,,,55734000.0,,,,,12760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
