date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBasicAverageShares,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOperatingExpense,trailingOperatingExpense,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingCashDividendsPaid,annualInterestExpense,trailingBeginningCashPosition,trailingNetIncome,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyTaxProvision,annualTotalRevenue,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,trailingPretaxIncome,annualNetIncome,annualTaxProvision,annualNonCurrentDeferredRevenue,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyBasicEPS,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,trailingNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,annualCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS
2003-12-31,541874000.0,,-318542000.0,,,378130000.0,,15040000.0,155444000.0,931000.0,,,,,-148643000.0,12632000.0,2666749000.0,,-4782000.0,,,-52714000.0,,-677357000.0,-143542000.0,17414000.0,,5824442000.0,,12632000.0,,,12632000.0,,22144000.0,30396000.0,,,,,,2268000.0,,,0.0,,605177000.0,,,,133855000.0,205928000,184842000.0,,-234763000.0,-98622000.0,-64558000.0,50484000,5824442000.0,-320696000.0,,,129160000.0,,,,,,-129199000.0,5147085000.0,,,789866000.0,541874000.0,69161000.0,,29104000.0,-65040000.0,-677357000.0,-29454000.0,11701000.0,,,101813000,2681706000.0,,135595000.0,83738000.0,133865000.0,,35233000.0,-254942000.0,184689000.0,,-124360000.0,0.0,,,5898000.0,-254942000.0,,,,199232000.0,,,,5561249000.0,5561249000.0,49711000,12632000.0,,2335536000.0,,-318764000.0,,,,,2268000.0,,-28389000.0,1.19,,,,43768000.0,,,2681706000.0,,,,2666749000.0,-3189000.0,16139000.0,,,151141000.0,-69732000.0,168959000.0,,12632000.0,33259000.0,52084000,60113000,12632000.0,-57596000.0,,16215000.0,,2335536000.0,2639000.0,,33259000.0,,5147085000.0,,,-81276000.0,,368628000.0,,16215000.0,1.19,161911000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,458670000.0,,,,,,,,165080000.0,12632000.0,,,,,-37359000.0,,2692951000.0,138398000.0,,,,,,-709921000.0,-1707000.0,,,,,11899000.0,,,11899000.0,,,33222000.0,,,,,,1275000.0,,,-118000.0,,,,,,68915000.0,202785000,,,,-9606000.0,35026000.0,37705000,5843028000.0,,,,,,,0.23,,,,5133107000.0,,,,,114036000.0,,-19264000.0,-208123000.0,,,-733000.0,,,90023000,,,,,,,59309000.0,-285315000.0,,,,,,,8323000.0,,,,,,,,,,5626464000.0,32886000,,,,,,,,,,,156913000.0,-87114000.0,,,,,43012000.0,,,2727705000.0,,,,,,-258509000.0,,,,,,0.24,,,40555000,44100000,11899000.0,-104674000.0,,,,2402670000.0,4626000.0,,24670000.0,,,,,-76311000.0,,,,16431000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,458672000.0,,,,,,,,113779000.0,11899000.0,,,,,-34675000.0,,2663891000.0,142104000.0,,,,,,-741633000.0,-18836000.0,,,,,10791000.0,,,10791000.0,,,32682000.0,,,,,,1042000.0,,,-2465000.0,,,,,,95599000.0,202471000,,,,-75196000.0,46844000.0,88692000,5961185000.0,,,,,,,0.24,,,,5219552000.0,,,,,-2123000.0,,6828000.0,2821000.0,,,-1108000.0,,,139956000,,,,,,,20403000.0,-315956000.0,,,,,,,5718000.0,,,,,,,,,,5735114000.0,34716000,,,,,,,,,,,156828000.0,-41430000.0,,,,,44622000.0,,,2869287000.0,,,,,,120812000.0,,,,,,0.24,,,42596000,43148000,10791000.0,-143551000.0,,,,2529674000.0,-71000.0,,34609000.0,,,,,-80830000.0,,,,13752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,458675000.0,,,,,,,,177229000.0,10791000.0,,,,,270928000.0,,2654227000.0,142273000.0,,,,,,-764745000.0,-129221000.0,,,,,0.0,,,0.0,,,34423000.0,,,,,,6904000.0,,,132000.0,,,,,,109613000.0,212405000,,,,-218843000.0,-9769000.0,35176000,6141586000.0,,,,,,,0.3,,,,5376841000.0,,,,,3962000.0,,6229000.0,-2881000.0,,,-10791000.0,,,96623000,,,,,,,-109230000.0,-339561000.0,,,,,,,6892000.0,,,,,,,,,,5882080000.0,42527000,,,,,,,,,,,157105000.0,30727000.0,,,,,51239000.0,,,3027830000.0,,,,,,-25508000.0,,,,,,0.3,,,36323000,50847000,0.0,-110635000.0,,,,2659629000.0,-76000.0,,25904000.0,,,,,-81086000.0,,,,15374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,658679000.0,,-540430000.0,,,387680000.0,,-5043000.0,175549000.0,0.0,,,,,-341021000.0,5589000.0,2825869000.0,,-7043000.0,,,44667000.0,,-788900000.0,-390666000.0,12632000.0,,6168086000.0,,5589000.0,,,5589000.0,,26390000.0,35375000.0,,,,,,526000.0,,,-6547000.0,,673423000.0,,,,104648000.0,221802000,163201000.0,,-321030000.0,-17385000.0,-27434000.0,46253000,6168086000.0,-430485000.0,,,135130000.0,,,,,,-145629000.0,5379186000.0,,,836454000.0,658679000.0,-964000.0,,2258000.0,2879000.0,-788900000.0,-33040000.0,5589000.0,,,106793000,2875661000.0,,141379000.0,114911000.0,57745000.0,,87263000.0,-364724000.0,163031000.0,,-142127000.0,-6547000.0,,,5460000.0,-364724000.0,,,,188701000.0,,,,5896643000.0,5896643000.0,41150000,5589000.0,,2518704000.0,,-319830000.0,,,,,526000.0,,-47812000.0,1.07,,,,50246000.0,,,2875661000.0,,,,2825869000.0,-3949000.0,130165000.0,,,157062000.0,-205304000.0,189119000.0,,5589000.0,36531000.0,44469000,50606000,5589000.0,-71625000.0,,17127000.0,,2518704000.0,-2672000.0,,36531000.0,,5379186000.0,,,-81603000.0,,378775000.0,,17127000.0,1.06,151279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,658684000.0,,,,,,,,183601000.0,5589000.0,,,,,-37105000.0,,2800374000.0,143089000.0,,,,,,-825902000.0,-166697000.0,,,,,3679000.0,,,3679000.0,,,35226000.0,,,,,,559000.0,,,-8226000.0,,,,,,64851000.0,217931000,,,,-34457000.0,20886000.0,34330000,6226456000.0,,,,,,,0.18,,,,5400554000.0,,,,,633000.0,,-25357000.0,0.0,,,-1910000.0,,,97206000,,,,,,,30394000.0,-405699000.0,,,,,,,7581000.0,,,,,,,,,,5945877000.0,25481000,,,,,,,,,,,157720000.0,-29693000.0,,,,,51563000.0,,,2954648000.0,,,,,,-462000.0,,,,,,0.18,,,33361000,37101000,3679000.0,-87647000.0,,,,2623753000.0,-2289000.0,,23796000.0,,,,,-84588000.0,,,,16676000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,658685000.0,,,,,,,,134392000.0,3679000.0,,,,,-33359000.0,,2759282000.0,143480000.0,,,,,,-856038000.0,-7711000.0,,,,,6487000.0,,,6487000.0,,,35921000.0,,,,,,1272000.0,,,-25232000.0,,,,,,129467000.0,228914000,,,,-268141000.0,156370000.0,94522000,6451176000.0,,,,,,,0.28,,,,5595138000.0,,,,,709000.0,,23555000.0,0.0,,,2808000.0,,,158311000,,,,,,,-138674000.0,-432159000.0,,,,,,,6280000.0,,,,,,,,,,6204145000.0,40299000,,,,,,,,,,,157696000.0,-38537000.0,,,,,52450000.0,,,3256481000.0,,,,,,-7000.0,,,,,,0.28,,,46715000,51919000,6487000.0,-283029000.0,,,,2875508000.0,-166000.0,,35944000.0,,,,,-84621000.0,,,,14129000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,658657000.0,,,,,,,,136966000.0,6487000.0,,,,,-60292000.0,,2826629000.0,142663000.0,,,,,,-726567000.0,-535873000.0,,,,,124867000.0,,,124867000.0,,,31522000.0,,,,,,651000.0,,,-11753000.0,,,,,,129584000.0,199886000,,,,-75974000.0,-837143000.0,62920000,5646300000.0,,,,,,,1.48,,,,4919733000.0,,,,,1472000.0,,-150230000.0,-95167000.0,,,118380000.0,,,124165000,,,,,,,53610000.0,-286274000.0,,,,,,,5250000.0,,,,,,,,,,5657032000.0,213348000,,,,,,,,,,,158468000.0,-62595000.0,,,,,53247000.0,,,2628684000.0,,,,,,-237643000.0,,,,,,1.5,,,28502000,224967000,124867000.0,825939000.0,,,,2219304000.0,-1012000.0,,143016000.0,,,,,150068000.0,,,,19736000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,658597000.0,,-711675000.0,,,478603000.0,,-1207000.0,109614000.0,124867000.0,,,,,-44746000.0,26732000.0,2452798000.0,,21143000.0,,,-711178000.0,,-754742000.0,-1394000.0,5589000.0,,5789164000.0,,26732000.0,,,26732000.0,,27835000.0,31423000.0,,,,,,781000.0,,,-7118000.0,,495102000.0,,,,80357000.0,198740000,139753000.0,,-421113000.0,-42541000.0,-51291000.0,48204000,5789164000.0,328062000.0,,,120369000.0,,,,,,-209990000.0,5034422000.0,,,788124000.0,658597000.0,288834000.0,,-9902000.0,-192536000.0,-754742000.0,-1071470000.0,-98135000.0,747202000.0,,105035000,3012196000.0,,141508000.0,291648000.0,-16854000.0,,37816000.0,-464885000.0,252100000.0,,-175502000.0,-7118000.0,,,8774000.0,-464885000.0,,,,355662000.0,,,,5647560000.0,5647560000.0,30055000,26732000.0,,2600651000.0,,-26653000.0,,,40922000.0,,781000.0,,-79165000.0,2.19,,,,47117000.0,,,3012196000.0,,,,2452798000.0,-161934000.0,-833358000.0,,,155877000.0,-287703000.0,204377000.0,,26732000.0,148783000.0,38538000,41675000,26732000.0,-127201000.0,,31342000.0,,2600651000.0,1639000.0,,148783000.0,,5034422000.0,,,-7512000.0,,404259000.0,,31342000.0,2.17,309183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,767599000.0,,,,,,,,88841000.0,26732000.0,,,,,-29851000.0,,2526929000.0,134781000.0,,,,,,-783350000.0,-101808000.0,,,,,0.0,,,0.0,,,38655000.0,,,,,,5571000.0,,,9805000.0,,,,,,28800000.0,212010000,,,,-834293000.0,882689000.0,76831000,6223711000.0,,,,,,,0.08,,,,5440361000.0,,,,,4767000.0,,-50971000.0,-86893000.0,,,-26732000.0,,,136978000,,,,,,,-805493000.0,-517168000.0,,,,,,,13947000.0,,,,,,,,,,6704019000.0,11448000,,,,,,,,,,,149265000.0,-84479000.0,,,,,51271000.0,,,3999556000.0,,,,,,-13800000.0,165672000.0,,,,,0.08,,,26744000,26793000,0.0,-938221000.0,,,,3621649000.0,315000.0,,25575000.0,,,,,-82761000.0,46338000.0,,,22020000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,877601000.0,,,,,,,,192316000.0,0.0,,,,,-697431000.0,,2614048000.0,134969000.0,,,,,,-833606000.0,-17641000.0,,,,,7039000.0,,,7039000.0,,,45467000.0,,,,,,190000.0,,,20496000.0,,,,,,55523000.0,220677000,,,,549684000.0,163246000.0,28361000,6342224000.0,,,,,,,0.16,,,,5508618000.0,,,,,840000.0,,-33947000.0,0.0,,,7039000.0,,,92694000,,,,,,,605207000.0,-558961000.0,,,,,,,6965000.0,,,,,,,,,,7014473000.0,21717000,,,,,,,,,,,149364000.0,-83267000.0,,,,,52387000.0,,,4229781000.0,,,,,,281766000.0,,,,,,0.16,,,29027000,34972000,7039000.0,-211730000.0,,,,3833934000.0,-1566000.0,,37949000.0,,,,,-82979000.0,,,,18871000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,877602000.0,,,,,,,,265843000.0,7039000.0,,,,,-62424000.0,,2598456000.0,135117000.0,,,,,,-860504000.0,-703328000.0,,,,,25000000.0,,,25000000.0,,,50173000.0,,,,,,82000.0,,,4840000.0,,,,,,20342000.0,234219000,,,,-82908000.0,139290000.0,-31624000,6613350000.0,,,,,,,0.45,,,,5752846000.0,,,,,729000.0,,-110391000.0,0.0,,,17961000.0,,,32268000,,,,,,,-62566000.0,-561636000.0,,,,,,,6804000.0,,,,,,,,,,7273542000.0,61734000,,,,,,,,,,,150947000.0,-106926000.0,,,,,51498000.0,,,4502856000.0,,,,,,-527613000.0,,,,,,0.46,,,37199000,76960000,25000000.0,-141671000.0,,,,4075683000.0,550000.0,,31976000.0,,,,,148502000.0,,,,21758000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,877589000.0,,-1166354000.0,,,568487000.0,,,-217659000.0,25000000.0,,,,,193420000.0,68483000.0,2503583000.0,,41751000.0,,,1002922000.0,,-867079000.0,-343577000.0,26732000.0,,6781533000.0,,68483000.0,,,68483000.0,,35834000.0,45719000.0,,,,,,77232000.0,,,5435000.0,,547513000.0,,,,171058000.0,245980000,153585000.0,,-435917000.0,-68400000.0,-182303000.0,426710000,6781533000.0,-1236894000.0,,,179007000.0,,,,,,-385516000.0,5914454000.0,,,908800000.0,877589000.0,336000.0,,51269000.0,-89399000.0,-867079000.0,-92100000.0,43483000.0,871871000.0,,483740000,4578159000.0,,134883000.0,6672000.0,-160194000.0,,102658000.0,-575829000.0,324358000.0,,-596286000.0,5435000.0,,,8119000.0,-575829000.0,,,,204147000.0,,,,7238595000.0,7238595000.0,50196000,68483000.0,,3961845000.0,,-311921000.0,,,36929000.0,,77232000.0,,-110844000.0,1.08,,,,51843000.0,,,4578159000.0,,,,2503583000.0,-144040000.0,167547000.0,,,149393000.0,-176292000.0,206999000.0,,68483000.0,174599000.0,60713000,65422000,68483000.0,54728000.0,,24118000.0,,3961845000.0,,,174599000.0,,5914454000.0,,,-294683000.0,,275723000.0,,24118000.0,1.07,145095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,877619000.0,,,,,,,,210576000.0,68483000.0,,,,,-35703000.0,,2628764000.0,136823000.0,,,,,,-907095000.0,-12007000.0,,,,,9492000.0,,,9492000.0,,,45704000.0,,,,53500000.0,,54854000.0,,,5703000.0,,,,,,10814000.0,229868000,,,,-34738000.0,-79502000.0,19292000,6838412000.0,,,,,,,0.49,,,,5931317000.0,,,,,,,-127983000.0,0.0,,,-58991000.0,,,87031000,,,,,,,-23924000.0,-574201000.0,,,,,,,13467000.0,,,,,,,,,,7272485000.0,68563000,,,,,,,,,,,149465000.0,-150088000.0,,,,,52143000.0,,,4526999000.0,,,,,,6923000.0,,,,,,0.5,,,34301000,83789000,9492000.0,9697000.0,,,,3968802000.0,12591000.0,,136670000.0,,,,,-80230000.0,,,,26527000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,877619000.0,,,,,,,,190961000.0,9492000.0,,,,,28682000.0,,2614743000.0,136921000.0,,,,,,-883601000.0,-7797000.0,,,,,45456000.0,,,45456000.0,,,39207000.0,,,,,,126397000.0,,,16784000.0,,,,,,70669000.0,219693000,,,,-91170000.0,25427000.0,28732000,6968204000.0,,,,,,,0.27,,,,6084603000.0,,,,,,,-37179000.0,0.0,,,35964000.0,,,94675000,,,,,,,-20501000.0,-602381000.0,,,,,,,10606000.0,,,,,,,,,,7302898000.0,37076000,,,,,,,,,,,148129000.0,-36852000.0,,,,,52971000.0,,,4573572000.0,,,,,,105348000.0,,,,,,0.27,,,32443000,52302000,45456000.0,-60132000.0,,,,4078902000.0,1145000.0,,90277000.0,,,,,-80272000.0,,,,19921000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,877636000.0,,,,,,,,160828000.0,45456000.0,,,,,-63364000.0,,2647079000.0,137576000.0,,,,,,-928024000.0,-115589000.0,,,,,18424000.0,,,569617000.0,,,42390000.0,,,,,,140679000.0,,,6053000.0,,,,,,53831000.0,223487000,,,,-29648000.0,13866000.0,62659000,7108935000.0,,,,,,,0.39,,,,6180911000.0,,,,,2753000.0,551193000.0,250822000.0,0.0,,,-27032000.0,,,134640000,,,,,,,24183000.0,-615200000.0,,,,,,,3847000.0,,,,,,,,,,7416842000.0,53387000,,,,,,,,,,,147651000.0,-137377000.0,,,,,55873000.0,,,4679239000.0,,,,,,-117922000.0,,,,,,0.39,,,29689000,68614000,18424000.0,-94729000.0,,,,4165682000.0,683000.0,,172575000.0,,,,,-80976000.0,,,,22483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,745462000.0,,-248437000.0,,,551279000.0,,23628000.0,192012000.0,18424000.0,,,,,-76891000.0,48012000.0,2750033000.0,,-20471000.0,,,90417000.0,,-951375000.0,-113044000.0,68483000.0,,7399758000.0,,48012000.0,,,48012000.0,,37680000.0,43434000.0,,,,,,142655000.0,,,-1279000.0,,643571000.0,,,,188617000.0,260143000,159196000.0,,-317324000.0,-161768000.0,130626000.0,68131000,7399758000.0,-434819000.0,,,168358000.0,,,,,,-451162000.0,6448383000.0,,,923227000.0,745462000.0,237913000.0,,-255673000.0,-132272000.0,-951375000.0,76810000.0,29588000.0,,,136900000,4828265000.0,,139255000.0,240802000.0,6607000.0,,26849000.0,-626765000.0,279656000.0,,-147276000.0,-1279000.0,,,9768000.0,-626765000.0,,,,279467000.0,,,,7661981000.0,7661981000.0,58666000,48012000.0,,4316460000.0,,-323990000.0,,,,,142655000.0,,-126845000.0,1.56,,,,53490000.0,,,4828265000.0,,,273591000.0,2750033000.0,-170013000.0,82461000.0,,273591000.0,149614000.0,-132272000.0,214477000.0,,48012000.0,177648000.0,63471000,74762000,48012000.0,-289655000.0,,29009000.0,,4316460000.0,9144000.0,,177648000.0,,6448383000.0,,,-82512000.0,,323931000.0,,29009000.0,1.55,217692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,1045467000.0,,,,,,,,184534000.0,48012000.0,,,,,-14349000.0,,2979653000.0,146331000.0,,,,,,-1029862000.0,-161532000.0,,,,,15529000.0,,,15529000.0,,,47534000.0,,,,,,129631000.0,,,-9719000.0,,,,,,2223000.0,242677000,,,,-14741000.0,119572000.0,58143000,7734828000.0,,,,,,,0.03,,,,6704966000.0,,,,,5801000.0,,-77981000.0,,,,-32483000.0,,,136856000,,,,,,,-12518000.0,-693194000.0,,,,,,,12162000.0,,,,,,,,,,7760243000.0,4048000,,,,,,,,,,,154596000.0,-151872000.0,,,,,60850000.0,,,4703971000.0,,,,,,-18626000.0,,144077000.0,,,,0.03,,,18474000,19354000,15529000.0,-154278000.0,,,,4262139000.0,415000.0,,142332000.0,,,,,-85517000.0,,,,26672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,1045469000.0,,,,,,,,162863000.0,15529000.0,,,,,-12884000.0,,2935021000.0,146741000.0,,,,,,-1074188000.0,-103423000.0,,,,,17704000.0,,,17704000.0,,,47034000.0,,,,,,,,,-8472000.0,,,,,,115634000.0,242232000,,,,-282810000.0,-12225000.0,79369000,7789449000.0,,,,,,,0.12,,,,6715261000.0,,,,,3129000.0,,-7868000.0,,,,2175000.0,,,180871000,,,,,,,-167176000.0,-746203000.0,,,,,,,6888000.0,,,,,,,,,,7833069000.0,17797000,,,,,,,,,,,155064000.0,,,,,,101502000.0,,,4823155000.0,,,,,,-5992000.0,,,,,,0.12,,,27907000,36663000,17704000.0,-101234000.0,,,,4346822000.0,2665000.0,,166597000.0,,,,,,,,,23494000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,1045471000.0,,,,,,,,159353000.0,17704000.0,,,,,-65692000.0,,2885430000.0,146966000.0,,,,,,-1121202000.0,-3148000.0,,,,,3470000.0,,,3470000.0,,,49260000.0,,,,,,,,,-7902000.0,,,,,,211407000.0,245935000,,,,-123917000.0,-52477000.0,86582000,7857713000.0,,,,,,,0.09,,,,6736511000.0,,,,,5090000.0,,106517000.0,-90131000.0,,,-14234000.0,,,165320000,,,,,,,87490000.0,-804744000.0,,,,,,,10448000.0,,,,,,,,,,7842864000.0,13054000,,,,,,,,,,,155344000.0,,,,,,78738000.0,,,4885617000.0,,,,,,-4149000.0,,,,,,0.09,,,30850000,31920000,3470000.0,-173164000.0,,,,4399743000.0,3646000.0,,184046000.0,,,,,,,,,22680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,1018109000.0,,-379487000.0,,207768000.0,612102000.0,,-9745000.0,-137786000.0,3470000.0,,,,,25856000.0,22532000.0,2821758000.0,,-25480000.0,0.0,0.0,-145735000.0,,-1167113000.0,-111384000.0,48012000.0,,7246819000.0,,22532000.0,,,22532000.0,7442068000.0,39506000.0,51491000.0,,,,,,,,,-8652000.0,,350785000.0,,,,313583000.0,270130000,96298000.0,,-572086000.0,-150618000.0,-200605000.0,59764000,7246819000.0,-522592000.0,,,195148000.0,,,,,0.0,,6079706000.0,,,996087000.0,1018109000.0,3080000.0,,180305000.0,-30844000.0,-1167113000.0,-31143000.0,19062000.0,647935000.0,,142981000,4869125000.0,4584359000.0,146915000.0,17100000.0,70761000.0,,162965000.0,-855541000.0,297150000.0,,-67069000.0,-8652000.0,284766000.0,248815000.0,10008000.0,-855541000.0,,,,113996000.0,,,,7690883000.0,7690883000.0,21717000,22532000.0,,4298478000.0,7442068000.0,-71439000.0,,0.0,348152000.0,,,,,0.39,,207768000.0,,73862000.0,,,4869125000.0,,234195000.0,711634000.0,2821758000.0,200973000.0,-2376000.0,,711634000.0,155041000.0,-295780000.0,314952000.0,,22532000.0,179539000.0,21366000,26059000,22532000.0,-93916000.0,248815000.0,27966000.0,,4298478000.0,-16596000.0,,179539000.0,4584359000.0,6079706000.0,,284766000.0,,,642847000.0,234195000.0,27966000.0,0.38,56616000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,1018110000.0,,,,,,,,-70493000.0,22532000.0,,,,,-36840000.0,,2833377000.0,148488000.0,,,0.0,,,-1203054000.0,-257039000.0,,,,,22171000.0,,,22171000.0,,,52068000.0,,,,,,100361000.0,,,-8036000.0,,,,,,48428000.0,326045000,,,,-106892000.0,33740000.0,224944000,7969531000.0,,,,,,,0.15,,0.0,,6766477000.0,,,,,26000.0,,-72298000.0,-55488000.0,,,-361000.0,,,304960000,,4537011000.0,,,,,-58464000.0,-882357000.0,,,,,247312000.0,243012000.0,9880000.0,,,,,,,,,,7676419000.0,23247000,,,,7433407000.0,,,,,,,155747000.0,,,,204101000.0,,63724000.0,,,4784323000.0,,251799000.0,,,,-26000.0,154451000.0,,,,,0.15,,,37255000,41610000,22171000.0,-82529000.0,,,,4332910000.0,32886000.0,,66188000.0,,,,,,171594000.0,,,23684000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
